split,run,period,field_G,time_us,parent_ARA,state_x_L,state_x_C,state_sector,history_x_P,history_x_R,history_sector,median_closure_rho,peak_closure_rho,peak_closure_lag_bins,best_coherent_miss,best_coherent_lag_bins,spin_radius,observed_phase_ARA,cycle_bins
development,EMU00069983,RF on,50.0,2.2829999923706055,1.290480240652085,1.0148348029236454,1.1047614798208734,Ab,1.8961667161982465,0.9164996181215473,aB,0.7444587967644374,0.781270989454501,9,nan,0,0.902424372132352,1.2877113778353948,92
development,EMU00069983,RF on,50.0,2.3469998836517334,1.3107961426068178,1.0988198068058794,1.080320853107685,Ab,1.8811121276205485,0.8245762831511787,aB,0.7465701945508447,0.7878245171757804,9,nan,0,1.4425000282156764,1.3951570320699278,92
development,EMU00069983,RF on,50.0,2.4110000133514404,1.3305304054176792,0.9109194939279016,1.0832771660349436,Ba,1.8811121276205485,0.7920418184691366,aB,0.755775069833877,0.7819398303585563,9,nan,0,0.9191045108168229,1.4060992337881348,92
development,EMU00069983,RF on,50.0,2.4749999046325684,1.3496995384347905,1.3669458186500314,1.0636164819624498,Ab,1.8811121276205485,0.8688344640328592,aB,0.757704783570863,0.7811831881139124,9,nan,0,2.2785985951450707,1.230105878203445,92
development,EMU00069983,RF on,50.0,2.5390000343322754,1.3683198640131937,0.5818673245165839,1.0723206398916574,Ba,1.8811121276205485,0.8609124314254578,aB,0.7256041131032782,0.7558728448742219,9,nan,0,0.45281316331129745,0.7301594779786708,92
development,EMU00069983,RF on,50.0,2.6029999256134033,1.3864069596019823,0.9157333839810908,1.0593277910454204,Ba,1.8811121276205485,0.6774409433131009,aB,0.7202871989733799,0.756123097394278,9,nan,0,1.242604532573329,1.1090043562637353,92
development,EMU00069983,RF on,50.0,2.6670000553131104,1.4039762262104571,1.1021696862414985,1.061150946703015,Ab,1.8501939472364997,0.6638900649364453,aB,0.7171138129186323,0.7536492865526359,11,nan,0,1.532342438537731,1.6293132613457213,92
development,EMU00069983,RF on,50.0,2.7309999465942383,1.4210423619895745,1.3359908536515221,1.09000805219809,Ab,1.8501939472364997,0.7279002176840857,aB,0.7084991312867808,0.7332685779469575,2,nan,0,1.4942516760410993,0.9897986678442159,92
development,EMU00069983,RF on,50.0,2.7950000762939453,1.4376198986099702,0.879480839969513,1.0976458470729644,Ba,1.834310620419785,0.811536558839306,aB,0.6973827460614581,0.729308190335597,11,nan,0,1.022040119701148,1.2798750019745841,92
development,EMU00069983,RF on,50.0,2.8589999675750732,1.4537227045580847,1.243797642727797,1.0982927373803357,Ab,1.8181303918596234,0.7721968456160199,aB,0.6859789543032192,0.7365512567227135,29,nan,0,1.0142596526223662,1.6364066805623638,92
development,EMU00069983,RF on,50.0,2.922999858856201,1.4693644338095633,0.946897884777626,1.1304124645095033,Ba,1.843771763375457,0.904247723775869,aB,0.6759015071732208,0.7240784856805833,29,nan,0,1.0966951082425267,1.9763743139986227,92
development,EMU00069983,RF on,50.0,2.986999988555908,1.4845583443015913,1.1062650571627775,1.0977804681182723,Ab,1.843771763375457,0.8522548671922454,aB,0.6535770031565549,0.720728565504858,32,nan,0,1.3497386193393357,0.05424868166963857,92
development,EMU00069983,RF on,50.0,3.050999879837036,1.4993171470024178,0.6334939899371627,1.074571135546402,Ba,1.8596550901921711,1.1942918958394886,Ab,0.6378754897183911,0.6995515447548653,29,nan,0,0.764531015989907,0.0341813450512758,92
development,EMU00069983,RF on,50.0,3.115000009536743,1.5136534089080294,1.0815299370589304,1.0980604671789453,Ab,1.843771763375457,1.415878114664177,Ab,0.6108498729365587,0.6551288889670425,29,nan,0,1.3382534039780454,0.42987472130195015,92
development,EMU00069983,RF on,50.0,3.178999900817871,1.5275791234923892,0.914379387258294,1.109523559284947,Ba,1.843771763375457,1.2214365681875181,Ab,0.6005816872084639,0.6469688861941463,29,nan,0,1.3256111963099628,0.7696977472905951,92
development,EMU00069983,RF on,50.0,3.243000030517578,1.5411061483839812,1.142094693829194,1.0884521127331144,Ab,1.834310620419785,1.3495439978745165,Ab,0.5881482496446633,0.6340473121601373,11,nan,0,1.3259572605132826,0.5316591631988782,92
development,EMU00069983,RF on,50.0,3.306999921798706,1.5542458000627855,0.9564810438190162,1.1186377507934835,Ba,1.843771763375457,1.398584250338494,Ab,0.5735098444626276,0.6353644546081989,12,nan,0,0.5253647506425114,0.588455717995644,92
development,EMU00069983,RF on,50.0,3.371000051498413,1.5670092668313529,1.1404793685517571,1.0868303210550447,Ab,1.843771763375457,1.3188879678615795,Ab,0.5554313170435305,0.620304381354461,12,nan,0,1.2198044342886978,1.4306857843587837,92
development,EMU00069983,RF on,50.0,3.434999942779541,1.5794072263898669,0.869895316241989,1.0460526661700305,Ba,1.8596550901921711,1.3533604089716549,Ab,0.5428272410148598,0.607061182454287,12,nan,0,0.7736975392028931,0.8917080262512261,92
development,EMU00069983,RF on,50.0,3.499000072479248,1.5914502354962952,1.0428456167294406,1.0893284778046786,Ab,1.8275915348152951,1.4409142907260448,Ab,0.5160079473643376,0.577887954654155,12,nan,0,1.2272444614304883,1.0101348326853548,92
development,EMU00069983,RF on,50.0,3.562999963760376,1.60314836912814,1.255107941655921,1.0476394489946703,Ab,1.811103092962031,1.5396037167030776,Ab,0.4900672399558299,0.5461345282765381,12,nan,0,1.398050206601009,0.6033484833285832,92
development,EMU00069983,RF on,50.0,3.626999855041504,1.614511546428203,0.758827206277555,1.0862817933986242,Ba,1.7942944672602723,1.5156125987934739,Ab,0.47502992539107813,0.5273637022034987,12,nan,0,1.1582705623517249,0.9966522735883923,92
development,EMU00069983,RF on,50.0,3.690999984741211,1.6255493988309917,0.9122094454634102,1.1011754581441766,Ba,1.77715297594221,1.670771595810383,Ab,0.4522609068714395,0.5138520580158275,7,nan,0,1.0496186519291273,1.1463089509115654,92
development,EMU00069983,RF on,50.0,3.754999876022339,1.6362711604169293,0.9307133789051072,1.114523447891946,Ba,1.77715297594221,1.6631861311636689,Ab,0.4227488370999751,0.5016728745323835,7,nan,0,0.7854754936834519,1.7738744384112441,92
development,EMU00069983,RF on,50.0,3.819000005722046,1.6466859606755517,1.010506178151033,1.09084131684258,Ab,1.77715297594221,1.607468979925852,Ab,0.39971405291965356,0.49223185492609034,7,nan,0,1.4731321796140244,1.4090414613358733,92
development,EMU00069983,RF on,50.0,3.883000135421753,1.6568025495947836,1.0926273092235406,1.0442112908252414,Ab,1.7942944672602723,1.6018599780981981,Ab,0.3797970808740637,0.4691876468538124,7,nan,0,1.1067543675902936,1.2711411024712262,92
development,EMU00069983,RF on,50.0,3.9469997882843018,1.666629393827122,0.6692605348489797,1.0607956490652226,Ba,1.7848333243046015,1.627005603787257,Ab,0.3591555420867377,0.44248708746507476,7,nan,0,1.1459614405588103,1.4578657213972126,92
development,EMU00069983,RF on,50.0,4.011000156402588,1.6761749691148449,1.304144736222172,1.0309533922953855,Ab,1.8275915348152951,1.693627566494792,Ab,0.33518261388530374,0.4470989089936656,7,nan,0,0.8486447314036334,0.9218876288982485,92
development,EMU00069983,RF on,50.0,4.075000286102295,1.6854471869001517,1.1391242663993353,1.0427696036004606,Ab,1.8752522153119373,1.855417674061489,Ab,0.3270462212276872,0.43920679418543,7,nan,0,1.644233797451518,0.014810001126367016,92
development,EMU00069983,RF on,50.0,4.139000415802002,1.6944539093887445,0.7663511500633725,1.020116821495103,Ba,1.8752522153119373,2.0,Ab,0.31587817174805854,0.43777899025658956,7,nan,0,0.9519016615827326,1.4436663332327218,92
development,EMU00069983,RF on,50.0,4.203000068664551,1.703202674377213,0.7487552790823041,1.0363728161510937,Ba,1.8596550901921711,1.946389612841529,Ab,0.2970916356062256,0.43550075795408294,7,nan,0,0.8941726682313395,0.4051074216630168,92
development,EMU00069983,RF on,50.0,4.267000198364258,1.7117009965536942,1.182522572027866,1.0351303929987319,Ab,1.8596550901921711,2.0,Ab,0.2745466147680141,0.4155015751266925,7,nan,0,1.4784328835387333,1.5712132997110797,92
development,EMU00069983,RF on,50.0,4.331000328063965,1.7199559827106756,1.2671680201217355,1.0502384738369677,Ab,1.8752522153119373,2.0,Ab,0.2627047277681754,0.4013713468081429,7,nan,0,1.7537954554280533,0.035406295019944876,92
development,EMU00069983,RF on,50.0,4.394999980926514,1.7279745415107228,1.3226425116543974,1.022113641626198,Ab,1.8596550901921711,1.8662248146441804,Ab,0.247717786528801,0.37928606307345475,7,nan,0,2.141462370229074,1.819317705246989,92
development,EMU00069983,RF on,50.0,4.459000110626221,1.7357635604366717,0.935049221506247,1.0474234981616926,Ba,1.8596550901921711,1.9425174802796161,Ab,0.2499961667264972,0.37504474105315716,7,nan,0,1.185098946108302,0.15914036546006077,92
development,EMU00069983,RF on,50.0,4.523000240325928,1.7433295531202766,1.2743030451769244,1.060197696181248,Ab,1.8596550901921711,1.7447618134841958,Ab,0.2401930413558262,0.35560536744617416,7,nan,0,1.3424945431191264,0.06346061074971279,92
development,EMU00069983,RF on,50.0,4.587000370025635,1.750678905565378,0.9391172089516863,1.0387747678749055,Ba,1.843771763375457,1.5756065797693777,Ab,0.2584020560157061,0.3751931657453813,7,nan,0,1.1846518882374073,0.22583184506331924,92
development,EMU00069983,RF on,50.0,4.651000022888184,1.7578177685025949,1.2867857281283248,1.046699403560797,Ab,1.8181303918596234,1.4842587008076167,Ab,0.24729990690392373,0.3795324636425874,7,nan,0,2.391676156426784,0.7237559017937748,92
development,EMU00069983,RF on,50.0,4.715000152587891,1.7647522738063923,0.41788632866099024,1.0562646727862848,Ba,1.8596550901921711,1.502957600010116,Ab,0.23150648277750183,0.3862996946993283,7,nan,0,0.35022730768031485,1.1044359534781116,92
development,EMU00069983,RF on,50.0,4.779000282287598,1.7714882205144122,1.490279004425551,0.9985124157839959,aB,1.8844129532345621,1.474861266269275,Ab,0.23144414444377762,0.38497236046807637,7,nan,0,1.5360168883477843,0.21151697223131818,92
development,EMU00069983,RF on,50.0,4.843000411987305,1.7780312940381195,0.8637062211976555,1.0356654389827495,Ba,1.8844129532345621,1.4794775072654787,Ab,0.23251987705572785,0.3762687997987691,7,nan,0,0.9271833553907874,0.5898905046767858,92
development,EMU00069983,RF on,50.0,4.9070000648498535,1.7843869703269897,1.392794308745296,1.0673691531149656,Ab,1.8844129532345621,1.809713317639408,Ab,0.23682108892978063,0.381136685575141,7,nan,0,1.7746894418353036,0.828313808600937,92
development,EMU00069983,RF on,50.0,4.9710001945495605,1.7905607085430049,1.1215286408007967,1.0260749317888633,Ab,1.9147885970765433,1.9194280043381513,Ab,0.24125367864314157,0.3683030121842349,7,nan,0,1.5668010098964755,1.1587480123803922,92
development,EMU00069983,RF on,50.0,5.035000324249268,1.7965576715260125,0.8318002788631612,1.0588098362544232,Ba,1.9147885970765433,1.9139713353482695,Ab,0.2413023076088145,0.37620788211395034,7,nan,0,0.995462103503791,0.4997483858270261,92
development,EMU00069983,RF on,50.0,5.098999977111816,1.8023828781812998,1.2751029021713869,1.0177649415645875,Ab,1.9147885970765433,1.8331644760913086,Ab,0.23254710960490232,0.3757947147641919,7,nan,0,2.0374121512948236,1.142103445974744,92
development,EMU00069983,RF on,50.0,5.163000106811523,1.8080413320278101,1.451259115647827,1.0189919906455465,Ab,1.9147885970765433,1.8141152020539764,Ab,0.25801448211491806,0.3830193609406928,7,nan,0,2.775934288848286,1.1760130535289774,92
development,EMU00069983,RF on,50.0,5.2270002365112305,1.8135377649945588,1.0547409833701045,0.9895226974383586,aB,1.9295858296171042,1.5593109607234772,Ab,0.2579023829645263,0.3897165276326218,7,nan,0,0.8764509833236329,1.1406487569200756,92
development,EMU00069983,RF on,50.0,5.2910003662109375,1.818876816293279,0.9994297344834712,0.9964429116960608,bA,1.9441343573651102,1.587215564599036,Ab,0.2516839843178965,0.3808340174506679,7,nan,0,1.4714529842345991,1.2208117823651825,92
development,EMU00069983,RF on,50.0,5.355000019073486,1.8240629542178166,1.109528258184855,1.0284686306331172,Ab,1.9441343573651102,1.5278961703103824,Ab,0.24722514220539604,0.37012253643639786,7,nan,0,1.3790165235427052,0.3167844937758465,92
development,EMU00069983,RF on,50.0,5.419000148773193,1.8291006333636712,1.0455189799822067,1.012079664751161,Ab,1.9441343573651102,1.5411933705390761,Ab,0.230847219266378,0.3506371946059063,7,nan,0,1.2552627148203033,1.0905064012909966,92
development,EMU00069983,RF on,50.0,5.4830002784729,1.8339940665318595,1.2791323293095214,1.0264827737270608,Ab,1.9441343573651102,1.5322450951744058,Ab,0.22240266761893857,0.33986623701447294,7,nan,0,1.5058643301298502,0.6961444111171594,92
development,EMU00069983,RF on,50.0,5.547000408172607,1.838747383977896,0.9407727953326271,0.9743433455522473,bA,1.9204250916944794,1.7256712948793425,Ab,0.22569480156715252,0.3302196092902718,7,nan,0,1.4603575314085702,1.753553780590729,92
development,EMU00069983,RF on,50.0,5.611000061035156,1.8433645637903782,1.0655945912214182,0.9738154135200625,aB,1.9056278591539184,1.6665063928669048,Ab,0.2269376250511358,0.3051580698444234,7,nan,0,1.0855472928855878,0.731805955098066,92
development,EMU00069983,RF on,50.0,5.675000190734863,1.8478495718623675,1.38898180911007,0.9462720851162191,aB,1.9056278591539184,1.901583535565985,Ab,0.21015735245850853,0.29446991570117714,18,nan,0,2.032655637580648,0.22628207600412226,92
development,EMU00069983,RF on,50.0,5.73900032043457,1.8522061588191063,0.9500287365760347,0.9564244753857748,bA,1.9056278591539184,1.886267018114156,Ab,0.20250844246550742,0.28773899929911567,18,nan,0,1.3377068243567969,0.44762159744421515,92
development,EMU00069983,RF on,50.0,5.802999973297119,1.8564379707223382,1.0681803713013711,0.9406441612410676,aB,1.9056278591539184,1.9690167214150756,Ab,0.20809975088209043,0.30497023751486463,22,nan,0,2.0104426039856307,1.6412190648621656,92
development,EMU00069983,RF on,50.0,5.867000102996826,1.8605486424561584,0.35914725817643306,0.9242253194333144,bA,1.9056278591539184,2.0,Ab,0.1893711175886036,0.2700847646016753,18,nan,0,0.4687199034698478,0.4337522947020322,92
development,EMU00069983,RF on,50.0,5.931000232696533,1.8645416116039377,0.9002320200148991,0.9188175138091274,bA,1.8811121276205485,2.0,Ab,0.18226051329483606,0.27229063625877553,22,nan,0,0.9700809967090133,0.022415968848555883,92
development,EMU00069983,RF on,50.0,5.99500036239624,1.8684202483931376,0.9142455934580841,0.9232034043829794,bA,1.865791072356267,2.0,Ab,0.18350382774325358,0.2622846602282086,18,nan,0,1.1304303375542433,0.924159496068801,92
