row,event_id,delay_ns,first_amp_mV,second_amp_mV,first_loop_area,second_loop_area,same_orientation,rmse_direct,rmse_full,rmse_radial,rmse_path
3500,2414,1112,36.8,22.8,1.8254595137631582,0.9370984728694465,1,0.1535888241322124,1.3402966908443783,0.7215857075913636,1.139867892778184
3509,2423,1992,36.4,26.4,1.3158624655050373,1.4445153490464027,1,0.1400200855832065,1.3148266526832726,0.719179858811229,1.1095742794663583
3510,2424,12072,73.0,21.0,1.884332989943952,1.1477198166778815,1,0.18821476833287362,1.3030891519173664,0.6961261008502689,1.1175305761268097
3511,2425,784,66.2,17.2,1.8016743248676066,0.887893834182163,1,0.21260753377727254,1.3169399447739822,0.7338405629921283,1.1140066470481897
3512,2426,5360,54.2,36.2,1.514763388348987,1.8720607745104272,1,0.20887187352459236,1.344812604931024,0.7678827264071616,1.1236122642693716
3513,2427,928,47.0,22.0,1.5972504376381638,1.2712413641479894,1,0.2567828989395683,1.3262782739812273,0.7374020611619687,1.1318965135631933
3516,2430,2088,37.8,26.8,1.5356158365268928,1.6831679049848196,1,0.16031478136741087,1.344267468042607,0.7310496081661542,1.1394394784992639
3519,2433,2936,56.1,20.1,1.9403945080022114,0.9677384110741125,1,0.2278986515739965,1.315189258681802,0.7434737034580465,1.1085609743300593
3521,2435,1048,96.9,29.9,1.5200423124440168,1.4494824673568756,1,0.14171097049832407,1.3466458080139714,0.7566739101413019,1.1229343369550384
3522,2436,2384,82.9,65.9,1.988244004779106,1.8810748851291628,1,0.13669671647084713,1.3583193417724395,0.7709293834122272,1.126670010392869
3524,2438,15616,24.3,225.3,2.436056520885728,2.0423838730039368,1,0.2754154668042499,1.3467581300660934,0.7666247111384982,1.1410073148433089
3525,2439,11808,62.0,103.0,1.7968936086753122,1.7384736926016482,1,0.17937703511865216,1.328396293052484,0.8006950524961365,1.0750350064215344
3527,2441,2240,78.6,21.6,1.8421786193830376,1.1371634075978951,1,0.19062976719281455,1.3401118618367456,0.7576791035654995,1.1216781563334988
3528,2442,1424,17.2,31.2,0.9736886544491251,1.8789721713595986,1,0.20850908981664068,1.3201204114319327,0.7099097511253922,1.1323524568227257
3532,2446,4976,48.8,30.8,1.4697822786083063,1.1408336156015824,1,0.13826966047464717,1.358176365681302,0.7442215310254513,1.1445068160833196
3533,2447,3448,150.7,17.7,1.8709550360818854,0.8945780753498445,1,0.2714781093500291,1.3171197040405238,0.7665307183498604,1.1049594275149248
3537,2451,3400,91.0,39.0,2.068126138391135,1.012051116306007,1,0.2630384903782169,1.3028521584191766,0.7881382245539297,1.0702575078526373
3539,2453,3328,24.6,22.6,1.1903975537286597,0.9737252448632802,1,0.16532715579554666,1.2940663731821962,0.6724170726566929,1.1179428102743771
3540,2454,5600,21.2,17.2,1.339550707349312,0.8347441168528008,1,0.14653908470614915,1.3157945545024627,0.66274384852789,1.1461062796456931
3543,2457,5640,58.9,54.9,2.1232409931384932,1.482811920436248,1,0.2300743784411064,1.3325257890973456,0.7895806008286035,1.0977803391479128
3545,2459,2728,77.0,18.0,1.5218772952412256,0.6404725733002846,1,0.19584764240208954,1.3297744883729514,0.7246389350591949,1.1320578177629785
3546,2460,1408,68.7,18.7,1.992588971821169,1.0645596493307623,1,0.20530821403284236,1.3285526463644004,0.7295099410560257,1.1291673227700316
3547,2461,2032,81.6,91.6,2.0084050694952946,1.988092637172688,1,0.1658304357723473,1.374744974860915,0.7986904687464671,1.131157378293283
3550,2464,2552,103.7,17.7,2.4010712782277404,1.2540913149352606,1,0.32722675856967687,1.335323490637029,0.7835616437264468,1.1296890398033372
3556,2470,2448,71.8,16.8,1.9558990436689823,0.7194552008453496,1,0.23549748756073996,1.3297063879775206,0.730408358460408,1.1358176679233414
3557,2471,2384,53.9,34.9,1.8259051442304026,1.1679469896172796,1,0.15209405705743306,1.3570671101562923,0.7409310559421528,1.1470766818310738
3563,2477,1984,18.3,17.3,1.1648087609593911,1.1273830946252856,1,0.1753100007530084,1.2971078864914867,0.6655259108894251,1.1270748544339158
3577,2491,2120,37.2,27.2,1.7872098691175216,1.2230247635777745,1,0.20379935880722358,1.3053057152661574,0.7286707525805274,1.1019964261695487
3578,2492,1736,66.0,25.0,2.1273036434113837,1.8840955079303692,1,0.2215063636367767,1.3303873821572914,0.7520570718181326,1.119556080088557
3579,2493,1704,20.2,19.2,1.2816386609415773,0.9908209113699954,1,0.14629366710077307,1.3216669508788943,0.6564352044030827,1.1564160966103803
3580,2494,3144,22.1,25.1,1.303993129591705,1.0176783493516781,1,0.15222507427524773,1.3028075648868407,0.6745235920704391,1.1249435310738383
3581,2495,920,63.8,39.8,1.6896077759356514,1.0563888403364001,1,0.15174749521148503,1.3698594310545809,0.7604248131896101,1.1494765185238394
3582,2496,1408,25.0,35.0,1.2682754046848084,1.1325377191236614,1,0.17008432894153577,1.332023116346096,0.7232960482217191,1.131396079213068
3583,2497,2808,98.8,46.8,2.2563336968019305,1.7429194401174928,1,0.16710170560275425,1.3674100358419954,0.7752169517618676,1.138758913834616
3586,2500,3008,37.0,26.0,1.6336559579122278,1.2806968977916058,1,0.151495423148178,1.332619006088904,0.7177578596285096,1.132981876980265
3588,2502,2808,67.7,24.7,1.5647323667746917,1.3329827850537255,1,0.17379954387595323,1.3501392287074208,0.7558559813783803,1.1321501462971615
3589,2503,3624,127.1,30.1,2.2930777586971605,1.5783885465722625,1,0.22964448012040112,1.351135105180113,0.7797395659464069,1.1270797970851723
3592,2506,1648,29.1,16.1,1.1512500668353516,1.132107450512767,1,0.1918183369096424,1.3170229245102172,0.6788712725786118,1.1447608716792004
3593,2507,912,78.1,79.1,1.2531096686856755,2.0546735998360828,1,0.227758399161375,1.334146968142585,0.7795293649642626,1.1064158305768304
3595,2509,3152,59.4,18.4,1.8485653368152022,0.8985478265360867,1,0.20695758432296318,1.3177624683596214,0.7316088918638788,1.1153823533083826
3597,2511,11680,27.1,57.1,1.1603933533476503,1.7256917278452686,1,0.13345443025155504,1.3269619083136162,0.7258055044826804,1.1188585079140805
3598,2512,1288,20.3,15.3,0.8605444125308935,0.5682901874846954,1,0.14842349599522442,1.2926188460760135,0.6576934395631413,1.122645248932152
3599,2513,912,53.0,22.0,1.6317638906670215,0.9415963479198156,1,0.16727521280705873,1.332077518868002,0.7453949090044042,1.1166010669543065
3605,2519,784,41.3,30.3,1.7118401919152906,1.1563341004436585,1,0.16812241540643771,1.3486099226790285,0.7254304333554454,1.1492452116376906
3606,2520,904,61.4,21.4,1.8651135395076595,1.1479767268748617,1,0.19580004258634612,1.3151793196397317,0.7361508221358937,1.1073013440583779
3607,2521,1496,35.8,16.8,1.3548808536965233,0.7190468394504776,1,0.14926897640210426,1.3417514902887058,0.6764966941656834,1.1683024059681624
3609,2523,2728,49.3,20.3,1.5345011565452098,0.9919596784092898,1,0.20521268229953607,1.3094071548253066,0.7100693182885138,1.1191339979240913
3611,2525,14000,20.0,47.0,1.0050320743720298,1.592019007094056,1,0.20134357970525454,1.3209045982432221,0.7286268736415882,1.1200138721265462
3618,2532,10920,110.0,95.0,2.210721962427322,2.333109720308035,1,0.14664545065980747,1.3684670016285292,0.8028488646518579,1.1178732143103784
3619,2533,11200,18.2,21.2,1.4154572353434371,0.47717937087730483,1,0.16410972955242462,1.2703835166475128,0.5843660010248295,1.1398783529612797
3622,2536,1472,53.0,19.0,1.6662134497279424,1.11600910716044,1,0.16318904785071575,1.3249671032769703,0.7149997585814132,1.127361448397589
3623,2537,896,34.0,19.0,0.8579777597324256,1.0798410546080954,1,0.1805217069705561,1.3083688382333816,0.7146852782171284,1.1106944029063253
3624,2538,1472,68.9,56.9,2.1919572601503363,1.5896670181524715,1,0.1816257444344331,1.377207046018641,0.7788511341809439,1.1502513070758975
3626,2540,6072,62.1,23.1,2.0354635758384187,1.0131515176357282,1,0.23225964839112967,1.2886365457301927,0.6401878644910127,1.1422294819433838
3628,2542,2792,87.2,33.2,1.9141941735199057,1.4060533103996593,1,0.1830347615395815,1.3544937693946921,0.7571275968503157,1.1379423963226603
3630,2544,2352,27.8,14.8,1.3156258702046022,0.6138484309563824,1,0.14277887973276202,1.3204881694109158,0.6725307735834785,1.1453284125678285
3631,2545,13776,76.2,110.2,2.3135215600097903,1.934727700595445,1,0.14634890982033158,1.3734613653458116,0.7942103666373382,1.1300637234372959
3635,2549,4232,14.7,41.7,1.084623131780848,1.904673319220678,1,0.19798655689464853,1.2937458761209906,0.6827704120676962,1.11660271945575
3637,2551,1304,62.9,26.9,1.7623325704463317,1.16404041852517,1,0.18695812592835867,1.3501120979606276,0.7424354576236555,1.1430422604494748
3638,2552,1944,139.8,14.8,2.1777208095887537,0.7260530996429444,1,0.2806814031020884,1.2919883206124192,0.7551225757130337,1.0852676012370266
3645,2559,2760,22.2,29.2,1.286136210265742,1.5934816437987664,1,0.1419862804345545,1.3328794533691457,0.7029625405317745,1.1413025048839531
3649,2563,2936,138.7,26.7,2.2843142023454392,0.7890083631126575,1,0.2450097990094439,1.339144118331477,0.7815556198583006,1.114678242516801
3654,2568,2496,53.0,18.0,2.0491240458844358,1.0697738497706033,1,0.19919073193388123,1.3253716720871322,0.7183320414552845,1.1314972801903147
3655,2569,2616,39.0,28.0,1.4658390165479351,1.6597570471847884,1,0.15376562705655494,1.3504861853138388,0.7259396426795616,1.1491163735557377
3656,2570,16048,64.0,28.0,1.7208258284510798,1.8454136862358719,1,0.1753770572208024,1.3430483302035963,0.7470742063675494,1.1297858468056647
3660,2574,2280,102.5,19.5,2.1515955697177556,1.0891790407381048,1,0.20959528498732719,1.332498333797424,0.7557802461561388,1.1172637166676436
3661,2575,5216,22.3,18.3,1.3759324225216703,1.240762487224742,1,0.20416052473608523,1.3235822756662845,0.6888441069486646,1.1484969989688918
3663,2577,944,19.1,22.1,0.9598045804951564,2.0027462341302513,1,0.18914968350308237,1.3064068181272024,0.6896097968683552,1.1255730563947166
3666,2580,7488,98.2,28.2,1.9461301888239626,1.5562404935591196,1,0.19763433600811012,1.343996209286234,0.7574357275569807,1.127686241809024
