Name,Time_s,D_px,D_mm,x_child_connection_ara,x_parent_causal_ara,connection_child_mm_s,movement_child_mm_s,r_parent_unresolved_mm_s,r_child_unresolved_mm_s,fluid,target_t_s,child_issue_t_s,parent_issue_t_s,partition,x_parent_child_coarse,t411e_down_issue_t_s
250722f,0.147,31.0,0.31,1.4465608897353552,0.8155487864515958,1.065773982294698,0.407754010695184,1.065773982294698,0.6580199715995139,S2,0.298,0.226,0.205,diagnostic,1.1310548380934755,0.233
250722f,0.148,31.0,0.31,1.5945262088132104,0.8222196365975525,1.068995449988127,0.2718360071301218,1.068995449988127,0.7971594428580051,S2,0.298,0.226,0.205,diagnostic,1.2083729227053814,0.233
250722f,0.149,31.0,0.31,1.7024059606412425,0.8165122829328256,1.045201217791684,0.1827094474153265,1.045201217791684,0.8624917703763575,S2,0.298,0.226,0.205,diagnostic,1.2594591217870341,0.233
250722f,0.15,31.0,0.31,1.752594632965396,0.7976508261169788,0.9943975873717674,0.1403743315507997,0.9943975873717674,0.8540232558209677,S2,0.298,0.226,0.205,diagnostic,1.2751227295411875,0.233
250722f,0.151,31.0,0.31,1.7271005319170163,0.7639106728897584,0.9165906803724028,0.1448306595365389,0.9165906803724028,0.7717600208358639,S2,0.298,0.226,0.205,diagnostic,1.2455056024033873,0.233
250722f,0.152,31.0,0.31,1.5490034174583138,0.7435951479981802,0.86860462642167,0.2528966131907282,0.86860462642167,0.6157080132309418,S2,0.298,0.226,0.205,diagnostic,1.146299282728247,0.233
250722f,0.153,31.0,0.31,1.3194139759179186,0.7086276536887097,0.7969692696064525,0.4110962566844898,0.7969692696064525,0.3858730129219627,S2,0.298,0.226,0.205,diagnostic,1.014020814803314,0.233
250722f,0.154,29.0,0.29,1.377569712938408,0.751656650546693,0.8654602811274583,0.3910427807486611,0.8654602811274583,0.4744175003787971,S2,0.298,0.226,0.205,diagnostic,1.0646131817425504,0.233
250722f,0.155,29.0,0.29,1.635622024027786,0.7481343238266498,0.8501526407121014,0.1893939393939376,0.8501526407121014,0.6607587013181637,S2,0.298,0.226,0.205,diagnostic,1.191878173927218,0.233
250722f,0.156,29.0,0.29,1.7689167833211172,0.7591006069196193,0.8613457755655434,0.1125222816399271,0.8613457755655434,0.7488234939256162,S2,0.298,0.226,0.205,diagnostic,1.2640086951203684,0.233
250722f,0.157,30.0,0.3,1.520846726975308,0.7247529626158558,0.7920929771904568,0.2495543672014242,0.7920929771904568,0.5425386099890326,S2,0.298,0.226,0.205,diagnostic,1.122799844795582,0.233
250722f,0.158,29.0,0.29,1.4380692635209182,0.7059744851051835,0.7526933848547908,0.294117647058822,0.7526933848547908,0.4585757377959687,S2,0.298,0.226,0.205,diagnostic,1.0720218743130507,0.233
250722f,0.159,29.0,0.29,1.2520729041766772,0.6688959071215343,0.686333701491681,0.4099821746880563,0.686333701491681,0.2763515268036247,S2,0.298,0.226,0.205,diagnostic,0.9604844056491058,0.233
250722f,0.16,29.0,0.29,1.5066470697534693,0.64918593956034,0.6498368612911822,0.212789661319072,0.6498368612911822,0.4370471999721101,S2,0.298,0.226,0.205,diagnostic,1.0779165046569046,0.233
250722f,0.161,29.0,0.29,1.339753455104233,0.6513389918461998,0.6465497345532127,0.3186274509803914,0.6465497345532127,0.3279222835728212,S2,0.298,0.226,0.205,diagnostic,0.9955462234752164,0.233
250722f,0.162,29.0,0.29,1.4153420289086915,0.6394575130254596,0.6230008858520102,0.2573529411764699,0.6230008858520102,0.3656479446755403,S2,0.298,0.226,0.205,diagnostic,1.0273997709670755,0.233
250722f,0.163,28.0,0.28,1.7694291604015533,0.650498463736633,0.6326706315085566,0.0824420677361859,0.6326706315085566,0.5502285637723707,S2,0.298,0.226,0.205,diagnostic,1.2099638120690932,0.233
250722f,0.164,29.0,0.29,1.5967889303253044,0.647403548508622,0.6220873001210856,0.1570855614973267,0.6220873001210856,0.4650017386237588,S2,0.298,0.226,0.205,diagnostic,1.1220962394169631,0.233
250722f,0.168,27.0,0.27,1.9442544400543336,0.7424858704610193,0.7382672007424904,0.0211675579322629,0.7382672007424904,0.7594347586747534,S2,0.298,0.226,0.205,diagnostic,1.3433701552576764,0.233
250722f,0.169,28.0,0.28,1.952963811054502,0.7481162467668042,0.7401150034858754,0.0178253119429605,0.7401150034858754,0.7222896915429149,S2,0.298,0.226,0.205,diagnostic,1.350540028910653,0.233
250722f,0.17,27.0,0.27,1.9199809730588344,0.7744325090111092,0.7752090121952775,0.0323083778966113,0.7752090121952775,0.8075173900918888,S2,0.298,0.226,0.205,diagnostic,1.3472067410349717,0.233
250722f,0.171,27.0,0.27,1.9803694186833365,0.7859465453495816,0.7867345933562819,0.0077985739750419,0.7867345933562819,0.7945331673313238,S2,0.298,0.226,0.205,diagnostic,1.383157982016459,0.233
250722f,0.172,27.0,0.27,1.7890312771801655,0.7830702885736143,0.7746952052733611,0.0913547237076679,0.7746952052733611,0.6833404815656932,S2,0.298,0.226,0.205,diagnostic,1.28605078287689,0.233
250722f,0.173,27.0,0.27,1.4719389764190471,0.7651798973180004,0.7390942190003407,0.265151515151518,0.7390942190003407,0.4739427038488226,S2,0.298,0.226,0.205,diagnostic,1.1185594368685239,0.233
250722f,0.174,26.0,0.26,1.9667271855298,0.8014797571542738,0.7902290386380699,0.0133689839572164,0.7902290386380699,0.8035980225952863,S2,0.298,0.226,0.205,diagnostic,1.384103471342037,0.233
250722f,0.175,27.0,0.27,1.7703418822550263,0.7899425847467714,0.7643328151209561,0.0991532976827065,0.7643328151209561,0.8634861128036626,S2,0.298,0.226,0.205,diagnostic,1.2801422335008987,0.233
250722f,0.176,27.0,0.27,1.643166834510116,0.7647454627973388,0.7182268551004412,0.1559714795008886,0.7182268551004412,0.8741983346013298,S2,0.298,0.226,0.205,diagnostic,1.2039561486537274,0.233
250722f,0.177,26.0,0.26,1.739067688561523,0.7605503801757646,0.7053901420413584,0.1058377896613169,0.7053901420413584,0.8112279317026754,S2,0.298,0.226,0.205,diagnostic,1.2498090343686439,0.233
250722f,0.178,26.0,0.26,1.5367888810959025,0.7399890354335154,0.6690074668608477,0.2016488413547226,0.6690074668608477,0.8706563082155703,S2,0.298,0.226,0.205,diagnostic,1.1383889582647089,0.233
250722f,0.179,26.0,0.26,1.6877893479287902,0.7806399043301481,0.7227180932468273,0.1336898395721912,0.7227180932468273,0.8564079328190186,S2,0.298,0.226,0.205,diagnostic,1.234214626129469,0.233
250722f,0.18,25.0,0.25,1.56802592882758,0.8066461152642832,0.7562307330602644,0.2083333333333334,0.7562307330602644,0.964564066393598,S2,0.298,0.226,0.205,diagnostic,1.1873360220459315,0.233
250722f,0.181,26.0,0.26,1.9771018503856443,0.8193907675509728,0.7695481473322963,0.0089126559714807,0.7695481473322963,0.778460803303777,S2,0.298,0.226,0.205,diagnostic,1.3982463089683086,0.233
250722f,0.182,25.0,0.25,1.7733780197922209,0.854326727384795,0.8194912124312694,0.1047237076648821,0.8194912124312694,0.7147675047663873,S2,0.298,0.226,0.205,diagnostic,1.313852373588508,0.233
250722f,0.183,25.0,0.25,1.8362001819137423,0.8761859222745617,0.8492443765361717,0.0757575757575743,0.8492443765361717,0.7734868007785973,S2,0.298,0.226,0.205,diagnostic,1.356193052094152,0.233
250722f,0.184,25.0,0.25,1.4560228684948933,0.8860552204158276,0.8588102069538426,0.3208556149732595,0.8588102069538426,0.537954591980583,S2,0.298,0.226,0.205,diagnostic,1.1710390444553604,0.233
250722f,0.185,25.0,0.25,1.614135542366277,0.8842467249551358,0.8481912101006805,0.2027629233511561,0.8481912101006805,0.6454282867495245,S2,0.298,0.226,0.205,diagnostic,1.2491911336607064,0.233
250722f,0.186,25.0,0.25,1.419554688456053,0.8703310964628361,0.8173898332421679,0.3342245989304786,0.8173898332421679,0.4831652343116892,S2,0.298,0.226,0.205,diagnostic,1.1449428924594445,0.233
250722f,0.187,24.0,0.24,1.6803391106061976,0.8761050467120188,0.8198844020032252,0.155971479500889,0.8198844020032252,0.6639129225023361,S2,0.298,0.226,0.205,diagnostic,1.278222078659108,0.233
250722f,0.188,24.0,0.24,1.9326196314770616,0.8675812461000384,0.7988590685179153,0.0278520499108709,0.7988590685179153,0.7710070186070443,S2,0.298,0.226,0.205,diagnostic,1.40010043878855,0.233
250722f,0.193,23.0,0.23,1.6275934836416486,0.9148121330747924,0.8423487388439337,0.1927361853832461,0.8423487388439337,1.0350849242271798,S2,0.298,0.226,0.205,diagnostic,1.2712028083582205,0.233
250722f,0.194,23.0,0.23,1.6082524814629786,0.9723771949563482,0.9376030105110498,0.2283868092691636,0.9376030105110498,1.1659898197802134,S2,0.298,0.226,0.205,diagnostic,1.2903148382096634,0.233
250722f,0.195,23.0,0.23,1.4269991439568877,1.0150693537606474,1.0126945257271154,0.4066399286987532,1.0126945257271154,1.4193344544258686,S2,0.298,0.226,0.205,diagnostic,1.2210342488587675,0.233
250722f,0.196,25.0,0.25,1.9480402359056983,0.99286171700677,0.9606733525182471,0.0256238859180044,0.9606733525182471,0.9862972384362516,S2,0.298,0.226,0.205,diagnostic,1.4704509764562341,0.233
250722f,0.197,23.0,0.23,1.901401836102964,0.98894119943899,0.94531144064021,0.0490196078431364,0.94531144064021,0.8962918327970735,S2,0.298,0.226,0.205,diagnostic,1.445171517770977,0.233
250722f,0.198,23.0,0.23,1.93077496311428,1.002469233830919,0.9632683981496956,0.0345365418894829,0.9632683981496956,0.9287318562602126,S2,0.298,0.226,0.205,diagnostic,1.4666220984725995,0.233
250722f,0.199,23.0,0.23,1.8578591797602169,1.0054271838016358,0.9610701021633272,0.0735294117647058,0.9610701021633272,0.8875406903986215,S2,0.298,0.226,0.205,diagnostic,1.4316431817809263,0.233
250722f,0.2,23.0,0.23,1.6994736459651754,0.9977425329544471,0.9387183256239192,0.1659982174688059,0.9387183256239192,0.7727201081551132,S2,0.298,0.226,0.205,diagnostic,1.3486080894598111,0.233
250722f,0.201,22.0,0.22,1.89760055924761,1.0076151380089116,0.9496907383640136,0.0512477718360062,0.9496907383640136,1.00093851020002,S2,0.298,0.226,0.205,diagnostic,1.4526078486282608,0.233
250722f,0.202,22.0,0.22,1.9952561926324652,1.0050233681519931,0.9371708546604476,0.0022281639928711,0.9371708546604476,0.9349426906675764,S2,0.298,0.226,0.205,diagnostic,1.5001397803922292,0.233
250722f,0.203,21.0,0.21,1.7035317759088784,1.0471528437457085,1.0114544513452857,0.1760249554367199,1.0114544513452857,1.1874794067820056,S2,0.298,0.226,0.205,diagnostic,1.3753423098272934,0.233
250722f,0.204,22.0,0.22,1.6616348570779629,1.0208778171222053,0.9519549163672966,0.1938502673796781,0.9519549163672966,1.1458051837469747,S2,0.298,0.226,0.205,diagnostic,1.341256337100084,0.233
250722f,0.205,21.0,0.21,1.6893692446842474,1.067109164610223,1.0360802550777728,0.1905080213903738,1.0360802550777728,1.2265882764681466,S2,0.298,0.226,0.205,diagnostic,1.3782392046472354,0.233
250722f,0.206,21.0,0.21,1.725450791574069,1.0744872319075125,1.0432437863273132,0.1659982174688055,1.0432437863273132,1.209242003796119,S2,0.298,0.226,0.205,diagnostic,1.3999690117407908,0.233
250722f,0.207,21.0,0.21,1.9816656932605643,1.0973108348211993,1.0837411486954016,0.0100267379679146,1.0837411486954016,1.0937678866633165,S2,0.298,0.226,0.205,diagnostic,1.5394882640408818,0.233
250722f,0.208,21.0,0.21,1.993964015090632,1.110407025756782,1.1040978949286178,0.0033422459893044,1.1040978949286178,1.100755648939313,S2,0.298,0.226,0.205,diagnostic,1.552185520423707,0.233
250722f,0.209,21.0,0.21,1.880481894351015,1.1143716432946034,1.1043154820750325,0.0701871657754003,1.1043154820750325,1.0341283162996322,S2,0.298,0.226,0.205,diagnostic,1.4974267688228093,0.233
250722f,0.21,21.0,0.21,1.9460190689801575,1.1092344775003335,1.0843953364600512,0.0300802139037443,1.0843953364600512,1.1144755503637955,S2,0.298,0.226,0.205,diagnostic,1.5276267732402455,0.233
250722f,0.211,21.0,0.21,1.9222091478530663,1.120633283185603,1.1011570362853178,0.044563279857398,1.1011570362853178,1.145720316142716,S2,0.298,0.226,0.205,diagnostic,1.5214212155193345,0.233
250722f,0.212,21.0,0.21,1.851832931714463,1.0982667946079545,1.044307831102817,0.0835561497326209,1.044307831102817,1.127863980835438,S2,0.298,0.226,0.205,diagnostic,1.4750498631612088,0.233
250722f,0.213,21.0,0.21,1.4713078230041674,1.0640574950403063,0.9673249954911868,0.3475935828876992,0.9673249954911868,0.6197314126034876,S2,0.298,0.226,0.205,diagnostic,1.267682659022237,0.233
250722f,0.214,21.0,0.21,1.3248947043847732,1.0466671104413028,0.9270280222825704,0.4723707664884122,0.9270280222825704,0.4546572557941581,S2,0.298,0.226,0.205,diagnostic,1.1857809074130379,0.233
250722f,0.215,21.0,0.21,1.1603882607474565,1.0187347322033398,0.8699422596188271,0.6294563279857384,0.8699422596188271,0.2404859316330887,S2,0.298,0.226,0.205,diagnostic,1.0895614964753981,0.233
250722f,0.216,21.0,0.21,0.9858932249850844,0.9781676975682512,0.7960689650998295,0.818850267379678,0.7960689650998295,-0.0227813022798485,S2,0.298,0.226,0.205,diagnostic,0.9820304612766677,0.233
250722f,0.217,21.0,0.21,0.8197765556926555,0.9602462470978316,0.7622275524255843,1.0973707664884125,0.7622275524255843,-0.3351432140628282,S2,0.298,0.226,0.205,diagnostic,0.8900114013952436,0.233
250722f,0.218,21.0,0.21,0.7344078388444854,0.8910001499340533,0.6581251107467435,1.1341354723707655,0.6581251107467435,-0.4760103616240221,S2,0.298,0.226,0.205,diagnostic,0.8127039943892693,0.233
250722f,0.219,20.0,0.2,0.7440993709165588,0.8866903270473975,0.6475328758685034,1.0929144385026732,0.6475328758685034,-0.4453815626341699,S2,0.298,0.226,0.205,diagnostic,0.8153948489819781,0.233
250722f,0.22,19.0,0.19,0.966167735943056,0.909937879322362,0.6736338244314941,0.7208110516934043,0.6736338244314941,-0.0471772272619102,S2,0.298,0.226,0.205,diagnostic,0.938052807632709,0.233
250722f,0.221,20.0,0.2,0.916071985733654,0.877468778492811,0.6261349739579377,0.7408645276292334,0.6261349739579377,-0.1147295536712956,S2,0.298,0.226,0.205,diagnostic,0.8967703821132325,0.233
250722f,0.222,19.0,0.19,1.1772543686084642,0.8725459768629358,0.6153315545390351,0.4300356506238866,0.6153315545390351,0.1852959039151485,S2,0.298,0.226,0.205,diagnostic,1.0249001727357,0.233
250722f,0.223,19.0,0.19,1.595476177624498,0.8508730764355392,0.584406474624008,0.1481729055258478,0.584406474624008,0.4362335690981601,S2,0.298,0.226,0.205,diagnostic,1.2231746270300186,0.233
250722f,0.224,19.0,0.19,1.8498458274467056,0.8592776263195513,0.5901789846546379,0.0479055258467011,0.5901789846546379,0.6380845105013391,S2,0.298,0.226,0.205,diagnostic,1.3545617268831285,0.233
250722f,0.225,19.0,0.19,1.464688273683743,0.8536399976990231,0.5791741962998047,0.2116755793226368,0.5791741962998047,0.7908497756224415,S2,0.298,0.226,0.205,diagnostic,1.159164135691383,0.233
250722f,0.226,19.0,0.19,1.3598449513696618,0.8812437114833847,0.6082113182530708,0.2863190730837779,0.6082113182530708,0.8945303913368488,S2,0.298,0.226,0.205,diagnostic,1.1205443314265233,0.233
250722f,0.227,19.0,0.19,1.3145030790064682,0.897334490823368,0.6238154214280093,0.3253119429590005,0.6238154214280093,0.9491273643870098,S2,0.298,0.226,0.205,diagnostic,1.1059187849149181,0.233
250722f,0.228,19.0,0.19,1.3114606345104336,0.9026287126683026,0.625987492910002,0.3286541889483059,0.625987492910002,0.954641681858308,S2,0.298,0.226,0.205,diagnostic,1.107044673589368,0.233
250722f,0.229,20.0,0.2,1.2520805041737897,0.7440375965363847,0.4476162011248299,0.2673796791443841,0.4476162011248299,0.714995880269214,S2,0.298,0.226,0.205,diagnostic,0.9980590503550872,0.233
250722f,0.23,18.0,0.18,1.12241209337329,0.7734414566642982,0.4730607839891926,0.3698752228163984,0.4730607839891926,0.842936006805591,S2,0.298,0.226,0.205,diagnostic,0.9479267750187941,0.233
250722f,0.231,18.0,0.18,1.0737572121911023,0.785475716430662,0.4817339370488848,0.4155525846702317,0.4817339370488848,0.8972865217191165,S2,0.298,0.226,0.205,diagnostic,0.9296164643108822,0.233
250722f,0.232,18.0,0.18,1.07883940503441,0.7807827147119851,0.4736365732627846,0.4044117647058822,0.4736365732627846,0.8780483379686669,S2,0.298,0.226,0.205,diagnostic,0.9298110598731975,0.233
250722f,0.233,18.0,0.18,1.143038242670831,0.7585980834257624,0.4487695881228603,0.3364527629233518,0.4487695881228603,0.7852223510462121,S2,0.298,0.226,0.205,diagnostic,0.9508181630482967,0.233
250722f,0.234,18.0,0.18,1.4994989163071517,0.7776719940004441,0.4639520418752644,0.1548573975044573,0.4639520418752644,0.6188094393797218,S2,0.298,0.226,0.205,diagnostic,1.138585455153798,0.233
250722f,0.235,17.0,0.17,1.8062091642407525,0.8351617798160386,0.5191847962760126,0.0557040998217481,0.5191847962760126,0.5748888960977607,S2,0.298,0.226,0.205,diagnostic,1.3206854720283956,0.233
250722f,0.236,17.0,0.17,1.8806574958212972,0.9215490430063732,0.6144686967906792,0.0389928698752235,0.6144686967906792,0.6534615666659027,S2,0.298,0.226,0.205,diagnostic,1.4011032694138352,0.233
250722f,0.237,18.0,0.18,1.7161614650628545,0.9014988598012228,0.5860345194897648,0.09692513368984,0.5860345194897648,0.6829596531796048,S2,0.298,0.226,0.205,diagnostic,1.3088301624320386,0.233
250722f,0.238,17.0,0.17,1.9731297216105963,0.9598912600289402,0.6544713136560947,0.0089126559714802,0.6544713136560947,0.663383969627575,S2,0.298,0.226,0.205,diagnostic,1.4665104908197684,0.233
250722f,0.239,17.0,0.17,1.794318229458885,1.0036791466632706,0.709485760425406,0.0813279857397506,0.709485760425406,0.7908137461651567,S2,0.298,0.226,0.205,diagnostic,1.3989986880610779,0.233
250722f,0.24,17.0,0.17,1.7282637224201192,1.0355886184338885,0.7510786437170904,0.1180926916221034,0.7510786437170904,0.8691713353391939,S2,0.298,0.226,0.205,diagnostic,1.3819261704270038,0.233
250722f,0.241,17.0,0.17,1.734641265166299,1.0573778652601056,0.7792507329206317,0.1192067736185378,0.7792507329206317,0.8984575065391696,S2,0.298,0.226,0.205,diagnostic,1.3960095652132023,0.233
250722f,0.242,17.0,0.17,1.807277040973128,1.0701154627906575,0.7940027832203399,0.084670231729055,0.7940027832203399,0.878673014949395,S2,0.298,0.226,0.205,diagnostic,1.4386962518818929,0.233
250722f,0.243,17.0,0.17,1.964231332991624,1.0743313424142424,0.7953355359116122,0.0144830659536536,0.7953355359116122,0.8098186018652659,S2,0.298,0.226,0.205,diagnostic,1.519281337702933,0.233
250722f,0.244,17.0,0.17,1.7910947640392867,1.0700836339621798,0.7832497187089473,0.0913547237076652,0.7832497187089473,0.691894995001282,S2,0.298,0.226,0.205,diagnostic,1.4305891990007331,0.233
250722f,0.245,17.0,0.17,1.5298896027129787,1.0569585873051646,0.7577460460459808,0.232843137254902,0.7577460460459808,0.5249029087910788,S2,0.298,0.226,0.205,diagnostic,1.2934240950090716,0.233
250722f,0.246,17.0,0.17,1.065403212716871,1.0340024309367095,0.7188252193677652,0.6305704099821748,0.7188252193677652,0.0882548093855903,S2,0.298,0.226,0.205,diagnostic,1.0497028218267903,0.233
250722f,0.247,16.0,0.16,1.1757938578983178,1.0381358452179557,0.7199638632444035,0.5046791443850268,0.7199638632444035,0.2152847188593767,S2,0.298,0.226,0.205,diagnostic,1.1069648515581367,0.233
250722f,0.248,16.0,0.16,1.2628989671092228,1.0305127925380642,0.7043444721725731,0.411096256684492,0.7043444721725731,0.2932482154880811,S2,0.298,0.226,0.205,diagnostic,1.1467058798236436,0.233
250722f,0.249,16.0,0.16,1.3152762647561025,1.0103152709803636,0.6719677103111367,0.34982174688057,0.6719677103111367,0.3221459634305667,S2,0.298,0.226,0.205,diagnostic,1.162795767868233,0.233
250722f,0.25,16.0,0.16,1.3199977371646734,0.9756649298114884,0.6228342299264508,0.3208556149732613,0.6228342299264508,0.3019786149531894,S2,0.298,0.226,0.205,diagnostic,1.147831333488081,0.233
250722f,0.251,16.0,0.16,1.2641420679089683,0.9232013615370308,0.5569446716491774,0.3241978609625658,0.5569446716491774,0.2327468106866115,S2,0.298,0.226,0.205,diagnostic,1.0936717147229995,0.233
250722f,0.252,16.0,0.16,1.4607276265641844,0.902900339122747,0.5311178465427918,0.1960784313725482,0.5311178465427918,0.3350394151702436,S2,0.298,0.226,0.205,diagnostic,1.1818139828434657,0.233
250722f,0.253,16.0,0.16,1.6029357272117133,0.922303529860703,0.5486966187005513,0.1359180035650615,0.5486966187005513,0.4127786151354897,S2,0.298,0.226,0.205,diagnostic,1.2626196285362081,0.233
250722f,0.254,16.0,0.16,1.3256933602005787,0.8789219607096171,0.4993874776759183,0.2540106951871644,0.4993874776759183,0.2453767824887538,S2,0.298,0.226,0.205,diagnostic,1.1023076604550979,0.233
250722f,0.255,16.0,0.16,1.338320862749759,0.8762655975275205,0.4934851376450101,0.2439839572192499,0.4934851376450101,0.2495011804257602,S2,0.298,0.226,0.205,diagnostic,1.1072932301386398,0.233
250722f,0.256,15.0,0.15,1.6676094834908697,0.9156902781540788,0.5309901846916193,0.105837789661318,0.5309901846916193,0.4251523950303012,S2,0.298,0.226,0.205,diagnostic,1.2916498808224741,0.233
250722f,0.257,16.0,0.16,1.5492428973476038,0.8906910139271127,0.501609077027802,0.1459447415329758,0.501609077027802,0.3556643354948261,S2,0.298,0.226,0.205,diagnostic,1.2199669556373582,0.233
250722f,0.258,16.0,0.16,1.3947904782244986,0.8535706188057901,0.4621605623213163,0.2005347593582875,0.4621605623213163,0.2616258029630287,S2,0.298,0.226,0.205,diagnostic,1.1241805485151444,0.233
250722f,0.259,16.0,0.16,1.2096544026176244,0.8017106677228377,0.4126451966220483,0.2696078431372536,0.4126451966220483,0.1430373534847947,S2,0.298,0.226,0.205,diagnostic,1.005682535170231,0.233
250722f,0.26,15.0,0.15,1.3175784478339836,0.797617095700717,0.4065394622137674,0.210561497326202,0.4065394622137674,0.1959779648875654,S2,0.298,0.226,0.205,diagnostic,1.0575977717673504,0.233
250722f,0.261,15.0,0.15,1.348071928108309,0.7771684142946097,0.3870257143378902,0.1871657754010687,0.3870257143378902,0.1998599389368215,S2,0.298,0.226,0.205,diagnostic,1.0626201712014594,0.233
250722f,0.262,15.0,0.15,1.3516429729466737,0.6588745234917377,0.297286299035376,0.1426024955436712,0.297286299035376,0.1546838034917048,S2,0.298,0.226,0.205,diagnostic,1.0052587482192057,0.233
250722f,0.263,14.0,0.14,1.5585310128404497,0.7462485237517915,0.3579099704491376,0.101381461675579,0.3579099704491376,0.2565285087735586,S2,0.298,0.226,0.205,diagnostic,1.1523897682961206,0.233
250722f,0.264,14.0,0.14,1.6032114840112546,0.8080936919337288,0.4051271851272032,0.1002673796791442,0.4051271851272032,0.5053945648063475,S2,0.298,0.226,0.205,diagnostic,1.2056525879724918,0.233
250722f,0.265,15.0,0.15,1.514213784886645,0.7872381063438005,0.385462508620878,0.1236631016042778,0.385462508620878,0.5091256102251559,S2,0.298,0.226,0.205,diagnostic,1.1507259456152228,0.233
250722f,0.266,14.0,0.14,1.1958423303655887,0.818968541845515,0.4092105514903222,0.275178253119429,0.4092105514903222,0.6843888046097513,S2,0.298,0.226,0.205,diagnostic,1.007405436105552,0.233
250722f,0.267,14.0,0.14,1.035172665314949,0.8340893160633064,0.419553616535854,0.3910427807486623,0.419553616535854,0.8105963972845163,S2,0.298,0.226,0.205,diagnostic,0.9346309906891277,0.233
250722f,0.268,15.0,0.15,1.2139724527301414,0.8374297355381481,0.4198344262390446,0.2718360071301238,0.4198344262390446,0.6916704333691684,S2,0.298,0.226,0.205,diagnostic,1.0257010941341447,0.233
250722f,0.269,14.0,0.14,1.2545624102844783,0.8925750286248189,0.466871630948476,0.2774064171122985,0.466871630948476,0.7442780480607746,S2,0.298,0.226,0.205,diagnostic,1.0735687194546486,0.233
250722f,0.27,14.0,0.14,1.1955349503360837,0.8741906853910826,0.4470293277568032,0.300802139037432,0.4470293277568032,0.7478314667942353,S2,0.298,0.226,0.205,diagnostic,1.034862817863583,0.233
250722f,0.271,14.0,0.14,1.3401145380430175,0.9025906701840268,0.4706020873954147,0.2317290552584656,0.4706020873954147,0.7023311426538804,S2,0.298,0.226,0.205,diagnostic,1.1213526041135222,0.233
250722f,0.272,14.0,0.14,1.5930645761510571,0.9196637101760324,0.4841144196280914,0.1236631016042768,0.4841144196280914,0.6077775212323683,S2,0.298,0.226,0.205,diagnostic,1.2563641431635448,0.233
250722f,0.273,14.0,0.14,1.4240530351060026,0.926222066040706,0.4875667627052509,0.1971925133689829,0.4875667627052509,0.6847592760742338,S2,0.298,0.226,0.205,diagnostic,1.1751375505733543,0.233
250722f,0.274,14.0,0.14,1.8619824933845757,0.9224557478599988,0.4809595476810149,0.0356506238859173,0.4809595476810149,0.5166101715669322,S2,0.298,0.226,0.205,diagnostic,1.3922191206222871,0.233
250722f,0.275,14.0,0.14,1.475873886248423,0.9079511438423776,0.4642931985557608,0.1648841354723713,0.4642931985557608,0.2994090630833894,S2,0.298,0.226,0.205,diagnostic,1.1919125150454004,0.233
250722f,0.276,14.0,0.14,1.0393790490994486,0.8816187556813376,0.4375681324153693,0.4044117647058829,0.4375681324153693,0.0331563677094863,S2,0.298,0.226,0.205,diagnostic,0.9604989023903931,0.233
250722f,0.277,14.0,0.14,0.928678929723076,0.841507368859812,0.4007847595672562,0.4623440285204993,0.4007847595672562,-0.061559268953243,S2,0.298,0.226,0.205,diagnostic,0.885093149291444,0.233
250722f,0.278,13.0,0.13,1.0190883060139757,0.8524467854198847,0.4074194195021502,0.3921568627450977,0.4074194195021502,0.0152625567570524,S2,0.298,0.226,0.205,diagnostic,0.9357675457169302,0.233
250722f,0.279,13.0,0.13,1.0567525325856453,0.8471786205114111,0.4006543275480098,0.3576203208556143,0.4006543275480098,0.0430340066923954,S2,0.298,0.226,0.205,diagnostic,0.9519655765485282,0.233
250722f,0.28,12.0,0.12,1.8071904471931943,0.9504373491202236,0.4907839921092057,0.0523618538324416,0.4907839921092057,0.4384221382767641,S2,0.298,0.226,0.205,diagnostic,1.378813898156709,0.233
250722f,0.281,13.0,0.13,1.7464048039928148,0.9765104270814112,0.5140387442022798,0.0746434937611411,0.5140387442022798,0.5886822379634209,S2,0.298,0.226,0.205,diagnostic,1.361457615537113,0.233
250722f,0.282,13.0,0.13,1.8807745032411265,0.9921342986356928,0.5272371439942345,0.0334224598930472,0.5272371439942345,0.4938146841011872,S2,0.298,0.226,0.205,diagnostic,1.4364544009384097,0.233
250722f,0.283,13.0,0.13,1.8593938655190485,0.9980475817078864,0.5303795638086689,0.0401069518716588,0.5303795638086689,0.5704865156803277,S2,0.298,0.226,0.205,diagnostic,1.4287207236134676,0.233
250722f,0.284,13.0,0.13,1.6814964164488049,0.9944199233134604,0.5234663700597254,0.09915329768271,0.5234663700597254,0.6226196677424355,S2,0.298,0.226,0.205,diagnostic,1.3379581698811327,0.233
250722f,0.285,12.0,0.12,1.7898982120271172,1.031041099513124,0.559973859194126,0.0657308377896623,0.559973859194126,0.6257046969837884,S2,0.298,0.226,0.205,diagnostic,1.4104696557701206,0.233
250722f,0.286,12.0,0.12,1.5031422531817946,1.0541316854036202,0.5830842043258655,0.1927361853832454,0.5830842043258655,0.7758203897091109,S2,0.298,0.226,0.205,diagnostic,1.2786369692927075,0.233
250722f,0.287,12.0,0.12,1.352047937700014,1.065255785219429,0.5927977548096084,0.28409090909091,0.5927977548096084,0.8768886639005185,S2,0.298,0.226,0.205,diagnostic,1.2086518614597215,0.233
