4,3,1,6,5,2,0,3,1
11,4,4,2,3,0,3,0,1
9,6,5,4,3,0,1,0,1
8,1,2,5,5,4,4,3,0
3,4,1,2,4,2,0,2,1
11,3,1,1,6,0,1,2,0
6,3,2,1,5,1,3,1,0
3,0,1,3,6,2,2,0,0
6,3,1,4,3,2,0,2,2
3,0,2,2,5,0,1,2,1
