ridge,observed_motion_M,global_shuffle_draws_valid,global_shuffle_median,global_shuffle_q95,global_shuffle_p_upper_add_one,within_run_shuffle_draws_valid,within_run_shuffle_median,within_run_shuffle_q95,within_run_shuffle_p_upper_add_one
R1,0.044688802189093095,5000,0.02782290189149806,0.046232870816215674,0.07038592281543692,5000,0.02722722750684213,0.04595922898625976,0.0665866826634673
R2,0.04068441259956232,5000,0.021647995467172124,0.03355758640552575,0.016396720655868825,5000,0.023375716180470553,0.034814643104761074,0.016396720655868825
R3,0.11715149714127757,5000,0.13324115706583395,0.16503257680618358,0.7792441511697661,5000,0.12992312738952833,0.16016290097482253,0.733253349330134
