dataset,source_index,ear,lower_bin,lower_frequency_hz,parallel_phase_rad,octave_increment_rad,theta_deg,ara_x,quadrant
NH2,559,0,11,2062.5,-4.161771083591326,-13.879060188401947,73.30812992936592,0.5744492153166818,--
NH2,559,0,43,8062.5,-47.16221241277934,-37.732449119110825,38.6617928674599,1.5616943415279936,--
NH2,559,1,23,4312.5,-22.588447421074058,-22.985092580983718,45.498656014507276,1.4018519896055919,--
NH2,559,1,55,10312.5,-53.53020087806696,-33.09230877476315,31.724309109028724,1.7011761777994374,--
NH2,560,0,32,6000.0,-37.05318996519036,-46.57240641249505,51.494104217868724,1.245190328710184,--
NH2,560,1,13,2437.5,-13.20546085465789,-12.45583096497693,43.326724240784664,1.4549055899974233,--
NH2,560,1,45,8437.5,-44.957854030117524,-38.90425502053075,40.871256772279224,1.5123636678251287,--
NH2,561,0,21,3937.5,-21.83135686980691,-27.634168994009386,51.69080055514441,1.2398100559445866,--
NH2,561,0,53,9937.5,-64.45024491653587,-51.50053401969039,38.62745279992157,1.562442911921114,--
NH2,561,1,30,5625.0,-24.052549283161238,-31.72232013577182,52.82980877731434,1.2083692587167767,--
NH2,562,0,8,1500.0,-5.585088398748274,-9.134864357766995,58.55823690121157,1.0432632992215092,--
NH2,562,0,40,7500.0,-44.49425165500704,-47.627825052766234,46.94819026138232,1.3653188162309335,--
NH2,562,1,17,3187.5,-11.194986338212704,-17.107426195416146,56.79953024043095,1.0951401679604378,--
NH2,562,1,49,9187.5,-44.163109969380066,-37.35105889404732,40.22295352658802,1.5270747751351954,--
NH2,563,0,25,4687.5,-19.736600026698806,-26.265731326041422,53.07806158427494,1.2014527572611675,--
NH2,563,1,4,750.0,-2.482946271779042,-3.7663983546889126,56.605681896214655,1.1007958947103333,--
NH2,563,1,36,6750.0,-39.4048530435411,-46.565936327217806,49.76155737844862,1.291940023180915,--
NH2,564,0,18,3375.0,-16.27534082221277,-21.94699626204106,53.44029752482767,1.191320172712137,--
NH2,564,0,50,9375.0,-56.118581867134985,-44.153111294934796,38.195044964848435,1.5718207424645572,--
NH2,564,1,27,5062.5,-21.998609851936486,-29.383542279962946,53.17886211320895,1.1986379362843298,--
NH2,565,0,5,937.5,-2.1520311867479407,-3.675796687357076,59.652742333398876,1.0104791647842875,--
NH2,565,0,37,6937.5,-33.11393955328835,-40.196512394973,50.518258471933834,1.2716645880606123,--
NH2,565,1,15,2812.5,-12.718060018723966,-17.72724252016652,54.343198734299484,1.165857533881466,--
NH2,565,1,47,8812.5,-51.64826275749845,-47.31736197940723,42.494239903359244,1.4746905039184468,--
NH2,566,0,27,5062.5,-23.518955786998887,-30.22660719771951,52.113948557593964,1.2281861615063556,--
NH2,566,1,6,1125.0,-3.292262637125672,-5.720180715569429,60.077326175229636,0.9976615205467525,--
NH2,566,1,38,7125.0,-38.43097485104098,-44.874605026525565,49.42298298340296,1.3009391987617092,--
NH2,567,0,18,3375.0,-19.640985153456214,-21.658174276000388,47.796295299235354,1.3435369755414137,--
NH2,567,0,50,9375.0,-58.891766687370236,-46.89043556211847,38.527286282755476,1.5646232091245458,--
NH2,567,1,32,6000.0,-25.24693604299757,-28.34769508732506,48.31120063566415,1.3301687663223014,--
NH2,568,0,14,2625.0,-8.742445326765973,-11.777085956474915,53.41251486799905,1.1920990096273028,--
NH2,568,0,46,8625.0,-41.196054495316275,-43.42293227870145,46.507477941499516,1.3765197956250776,--
NH2,568,1,25,4687.5,-28.38278494228749,-37.791118360426296,53.091846304285184,1.2010680428779261,--
NH2,569,0,8,1500.0,-6.665784118240667,-9.234030096401895,54.17555170876736,1.1706074104659587,--
NH2,569,0,40,7500.0,-36.68391704572696,-51.057856892237496,54.30360792685869,1.1669801462695704,--
NH2,569,1,20,3750.0,-12.919500910326873,-16.24061865012311,51.49755943292067,1.2450959439920537,--
NH2,570,0,2,375.0,0.23139536293466398,-0.9567056492700295,76.4031735899447,0.47017655243409945,+-
NH2,570,0,34,6375.0,-25.423336168921317,-38.10445564834378,56.28873720104184,1.110015912764386,--
NH2,570,1,13,2437.5,-7.062750808075402,-17.407475383389936,67.9160848040662,0.7519282826989585,--
NH2,570,1,45,8437.5,-39.818803917176176,-60.353581938284485,56.58481824580783,1.1014038634585552,--
NH2,571,0,26,4875.0,-23.289374271095962,-39.19853929347565,59.28380878494981,1.0215717663746584,--
NH2,571,1,4,750.0,-0.722899387658134,-2.376157654242772,73.0786449194548,0.5821175871546439,--
NH2,571,1,36,6750.0,-28.65986851923109,-30.24481990598015,46.5412885074495,1.375663354883564,--
NH2,572,0,15,2812.5,-8.64476181676249,-20.330439852863407,66.96418502272215,0.7826128996536601,--
NH2,572,0,47,8812.5,-49.05723712951032,-53.82761917460599,47.654687525610555,1.3471944832338,--
NH2,572,1,32,6000.0,-24.471779939662927,-27.595937232469023,48.433733717630815,1.3269716413592543,--
NH2,573,0,10,1875.0,-4.83576778923885,-8.892548143162514,61.46265184730009,0.9554630284564707,--
NH2,573,0,42,7875.0,-33.32987952317402,-38.62767575943038,49.21074193142476,1.3065573390123242,--
NH2,573,1,21,3937.5,-17.57005618709357,-30.524726158803723,60.075235710707,0.9977247637861841,--
NH2,574,0,3,562.5,4.190034482773511,-2.7904522695773206,33.66256658619892,1.6646328891251698,+-
NH2,574,0,35,6562.5,-35.275002992753414,-36.547666459674986,46.015147664771646,1.3889363391130696,--
NH2,574,1,14,2625.0,-7.686528507906489,-12.802089871511933,59.018888964146015,1.0295109212507425,--
NH2,574,1,46,8625.0,-36.325686684674366,-40.262599868214764,47.94261901937983,1.339749041169704,--
NH2,575,0,22,4125.0,-15.736697666781494,-19.943301563797412,51.72402328208031,1.2388998641513849,--
NH2,575,0,54,10125.0,-45.57930257052679,-33.15543872306323,36.03300907685609,1.6173564540262257,--
NH2,575,1,32,6000.0,-39.44093891914332,-49.6360590980221,51.52925674790338,1.2442298699436234,--
NH2,576,0,13,2437.5,-6.46872905930208,-16.168632194000345,68.19469206288028,0.7429076995854177,--
NH2,576,0,45,8437.5,-46.70667899396005,-45.70113294214725,44.376554104762995,1.429517855377882,--
NH2,576,1,25,4687.5,-24.67410232877649,-24.548802204034093,44.854150158719214,1.4178089419202682,--
NH2,577,0,2,375.0,1.4214374330043966,-4.763541021471213,73.3849320836787,0.5718807634933215,+-
NH2,577,0,34,6375.0,-39.08666676066968,-41.92110267673858,47.00394345296316,1.3638960442464025,--
NH2,577,1,15,2812.5,-15.309228508968866,-14.381436861562742,43.21016967891283,1.4576942253489586,--
NH2,577,1,47,8812.5,-47.17282459195295,-38.12496533571876,38.945061524073154,1.5554980651059955,--
NH2,578,0,23,4312.5,-17.27228749229725,-23.02099179793146,53.11968064437451,1.2002910091863228,--
NH2,578,1,6,1125.0,-5.031972720334926,-6.498664637502234,52.24906882549005,1.2244602605777348,--
NH2,578,1,39,7312.5,-46.584465212938895,-53.25428123444394,48.82201620772156,1.3168005841412134,--
NH2,579,0,23,4312.5,-17.53800177313064,-25.292358336730327,55.26213177765053,1.1396455494755249,--
NH2,579,1,2,375.0,-0.37042831060445214,-2.253614494434288,80.66571613065993,0.3243885868805363,--
NH2,579,1,34,6375.0,-40.15310061198635,-40.47182331532235,45.22649783368428,1.408611952580086,--
NH2,580,0,17,3187.5,-16.94085471878568,-21.5791306036205,51.866053906965185,1.2350040061368186,--
NH2,580,0,49,9187.5,-56.19862983510966,-48.80425582741029,40.97184243195072,1.510063808424828,--
NH2,580,1,32,6000.0,-25.490368450418845,-34.54436713659523,53.57629805409613,1.187503603732448,--
NH2,581,0,13,2437.5,-11.940925131502246,-17.86038029020407,56.23447689412309,1.1115909642261925,--
NH2,581,0,45,8437.5,-44.50838047550082,-51.772977273345965,49.31489096789532,1.3038026908209217,--
NH2,581,1,26,4875.0,-18.577576628458484,-23.914871708586478,52.159185750885634,1.226939519031182,--
NH2,582,0,7,1312.5,0.3848889897461091,-7.549554406120078,87.08149150940216,0.10183111568119266,+-
NH2,582,0,39,7312.5,-44.380342718084044,-48.05886222099807,47.27882202157821,1.3568625333509607,--
NH2,582,1,18,3375.0,-11.445317299600786,-17.35342971547383,56.59346817503749,1.101151821419998,--
NH2,582,1,50,9375.0,-40.73704098509346,-37.6184862356435,42.7208274195629,1.4693360615643842,--
NH2,583,0,29,5437.5,-21.472691832039803,-27.142346186835372,51.65198319708084,1.2408729938733343,--
NH2,583,1,8,1500.0,-0.6102401704325121,-10.964595930953323,86.81446060731865,0.11113902307296383,--
NH2,583,1,40,7500.0,-45.65564119094584,-53.097124007194736,49.30936067263723,1.3039490705328285,--
NH2,584,0,20,3750.0,-14.955806694249834,-28.074885745132985,61.95527102447179,0.9403214169915903,--
NH2,584,1,3,562.5,-0.07822402786769582,-1.5620725613772204,87.1331896194557,0.10002881063877893,--
NH2,584,1,35,6562.5,-27.981526856664715,-42.12374555246696,56.40511741822576,1.106634308023003,--
NH2,585,0,13,2437.5,-5.86114898494137,-16.788561406659106,70.7551077606085,0.659212962044664,--
NH2,585,0,45,8437.5,-38.62509664679942,-46.45075065179432,50.255530789321796,1.2787295646548371,--
NH2,585,1,23,4312.5,-15.76260422251283,-20.829061954454314,52.88301539110028,1.2068887898051581,--
NH2,585,1,55,10312.5,-45.84595312926324,-39.140516672277364,40.48870607874798,1.5210679350005794,--
NH2,586,0,32,6000.0,-30.524919896634092,-32.33324632908142,46.647851185029445,1.372960929246076,--
NH2,586,1,11,2062.5,-12.056625060509047,-9.67726942883163,38.752326095098304,1.5597181423953668,--
NH2,586,1,43,8062.5,-43.45127132375688,-39.46871594536045,42.25026005499083,1.4804301514602018,--
NH2,587,0,20,3750.0,-13.84523340546796,-19.255707885321,54.28312069636235,1.1675608507388566,--
NH2,587,0,52,9750.0,-44.49225521365025,-35.73293439823536,38.76889032323928,1.559356149562922,--
NH2,587,1,32,6000.0,-37.9528872438871,-43.55762642997271,48.93351989117185,1.3138685485441215,--
NH2,588,0,15,2812.5,-13.593907230947936,-19.406052810953035,54.9888224362548,1.1474724598984836,--
NH2,588,0,47,8812.5,-55.52769267133293,-62.62893933753081,48.439355338167466,1.326824816694254,--
NH2,588,1,25,4687.5,-19.37516571683268,-26.035090363364755,53.34358742987955,1.1940300559199175,--
NH2,588,1,57,10687.5,-53.36327626963076,-31.257703383443143,30.359770377470127,1.725737525593826,--
NH2,589,0,33,6187.5,-27.858941916707266,-34.270031558872695,50.891500089280385,1.2615818561673715,--
NH2,589,1,14,2625.0,-13.545653139755558,-17.268785925494356,51.889326884374135,1.2343649109682795,--
NH2,589,1,46,8625.0,-54.77359668441515,-50.89345705293847,42.897019222271446,1.4651566237620621,--
NH2,590,0,31,5812.5,-32.39248599643296,-42.226268339863005,52.507575420691396,1.2173130593129466,--
NH2,590,1,8,1500.0,-3.683436160718328,-6.960679782240382,62.11320729359669,0.9354521686896801,--
NH2,590,1,40,7500.0,-35.00622350079804,-40.1056458380654,48.88390969779718,1.3151736842715092,--
NH2,591,0,16,3000.0,-15.774083622226922,-20.167344064766628,51.96891529636089,1.232177809014951,--
NH2,591,0,48,9000.0,-54.840902180749005,-55.10566304474292,45.13797293925177,1.4108039229330362,--
NH2,591,1,30,5625.0,-23.88295447824364,-33.64024482304906,54.62708189007992,1.1577916454001254,--
NH2,592,0,11,2062.5,-6.055458061459328,-10.500240367065219,60.02807625716938,0.9991511350159045,--
NH2,592,0,43,8062.5,-36.90957068152838,-46.0112244533875,51.26389404223914,1.2514686686073113,--
NH2,592,1,22,4125.0,-24.300448724060416,-31.187114048119007,52.07490779594946,1.2292614278177147,--
NH2,593,0,2,375.0,-0.6759586614384374,-2.3594925676342426,74.01379919001423,0.5508116726175549,--
NH2,593,0,34,6375.0,-37.26902674779806,-41.59516514609329,48.139844457661304,1.3346295742908678,--
NH2,593,1,14,2625.0,-7.731454676202349,-13.012108989267483,59.28232651805702,1.0216162480753384,--
NH2,593,1,46,8625.0,-36.69801989318859,-37.02138952354406,45.25132589039302,1.4079965795182314,--
NH2,594,0,27,5062.5,-19.011259612728086,-30.66586532027318,58.203215393513204,1.0538161987317576,--
NH2,594,1,6,1125.0,1.5753577502901364,-7.070173266435725,77.43869900698951,0.434968066044579,+-
NH2,594,1,39,7312.5,-39.905843810553385,-52.724259757988555,52.87871448181282,1.2070085008739924,--
NH2,595,0,18,3375.0,-12.12736375073803,-20.972510863736606,59.96133284922077,1.0011686797454677,--
NH2,595,0,50,9375.0,-51.375022041382024,-48.209816995629055,43.17952350774966,1.4584264516408463,--
NH2,595,1,29,5437.5,-22.29673732103529,-26.390214336345718,49.805982442095484,1.2907558674654258,--
NH2,596,0,7,1312.5,0.9306296159073103,-8.186931043654878,83.51487743510695,0.2258904377221527,+-
NH2,596,0,39,7312.5,-41.011286989095495,-44.103013911111276,47.080320846497685,1.3619448647957357,--
NH2,596,1,19,3562.5,-12.055503612175448,-18.942909253700897,57.52681638143713,1.0738096270276334,--
NH2,596,1,51,9562.5,-42.48419960368158,-31.1744742304818,36.27084310890964,1.6124588875376642,--
NH2,597,0,28,5250.0,-20.47755474559629,-26.131256222390686,51.916253096341734,1.2336252408495338,--
NH2,597,1,6,1125.0,-4.929878055928246,-6.972808939512811,54.739129709615874,1.1546002296212423,--
NH2,597,1,38,7125.0,-46.76405402085555,-56.68771827079992,50.47936155382005,1.2727122500017263,--
NH2,598,0,19,3562.5,-13.69435839969975,-24.945019416910732,61.23402095218763,0.96246651580394,--
NH2,598,0,51,9562.5,-39.76662690295637,-40.55885713430762,45.56507567291554,1.4001974267965198,--
NH2,598,1,31,5812.5,-23.99663959216863,-31.008173410426107,52.264389124820006,1.2240373776894227,--
NH2,599,0,7,1312.5,-3.0584952370852534,-5.4005976466802,60.47602352912302,0.9855754665956112,--
NH2,599,0,39,7312.5,-31.527300880798887,-37.110644127618144,49.65047717017667,1.2948974797055608,--
NH2,599,1,17,3187.5,-17.99899292132437,-22.663797394420445,51.54431959719589,1.243818170268973,--
NH2,599,1,49,9187.5,-62.96106757566424,-45.382051198389966,35.78389179035731,1.6224564853838657,--
NH2,600,0,31,5812.5,-29.050612735169636,-36.351620990459466,51.36969341627602,1.2485857888199061,--
NH2,600,1,10,1875.0,-11.192416938389641,-8.83948517087509,38.30077838731253,1.5695359010026078,--
NH2,600,1,42,7875.0,-42.52273573231517,-40.25525490818272,43.430928305733154,1.4524073495343124,--
NH2,601,0,18,3375.0,-17.99149813556401,-23.280058395057264,52.30211969619398,1.2229955358330196,--
NH2,601,0,50,9375.0,-60.02894506950519,-53.67938282309064,41.80387800119986,1.4908617689307788,--
NH2,601,1,32,6000.0,-32.23986447531062,-32.89313099688747,45.57464207366224,1.3999589656040399,--
NH2,602,0,8,1500.0,-6.054034156667868,-9.117373949796978,56.4154127516624,1.1063349413835077,--
NH2,602,0,40,7500.0,-46.08342201971712,-53.554057882987294,49.287909531407934,1.304516739339413,--
NH2,602,1,18,3375.0,-12.380850646609234,-18.81061077558867,56.64771098370736,1.0995707200223959,--
NH2,602,1,50,9375.0,-45.64819998681637,-37.66486038290683,39.5264365116834,1.542662024233551,--
NH2,603,0,27,5062.5,-26.49962358642364,-33.918879809820126,52.00074440634711,1.2313024743373977,--
NH2,603,1,5,937.5,-1.749220426447913,-3.7487399113121382,64.98551043905735,0.8456948897900642,--
NH2,603,1,37,6937.5,-33.07357573280172,-39.102873109949535,49.77514619885761,1.291577893867361,--
NH2,604,0,15,2812.5,-10.300319820545758,-13.463832563615808,52.58270161277659,1.2152313135691126,--
NH2,604,0,47,8812.5,-44.45288156797044,-44.79614059304207,45.22036315878774,1.408763962140941,--
NH2,604,1,26,4875.0,-28.62436099817521,-37.967884693983706,52.9870009674321,1.2039923976527476,--
NH2,605,0,9,1687.5,-7.240443062057447,-10.481435583738744,55.36377437531358,1.136728129556632,--
NH2,605,0,41,7687.5,-45.85715166470857,-47.758001613640346,46.16322744593537,1.3852125170984886,--
NH2,605,1,21,3937.5,-14.315133328153795,-18.35838287618782,52.054318250090496,1.2298282782330818,--
NH2,606,0,2,375.0,2.642452389694324,0.6429178804747826,13.674565976813158,1.9433083169742966,++
NH2,606,0,34,6375.0,-32.4985714745265,-34.25297421794325,46.50553422856306,1.3765690164047162,--
NH2,606,1,13,2437.5,-7.278707465555431,-12.271993696557288,59.32717103876452,1.0202701957205718,--
NH2,606,1,45,8437.5,-36.42289296670675,-35.865149628966385,44.55793926548545,1.425082606907776,--
NH2,607,0,23,4312.5,-17.226764270505846,-22.697482150485506,52.8025023687469,1.2091286523622486,--
NH2,607,0,55,10312.5,-46.83609466103047,-35.981662153051516,37.533142384338014,1.5860021467062677,--
NH2,607,1,33,6187.5,-33.3718045743103,-53.87758526610294,58.225904162105245,1.0531429883745356,--
NH2,608,0,14,2625.0,-7.018533683249445,-17.938882101883642,68.63222760412403,0.7287060568326093,--
NH2,608,0,46,8625.0,-45.29388011338431,-50.348981918895625,48.02549234048671,1.3375997924469727,--
NH2,608,1,28,5250.0,-21.602880194492187,-26.002530176686044,50.280226108923884,1.2780666285261248,--
NH2,609,0,6,1125.0,1.8373060398497143,-6.4727424783619405,74.1532586290145,0.546130249913587,+-
NH2,609,0,38,7125.0,-37.70556812318037,-19.887240071985822,27.808737727963006,1.7690196799533704,--
NH2,609,1,16,3000.0,-9.453559812911138,-15.791479073495669,59.093176228507986,1.027286883224271,--
NH2,609,1,48,9000.0,-39.801055870755775,-43.58070287646494,47.5954079499648,1.3487231398991684,--
NH2,610,0,24,4500.0,-18.035457788461933,-23.958939157064357,53.02883562065673,1.2028260249017684,--
NH2,610,1,4,750.0,-3.371160989187526,-3.3304994442749964,44.652368790176354,1.4227679505729367,--
NH2,610,1,36,6750.0,-42.04857540814778,-50.79172755083196,50.37991162888704,1.275388197679138,--
NH2,611,0,18,3375.0,-17.85129037799569,-23.00605635443396,52.19072794365975,1.2260698295247947,--
NH2,611,0,50,9375.0,-59.10222675713615,-47.38958589739934,38.7234768637647,1.5603482990919073,--
NH2,611,1,31,5812.5,-31.39959543735077,-31.72289749285717,45.29345611131891,1.4069517606776905,--
NH2,612,0,7,1312.5,-3.076915381283531,-6.001075146532759,62.854544644808115,0.9125020204425254,--
NH2,612,0,39,7312.5,-33.65374912488859,-39.04033590580336,49.23783692480824,1.3058411159463126,--
NH2,612,1,23,4312.5,-24.868761131951246,-30.516853110398557,50.82275726569489,1.2634429064509354,--
NH2,613,0,6,1125.0,-3.405081818397197,-6.024986658234654,60.52660059333226,0.9840388576104917,--
NH2,613,0,38,7125.0,-41.032181629024315,-38.26812147129689,43.003729027271,1.4626186260455782,--
NH2,613,1,15,2812.5,-9.648188895474954,-15.043657943342287,57.32608228788881,1.0797143809235101,--
NH2,613,1,47,8812.5,-42.68770559766222,-39.10716757781443,42.49350023572841,1.474707945128431,--
NH2,614,0,23,4312.5,-18.20862920214409,-24.50804952136164,53.38893384704941,1.1927598413141838,--
NH2,614,1,2,375.0,-1.1529245837480988,-1.2202964032063366,46.62609570729441,1.3735130334967096,--
NH2,614,1,34,6375.0,-36.236541102058546,-43.48875458525736,50.19760738739151,1.28028356330742,--
NH2,615,0,17,3187.5,-16.154043790588084,-21.60192245348933,53.21064539580721,1.197749629049647,--
NH2,615,0,49,9187.5,-54.33235914691967,-47.29319017278151,41.03769399971503,1.5085556118549475,--
NH2,615,1,32,6000.0,-26.173288750359404,-35.16861104821584,53.34252946626032,1.194059681989588,--
NH2,616,0,10,1875.0,-5.380190886405976,-9.726576815090414,61.05111852446082,0.9680582068961141,--
NH2,616,0,42,7875.0,-36.69951148017528,-40.462539122435125,47.7919802378172,1.343648548183559,--
NH2,616,1,22,4125.0,-23.6897224673227,-30.64487736948053,52.29453466112898,1.2232050215180197,--
NH2,617,0,4,750.0,-2.6561826873849608,-3.1220382192730716,49.60936834228227,1.295990748951635,--
NH2,617,0,36,6750.0,-37.2847762755516,-45.16447226899613,50.459191919812234,1.273255274420295,--
NH2,617,1,17,3187.5,-10.512683479807805,-16.721709795188332,57.8430522069177,1.0644805876332644,--
NH2,617,1,49,9187.5,-40.64063758933355,-39.27375936964836,44.020092497723105,1.4381923062968605,--
NH2,618,0,29,5437.5,-21.67304478748445,-33.84794244230852,57.36831573806354,1.0784731486158219,--
NH2,618,1,8,1500.0,0.15164769041634485,-10.092615525685357,89.13916082354511,0.030047825414815203,+-
NH2,618,1,40,7500.0,-41.54634510217246,-57.918102500105284,54.3470219101961,1.1657490967947113,--
NH2,619,0,21,3937.5,-15.736120836089187,-26.7156459898655,59.50095102215508,1.015048122333715,--
NH2,619,0,53,9937.5,-54.199183541196774,-43.81398906021481,38.95167095561943,1.5553530345473858,--
NH2,619,1,33,6187.5,-26.422910129225357,-29.29971655411031,47.95540010696967,1.3394177572827253,--
NH2,620,0,11,2062.5,-3.026218292168613,-13.560414967555305,77.41969402808182,0.4356155618197378,--
NH2,620,0,43,8062.5,-47.46789249031868,-50.69600951547822,46.88349126762513,1.3669682564780443,--
NH2,620,1,22,4125.0,-15.521356678118309,-20.388455291674497,52.71864774621966,1.2114589394817539,--
NH2,620,1,54,10125.0,-45.918260651995936,-29.92025741573285,33.08819446746322,1.675662441282065,--
NH2,621,0,31,5812.5,-24.007534235170237,-29.77727403160807,51.12296189481482,1.2553022359721788,--
NH2,621,1,9,1687.5,-7.6471057222502505,-11.100622329157977,55.437439157798494,1.134611512910074,--
NH2,621,1,41,7687.5,-49.65576653928975,-60.78414379968893,50.75393562604576,1.2653042686473839,--
NH2,622,0,24,4500.0,-19.02460330090172,-7.222918080338577,20.789864473456042,1.869776959180628,--
NH2,622,1,2,375.0,0.6346005148349776,-1.611415698255549,68.50470980226498,0.7328494874274526,+-
NH2,622,1,34,6375.0,-27.44697068199965,-41.03267069942428,56.22122609085545,1.1119754530562784,--
NH2,623,0,10,1875.0,-5.102609066914655,-9.610202245762245,62.03359693825389,0.937907483550051,--
NH2,623,0,42,7875.0,-35.62715731874491,-40.59885116601122,48.73172065702263,1.3191712890867173,--
NH2,623,1,20,3750.0,-21.627188611654336,-26.214929278667643,50.47753524669643,1.272761425924494,--
NH2,623,1,52,9750.0,-66.01672365397134,-42.42591720641609,32.72699330240024,1.6825123389274987,--
NH2,624,0,33,6187.5,-30.7807172101619,-31.90177502368608,46.024608816126246,1.3886986929005765,--
NH2,624,1,12,2250.0,-12.900611495235708,-11.386420755295369,41.43247507212328,1.4994722392467712,--
NH2,624,1,44,8250.0,-45.287269619081734,-40.084570016506085,41.51261442256548,1.4976196361674188,--
NH2,625,0,20,3750.0,-20.28210294719245,-24.9343196116836,50.87436443508813,1.2620459337329941,--
NH2,625,0,52,9750.0,-62.07364329621456,-44.17995701366268,35.44077235157637,1.6294307321421257,--
