metric,step,frequency_hz,events,median,mean,closest_target
angle,2_to_3,882.861328125,720,6.060314526387655,14.786346831461818,ordinary_non_octave
angle,2_to_3,904.39453125,720,5.676100739072666,14.549577481245676,ordinary_non_octave
angle,2_to_3,925.927734375,720,5.8411676997492314,14.363803697200314,ordinary_non_octave
angle,2_to_3,947.4609375,720,6.205997030316906,14.202140966525517,ordinary_non_octave
angle,2_to_3,968.994140625,720,6.187229404396131,13.970815696853379,ordinary_non_octave
angle,2_to_3,990.52734375,720,5.721019836792159,13.75304266332028,ordinary_non_octave
angle,2_to_3,1012.060546875,720,5.166143893255886,13.521768299076465,ordinary_non_octave
angle,2_to_3,1033.59375,720,5.222641946450251,13.307516936408941,ordinary_non_octave
angle,2_to_3,1055.126953125,720,5.555558828736894,13.24225850256298,ordinary_non_octave
angle,2_to_3,1076.66015625,720,6.386357059937602,13.271562183934407,ordinary_non_octave
angle,2_to_3,1098.193359375,720,6.35346018240257,13.150750211300624,ordinary_non_octave
angle,2_to_3,1119.7265625,720,5.767012621652413,12.903348520134367,ordinary_non_octave
angle,2_to_3,1141.259765625,720,5.286220471886921,12.629498392966493,ordinary_non_octave
angle,2_to_3,1162.79296875,720,4.877546998740529,12.402681316833405,ordinary_non_octave
angle,2_to_3,1184.326171875,720,5.203537059225642,12.242559480270398,ordinary_non_octave
angle,2_to_3,1205.859375,720,5.612714043045473,12.139166095854936,ordinary_non_octave
angle,2_to_3,1227.392578125,720,5.86440994582812,12.113146876102554,ordinary_non_octave
angle,2_to_3,1248.92578125,720,5.761931460546224,12.043111350872053,ordinary_non_octave
angle,2_to_3,1270.458984375,720,5.232541476892212,11.861359745325984,ordinary_non_octave
angle,2_to_3,1291.9921875,720,5.2798105631073655,11.683599005026872,ordinary_non_octave
angle,2_to_3,1313.525390625,720,5.601702863498101,11.605967121523674,ordinary_non_octave
angle,2_to_3,1335.05859375,720,5.662639564525583,11.477380886332362,ordinary_non_octave
angle,2_to_3,1356.591796875,720,5.4893455543007414,11.32738361891108,ordinary_non_octave
angle,2_to_3,1378.125,720,5.278251697220147,11.168204835879513,ordinary_non_octave
angle,2_to_3,1399.658203125,720,5.284845895262551,11.051192109170282,ordinary_non_octave
angle,2_to_3,1421.19140625,720,5.133598401533162,10.962628275574689,ordinary_non_octave
angle,2_to_3,1442.724609375,720,5.24537516726601,10.897433629282155,ordinary_non_octave
angle,2_to_3,1464.2578125,720,5.3272245091645285,10.807583199257008,ordinary_non_octave
angle,2_to_3,1485.791015625,720,5.455965384519994,10.720228477592004,ordinary_non_octave
angle,2_to_3,1507.32421875,720,5.477698205437138,10.606962014527607,ordinary_non_octave
angle,2_to_3,1528.857421875,720,5.716433512941047,10.49644297309559,ordinary_non_octave
angle,2_to_3,1550.390625,720,5.556067793709975,10.386610086069505,ordinary_non_octave
angle,2_to_3,1571.923828125,720,5.101347067675323,10.236315469036253,ordinary_non_octave
angle,2_to_3,1593.45703125,720,5.01415343093997,10.14397232082949,ordinary_non_octave
angle,2_to_3,1614.990234375,720,5.217304948639644,10.093932043239382,ordinary_non_octave
angle,2_to_3,1636.5234375,720,5.282492833437597,10.052939297411609,ordinary_non_octave
angle,2_to_3,1658.056640625,720,5.383150513364459,9.976862793349786,ordinary_non_octave
angle,2_to_3,1679.58984375,720,5.418657338389254,9.875915845768592,ordinary_non_octave
angle,2_to_3,1701.123046875,720,5.649534963349184,9.799271171465987,ordinary_non_octave
angle,2_to_3,1722.65625,720,5.505461414662481,9.71838411781263,ordinary_non_octave
angle,2_to_3,1744.189453125,720,5.318601477613569,9.601269468590157,ordinary_non_octave
angle,2_to_3,1765.72265625,720,5.0680365532357605,9.496479980361805,ordinary_non_octave
angle,2_to_3,1787.255859375,720,4.914786090078058,9.429492536851061,ordinary_non_octave
angle,2_to_3,1808.7890625,720,5.043549581528335,9.346199688156076,ordinary_non_octave
angle,2_to_3,1830.322265625,720,5.193882886815532,9.280537557993195,ordinary_non_octave
angle,2_to_3,1851.85546875,720,5.3203178756143785,9.212136970521426,ordinary_non_octave
angle,2_to_3,1873.388671875,720,5.218574825686564,9.136174078138769,ordinary_non_octave
angle,2_to_3,1894.921875,720,5.209029755439344,9.057134207941191,ordinary_non_octave
angle,2_to_3,1916.455078125,720,5.256910112226013,9.000134556836489,ordinary_non_octave
angle,2_to_3,1937.98828125,720,5.092310557823975,8.911713706035934,ordinary_non_octave
angle,2_to_3,1959.521484375,720,4.961090401140995,8.844839755839244,ordinary_non_octave
angle,2_to_3,1981.0546875,719,4.8552131322314995,8.779198154665181,ordinary_non_octave
angle,2_to_3,2002.587890625,720,5.056896939072984,8.750037519152052,ordinary_non_octave
angle,2_to_3,2024.12109375,720,5.357878656321883,8.718253233440638,ordinary_non_octave
angle,2_to_3,2045.654296875,720,5.351902999544503,8.651394402267718,ordinary_non_octave
angle,2_to_3,2067.1875,720,5.395436085449348,8.598383536935831,ordinary_non_octave
angle,2_to_3,2088.720703125,719,5.1194520845224805,8.494124923792809,ordinary_non_octave
angle,2_to_3,2110.25390625,720,5.215550305758422,8.452636151012143,ordinary_non_octave
angle,2_to_3,2131.787109375,719,5.387507202090251,8.437109262606217,ordinary_non_octave
angle,2_to_3,2153.3203125,718,5.421109347560904,8.405218516557936,ordinary_non_octave
angle,2_to_3,2174.853515625,720,6.969337159799219,8.352210230215794,ordinary_non_octave
angle,2_to_3,2196.38671875,720,6.35483357808702,8.284619596441962,ordinary_non_octave
angle,2_to_3,2217.919921875,719,5.588396669984589,8.218436963756231,ordinary_non_octave
angle,2_to_3,2239.453125,719,5.609882780892497,8.153979004847207,ordinary_non_octave
angle,2_to_3,2260.986328125,718,5.661557621594142,8.10328858812843,ordinary_non_octave
angle,2_to_3,2282.51953125,720,6.184661566907915,8.101605205403402,ordinary_non_octave
angle,2_to_3,2304.052734375,719,5.610431028078628,8.042724592163694,ordinary_non_octave
angle,2_to_3,2325.5859375,720,6.249431243448461,8.00176997463118,ordinary_non_octave
angle,2_to_3,2347.119140625,720,5.488267707516751,7.920400626563486,ordinary_non_octave
angle,2_to_3,2368.65234375,719,5.268325233913181,7.874013100954791,ordinary_non_octave
angle,2_to_3,2390.185546875,719,5.161884407408889,7.814953611165359,ordinary_non_octave
angle,2_to_3,2411.71875,719,5.178721224085961,7.775347313273977,ordinary_non_octave
angle,2_to_3,2433.251953125,720,5.270682955068731,7.719586596480813,ordinary_non_octave
angle,2_to_3,2454.78515625,720,5.390024182611389,7.693625538850414,ordinary_non_octave
angle,2_to_3,2476.318359375,720,5.353934095054886,7.637672177151047,ordinary_non_octave
angle,2_to_3,2497.8515625,719,5.259465934683498,7.56792289499558,ordinary_non_octave
angle,2_to_3,2519.384765625,719,5.175346474956553,7.511179489400655,ordinary_non_octave
angle,2_to_3,2540.91796875,719,5.147027383305659,7.464493951594244,ordinary_non_octave
angle,2_to_3,2562.451171875,720,5.312234323258558,7.4389725234954085,ordinary_non_octave
angle,2_to_3,2583.984375,720,5.211895062862906,7.4073971971033155,ordinary_non_octave
angle,2_to_3,2605.517578125,720,5.590908508067406,7.37338841684764,ordinary_non_octave
angle,2_to_3,2627.05078125,720,5.544105185330828,7.326710383355104,ordinary_non_octave
angle,2_to_3,2648.583984375,720,5.690798536711961,7.298849865519442,ordinary_non_octave
angle,2_to_3,2670.1171875,720,5.490899463938762,7.242628462783042,ordinary_non_octave
angle,2_to_3,2691.650390625,720,5.499224110839549,7.20697126478561,ordinary_non_octave
angle,2_to_3,2713.18359375,720,5.531275220485427,7.182486459214993,ordinary_non_octave
angle,2_to_3,2734.716796875,720,5.609539824201802,7.154172730872338,ordinary_non_octave
angle,2_to_3,2756.25,720,5.581820958473594,7.106094146088465,ordinary_non_octave
angle,2_to_3,2777.783203125,720,5.530830498875935,7.059737414011983,ordinary_non_octave
angle,2_to_3,2799.31640625,720,5.604400283363017,7.018666428649951,ordinary_non_octave
angle,2_to_3,2820.849609375,720,5.54500999718148,6.987777261828506,ordinary_non_octave
angle,2_to_3,2842.3828125,720,5.634927741170415,6.957230927834194,ordinary_non_octave
angle,2_to_3,2863.916015625,720,5.4372814853456735,6.908866045391721,ordinary_non_octave
angle,2_to_3,2885.44921875,719,5.457288904546669,6.869855557238808,ordinary_non_octave
angle,2_to_3,2906.982421875,720,5.472701102502736,6.819298051900753,ordinary_non_octave
angle,2_to_3,2928.515625,720,5.545182808559494,6.792998375383056,ordinary_non_octave
angle,2_to_3,2950.048828125,720,5.510750197358135,6.762311004741473,ordinary_non_octave
angle,2_to_3,2971.58203125,720,5.478089902515315,6.734656397465411,ordinary_non_octave
angle,2_to_3,2993.115234375,720,5.36871171466308,6.716833678243278,ordinary_non_octave
angle,2_to_3,3014.6484375,720,5.496784807018328,6.676895280150281,ordinary_non_octave
angle,2_to_3,3036.181640625,720,5.406949324179219,6.632141010328084,ordinary_non_octave
angle,2_to_3,3057.71484375,720,5.415028745995624,6.593301195441286,ordinary_non_octave
angle,2_to_3,3079.248046875,720,5.266817682922661,6.558320367039887,ordinary_non_octave
angle,2_to_3,3100.78125,720,5.184519797838532,6.534613429457394,ordinary_non_octave
angle,2_to_3,3122.314453125,720,5.210837922857383,6.499170189347961,ordinary_non_octave
angle,2_to_3,3143.84765625,720,5.134960473806838,6.473410049602325,ordinary_non_octave
angle,2_to_3,3165.380859375,720,5.168889342716585,6.4257640544997505,ordinary_non_octave
angle,2_to_3,3186.9140625,720,5.031739645008139,6.393403879366199,ordinary_non_octave
angle,2_to_3,3208.447265625,720,4.924291677199216,6.357684049623303,ordinary_non_octave
angle,2_to_3,3229.98046875,720,4.89496466088785,6.326118233833061,ordinary_non_octave
angle,2_to_3,3251.513671875,720,4.825240719074092,6.299118488946124,ordinary_non_octave
angle,2_to_3,3273.046875,720,4.868716490531791,6.2608759990544245,ordinary_non_octave
angle,2_to_3,3294.580078125,720,4.899628655475939,6.238356249209767,ordinary_non_octave
angle,2_to_3,3316.11328125,720,4.866276593723663,6.203248186254697,ordinary_non_octave
angle,2_to_3,3337.646484375,720,4.760067161984373,6.177501614778498,ordinary_non_octave
angle,2_to_3,3359.1796875,720,4.708197497106921,6.146969607835614,ordinary_non_octave
angle,2_to_3,3380.712890625,720,4.704089188579406,6.114452985398529,ordinary_non_octave
angle,2_to_3,3402.24609375,720,4.644813378265517,6.097395070713133,ordinary_non_octave
angle,2_to_3,3423.779296875,720,4.696944942745301,6.060067862554868,ordinary_non_octave
angle,2_to_3,3445.3125,720,4.669396284022527,6.035960796321026,ordinary_non_octave
angle,2_to_3,3466.845703125,720,4.541456566355825,6.014843325118621,ordinary_non_octave
angle,2_to_3,3488.37890625,720,4.567262719920778,5.980350502596666,ordinary_non_octave
angle,2_to_3,3509.912109375,720,4.525853183518111,5.954823430570489,ordinary_non_octave
angle,2_to_3,3531.4453125,720,4.5210789860248095,5.919997894413579,ordinary_non_octave
angle,2_to_3,3552.978515625,720,4.535419996551315,5.888507132183,ordinary_non_octave
angle,2_to_3,3574.51171875,720,4.473725551234882,5.870037397022584,ordinary_non_octave
angle,2_to_3,3596.044921875,720,4.4929876224110155,5.841341045421182,ordinary_non_octave
angle,2_to_3,3617.578125,720,4.437889458025537,5.812395905405828,ordinary_non_octave
angle,2_to_3,3639.111328125,720,4.470049101309501,5.78563508282565,ordinary_non_octave
angle,2_to_3,3660.64453125,720,4.46846338303366,5.761630353909856,ordinary_non_octave
angle,2_to_3,3682.177734375,720,4.462193321789197,5.737493876510256,ordinary_non_octave
angle,2_to_3,3703.7109375,720,4.375914887014532,5.711241025110284,ordinary_non_octave
angle,2_to_3,3725.244140625,720,4.380488924264412,5.681985029330864,ordinary_non_octave
angle,2_to_3,3746.77734375,720,4.377567483938547,5.662107216253481,ordinary_non_octave
angle,2_to_3,3768.310546875,720,4.349665620183362,5.638297853391382,ordinary_non_octave
angle,2_to_3,3789.84375,720,4.3454302608056965,5.609012007624073,ordinary_non_octave
angle,2_to_3,3811.376953125,720,4.306344655190509,5.591357447431457,ordinary_non_octave
angle,2_to_3,3832.91015625,720,4.258823624661714,5.5561589563169,ordinary_non_octave
angle,2_to_3,3854.443359375,720,4.27221937764733,5.533184028838117,ordinary_non_octave
angle,2_to_3,3875.9765625,720,4.283817253047362,5.51324501745635,ordinary_non_octave
angle,2_to_3,3897.509765625,720,4.296502530928858,5.486298075446099,ordinary_non_octave
angle,2_to_3,3919.04296875,720,4.270886413103563,5.466867510549215,ordinary_non_octave
angle,2_to_3,3940.576171875,720,4.268367133579311,5.447020872315667,ordinary_non_octave
angle,2_to_3,3962.109375,720,4.245726996176147,5.425538212525687,ordinary_non_octave
angle,2_to_3,3983.642578125,720,4.225657339147915,5.392211439996192,ordinary_non_octave
angle,2_to_3,4005.17578125,720,4.174391436781126,5.3678694666764235,ordinary_non_octave
angle,2_to_3,4026.708984375,720,4.197941301361012,5.357769864251131,ordinary_non_octave
angle,2_to_3,4048.2421875,720,4.180121647267324,5.334727168590165,ordinary_non_octave
angle,2_to_3,4069.775390625,720,4.175621813153105,5.315760614972012,ordinary_non_octave
angle,2_to_3,4091.30859375,720,4.1635032980642235,5.299609603699942,ordinary_non_octave
angle,2_to_3,4112.841796875,720,4.167026684882059,5.27425731080059,ordinary_non_octave
angle,2_to_3,4134.375,720,4.143660335297663,5.247721222272264,ordinary_non_octave
angle,2_to_3,4155.908203125,720,4.0830796451795655,5.233932228505383,ordinary_non_octave
angle,2_to_3,4177.44140625,720,4.1082311414741755,5.206724041584517,ordinary_non_octave
angle,2_to_3,4198.974609375,720,4.0612448624728374,5.183499665173827,ordinary_non_octave
angle,2_to_3,4220.5078125,720,4.044288054411668,5.170030071275208,ordinary_non_octave
angle,2_to_3,4242.041015625,720,4.038147102656259,5.154498341966698,ordinary_non_octave
angle,2_to_3,4263.57421875,720,4.001136092059153,5.135112037917285,ordinary_non_octave
angle,2_to_3,4285.107421875,720,3.9980484387586657,5.11163801417756,ordinary_non_octave
angle,2_to_3,4306.640625,720,3.9791767600899695,5.102135311757773,ordinary_non_octave
angle,2_to_3,4328.173828125,720,3.95543922210551,5.085861297881912,ordinary_non_octave
angle,2_to_3,4349.70703125,720,3.9514268944584967,5.062874031455076,ordinary_non_octave
angle,2_to_3,4371.240234375,720,3.9236889555351535,5.046280099368438,ordinary_non_octave
angle,2_to_3,4392.7734375,720,3.9078866172040505,5.024619636516249,ordinary_non_octave
angle,2_to_3,4414.306640625,720,3.880113336354362,5.01466987248646,ordinary_non_octave
angle,2_to_3,4435.83984375,720,3.852602387608364,5.002805486426956,ordinary_non_octave
angle,2_to_3,4457.373046875,720,3.8446822135115437,4.980818286611641,ordinary_non_octave
angle,2_to_3,4478.90625,720,3.8115695439727784,4.9608661283943665,ordinary_non_octave
angle,2_to_3,4500.439453125,720,3.8082761641530745,4.948245486075482,ordinary_non_octave
angle,2_to_3,4521.97265625,720,3.798706475408513,4.932883664474973,ordinary_non_octave
angle,2_to_3,4543.505859375,720,3.747322007320248,4.912856685237023,ordinary_non_octave
angle,2_to_3,4565.0390625,720,3.7392895079240924,4.894417021613747,ordinary_non_octave
angle,2_to_3,4586.572265625,720,3.731593767193501,4.879051616302341,ordinary_non_octave
angle,2_to_3,4608.10546875,720,3.6870338886898217,4.867553463535412,ordinary_non_octave
angle,2_to_3,4629.638671875,720,3.6887494414492354,4.851248101750358,ordinary_non_octave
angle,2_to_3,4651.171875,720,3.674078826866639,4.835208505001099,ordinary_non_octave
angle,2_to_3,4672.705078125,720,3.6329999951000076,4.818301586984252,ordinary_non_octave
angle,2_to_3,4694.23828125,720,3.6307952738526192,4.8109321190033905,ordinary_non_octave
angle,2_to_3,4715.771484375,720,3.611497187950299,4.790155222251294,ordinary_non_octave
angle,2_to_3,4737.3046875,720,3.580167605636238,4.780556715016892,ordinary_non_octave
angle,2_to_3,4758.837890625,720,3.578691413711182,4.766089260019839,ordinary_non_octave
angle,2_to_3,4780.37109375,720,3.5890296619712583,4.746428621485481,ordinary_non_octave
angle,2_to_3,4801.904296875,720,3.5798702472779493,4.743061365508907,ordinary_non_octave
angle,2_to_3,4823.4375,720,3.542833361266147,4.7207424294324,ordinary_non_octave
angle,2_to_3,4844.970703125,720,3.550348977474531,4.712468184278896,ordinary_non_octave
angle,2_to_3,4866.50390625,720,3.5187975034313306,4.689003634844527,ordinary_non_octave
angle,2_to_3,4888.037109375,720,3.5411055252004857,4.678153910708112,ordinary_non_octave
angle,2_to_3,4909.5703125,720,3.531008209912401,4.669148279267942,ordinary_non_octave
angle,2_to_3,4931.103515625,720,3.5681793744071895,4.653249760137375,ordinary_non_octave
angle,2_to_3,4952.63671875,720,3.5157235272414784,4.638895478298123,ordinary_non_octave
angle,2_to_3,4974.169921875,720,3.542540349183943,4.632743840523558,ordinary_non_octave
angle,2_to_3,4995.703125,720,3.5778528241319734,4.608956732638523,ordinary_non_octave
angle,2_to_3,5017.236328125,720,3.528085840385558,4.598628606380082,ordinary_non_octave
angle,2_to_3,5038.76953125,720,3.587033693382014,4.588751938457982,ordinary_non_octave
angle,2_to_3,5060.302734375,720,3.5563947215869747,4.572201256470023,ordinary_non_octave
angle,2_to_3,5081.8359375,720,3.5563656515229423,4.563836470076414,ordinary_non_octave
angle,2_to_3,5103.369140625,720,3.5732416770733355,4.554605213577298,ordinary_non_octave
angle,2_to_3,5124.90234375,720,3.569087847551148,4.534496214935802,ordinary_non_octave
angle,2_to_3,5146.435546875,720,3.539232017600246,4.526663691521419,ordinary_non_octave
angle,2_to_3,5167.96875,720,3.5475690627934595,4.5168998460798475,ordinary_non_octave
angle,2_to_3,5189.501953125,720,3.5591754340863426,4.501728518237576,ordinary_non_octave
angle,2_to_3,5211.03515625,719,3.552129120482954,4.485957409440165,ordinary_non_octave
angle,2_to_3,5232.568359375,720,3.5660796805451906,4.479283848908619,ordinary_non_octave
angle,2_to_3,5254.1015625,720,3.5393660086318843,4.473692595743055,ordinary_non_octave
angle,2_to_3,5275.634765625,720,3.5423210128395537,4.461703822459215,ordinary_non_octave
angle,2_to_3,5297.16796875,720,3.5826578615831712,4.450117090468617,ordinary_non_octave
angle,2_to_3,5318.701171875,720,3.5477978533331314,4.4334717885568775,ordinary_non_octave
angle,2_to_3,5340.234375,720,3.5620752333970733,4.4316863278488645,ordinary_non_octave
angle,2_to_3,5361.767578125,720,3.5664033584564017,4.414619673195153,ordinary_non_octave
angle,2_to_3,5383.30078125,720,3.5650242285161347,4.394971050928967,ordinary_non_octave
angle,2_to_3,5404.833984375,720,3.5870567215963405,4.3896405986406215,ordinary_non_octave
angle,2_to_3,5426.3671875,720,3.5517160416713285,4.367354196491452,ordinary_non_octave
angle,2_to_3,5447.900390625,720,3.573611114355726,4.360785032907679,ordinary_non_octave
angle,2_to_3,5469.43359375,720,3.5719078526793124,4.3533327471546475,ordinary_non_octave
angle,2_to_3,5490.966796875,719,3.5558722859576126,4.348611758783724,ordinary_non_octave
angle,2_to_3,5512.5,719,3.5913263845581147,4.341536066581192,ordinary_non_octave
angle,2_to_3,5534.033203125,720,3.5972154771085156,4.32330498250813,ordinary_non_octave
angle,2_to_3,5555.56640625,720,3.566282702182492,4.32597054956759,ordinary_non_octave
angle,2_to_3,5577.099609375,720,3.5777087794162608,4.308025015236569,ordinary_non_octave
angle,2_to_3,5598.6328125,720,3.6115892625197263,4.311968590873894,ordinary_non_octave
angle,2_to_3,5620.166015625,720,3.6026817934953446,4.31230881433254,ordinary_non_octave
angle,2_to_3,5641.69921875,719,3.6050176910023626,4.286572305855988,ordinary_non_octave
angle,2_to_3,5663.232421875,719,3.616241588595048,4.2910766130053455,ordinary_non_octave
angle,2_to_3,5684.765625,718,3.598551401288783,4.271882307868268,ordinary_non_octave
angle,2_to_3,5706.298828125,720,3.6471028053199186,4.261485678330357,ordinary_non_octave
angle,2_to_3,5727.83203125,719,3.626403232841963,4.269979729062064,ordinary_non_octave
angle,2_to_3,5749.365234375,720,3.6066698653341773,4.256018445855404,ordinary_non_octave
angle,2_to_3,5770.8984375,719,3.6245379783922966,4.248128510425799,ordinary_non_octave
angle,2_to_3,5792.431640625,718,3.6226748993883597,4.24653179676753,ordinary_non_octave
angle,2_to_3,5813.96484375,720,3.6387103549032385,4.219334121306267,ordinary_non_octave
angle,2_to_3,5835.498046875,720,3.6150007669632114,4.226931485429851,ordinary_non_octave
angle,2_to_3,5857.03125,720,3.6339425136429924,4.214748064284037,ordinary_non_octave
angle,2_to_3,5878.564453125,720,3.60811672317106,4.202541881040313,ordinary_non_octave
angle,2_to_3,5900.09765625,720,3.6197514968630955,4.192797754537097,ordinary_non_octave
angle,2_to_3,5921.630859375,719,3.605074096189855,4.185174474211829,ordinary_non_octave
angle,2_to_3,5943.1640625,720,3.6447363648385336,4.1693091151425286,ordinary_non_octave
angle,2_to_3,5964.697265625,720,3.639303687992919,4.178680245927551,ordinary_non_octave
angle,2_to_3,5986.23046875,720,3.634225122132557,4.157882174049437,ordinary_non_octave
angle,2_to_3,6007.763671875,720,3.632199849129586,4.146996241878719,ordinary_non_octave
angle,2_to_3,6029.296875,720,3.6620831371681604,4.14641504816756,ordinary_non_octave
angle,2_to_3,6050.830078125,720,3.575657846054896,4.128522936652707,ordinary_non_octave
angle,2_to_3,6072.36328125,720,3.689286666811901,4.125360747049754,ordinary_non_octave
angle,2_to_3,6093.896484375,720,3.6313417129599803,4.109003006217189,ordinary_non_octave
angle,2_to_3,6115.4296875,719,3.6436579666472855,4.105928524099321,ordinary_non_octave
angle,2_to_3,6136.962890625,720,3.6781970441323955,4.086845126345457,ordinary_non_octave
angle,2_to_3,6158.49609375,720,3.6328811136505648,4.089479847048775,ordinary_non_octave
angle,2_to_3,6180.029296875,720,3.7103558923232383,4.080207875514364,ordinary_non_octave
angle,2_to_3,6201.5625,720,3.6776873668579784,4.071417343674681,ordinary_non_octave
angle,2_to_3,6223.095703125,720,3.6507102098101076,4.058666185738944,ordinary_non_octave
angle,2_to_3,6244.62890625,719,3.721308039642911,4.059350215827031,ordinary_non_octave
angle,2_to_3,6266.162109375,720,3.6144750332843296,4.036900845513866,ordinary_non_octave
angle,2_to_3,6287.6953125,720,3.6928922062879295,4.047634541966994,ordinary_non_octave
angle,2_to_3,6309.228515625,719,3.668179751975567,4.028917400714484,ordinary_non_octave
angle,2_to_3,6330.76171875,719,3.6376261337452482,4.0309212245151,ordinary_non_octave
angle,2_to_3,6352.294921875,720,3.689128541980594,4.008946243300035,ordinary_non_octave
angle,2_to_3,6373.828125,719,3.663640389801887,4.0063102984671595,ordinary_non_octave
angle,2_to_3,6395.361328125,720,3.7389773647967814,4.014286733527333,ordinary_non_octave
angle,2_to_3,6416.89453125,720,3.6711708227098976,3.994704294136707,ordinary_non_octave
angle,2_to_3,6438.427734375,718,3.725712889228051,4.009414549528676,ordinary_non_octave
angle,2_to_3,6459.9609375,720,3.6500000854028745,4.001686275997555,ordinary_non_octave
angle,2_to_3,6481.494140625,720,3.676075211969729,4.007604784346222,ordinary_non_octave
angle,2_to_3,6503.02734375,719,3.7269077402628663,3.9984040594944403,ordinary_non_octave
angle,2_to_3,6524.560546875,720,3.71682329902909,4.007816642533588,ordinary_non_octave
angle,2_to_3,6546.09375,717,3.725236048215079,3.9890162727240055,ordinary_non_octave
angle,2_to_3,6567.626953125,718,3.7463292648389697,3.985744692509231,ordinary_non_octave
angle,2_to_3,6589.16015625,720,3.7445062444870807,3.974917865198804,ordinary_non_octave
angle,2_to_3,6610.693359375,720,3.7567101206491675,3.9741537258194715,ordinary_non_octave
angle,2_to_3,6632.2265625,720,3.7525204709366085,3.973945539742187,ordinary_non_octave
angle,2_to_3,6653.759765625,718,3.7445094633884435,3.9592193604477117,ordinary_non_octave
angle,2_to_3,6675.29296875,720,3.7306234993284715,3.9557717061411775,ordinary_non_octave
angle,2_to_3,6696.826171875,717,3.730612039562252,3.9381658315455326,ordinary_non_octave
angle,2_to_3,6718.359375,720,3.696885846362747,3.9353975268334414,ordinary_non_octave
angle,2_to_3,6739.892578125,719,3.69191058523266,3.917576427025436,ordinary_non_octave
angle,2_to_3,6761.42578125,719,3.733571799368114,3.9208816189866753,ordinary_non_octave
angle,2_to_3,6782.958984375,719,3.7057382241589196,3.8931232523558164,ordinary_non_octave
angle,2_to_3,6804.4921875,717,3.724731922349093,3.8898562817657427,ordinary_non_octave
angle,2_to_3,6826.025390625,720,3.739054222905856,3.902780944945031,ordinary_non_octave
angle,2_to_3,6847.55859375,720,3.7450651736098255,3.895744324635964,ordinary_non_octave
angle,2_to_3,6869.091796875,718,3.742157090129426,3.871020278167286,ordinary_non_octave
angle,2_to_3,6890.625,720,3.7386329483518406,3.871392152485896,ordinary_non_octave
angle,2_to_3,6912.158203125,719,3.7617461581419307,3.874265391170444,ordinary_non_octave
angle,2_to_3,6933.69140625,720,3.7603960002862014,3.874205601403035,ordinary_non_octave
angle,2_to_3,6955.224609375,718,3.7547734892763818,3.8692884476081004,ordinary_non_octave
angle,2_to_3,6976.7578125,719,3.6978163713889103,3.855103342903884,ordinary_non_octave
angle,2_to_3,6998.291015625,719,3.72180104927521,3.84403822628922,ordinary_non_octave
angle,2_to_3,7019.82421875,719,3.7484612001198045,3.8406258703773193,ordinary_non_octave
angle,2_to_3,7041.357421875,718,3.738714459422735,3.8245566358186505,ordinary_non_octave
angle,2_to_3,7062.890625,718,3.7813812843355654,3.7993400267494337,ordinary_non_octave
angle,2_to_3,7084.423828125,720,3.750882979426088,3.8248191082734984,ordinary_non_octave
angle,2_to_3,7105.95703125,718,3.773109753369315,3.7986940355824257,ordinary_non_octave
angle,2_to_3,7127.490234375,718,3.755651498879307,3.79425660789268,ordinary_non_octave
angle,2_to_3,7149.0234375,718,3.7900310000780975,3.8047287849110787,ordinary_non_octave
angle,2_to_3,7170.556640625,719,3.805515643402261,3.8043279935075174,ordinary_non_octave
angle,2_to_3,7192.08984375,717,3.767634433983642,3.798320618388458,ordinary_non_octave
angle,2_to_3,7213.623046875,719,3.786320372957889,3.811016612508363,ordinary_non_octave
angle,2_to_3,7235.15625,716,3.7715680972268757,3.795660997696938,ordinary_non_octave
angle,2_to_3,7256.689453125,718,3.810145445101259,3.77961725049979,ordinary_non_octave
angle,2_to_3,7278.22265625,717,3.812945111566949,3.7838990374045327,ordinary_non_octave
angle,2_to_3,7299.755859375,715,3.7427336678710073,3.754183055965255,ordinary_non_octave
angle,2_to_3,7321.2890625,718,3.8056960957844908,3.755438547718976,ordinary_non_octave
angle,2_to_3,7342.822265625,716,3.74724893064894,3.7616826389387676,ordinary_non_octave
angle,2_to_3,7364.35546875,719,3.7925756642971686,3.7574375022886177,ordinary_non_octave
angle,2_to_3,7385.888671875,715,3.7915469503211283,3.7443003438412137,ordinary_non_octave
angle,2_to_3,7407.421875,718,3.7039926685028934,3.742166408755218,ordinary_non_octave
angle,2_to_3,7428.955078125,712,3.79254554704071,3.7040049918274547,ordinary_non_octave
angle,2_to_3,7450.48828125,717,3.711004940815714,3.698202707516262,ordinary_non_octave
angle,2_to_3,7472.021484375,715,3.786815788122351,3.7088902327732516,ordinary_non_octave
angle,2_to_3,7493.5546875,715,3.7851858802872447,3.714129555516843,ordinary_non_octave
angle,2_to_3,7515.087890625,720,3.7752408989665858,3.711414689901666,ordinary_non_octave
angle,2_to_3,7536.62109375,716,3.7652046665324033,3.684862887194906,ordinary_non_octave
angle,2_to_3,7558.154296875,716,3.79707285787626,3.698000849644463,ordinary_non_octave
angle,2_to_3,7579.6875,716,3.7725466642738246,3.6954380033342122,ordinary_non_octave
angle,2_to_3,7601.220703125,714,3.793785851745998,3.653288643453347,ordinary_non_octave
angle,2_to_3,7622.75390625,717,3.774035571308639,3.694479064838645,ordinary_non_octave
angle,2_to_3,7644.287109375,715,3.7667272909072125,3.6998678320317278,ordinary_non_octave
