step,direction_index,azimuth_deg,elevation_deg,ear,lower_radius_m,upper_radius_m,eligible_bins,free_angle_deg,median_angle_deg,median_ara_x,broken_phi_loss,loss_direct,loss_thirty,loss_phi,loss_ordinary_octave,loss_phi_reversed,loss_ridge_half,loss_perpendicular,loss_ordinary_non_octave
0.5_to_1,12,12.0,0.0,1,0.5,1.0,344,2.2045854961703726,2.6039242700586835,1.9979349209143684,33.682253013019704,2.3341602002966155,27.80599169370563,33.80411436669184,42.80228509303347,51.801091400222916,57.80050211114264,87.79876374146724,
0.5_to_1,13,13.0,0.0,0,0.5,1.0,347,2.392475528074764,2.8468854359948534,1.997531657823666,33.736307934191814,2.552839727616018,27.621883697358673,33.619321121246806,42.616829928423414,51.61520738738555,57.61440728937444,87.61205051601884,
0.5_to_1,13,13.0,0.0,1,0.5,1.0,344,2.190452892604291,2.5868524602846703,1.997961905650491,33.70097865001055,2.3181569252354617,27.81989715965463,33.818060903347316,42.81627133690685,51.81510338818937,57.81452675943566,87.81282554878442,
0.5_to_1,14,14.0,0.0,0,0.5,1.0,347,2.399291757860597,2.860384684384474,1.997508198624304,33.72563645915741,2.559875485242841,27.615130943530062,33.61255652184142,42.61005402827475,51.608424241115934,57.607620603151766,87.60525353016816,
0.5_to_1,14,14.0,0.0,1,0.5,1.0,344,2.176943058356046,2.5643102282621895,1.997997265543526,33.71111011741452,2.3018708985749967,27.833110248988408,33.83132733772163,42.82958947248575,51.82845511233432,57.82789502161548,87.82624242861367,
0.5_to_1,15,15.0,0.0,0,0.5,1.0,347,2.40687006942826,2.8836353667967773,1.9974675332757739,33.72047543992097,2.5687710818773373,27.607723207562657,33.60511776310648,42.60258535139089,51.60093620636003,57.60012306010898,87.59772812335946,
0.5_to_1,15,15.0,0.0,1,0.5,1.0,344,2.167793319833643,2.5575434676130495,1.9980078195666766,33.71973845751505,2.291069182650073,27.842079642326834,33.84032917942239,42.838622751142,51.83750880836825,57.836958768763516,87.83533571649643,
0.5_to_1,16,16.0,0.0,0,0.5,1.0,347,2.4163781299927036,2.9075283247162154,1.997425401903177,33.71353211774852,2.580027151728539,27.59843930920903,33.59579311080751,42.59322139031413,51.59154680821699,57.59072116673425,87.58828960942763,
0.5_to_1,16,16.0,0.0,1,0.5,1.0,344,2.167814357974311,2.5570804974925423,1.998008540185599,33.72235841684037,2.2902425640217183,27.84198896493564,33.84025084463628,42.8385564507532,51.83745036497099,57.83690420523162,87.83529260249938,
0.5_to_1,17,17.0,0.0,0,0.5,1.0,347,2.4229380632097253,2.923532946293111,1.9973969860755727,33.70418359426368,2.5872117059310504,27.591980367830125,33.58931562059886,42.58672608598167,51.58504001728269,57.58420874533347,87.58176073266372,
0.5_to_1,17,17.0,0.0,1,0.5,1.0,344,2.153976431402843,2.53412353727758,1.998044131409737,33.73451434414227,2.2739499672900227,27.855560711814217,33.85387046399176,42.852222458438284,51.85114650479998,57.85061517983536,87.84904718209086,
0.5_to_1,18,18.0,0.0,0,0.5,1.0,347,2.4293144616285343,2.9356210187753473,1.997375420678926,33.6911145454084,2.594583821811668,27.585739024189557,33.58304965263209,42.58043639585952,51.57873499178247,57.57789619127277,87.57542613150832,
0.5_to_1,18,18.0,0.0,1,0.5,1.0,344,2.1418279115744685,2.523685960957885,1.9980602080751155,33.74770810226803,2.260092680793206,27.867514137994206,33.865859051446094,42.86424508706613,51.86319122919195,57.862670777772074,87.86113472316626,
0.5_to_1,19,19.0,0.0,0,0.5,1.0,347,2.438046825013162,2.9609649590167213,1.997329917909796,33.687520243956186,2.6046010506503485,27.577185083547946,33.574463141383234,42.57181852331263,51.57009685400666,57.56924810722709,87.56674892977745,
0.5_to_1,19,19.0,0.0,1,0.5,1.0,344,2.1338222376393907,2.5098609489137464,1.9980813984472157,33.74846919652586,2.2501355919206483,27.875325575204762,33.873705275212984,42.87212507905903,51.87109318798837,57.8705835607807,87.8690793590495,
0.5_to_1,20,20.0,0.0,0,0.5,1.0,347,2.448198425152659,2.977025005000596,1.9973008812537534,33.68124049095222,2.6159845881839634,27.567217303464933,33.564461693204976,42.56178470296889,51.56004213971444,57.55918314524014,87.55665399521693,
0.5_to_1,20,20.0,0.0,1,0.5,1.0,344,2.129549475773125,2.507588367689619,1.9980848715602024,33.76002801268602,2.244443554486738,27.879464814140345,33.87786835994278,42.87631133912636,51.875294538785795,57.87479235190829,87.87331006187325,
0.5_to_1,21,21.0,0.0,0,0.5,1.0,347,2.4532601990573077,2.975844221221367,1.9973030214623437,33.6719364569233,2.6223026589861624,27.56230867129761,33.559525278275316,42.55682146636621,51.55506153363738,57.554194003117175,87.55163982133635,
0.5_to_1,21,21.0,0.0,1,0.5,1.0,344,2.124752501911307,2.5012229734579625,1.9980945805597887,33.75984974018346,2.2379025680678764,27.884100447916307,33.88253278263818,42.88100375145325,51.88000518212912,57.87951198545827,87.87805617763816,
0.5_to_1,22,22.0,0.0,0,0.5,1.0,348,16.91883909046899,12.906569943325625,1.9494709838676358,21.824761042867536,19.80579379509604,16.64749598064903,21.682090612763748,29.909429110426963,38.48421554459976,44.29456825613708,73.80297034381101,
0.5_to_1,22,22.0,0.0,1,0.5,1.0,348,14.89200514504019,11.231053670776252,1.961699126672781,22.969517124429768,17.616247170429446,17.799209411298357,23.110772248602377,31.54444010148296,40.22431613719894,46.07918778542913,75.69525241560682,
0.5_to_1,23,23.0,0.0,0,0.5,1.0,347,2.4672547811721293,2.9789731412073435,1.9972973483398913,33.65631556760082,2.6380609649769684,27.548576710687026,33.5457452057715,42.54299513844134,51.54120535346787,57.54032318221961,87.53772618159529,
0.5_to_1,23,23.0,0.0,1,0.5,1.0,344,2.111096844623011,2.4803861200376054,1.9981261742352037,33.76790527772741,2.221428690603211,27.89747183438052,33.895955106982576,42.89447551155468,51.893509095147444,57.893031740207505,87.89162254387668,
0.5_to_1,24,24.0,0.0,0,0.5,1.0,348,17.007574200357265,13.02606457771331,1.9485350001512776,21.75771486291498,19.899614229661257,16.599403437108847,21.620575941995945,29.83811268256059,38.40802823435164,44.2163515279864,73.71995177986099,
0.5_to_1,24,24.0,0.0,1,0.5,1.0,348,14.805278575044412,11.149567376047827,1.9622512067316316,23.031322438633964,17.520323788255528,17.850631113286944,23.17286534380491,31.614659161397192,40.298779876573384,46.15547981161048,75.77606219735436,
0.5_to_1,25,25.0,0.0,0,0.5,1.0,347,2.477344577919498,2.9757118494568426,1.9973032613375472,33.65326875810072,2.6493597257884636,27.53867157800935,33.53580619794947,42.533023581023194,51.53121279905339,57.530320332901766,87.52769323437651,
0.5_to_1,25,25.0,0.0,1,0.5,1.0,344,2.103952638235201,2.4713264225003924,1.9981398513763007,29.34242131106098,2.211860686057507,27.90439337094456,33.90291636041938,42.901475385508114,51.90053412793672,57.90006918049669,87.89869653647993,
0.5_to_1,26,26.0,0.0,0,0.5,1.0,347,2.4837959018233997,2.988280887222846,1.9972804370206905,33.643619153671274,2.6569112788575966,27.532370465223597,33.529477666859584,42.526668648973846,51.524840806612815,57.523939966981686,87.52128835440844,
0.5_to_1,26,26.0,0.0,1,0.5,1.0,348,7.514188547277701,4.86730094835143,1.992787723234751,33.78431764904691,9.915434728142854,23.397960018159687,29.211201112656543,38.039964203362075,46.93382024448969,52.883014477001375,82.73911957072104,
0.5_to_1,27,27.0,0.0,0,0.5,1.0,347,2.491371456369942,3.0133903280592955,1.9972345525840265,33.63921743928071,2.665502888418151,27.52494538170728,33.5220250102754,42.519189486335115,51.51734453909879,57.516435310994126,87.51375916678232,
0.5_to_1,27,27.0,0.0,1,0.5,1.0,345,2.0829702880910395,2.442299892936087,1.9981832843561351,33.78852464385803,2.1904849744799093,27.92525751247354,33.92380231755968,42.922382255592815,51.92145446065229,57.92099610549268,87.9196427004059,
0.5_to_1,28,28.0,0.0,0,0.5,1.0,347,2.5022292043022447,3.029129475635257,1.9972055956389705,33.62831441713092,2.67773290873941,27.51429630705484,33.511337645948785,42.50846533507583,51.506596659708585,57.50567579825731,87.50296564549194,
0.5_to_1,28,28.0,0.0,1,0.5,1.0,345,2.077518406121198,2.424439499041093,1.9982097543164983,33.792628776589765,2.1843489825451474,27.930633292323932,33.929191785788525,42.92778498742555,51.926865807753664,57.92641169400192,87.92507075559126,
0.5_to_1,29,29.0,0.0,0,0.5,1.0,348,17.222229893140792,13.294491692743378,1.9464018211344278,21.610334941696454,20.12824658674089,16.486737611431767,21.47430460691357,29.667248276069945,38.224932729796144,44.02815830215649,73.51969076302827,
0.5_to_1,29,29.0,0.0,1,0.5,1.0,348,14.601933286251258,10.947484902658335,1.9636032260385319,23.167696227694446,17.289798100998844,17.967223525025442,23.315186505005972,31.77677017273294,40.47132717688125,46.33254929337638,75.96439380952155,
0.5_to_1,30,30.0,0.0,0,0.5,1.0,347,2.5128433199722076,3.034624701838497,1.9971954500048332,33.610809496696426,2.6900300914849007,27.50392086039301,33.500918537483344,42.49800422485267,51.496108429046316,57.495174262684245,87.49242518240135,
0.5_to_1,30,30.0,0.0,1,0.5,1.0,348,14.556781323192665,10.898811647396709,1.9639251979856251,23.197567641464985,17.242105877760157,17.99675903345742,23.349560163523833,31.81477480688102,40.51120625450547,46.373229953463145,76.00703636457095,
0.5_to_1,31,31.0,0.0,0,0.5,1.0,347,2.5262338997202245,3.0401205116357524,1.9971852849187233,33.603041367633814,2.704643632048202,27.490745046163546,33.487703062415655,42.48475074896355,51.48283049723077,57.48188435681239,87.47910033388969,
0.5_to_1,31,31.0,0.0,1,0.5,1.0,346,2.0513116495439236,2.3876856984063597,1.9982636142266466,33.81199001042372,2.155627819385851,27.95653827502745,33.95515119283888,42.95379707123408,51.952912075695686,57.952474781931784,87.95118324603601,
0.5_to_1,32,32.0,0.0,0,0.5,1.0,346,2.5392508745948854,3.049603977831806,1.9971677009468725,33.59461634205386,2.715813096967657,27.477637968027164,33.474610943322844,42.471673643313395,51.46976341816051,57.46882229371222,87.4660533198485,
0.5_to_1,32,32.0,0.0,1,0.5,1.0,346,2.041578642272173,2.3667551479916513,1.9982939190082343,33.81789336834426,2.144085836699126,27.96609349799867,33.96473821232158,42.96341497449473,51.96255007897263,57.962122692345154,87.96086032131646,
0.5_to_1,33,33.0,0.0,0,0.5,1.0,346,2.5475938719687017,3.054001082252885,1.9971595284703065,33.585434859533855,2.7252182611676408,27.46945908191276,33.46640189487444,42.46343563695498,51.46150674434613,57.46055647080663,87.45776076264836,
0.5_to_1,33,33.0,0.0,1,0.5,1.0,346,2.025623434198576,2.34066832960052,1.9983313160354101,33.831687934025524,2.1259191339258527,27.9818177771223,33.980503894169885,42.979220829211414,51.97838205706817,57.97796753992126,87.97674302909974,
0.5_to_1,34,34.0,0.0,0,0.5,1.0,346,2.557854711015648,3.06266143603238,1.9971434001768196,33.570295828009655,2.736274437458482,27.459350231499467,33.45626486331016,42.453271650200065,51.45132543489428,57.45036668703874,87.44754627669248,
0.5_to_1,34,34.0,0.0,1,0.5,1.0,346,2.019683248476335,2.3215430529310037,1.9983584695031422,33.83783033499452,2.1179823536244204,27.987583931838135,33.98630099554772,42.98504806194119,51.98422893931217,57.98382411874112,87.98262819741477,
0.5_to_1,35,35.0,0.0,0,0.5,1.0,346,2.571488587790143,3.0690771498974803,1.9971314230337054,33.5627517904325,2.7516550779512152,27.445988603083805,33.44285315799363,42.43981188420728,51.43783469574394,57.436860770181354,87.43399601908739,
0.5_to_1,35,35.0,0.0,1,0.5,1.0,346,2.0039703747581994,2.2934138411495715,1.998397983840695,33.85258809337178,2.1006759674454405,28.003117987729702,34.00186719192951,43.00064541134197,51.99984652906504,57.99945167455653,87.9982850518334,
0.5_to_1,36,36.0,0.0,0,0.5,1.0,346,2.5813191559607116,3.0786144242845195,1.9971135705590342,33.55290999925675,2.76266835996452,27.436347918582502,33.433177492394854,42.43010266816102,51.42810386960997,57.42711935794676,87.4242236934033,
0.5_to_1,36,36.0,0.0,1,0.5,1.0,346,1.99374675102919,2.272312494596953,1.9984273433103303,33.860646714462064,2.0881331908423606,28.01313076328574,34.011917531191855,43.010732295905754,52.00995723043372,58.00957412444255,88.00844212368176,
0.5_to_1,37,37.0,0.0,0,0.5,1.0,346,2.58552205917781,3.0753905173575244,1.9971196106960822,33.54538560577616,2.7667406630437337,27.432162334491082,33.42898840281795,42.42591034462946,51.423909531514,57.422924052987774,87.42002564198054,
0.5_to_1,37,37.0,0.0,1,0.5,1.0,346,1.9773432978099565,2.249294882265382,1.9984590386415868,33.876869322555926,2.069104544949292,28.02928104231952,34.02811302696071,43.02697173651701,52.02622528546978,58.02585628735465,88.02476583332748,
0.5_to_1,38,38.0,0.0,0,0.5,1.0,347,2.592341227703722,3.0997923523426696,1.997073732617179,33.53334292791026,2.778001308290634,27.425842149451693,33.42257804051322,42.419412782068655,51.41735542282258,57.41634213309324,87.41336208087523,
0.5_to_1,38,38.0,0.0,1,0.5,1.0,345,1.9729506510156605,2.2349574277135913,1.9984786183394654,33.88097743671409,2.0611947270088495,28.03339944854547,34.03227992405918,43.03118595985056,52.03047043217039,58.03011671176244,88.02907137144996,
0.5_to_1,39,39.0,0.0,0,0.5,1.0,347,2.5983573513604807,3.1149041829686,1.997045138359855,33.523641723178855,2.7841945914335375,27.419888738675418,33.416612788028246,42.41343628970098,51.411371753494734,57.410354966327375,87.40736477138573,
0.5_to_1,39,39.0,0.0,1,0.5,1.0,347,1.956248374313935,2.2127869104121336,1.9985086487537564,33.889736593188715,2.046855597801185,28.050217742103428,34.04907832655161,43.04796469230567,52.04723617457842,58.046875996220315,88.04581143053736,
0.5_to_1,40,40.0,0.0,0,0.5,1.0,347,2.610020667935691,3.11793120151561,1.997039394004315,33.515592096285644,2.7972133485146653,27.40845056622076,33.40513305505217,42.401916730295305,51.39982655982463,57.39879722054135,87.39577039129917,
0.5_to_1,40,40.0,0.0,1,0.5,1.0,346,1.960492038278916,2.2101989902593253,1.9985121303465194,33.900184001464424,2.0475737622491943,28.045731154939006,34.044634401852065,43.04356252526908,52.04286135655618,58.042514708775165,88.041490170383,
0.5_to_1,41,41.0,0.0,0,0.5,1.0,347,2.623387213249805,3.132612801137897,1.9970114537376549,33.50077939457039,2.8121846891728954,27.39534905656488,33.39198262116271,42.38871941370175,51.386599067218285,57.385554951886995,87.38248499751569,
0.5_to_1,41,41.0,0.0,1,0.5,1.0,346,1.9565315511894799,2.2063187693168524,1.9985173535956613,33.906281441728986,2.0421889195066307,28.049574729603062,34.04849870254653,43.04744703203551,52.04675905428206,58.04641892003518,88.04541360212268,
0.5_to_1,42,42.0,0.0,0,0.5,1.0,347,2.6340982609955272,3.1434792760376253,1.9969906895197782,33.490948140364004,2.8242002398668915,27.384853684749398,33.38144742522688,42.378146060266324,51.376001156253366,57.37494501675275,87.37183997155874,
0.5_to_1,42,42.0,0.0,1,0.5,1.0,346,1.9445929402308988,2.182232257067122,1.9985495452492543,33.921356207501965,2.0281557291643737,28.061322834960727,34.060280738201755,43.05926208193727,52.05859562182604,58.05826610254594,88.05729206840385,
0.5_to_1,43,43.0,0.0,0,0.5,1.0,347,2.6425811585491275,3.1643074147158976,1.996950689256675,33.477415473730645,2.8339727256676626,27.376569030776675,33.37312628439672,42.36978991144996,51.36762245117563,57.36655525987187,87.36341793262777,
0.5_to_1,43,43.0,0.0,1,0.5,1.0,346,1.9392894488623305,2.168575761749616,1.9985676389939862,33.92671401021544,2.020712211724032,28.06645526087808,34.06544345116504,43.064454338177796,52.06380717317433,58.06348718410848,88.06254128201951,
0.5_to_1,44,44.0,0.0,0,0.5,1.0,347,2.6519424028349516,3.183237574503586,1.9969141051307975,33.46468826947743,2.844527621786178,27.367403845103894,33.36392489481698,42.36055383415046,51.35836404992793,57.35728592821413,87.35411670253906,
0.5_to_1,44,44.0,0.0,1,0.5,1.0,346,1.9350618555285257,2.1613382815917905,1.9985771838579915,29.538398568297787,2.01459119665122,28.07053377401137,34.06954833999961,43.06858496273191,52.06795461022589,58.067642926385446,88.06672154505634,
0.5_to_1,45,45.0,0.0,0,0.5,1.0,347,2.6685699006193997,3.209419801576788,1.9968631465343043,33.46050713994985,2.8619578169653765,27.350989168747173,33.34747021441795,42.34406111239618,51.341846999101946,57.34075700992935,87.33755332292402,
0.5_to_1,45,45.0,0.0,1,0.5,1.0,348,7.242130829595534,4.797669634620048,1.9929924793466904,33.948802178280204,9.50648026445404,23.576372011883464,29.409857995025675,38.25678230529661,47.16166915432634,53.11607541476487,82.98668337565528,
0.5_to_1,46,46.0,0.0,0,0.5,1.0,347,2.679124819176342,3.224199358164585,1.9968341968851826,33.445531954243926,2.873415187316326,27.340611289583844,33.33705937628578,42.33361880483205,51.331384496890934,57.33028463680901,87.32705220827597,
0.5_to_1,46,46.0,0.0,1,0.5,1.0,346,1.921901941931555,2.154473993623554,1.9985862005006039,33.955348609380856,1.997126460800092,28.083347335824026,34.082423245440694,43.08151969611318,52.08092841311318,58.08063602500098,88.07977159684707,
0.5_to_1,47,47.0,0.0,0,0.5,1.0,347,2.692710550900648,3.2393342945418997,1.996804413432852,33.43855054005635,2.8881395658950946,27.327252278596358,33.323658119828956,42.320177227547504,51.317917052963274,57.31680455192885,87.31353532522877,
0.5_to_1,47,47.0,0.0,1,0.5,1.0,346,1.9148080342626286,2.144383176348219,1.9985994156695988,29.567561186358496,1.9881565698586892,28.090288081301594,34.08939113682383,43.088514054938535,52.08794005185757,58.08765619677521,88.08681694997838,
0.5_to_1,48,48.0,0.0,0,0.5,1.0,348,18.099550722982922,13.978663601692922,1.9407709733561254,20.95164528010278,20.99972618660111,15.969203378166524,20.82836642316075,28.931452345911666,37.44645539740798,43.23242317004993,72.68472583545524,
0.5_to_1,48,48.0,0.0,1,0.5,1.0,346,2.238758423367976,2.418020840658539,1.9982192195169075,23.822113581924565,2.2894164015657767,27.76537271598708,33.76463861760206,42.76392368991228,51.76345735879721,57.76322720083774,87.76254845464278,
0.5_to_1,49,49.0,0.0,0,0.5,1.0,348,18.14651859527022,14.02743870057192,1.9403589251645315,20.91815742125749,21.04401984218506,15.939248897048614,20.791859759502582,28.89055377703859,37.40356617796082,43.18875478276553,72.63936552565447,
0.5_to_1,49,49.0,0.0,1,0.5,1.0,348,13.731526201194178,10.133212708946239,1.9688025766815156,33.61759097053249,16.386384471236244,18.563998059887897,23.996743728122603,32.52193471999623,41.24934867740582,47.12462680908859,76.79087758206843,
0.5_to_1,50,50.0,0.0,0,0.5,1.0,347,2.7268715852476677,3.2832269210831857,1.9967172508840558,33.39901505833538,2.9264800600398977,27.29380864641194,33.29008157700998,42.28647352132265,51.28413160359706,57.28297910646836,87.27959326324356,
0.5_to_1,50,50.0,0.0,1,0.5,1.0,348,7.164554385249586,4.744755756726627,1.9931461223470734,33.96939612864785,9.395228626378895,23.630426526555848,29.46900753679973,38.32049616418695,47.228153122210635,53.18386780511529,83.05811538673993,
0.5_to_1,51,51.0,0.0,0,0.5,1.0,347,2.741011090713777,3.2985145556933206,1.996686617354742,33.39841997047026,2.941589056040351,27.279887843094034,33.276119780455545,42.272472698085416,51.27010579643393,57.26894110500877,87.26551982224214,
0.5_to_1,51,51.0,0.0,1,0.5,1.0,348,1.8969552413138038,2.1339588141238384,1.9986129995231572,33.96704117409543,1.9701678878240283,28.108081525201694,34.10719548909906,43.106328883215866,52.105761633856986,58.10548108869383,88.10465151210649,
0.5_to_1,52,52.0,0.0,0,0.5,1.0,347,2.749346407443995,3.320070585058987,1.9966431816207184,33.37675162765612,2.9513311864063416,27.27177242727753,33.26796378553829,42.264277813561364,51.26188587798836,57.26070892748863,87.25725186156126,
0.5_to_1,52,52.0,0.0,1,0.5,1.0,348,1.9001689470439171,2.1325720282305207,1.9986148009276175,33.95492023666328,1.9725328353047349,28.104817184314154,34.103939971786154,43.103082030782936,52.10252047171627,58.10224274622353,88.10142152836383,
0.5_to_1,53,53.0,0.0,0,0.5,1.0,347,2.761383657722536,3.3386271165321415,1.9966055635599058,33.36811019443357,2.964487296932581,27.25995534608086,33.256105628555666,42.25238047422472,51.24996341364198,57.24877418781096,87.2452813998764,
0.5_to_1,53,53.0,0.0,1,0.5,1.0,348,1.9051765417142412,2.1361985309163973,1.998610086891262,33.948984857801705,1.9778338053115851,28.099844021961736,34.098960622840224,43.09809668427541,52.09753122803704,58.09725158349338,88.09642472344079,
0.5_to_1,54,54.0,0.0,0,0.5,1.0,347,2.7759201052400733,3.362214184842008,1.996557445235611,33.35539557006056,2.9808768948646707,27.245741332324464,33.24183177090355,42.238049405609765,51.235595592287304,57.234388390490636,87.23084321568332,
0.5_to_1,54,54.0,0.0,1,0.5,1.0,348,1.9235782917014532,2.148849043098621,1.9985935769174514,33.930836655819185,1.9973751750136526,28.081574209571542,34.0806671088941,43.07978019136855,52.079199802665975,58.078912804782995,88.07806432411817,
0.5_to_1,55,55.0,0.0,0,0.5,1.0,348,18.415070711494515,14.463591977895671,1.9366120987527866,20.708783723765052,21.30069185495081,15.773878115729717,20.587238335239693,28.659433167197523,37.16035302117245,42.94078467052304,72.3809833135096,
0.5_to_1,55,55.0,0.0,1,0.5,1.0,348,1.9310302982336336,2.141147099441102,1.998603640108187,33.931139124320254,2.0062203737840494,28.074242684250063,34.07331417275643,43.072406403022796,52.071812413041215,58.0715187023738,88.07065042626932,
0.5_to_1,56,56.0,0.0,0,0.5,1.0,347,2.7961499688031735,3.3856291872956765,1.9965093432600463,33.331452959984304,3.0038197009112704,27.225979039648735,33.221982707866104,42.218117385824975,51.215610278164604,57.214377009098,87.21075586423393,
