analysis,direction_index,azimuth_deg,elevation_deg,ear,rho_bins,median_rho,rho_log_loss_phi,rho_log_loss_two,eta_bins,median_eta,eta_log_loss_one,eta_log_loss_phi,eta_log_loss_two
complete_timing,140,140.0,0.0,1,346,3.3380046294851975,0.7241605003414076,0.5122251448410657,348,1.427628181712592,0.3560144190612612,0.1365453540078366,0.3371327614986841
complete_timing,141,141.0,0.0,0,330,0.13045273230917545,2.5179587497298916,2.7298941052302337,332,11.013765670683018,2.3991355468512747,1.9179237217916711,1.705988366291329
complete_timing,141,141.0,0.0,1,346,3.3286266374245512,0.7213465411495388,0.509411185649197,348,0.48173791235755303,0.7303552118992153,1.2115670369588187,1.4235023924591605
complete_timing,142,142.0,0.0,0,331,0.12991973665197235,2.5220502546318713,2.7339856101322133,333,10.99911130112699,2.3978144787279803,1.916602653668377,1.7046672981680349
complete_timing,142,142.0,0.0,1,348,1.3810291693695418,0.24911255746493852,0.39548175922285533,348,0.5334139411486185,0.6284680399078508,1.1096798649674544,1.321615220467796
complete_timing,143,143.0,0.0,0,333,0.1310158579692184,2.5136487349667958,2.725584090467138,335,12.424911233803188,2.5197034277964634,2.03849160273686,1.826556247236518
complete_timing,143,143.0,0.0,1,342,0.045802634781184154,3.5646254910873885,3.7765608465877305,342,8.37155067808936,2.124838970634667,1.6436271455750635,1.4316917900747215
complete_timing,144,144.0,0.0,0,336,0.1318229558476988,2.507689776083405,2.719625131583747,338,10.991086433296658,2.3966155543472842,1.9154037292876807,1.7034683737873386
complete_timing,144,144.0,0.0,1,343,0.18882508849381,2.1481459751871816,2.3600813306875237,344,8.432245945497632,2.1320629812341396,1.6508511561745365,1.4389158006741944
complete_timing,145,145.0,0.0,0,337,0.13034219257625235,2.5188038613037573,2.7307392168040994,339,12.349569345779036,2.5136211916788636,2.03240936661926,1.8204740111189182
complete_timing,145,145.0,0.0,1,342,0.18693306005916605,2.1582166738477575,2.370152029348099,342,8.214808360521133,2.105887931122508,1.675100001955962,1.4713496895486697
complete_timing,146,146.0,0.0,0,343,0.061349111287976696,3.2723864189232925,3.4843217744236346,343,37.839446376747766,3.6333521134410187,3.1521402883814154,2.9402049328810733
complete_timing,146,146.0,0.0,1,343,0.0874629996115511,2.917751261691616,3.129686617191958,343,25.12293114710476,3.2237810205851276,2.7425691955255243,2.530633840025182
complete_timing,147,147.0,0.0,0,344,0.12487247802276688,2.5616863713031184,2.7736217268034604,346,11.783134542207428,2.4666675892791057,1.985455764219502,1.77352040871916
complete_timing,147,147.0,0.0,1,343,0.045798882438845834,3.5647074141178705,3.7766427696182125,343,8.524939639194997,2.1429959426981795,1.6617841176385761,1.449848762138234
complete_timing,148,148.0,0.0,0,345,3.175295426319194,0.6741888506159751,0.4622534951156333,348,1.439098436229197,0.36401384203879683,0.1347486597410596,0.32913333852114846
complete_timing,148,148.0,0.0,1,346,3.304111494310809,0.7139557630160241,0.5020204075156823,348,0.48535028225043264,0.7228851707187315,1.204096995778335,1.4160323512786768
complete_timing,149,149.0,0.0,0,345,0.13151248904859855,2.509865283180041,2.7218006386803832,347,11.283029007803746,2.4232997390830535,1.9420879140234502,1.7301525585231081
complete_timing,149,149.0,0.0,1,342,0.18562230660074813,2.1652532054471902,2.3771885609475323,342,7.954044748107715,2.073672168008142,1.5969002779415498,1.396799390223313
complete_timing,150,150.0,0.0,0,348,1.4148690687371803,0.2840507140833372,0.34611026931624533,348,0.5269720179233655,0.6406180256859914,1.1218298507455948,1.3337652062459366
complete_timing,150,150.0,0.0,1,348,1.3773694748288818,0.26664911329556173,0.37297190436239225,348,0.5437515790183904,0.6092649267463746,1.0904767518059781,1.30241210730632
complete_timing,151,151.0,0.0,0,345,3.19015477479332,0.6788576093041411,0.46692225380379926,348,1.4346893890049008,0.3609480797365868,0.13629937340856188,0.33219910082335846
complete_timing,151,151.0,0.0,1,347,3.348830066851881,0.727399226005497,0.5154638705051552,348,1.4282595014189585,0.35645624766945194,0.13488850942684213,0.33669093289049334
complete_timing,152,152.0,0.0,0,347,0.0335643836913442,3.8755016084658354,4.087436963966177,347,10.756659024606742,2.3755250069468015,1.894313181887198,1.682377826386856
complete_timing,152,152.0,0.0,1,340,0.04520330107447357,3.5777970296851445,3.7897323851854865,340,8.975117647859204,2.1944560163511784,1.713244191291575,1.501308835791233
complete_timing,153,153.0,0.0,0,346,0.15094955944749383,2.3720243371663114,2.583959692666653,347,10.888279568011308,2.387686941728865,1.9064751166692617,1.6945397611689197
complete_timing,153,153.0,0.0,1,340,0.1783590560152217,2.205168747057453,2.4171041025577944,340,7.911609233285706,2.0683301848434943,1.587118359783891,1.3917415678486504
complete_timing,154,154.0,0.0,0,346,0.15661251251965724,2.335205700733698,2.5471410562340395,347,10.057005872006213,2.3082694933347208,1.8270576682751174,1.6151223127747754
complete_timing,154,154.0,0.0,1,340,0.17948807165755576,2.1988589723708754,2.4107943278712174,340,8.961102471137565,2.1928932571955437,1.7116814321359406,1.4997460766355986
complete_timing,155,155.0,0.0,0,346,0.1585401885690173,2.322973390636007,2.5349087461363484,347,10.801316663027741,2.379668039942668,1.8984562148830646,1.6865208593827226
complete_timing,155,155.0,0.0,1,340,0.18246345070858028,2.1824172322806343,2.394352587780976,339,7.8242251175682,2.0572247050139123,1.5897082912682547,1.4167721625402647
complete_timing,156,156.0,0.0,0,346,3.2235785529631764,0.6892760252824992,0.4773406697821574,348,1.4311176238865828,0.3584554945287302,0.13248150398250508,0.3346916860312151
complete_timing,156,156.0,0.0,1,347,3.336461944343467,0.7236991223754817,0.5117637668751399,348,1.4303469346667579,0.35791621493087206,0.12760655717461508,0.33523096562907323
complete_timing,157,157.0,0.0,0,347,0.06848442965546561,3.1623606889108706,3.3742960444112127,347,9.637944140582537,2.2657078224535283,1.784495997393925,1.572560641893583
complete_timing,157,157.0,0.0,1,339,0.0854463874815976,2.941077971774075,3.153013327274417,339,8.945266600068754,2.191124520884205,1.7099126958246016,1.4979773403242596
complete_timing,158,158.0,0.0,0,346,0.1734739054741055,2.2329402048402907,2.4448755603406327,347,10.769645917607605,2.3767316138968897,1.8955197888372863,1.6835844333369443
complete_timing,158,158.0,0.0,1,338,0.1773918141892818,2.2106063255152,2.4225416810155416,339,8.1053513648096,2.092524505859287,1.6621506625690952,1.4600748851598486
complete_timing,159,159.0,0.0,0,346,0.17889354142882136,2.202177543031267,2.414112898531609,347,9.167245575827277,2.215636867736915,1.7344250426773118,1.5224896871769698
complete_timing,159,159.0,0.0,1,339,0.17955908580621768,2.1984627814407154,2.4103981369410574,340,8.176198929896966,2.101224206076926,1.6725943468265578,1.4633039716347982
complete_timing,160,160.0,0.0,0,346,3.197987621458905,0.6813041070963396,0.4693687515959978,348,1.4308315376848613,0.3582553839437089,0.13633214085422107,0.33489179661623636
complete_timing,160,160.0,0.0,1,346,3.2992723219061957,0.712487920579978,0.5005525650796362,348,0.482446270062056,0.7288871046683262,1.2100989297279297,1.4220342852282715
complete_timing,161,161.0,0.0,0,348,1.4146373819028988,0.2181078756078117,0.34627402368182314,348,0.529416164917485,0.635984703713006,1.1171965287726093,1.3291318842729511
complete_timing,161,161.0,0.0,1,348,1.3854060251855058,0.26005060318221274,0.3671541583080124,348,0.5194609778089554,0.6549636603992015,1.1361754854588049,1.348110840959147
complete_timing,162,162.0,0.0,0,346,0.1865132741843101,2.1604662538869928,2.3724016093873344,347,8.564115867368546,2.1475809002212167,1.6663690751616134,1.4544337196612713
complete_timing,162,162.0,0.0,1,339,0.1777827610678235,2.2084047425364415,2.420340098036783,339,8.570923614414545,2.1483754997797915,1.6990535040427748,1.5191600972589079
complete_timing,163,163.0,0.0,0,346,0.18787766466273526,2.1531765659268163,2.3651119214271583,347,10.620814753059966,2.3628157316149365,1.8816039065553332,1.6696685510549911
complete_timing,163,163.0,0.0,1,340,0.1764505940674166,2.2159270527697195,2.4278624082700615,340,8.753102531182584,2.169399298430349,1.7035003692516968,1.5059589978537473
complete_timing,164,164.0,0.0,0,345,0.18934671141164106,2.1453873176206173,2.3573226731209593,347,8.440294554202412,2.133017207785898,1.6518053827262946,1.4398700272259526
complete_timing,164,164.0,0.0,1,341,0.042554219428717364,3.638188089926624,3.850123445426966,341,9.301295031765125,2.2301536411921603,1.748941816132557,1.537006460632215
complete_timing,165,165.0,0.0,0,346,0.1906042696153142,2.1387677141016956,2.3507030696020372,347,8.430990376213126,2.131914247463565,1.6507024224039615,1.4387670669036194
complete_timing,165,165.0,0.0,1,348,0.8003291576095266,0.7039440192296391,0.9158793747299809,348,1.435671155581133,0.36163157661260825,0.1268211630225909,0.33151560394733703
complete_timing,166,166.0,0.0,0,346,3.211940687729236,0.6856606329334641,0.4737252774331223,348,0.4795204252803321,0.7349692058903626,1.216181030949966,1.428116386450308
complete_timing,166,166.0,0.0,1,346,3.3023078127156804,0.7134096030060593,0.5014742475057175,348,0.48900642317024373,0.7153807065730584,1.1965925316326618,1.4085278871330038
complete_timing,167,167.0,0.0,0,345,0.19629014486318366,2.1093732084863275,2.3213085639866695,347,8.245971443729236,2.1097247712335063,1.628512946173903,1.416577590673561
complete_timing,167,167.0,0.0,1,340,0.17286747445902406,2.236441917034793,2.4483772725351347,341,9.335754716876869,2.233851621811019,1.7526397967514158,1.5407044412510738
complete_timing,168,168.0,0.0,0,346,3.249195713834194,0.6971937439405643,0.4852583884402225,348,1.433420939921457,0.3600638505580239,0.12321897280206806,0.33308333000192136
complete_timing,168,168.0,0.0,1,346,3.2988547382927753,0.7123634651296763,0.5004281096293345,348,1.4390485024604573,0.3639813804965385,0.12562629068545475,0.3291658000634068
complete_timing,169,169.0,0.0,0,345,0.19880235009390054,2.096655988491249,2.3085913439915906,347,10.459472210220268,2.347507999449801,1.8662961743901976,1.6543608188898555
complete_timing,169,169.0,0.0,1,341,0.16892314910448297,2.2595232315705416,2.4714585870708836,342,9.168501116527388,2.2157572914388743,1.7444675087244175,1.5718552451657597
complete_timing,170,170.0,0.0,0,345,0.1991506462544772,2.094905549355445,2.3068409048557865,347,10.368497318084735,2.3387721050958157,1.8575602800362123,1.6459875863494164
complete_timing,170,170.0,0.0,1,341,0.16565088502215683,2.2790846325865535,2.491019988086895,342,9.673728132372116,2.2694136751107217,1.7882018500511183,1.5762664945507763
complete_timing,171,171.0,0.0,0,346,3.339125945438954,0.7244927645450342,0.5125574090446924,348,1.4340364878258731,0.3604931030024138,0.1207187220571897,0.3326540775575315
complete_timing,171,171.0,0.0,1,346,3.2995537255860077,0.7125753985800275,0.5006400430796857,348,1.4412759451984853,0.36552879423891593,0.1256252380257323,0.32761838632102935
complete_timing,172,172.0,0.0,0,345,0.19818089851619017,2.0997868615823805,2.311722217082722,347,8.34607864921443,2.121791805706846,1.6405799806472428,1.4286446251469007
complete_timing,172,172.0,0.0,1,342,0.16220960842752852,2.300077771204779,2.512013126705121,342,9.878173849335294,2.290327661586863,1.8091158365272595,1.5971804810269175
complete_timing,173,173.0,0.0,0,348,1.3838586601085148,0.22074367637470518,0.36827272780576076,348,0.5258019735469419,0.6428379364616856,1.124049761521289,1.3359851170216308
complete_timing,173,173.0,0.0,1,348,1.3955231500340846,0.26023606057006715,0.3598779139582703,348,0.5097135099700616,0.6739069348283471,1.1551187598879504,1.3670541153882922
complete_timing,174,174.0,0.0,0,346,3.4006978830832826,0.7427679863905572,0.5308326308902154,348,0.4765102280628706,0.7412721160010023,1.2224839410606059,1.4344192965609475
complete_timing,174,174.0,0.0,1,347,3.301380009206517,0.7131287406060528,0.501193385105711,348,0.49159705825902034,0.7100965722254736,1.191308397285077,1.403243752785419
complete_timing,175,175.0,0.0,0,345,0.1937796743270191,2.1222452897188724,2.3341806452192144,347,8.324450658792175,2.1191970467574035,1.6379852216978001,1.426049866197458
complete_timing,175,175.0,0.0,1,343,0.1608036497110737,2.3087830503462827,2.5207184058466243,343,10.201049431134692,2.322490600403247,1.8412787753436435,1.6293434198433014
complete_timing,176,176.0,0.0,0,345,0.1973659554287622,2.1039074568160276,2.3158428123163697,347,10.076021194981106,2.310158461999575,1.8289466369399716,1.6339720860389226
complete_timing,176,176.0,0.0,1,343,0.16010728345826866,2.313122991892914,2.5250583473932555,343,9.508422602824263,2.2521779955889034,1.8395585683112827,1.6338058022356052
complete_timing,177,177.0,0.0,0,346,0.04270193564875955,3.634722853507692,3.846658209008034,346,8.381931570222187,2.1260759073661895,1.6448640823065859,1.4329287268062438
complete_timing,177,177.0,0.0,1,347,3.2819751820075376,0.7072336057294725,0.49529825022913065,348,1.4427962069710905,0.36658282438592193,0.12723451697193064,0.32656435617402335
complete_timing,178,178.0,0.0,0,345,0.1914688163058395,2.1342421478147684,2.3461775033151104,347,10.112708588170277,2.3137929089377924,1.832581083878189,1.6260409548905228
complete_timing,178,178.0,0.0,1,342,0.16166933184090335,2.3034140656073445,2.515349421107686,341,9.550255131121906,2.2565678694365148,1.8332191422135184,1.6221408525678798
complete_timing,179,179.0,0.0,0,345,0.17456824393103282,2.226651356152837,2.4385867116531785,346,10.930757557830304,2.3915806072552477,1.9103687821956443,1.6984334266953023
complete_timing,179,179.0,0.0,1,340,0.1475048362017466,2.3951061410378713,2.607041496538213,340,10.797045240085133,2.379172002251548,1.9141339058004703,1.7058044955167357
complete_timing,180,180.0,0.0,0,345,0.1733823606854114,2.2334677710207846,2.4454031265211267,346,9.016468251416164,2.1990525962528595,1.7178407711932564,1.5059054156929144
complete_timing,180,180.0,0.0,1,339,0.14621913647378795,2.4038606728581593,2.6157960283585013,339,10.609855199214682,2.36178330495639,1.9004391371219667,1.7053344328634883
complete_timing,181,181.0,0.0,0,346,3.3727952886940074,0.7345293873108931,0.5225940318105513,348,1.4281757055352462,0.35639420867322397,0.1248176163863795,0.3367529718867213
complete_timing,181,181.0,0.0,1,347,3.2455815919462014,0.6960827361392569,0.48414738063891505,348,1.4401726768964231,0.3647627028745971,0.12714818583164514,0.3283844776853482
complete_timing,182,182.0,0.0,0,345,0.17255250277771533,2.238265549950846,2.4502009054511875,347,10.889561431060118,2.3878046635039802,1.9065928384443769,1.6946574829440348
complete_timing,182,182.0,0.0,1,339,0.14720225706211945,2.3971595645620765,2.6090949200624185,338,10.659887599614288,2.3664760927963444,1.892230411959198,1.68441961919337
complete_timing,183,183.0,0.0,0,346,3.372441532346323,0.7344248632432331,0.5224895077428913,348,0.472588677056633,0.7495423377163128,1.2307541627759164,1.442689518276258
complete_timing,183,183.0,0.0,1,347,3.2640230973322995,0.7017486884057916,0.4898133329054498,348,0.48387443920983375,0.7259322103657728,1.2071440354253764,1.419079390925718
complete_timing,184,184.0,0.0,0,345,0.17056937800298722,2.2498249809748,2.4617603364751415,346,10.965011466094786,2.3947093421091763,1.9134975170495727,1.7015621615492307
complete_timing,184,184.0,0.0,1,348,1.4035476708262367,0.21388519731222227,0.35414518390117233,348,0.5286824814123863,0.6373791061481704,1.1185909312077738,1.3305262867081158
complete_timing,185,185.0,0.0,0,345,0.1715115211496598,2.244316660976917,2.456252016477259,346,10.907862891506438,2.3894837778115017,1.9082719527518985,1.6963365972515565
complete_timing,185,185.0,0.0,1,341,0.14688085370635245,2.399345364915533,2.6112807204158752,341,10.827178404321275,2.382059491917331,1.9008476668577274,1.6925248966808768
complete_timing,186,186.0,0.0,0,346,3.341048119745822,0.725069632225615,0.5131342767252732,348,1.4301102834688844,0.35775137771666976,0.12346044734293371,0.3353958028432755
complete_timing,186,186.0,0.0,1,347,3.261608023513262,0.7010085074533058,0.48907315195296397,348,1.4406524098349147,0.3650960414121757,0.12144072536672823,0.32805113914776957
complete_timing,187,187.0,0.0,0,344,3.3260590692698866,0.7205763043554317,0.5086409488550899,348,0.4716284261282552,0.7515785026154521,1.2327903276750556,1.4447256831753974
complete_timing,187,187.0,0.0,1,347,3.2630390666945126,0.7014471651107738,0.48951180961043195,348,0.48110991960979144,0.7316649836090796,1.2128768086686832,1.4248121641690248
complete_timing,188,188.0,0.0,0,344,0.16214239549082726,2.300493078209289,2.5124284337096308,346,9.281935962135982,2.2280698870570066,1.7468580619974032,1.5349227064970612
complete_timing,188,188.0,0.0,1,341,0.1509140193937419,2.3722568373895743,2.584192192889916,341,10.517347523346425,2.353026038953768,1.8718142138941647,1.6598788583938227
complete_timing,189,189.0,0.0,0,346,0.06822372938431626,3.1661746706935796,3.378110026193922,346,27.75617535828814,3.3234576383669463,2.8422458133073425,2.630310457807001
complete_timing,189,189.0,0.0,1,341,0.06332089115264984,3.240751795333747,3.452687150834089,341,31.179097127074318,3.4397479064135275,2.958536081353924,2.746600725853582
complete_timing,190,190.0,0.0,0,344,0.16297155063571667,2.2953914546767384,2.50732681017708,346,9.411995519809675,2.2419839226333185,1.760772097573715,1.5488367420733729
complete_timing,190,190.0,0.0,1,341,0.1533854277089295,2.3560132149994875,2.5679485704998295,341,10.586687800083043,2.3595973439383395,1.8783855188787362,1.6664501633783941
complete_timing,191,191.0,0.0,0,343,0.15992483308155941,2.3142631924355856,2.5261985479359277,346,9.57111861627736,2.258747750842279,1.7775359257826757,1.5656005702823337
complete_timing,191,191.0,0.0,1,341,0.1507128246512431,2.3735909014910312,2.5855262569913733,341,10.489896025174854,2.3504125105549707,1.8692006854953673,1.6572653299950253
complete_timing,192,192.0,0.0,0,343,0.16116549144842354,2.306535369786685,2.5184707252870266,346,9.425506868898776,2.243404677149527,1.7621928520899237,1.5502574965895817
complete_timing,192,192.0,0.0,1,341,0.1520522164099037,2.3647431131755208,2.576678468675863,341,10.448225232145676,2.3464321297429187,1.8652203046833153,1.6532849491829733
complete_timing,193,193.0,0.0,0,343,0.15958443809534348,2.3163939294482927,2.5283292849486347,346,9.55625529863634,2.2571956965157955,1.775983871456192,1.56404851595585
complete_timing,193,193.0,0.0,1,341,0.15094940340626828,2.372022400157264,2.583957755657606,341,10.595692428192327,2.36044754382661,1.8792357187670068,1.6673003632666648
complete_timing,194,194.0,0.0,0,343,0.1567501405148326,2.334314028102748,2.5462493836030897,346,11.104137709885546,2.4073177875938523,1.926105962534249,1.7158602676664996
complete_timing,194,194.0,0.0,1,340,0.14906771041082606,2.384566559460226,2.5965019149605677,341,10.79868562945425,2.3794244257475508,1.8982126006879474,1.6862772451876054
complete_timing,195,195.0,0.0,0,342,0.15341434278719462,2.355824900815038,2.56776025631538,345,10.886204148371855,2.3874963131313955,1.9062844880717922,1.697459204744785
complete_timing,195,195.0,0.0,1,340,0.14729257126321066,2.396548501317286,2.6084838568176276,341,12.061248633870319,2.489997721086439,2.0087858960268354,1.7968505405264934
complete_timing,196,196.0,0.0,0,341,0.15288197609365237,2.359300878410605,2.5712362339109465,344,10.729034170923725,2.3729516953650505,1.8917398703054469,1.6868325658710541
complete_timing,196,196.0,0.0,1,340,0.1420488049809719,2.4327964542624914,2.6447318097628334,341,12.212166286209852,2.5024326914037265,2.021220866344123,1.809285510843781
complete_timing,197,197.0,0.0,0,341,0.15074050932466618,2.3734072268032396,2.5853425823035816,344,11.079221777228508,2.405071434578872,1.9238596095192686,1.7119242540189266
complete_timing,197,197.0,0.0,1,340,0.14218618307164618,2.4318324309845334,2.643767786484875,341,12.455379552171873,2.5221526221295414,2.040940797069938,1.829005441569596
complete_timing,198,198.0,0.0,0,341,0.15180294092528474,2.3663838655835256,2.5783192210838677,344,11.06876823913866,2.4041274154785666,1.9229155904189632,1.7109802349186212
complete_timing,198,198.0,0.0,1,339,0.1352411644197038,2.481907516214692,2.693842871715034,340,12.639040481535545,2.536781800735163,2.05556997567556,1.8436346201752178
complete_timing,199,199.0,0.0,0,341,0.15314857231808032,2.357558592921456,2.5694939484217976,344,10.123448666661542,2.314854018059993,1.8336421930003897,1.6217068375000476
complete_timing,199,199.0,0.0,1,339,0.13769876901696868,2.4638986379478984,2.67583399344824,340,11.49958118748716,2.4423106155042635,1.9610987904446604,1.7491634349443184
complete_timing,200,200.0,0.0,0,341,0.15433743302843728,2.3498257750772686,2.5617611305776107,344,10.07981261556596,2.3105346681648316,1.8293228431052284,1.6173874876048864
complete_timing,200,200.0,0.0,1,339,0.13240008302484754,2.5031388334631415,2.7150741889634835,340,11.85347068621714,2.472618703664494,1.9914068786048906,1.7794715231045486
complete_timing,201,201.0,0.0,0,341,0.15576564213943406,2.3406145203452327,2.5525498758455747,344,10.93562299794322,2.39202552992319,1.910813704863587,1.6988783493632449
complete_timing,201,201.0,0.0,1,339,0.13271152609805734,2.5007893081631294,2.7127246636634714,340,12.719219666134865,2.5431135480182507,2.0619017229586474,1.8499663674583053
complete_timing,202,202.0,0.0,0,341,0.1548064186934992,2.34679167931745,2.558727034817792,344,9.925996172233123,2.295156978770012,1.8139451537104088,1.6020097982100667
complete_timing,202,202.0,0.0,1,338,0.1321848465832572,2.5047842719912525,2.7167196274915946,339,12.026558128823785,2.4871173817203833,2.00590555666078,1.793970201160438
complete_timing,203,203.0,0.0,0,348,1.38714679638547,0.27009980248878707,0.3658987465259046,348,0.5330893087862373,0.6290680893791484,1.1102799144387518,1.3222152699390937
complete_timing,203,203.0,0.0,1,348,1.4310263215108088,0.2412100987313695,0.3347552884054849,348,0.5245236402432083,0.6452781038096043,1.1264899288692076,1.3384252843695497
complete_timing,204,204.0,0.0,0,342,0.15544117113905734,2.342699771164267,2.554635126664609,344,9.829819858538933,2.2854189632111668,1.8042071381515636,1.5922717826512216
complete_timing,204,204.0,0.0,1,338,0.12703194824201142,2.5445344100813996,2.756469765581742,338,12.295231336734767,2.5092102226293473,2.0279983975697444,1.8160630420694022
complete_timing,205,205.0,0.0,0,345,3.3036598378458732,0.7138190706518018,0.50188371515146,348,1.4240765365741428,0.3535223711687278,0.12768945389087566,0.3396248093912175
complete_timing,205,205.0,0.0,1,346,3.1820550221502204,0.6763153784977547,0.4643800229974129,348,1.4413356922497063,0.3655694977209003,0.13318047219671406,0.327577682839045
complete_timing,206,206.0,0.0,0,344,0.03929691815336314,3.717821125261513,3.9297564807618555,344,10.485118571398953,2.3499560380611593,1.868744213001556,1.6568088575012139
complete_timing,206,206.0,0.0,1,339,0.02630650903205536,4.119150703765912,4.331086059266253,339,12.74457189396033,2.5451054471470353,2.063893622087432,1.85195826658709
complete_timing,207,207.0,0.0,0,346,3.333463746994041,0.7228000256866404,0.5108646701862986,348,0.4689632544428839,0.7572314279383648,1.2384432529979683,1.4503786084983101
complete_timing,207,207.0,0.0,1,344,3.1848534045492336,0.6771943923154915,0.4652590368151497,348,0.4768531285211689,0.7405469525044688,1.2217587775640721,1.433694133064414
complete_timing,208,208.0,0.0,0,342,0.16265873001625034,2.297313198916502,2.5092485544168435,343,10.322839046410373,2.33435882361632,1.8531469985567166,1.6412116430563746
complete_timing,208,208.0,0.0,1,339,0.11155915401301088,2.674412124557791,2.886347480058133,340,12.929791243043542,2.5595290633889083,2.078317238329305,1.866381882828963
complete_timing,209,209.0,0.0,0,348,1.3756459214854306,0.26177403424325685,0.3742245109502583,348,0.5191146753685678,0.6556307117014666,1.1368425367610702,1.348777892261412
complete_timing,209,209.0,0.0,1,348,1.4273327945882133,0.28041701403687563,0.33796873069422334,348,0.5219484779290113,0.6501875037625181,1.1313993288221216,1.3433346843224634
complete_timing,210,210.0,0.0,0,342,0.1630211947618956,2.295086945241173,2.5070223007415144,343,9.66053379973241,2.268048905469188,1.7868370804095846,1.5749017249092425
complete_timing,210,210.0,0.0,1,338,0.10631377054623989,2.722574029520697,2.9345093850210393,339,13.62911517780469,2.6122083263455163,2.130996501285913,1.9190611457855709
complete_timing,211,211.0,0.0,0,342,0.16110241524528973,2.306926946868421,2.5188623023687624,343,9.5871173912683,2.260420258858559,1.7792084337989555,1.5672730782986135
complete_timing,211,211.0,0.0,1,339,0.10680953351709356,2.717919916358216,2.929855271858558,340,14.349245293251347,2.6636957242197417,2.182483899160138,1.970548543659796
complete_timing,212,212.0,0.0,0,343,0.160962320473903,2.3077968007711673,2.519732156271509,344,9.700832392708126,2.272211154780645,1.7909993297210418,1.5790639742206998
complete_timing,212,212.0,0.0,1,338,0.10445893158798411,2.740173361894196,2.952108717394538,339,14.591792381432592,2.6804592049846314,2.199247379925028,1.987312024424686
complete_timing,213,213.0,0.0,0,342,0.1594636363763458,2.3171515537828196,2.529086909283162,343,9.624816851976501,2.2643448516267286,1.7831330265671252,1.5711976710667832
complete_timing,213,213.0,0.0,1,337,0.09800604752631711,2.803937917822903,3.015873273323245,338,14.950765055969935,2.7047624633361202,2.223550638276517,2.011615282776175
complete_timing,214,214.0,0.0,0,342,0.16154566483700417,2.304179264354225,2.5161146198545667,343,9.632596928297943,2.26515286009905,1.7839410350394465,1.5720056795391044
complete_timing,214,214.0,0.0,1,344,3.13699180057373,0.6620507910126193,0.4501154355122775,348,1.4411784705703439,0.36546099940309557,0.13845152857268977,0.3276861811568497
complete_timing,215,215.0,0.0,0,342,0.16498299416656784,2.2831248030550384,2.4950601585553804,343,10.307793801316196,2.3329002888372465,1.8516884637776432,1.6397531082773011
complete_timing,215,215.0,0.0,1,337,0.09114735893165443,2.8764895783049864,3.0884249338053285,338,15.749014740135625,2.7567773421334727,2.2755655170738693,2.0636301615735273
complete_timing,216,216.0,0.0,0,346,3.408957353559929,0.7451919155299117,0.5332565600295699,348,1.4118574413243588,0.3449056478988981,0.1363061771607054,0.3482415326610472
complete_timing,216,216.0,0.0,1,344,3.1040152159024386,0.6514846728559363,0.43954931735559444,348,1.4405211447262487,0.3650021238052674,0.14024519784376482,0.32814505675467787
complete_timing,217,217.0,0.0,0,342,0.16197732734735432,2.301512574648203,2.513447930148545,344,9.566471188573045,2.258264331174831,1.7770525061152276,1.5651171506148855
complete_timing,217,217.0,0.0,1,331,0.08625295778642064,2.9316827555423774,3.1436181110427195,332,16.790614999143443,2.820815235656034,2.3396034105964305,2.1276680550960885
complete_timing,218,218.0,0.0,0,342,0.16511593225605434,2.282321218856042,2.494256574356384,344,9.43807914134974,2.244752108899605,1.7635402838400014,1.5516049283396594
complete_timing,218,218.0,0.0,1,328,0.08109958294387898,2.9933052213705196,3.2052405768708616,329,17.527464169450926,2.8637690318493383,2.382557206789735,2.170621851289393
complete_timing,219,219.0,0.0,0,342,0.16367872756583568,2.291068452501316,2.503003808001658,343,9.360308158872932,2.236478212904062,1.7552663878444585,1.5433310323441165
complete_timing,219,219.0,0.0,1,324,0.07780389943578991,3.0348601135784445,3.246795469078786,325,18.213772959936573,2.902178063927746,2.4209662388681426,2.2090308833678005
complete_timing,220,220.0,0.0,0,345,3.3861122091131897,0.7384705972378652,0.5265352417375234,348,1.4110886936684988,0.34436099653256624,0.13685082852703723,0.34878618402737904
complete_timing,220,220.0,0.0,1,345,3.0076184620941175,0.6199367319238461,0.4080013764235043,348,1.441170013889654,0.36544671462820655,0.14346285253478622,0.32770046593173874
complete_timing,221,221.0,0.0,0,341,0.1606620523685838,2.3096639987692793,2.5215993542696213,342,9.635402128001722,2.265443945455334,1.7842321203957308,1.5722967648953887
complete_timing,221,221.0,0.0,1,317,0.07811963761286914,3.0307256368961832,3.2426609923965253,318,18.337304091486697,2.9089231071240995,2.4277112820644957,2.215775926564154
complete_timing,222,222.0,0.0,0,341,0.15926419193399433,2.3184026962352555,2.5303380517355976,342,9.53747917806626,2.255210953453963,1.7739991283943595,1.5620637728940174
complete_timing,222,222.0,0.0,1,307,0.08045276510161567,3.0012968607575075,3.2132322162578495,308,17.670294672122868,2.8716332131257376,2.3904213880661342,2.178486032565792
complete_timing,223,223.0,0.0,0,342,0.16369207398683427,2.2909824680074293,2.5029178235077714,343,9.463255542203651,2.2474164615156695,1.7662046364560662,1.5542692809557241
complete_timing,223,223.0,0.0,1,311,0.07526436427504067,3.0679603312534764,3.2798956867538185,313,18.414933279024876,2.913161926704197,2.4319501016445937,2.2200147461442516
