analysis,direction_index,azimuth_deg,elevation_deg,ear,rho_bins,median_rho,rho_log_loss_phi,rho_log_loss_two,eta_bins,median_eta,eta_log_loss_one,eta_log_loss_phi,eta_log_loss_two
complete_timing,20,20.0,0.0,0,336,0.11621203866039759,2.633568371231599,2.845503726731941,337,12.081747130711305,2.4916958120745254,2.010483987014922,1.79854863151458
complete_timing,20,20.0,0.0,1,339,0.15093773320128584,2.372099715177171,2.5840350706775133,343,11.526972678118684,2.4446897393652365,1.9634779143056331,1.751542558805291
complete_timing,21,21.0,0.0,0,335,0.11555200975167107,2.639246374554639,2.851181730054981,336,11.950477261606242,2.4807711502665217,1.9995593252069184,1.7876239697065763
complete_timing,21,21.0,0.0,1,339,0.15035348485705385,2.3759780165781508,2.5879133720784924,343,11.531486132761085,2.4450812186689546,1.9638693936093512,1.7519340381090092
complete_timing,22,22.0,0.0,0,335,0.030431305023887315,3.973495254956902,4.185430610457244,335,11.798397811208316,2.467963743541696,1.9867519184820925,1.7748165629817505
complete_timing,22,22.0,0.0,1,343,0.036170058654481294,3.800735436445615,4.012670791945957,343,11.226905025062324,2.4183131319291764,1.937101306869573,1.725165951369231
complete_timing,23,23.0,0.0,0,347,2.9507917007714997,0.6008616824293761,0.3889263269290343,348,1.4296834402791379,0.3574530492330016,0.13979599120662797,0.3356941313269437
complete_timing,23,23.0,0.0,1,344,3.0664356059621163,0.6392971995188037,0.4273618440184619,348,1.409247025835107,0.3430555372396832,0.13815628781992031,0.3500916433202621
complete_timing,24,24.0,0.0,0,341,0.02993132909256553,3.9900613764619273,4.201996731962269,341,11.679530695890806,2.457837796446502,1.9766259713868988,1.7646906158865567
complete_timing,24,24.0,0.0,1,343,0.036453060058015206,3.792941696901941,4.004877052402283,343,11.230966828006894,2.4186748583666087,1.9374630333070053,1.7255276778066633
complete_timing,25,25.0,0.0,0,341,0.09984741417501923,2.7853239416107027,2.9972592971110448,342,13.2783878325657,2.5861375216365206,2.1049256965769167,1.892990341076575
complete_timing,25,25.0,0.0,1,339,0.15147176723379066,2.368567851351018,2.58050320685136,343,9.29678691429914,2.22966884737661,1.7484570223170066,1.5365216668166646
complete_timing,26,26.0,0.0,0,340,0.10141386843519326,2.7697594360057076,2.98169479150605,341,11.51138505518501,2.443336550436348,1.9621247253767446,1.7501893698764026
complete_timing,26,26.0,0.0,1,348,1.4238210876009316,0.2529214565577147,0.3398033309132392,348,0.5490730406680862,0.5995241154423647,1.080735940501968,1.2926712960023101
complete_timing,27,27.0,0.0,0,339,0.10275024285629683,2.756665887103257,2.968601242603599,340,12.921274156518919,2.558874563935997,2.077662738876393,1.8657273833760513
complete_timing,27,27.0,0.0,1,338,0.15591510528640612,2.3396554421259257,2.5515907976262673,341,9.147602100816396,2.2134917794577236,1.7322799543981202,1.5203445988977782
complete_timing,28,28.0,0.0,0,338,0.10372509452955528,2.7472362063066886,2.9591715618070307,339,12.91501266707451,2.5583904073506143,2.077178582291011,1.865243226790669
complete_timing,28,28.0,0.0,1,338,0.1564922867551579,2.3359607297537606,2.547896085254102,341,9.159148384896724,2.2147532032828163,1.733541378223213,1.521606022722871
complete_timing,29,29.0,0.0,0,338,0.030606863430423722,3.96774283636634,4.179678191866682,338,13.189352655499587,2.5794098870851823,2.0981980620255793,1.886262706525237
complete_timing,29,29.0,0.0,1,338,0.03720875684941498,3.7724231775446615,3.984358533045004,338,9.137696757177046,2.212406934352301,1.7311951092926978,1.5192597537923558
complete_timing,30,30.0,0.0,0,335,0.10109015746654285,2.772954337190343,2.984889692690685,336,13.065286053514841,2.569953649681454,2.0887418246218505,1.8768064691215085
complete_timing,30,30.0,0.0,1,339,0.03722693586361541,3.7719345224285394,3.9838698779288815,339,11.093047154402088,2.4063185295725207,1.9251067045129173,1.7131713490125753
complete_timing,31,31.0,0.0,0,336,0.10180602045546275,2.765898707452828,2.97783406295317,337,13.030020212927688,2.5672559423963093,2.086044117336706,1.8741087618363639
complete_timing,31,31.0,0.0,1,336,0.15688558311784784,2.3334504226867887,2.5453857781871303,338,9.11917902988905,2.2103796170981234,1.72916779203852,1.517232436538178
complete_timing,32,32.0,0.0,0,335,0.10282090945392872,2.755978372346237,2.9679137278465793,337,12.99901893679612,2.5648738882135063,2.083662063153903,1.8717267076535609
complete_timing,32,32.0,0.0,1,337,0.15928253474833093,2.3182875306233033,2.5302228861236453,339,8.98986686014557,2.1960980386014017,1.7148862135417984,1.5029508580414563
complete_timing,33,33.0,0.0,0,346,2.89581581173975,0.5820534322435693,0.3701180767432275,348,0.4756370723318564,0.7431015542588643,1.2243133793184677,1.4362487348188095
complete_timing,33,33.0,0.0,1,346,3.184166826757205,0.6769758836805986,0.46504052818025676,348,0.4553069110228235,0.7867841903014996,1.2679960153611032,1.4799313708614448
complete_timing,34,34.0,0.0,0,346,2.879765894055488,0.5764971523692184,0.3645617968688766,348,1.4490528906860365,0.37090980597148493,0.15544864191566124,0.32223737458846036
complete_timing,34,34.0,0.0,1,346,3.1740818319357995,0.6738059972655461,0.4618706417652043,348,1.4059194563239639,0.34069147920306325,0.14312511382522128,0.35245570135688203
complete_timing,35,35.0,0.0,0,341,0.09896172704737387,2.7942339241355207,3.006169279635863,343,13.466600373698206,2.6002125735416954,2.119000748482092,1.90706539298175
complete_timing,35,35.0,0.0,1,337,0.16643529635917445,2.274360480605262,2.4862958361056036,339,8.761191881686504,2.1703319552462923,1.689120130186689,1.477184774686347
complete_timing,36,36.0,0.0,0,339,0.09923103047216073,2.7915163314858393,3.0034516869861814,341,11.625247521702757,2.453179243436229,1.9719674183766256,1.7600320628762836
complete_timing,36,36.0,0.0,1,338,0.1672386191748485,2.2695454546287537,2.4814808101290953,340,10.573894122127296,2.358387524785616,1.8771756997260125,1.6652403442256705
complete_timing,37,37.0,0.0,0,340,0.09730346380321162,2.81113350582207,3.023068861322412,342,11.68835824267358,2.4585932986236685,1.977381473564065,1.7654461180637229
complete_timing,37,37.0,0.0,1,335,0.17184289334043185,2.242386455453585,2.454321810953927,337,10.423772177042986,2.344088983966188,1.8628771589065845,1.6509418034062424
complete_timing,38,38.0,0.0,0,342,0.09645612302154684,2.819878882915022,3.031814238415364,343,13.697948554224439,2.617246081054282,2.1360342559946788,1.9240989004943367
complete_timing,38,38.0,0.0,1,337,0.17497473013836576,2.2243255397541346,2.436260895254476,339,8.66454878556294,2.159239848593356,1.6780280235337526,1.4660926680334105
complete_timing,39,39.0,0.0,0,343,0.09771584211301843,2.8069034075441475,3.0188387630444895,344,11.558270665848928,2.447400926261352,1.966189101201749,1.754253745701407
complete_timing,39,39.0,0.0,1,347,3.2829850351626337,0.7075412551682062,0.4956058996678644,348,0.44779804701385495,0.803419756211067,1.2846315812706706,1.4965669367710124
complete_timing,40,40.0,0.0,0,344,0.09950917871136243,2.788717463000168,3.0006528185005097,345,11.655714447176727,2.455796570238038,1.9745847451784346,1.7626493896780926
complete_timing,40,40.0,0.0,1,339,0.18539816485232646,2.166461349274366,2.3783967047747074,341,10.092130852621619,2.3117559966699437,1.8305441716103403,1.6186088161099983
