stage,run,period,field_G,time_us,series,coordinate
Validation,EMU00070034,RF on,356.0,2.7950000762939453,Child openness U,0.858370423193264
Validation,EMU00070034,RF on,356.0,2.7950000762939453,Child closure R,0.9007012314773262
Validation,EMU00070034,RF on,356.0,2.7950000762939453,Candidate parent H,0.9756921884995892
Validation,EMU00070034,RF on,356.0,2.7950000762939453,Candidate parent Q,1.1357665275379722
Validation,EMU00070034,RF on,356.0,2.7950000762939453,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,2.8589999675750732,Child openness U,0.954725138854276
Validation,EMU00070034,RF on,356.0,2.8589999675750732,Child closure R,0.8764620497372235
Validation,EMU00070034,RF on,356.0,2.8589999675750732,Candidate parent H,0.9576604429089848
Validation,EMU00070034,RF on,356.0,2.8589999675750732,Candidate parent Q,1.148834998668626
Validation,EMU00070034,RF on,356.0,2.8589999675750732,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,2.922999858856201,Child openness U,0.8217532153134645
Validation,EMU00070034,RF on,356.0,2.922999858856201,Child closure R,0.8364310178227905
Validation,EMU00070034,RF on,356.0,2.922999858856201,Candidate parent H,0.9793586935150007
Validation,EMU00070034,RF on,356.0,2.922999858856201,Candidate parent Q,1.1576926703186703
Validation,EMU00070034,RF on,356.0,2.922999858856201,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,2.986999988555908,Child openness U,0.8872774748892046
Validation,EMU00070034,RF on,356.0,2.986999988555908,Child closure R,0.7737211832796744
Validation,EMU00070034,RF on,356.0,2.986999988555908,Candidate parent H,0.9920112915267013
Validation,EMU00070034,RF on,356.0,2.986999988555908,Candidate parent Q,1.1624216732550603
Validation,EMU00070034,RF on,356.0,2.986999988555908,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.050999879837036,Child openness U,0.9604987991126829
Validation,EMU00070034,RF on,356.0,3.050999879837036,Child closure R,0.770936806368009
Validation,EMU00070034,RF on,356.0,3.050999879837036,Candidate parent H,0.9938121578317187
Validation,EMU00070034,RF on,356.0,3.050999879837036,Candidate parent Q,1.1630184429447583
Validation,EMU00070034,RF on,356.0,3.050999879837036,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.115000009536743,Child openness U,0.9470981516197401
Validation,EMU00070034,RF on,356.0,3.115000009536743,Child closure R,0.7136727596456417
Validation,EMU00070034,RF on,356.0,3.115000009536743,Candidate parent H,1.009014405614695
Validation,EMU00070034,RF on,356.0,3.115000009536743,Candidate parent Q,1.1617524548141025
Validation,EMU00070034,RF on,356.0,3.115000009536743,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.178999900817871,Child openness U,0.9731665773008693
Validation,EMU00070034,RF on,356.0,3.178999900817871,Child closure R,0.6657625260247492
Validation,EMU00070034,RF on,356.0,3.178999900817871,Candidate parent H,0.9939737115591275
Validation,EMU00070034,RF on,356.0,3.178999900817871,Candidate parent Q,1.1531231780226157
Validation,EMU00070034,RF on,356.0,3.178999900817871,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.243000030517578,Child openness U,1.0051407640603207
Validation,EMU00070034,RF on,356.0,3.243000030517578,Child closure R,0.6230790314557713
Validation,EMU00070034,RF on,356.0,3.243000030517578,Candidate parent H,1.0142779632940517
Validation,EMU00070034,RF on,356.0,3.243000030517578,Candidate parent Q,1.1458261537989227
Validation,EMU00070034,RF on,356.0,3.243000030517578,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.306999921798706,Child openness U,0.9697790126402874
Validation,EMU00070034,RF on,356.0,3.306999921798706,Child closure R,0.5701376383708515
Validation,EMU00070034,RF on,356.0,3.306999921798706,Candidate parent H,0.99778710757169
Validation,EMU00070034,RF on,356.0,3.306999921798706,Candidate parent Q,1.144105409050351
Validation,EMU00070034,RF on,356.0,3.306999921798706,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.371000051498413,Child openness U,0.9702050940180889
Validation,EMU00070034,RF on,356.0,3.371000051498413,Child closure R,0.5176451360967722
Validation,EMU00070034,RF on,356.0,3.371000051498413,Candidate parent H,1.0014962570245003
Validation,EMU00070034,RF on,356.0,3.371000051498413,Candidate parent Q,1.1547005286977747
Validation,EMU00070034,RF on,356.0,3.371000051498413,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.434999942779541,Child openness U,0.9520299136270096
Validation,EMU00070034,RF on,356.0,3.434999942779541,Child closure R,0.4784271123230888
Validation,EMU00070034,RF on,356.0,3.434999942779541,Candidate parent H,1.0270099349227544
Validation,EMU00070034,RF on,356.0,3.434999942779541,Candidate parent Q,1.1452755687327127
Validation,EMU00070034,RF on,356.0,3.434999942779541,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.499000072479248,Child openness U,0.9279872628511963
Validation,EMU00070034,RF on,356.0,3.499000072479248,Child closure R,0.42952198555893567
Validation,EMU00070034,RF on,356.0,3.499000072479248,Candidate parent H,1.0193781610676436
Validation,EMU00070034,RF on,356.0,3.499000072479248,Candidate parent Q,1.1396627410738474
Validation,EMU00070034,RF on,356.0,3.499000072479248,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.562999963760376,Child openness U,0.902422615686418
Validation,EMU00070034,RF on,356.0,3.562999963760376,Child closure R,0.3844704470595751
Validation,EMU00070034,RF on,356.0,3.562999963760376,Candidate parent H,0.922223011182834
Validation,EMU00070034,RF on,356.0,3.562999963760376,Candidate parent Q,1.1373901145923515
Validation,EMU00070034,RF on,356.0,3.562999963760376,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.626999855041504,Child openness U,0.9466871990862777
Validation,EMU00070034,RF on,356.0,3.626999855041504,Child closure R,0.3587712165540384
Validation,EMU00070034,RF on,356.0,3.626999855041504,Candidate parent H,0.9796762585187015
Validation,EMU00070034,RF on,356.0,3.626999855041504,Candidate parent Q,1.1398720882227094
Validation,EMU00070034,RF on,356.0,3.626999855041504,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.690999984741211,Child openness U,0.9167022901701083
Validation,EMU00070034,RF on,356.0,3.690999984741211,Child closure R,0.31190572046512605
Validation,EMU00070034,RF on,356.0,3.690999984741211,Candidate parent H,0.9231977290271763
Validation,EMU00070034,RF on,356.0,3.690999984741211,Candidate parent Q,1.1254283738290558
Validation,EMU00070034,RF on,356.0,3.690999984741211,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.754999876022339,Child openness U,0.88952204772084
Validation,EMU00070034,RF on,356.0,3.754999876022339,Child closure R,0.266486908096335
Validation,EMU00070034,RF on,356.0,3.754999876022339,Candidate parent H,0.9181763370572615
Validation,EMU00070034,RF on,356.0,3.754999876022339,Candidate parent Q,1.0957505445296933
Validation,EMU00070034,RF on,356.0,3.754999876022339,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.819000005722046,Child openness U,0.8697266845830107
Validation,EMU00070034,RF on,356.0,3.819000005722046,Child closure R,0.22126202857691138
Validation,EMU00070034,RF on,356.0,3.819000005722046,Candidate parent H,1.0204001853606846
Validation,EMU00070034,RF on,356.0,3.819000005722046,Candidate parent Q,1.1548656951539331
Validation,EMU00070034,RF on,356.0,3.819000005722046,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.883000135421753,Child openness U,0.8785775635970805
Validation,EMU00070034,RF on,356.0,3.883000135421753,Child closure R,0.17813776928698624
Validation,EMU00070034,RF on,356.0,3.883000135421753,Candidate parent H,1.0217541757309305
Validation,EMU00070034,RF on,356.0,3.883000135421753,Candidate parent Q,1.1792032067453928
Validation,EMU00070034,RF on,356.0,3.883000135421753,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,3.9469997882843018,Child openness U,0.8560162442962498
Validation,EMU00070034,RF on,356.0,3.9469997882843018,Child closure R,0.1698872190077806
Validation,EMU00070034,RF on,356.0,3.9469997882843018,Candidate parent H,1.0078997657412994
Validation,EMU00070034,RF on,356.0,3.9469997882843018,Candidate parent Q,1.1282432819745887
Validation,EMU00070034,RF on,356.0,3.9469997882843018,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.011000156402588,Child openness U,0.8844387845764495
Validation,EMU00070034,RF on,356.0,4.011000156402588,Child closure R,0.14670444286823064
Validation,EMU00070034,RF on,356.0,4.011000156402588,Candidate parent H,1.1437032976307595
Validation,EMU00070034,RF on,356.0,4.011000156402588,Candidate parent Q,1.058839249708726
Validation,EMU00070034,RF on,356.0,4.011000156402588,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.075000286102295,Child openness U,0.8901743377676575
Validation,EMU00070034,RF on,356.0,4.075000286102295,Child closure R,0.15661281771153635
Validation,EMU00070034,RF on,356.0,4.075000286102295,Candidate parent H,1.090775851120784
Validation,EMU00070034,RF on,356.0,4.075000286102295,Candidate parent Q,1.1356517430394166
Validation,EMU00070034,RF on,356.0,4.075000286102295,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.139000415802002,Child openness U,0.909972769082514
Validation,EMU00070034,RF on,356.0,4.139000415802002,Child closure R,0.16705238104415163
Validation,EMU00070034,RF on,356.0,4.139000415802002,Candidate parent H,1.0389642660817424
Validation,EMU00070034,RF on,356.0,4.139000415802002,Candidate parent Q,1.07363115017676
Validation,EMU00070034,RF on,356.0,4.139000415802002,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.203000068664551,Child openness U,0.9535914925300967
Validation,EMU00070034,RF on,356.0,4.203000068664551,Child closure R,0.19869426553925473
Validation,EMU00070034,RF on,356.0,4.203000068664551,Candidate parent H,1.1336129983212415
Validation,EMU00070034,RF on,356.0,4.203000068664551,Candidate parent Q,0.9960916339544683
Validation,EMU00070034,RF on,356.0,4.203000068664551,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.267000198364258,Child openness U,0.984202235078289
Validation,EMU00070034,RF on,356.0,4.267000198364258,Child closure R,0.18962982331645056
Validation,EMU00070034,RF on,356.0,4.267000198364258,Candidate parent H,1.0229335104778952
Validation,EMU00070034,RF on,356.0,4.267000198364258,Candidate parent Q,1.0388474911039047
Validation,EMU00070034,RF on,356.0,4.267000198364258,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.331000328063965,Child openness U,0.9652109530999584
Validation,EMU00070034,RF on,356.0,4.331000328063965,Child closure R,0.1950305136061184
Validation,EMU00070034,RF on,356.0,4.331000328063965,Candidate parent H,1.0518649522228003
Validation,EMU00070034,RF on,356.0,4.331000328063965,Candidate parent Q,1.020793338825365
Validation,EMU00070034,RF on,356.0,4.331000328063965,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.394999980926514,Child openness U,0.9765910550152282
Validation,EMU00070034,RF on,356.0,4.394999980926514,Child closure R,0.18885710864264074
Validation,EMU00070034,RF on,356.0,4.394999980926514,Candidate parent H,1.1074072225930451
Validation,EMU00070034,RF on,356.0,4.394999980926514,Candidate parent Q,0.9538097000510319
Validation,EMU00070034,RF on,356.0,4.394999980926514,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.459000110626221,Child openness U,0.9798988102684503
Validation,EMU00070034,RF on,356.0,4.459000110626221,Child closure R,0.19023091080348026
Validation,EMU00070034,RF on,356.0,4.459000110626221,Candidate parent H,1.020251842373168
Validation,EMU00070034,RF on,356.0,4.459000110626221,Candidate parent Q,0.9253338937923277
Validation,EMU00070034,RF on,356.0,4.459000110626221,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.523000240325928,Child openness U,1.0678396439209032
Validation,EMU00070034,RF on,356.0,4.523000240325928,Child closure R,0.18826288829253646
Validation,EMU00070034,RF on,356.0,4.523000240325928,Candidate parent H,1.025514436510935
Validation,EMU00070034,RF on,356.0,4.523000240325928,Candidate parent Q,0.9215893200958876
Validation,EMU00070034,RF on,356.0,4.523000240325928,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.587000370025635,Child openness U,1.0587471856242217
Validation,EMU00070034,RF on,356.0,4.587000370025635,Child closure R,0.20369578105669855
Validation,EMU00070034,RF on,356.0,4.587000370025635,Candidate parent H,1.0907999547682503
Validation,EMU00070034,RF on,356.0,4.587000370025635,Candidate parent Q,0.8921255852757766
Validation,EMU00070034,RF on,356.0,4.587000370025635,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.651000022888184,Child openness U,1.0857413051984228
Validation,EMU00070034,RF on,356.0,4.651000022888184,Child closure R,0.21404006604575584
Validation,EMU00070034,RF on,356.0,4.651000022888184,Candidate parent H,1.0345791509003002
Validation,EMU00070034,RF on,356.0,4.651000022888184,Candidate parent Q,0.9807849279283749
Validation,EMU00070034,RF on,356.0,4.651000022888184,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.715000152587891,Child openness U,0.9767908454143753
Validation,EMU00070034,RF on,356.0,4.715000152587891,Child closure R,0.1884266116494686
Validation,EMU00070034,RF on,356.0,4.715000152587891,Candidate parent H,0.9992317621447953
Validation,EMU00070034,RF on,356.0,4.715000152587891,Candidate parent Q,1.0688712616997336
Validation,EMU00070034,RF on,356.0,4.715000152587891,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.779000282287598,Child openness U,1.0357388213150325
Validation,EMU00070034,RF on,356.0,4.779000282287598,Child closure R,0.1681809309318355
Validation,EMU00070034,RF on,356.0,4.779000282287598,Candidate parent H,0.7052831823021597
Validation,EMU00070034,RF on,356.0,4.779000282287598,Candidate parent Q,1.044880808771036
Validation,EMU00070034,RF on,356.0,4.779000282287598,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.843000411987305,Child openness U,1.080943347419357
Validation,EMU00070034,RF on,356.0,4.843000411987305,Child closure R,0.1523516556270371
Validation,EMU00070034,RF on,356.0,4.843000411987305,Candidate parent H,0.6690424723544828
Validation,EMU00070034,RF on,356.0,4.843000411987305,Candidate parent Q,0.9274269280833363
Validation,EMU00070034,RF on,356.0,4.843000411987305,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.9070000648498535,Child openness U,1.0209700576230665
Validation,EMU00070034,RF on,356.0,4.9070000648498535,Child closure R,0.149931407253508
Validation,EMU00070034,RF on,356.0,4.9070000648498535,Candidate parent H,0.6269023616786671
Validation,EMU00070034,RF on,356.0,4.9070000648498535,Candidate parent Q,0.9841853849981607
Validation,EMU00070034,RF on,356.0,4.9070000648498535,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,4.9710001945495605,Child openness U,1.0586782232470162
Validation,EMU00070034,RF on,356.0,4.9710001945495605,Child closure R,0.14660039613943965
Validation,EMU00070034,RF on,356.0,4.9710001945495605,Candidate parent H,0.6703124610522946
Validation,EMU00070034,RF on,356.0,4.9710001945495605,Candidate parent Q,0.9877223696147862
Validation,EMU00070034,RF on,356.0,4.9710001945495605,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.035000324249268,Child openness U,1.0925870420713903
Validation,EMU00070034,RF on,356.0,5.035000324249268,Child closure R,0.14467090912001002
Validation,EMU00070034,RF on,356.0,5.035000324249268,Candidate parent H,0.5562575814489495
Validation,EMU00070034,RF on,356.0,5.035000324249268,Candidate parent Q,0.9846981351984015
Validation,EMU00070034,RF on,356.0,5.035000324249268,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.098999977111816,Child openness U,1.114358671377912
Validation,EMU00070034,RF on,356.0,5.098999977111816,Child closure R,0.14436947912407527
Validation,EMU00070034,RF on,356.0,5.098999977111816,Candidate parent H,0.6264809637954571
Validation,EMU00070034,RF on,356.0,5.098999977111816,Candidate parent Q,0.9750488273821575
Validation,EMU00070034,RF on,356.0,5.098999977111816,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.163000106811523,Child openness U,1.0627873109793253
Validation,EMU00070034,RF on,356.0,5.163000106811523,Child closure R,0.1564197239025255
Validation,EMU00070034,RF on,356.0,5.163000106811523,Candidate parent H,0.6250176258839946
Validation,EMU00070034,RF on,356.0,5.163000106811523,Candidate parent Q,0.9875107527473388
Validation,EMU00070034,RF on,356.0,5.163000106811523,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.2270002365112305,Child openness U,1.1716253572624806
Validation,EMU00070034,RF on,356.0,5.2270002365112305,Child closure R,0.16193048575372881
Validation,EMU00070034,RF on,356.0,5.2270002365112305,Candidate parent H,0.5761376707295867
Validation,EMU00070034,RF on,356.0,5.2270002365112305,Candidate parent Q,0.9265715406609065
Validation,EMU00070034,RF on,356.0,5.2270002365112305,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.2910003662109375,Child openness U,1.229208803826015
Validation,EMU00070034,RF on,356.0,5.2910003662109375,Child closure R,0.17951461449815553
Validation,EMU00070034,RF on,356.0,5.2910003662109375,Candidate parent H,0.6065762740838254
Validation,EMU00070034,RF on,356.0,5.2910003662109375,Candidate parent Q,0.9242735167161401
Validation,EMU00070034,RF on,356.0,5.2910003662109375,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.355000019073486,Child openness U,1.2301346422961028
Validation,EMU00070034,RF on,356.0,5.355000019073486,Child closure R,0.18203285189588198
Validation,EMU00070034,RF on,356.0,5.355000019073486,Candidate parent H,0.6178211517303791
Validation,EMU00070034,RF on,356.0,5.355000019073486,Candidate parent Q,0.9042974917077626
Validation,EMU00070034,RF on,356.0,5.355000019073486,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.419000148773193,Child openness U,1.212099094838257
Validation,EMU00070034,RF on,356.0,5.419000148773193,Child closure R,0.18159867480721686
Validation,EMU00070034,RF on,356.0,5.419000148773193,Candidate parent H,0.536046177467166
Validation,EMU00070034,RF on,356.0,5.419000148773193,Candidate parent Q,0.9583004897569132
Validation,EMU00070034,RF on,356.0,5.419000148773193,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.4830002784729,Child openness U,1.2074927189013485
Validation,EMU00070034,RF on,356.0,5.4830002784729,Child closure R,0.18411118735494275
Validation,EMU00070034,RF on,356.0,5.4830002784729,Candidate parent H,0.4161048288886495
Validation,EMU00070034,RF on,356.0,5.4830002784729,Candidate parent Q,0.9048554280458699
Validation,EMU00070034,RF on,356.0,5.4830002784729,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.547000408172607,Child openness U,1.1842759217660717
Validation,EMU00070034,RF on,356.0,5.547000408172607,Child closure R,0.19420046067599683
Validation,EMU00070034,RF on,356.0,5.547000408172607,Candidate parent H,0.29280970851104776
Validation,EMU00070034,RF on,356.0,5.547000408172607,Candidate parent Q,0.9115173456274824
Validation,EMU00070034,RF on,356.0,5.547000408172607,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.611000061035156,Child openness U,1.1525259803564605
Validation,EMU00070034,RF on,356.0,5.611000061035156,Child closure R,0.19917936702257016
Validation,EMU00070034,RF on,356.0,5.611000061035156,Candidate parent H,0.3526379621026409
Validation,EMU00070034,RF on,356.0,5.611000061035156,Candidate parent Q,0.8705597166364532
Validation,EMU00070034,RF on,356.0,5.611000061035156,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.675000190734863,Child openness U,1.0959889500089781
Validation,EMU00070034,RF on,356.0,5.675000190734863,Child closure R,0.2060607661712477
Validation,EMU00070034,RF on,356.0,5.675000190734863,Candidate parent H,0.2740181027281491
Validation,EMU00070034,RF on,356.0,5.675000190734863,Candidate parent Q,1.0080484326698052
Validation,EMU00070034,RF on,356.0,5.675000190734863,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.73900032043457,Child openness U,1.0422587961774992
Validation,EMU00070034,RF on,356.0,5.73900032043457,Child closure R,0.20564249311257127
Validation,EMU00070034,RF on,356.0,5.73900032043457,Candidate parent H,0.2791537605315295
Validation,EMU00070034,RF on,356.0,5.73900032043457,Candidate parent Q,0.9954960647044069
Validation,EMU00070034,RF on,356.0,5.73900032043457,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.802999973297119,Child openness U,1.071034421650461
Validation,EMU00070034,RF on,356.0,5.802999973297119,Child closure R,0.20120833998555848
Validation,EMU00070034,RF on,356.0,5.802999973297119,Candidate parent H,0.2419514146006087
Validation,EMU00070034,RF on,356.0,5.802999973297119,Candidate parent Q,0.9379532527651434
Validation,EMU00070034,RF on,356.0,5.802999973297119,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.867000102996826,Child openness U,1.0759051607037273
Validation,EMU00070034,RF on,356.0,5.867000102996826,Child closure R,0.18497536803545164
Validation,EMU00070034,RF on,356.0,5.867000102996826,Candidate parent H,0.248822131131402
Validation,EMU00070034,RF on,356.0,5.867000102996826,Candidate parent Q,0.9474409842339931
Validation,EMU00070034,RF on,356.0,5.867000102996826,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.931000232696533,Child openness U,1.120152956644654
Validation,EMU00070034,RF on,356.0,5.931000232696533,Child closure R,0.2029422974757743
Validation,EMU00070034,RF on,356.0,5.931000232696533,Candidate parent H,0.25347612335413666
Validation,EMU00070034,RF on,356.0,5.931000232696533,Candidate parent Q,0.8665517349888646
Validation,EMU00070034,RF on,356.0,5.931000232696533,ARA ridge,1.0
Validation,EMU00070034,RF on,356.0,5.99500036239624,Child openness U,1.1284745586152058
Validation,EMU00070034,RF on,356.0,5.99500036239624,Child closure R,0.20350922864345014
Validation,EMU00070034,RF on,356.0,5.99500036239624,Candidate parent H,0.2583935021128194
Validation,EMU00070034,RF on,356.0,5.99500036239624,Candidate parent Q,0.8635984897655566
Validation,EMU00070034,RF on,356.0,5.99500036239624,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.2829999923706055,Child openness U,0.8176187768006953
Holdout,EMU00070299,RF on,2448.0,2.2829999923706055,Child closure R,0.8578529206581178
Holdout,EMU00070299,RF on,2448.0,2.2829999923706055,Candidate parent H,1.0266851370205101
Holdout,EMU00070299,RF on,2448.0,2.2829999923706055,Candidate parent Q,1.0074663132475312
Holdout,EMU00070299,RF on,2448.0,2.2829999923706055,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.3469998836517334,Child openness U,0.8412774513983751
Holdout,EMU00070299,RF on,2448.0,2.3469998836517334,Child closure R,0.7923021068229608
Holdout,EMU00070299,RF on,2448.0,2.3469998836517334,Candidate parent H,1.0004240717124993
Holdout,EMU00070299,RF on,2448.0,2.3469998836517334,Candidate parent Q,1.004202181149727
Holdout,EMU00070299,RF on,2448.0,2.3469998836517334,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.4110000133514404,Child openness U,0.7856594325589223
Holdout,EMU00070299,RF on,2448.0,2.4110000133514404,Child closure R,0.7865425572020825
Holdout,EMU00070299,RF on,2448.0,2.4110000133514404,Candidate parent H,1.0065600796341914
Holdout,EMU00070299,RF on,2448.0,2.4110000133514404,Candidate parent Q,1.004140129941058
Holdout,EMU00070299,RF on,2448.0,2.4110000133514404,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.4749999046325684,Child openness U,0.810333708724283
Holdout,EMU00070299,RF on,2448.0,2.4749999046325684,Child closure R,0.7220612776223626
Holdout,EMU00070299,RF on,2448.0,2.4749999046325684,Candidate parent H,1.0415430089860591
Holdout,EMU00070299,RF on,2448.0,2.4749999046325684,Candidate parent Q,1.0066959279735275
Holdout,EMU00070299,RF on,2448.0,2.4749999046325684,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.5390000343322754,Child openness U,0.8813207064038916
Holdout,EMU00070299,RF on,2448.0,2.5390000343322754,Child closure R,0.676058019006382
Holdout,EMU00070299,RF on,2448.0,2.5390000343322754,Candidate parent H,1.0480416919450626
Holdout,EMU00070299,RF on,2448.0,2.5390000343322754,Candidate parent Q,1.0063233336330177
Holdout,EMU00070299,RF on,2448.0,2.5390000343322754,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.6029999256134033,Child openness U,0.9507374512523604
Holdout,EMU00070299,RF on,2448.0,2.6029999256134033,Child closure R,0.6698007191222524
Holdout,EMU00070299,RF on,2448.0,2.6029999256134033,Candidate parent H,1.0115565851682602
Holdout,EMU00070299,RF on,2448.0,2.6029999256134033,Candidate parent Q,1.0053545821322365
Holdout,EMU00070299,RF on,2448.0,2.6029999256134033,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.6670000553131104,Child openness U,0.9010656539206041
Holdout,EMU00070299,RF on,2448.0,2.6670000553131104,Child closure R,0.6546211912034746
Holdout,EMU00070299,RF on,2448.0,2.6670000553131104,Candidate parent H,1.0028625025530602
Holdout,EMU00070299,RF on,2448.0,2.6670000553131104,Candidate parent Q,1.010354617651288
Holdout,EMU00070299,RF on,2448.0,2.6670000553131104,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.7309999465942383,Child openness U,0.9154208012283461
Holdout,EMU00070299,RF on,2448.0,2.7309999465942383,Child closure R,0.628432914457123
Holdout,EMU00070299,RF on,2448.0,2.7309999465942383,Candidate parent H,0.9983695006721134
Holdout,EMU00070299,RF on,2448.0,2.7309999465942383,Candidate parent Q,1.0063261886289694
Holdout,EMU00070299,RF on,2448.0,2.7309999465942383,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.7950000762939453,Child openness U,0.9008728615225273
Holdout,EMU00070299,RF on,2448.0,2.7950000762939453,Child closure R,0.5913411738758396
Holdout,EMU00070299,RF on,2448.0,2.7950000762939453,Candidate parent H,1.0006426701186575
Holdout,EMU00070299,RF on,2448.0,2.7950000762939453,Candidate parent Q,1.0155167503765117
Holdout,EMU00070299,RF on,2448.0,2.7950000762939453,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.8589999675750732,Child openness U,0.9286657625382432
Holdout,EMU00070299,RF on,2448.0,2.8589999675750732,Child closure R,0.5934858157510086
Holdout,EMU00070299,RF on,2448.0,2.8589999675750732,Candidate parent H,0.9965916442130867
Holdout,EMU00070299,RF on,2448.0,2.8589999675750732,Candidate parent Q,1.0171457678181892
Holdout,EMU00070299,RF on,2448.0,2.8589999675750732,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.922999858856201,Child openness U,0.9077174407418183
Holdout,EMU00070299,RF on,2448.0,2.922999858856201,Child closure R,0.5615177825329718
Holdout,EMU00070299,RF on,2448.0,2.922999858856201,Candidate parent H,0.9943012089135593
Holdout,EMU00070299,RF on,2448.0,2.922999858856201,Candidate parent Q,1.0117562948522119
Holdout,EMU00070299,RF on,2448.0,2.922999858856201,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,2.986999988555908,Child openness U,0.9164818783022162
Holdout,EMU00070299,RF on,2448.0,2.986999988555908,Child closure R,0.5302511494886508
Holdout,EMU00070299,RF on,2448.0,2.986999988555908,Candidate parent H,0.9587816237589654
Holdout,EMU00070299,RF on,2448.0,2.986999988555908,Candidate parent Q,1.0085041438932094
Holdout,EMU00070299,RF on,2448.0,2.986999988555908,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.050999879837036,Child openness U,0.9356151125999798
Holdout,EMU00070299,RF on,2448.0,3.050999879837036,Child closure R,0.5327632778453211
Holdout,EMU00070299,RF on,2448.0,3.050999879837036,Candidate parent H,0.923869218220572
Holdout,EMU00070299,RF on,2448.0,3.050999879837036,Candidate parent Q,1.0031209603998121
Holdout,EMU00070299,RF on,2448.0,3.050999879837036,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.115000009536743,Child openness U,0.9200739001692758
Holdout,EMU00070299,RF on,2448.0,3.115000009536743,Child closure R,0.4680612402641322
Holdout,EMU00070299,RF on,2448.0,3.115000009536743,Candidate parent H,0.9167735898975933
Holdout,EMU00070299,RF on,2448.0,3.115000009536743,Candidate parent Q,1.0052102307336288
Holdout,EMU00070299,RF on,2448.0,3.115000009536743,ARA ridge,1.0
Holdout,EMU00070299,RF on,2448.0,3.178999900817871,Child openness U,0.9288729655976213
