split,interval_id,run,period,rf_flag,field_G,direction,duration_us,prediction_rows,mae_M0,mae_M1,mae_M2,mae_M2_wrong,mae_M2_reverse,mae_M2_shift,advantage_M0_over_M1,advantage_M0_over_M2,advantage_M1_over_M2,advantage_wrong_over_M2,advantage_reverse_over_M2,advantage_shift_over_M2
development,EMU00070037|RF on|1,EMU00070037,RF on,1,374.0,U_to_R,0.10052705697066688,2,8.571549819401999e-06,8.512511762694738e-06,5.673314851999817e-06,0.03936380736175811,0.010370706206544088,0.010370706206544088,5.9038056707261255e-08,2.898234967402182e-06,2.839196910694921e-06,0.03935813404690611,0.010365032891692088,0.010365032891692088
development,EMU00070055|RF on|0,EMU00070055,RF on,1,482.0,R_to_U,0.15897409891436443,2,1.7821181671068276e-06,1.8324981089327952e-06,1.582625206626026e-06,0.019993923977303117,0.013714783907295997,0.013714783907295997,-5.037994182596761e-08,1.9949296048080156e-07,2.4987290230676917e-07,0.01999234135209649,0.01371320128208937,0.01371320128208937
