phase_turn,residual_pct,series,source_identity
0.3854166666666667,-0.07582369598503469,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.40625,-0.14660739612716286,160 G observed common mode,RAL Silver T397 (separate experiment)
0.40625,-0.07662115158382447,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.4270833333333333,-0.12085395054073451,160 G observed common mode,RAL Silver T397 (separate experiment)
0.4270833333333333,-0.07609908099535316,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.4479166666666667,0.1493646523105478,160 G observed common mode,RAL Silver T397 (separate experiment)
0.4479166666666667,-0.07475452133120455,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.46875,0.12998666131207037,160 G observed common mode,RAL Silver T397 (separate experiment)
0.46875,-0.07203349620172005,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.4895833333333333,-0.10442159083918938,160 G observed common mode,RAL Silver T397 (separate experiment)
0.4895833333333333,-0.06747155926897817,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.5104166666666666,0.010795265227873187,160 G observed common mode,RAL Silver T397 (separate experiment)
0.5104166666666666,-0.06225341106270831,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.53125,-0.12611519170676783,160 G observed common mode,RAL Silver T397 (separate experiment)
0.53125,-0.05427187478514121,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.5520833333333334,-0.5454773365486212,160 G observed common mode,RAL Silver T397 (separate experiment)
0.5520833333333334,-0.04758993519888724,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.5729166666666666,-0.32581095526684395,160 G observed common mode,RAL Silver T397 (separate experiment)
0.5729166666666666,-0.04085979313001101,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.59375,0.05601456347567592,160 G observed common mode,RAL Silver T397 (separate experiment)
0.59375,-0.03255827004033935,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.6145833333333334,0.25949576824192006,160 G observed common mode,RAL Silver T397 (separate experiment)
0.6145833333333334,-0.02218204571456282,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.6354166666666666,-0.037284399822625415,160 G observed common mode,RAL Silver T397 (separate experiment)
0.6354166666666666,-0.012584595610483121,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.65625,0.04737759556409026,160 G observed common mode,RAL Silver T397 (separate experiment)
0.65625,-0.0002519502445744786,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.6770833333333334,-0.0045371065156596235,160 G observed common mode,RAL Silver T397 (separate experiment)
0.6770833333333334,0.007807114551703039,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.6979166666666666,-0.06291512771556436,160 G observed common mode,RAL Silver T397 (separate experiment)
0.6979166666666666,0.016815026010432575,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.71875,0.10937583424495967,160 G observed common mode,RAL Silver T397 (separate experiment)
0.71875,0.026000999321169914,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.7395833333333334,0.10823654756512084,160 G observed common mode,RAL Silver T397 (separate experiment)
0.7395833333333334,0.03606392348601128,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.7604166666666666,0.22490567168066544,160 G observed common mode,RAL Silver T397 (separate experiment)
0.7604166666666666,0.0471940170443673,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.78125,0.2949777235203196,160 G observed common mode,RAL Silver T397 (separate experiment)
0.78125,0.053280942366096685,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.8020833333333334,0.2774631469843411,160 G observed common mode,RAL Silver T397 (separate experiment)
0.8020833333333334,0.05934012822638633,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.8229166666666666,0.19777373716744953,160 G observed common mode,RAL Silver T397 (separate experiment)
0.8229166666666666,0.0644209500214667,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.84375,-0.11660969185776764,160 G observed common mode,RAL Silver T397 (separate experiment)
0.84375,0.06928948247363943,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.8645833333333334,-0.0725441709515612,160 G observed common mode,RAL Silver T397 (separate experiment)
0.8645833333333334,0.07375692565074615,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.8854166666666666,-0.06136052478363951,160 G observed common mode,RAL Silver T397 (separate experiment)
0.8854166666666666,0.07592443084994026,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.90625,0.08317059099171191,160 G observed common mode,RAL Silver T397 (separate experiment)
0.90625,0.07660720942022545,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.9270833333333334,0.025346751602947745,160 G observed common mode,RAL Silver T397 (separate experiment)
0.9270833333333334,0.07630762227414697,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.9479166666666666,-0.24699558120170073,160 G observed common mode,RAL Silver T397 (separate experiment)
0.9479166666666666,0.0748660472826125,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.96875,0.06806699021569161,160 G observed common mode,RAL Silver T397 (separate experiment)
0.96875,0.07167496098644272,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.9895833333333334,0.3458084949928397,160 G observed common mode,RAL Silver T397 (separate experiment)
0.9895833333333334,0.06763908181530368,160 G fitted spin phase,RAL Silver T397 (separate experiment)
