phase_turn,residual_pct,series,source_identity
0.010416666666666666,0.21578225766437395,160 G observed common mode,RAL Silver T397 (separate experiment)
0.010416666666666666,0.06262816050183453,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.03125,0.19320231304925062,160 G observed common mode,RAL Silver T397 (separate experiment)
0.03125,0.05426399659702708,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.052083333333333336,0.13289070045012533,160 G observed common mode,RAL Silver T397 (separate experiment)
0.052083333333333336,0.04656802533988301,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.07291666666666667,-0.10073317161523428,160 G observed common mode,RAL Silver T397 (separate experiment)
0.07291666666666667,0.03908662963455943,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.09375,0.3821354151251125,160 G observed common mode,RAL Silver T397 (separate experiment)
0.09375,0.03200763625468191,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.11458333333333333,0.08302269353802741,160 G observed common mode,RAL Silver T397 (separate experiment)
0.11458333333333333,0.023012419463509463,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.13541666666666666,0.21397391884840858,160 G observed common mode,RAL Silver T397 (separate experiment)
0.13541666666666666,0.012247671550769768,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.15625,-0.019254177469938443,160 G observed common mode,RAL Silver T397 (separate experiment)
0.15625,0.002395389224527261,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.17708333333333334,0.007345603858225613,160 G observed common mode,RAL Silver T397 (separate experiment)
0.17708333333333334,-0.01005031286441399,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.19791666666666666,0.002278959195532748,160 G observed common mode,RAL Silver T397 (separate experiment)
0.19791666666666666,-0.017909809171226317,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.21875,0.2621507438042303,160 G observed common mode,RAL Silver T397 (separate experiment)
0.21875,-0.026712632004711877,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.23958333333333334,-0.28532765440086066,160 G observed common mode,RAL Silver T397 (separate experiment)
0.23958333333333334,-0.03528762861980313,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.2604166666666667,0.11205650923103894,160 G observed common mode,RAL Silver T397 (separate experiment)
0.2604166666666667,-0.04475060995226668,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.28125,0.004639842739061911,160 G observed common mode,RAL Silver T397 (separate experiment)
0.28125,-0.054880736819910576,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.3020833333333333,0.13178779979553468,160 G observed common mode,RAL Silver T397 (separate experiment)
0.3020833333333333,-0.06015299162556944,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.3229166666666667,-0.1782236983763336,160 G observed common mode,RAL Silver T397 (separate experiment)
0.3229166666666667,-0.06531854169731902,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.34375,0.007863290721935241,160 G observed common mode,RAL Silver T397 (separate experiment)
0.34375,-0.06931526842449343,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.3645833333333333,-0.09882250091100414,160 G observed common mode,RAL Silver T397 (separate experiment)
0.3645833333333333,-0.07301851615677028,160 G fitted spin phase,RAL Silver T397 (separate experiment)
0.3854166666666667,0.0704487611462392,160 G observed common mode,RAL Silver T397 (separate experiment)
