time_us,prompt_nu_mu_peak_normalized,inferred_muon_remaining_fraction,nu_e_release_over_delayed_peak,anti_nu_mu_release_over_delayed_peak,delayed_total_release_peak_normalized,cumulative_delayed_release_fraction,cumulative_ara_0_to_2,prompt_fitted_events_per_native_ns,nu_e_fitted_events_per_native_ns,anti_nu_mu_fitted_events_per_native_ns,delayed_total_fitted_events_per_native_ns
0.1355,0.031371361482489736,0.9999658929311439,0.0009401659951760903,0.002229718311449658,0.003169884306625748,3.410706885607068e-05,0.0008789026808502883,0.004951435886486791,0.00011008350342392101,0.00026107645312876347,0.0003711599565526845
0.1405,0.03640469910415222,0.9999579064971986,0.0011359789236996445,0.0026484663135291193,0.0037844452372287635,4.209350280142404e-05,0.0010617307108224177,0.005745862629572657,0.0001330111282244046,0.0003101074193168573,0.0004431185475412619
0.1455,0.041958781557886904,0.9999484224322883,0.0013626523199814725,0.003117559276707319,0.004480211596688792,5.1577567711711786e-05,0.0012734587199858356,0.006622480088246815,0.0001595521877008525,0.00036503324846098916,0.0005245854361618416
0.1505,0.04807970130790382,0.9999372303205731,0.001623254932752845,0.0036528525936391455,0.00527610752639199,6.276967942688199e-05,0.0015170849933133458,0.007588563174103829,0.00019006599990262964,0.00042771043949918437,0.000617776439401814
0.1555,0.05470943154879633,0.9999241088081354,0.0019210808691865985,0.00424812939306315,0.0061692102622497485,7.589119186460454e-05,0.0017956559281566953,0.008634953342755082,0.00022493826997127525,0.0004974110624995935,0.0007223493324708687
0.1605,0.061872809995329014,0.9999088142521374,0.002259054370367607,0.004917279284035744,0.007176333654403351,9.1185747862564e-05,0.0021121103272280866,0.009765570805068452,0.0002645113956377547,0.0005757614439130386,0.0008402728395507933
0.1655,0.06951181082111486,0.9998910918222745,0.0026402553213677503,0.005655828596785244,0.008296083918152994,0.00010890817772551004,0.002469372212201893,0.010971257171176923,0.00030914599889924206,0.0006622377642819396,0.0009713837631811816
0.1705,0.07766415122743016,0.9998706626861562,0.003067372718568361,0.006478058564810945,0.009545431283379304,0.00012933731384379415,0.00287030996785719,0.012257965459856598,0.00035915693281771805,0.0007585122051411356,0.0011176691379588535
0.1755,0.08627768182710856,0.9998472379459628,0.003543413149665478,0.007378826233607342,0.010922239383272818,0.000152762054037237,0.0033178228200028068,0.013617464777232571,0.0004148962370421695,0.0008639825808629603,0.0012788788179051297
0.1805,0.09540546556984082,0.9998205039297386,0.004071007773848082,0.00837334818342144,0.012444355957269521,0.00017949607026135372,0.003814805826718713,0.015058130207487542,0.00047667199251051097,0.0009804305922027233,0.0014571025847132343
0.1855,0.10499826474466069,0.9997901377752634,0.0046531613109318136,0.009455328931395,0.014108490242326811,0.00020986222473666675,0.004364233935871751,0.01657219041531676,0.0005448360201626721,0.0011071191046412691,0.0016519551248039411
0.1905,0.11510097228667025,0.999755793860381,0.0052925636842468034,0.010639296148933955,0.01593185983318076,0.00024420613961897086,0.004969050509838422,0.018166730987045143,0.0006197032815965433,0.0012457491549882278,0.001865452436584771
0.1955,0.12566182176881222,0.9997171172201844,0.00599211966639083,0.011919348587372492,0.017911468253763323,0.00028288277981559587,0.005632251773757701,0.019833581472538102,0.0007016138949889716,0.0013956297693825557,0.0020972436643715273
0.2005,0.13670312043280303,0.9996737332812343,0.0067544686522644755,0.013307870809981769,0.020062339462246243,0.00032626671876570166,0.006356735587495226,0.02157626269052788,0.0007908769055926745,0.001558211049317244,0.002349087954909918
0.2055,0.1481721346718618,0.9996252577107336,0.007582266014005842,0.01480075639905934,0.02238302241306518,0.000374742289266377,0.007145384636503429,0.02338645153800906,0.0008878032294260532,0.0017330121766713153,0.0026208154060973687
0.2105,0.16009690876973148,0.9995712857438419,0.008477950514099886,0.016410196714763202,0.024888147228863088,0.00042871425615810044,0.00800101322248366,0.025268574328229577,0.0009926784198060117,0.001921460630894762,0.002914139050700774
0.2155,0.17243029690189224,0.9995114037970304,0.009444009193500287,0.018131948390730027,0.027575957584230315,0.0004885962029696451,0.008926445326594217,0.02721518989458416,0.0011057936829479893,0.002123059558625536,0.0032288532415735254
0.2205,0.18522085711577868,0.9994451763345569,0.010482772313481768,0.019979416482583945,0.03046218879606571,0.000554823665443092,0.009924505085588212,0.029233962299047917,0.0012274218678236895,0.002339378550227752,0.0035668004180514413
0.2255,0.198426066819453,0.9993721600647696,0.011596770357937108,0.021947074009113315,0.03354384436705042,0.0006278399352304578,0.010998093707742988,0.03131818007365269,0.0013578592673576643,0.0025697704546044147,0.003927629721962079
0.2305,0.21210752882868641,0.9992918888047191,0.01278842382512636,0.024049487337233267,0.03683791116235963,0.0007081111952809482,0.012150149155534161,0.03347756617520698,0.0014973892963190771,0.0028159408394003906,0.0043133301357194676
0.2355,0.22622372997025578,0.9992038889308873,0.014060362558635874,0.02628023766354718,0.04034060022218305,0.0007961110691126525,0.013383724976282318,0.03570556845531986,0.0016463198816026759,0.0030771381305645922,0.004723458012167268
0.2405,0.24084698124938572,0.9991076620585836,0.015415233038378813,0.028655261731516016,0.04407049476989482,0.0008923379414163613,0.014701937472659571,0.03801359997639401,0.001804960898041285,0.0033552283523548125,0.005160189250396097
0.2455,0.255934733595492,0.9990027023318119,0.01685574883785669,0.031167259527517345,0.048023008365374036,0.0009972976681881594,0.016108048042819675,0.04039494509125726,0.001973630076417955,0.0036493567503141553,0.00562298682673211
0.2505,0.2715654527085175,0.9988884777284802,0.018384795314940822,0.033833357894348236,0.052218153209289055,0.0011115222715197411,0.017605388089148907,0.04286198827620248,0.002152665261650217,0.003961528696757047,0.006114193958407264
0.2555,0.28769258640472883,0.9987644483126961,0.020005221421466563,0.036645448416143804,0.05665066983761036,0.0012355516873039513,0.01919744652053615,0.04540738206072668,0.0023424000358934897,0.004290794781866281,0.00663319481775977
0.2605,0.3043808572125235,0.9986300494276925,0.02172001104714231,0.03962015435320212,0.061340165400344426,0.0013699505723075006,0.020887727820547278,0.04804134179522038,0.0025431837811022537,0.004639101413766942,0.0071822851948691955
0.2655,0.32157763660553385,0.9984847073668845,0.023532154169774815,0.04274998645777866,0.06628214062755347,0.0015152926331154866,0.022679843147277313,0.05075556096183432,0.0027553665920829755,0.005005571680686049,0.007760938272769025
0.2705,0.3393147450662272,0.9983278270848269,0.025444566131455956,0.04604903763003574,0.07149360376149169,0.0016721729151731191,0.024577319459991944,0.05355506188256438,0.002979289824588574,0.005391855712314774,0.008371145536903348
0.2755,0.3575340063659902,0.9981588035690072,0.027460118610038668,0.049511968888302324,0.076972087498341,0.001841196430992802,0.026583688677210646,0.056430662429109955,0.0032152897217509846,0.005797328370315762,0.009012618092066747
0.2805,0.3762379592839915,0.9979770135849841,0.029581556871018422,0.05314973766945926,0.08273129454047767,0.0020229864150158564,0.028702317002747696,0.05938276330458656,0.0034636877251508643,0.006223272654761954,0.009686960379912818
0.2855,0.39536684528607163,0.9977818240941206,0.031811361416995046,0.05695910951457462,0.08877047093156966,0.0022181759058793145,0.030936485983616663,0.062401932640672945,0.0037247742754315063,0.0066693098446905285,0.010394084120122035
0.2905,0.4148948111140917,0.9975725879806207,0.03415195326575731,0.060947563688304084,0.09509951695406138,0.002427412019379382,0.03328924852794458,0.06548408994025064,0.003998832848193397,0.007136315682960253,0.01113514853115365
0.2955,0.4347656766480706,0.9973486491332226,0.03660523710085845,0.06511391192670575,0.10171914902756421,0.002651350866777349,0.03576349603120053,0.06862036812681942,0.00428608646175408,0.00762415103641976,0.01191023749817384
0.3005,0.4549246240214317,0.997109343424637,0.03917308771613574,0.06946132773554632,0.10863441545168206,0.0028906565753630685,0.03836183384609531,0.07180211513241151,0.004586754634661195,0.00813318748906031,0.012719942123721505
0.3055,0.47532160740410195,0.9968539988510979,0.041856737593775915,0.07399107615755442,0.11584781375133034,0.003146001148902071,0.041086629961162933,0.07502143207386461,0.0049009816775553335,0.008663573164017883,0.013564554841573217
0.3105,0.49588440268543443,0.9965819409379254,0.044657294284593606,0.07870241660852129,0.1233597108931149,0.003418059062074542,0.0439399472421843,0.07826691960360731,0.005228897272933543,0.00921522134670729,0.014444118619640834
0.3155,0.5165742047281416,0.9962924891564964,0.04757535760653589,0.08359854134845664,0.13117389895499254,0.003707510843503583,0.04692358140573511,0.08153245299066635,0.0055705716531392275,0.009788505817043476,0.015359077470182704
0.3205,0.5373202893363865,0.9959849643525635,0.050611267388021956,0.08867618868840159,0.13928745607642354,0.0040150356474365064,0.050039067593445875,0.08480686962351446,0.005926044608489353,0.010383044665715196,0.016309089274204547
0.3255,0.5580978783945121,0.9956586840612898,0.05376501561743653,0.09393896070075175,0.14770397631818827,0.004341315938710231,0.05328769783461503,0.08808625869798932,0.006295315200908428,0.010999259657337345,0.017294574858245773
0.3305,0.5788294148030729,0.9953129724258576,0.057036402652961504,0.09938071041390477,0.1564171130668663,0.004687027574142464,0.05667051931429853,0.09135837914493425,0.006678360054449141,0.011636431046489535,0.018314791100938678
0.3355,0.5995006699556669,0.9949471526733342,0.06042478383198623,0.10500593282030399,0.16543071665229023,0.005052847326665807,0.060188331620301794,0.09462098522081042,0.007075103685931851,0.012295085149288886,0.019370188835220736
0.3405,0.620014931597783,0.9945605608054473,0.06392949423735125,0.1108045697507513,0.17473406398810254,0.00543943919455266,0.06384166482196445,0.09785881254100015,0.0074854682405832785,0.012974044260405656,0.020459512500988934
0.3455,0.6403665945966837,0.9941525335963526,0.06754919132078734,0.11678312465113763,0.18433231597192498,0.005847466403647472,0.06763075828498452,0.10107097643062567,0.007909296520187627,0.01367406986463261,0.021583366384820238
0.3505,0.6604529674253616,0.9937224244663552,0.07128256607864594,0.12292876447383956,0.19421133055248552,0.006277575533644883,0.07155559820248594,0.10424126877859348,0.008346435254249725,0.014393659347698184,0.02274009460194791
0.3555,0.680280520784346,0.9932695897597736,0.07512768749464187,0.12924896459927435,0.2043766520939162,0.006730410240226388,0.07561588544409126,0.1073707108749368,0.00879665834116737,0.01513368799765787,0.023930346338825237
0.3605,0.6997514662866482,0.9927934058813942,0.07908267462130024,0.13572899776271471,0.21481167238401494,0.007206594118605854,0.07981111289577139,0.11044386848582785,0.009259745541866982,0.015892431407433183,0.025152176949300165
0.3655,0.7188821457421641,0.9922932543717937,0.08314503210978706,0.14237664100158268,0.22552167311136972,0.007706745628206226,0.0841405108112753,0.11346332088803834,0.009735404677368125,0.016670800185927308,0.02640620486329543
0.3705,0.7375734681978496,0.9917685411306555,0.08731242126485092,0.14917493788831956,0.23648735915317048,0.00823145886934449,0.08860312782183109,0.11641342825984095,0.010223361911169543,0.017466808914649478,0.02769017082581902
0.3755,0.7558521962939319,0.9912186789460675,0.0915818681863546,0.15613233265321488,0.2477142008395695,0.00878132105393245,0.0931977576550306,0.1192984146288512,0.010723269030989985,0.018281446323737512,0.029004715354727498
0.3805,0.7736178493911114,0.9906431080834639,0.09595058808595056,0.16323010151498005,0.2591806896009306,0.009356891916536133,0.09792303447868511,0.12210242083500036,0.011234799967540449,0.01911252005625427,0.03034732002379472
0.3855,0.7909044291508068,0.9900412774119235,0.10041527079524044,0.17047712993253195,0.2708924007277724,0.009958722588076473,0.10277734606247883,0.12483081346228711,0.011757567135079602,0.019961070505547435,0.03171863764062704
0.3905,0.8076201048968646,0.9894126648832832,0.10497277490119618,0.17785387487957607,0.28282664978077227,0.010587335116716884,0.10775896778873778,0.1274690986002179,0.01229120270733676,0.020824809389746526,0.033116012097083286
0.3955,0.8238083778574569,0.9887567587565166,0.10961938322326,0.18536918010513367,0.2949885633283936,0.01124324124348337,0.11286596260049984,0.13002414217784714,0.012835271441747566,0.02170477221841119,0.034540043660158753
0.4005,0.8393872883218051,0.9880730770097117,0.1143518757326906,0.19300326043377813,0.30735513616646876,0.011926922990288314,0.11809632934321396,0.1324830082486931,0.01338939630697204,0.022598642356566334,0.03598803866353838
0.4055,0.85440882078809,0.9873611495538691,0.11916616370367784,0.20076443389548965,0.31993059759916753,0.012638850446130896,0.12344790092407375,0.13485390168170858,0.013953098556422844,0.023507393757627105,0.03746049231404995
0.4105,0.8687901867012617,0.9866205380197679,0.12405885507821646,0.20863230579339628,0.33269116087161277,0.013379461980232125,0.1289184563545814,0.13712375571143956,0.014525981015950994,0.024428638418097892,0.03895461943404889
0.4155,0.8825867911054017,0.9858508165902837,0.12902583127191547,0.21661494788143887,0.34564077915335434,0.014149183409716241,0.13450561511917597,0.139301315081837,0.015107561442844851,0.025363321455072,0.04047088289791685
0.4205,0.8956877199146089,0.9850515961504057,0.13406344132110637,0.2246891996931896,0.358752641014296,0.014948403849594234,0.14020686765805426,0.14136907389072464,0.015697412347838093,0.02630873102266435,0.042006143370502444
0.4255,0.9081486526839758,0.9842225000409882,0.13916715559548068,0.2328652592251927,0.3720324148206734,0.01577749995901178,0.14601946974439234,0.14333582020894806,0.016295003359085597,0.02726606119850938,0.04356106455759498
0.4305,0.9198458130015038,0.9833631908065933,0.14433317426632808,0.24111736806531936,0.3854505423316474,0.016636809193406734,0.15194052557315288,0.1451820180349023,0.01689988955679769,0.02823229594473258,0.04513218550153027
0.4355,0.9308399707942442,0.982473344304509,0.14955648626477358,0.24945725794896148,0.3990137442137351,0.017526655695490903,0.15796686612369867,0.14691725886807613,0.017511484197760413,0.029208808923580628,0.046720293121341044
0.4405,0.9410258460161709,0.981552674774695,0.15483292935300752,0.2578595593684197,0.4126924887214272,0.018447325225304956,0.16409525709358694,0.14852492604367115,0.01812929992790808,0.030192629633778195,0.04832192956168628
0.4455,0.9504752346615549,0.9806009115563564,0.1601572651198697,0.26633484043019046,0.4264921055500602,0.019399088443643592,0.17032225525818823,0.15001635133836966,0.01875272338464744,0.03118499548892422,0.049937718873571665
0.4505,0.959099768858223,0.9796178225476962,0.16552510171771612,0.2748586065530126,0.4403837082707287,0.020382177452303717,0.1766444213204829,0.1513775873863955,0.01938124032902746,0.032183038432384056,0.051564278761411515
0.4555,0.9669789317495382,0.9786031918542366,0.1709313407446108,0.2834402191645713,0.45437155990918215,0.021396808145763415,0.1830581779121761,0.15262117925018212,0.02001425379205558,0.033187854588418664,0.05320210838047425
0.4605,0.9740186051337721,0.9775568444578038,0.17637137556998214,0.2920544863481796,0.46842586191816177,0.022443155542196277,0.18955992975056143,0.15373227197222727,0.02065122438596953,0.03419649424978368,0.05484771863575321
0.4655,0.9802981239864696,0.9764786215313523,0.18184014060717055,0.30071113383115533,0.48255127443832585,0.023521378468647634,0.19614593191050986,0.1547233872291941,0.021291558984098867,0.035210096196377536,0.0565016551804764
0.4705,0.9857118700804159,0.9753684065106532,0.18733299878403212,0.3093838064989465,0.4967168052829786,0.024631593489346806,0.2028123903870029,0.15557785498013488,0.021934714634294875,0.03622557452277725,0.05816028915707212
0.4755,0.9903382902459591,0.9742260991545089,0.19284462172157987,0.31808318563749305,0.510927807359073,0.025773900845491186,0.20955532880170416,0.1563080567230979,0.022580067439682456,0.03724417989469863,0.05982424733438109
0.4805,0.9940610566770098,0.9730516442893972,0.19837020423569607,0.3267808341315941,0.5251510383672902,0.026948355710602844,0.2163706942697027,0.15689563209224472,0.023227054763977184,0.038262582626442936,0.06148963739042012
0.4855,0.9969575176823192,0.9718450028890321,0.20390424398531082,0.33548857078516336,0.5393928147704742,0.028154997110967868,0.22325421091220554,0.15735278920267182,0.02387503234118229,0.03928216657506071,0.063157198916243
0.4905,0.9988915065412569,0.9706061847686559,0.20944168884716013,0.34417529859568385,0.5536169874428439,0.029393815231344142,0.23020148175165153,0.15765803645327503,0.024523408621048688,0.040299290610155164,0.06482269923120385
0.4955,0.9999438642820568,0.9693352161180661,0.2149766625470486,0.3528549497156046,0.5678316122626532,0.030664783881933954,0.23720782562619191,0.1578241332255215,0.025171495553961917,0.04131558603955886,0.06648708159352078
0.5005,1.0,0.9680321690970211,0.22050385132862718,0.36149723169455994,0.5820010830231871,0.031967830902979,0.24426853417882427,0.15783299329391517,0.02581867095520327,0.04232750593743033,0.0681461768926336
0.5055,0.9991544925083917,0.9666971340504695,0.22601740679854312,0.3701151762845101,0.5961325830830532,0.033302865949530504,0.2513787027468095,0.15769954431566222,0.02646425003971035,0.0433365761842193,0.06980082622392965
0.5105,0.9973524337999613,0.9653302412240309,0.23151189862168625,0.3786830152517959,0.6101949138734822,0.03466975877596912,0.258533584921283,0.15741511999561927,0.027107596972623403,0.044339779592053846,0.07144737656467726
0.5155,0.9946907095411006,0.963931641153089,0.23698169676290695,0.38720911128924707,0.624190808052154,0.03606835884691094,0.2657284098182712,0.15699501208852026,0.027748052536318246,0.04533809534389684,0.07308614788021509
0.5205,0.9910556491255192,0.9625015379863638,0.24241574019645626,0.39565592712321696,0.6380716673196731,0.037498462013636186,0.2729584025241915,0.15642127962232483,0.02838432160156009,0.04632712822165573,0.07471144982321581
0.5255,0.9863422222519854,0.961040386003259,0.24775899833625686,0.40395338080479376,0.6517123791410506,0.03895961399674101,0.28021751141739265,0.155677345350203,0.029009960668220296,0.047298672369659726,0.07630863303788002
0.5305,0.9806219820897873,0.9595485810336184,0.25305908458636883,0.41215482566180717,0.665213910248176,0.04045141896638162,0.28750013671901475,0.15477450272304322,0.02963054476278968,0.048258974898820056,0.07788951966160973
0.5355,0.9739806397527954,0.958026422855599,0.2583101091598177,0.42027534086386703,0.6785854500236848,0.04197357714440097,0.2948009461157437,0.15372627978250616,0.030245384253450146,0.049209801420558405,0.07945518567400855
0.5405,0.9663097764649524,0.9564742565426155,0.2635064104328984,0.428284460301843,0.6917908707347414,0.04352574345738451,0.3021146069582414,0.1525155644686375,0.03085381622389145,0.050147584675427015,0.08100140089931847
0.5455,0.957708740540595,0.9548924460642583,0.26864215852067413,0.43619485355744797,0.7048370120781221,0.0451075539357417,0.30943562407645697,0.15115803722326768,0.031455158056191146,0.05107380813756665,0.0825289661937578
0.5505,0.9480847963425426,0.9532814013314469,0.2737118147600601,0.44397714244836683,0.717688957208427,0.04671859866855307,0.31675855741081616,0.14963906130319546,0.03204876123142832,0.05198503193226362,0.08403379316369194
0.5555,0.9375411617071835,0.9516415513401446,0.27870948900095427,0.4516429308162312,0.7303524198171856,0.048358448659855356,0.3240778571822197,0.14797492788849934,0.03263393607526648,0.052882614746756706,0.0855165508220232
0.5605,0.9259777383276928,0.9499733725314535,0.28362985293557663,0.45916229028684213,0.7427921432224188,0.05002662746854651,0.3313880087360729,0.14614983816378949,0.03321005869916811,0.05376305228467644,0.08697311098384455
0.5655,0.9134959475829167,0.9482773597116219,0.2884670796732461,0.4665476731921246,0.7550147528653706,0.051722640288378155,0.3386833565400483,0.14417979976887318,0.03377644683580645,0.054627802582509065,0.08840424941831551
0.5705,0.9000611349490423,0.9465540452241382,0.2932158781143219,0.4737751406566155,0.7669910187709376,0.053445954775861816,0.3459584757122107,0.14205934307652587,0.03433248095332394,0.05547406265089683,0.08980654360422077
0.5755,0.8857835492975948,0.9448039810078493,0.29787086300771953,0.4808526946280615,0.778723557635781,0.055196018992150604,0.3532080014723775,0.13980586899614766,0.0348775304957238,0.05630276943336531,0.0911802999290891
0.5805,0.8706742390737335,0.9430277508186696,0.30242731287744656,0.48776212521510137,0.790189438092548,0.0569722491813304,0.3604269104014982,0.13742112133690929,0.035411042628058546,0.05711179074405767,0.09252283337211623
0.5855,0.8548406516287134,0.9412259569218867,0.3068806458587223,0.49450768289941327,0.8013883287581356,0.05877404307811333,0.3676103817736399,0.1349220588358808,0.03593248086237834,0.05790162426946413,0.09383410513184247
0.5905,0.8383089745476886,0.9393992300293306,0.31122689092773426,0.5010744528967922,0.8123013438245266,0.06060076997066941,0.3747539301659443,0.13231281475801424,0.03644138023375601,0.05867052364595687,0.09511190387971288
0.5955,0.8211730802581756,0.9375482165616262,0.315462106912543,0.5074655736319207,0.8229276805444637,0.06245178343837376,0.3818532935457903,0.1296082052695323,0.03693727927260331,0.05941885634990287,0.09635613562250618
0.6005,0.8034776791039766,0.9356735844757498,0.3195831945603826,0.5136703568408209,0.8332535514012034,0.06432641552425025,0.3889045634075824,0.12681528713782847,0.03741981508917074,0.06014537089853182,0.09756518598770256
0.6055,0.7853014991833568,0.9337760156683325,0.3235870598076605,0.5196895714420352,0.8432766312496958,0.06622398433166758,0.39590407594307386,0.12394648625430828,0.03788862540130619,0.060850157324079994,0.09873878272538619
0.6105,0.7666765633274372,0.9318562099947352,0.32747126795375553,0.5255148250132848,0.8529860929670403,0.06814379000526484,0.40284843830924827,0.12100685687826132,0.03834342513129407,0.06153223296258015,0.09987565809387422
0.6155,0.7476687532094723,0.9299148777600819,0.3312335941987225,0.5311472022413727,0.8623807964400951,0.0700851222399181,0.4097344586889529,0.11800679731138057,0.03878395377856998,0.06219172481939517,0.10097567859796515
0.6205,0.7282867686574077,0.9279527453364028,0.33487206936138547,0.5365783356115996,0.871450404972985,0.07204725466359722,0.41655911551645247,0.11494768067355178,0.03920998077282629,0.06282765314697222,0.1020376339197985
