time_us,prompt_nu_mu_peak_normalized,inferred_muon_remaining_fraction,nu_e_release_over_delayed_peak,anti_nu_mu_release_over_delayed_peak,delayed_total_release_peak_normalized,cumulative_delayed_release_fraction,cumulative_ara_0_to_2,prompt_fitted_events_per_native_ns,nu_e_fitted_events_per_native_ns,anti_nu_mu_fitted_events_per_native_ns,delayed_total_fitted_events_per_native_ns
1.1355,0.00029027205294415096,0.7073948130722794,0.3359281672654526,0.5285801927760084,0.864508360041461,0.2926051869277206,0.8515146895550305,4.581450698574517e-05,0.03933363867774402,0.06189115513625455,0.10122479381399857
1.1405,0.00028694115280693673,0.7054431814091877,0.33508327196947346,0.5272516714010685,0.862334943370542,0.29455681859081223,0.8546832790634936,4.5288781046725536e-05,0.03923471036648304,0.06173559932156083,0.10097030968804387
1.1455,0.00028408350043267297,0.7034964567278372,0.33424036927672557,0.5259265404823167,0.8601669097590423,0.2965035432721627,0.8578438903399034,4.483774921870202e-05,0.03913601536800485,0.06158044049346023,0.10071645586146508
1.1505,0.0002815809109260018,0.701554626747684,0.333399527964212,0.5246042148502715,0.8580037428144837,0.29844537325231596,0.860996545325584,4.444275802587817e-05,0.03903756173536977,0.06142561013478988,0.10046317187015966
1.1555,0.0002793851063008524,0.6996176803371207,0.33256039214817573,0.5232855896212858,0.8558459817694614,0.3003823196628793,0.864141263679379,4.4096187609202214e-05,0.03893930779835042,0.0612712130542161,0.10021052085256651
1.1605,0.0002774326918172281,0.6976856045223555,0.33172331660871046,0.5219705132141914,0.8536938298229019,0.3023143954776445,0.867278067754657,4.37880321871014e-05,0.038841295097946864,0.06111723150318588,0.09995852660113275
1.1655,0.000275711915128063,0.695758387579414,0.3308879963330246,0.5206593093422359,0.8515473056752606,0.30424161242058595,0.8704069777529481,4.351643685146008e-05,0.03874348792038424,0.06096370338509985,0.09970719130548408
1.1705,0.00027414092078358043,0.6938360165400995,0.3300546396252478,0.5193512097832184,0.8494058494084662,0.3061639834599005,0.8735280156329239,4.326848211162258e-05,0.038645910655874985,0.060810538749255974,0.09945644940513096
1.1755,0.0002727232011334929,0.6919184806305146,0.3292230367337393,0.5180465144084221,0.8472695511421615,0.30808151936948536,0.8766411996156765,4.3044719175597665e-05,0.03854853874471842,0.06065777270741284,0.09920631145213127
1.1805,0.0002714222211542249,0.6900057669759148,0.3283933849002897,0.5167451794426802,0.8451385643429699,0.3099942330240853,0.8797465512497274,4.2839381611254337e-05,0.038451395281843964,0.06050540013396097,0.09895679541580493
1.1855,0.00027020057520268145,0.6880978651729338,0.32756518394528356,0.5154468280754451,0.8430120120207286,0.3119021348270662,0.882844087887914,4.2646565573976844e-05,0.03835442170150399,0.06035337690836695,0.09870779860987094
1.1905,0.0002690629835229369,0.686194763346121,0.32673926354617683,0.5141519513923464,0.8408912149385231,0.31380523665387905,0.8859338292073233,4.2467016074016506e-05,0.03825771515016151,0.060201760531568775,0.09845947568173029
1.1955,0.0002679896677031843,0.6842964498987215,0.3259150760336791,0.5128602245680652,0.8387753006017442,0.3157035501012785,0.8890157943561597,4.2297611425435244e-05,0.03816121150152976,0.060050512969953986,0.09821172447148374
1.2005,0.00026696559481948303,0.6824029125209591,0.3250929108516674,0.5115722577662681,0.8366651686179355,0.3175970874790409,0.8920900036124594,4.213597893684954e-05,0.03806494464642822,0.05989970566724041,0.09796465031366863
1.2055,0.0002659866146901945,0.6805141405526839,0.3242722141344819,0.5102870367479554,0.8345592508824372,0.3194858594473161,0.8951564745026803,4.1981463572668665e-05,0.037968849733040745,0.059749219866758525,0.09771806959979927
1.2105,0.00026504935037260837,0.6786301222547895,0.3234534804890521,0.5090054544048861,0.8324589348939382,0.32136987774521053,0.8982152262908094,4.183353233991647e-05,0.03787298467461235,0.05959916011669824,0.09747214479131058
1.2155,0.0002641396608973773,0.6767508460900675,0.3226365210803597,0.5077270148849717,0.8303635359653315,0.32324915390993253,0.9012662778641899,4.1689953327072774e-05,0.03777732736055777,0.0594494683580196,0.09722679571857737
1.2205,0.0002632603854484876,0.6748763005034013,0.32182115967805136,0.5064518895715552,0.8282730492496065,0.32512369949659875,0.9043096481042447,4.1551174651044667e-05,0.037681857156164844,0.05930016465790105,0.0969820218140659
1.2255,0.00026239183194911935,0.6730064756377647,0.3210072696908484,0.5051796543730944,0.8261869240639428,0.32699352436223533,0.9073453531105745,4.141408825240347e-05,0.037586559238932504,0.059151199359704365,0.09673775859863687
1.2305,0.0002615382577619182,0.6711413593907505,0.3201954308261477,0.5039108920961886,0.8241063229223363,0.3288586406092495,0.9103734125737092,4.12793660834391e-05,0.037491501486471235,0.05900264070392386,0.0964941421903951
1.2355,0.00026069535858647,0.669280942042409,0.3193848457384776,0.5026448425860292,0.8220296883245067,0.33071905795759104,0.9133938423592667,4.114632878353313e-05,0.03739659053805175,0.058854399684463904,0.09625099022251565
1.2405,0.000259865267318914,0.667425212684315,0.3185760997055132,0.5013822032793104,0.8199583029848236,0.33257478731568496,0.9164066601919438,4.101531299406763e-05,0.037301894923505254,0.05870655796379168,0.09600845288729692
1.2455,0.00025904113068678106,0.665574160295602,0.3177691847038493,0.5001221945417322,0.8178913792455815,0.33442583970439793,0.9194118840207397,4.088523704253492e-05,0.037207413703375776,0.05855902425496893,0.0957664379583447
1.2505,0.0002582232343983994,0.6637277746429366,0.3169637920589819,0.4988656323454586,0.8158294244044404,0.3362722253570634,0.9224095304559986,4.075614602313566e-05,0.03711311073514062,0.05841189409971379,0.0955250048348544
1.2555,0.00025741577960356095,0.6618860449407323,0.3161600030272915,0.49761167062211065,0.8137716736494022,0.33811395505926767,0.925399617093416,4.062870301591678e-05,0.03701899553306333,0.058265068432359395,0.09528406396542272
1.2605,0.00025660773105826916,0.6600489600667896,0.3153581875039022,0.4963613388750063,0.8117195263789084,0.33995103993321046,0.9283821619725435,4.0501166295286586e-05,0.036925111407954285,0.058118667796865635,0.09504377920481992
1.2655,0.00025580826083619206,0.6582165089079146,0.3145580882310613,0.495113808626446,0.8096718968575073,0.3417834910920854,0.9313571831488731,4.0374983517086806e-05,0.03683142823764906,0.05797259518724832,0.09480402342489738
1.2705,0.00025500727936715633,0.6563886794181906,0.31376015349041353,0.49386991124229096,0.8076300647327045,0.3436113205818094,0.9343247001896031,4.0248562214255936e-05,0.03673799851119133,0.05782694794766486,0.09456494645885619
1.2755,0.0002542046654795234,0.6545654598151858,0.31296384589097115,0.49262907964847674,0.805592925539448,0.3454345401848143,0.9372847322220493,4.0121883261911566e-05,0.03664475930577496,0.0576816596797345,0.09432641898550946
1.2805,0.0002534053231849804,0.6527468397862244,0.3121695105414322,0.49139115517705434,0.8035606657184865,0.34725316021377556,0.9402372959651413,3.9995720674897416e-05,0.036551751029981774,0.05753671180511704,0.09408846283509881
1.2855,0.00025261629911503807,0.6509328084701137,0.3113769088672009,0.4901558112243145,0.8015327200915154,0.3490671915298863,0.9431824090852865,3.987118664415748e-05,0.036458945749247594,0.057392066081969305,0.0938510118312169
1.2905,0.0002518154334885476,0.649123355064496,0.3105864415762619,0.488923705529445,0.7995101471057069,0.35087664493550397,0.9461200890949591,3.974478362510227e-05,0.036366390382243194,0.057247799524599935,0.09361418990684313
1.2955,0.0002510275880637148,0.6473184683876991,0.3097975479065628,0.4876945073118473,0.79749205521841,0.3526815316123008,0.9490503541716557,3.9620435623448e-05,0.03627401926965773,0.05710387340209617,0.09337789267175389
1.3005,0.0002502365285900093,0.6455181374446506,0.3090105078850302,0.486468514147368,0.7954790220323982,0.35448186255534947,0.9519732221687399,3.949558033883955e-05,0.03618186519968532,0.05696032255744518,0.0931421877571305
1.3055,0.00024946224759335754,0.6437223516487629,0.3082252140052388,0.48524511443901075,0.7934703284442496,0.35627764835123704,0.9548887103054631,3.937337325148741e-05,0.036089915584459537,0.05681707537910138,0.09290699096356092
1.3105,0.00024868286063116764,0.6419311001294767,0.3074417190501213,0.48402535340870245,0.7914670724588238,0.35806889987052326,0.9577968362452803,3.925036027431072e-05,0.03599817660430407,0.05667425425150767,0.09267243085581174
1.3155,0.00024791508467482046,0.640144370960927,0.3066603878757074,0.48280844866305833,0.7894688365387657,0.359855629039073,0.960697619360254,3.912917989694135e-05,0.03590669098000461,0.05653176756466615,0.09243845854467075
1.3205,0.00024715124631558667,0.638362152605848,0.3058809689738198,0.48159496381640404,0.7874759327902239,0.36163784739415195,0.9635910784234034,3.900862100231077e-05,0.03581542926261125,0.056389681311858716,0.09220511057446996
1.3255,0.00024638982923251064,0.6365844329916738,0.3051034909707198,0.4803843169231455,0.7854878078938653,0.3634155670083262,0.9664772330157739,3.888844426494375e-05,0.035724394803956686,0.05624792735340564,0.09197232215736233
1.3305,0.00024563680205923715,0.6348112017826435,0.30432800846103725,0.479176862913402,0.7835048713744392,0.36518879821735645,0.9693560999649947,3.8769591732154345e-05,0.03563359399649519,0.056106547247873395,0.09174014124436858
1.3355,0.0002448906657562763,0.6330424475593428,0.3035543013828912,0.4779721701599647,0.7815264715428558,0.36695755244065714,0.9722276978183044,3.8651826806052774e-05,0.035543001073305866,0.055965490456276766,0.09150849152958263
1.3405,0.00024415178146880683,0.6312781587152899,0.3027825794721336,0.4767711291204909,0.7795537085926245,0.3687218412847101,0.975092045464409,3.853520648726363e-05,0.03545264059224072,0.055824861241798085,0.09127750183403881
1.3455,0.000243422250397136,0.6295183241250981,0.302012863597921,0.47557240339760287,0.7775852669955239,0.37048167587490183,0.9779491609826269,3.842006241452091e-05,0.035362514996857476,0.05568450312642595,0.09104701812328342
1.3505,0.0002426976238375776,0.6277629321429652,0.3012452911091504,0.474377316464589,0.7756226075737394,0.37223706785703486,0.9807990633288737,3.830569243560553e-05,0.03527264036926061,0.05554457107489746,0.09081721144415807
1.3555,0.0002419779395105404,0.6260119715275669,0.30047964602819976,0.4731849179107395,0.7736645639389392,0.3739880284724331,0.9836417707532267,3.8192102504042536e-05,0.0351829914207528,0.05540495380416136,0.09058794522491416
1.3605,0.0002412692914832836,0.6242654315349141,0.29971562853882744,0.4719956145909302,0.7717112431297577,0.37573456846508596,0.9864773007382853,3.8080254464708766e-05,0.03509353304602026,0.05526569895262444,0.0903592319986447
1.3655,0.00024056875614731314,0.6225233003989545,0.298953797079607,0.47080924302323973,0.7697630401028467,0.3774766996010455,0.9893056724217691,3.796968687572439e-05,0.03500433063231901,0.055126787378281195,0.0901311180106002
1.3705,0.00023988027391931766,0.6207855675164424,0.29819380468583073,0.4696260716957946,0.7678198763816254,0.37921443248355763,0.9921269030608559,3.78610216648502e-05,0.03491534355374811,0.05498825051825416,0.08990359407200227
1.3755,0.00023920531591956298,0.6190522212769083,0.2974358976619076,0.4684456291522918,0.7658815268141994,0.38094777872309166,0.9949410115597938,3.7754491023401245e-05,0.03482660064995118,0.05485003316999206,0.08967663381994324
1.3805,0.00023853150275458059,0.6173232505604254,0.2966797573732644,0.4672686953513461,0.7639484527246104,0.3826767494395747,0.9977480160095278,3.7648141074651224e-05,0.034738064612186675,0.05471222665840698,0.08945029127059365
1.3855,0.0002378774113812142,0.6155986444116535,0.2959256177433764,0.4660942177042283,0.7620198354476047,0.38440135558834654,1.0005479342331236,3.754490387530508e-05,0.0346497628304217,0.054574707736481286,0.08922447056690298
1.3905,0.00023723042073136257,0.6138783915167234,0.2951731417089185,0.4649233950822057,0.7600965367911242,0.3861216084832766,1.0033407846548004,3.744278740440582e-05,0.03456165583810259,0.05443761677937207,0.08899927261747466
1.3955,0.00023659742826344555,0.6121624802664087,0.29442273864441826,0.4637552991005923,0.7581780377450105,0.3878375197335912,1.006126586176803,3.734288030846198e-05,0.03447379156866072,0.05430084508304272,0.08877463665170343
1.4005,0.00023597279338887896,0.6104508997958897,0.293674104955193,0.4625906361280247,0.7562647410832177,0.38954910020411027,1.0089053564810975,3.724429231649336e-05,0.0343861344743668,0.05416447535579647,0.08855060983016327
1.4055,0.00023536446852979586,0.6087436383185725,0.29292727530097634,0.4614289057336106,0.754356181034587,0.39125636168142747,1.0116771147538315,3.714827858308918e-05,0.03429868861350938,0.054028449002463834,0.08832713761597322
1.4105,0.00023476873397192545,0.6070406853784374,0.2921821679642616,0.4602704208703725,0.7524525888346342,0.3929593146215626,1.014441878037934,3.7054252014611864e-05,0.03421144441783193,0.053892802666536795,0.08810424708436873
1.4155,0.00023419349966376037,0.6053420302950525,0.29143875066759584,0.45911455655773614,0.750553307225332,0.3946579697049475,1.0171996637459804,3.696346106190882e-05,0.03412439810798579,0.053757463169394205,0.08788186127737999
1.4205,0.00023363245491863578,0.6036476631867798,0.29069722490918437,0.4579615355643093,0.7486587604734937,0.39635233681322024,1.0199504880072434,3.687490969041398e-05,0.03403757327728158,0.05362245659488607,0.08766002987216764
1.4255,0.00023308644152082063,0.6019575729528657,0.28995740588328,0.45681136899464714,0.7467687748779271,0.3980424270471343,1.0226943689026016,3.6788730761458236e-05,0.033950948286919136,0.053487784243238454,0.08743873253015759
1.4305,0.00023254513030572372,0.6002717499755859,0.28921927410974196,0.455664008266797,0.744883282376539,0.3997282500244141,1.0254313220855635,3.670329399207592e-05,0.03386452085597982,0.05335344042601806,0.08721796128199788
1.4355,0.00023201892566494093,0.5985901834198899,0.28848283910216277,0.45451960773078837,0.7430024468329511,0.4014098165801101,1.0281613651835657,3.6620241538536024e-05,0.03377829209840477,0.053219443215982355,0.08699773531438712
1.4405,0.0002314976668163302,0.596912863329791,0.28774818815957937,0.4533782626245193,0.7411264507840987,0.403087136670209,1.0308845144164644,3.6537969694178855e-05,0.03369227223598875,0.05308580376448282,0.08677807600047158
1.4455,0.00023098574591818528,0.5952397779128779,0.28701519487419846,0.452239634965069,0.7392548298392675,0.40476022208712215,1.0336007889430021,3.645717168649493e-05,0.0336064464677149,0.05295248249729086,0.08655892896500576
1.4505,0.0002304875226215822,0.5935709185084234,0.2862838366671371,0.45110390949190915,0.7373877461590463,0.40642908149157664,1.036310202896936,3.6378535612263305e-05,0.03352081214983461,0.052819501045446485,0.0863403131952811
1.4555,0.00022999739352359168,0.5919062735409255,0.28555433835256844,0.44997112170181996,0.7355254600543883,0.40809372645907444,1.039012775085677,3.630117706962702e-05,0.033435395605711966,0.05268686356524757,0.08612225917095953
1.4605,0.0002295236818260671,0.5902458331232405,0.2848264185848037,0.44884149183475636,0.73366791041956,0.40975416687675953,1.0417085216449733,3.622640973444837e-05,0.033350163892739766,0.0525545958444656,0.08590475973720536
1.4655,0.00022905998235846374,0.5885895856097445,0.28410052031698724,0.44771451310162497,0.7318150334186123,0.4114104143902555,1.0443974615157565,3.6153222659487735e-05,0.03326516887605059,0.052422638543452894,0.08568780741950349
1.4705,0.00022860807685425724,0.5869375217271982,0.2833761580324219,0.44659044906714124,0.7299666070995631,0.4130624782728019,1.0470796098179291,3.6081897061072827e-05,0.033180353706769576,0.0522910225228526,0.08547137622962217
1.4755,0.00022816470280542702,0.5852896305649133,0.2826534401594348,0.44546916626445343,0.7281226064238882,0.41471036943508666,1.0497549842992266,3.601191800779711e-05,0.033095731080708096,0.05215973215510669,0.08525546323581479
1.4805,0.0002277324203556198,0.583645902860565,0.28193264166890153,0.44435059883844136,0.7262832405073428,0.4163540971394351,1.052423600051675,3.594368957479561e-05,0.0330113331940501,0.05202875972927648,0.08504009292332658
1.4855,0.00022730497740099402,0.5820063268806226,0.2812135792372825,0.44323488771376884,0.7244484669510513,0.4179936731193774,1.0550854761279485,3.587622497380463e-05,0.03292713858154626,0.051898121746150966,0.08482526032769722
1.4905,0.00022688162632459187,0.5803708937339325,0.2804962232899696,0.4421216511420495,0.7226178744320192,0.41962910626606753,1.057740626995274,3.5809406206201876e-05,0.03284314378032246,0.05176777350702799,0.08461091728735046
1.4955,0.00022647145509112403,0.5787395927899784,0.2797806838156743,0.44101145950157206,0.7207921433172464,0.42126040721002156,1.060389069951871,3.574466765266059e-05,0.032759361668894586,0.05163778179717806,0.08439714346607265
1.5005,0.00022607081751547495,0.5771124140108927,0.2790668320177656,0.4399038452115024,0.718970677229268,0.4228875859891072,1.0630308213501767,3.568143382486988e-05,0.032675777166538134,0.05150809186782635,0.08418386903436448
1.5055,0.00022567504162674583,0.5754893468222639,0.2783547181415682,0.4387992146894854,0.7171539328310537,0.42451065317773606,1.0656658983591678,3.56189673316782e-05,0.032592396156449675,0.05137875130618452,0.0839711474626342
1.5105,0.00022528818586480516,0.5738703808679795,0.277644391244227,0.43769747724083496,0.715341868485062,0.4261296191320205,1.0682943178509952,3.555790872879811e-05,0.03250922438270252,0.051249749492863185,0.0837589738755657
1.5155,0.00022490948499910628,0.5722555049569574,0.2769357360135288,0.43659894359718904,0.7135346796107178,0.42774449504304257,1.070916098004192,3.5498137237601855e-05,0.03242624834345496,0.051121122811253694,0.08354737115470864
1.5205,0.00022453805721033712,0.5706447096293286,0.2762288411902894,0.4355027872437792,0.7117316284340687,0.42935529037067144,1.073531254226836,3.543951367790788e-05,0.03234347842931884,0.05099277448521033,0.08333625291452917
1.5255,0.00022417019418872032,0.5690379828627383,0.27552393691136146,0.4344103419574794,0.7099342788688408,0.43096201713726173,1.0761398060331402,3.538145275608396e-05,0.03226094158688777,0.05086486068591119,0.08312580227279895
1.5305,0.00022381296401852987,0.5674353142623415,0.2748207363769344,0.43332049348926316,0.7081412298661977,0.4325646857376585,1.0787417703525333,3.53250700490279e-05,0.0321786042349345,0.0507372509465694,0.0829158551815039
1.5355,0.00022345367362444526,0.5658366924573949,0.27411940606877083,0.43223393293403645,0.7063533390028073,0.4341633075426051,1.0813371656418709,3.526836217066778e-05,0.03209648586671426,0.05061002618709573,0.08270651205381
1.5405,0.00022310365897709224,0.5642421068268619,0.2734198238377191,0.431150101382179,0.704569925219898,0.43575789317313807,1.0839260091626872,3.521311831117934e-05,0.03201457217985211,0.050483120965079585,0.08249769314493169
1.5455,0.0002227506084557706,0.5626515470531979,0.27272182976879894,0.43006936219689224,0.7027911919656913,0.43734845294680214,1.0865083176670727,3.5157395290615164e-05,0.03193284444999366,0.05035657782651223,0.0822894222765059
1.5505,0.00022239753165460873,0.5610650025540915,0.2720255245779982,0.42899144259661115,0.7010169671746094,0.43893499744590847,1.0890841083228882,3.510166812222515e-05,0.03185131446991685,0.05023036483155486,0.0820816793014717
1.5555,0.00022205263999671674,0.5594824634672628,0.27133082093469,0.4279165383363446,0.6992473592710347,0.4405175365327372,1.0916533971557452,3.504723283949795e-05,0.03176997201412806,0.05010450490105048,0.08187447691517855
1.5605,0.0002217105164055401,0.5579039191764621,0.2706376936922285,0.4268443831423954,0.697482076834624,0.44209608082353796,1.09421620142087,3.499323444902608e-05,0.031688814138220806,0.04997896685716285,0.08166778099538366
1.5655,0.0002213649296051121,0.5563293600901912,0.2699462712161454,0.42577537740834703,0.6957216486244924,0.4436706399098088,1.0967725366795416,3.493868944987166e-05,0.031607855872442414,0.04985379758174966,0.08146165345419207
1.5705,0.00022102125401108607,0.5547587757000556,0.2692561047489304,0.42470876376897193,0.6939648685179024,0.4452412242999444,1.0993224199871459,3.488444610214447e-05,0.0315270446720304,0.049728908395345765,0.08125595306737617
1.5755,0.00022067072854995947,0.5531921565324156,0.2685678444593623,0.4236456293875752,0.6922134738469375,0.44680784346758445,1.1018658666988792,3.482912161938913e-05,0.031446456664878504,0.049604426593286274,0.08105088325816479
1.5805,0.0002203232546023833,0.5516294908893871,0.26788119290782564,0.42258503980458745,0.6904662327124131,0.44837050911061294,1.1044028957898633,3.477427876615153e-05,0.03136605702395077,0.04948024276022992,0.08084629978418069
1.5855,0.00021996333193757624,0.5500707690607256,0.2671962225980197,0.42152768300018767,0.6887239055982074,0.44992923093927434,1.1069335229910242,3.471747109461071e-05,0.03128585423866423,0.04935643745138587,0.0806422916900501
1.5905,0.00021961424965294223,0.5485159798115411,0.2665129766346533,0.4204733574644893,0.6869863340991427,0.45148402018845885,1.1094577665369396,3.466237439272104e-05,0.03120585335612483,0.04923298707207573,0.08043884042820057
1.5955,0.0002192623611144982,0.5469651128058766,0.2658315108400218,0.4194220181577574,0.6852535289977792,0.45303488719412344,1.1119756432189436,3.46068347713926e-05,0.031126060912533473,0.049109886348622483,0.08023594726115596
1.6005,0.0002189152520389076,0.5454181577892018,0.26515165981959793,0.4183733259926843,0.6835249858122823,0.4545818422107982,1.1144871696896321,3.455204950699265e-05,0.031046457541938716,0.04898709557748548,0.0800335531194242
1.6055,0.00021855769011538403,0.5438751045029546,0.26447363362081566,0.4173275246404165,0.6818011582612321,0.45612489549704544,1.1169923625855438,3.4495614438315e-05,0.030967067838675547,0.04886464328998113,0.07983171112865667
1.6105,0.00021820588846800724,0.542335943289043,0.2637971395094871,0.41628422338346205,0.6800813628929492,0.457664056710957,1.1194912375481825,3.444008853126379e-05,0.030887857526663832,0.048742483737219795,0.07963034126388363
1.6155,0.00021785054317378596,0.5408006637254145,0.26312233238173144,0.4152440219320612,0.6783663543137927,0.45919933627458553,1.1219838115134462,3.4384003319823937e-05,0.03080884474260237,0.04862068713893355,0.07942953188153593
1.6205,0.00021748353322822276,0.5392692560489469,0.26244923614639554,0.4142060709296915,0.676655307076087,0.460730743951053,1.1244701002727582,3.432607704154706e-05,0.030730032285964486,0.04849915404444865,0.07922918633041313
1.6255,0.00021711635929049362,0.5377417110946268,0.2617776950651564,0.413171166187632,0.6749488612527884,0.4622582889053733,1.126950118682164,3.4268124879895756e-05,0.030651401921438226,0.048377977634856635,0.07902937955629485
1.6305,0.00021674389212551008,0.5362180188623619,0.2611076677399833,0.41213872779454785,0.6732463955345311,0.46378198113763813,1.1294238829491912,3.420933727234271e-05,0.030572948801751633,0.04825709000866805,0.07883003881041968
1.6355,0.00021636377378928277,0.5346981693505615,0.26043946028037246,0.4111090742367901,0.6715485345171625,0.46530183064943853,1.131891409277971,3.414934205753005e-05,0.030494708769092098,0.04813652845726919,0.07863123722636128
1.6405,0.0002159736320123541,0.5331821526870224,0.2597727156642687,0.41008214039402874,0.6698548560582975,0.46681784731297765,1.1343527136367209,3.408776481306839e-05,0.03041664001994957,0.04801628535575754,0.07843292537570712
1.6455,0.00021557824343842335,0.5316699586279465,0.2591079931040116,0.40905818393386323,0.6681661770378747,0.4683300413720535,1.1368078126249606,3.4025359450930684e-05,0.030338808032179886,0.04789639087428625,0.07823519890646613
1.6505,0.0002151785420048214,0.5301615778603811,0.2584447436664535,0.40803607654366936,0.6664808202101229,0.4698384221396189,1.1392567213175768,3.396227337724142e-05,0.030261148531511958,0.047776712899369765,0.07803786143088172
1.6555,0.00021476491092748955,0.5286570006049378,0.257783434103049,0.40701734769787107,0.6648007818009201,0.47134299939506213,1.1416994555449644,3.389698874618675e-05,0.030183716169609017,0.047657430516301356,0.07784114668591037
1.6605,0.00021435096840554993,0.5271562165040939,0.2571238596424469,0.4060005374917217,0.6631243971341686,0.47284378349590606,1.1441360320864007,3.383165495889739e-05,0.030106486969909634,0.04753837278566183,0.07764485975557146
1.6655,0.00021392605848826103,0.5256592151887716,0.25646645956213243,0.4049871312550476,0.66145359081718,0.4743407848112284,1.146566467734313,3.376459015477141e-05,0.030029512367165546,0.04741971362387855,0.07744922599104409
1.6705,0.00021349452481027813,0.5241659869830111,0.2558105258703383,0.4039754289107824,0.6597859547811207,0.47583401301698897,1.1489907781437951,3.3696479902668234e-05,0.02995270946302205,0.047301253969891544,0.07725396343291359
1.6755,0.0002130558106581345,0.5226765219110003,0.2551568830429429,0.4029669539588646,0.6581238370018075,0.47732347808899966,1.1514089794884037,3.3627236334835005e-05,0.029876174794892373,0.04718317220944499,0.07705934700433736
1.6805,0.0002126078938372748,0.5211908098982857,0.25450485684865715,0.40196022787926905,0.6564650847279262,0.4788091901017143,1.1538210880560822,3.3556540282252024e-05,0.029799829417417097,0.04706529522346726,0.07686512464088435
1.6855,0.00021214886484756157,0.5197088410566868,0.2538550919169558,0.40095676661677515,0.6548118585337309,0.48029115894331326,1.1562271198585208,3.34840903627969e-05,0.02972374880989599,0.04694780051307324,0.07667154932296923
1.6905,0.00021167732285200195,0.5182306055192565,0.25320690928382794,0.3999549790993117,0.6531618883831396,0.4817693944807435,1.158627090833143,3.340966547817394e-05,0.029647853472817884,0.04683050178053604,0.07647835525335392
1.6955,0.0002111952485307798,0.5167560929314998,0.2525608990858336,0.39895645678035785,0.6515173558661914,0.4832439070685002,1.1610210177405127,3.3333578245065316e-05,0.029572212504938085,0.04671358536824139,0.07628579787317948
1.7005,0.00021070171328862927,0.5152852940151315,0.25191643347781423,0.39795967234253343,0.6498761058203477,0.48471470598486854,1.1634089155690888,3.325568210050066e-05,0.029496752392222866,0.046596872443463035,0.07609362483568591
1.7055,0.0002101940259645644,0.5138181988810687,0.25127439477254343,0.3969656459807813,0.6482400407533248,0.4861818011189313,1.1657908003249602,3.3175552290486124e-05,0.029421576444174747,0.046480482460248516,0.07590205890442327
1.7105,0.00020967433537935056,0.5123547975751788,0.2506339051939242,0.3959737620856912,0.6466076672796154,0.4876452024248212,1.1681666880678991,3.309352796983516e-05,0.029346581882488107,0.04636434333724095,0.07571092521972905
1.7155,0.00020913673798986153,0.5108950799475025,0.24999579581832404,0.3949846913023351,0.6449804871206591,0.48910492005249745,1.170536595222175,3.300867736466511e-05,0.029271866017423702,0.04624853359989166,0.07552039961731535
1.7205,0.00020859072346015832,0.5094390365392175,0.24935916543922496,0.3939973696731875,0.6433565351124124,0.4905609634607825,1.1729005370535712,3.292249825706008e-05,0.029197323327221213,0.046132928670017094,0.0753302519972383
1.7255,0.0002080304945116246,0.5079866574077188,0.24872510748895968,0.39301335412271493,0.6417384616116746,0.4920133425922813,1.175258529651935,3.28340756451831e-05,0.029123081841252643,0.04601771084702048,0.07514079268827312
1.7305,0.0002074619014077924,0.506537931812779,0.24809268225754885,0.39203124313439414,0.6401239253919431,0.493462068187221,1.177610590392742,3.274433289363899e-05,0.029049031529409203,0.045902716028126574,0.07495174755753578
1.7355,0.00020688205487408466,0.5050928492422577,0.2474626425138245,0.3910519641831573,0.6385146066969818,0.4949071507577422,1.1799567362835646,3.2652813979572796e-05,0.02897526053296671,0.04578805281084943,0.07476331334381614
1.7405,0.00020630011766174786,0.5036514006624555,0.246834287838955,0.39007450196636373,0.6369087898053187,0.49634859933754455,1.1822969819458176,3.256096508744056e-05,0.028901686840281222,0.045673602313978406,0.07457528915425962
1.7455,0.00020571096438141696,0.5022135757701459,0.24620816005307716,0.3890997413101717,0.6353079013632489,0.4977864242298541,1.1846313440871048,3.246797726169701e-05,0.02882837389276541,0.04555946814130678,0.07438784203407219
1.7505,0.00020512353026964743,0.5007793649755625,0.2455840336544592,0.38812683126362635,0.6337108649180855,0.4992206350244374,1.1869598382535007,3.237526077747347e-05,0.028755295286549333,0.045445550655469624,0.07420084594201895
1.7555,0.00020452568380917513,0.4993487581170356,0.24496230510259026,0.3871567767240864,0.6321190818266766,0.5006512418829644,1.1892824809262008,3.2280900881086956e-05,0.028682497442849834,0.04533196751932904,0.07401446496217887
1.7605,0.00020392542799161823,0.4979217452198623,0.24434240115461275,0.3861885315518079,0.6305309327064207,0.5020782547801377,1.1915992882478008,3.218616070865986e-05,0.02860991324098567,0.04521859624097542,0.0738285094819611
1.7655,0.00020331916050649417,0.4964983156802726,0.24372505861194227,0.3852231191578642,0.6289481777698065,0.5035016843197274,1.1939102774030348,3.209047169674596e-05,0.028537628952616922,0.04510555665103121,0.07364318560364813
1.7705,0.0002027128937163121,0.4950784593134846,0.24310950557351838,0.3842598138832276,0.627369319456746,0.5049215406865154,1.1962154649097276,3.199478279451683e-05,0.028465554196285995,0.04499276378249221,0.0734583179787782
1.7755,0.0002020970077554682,0.49366216634474447,0.24249623951668078,0.38329876734894663,0.6257950068656275,0.5063378336552555,1.198514866608599,3.189757566978914e-05,0.028393747221332585,0.04488023538858103,0.07327398260991362
