pair,blind_status,geometric_a_arcsec2,potential_b_arcsec2,model_total_dphi_arcsec2,observed_dphi_arcsec2,observed_required_b_arcsec2,parallel_residual_arcsec2,perpendicular_residual_arcsec2,parallel_fraction,perpendicular_fraction,other_movement_ara,other_connection_ara,model_traversal_ara,model_connection_ara,observed_traversal_ara,observed_connection_ara,nearest_lambda,nearest_distance_arcsec2,total_match_lambda,within_fitted_shear_path,lambda_beyond_fitted_endpoint,path_straightness,path_curvature_fraction,tangent_x,tangent_y,normal_x,normal_y,model_delay_days,observed_delay_days,observed_delay_sigma_days,published_prediction_days,reconstruction_minus_published_days
AB,clean,0.009775169274061746,-0.13037614302229672,-0.12060097374823497,-0.31250646013543676,-0.3222816294094985,0.1884555694616004,-0.036224495088439765,0.8387729896687299,0.16122701033127015,1.6775459793374599,0.3224540206625403,0.13949450938270996,1.86050549061729,0.058876489280240134,1.94112351071976,1.0,0.19190548638720178,11.473545941539532,False,10.473545941539532,1.0000000000000002,0.0,0.18876216501361884,-0.9820228332678275,0.9820228332678275,0.18876216501361884,-4.78534771354807,-12.4,3.7682887362833544,-5.0,0.2146522864519298
AC,model-informed sign,0.3498635963741703,-0.6033670173985644,-0.25350342102439405,-0.13357130957401736,-0.48343490594818767,-0.11858219226989397,0.017943662764649624,0.8685694899320752,0.1314305100679248,1.7371389798641503,0.2628610201358496,0.7340586660125529,1.2659413339874472,0.8397077287409477,1.1602922712590522,0.1,0.017975809437098002,-0.09466978796129207,False,-1.094669787961292,1.0,0.0,0.1496151660105978,-0.9887443057229818,0.9887443057229818,0.1496151660105978,-10.058807806213522,-5.3,2.7386127875258306,-10.0,-0.05880780621352244
AD,clean,0.26705489105547864,-0.8954591221639232,-0.6284042311084446,-0.8392310582669391,-1.1062859493224177,0.20369293214652595,0.05437959583583259,0.7892856079607594,0.21071439203924064,1.5785712159215188,0.4214287840784813,0.45944373662371885,1.540556263376281,0.3889127639748837,1.6110872360251163,1.0,0.21082682715849455,2.5424558730038624,False,1.5424558730038624,1.0000000000000002,0.0,-0.25793489646813933,-0.9661622996080783,0.9661622996080783,-0.25793489646813933,-24.934564432260558,-33.3,6.316644678941502,-24.2,-0.7345644322605587
