row_id,time_s,split,xy_tangent_angle_deg,angle_from_36_deg,xy_step_size,near_phi_10deg
0,0.0,development,82.71839242582985,46.71839242582985,0.008382232577087478,False
20,0.099999744,development,78.4593649005376,42.459364900537594,0.008160397846785043,False
40,0.199999744,development,86.48147382806951,50.48147382806951,0.008001056571744672,False
60,0.3,development,101.61810692214914,65.61810692214914,0.009551982341394587,False
80,0.399999744,development,92.85641955861638,56.85641955861638,0.009728085883603313,False
101,0.50499968,development,71.56579157622048,35.56579157622048,0.0051550160012482586,False
121,0.604999936,development,291.4868990136987,104.51310098630131,0.00299314753071666,False
141,0.704999936,development,259.9634821394925,136.0365178605075,0.006652738403448775,False
161,0.80499968,development,251.33201890850938,144.66798109149062,0.005601721477530248,False
182,0.909999872,development,279.22853937319815,116.77146062680185,0.0031037574084417678,False
202,1.009999872,development,257.41357739990957,138.58642260009043,0.0038459885243067767,False
222,1.109999872,development,238.26696940352588,157.73303059647412,0.00802633220745114,False
242,1.209999872,development,252.64543203970896,143.35456796029104,0.009173142511416764,False
262,1.309999872,development,272.5621637845468,123.43783621545322,0.007575382361922224,False
283,1.414999808,development,287.34501352622283,108.65498647377717,0.003203477639797798,False
303,1.514999808,development,75.13891417852005,39.138914178520054,0.003697872129437897,False
323,1.614999808,development,80.63833030648425,44.63833030648425,0.007015547438963105,False
343,1.714999808,development,87.73051949013706,51.730519490137056,0.005126656179162155,False
364,1.819999744,development,118.33580408159258,82.33580408159258,0.004263691616183053,False
384,1.919999744,development,131.43391053651465,95.43391053651465,0.007887107224089668,False
404,2.02,development,120.6773658746767,84.6773658746767,0.010811085967782028,False
424,2.119999744,development,98.56913860113417,62.56913860113417,0.009621075470208518,False
444,2.22,development,77.79503606989078,41.795036069890784,0.0050462685608572136,False
465,2.32499968,development,345.34732600126625,50.652673998733746,0.00164350651024444,False
485,2.424999936,development,299.3003858433862,96.69961415661379,0.003013104735291274,False
505,2.52499968,development,298.9313442252262,97.06865577477379,0.003968273490541432,False
525,2.624999936,development,298.42391596253503,97.57608403746497,0.005261387750750083,False
546,2.729999872,development,273.4050619626493,122.59493803735069,0.006739858571459596,False
566,2.829999872,development,249.15396498557254,146.84603501442746,0.010530762449659075,False
586,2.929999872,development,244.69262602712462,151.30737397287538,0.011292898778706751,False
606,3.029999872,development,276.70589808411216,119.29410191588784,0.007210626118414221,False
626,3.129999872,development,327.2288294375555,68.77117056244452,0.006546851578958683,False
647,3.234999808,development,345.3342033183725,50.66579668162751,0.004355949227709688,False
667,3.335000064,development,7.497010726459052,28.502989273540948,0.0018362108158814885,False
687,3.434999808,development,51.19135798501725,15.191357985017248,0.0018023846494516944,False
707,3.534999808,development,64.04407328184459,28.04407328184459,0.0028030558451652685,False
728,3.639999744,development,90.62772271478934,54.62772271478934,0.0053304541300773466,False
748,3.74,development,104.49781920567443,68.49781920567443,0.010128701760913359,False
768,3.839999744,development,104.00773716315979,68.00773716315979,0.012697054363530426,False
788,3.939999744,development,102.44686120060908,66.44686120060908,0.010996387551913398,False
808,4.04,development,116.25287984096764,80.25287984096764,0.0074374723493271545,False
829,4.144999936,development,157.68174627893336,121.68174627893336,0.004271562733032767,False
