salt,prompt_participation,delayed_participation,observed_child_crest,left_time_us,right_time_us,completion_fraction,grandchild_ara,within_0p75_plusminus_0p10,loo_predicted_child_crest,absolute_error,prediction_mode
400,0.1269967369896827,0.8730032630103173,0.7063064837018814,0.568857971327256,1.3828086704815925,0.8252259348075257,1.6504518696150514,True,0.7048105199529882,0.0014959637488932698,interpolation
401,0.172463713732056,0.8275362862679441,0.8496564971154434,0.62184869956391,1.1142334573678674,1.3986259884617738,2.7972519769235475,True,0.8480601545509415,0.001596342564501918,interpolation
402,0.2912097286340187,0.7087902713659813,1.0348876082427962,0.7003521825175062,0.8959732331927139,2.139550432971185,4.27910086594237,False,1.0334843390820259,0.0014032691607703818,interpolation
403,0.16687901810426364,0.8331209818957364,0.834411440220271,0.616474450541513,1.1363281583024225,1.3376457608810841,2.6752915217621682,True,0.8337631313659799,0.0006483088542911242,interpolation
404,0.2372070981290278,0.7627929018709723,0.9803821405671476,0.6706597848863334,0.9584656576422708,1.9215285622685903,3.8430571245371805,False,0.9789474083667081,0.001434732200439437,interpolation
405,0.20050588079345213,0.7994941192065479,0.9161705078351534,0.6455349638652513,1.0291378904916704,1.6646820313406137,3.3293640626812273,False,0.9156218042443635,0.0005487035907899562,interpolation
406,0.24119990884214024,0.7588000911578597,0.9857770532443296,0.6731177226200221,0.9525882524362392,1.9431082129773185,3.886216425954637,False,0.9857778109699739,7.577256442292679e-07,interpolation
407,0.25647683248224673,0.7435231675177533,1.0045308239984272,0.6820711720518737,0.9321820126799976,2.0181232959937088,4.0362465919874175,False,1.0040668777981694,0.0004639462002578032,interpolation
408,0.1556578710163787,0.8443421289836213,0.8017252998865315,0.6048764848633573,1.1878229218381209,1.206901199546126,2.413802399092252,True,0.8016928843470427,3.241553948885034e-05,interpolation
409,0.34080220652373755,0.6591977934762625,1.057813896977887,0.7229268658082718,0.85907278706725,2.231255587911548,4.462511175823096,False,1.0634377892773859,0.005623892299498889,high extrapolation
410,0.15607132344840757,0.8439286765515924,0.8030057444782822,0.6053254043696414,1.18570128743246,1.2120229779131289,2.4240459558262577,True,0.8029296477226999,7.60967555822889e-05,interpolation
411,0.19907526363979505,0.800924736360205,0.9130974398023652,0.6444426499281383,1.0326973644971804,1.652389759209461,3.304779518418922,False,0.9127771864671645,0.0003202533352006931,interpolation
412,0.27817954183605115,0.7218204581639489,1.0251212055268428,0.693794311918129,0.9082559607710162,2.1004848221073713,4.200969644214743,False,1.0241290148848825,0.0009921906419603221,interpolation
413,0.24681077501171822,0.7531892249882818,0.993161011016894,0.6764769511487297,0.9446711206516908,1.972644044067576,3.945288088135152,False,0.9927030921764912,0.0004579188404028045,interpolation
414,0.26355861692827437,0.7364413830717256,1.01205700179418,0.686007507620121,0.923779998589242,2.0482280071767196,4.096456014353439,False,1.0112496461172953,0.0008073556768846135,interpolation
415,0.31242900618062447,0.6875709938193755,1.0471034571206437,0.7104240370220538,0.8785824416395236,2.1884138284825747,4.376827656965149,False,1.0446971459889303,0.0024063111317134123,interpolation
416,0.13502312361761717,0.8649768763823829,0.7348073513482943,0.5801072944946838,1.3159514551244218,0.9392294053931773,1.8784588107863547,True,0.734174384214036,0.000632967134258311,interpolation
417,0.10975686718504116,0.8902431328149588,0.6403803483478678,0.5402656604166466,1.578480452008322,0.5615213933914713,1.1230427867829427,False,0.6450894915084809,0.004709143160613105,low extrapolation
418,0.24166678967268915,0.7583332103273108,0.986408728701878,0.6734007152311886,0.9519110723577158,1.945634914807512,3.891269829615024,False,0.9863914732346486,1.7255467229415622e-05,interpolation
419,0.14175018328779926,0.8582498167122008,0.7575309752079844,0.5887556184427352,1.2683842857888907,1.0301239008319376,2.0602478016638752,True,0.7566230307032988,0.000907944504685565,interpolation
