time_us,parent_ara,local_child_ara,delayed_rate_peak_normalized
0.5705,0.270300188195151,0.006031574754375905,0.7669910187709376
0.5955,0.3003375968816389,0.09758519568173821,0.8229276805444637
0.6205,0.32992946709064086,0.18778082127394852,0.871450404972985
0.6455,0.3587479459463636,0.2756191603396924,0.9118427815956648
0.6705,0.38655092110347683,0.36036225768058494,0.9439031837817429
0.6955,0.4132170601281823,0.4416402936571859,0.9678950366329566
0.7205,0.4387174128752672,0.5193650286131295,0.984499335775954
0.7455,0.46310154957141264,0.5936875519379906,0.9946355796701025
0.7705,0.486470251113091,0.6649150424596321,0.9993614521440729
0.7955,0.5089308849624552,0.7333747547702351,0.999622260579917
0.8205,0.5305636628330824,0.7993111731026252,0.996248765279083
0.8455,0.5514652325743453,0.863018878812247,0.990030034689669
0.8705,0.5717475923875097,0.9248392409223163,0.9816909658782477
0.8955,0.5915031813798849,0.9850540125986198,0.9718656887299717
0.9205,0.6108325459677635,1.0439696579765612,0.9611364122621534
0.9455,0.6298261046870813,1.1018617715473389,0.9499535532352432
0.9705,0.6485375257949363,1.1588939334425634,0.9386033361156794
0.9955,0.6669924140504748,1.2151441866265027,0.9272186074904135
1.0205,0.6851950987837598,1.2706257268394283,0.9158194745268529
1.0455,0.7031546358315456,1.3253661561509473,0.9044741478438694
1.0705,0.7208839772665265,1.37940495230583,0.8932169254131729
1.0955,0.7383896292015544,1.432761945849246,0.8820751986195499
1.1205,0.7556757296637997,1.4854497494328034,0.8710590724631472
1.1455,0.772745372322848,1.5374777925201235,0.8601669097590422
1.1705,0.7896013330051657,1.5888545357932424,0.849405849408466
1.1955,0.8062463166122398,1.6395882237558044,0.8387753006017441
1.2205,0.8226828991939248,1.6896867081733968,0.8282730492496065
1.2455,0.8389135397143166,1.7391574839357777,0.8178913792455814
1.2705,0.8549406008437199,1.788007752430514,0.8076300647327044
1.2955,0.8707665158769589,1.836244930307765,0.79749205521841
1.3205,0.8863936814067072,1.8838763223500257,0.7874759327902238
1.3455,0.9018245641070832,1.9309094469471002,0.7775852669955237
1.3705,0.9170616392550672,1.9773518487101986,0.7678198763816252
