species,particle_index,x_force,channel_cosine,electric_force_N,magnetic_force_N,resultant_force_N,reconstructed_force_N,magnetic_power_W
e,142970,0.19316370061769897,-0.15656684614248648,3.868168804895211e-12,4.135348626895203e-13,3.825290216103321e-12,3.825290216103322e-12,1.6672859221771964e-24
e,142993,0.2816926542395325,-0.9333612021704044,3.097625572157655e-12,5.078127445676287e-13,2.6299768005848323e-12,2.6299768005848323e-12,-1.1580528575742387e-23
e,143015,0.08451906189846677,-0.6873402098793255,3.846699019389043e-12,1.6973251263296074e-13,3.7320718147023915e-12,3.7320718147023915e-12,-6.617444900424222e-24
e,143038,0.11520875005941117,0.6912934213420797,4.759966080753665e-12,2.9095516148332605e-13,4.9655540732982e-12,4.9655540732982e-12,2.6469779601696886e-23
e,143061,0.09125036556610622,0.04880786032365494,6.902752156542594e-12,3.2999543069122955e-13,6.926704908663392e-12,6.926704908663393e-12,4.1359030627651384e-24
e,143083,0.08934733099190892,-0.30070265284628767,7.301364128077365e-12,3.4143170447742754e-13,7.206055794212961e-12,7.206055794212961e-12,-1.9852334701272664e-23
e,143106,0.05930738013546274,-0.7415855668779654,4.888093825834809e-12,1.49379678007344e-13,4.778366964657364e-12,4.778366964657364e-12,6.617444900424222e-24
e,143128,0.13669730312520198,-0.8072697002352814,7.364039290218143e-12,5.402473322070692e-13,6.935247229204195e-12,6.935247229204197e-12,0.0
e,143151,0.2881749370051302,-0.5295959922743856,3.273487630558286e-12,5.510709663713074e-13,3.018062067678366e-12,3.0180620676783665e-12,-6.617444900424222e-24
e,143173,0.12861725264869997,-0.8971674948330042,5.513287278942963e-12,3.789197393661534e-13,5.176039358698607e-12,5.176039358698607e-12,-6.617444900424222e-24
e,143196,0.06182207991183716,0.740119389679408,3.5143830627606612e-12,1.1209831063234574e-13,3.5981389481249654e-12,3.5981389481249654e-12,0.0
e,143218,0.10067323958586304,-0.8917021998117809,3.800284272837316e-12,2.0143291668797295e-13,3.621813844433802e-12,3.6218138444338016e-12,-1.6543612251060553e-24
e,143241,0.08253910833225804,-0.9973701297104414,5.5974676216004386e-12,2.409488445961184e-13,5.357180903998955e-12,5.357180903998956e-12,0.0
e,143263,0.04534892058707608,-0.01689969379462286,6.2068510975222736e-12,1.4400217025019312e-13,6.2060879206035196e-12,6.206087920603519e-12,-3.308722450212111e-24
e,143286,0.07972458215661248,-0.32994695698897875,7.650736284513233e-12,3.176376408329346e-13,7.551887867836135e-12,7.551887867836135e-12,0.0
e,143309,0.10296078035421627,-0.4511334252788361,1.7536234843934622e-12,9.517696868404435e-14,1.7127934849129892e-12,1.7127934849129892e-12,-6.617444900424222e-24
e,143331,0.09227828899328124,-0.622250550885564,6.530370897837671e-12,3.158801671476368e-13,6.338639383788968e-12,6.338639383788968e-12,-1.3234889800848443e-23
e,143354,0.24497720432937792,0.19009647487621828,3.965044729544566e-12,5.53466071939878e-13,4.106366346261736e-12,4.106366346261736e-12,-2.6469779601696886e-23
e,143376,0.1575749852089293,-0.12090551825825245,5.608132937579993e-12,4.796403965396049e-13,5.5705265071033764e-12,5.570526507103376e-12,2.6469779601696886e-23
e,143399,0.10494939297170255,-0.16799640090135698,8.01197310142616e-12,4.4370937133908877e-13,7.949474244096749e-12,7.94947424409675e-12,0.0
e,143421,0.13645719795548109,0.35474106018900303,3.639715710845737e-12,2.665167694091344e-13,3.742564818567366e-12,3.742564818567366e-12,0.0
e,143444,0.18438289409020875,-0.578968275632513,5.908924976850484e-12,6.000740379936384e-13,5.582981329691209e-12,5.582981329691208e-12,-2.1454997138094155e-24
e,143466,0.1611804560133778,0.6912286430987307,4.035859539193908e-12,3.5376047805262364e-13,4.288015988679922e-12,4.288015988679922e-12,-6.617444900424222e-24
e,143489,0.19557364194164792,-0.2521767369998292,3.078786942521989e-12,3.3369584323703645e-13,3.011996030143112e-12,3.011996030143112e-12,0.0
e,143512,0.08576586498762312,0.4518070287459125,7.766809354051068e-12,3.4798623128713837e-13,7.930110861237718e-12,7.93011086123772e-12,1.3234889800848443e-23
e,143534,0.17529661655906947,0.4010913034133433,4.186178489433501e-12,4.0216011663563865e-13,4.363061858107954e-12,4.363061858107955e-12,0.0
e,143557,0.09242344476076202,0.9685636235809297,6.668013245351662e-12,3.230699979789268e-13,6.981389706129553e-12,6.981389706129553e-12,0.0
e,143579,0.5616417777645885,0.7084119337761349,9.71224826548828e-13,3.792382382632292e-13,1.268444636195744e-12,1.268444636195744e-12,-2.6469779601696886e-23
e,143602,0.1777070306595553,0.1289899927572351,4.297752463101684e-12,4.191097927596221e-13,4.371614184597924e-12,4.3716141845979234e-12,-2.6469779601696886e-23
e,143624,0.09080921506450536,0.44257776204290905,6.668367902565339e-12,3.1717587355407224e-13,6.814680854685814e-12,6.814680854685814e-12,6.617444900424222e-24
e,143647,0.24825544775476643,-0.9943106278006624,4.649738672072811e-12,6.589562128214289e-13,3.995148159477276e-12,3.995148159477277e-12,1.3234889800848443e-23
e,143669,0.21008759462153373,0.8593055566458725,1.1400800763442637e-11,1.3381474992596441e-12,1.2569325646218831e-11,1.2569325646218831e-11,1.0587911840678754e-22
e,143692,0.11875046325309567,0.43266519976056605,6.277115672824627e-12,3.9623153626401465e-13,6.4584381040094044e-12,6.4584381040094044e-12,3.308722450212111e-24
e,143714,0.13759997038179328,0.42983967711235394,6.913576452220281e-12,5.107967675735019e-13,7.148031359271461e-12,7.148031359271462e-12,3.308722450212111e-24
e,143737,0.26021698488539535,-0.4469463171521488,6.515965972846602e-12,9.745841891428529e-13,6.142563730506366e-12,6.142563730506366e-12,0.0
e,143760,0.08682324916966654,0.22990265883193364,3.901291619254737e-12,1.7704731891346557e-13,3.9457591999288175e-12,3.9457591999288175e-12,0.0
e,143782,0.44227426077224763,0.7002539862270056,3.0075980834201654e-12,8.539264554388921e-13,3.656735679665029e-12,3.656735679665029e-12,5.293955920339377e-23
e,143805,0.026240881197829604,0.39655810806458314,9.713437128681854e-12,1.2913893457830562e-13,9.765367845292194e-12,9.765367845292194e-12,6.617444900424222e-24
e,143827,0.0025661169012825805,0.7398725362056098,7.573815605709892e-12,9.730132445164588e-15,7.581017489555016e-12,7.581017489555018e-12,-2.0679515313825692e-25
e,143850,0.22263825156932257,-0.5227708546811277,5.7553137987902465e-12,7.209297727526925e-13,5.413431349387531e-12,5.413431349387531e-12,2.3161057151484775e-23
e,143872,0.13223747735407246,-0.9855625479556647,1.498054786494683e-11,1.060621912595278e-12,1.3936395629085636e-11,1.3936395629085639e-11,-1.3234889800848443e-23
e,143895,0.25846077153140207,-0.7680686830066792,5.5903779490342895e-12,8.296645715698805e-13,4.981551065264061e-12,4.981551065264062e-12,0.0
e,143917,0.14760230817964237,0.597480052091316,7.392075525988263e-12,5.890135874666828e-13,7.758389860343133e-12,7.758389860343133e-12,-2.6469779601696886e-23
e,143940,0.5904090556496365,-0.8088402695317496,1.076480688531385e-12,4.5088537868962914e-13,7.595628085734651e-13,7.595628085734652e-13,1.3234889800848443e-23
e,143962,0.19940692182759878,-0.8719450990465677,3.4845366870289446e-12,3.8589548253792185e-13,3.1537215642046893e-12,3.1537215642046897e-12,0.0
e,143985,0.11982085720917439,-0.1615024799748985,4.165985592313178e-12,2.654917041846843e-13,4.131424346879452e-12,4.131424346879453e-12,0.0
e,144008,0.15203224185984446,0.1217735673224926,4.245521398189845e-12,3.4927889471423887e-13,4.302045638658632e-12,4.302045638658633e-12,-2.6469779601696886e-23
e,144030,0.6868911671959581,0.254416372230046,1.5986584873650168e-12,8.362630475868208e-13,1.9837597739473592e-12,1.9837597739473592e-12,2.6469779601696886e-23
e,144053,0.7794196084395789,0.14683242307906597,1.0909543313543706e-12,6.966449761515721e-13,1.3779271263262334e-12,1.3779271263262332e-12,-6.617444900424222e-24
e,144075,0.20111780432296317,0.13716523730134894,4.491747491318079e-12,5.021842982258617e-13,4.5876778165741905e-12,4.5876778165741905e-12,-6.617444900424222e-24
e,144098,0.22170416621565164,-0.5293208910946678,4.6358929994549305e-12,5.779672721393618e-13,4.357640551333113e-12,4.3576405513331146e-12,-1.3234889800848443e-23
e,144120,0.7646713323260416,0.2111233863594314,1.6395332187241856e-12,1.014874894075977e-12,2.1025283686960943e-12,2.1025283686960943e-12,-5.293955920339377e-23
e,144143,0.17786485983075437,-0.31549767993259337,8.515229590284881e-12,8.312007622892533e-13,8.290592831861494e-12,8.290592831861494e-12,-2.6469779601696886e-23
e,144165,0.1814081310319118,-0.3984719302327744,8.400178027386477e-12,8.379343503543689e-13,8.102814217337133e-12,8.102814217337133e-12,5.293955920339377e-23
e,144188,0.05519863750334915,-0.5269501925819211,8.203789890901647e-12,2.328453862044742e-13,8.083514682264765e-12,8.083514682264765e-12,-1.6543612251060553e-23
e,144210,0.052186589933062015,-0.5848461088834441,9.36756066431393e-12,2.5097940312713683e-13,9.223023434793479e-12,9.223023434793479e-12,3.308722450212111e-24
e,144233,0.3210072951187365,-0.7058046019528372,4.9710147007440806e-12,9.504103135422384e-13,4.352598545293036e-12,4.352598545293035e-12,2.6469779601696886e-23
e,144256,0.14885533635095882,0.24800020406460985,5.493586709513316e-12,4.4175353416506347e-13,5.6194608760137725e-12,5.619460876013772e-12,1.3234889800848443e-23
e,144278,0.40508495159610053,-0.989292645630215,4.921379248994026e-12,1.249957906447655e-12,3.68931804230637e-12,3.689318042306369e-12,-2.6469779601696886e-23
e,144301,0.254350538613622,0.21997727566619432,9.37274887599228e-12,1.3656600466656894e-12,9.764469372510081e-12,9.76446937251008e-12,-5.293955920339377e-23
e,144323,0.10332771064552798,0.4551704509833536,5.910862015373771e-12,3.2201442675057624e-13,6.064215556058974e-12,6.0642155560589744e-12,6.617444900424222e-24
e,144346,0.38783054527204863,0.7596159000243498,5.672293762842105e-12,1.3645518320265648e-12,6.7672729593031935e-12,6.7672729593031935e-12,-5.293955920339377e-23
e,144368,0.6585615485228427,0.05634457916587736,4.587661182124336e-12,2.2522518635655683e-12,5.223374581684284e-12,5.2233745816842846e-12,1.0587911840678754e-22
e,144391,0.1691184293709677,0.6735621266048538,9.482522382920445e-12,8.759000678146442e-13,1.0093279851373153e-11,1.0093279851373151e-11,0.0
e,144413,0.33521539935901007,-0.8581046449993048,7.717458012148467e-12,1.5539612563587305e-12,6.433668428938413e-12,6.433668428938414e-12,0.0
e,144436,0.24305725391497304,-0.17844537445920738,7.83706276015152e-12,1.0841872664811028e-12,7.71767904497492e-12,7.71767904497492e-12,-5.293955920339377e-23
e,144458,0.23525084700071364,0.38311783454826354,2.6269173183765956e-12,3.5018264386110594e-13,2.7799610296359115e-12,2.7799610296359115e-12,4.963083675318166e-24
e,144481,0.10815033080525209,-0.5994879334705027,1.60452819694773e-11,9.172518203315465e-13,1.5512782478098135e-11,1.5512782478098132e-11,-3.308722450212111e-24
e,144504,0.30318527103322074,0.020328739362483816,7.594461279224918e-12,1.3569712485317463e-12,7.74184779878381e-12,7.74184779878381e-12,3.970466940254533e-23
e,144526,0.1999531597533083,0.442800086652631,1.4603156863749692e-11,1.622150764076668e-12,1.5390325621451558e-11,1.5390325621451555e-11,0.0
e,144549,0.35627379321396047,0.475679821115305,6.845154184312003e-12,1.4836710860427973e-12,7.662857407174507e-12,7.662857407174507e-12,-7.940933880509066e-23
e,144571,0.46513056620276383,0.5507198554572882,6.148717040145067e-12,1.863322166256046e-12,7.341520986286662e-12,7.341520986286662e-12,1.3234889800848443e-23
e,144594,0.32574313665453297,-0.006189015896627138,9.062217091118207e-12,1.7631434488532567e-12,9.22142491026816e-12,9.221424910268161e-12,-7.279189390466644e-23
e,144616,0.32651328649348316,-0.7669435615689978,4.995740271682778e-12,9.747167763030097e-13,4.2939882207589955e-12,4.293988220758996e-12,0.0
e,144639,0.549291784118647,-0.11006773995882181,4.2430923451140796e-12,1.606591690122822e-12,4.368560888226057e-12,4.368560888226057e-12,8.06501097239202e-24
e,144661,0.3472784310370826,-0.38842984156074317,1.3012050715688463e-11,2.7341596079942167e-12,1.22127284993749e-11,1.2212728499374898e-11,-5.293955920339377e-23
e,144684,0.2442349586436467,0.14963062258396187,1.0618173926229836e-11,1.4770366242970687e-12,1.0937124761007166e-11,1.0937124761007166e-11,-1.3234889800848443e-23
e,144706,0.5733998482034968,-0.1976122827612922,4.080793242911069e-12,1.6402116760526181e-12,4.086292411036183e-12,4.086292411036183e-12,0.0
e,144729,0.329109683610138,0.325903246368617,1.4167727702338556e-11,2.7905699948429723e-12,1.5306261267504646e-11,1.5306261267504646e-11,-1.0587911840678754e-22
e,144752,0.23665968076655083,-0.46029733454500604,5.888754669770796e-12,7.903356970061937e-13,5.56933827713199e-12,5.569338277131991e-12,-5.293955920339377e-23
e,144774,0.18751129861182944,0.25185035029648367,6.47807699238161e-12,6.701904560390094e-13,6.67843366464165e-12,6.67843366464165e-12,2.6469779601696886e-23
e,144797,0.13831825329714514,-0.9659809255169721,1.678478260300829e-11,1.247066968203441e-12,1.5583477292741306e-11,1.5583477292741306e-11,5.293955920339377e-23
e,144819,0.43608096032673005,-0.6922746583782952,1.1780231774296545e-11,3.2847830704074902e-12,9.797337608942048e-12,9.797337608942048e-12,-5.293955920339377e-23
e,144842,0.34466045192897904,0.12632411047715067,4.0284617579077976e-12,8.387713878261915e-13,4.217313056844232e-12,4.217313056844233e-12,1.6543612251060553e-23
e,144864,0.26088494295433556,0.3701073089769218,1.8300388099158934e-11,2.7452443045382244e-12,1.9484050909875764e-11,1.9484050909875764e-11,-1.0587911840678754e-22
e,144887,0.15097638331179902,0.6289966522127625,3.613908316356252e-12,2.950826600047187e-13,3.806433142362936e-12,3.8064331423629364e-12,-3.308722450212111e-24
e,144909,0.12385931911930359,-0.11598979202460692,8.638271022699762e-12,5.702825902892085e-13,8.590818225019162e-12,8.590818225019163e-12,1.3234889800848443e-23
e,144932,0.03903707857671277,-0.8221521172369523,5.9240863718479854e-12,1.1793136048957666e-13,5.8275155708254445e-12,5.827515570825446e-12,7.444625512977249e-24
e,144955,0.19642613918764124,0.8881479466174428,2.1381734804435685e-12,2.3286718154573387e-13,2.347434602359909e-12,2.347434602359909e-12,7.031035206700735e-24
e,144977,0.047792625615968434,-0.8312256905933705,2.2290193817246962e-12,5.4569350674191994e-14,2.1838706575005503e-12,2.1838706575005503e-12,-4.1359030627651384e-25
e,145000,0.015376011875663826,0.3593811801470517,8.312922434515522e-12,6.440494261856873e-14,8.336285020644825e-12,8.336285020644827e-12,0.0
e,145022,0.20507974873101575,-0.7018145661388497,8.181382631833742e-12,9.347690479410173e-13,7.554751872807664e-12,7.554751872807661e-12,2.3161057151484775e-23
e,145045,0.08792713345028258,-0.007848420027540281,8.480486600794837e-12,3.8997722843949593e-13,8.486390439282959e-12,8.486390439282959e-12,-9.926167350636332e-24
e,145067,0.055869539784213815,-0.32298115678833395,1.0483462705028858e-11,3.012689984857919e-13,1.0390071375677336e-11,1.0390071375677334e-11,6.617444900424222e-24
e,145090,0.14674980445785885,-0.9485508400266538,5.884189390492677e-12,4.659401329215576e-13,5.444220723082154e-12,5.444220723082155e-12,-6.617444900424222e-24
e,145112,0.057693436418840796,-0.6811861179995421,3.6177993601425476e-12,1.0746155178288131e-13,3.5454710318418395e-12,3.5454710318418395e-12,0.0
e,145135,0.17917261154326106,-0.4173718629100173,8.863347564624869e-12,8.721689602414344e-13,8.536202829504087e-12,8.536202829504087e-12,-2.6469779601696886e-23
e,145157,0.06398926713955687,0.012587024855594663,1.3729555940904945e-11,4.537909877761954e-13,1.3742760847232622e-11,1.3742760847232622e-11,2.6469779601696886e-23
e,145180,0.18632202661163977,0.4093770873684063,3.7560511566988505e-12,3.8586511709444956e-13,3.9298163376167074e-12,3.929816337616709e-12,0.0
e,145203,0.13776975564533506,-0.2121568684659648,1.227250065430268e-11,9.079325295172701e-13,1.2112417366304168e-11,1.2112417366304166e-11,2.6469779601696886e-23
e,145225,0.12807548816393352,-0.03746487312876428,8.001610326045322e-12,5.474633950920631e-13,7.999827971584613e-12,7.999827971584615e-12,2.6469779601696886e-23
e,145248,0.2374347243193554,-0.024549249211559775,3.2337894164835324e-12,4.356229577444229e-13,3.252383074434557e-12,3.2523830744345567e-12,-8.478601278668534e-24
e,145270,0.3926293894239285,-0.40089162609462176,3.899259686659346e-12,9.524648142158762e-13,3.624040061857256e-12,3.6240400618572552e-12,0.0
e,145293,0.13356759644157556,0.12547949250439286,9.96207274728016e-12,7.129163155833962e-13,1.0076382534193767e-11,1.0076382534193769e-11,0.0
e,145315,0.1857080234345119,0.5353476507032451,4.372503256395839e-12,4.475624363082929e-13,4.6275710182824634e-12,4.627571018282464e-12,9.098986738083304e-24
e,145338,0.17518870140024,-0.993771133797707,7.37889375592303e-12,7.084013650411014e-13,6.6753717518184486e-12,6.675371751818448e-12,5.293955920339377e-23
e,145360,0.05360743908852898,0.4542049195388803,5.193771415357385e-12,1.4304657260821587e-13,5.260287826425629e-12,5.260287826425628e-12,-1.3234889800848443e-23
e,145383,0.017006417726056662,-0.44390654483766895,1.0879071653468351e-11,9.330037104730565e-14,1.0837977472566357e-11,1.0837977472566353e-11,0.0
e,145405,0.07119008783518296,0.3285056985474833,4.6331889938064894e-12,1.710055145122576e-13,4.692145973682236e-12,4.692145973682236e-12,3.308722450212111e-24
e,145428,0.8637624965663073,0.5496823551361079,5.223903090727255e-13,3.971186976165799e-13,8.115781901034106e-13,8.115781901034109e-13,0.0
e,145451,0.2332058398527232,-0.48395130226908967,3.947780349265168e-12,5.210824512956943e-13,3.7236280305035566e-12,3.723628030503557e-12,0.0
e,145473,0.13114720378541894,0.0914698315606016,1.0500002788586797e-11,7.368402734830207e-13,1.0592844957545861e-11,1.0592844957545863e-11,0.0
e,145496,0.26629398861110465,-0.7527676960913768,6.525345826368877e-12,1.0022808687030677e-12,5.808455770191206e-12,5.808455770191205e-12,0.0
e,145518,0.07535863467817047,-0.055785043574021954,1.5319911606732325e-11,5.998455831175367e-13,1.5298177145462447e-11,1.5298177145462447e-11,0.0
e,145541,0.04440043031623054,-0.5826686320530777,8.857139211846644e-12,2.0109474274446803e-13,8.7414955122929e-12,8.741495512292898e-12,6.617444900424222e-24
e,145563,0.2396737026706505,-0.9679398828752338,5.749659097660491e-12,7.828333230725209e-13,4.995794735141952e-12,4.995794735141952e-12,1.3234889800848443e-23
e,145586,0.3858769642865277,-0.2615061971064802,2.0808233330997553e-12,4.97447699603762e-13,2.008957296718909e-12,2.008957296718909e-12,2.6469779601696886e-23
e,145608,0.13536907646234103,-0.7414937499606373,5.1270292438287344e-12,3.7221372067333585e-13,4.857459396631155e-12,4.857459396631155e-12,2.6469779601696886e-23
e,145631,0.2018721783175988,-0.5292687050031579,8.325290023112679e-12,9.346634937882502e-13,7.870654699134353e-12,7.870654699134355e-12,2.6469779601696886e-23
e,145653,0.0519768274128753,0.47266466026210807,1.4145139382053097e-11,3.774182354389611e-13,1.4327392626865262e-11,1.4327392626865262e-11,0.0
e,145676,0.33449533047089175,0.04447205393920825,6.392146669073288e-12,1.283780977386633e-12,6.575524186721097e-12,6.575524186721099e-12,0.0
e,145699,0.2227970483267018,0.20539224803602601,3.969431913266147e-12,4.976233653994541e-13,4.100662626516076e-12,4.100662626516076e-12,0.0
e,145721,0.0828712610664127,-0.28174516462641497,9.613939543005882e-12,4.15579443135534e-13,9.505219384325106e-12,9.505219384325108e-12,-1.3234889800848443e-23
e,145744,0.24984355230081692,-0.42822927712685266,2.5264449750664716e-12,3.606626071017678e-13,2.39428520317134e-12,2.3942852031713405e-12,1.0339757656912846e-24
e,145766,0.17828816501296596,-0.760619749132684,1.6910559505771452e-11,1.655010724376185e-12,1.568855997567782e-11,1.5688559975677822e-11,1.0587911840678754e-22
e,145789,0.1972066786765544,-0.29571595237553483,5.330940805832624e-12,5.831490044392888e-13,5.188486182059151e-12,5.188486182059151e-12,2.6469779601696886e-23
e,145811,0.44418916125386304,-0.7269708772786325,4.9606015157134466e-12,1.4162682067154153e-12,4.049525139979639e-12,4.049525139979638e-12,3.308722450212111e-24
e,145834,0.07144333213079891,-0.16747677841554018,1.3050244811273976e-11,4.834459831922947e-13,1.2978033673928534e-11,1.2978033673928534e-11,-1.3234889800848443e-23
e,145856,0.12381852614232651,-0.738357779875946,6.04914862744441e-12,3.9921333725037243e-13,5.760681279376911e-12,5.760681279376911e-12,-6.617444900424222e-24
e,145879,0.16191209197613732,0.7100384092080256,3.159927089479911e-12,2.7834925811563367e-13,3.3632818882286036e-12,3.3632818882286036e-12,-9.926167350636332e-24
e,145901,0.25410982737439375,-0.17388284087144762,1.0834958443355828e-11,1.5770003536415452e-12,1.0674318485547005e-11,1.0674318485547005e-11,-2.6469779601696886e-23
e,145924,0.05432101181535389,-0.7092677901086001,6.683252757917075e-12,1.8658836027547064e-13,6.552232017624056e-12,6.5522320176240565e-12,3.308722450212111e-24
e,145947,0.12151094199039035,0.7857015654585808,3.3651148129285433e-12,2.1767402321630756e-13,3.5387044890388116e-12,3.538704489038812e-12,-3.308722450212111e-24
e,145969,0.19830113362691112,0.7630194956087242,5.750704592251227e-12,6.329421975452131e-13,6.247062742779085e-12,6.247062742779085e-12,-6.617444900424222e-24
e,145992,0.2762293717560853,-0.40600936432069973,3.771169251404941e-12,6.043192151166246e-13,3.568800448322134e-12,3.568800448322134e-12,0.0
e,146014,0.13741394170758323,0.09460893788311171,8.6159557637182e-12,6.356497933610183e-13,8.699140169790179e-12,8.699140169790179e-12,-2.6469779601696886e-23
e,146037,0.3533494973939895,-0.9692510207087923,3.961444164806455e-12,8.500737116792011e-13,3.1444747850927463e-12,3.1444747850927463e-12,1.3234889800848443e-23
e,146059,0.12336327815597936,-0.9192036275110397,6.258861599428802e-12,4.114348160422966e-13,5.8829006159887266e-12,5.882900615988726e-12,-6.617444900424222e-24
e,146082,0.27018787724726206,0.8401344663087008,3.631984334300856e-12,5.672975258830058e-13,4.120095778214057e-12,4.120095778214057e-12,-2.6469779601696886e-23
e,146104,0.28252830333747614,0.9617812728840003,1.8054458300714306e-12,2.9700026389315986e-13,2.092675906048621e-12,2.092675906048621e-12,-6.617444900424222e-24
e,146127,0.08184434569205977,-0.9757184259130932,1.2293892816411845e-11,5.245588966191419e-13,1.1782631216594644e-11,1.1782631216594644e-11,3.3087224502121107e-23
e,146150,0.18280180537558655,-0.6911869200327984,3.233976683781996e-12,3.253232245589416e-13,3.0182878997983647e-12,3.018287899798365e-12,-6.617444900424222e-24
e,146172,0.24813117496773449,-0.20506693569305948,4.724770423767009e-12,6.692069748318721e-13,4.634059994137897e-12,4.634059994137898e-12,0.0
e,146195,0.12149942418851337,-0.40115398515190365,5.885764373401639e-12,3.8068499498257783e-13,5.743646428044431e-12,5.74364642804443e-12,0.0
e,146217,0.1295134086508321,0.8325962319809138,8.772966818658426e-12,6.074445237511992e-13,9.284820797549445e-12,9.284820797549445e-12,-6.4106497472859645e-24
e,146240,0.2564068431047895,0.3141520076022122,1.0067165835635313e-11,1.4804429581061816e-12,1.062561515353819e-11,1.062561515353819e-11,-5.293955920339377e-23
e,146262,0.2500247843427451,0.6398474132816564,5.756487277614594e-12,8.22448499430197e-13,6.314441608574482e-12,6.314441608574482e-12,2.895132143935597e-24
e,146285,0.13421794104407744,0.9992569054671876,6.806972513590554e-12,4.896701793933028e-13,7.296303232878216e-12,7.296303232878216e-12,0.0
e,146307,0.38541608913384334,0.7700616039259465,3.5768573260238e-12,8.538288736237189e-13,4.269251153430434e-12,4.269251153430434e-12,0.0
e,146330,0.7968597590715742,0.2595398838502036,1.0670439804086763e-12,7.06720945923223e-13,1.4245970007065971e-12,1.4245970007065973e-12,-2.6469779601696886e-23
e,146352,0.24040033229667823,0.0978037522890675,9.84834961727989e-12,1.3455029368459341e-12,1.0069377345210532e-11,1.006937734521053e-11,-6.617444900424222e-24
e,146375,0.2093203227728799,-0.09342663651785837,1.2132568894012052e-11,1.418228658791383e-12,1.2082858173857544e-11,1.2082858173857544e-11,-1.3234889800848443e-23
e,146398,0.3440285039279291,0.43345758804146484,4.992846122588994e-12,1.0372650652326789e-12,5.522146542532078e-12,5.522146542532078e-12,0.0
e,146420,0.15094899160826628,-0.1858917742234923,1.4799204698403263e-11,1.2081467821546527e-12,1.4622883878742984e-11,1.462288387874298e-11,0.0
e,146443,0.26307956689335066,-0.6309010577829748,3.7060991077743245e-12,5.613377156219086e-13,3.380125931652931e-12,3.38012593165293e-12,-1.3234889800848443e-23
e,146465,0.19432161612236518,-0.02907994719325548,7.518166473308575e-12,8.090822111039396e-13,7.538147337447024e-12,7.538147337447024e-12,0.0
e,146488,0.10892345400335693,-0.8239281714690874,1.0214978635668473e-11,5.883689678891949e-13,9.735915940775713e-12,9.735915940775711e-12,-1.3234889800848443e-23
e,146510,0.11858119974780593,0.05021566231725296,8.619016110181001e-12,5.432353874926357e-13,8.663300663028416e-12,8.663300663028417e-12,0.0
e,146533,0.19407752905434159,0.05681954141784972,6.070621228859937e-12,6.523929940940523e-13,6.142321909683062e-12,6.142321909683062e-12,6.617444900424222e-24
e,146555,0.37063601413447017,-0.29388114530548654,3.9483442131360535e-12,8.981409766524819e-13,3.783090588034054e-12,3.783090588034053e-12,0.0
e,146578,0.0448109509818658,-0.6291052281380253,6.543463466176925e-12,1.4996954938026775e-13,6.450170352597216e-12,6.4501703525972154e-12,0.0
e,146600,0.20240018258189668,-0.9787177924359833,6.550205482200337e-12,7.37518313419994e-13,5.8303478803722445e-12,5.8303478803722445e-12,-1.3234889800848443e-23
e,146623,0.3712130023343026,-0.005146161108715294,3.6267649796490303e-12,8.265674509840028e-13,3.715613542366678e-12,3.715613542366677e-12,-2.6469779601696886e-23
e,146646,0.22977815567035437,-0.27530372294856215,2.9954078464445257e-12,3.8880962442149245e-13,2.9124525340095252e-12,2.9124525340095252e-12,0.0
e,146668,0.18430731730581104,-0.6408351102519081,6.841393203579143e-12,6.944560827963929e-13,6.418539911892256e-12,6.418539911892258e-12,-5.293955920339377e-23
e,146691,0.15450968432277426,0.6572856391837364,5.18091711280524e-12,4.337610773688848e-13,5.475788600045515e-12,5.475788600045514e-12,1.3234889800848443e-23
e,146713,0.24061537018254572,-0.890709880803654,5.7124108339999476e-12,7.812355662106093e-13,5.029110852781638e-12,5.029110852781639e-12,-1.4889251025954498e-23
e,146736,0.20526721389607472,-0.7009473245891318,8.486484786594686e-12,9.70616406745045e-13,7.83676871354938e-12,7.836768713549378e-12,0.0
e,146758,0.06827145758502469,0.5464219328518571,1.3865484903128792e-11,4.900361741698615e-13,1.4139209035540025e-11,1.4139209035540023e-11,0.0
e,146781,0.04970946869144432,0.25902533106834663,1.0048961575350415e-11,2.561303215045851e-13,1.0118330541551399e-11,1.0118330541551399e-11,-3.308722450212111e-24
e,146803,0.1996805390855666,0.6195367491787173,4.642411411923771e-12,5.149081779736335e-13,4.977852425615376e-12,4.977852425615376e-12,6.617444900424222e-24
e,146826,0.0714785628582302,-0.9780149446793018,7.414343386588391e-12,2.748046247265037e-13,7.145810146524309e-12,7.145810146524309e-12,1.613002194478404e-23
e,146848,0.05872243871923306,0.3510352228002385,7.22562501408272e-12,2.1857066220746506e-13,7.30521845013234e-12,7.305218450132339e-12,1.1580528575742387e-23
e,146871,0.07754572446973607,-0.679999473896568,1.1561936978817213e-11,4.663719656211392e-13,1.1250002361415716e-11,1.1250002361415717e-11,-1.3234889800848443e-23
e,146894,0.21263709817609744,-0.9894932020305369,6.142963321291256e-12,7.308095594401389e-13,5.4208620570302185e-12,5.4208620570302185e-12,-3.308722450212111e-24
e,146916,0.13983872448530815,-0.8950317970638634,1.0267461205843228e-11,7.71862471080756e-13,9.582805206161279e-12,9.582805206161279e-12,1.3234889800848443e-23
e,146939,0.12694436455737662,0.11737470462549143,6.632190843977401e-12,4.494897195688519e-13,6.699836433754193e-12,6.6998364337541916e-12,0.0
