index,time,eligible,cell,xq_f,xq_g,tq_f,tq_g,qnet_f,qnet_g,boundary_field_difference
0,3.799999952316284,0,0,1.0760648980482803,1.0875225080087987,0.005428004260532741,0.004319235979908003,0.00041288059068305414,0.00037803036564338965,0.0003814315052003516
0,3.799999952316284,0,1,1.0125013356684807,1.0036985817781385,0.006923314734518735,0.00526428293123978,8.655068143475678e-05,1.947038092444915e-05,4.045457287265662e-05
0,3.799999952316284,0,2,0.9474084955269068,0.9489774866559966,0.006476867610437056,0.005454522296153417,-0.00034062821190593317,-0.00027830343664065195,-0.0003112690035869639
0,3.799999952316284,0,3,1.00679847454312,1.0061416946770882,0.006012706578088632,0.004869357652044233,4.0877232606385686e-05,2.9906107972399005e-05,3.14027173928687e-05
0,3.799999952316284,0,4,1.580870132814067,0.9729312055463523,0.016275528854327374,0.005508313942643625,0.009453968607232322,-0.00014910341789958227,-0.00014201979187891274
1,3.875999927520752,0,0,1.0927157211757779,1.1106627617181388,0.005290768151997876,0.004038218464232612,0.0004905373847863205,0.0004468804076731621,0.00043578218600163446
1,3.875999927520752,0,1,1.0136641056419509,1.0058044154371628,0.007161408634213561,0.005706378480831661,9.785424412307314e-05,3.312219134443297e-05,5.086913634863306e-05
1,3.875999927520752,0,2,0.9394295084500346,0.9409189312744412,0.005946787778285317,0.004937241116312207,-0.00036019985887406834,-0.00029169748170749637,-0.0003144520841742327
1,3.875999927520752,0,3,1.0062526653930979,1.0109307215409875,0.006778933955185296,0.005262744641345105,4.238640574368322e-05,5.7525596215867525e-05,5.843612380925608e-05
1,3.875999927520752,0,4,1.5763753551806574,0.9569710358766478,0.01632426152235836,0.00571314505320763,0.00940890203301124,-0.0002458307135259783,-0.0002306353619852892
2,3.9519999027252197,0,0,1.0810404599836432,1.0990815946622516,0.005828998155067135,0.004324731698977968,0.00047238469173044805,0.00042850131322112587,0.0004085551822012853
2,3.9519999027252197,0,1,1.0027470922730752,1.0003222820000865,0.0070690578106540804,0.005786451824757583,1.9419354089569967e-05,1.8648692674873348e-06,6.355785403794521e-06
2,3.9519999027252197,0,2,0.9494293746720993,0.9473113290063734,0.005324319350280854,0.00457956788008875,-0.0002692541589891447,-0.00024129134532697625,-0.00023934091398363974
2,3.9519999027252197,0,3,1.0071930235911561,1.014866750837639,0.006895958507813887,0.005410296454079825,4.9602792230339216e-05,8.043352934056654e-05,8.238549959714267e-05
2,3.9519999027252197,0,4,1.5856049227073663,0.9514220784616854,0.016115692477465776,0.005547960019031063,0.00943742884764203,-0.0002695083665021976,-0.0002579555532185836
3,4.0279998779296875,0,0,1.0391320612300798,1.0619146727426885,0.006610570731654004,0.0047700734910551025,0.00025868525863685817,0.0002953375391572502,0.00028780547849186275
3,4.0279998779296875,0,1,1.0039214175195112,0.9951910062723037,0.007124397787599932,0.005722098821839449,2.793773830026156e-05,-2.751753734348416e-05,-4.453340850684523e-05
3,4.0279998779296875,0,2,0.9738224248306919,0.9692757772294139,0.0054045779700230105,0.004523945378281364,-0.0001414787460686638,-0.00013899470560427987,-0.00013063693537410334
3,4.0279998779296875,0,3,1.0143900648814037,1.013489476870082,0.0062900961080745174,0.00514928675956604,9.051489110545725e-05,6.946118464058534e-05,8.845288602178648e-05
3,4.0279998779296875,0,4,1.6089695666019688,0.9585085397643303,0.01562297313758489,0.004778970894825431,0.00951391518062927,-0.00019828648085007242,-0.00020108802063270543
4,4.104000091552734,0,0,1.0079425782213596,1.0233013103133959,0.006911487797442379,0.005082997947941568,5.4895032457158294e-05,0.00011844051250734097,0.00013073060776439064
4,4.104000091552734,0,1,0.994421845728813,0.9884766139588363,0.007328968426152411,0.005862351554371544,-4.0882116529736875e-05,-6.755414007003909e-05,-8.720895144441725e-05
4,4.104000091552734,0,2,0.9879307642002253,0.9917389816411225,0.005155858572502901,0.004340316866912843,-6.22272728618273e-05,-3.585543732091263e-05,-3.935635443245263e-05
4,4.104000091552734,0,3,1.0036309206071121,1.0123105375762353,0.0062069532288784,0.004863167492978429,2.2536954386115695e-05,5.98682061618372e-05,7.058271881152519e-05
4,4.104000091552734,0,4,1.59976772976142,0.9855267597903349,0.016316456031697103,0.005175008511792754,0.009786083791882998,-7.489914127823812e-05,-7.47480206990518e-05
5,4.179999828338623,0,0,0.9913194932905177,0.9983168560515464,0.006849534933405573,0.005240405396017642,-5.9457433946260365e-05,-8.820356629750642e-06,-1.272507076251025e-06
5,4.179999828338623,0,1,0.9716194957946808,0.9771553603839417,0.007049088186843782,0.005807753404459404,-0.0002000566769303861,-0.00013267603350381087,-0.00012899992658977556
5,4.179999828338623,0,2,1.0172077392745202,1.0126830448482935,0.00599277226480335,0.004633973019935985,0.00010312206266431221,5.8772887637630274e-05,4.5124661581032454e-05
5,4.179999828338623,0,3,1.0053646288951321,1.0109148239763177,0.006202744970070809,0.004891075468567579,3.327542489557726e-05,5.3385227794300795e-05,4.6406352606084605e-05
5,4.179999828338623,0,4,1.5919701268558484,1.0049899895862153,0.0167016548735549,0.005879426037817106,0.009886880754200892,2.93382747016306e-05,3.874141947891231e-05
6,4.25600004196167,0,0,0.9818204983716091,0.9856080975809358,0.006046966102786867,0.00474124796205181,-0.0001099308301124383,-6.823557801443658e-05,-6.286102859410817e-05
6,4.25600004196167,0,1,0.9606299462271753,0.968231615079365,0.006295722910888877,0.005306380551476989,-0.00024786294954049924,-0.0001685751398946927,-0.00015486065629329937
6,4.25600004196167,0,2,1.0353263814337974,1.0268807319017523,0.0061067177293983345,0.00508757253995863,0.00021572823981725876,0.0001367576734773451,0.00012054420320461685
6,4.25600004196167,0,3,1.0087437706317026,1.005512475823348,0.006345156609275953,0.0050821839150192154,5.548059401374084e-05,2.80154159613516e-05,2.694259873901114e-05
6,4.25600004196167,0,4,1.5836670307161973,1.01181703621361,0.016938046451692543,0.006096082568272941,0.009886179278592408,7.203762847043847e-05,7.02348829437814e-05
7,4.331999778747559,0,0,0.9860408777565243,0.9869897543647288,0.005468897188801219,0.003988075022852937,-7.634100439547699e-05,-5.188583565920652e-05,-4.059831646016091e-05
7,4.331999778747559,0,1,0.9626677176986747,0.9618760980909054,0.005379906352824925,0.004661435386893535,-0.00020084418271835376,-0.0001777121054455118,-0.00017421432640371613
7,4.331999778747559,0,2,1.0379065044153604,1.03807591321329,0.0058438629593756545,0.005045238572594218,0.00022152041707233414,0.00019210206603044035,0.0001825728664458175
7,4.331999778747559,0,3,0.9991313398985214,0.9965542269452661,0.005977053587979515,0.004866224529124926,-5.19202797627713e-06,-1.6767905360743952e-05,-1.1414363607242849e-05
7,4.331999778747559,0,4,1.590402446852662,1.0090633157054647,0.016539224424868236,0.005987188596145102,0.00976479856948752,5.426378043502107e-05,4.3654140025299345e-05
8,4.4079999923706055,0,0,1.0067032344103115,1.0046217961627937,0.005554226519221108,0.003911512927393024,3.723128232630765e-05,1.807821543854295e-05,2.526722100474274e-05
8,4.4079999923706055,0,1,0.9733518127167679,0.9601114243327185,0.005306468838308076,0.0043636991959645505,-0.00014140777541586893,-0.00017406174556748762,-0.0001693892021532503
8,4.4079999923706055,0,2,1.0366730988670578,1.0435205377397963,0.005076349600078507,0.0043097840979784904,0.00018616547076742856,0.00018756412148644664,0.00018387240098123982
8,4.4079999923706055,0,3,0.9964890388244425,0.9975775142748147,0.005828940692094299,0.004889314715259215,-2.0465184464570302e-05,-1.1844295103654028e-05,-8.265053687634013e-06
8,4.4079999923706055,0,4,1.601502426157149,0.9964531293875122,0.016282500199892865,0.005564425210314691,0.009793963374139823,-1.973629625385152e-05,-3.148536614509827e-05
9,4.484000205993652,0,0,1.0271306519301586,1.030896030522204,0.0059088535412680065,0.004199400881506525,0.00016031104873442744,0.00012974481780999558,0.0001257896373756623
9,4.484000205993652,0,1,0.9784019483304355,0.9672053146587619,0.005964629477138477,0.004668522617370517,-0.00012882437563704446,-0.00015310273024511935,-0.0001416114681292418
9,4.484000205993652,0,2,1.0152564240508675,1.0322972059164002,0.004381148773222328,0.0035902358451213685,6.684066351421763e-05,0.00011595458637832584,0.00011348761526076941
9,4.484000205993652,0,3,1.0122425705147662,1.0093865119304422,0.005928706648120282,0.004971821376684777,7.258260920097561e-05,4.666806066827899e-05,4.0917348250330145e-05
9,4.484000205993652,0,4,1.6298000073297418,0.9692252033770437,0.015365521250889119,0.004525285294902355,0.009677205396435271,-0.000139264734611475,-0.00013858313275751688
10,4.559999942779541,0,0,1.0622075461276208,1.0545492030400643,0.005610974061799284,0.004442581887953502,0.0003490449277702628,0.00024233930142808765,0.00024245904078697145
10,4.559999942779541,0,1,0.9864272910450108,0.9760457402837532,0.005975734512410293,0.004698543503005852,-8.110690532922912e-05,-0.00011255013135908601,-9.040556415439311e-05
10,4.559999942779541,0,2,1.0054959360782454,1.0002214019354045,0.004442938148684199,0.0035559699082548554,2.4418104064766267e-05,7.872986199279351e-07,-1.9433994874257034e-05
10,4.559999942779541,0,3,1.009785845445701,1.022817365870703,0.006043324670274998,0.005093943300901392,5.91390412015027e-05,0.00011623036802128326,0.00010869152644880665
10,4.559999942779541,0,4,1.649130617684285,0.9360746097795437,0.014755338701901977,0.003860857725843526,0.009578142125706467,-0.00024680683671021085,-0.00024131100820712798
11,4.636000156402588,0,0,1.0666218953215856,1.0727059631838551,0.005697841588211077,0.004623811447666344,0.0003796010058487753,0.00033617866488311717,0.0003508755817449529
11,4.636000156402588,0,1,0.9829389239803049,0.986569937760014,0.005401078299580088,0.004300796539752187,-9.214820745746137e-05,-5.775996521038828e-05,-6.531724551830906e-05
11,4.636000156402588,0,2,0.9570836336794488,0.9575395869915511,0.0049341603079965345,0.003936619417976653,-0.0002117562312623029,-0.00016715048634436856,-0.0001644343996953557
11,4.636000156402588,0,3,1.040220474375154,1.0449151344689558,0.006302078666641845,0.005170193392077582,0.00025347259352187285,0.00023221993143567125,0.00023400819787676677
11,4.636000156402588,0,4,1.6115936584069643,0.914608158115394,0.015305338408230649,0.004022493685382686,0.009360647910246407,-0.0003434881447640245,-0.00035513213440805085
12,4.711999893188477,0,0,1.0708962766171337,1.0827724941188983,0.006106370587255666,0.004645828434369792,0.0004329189382808069,0.0003845468067612842,0.00038876751805287657
12,4.711999893188477,0,1,1.0031944865146423,1.0036774769686674,0.005200433248743607,0.0042065274430584994,1.661271388340874e-05,1.546940778991492e-05,1.2364259221342463e-05
12,4.711999893188477,0,2,0.9396480897343343,0.927446615996125,0.00570947967551819,0.004425976287975485,-0.0003445780050405157,-0.00032111955721353066,-0.0003257437876353563
12,4.711999893188477,0,3,1.0698346925126916,1.0768637133155265,0.006149212933470553,0.005142236356257452,0.0004294283944039823,0.00039525138108805066,0.0003934506904295378
12,4.711999893188477,0,4,1.5738305823200174,0.9016461765592394,0.015984861491619973,0.004820839920995118,0.00917260237804111,-0.00047414803842572417,-0.000468838680068403
13,4.788000106811523,0,0,1.0816026144593318,1.08793135947367,0.005605372301258178,0.0043578236607995854,0.0004574130348005886,0.0003831893588406326,0.00037646584427596835
13,4.788000106811523,0,1,1.0216424491973826,1.019517479691084,0.005505689553301039,0.004393734162742857,0.00011915660645387763,8.575461728935556e-05,0.0001002426139433689
13,4.788000106811523,0,2,0.9324772269143172,0.9108887326879058,0.005907757481308019,0.004647696373253379,-0.00039890816785560616,-0.0004141621139024325,-0.00043112649562603294
13,4.788000106811523,0,3,1.0908583119000992,1.1102389415299896,0.005942589540674729,0.005077837366502551,0.0005399336539808917,0.000559775416544671,0.0005546939449430839
13,4.788000106811523,0,4,1.559273005411332,0.8877626764837808,0.01611648093835339,0.005475516160926754,0.009013512731047344,-0.0006145572787722226,-0.0006002759075363888
14,4.863999843597412,0,0,1.0614376450793028,1.0769143748217334,0.00451389250773593,0.003694734522885672,0.00027732292581640427,0.00028417819596002674,0.0002871992388912264
14,4.863999843597412,0,1,1.020570213039081,1.0256864346555605,0.005788064328738857,0.004561316524069858,0.00011906171632606378,0.0001171639588388489,0.00011021813365222531
