z_index,y_index,x_index,active_interior,occupancy_cic,relative_field_gradient,particle_first_e_magnitude_N_per_m3,field_first_e_magnitude_N_per_m3,particle_first_b_magnitude_N_per_m3,field_first_b_magnitude_N_per_m3,particle_first_total_magnitude_N_per_m3,field_first_total_magnitude_N_per_m3,total_residual_magnitude_N_per_m3,particle_first_total_x_N_per_m3,particle_first_total_y_N_per_m3,particle_first_total_z_N_per_m3,field_first_total_x_N_per_m3,field_first_total_y_N_per_m3,field_first_total_z_N_per_m3
0,3,5,0,0.0,0.2796997297909932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,6,0,0.0,0.4301393713925145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,7,0,0.0,0.1509304802449488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,8,0,0.0,0.22331175870468167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,9,0,0.0,0.08294395356887117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,10,0,0.0,0.14528223704597623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,11,0,0.0,0.09487158907500061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,12,0,0.0,0.16754782076725497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,13,0,0.0,0.15777518270996224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,14,0,0.0,0.18119436573636652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,15,0,0.0,0.20612059678823266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0,3,16,0,0.0,0.24015756772784924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0,3,17,0,0.0,0.343519558577091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
0,3,18,0,0.0,0.4850519735404809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,19,0,0.0,0.7895917968362007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,20,0,0.0,1.0766627476351693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,21,0,0.0,2.2201717053627488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,22,0,0.0,4.485112616883926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,23,0,8.280714150468459,5.833534703813756,2542715436565.2593,2402663026732.929,135039984061.31381,128611989150.72545,2579517661988.4023,2399317077217.213,797399429796.7876,-1873554729255.1396,-732784519108.6329,-1614537362079.4731,-1899964702409.8567,49901106786.692,-1464365543900.9197
0,3,24,0,23.782951854711854,7.436070773889886,1922813523999.3584,3572198590864.3213,521591595341.51263,430490183137.34033,2299074862948.3916,3710321839708.9644,2745445584463.988,-733705287637.0894,-680383893563.2661,-2069903266752.8772,-3386658008218.5547,-661681414640.8035,-1363529755857.712
0,3,25,0,24.293787505634036,6.62333058210283,3269604432246.851,3793716789402.3857,659866330358.268,362583064289.6225,2852970071130.206,3638915029768.9185,1186961385283.6265,-1223823375117.3652,-29570344921.422302,2576978883883.657,-1904919751704.3105,-923086513443.5176,2959880845936.8105
0,3,26,0,24.686718467459443,5.761179125802743,2330905052590.832,1024052688109.623,295972334765.4392,136481166369.0839,2165193247843.2217,927378495051.0383,1385803896655.4614,-1275748677457.017,-195799656850.97867,1738444594127.0576,-340062043964.7767,259025382740.54767,822979058320.2831
0,3,27,0,25.46437881903234,3.7692673140211563,2144087295924.5635,1219519814190.099,269368787217.12894,271075100372.7033,2160481761782.6443,1354949327700.4692,896347132973.6663,1071544072006.3452,722282358074.2808,1731410679174.1108,546384421126.36816,726132868967.5057,1005028756599.2211
0,3,28,0,24.84133754527922,3.8364641606359218,1962153890737.9988,805865003963.606,138462306658.40988,70900303091.54823,1834830499875.401,798692220890.3922,1800077576683.497,-579287178029.0469,744491333407.6086,1573773167621.407,-797114638932.5784,-928832158.103714,-50166257395.1288
0,3,29,0,24.88409185761139,3.714415259544754,1886169623858.2253,413984673472.2247,137552463797.27518,33656270571.406975,1820990291141.6711,404311401639.72784,1432193331910.4348,-1635180169346.4705,118012681627.43488,792631352637.1373,-324144304999.5162,-40273750549.09495,238277577730.1994
0,3,30,0,25.24207652075517,3.44401831136167,1737998425985.6223,651787004586.7144,14063066688.906263,125787493305.39821,1725514931631.4194,634423218260.9401,1894714223003.4395,-284319486482.73755,-1695222826512.3718,-150942960619.49817,616657878038.1315,-53850129012.099945,139018146036.61447
0,3,31,0,24.973620928385024,4.039609583655478,871975757611.6077,79675335772.46654,192035283824.89545,3779778405.240952,726050659812.9023,81734566936.1345,715852461915.7734,-338451086558.0636,626042953091.7465,-143772888635.45297,-55864400331.61719,-25508094438.009052,-53935566428.54392
0,4,0,0,0.0,0.25387365275178175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
