replicate,gain_O,gain_U,gain_V,gain_W
106,0.16434991942344535,0.010528965437010207,-0.005896213654475568,0.028974749701488722
107,0.21361781266258528,-0.025895988978033913,-0.01895164639474456,0.009542099623592537
108,0.13471657893940037,-0.012770970807855386,0.013828076255914645,-0.012671562998601393
109,0.19940721080895152,-0.03427118680942809,-0.037980098410926644,0.008941899176304502
110,0.18420064752697052,-0.006582283870564254,0.008019245888155835,0.009092461376940975
111,0.15968105595565563,-0.03327346374582407,-0.015570256974682728,-0.007924039264376903
112,0.1596731107678776,-0.02426769349661173,-0.032733157533949786,0.011804030780664054
113,0.06736597247783671,0.007704754256573687,-0.006893163827173199,0.019119564671911005
114,0.140377071026641,-0.01396534323677745,0.0024222731572253187,0.004103834910207271
115,0.059302819744552204,-0.027124347238071334,-0.016443502007453814,0.0021202276951338694
116,0.21409258386987284,-0.02878271019348766,-0.01795442033253547,0.0005014503954465788
117,0.16518919542462107,-0.011206435778892576,-0.01582602457255211,-0.020851834948735215
118,0.1765495650086364,-0.016225656707904212,-0.0044319311817875295,0.022557069518731376
119,0.08466553526891629,-0.02488738783640221,-0.005937636257609347,-0.024838018044365917
120,0.1997766972674747,0.004559129243894233,-0.002431057127415537,0.013776381063215881
121,0.14242906397958288,-0.011065823744268455,-0.004167425572437322,0.01731009010472917
122,0.16111622981982965,-0.015219225993123864,-0.018877793429807666,0.0009493238049413932
123,0.04917753213032272,-0.01104688246782115,-0.010129470772973104,0.0030962995924435077
124,0.07512875978802913,-0.015788383064604172,-0.02511752014197266,0.016578502551944818
125,0.18344187562516756,-0.015457573241746125,-0.012833375950857873,0.003928989152016338
126,0.15929030939462874,-0.029525977252921054,-0.02436804552148275,0.02067018727593517
127,0.1069226782917595,-0.008495981953385412,-0.013118370376792976,0.0045071943025759564
128,0.06603096155775201,-0.0010941866735636463,-0.006861856203561167,0.006835126053207574
129,0.12424324851098234,-0.01953357639742892,-0.03447067369325585,0.01585105285543653
130,0.13110919431831403,0.0027218613226163146,-0.020037472341102758,0.025119947361706974
131,0.22051403374470713,-0.007710742029082285,-0.025333276570410623,0.008750622732746294
132,0.14498775239808492,-0.008242679552209475,0.0016209577737458236,0.01235646266016277
133,0.08485834024966266,-0.006738365672232627,-0.029941855833614195,0.0030556961529897286
134,0.12403290900472586,-0.008755122727535536,-0.014174602552104343,0.016724413232012347
135,0.13103413218565263,-0.019894632124920486,-0.03642358816460778,0.0035316234992989193
136,0.16907753463845498,-0.010342234710673193,-0.024724710202688183,0.003841723240197825
137,0.030618883981356815,9.761942341535157e-05,-0.017882944823462976,0.01056740292877778
138,0.18911376554497095,-0.015802667056289854,-0.02774981871518878,0.004237918579571565
139,0.19898546313261112,-0.03246246222137761,-0.02537587768093208,0.03163036303308764
140,0.07275032344778332,-0.018562507566709074,-0.0006706753938059418,0.013075132658936672
141,0.22527707326258406,-0.014129197827257745,-0.03901919330045178,0.019917487209198392
142,0.13129427457507814,-0.027520244824281948,-0.01819167167831126,-0.005348622278904536
143,0.10420727868320123,-0.01348627610585984,-0.04883995006778186,-0.01966391711179538
144,0.19308503585800496,-0.020137277999834557,-0.03538999270868737,0.01417786853526637
145,0.16804061462327058,-0.02975602090011331,-0.0296922099379342,-0.013085823712784661
146,0.15427999874296494,-0.024507876247161553,-0.028133972406662044,-0.004502350541528477
147,0.23068099069930748,-0.005965819380358006,-0.022329522928264955,0.024580627094690333
148,0.11928567885359831,-0.04329178959984881,-0.027290847571389776,0.0033677029793196533
149,0.11961789450066662,0.0033934969075588572,-0.028791636171300095,0.0036620125270067083
150,0.23162767758115643,-0.02022136919515849,-0.02880822188785559,0.004520665046208072
151,0.16362724331473655,-0.026457777828980955,-0.009015580102346155,0.022454775790630488
152,0.15670057036259655,-0.014385904483958045,-0.018262843911739823,0.008830202478198546
153,0.17274781670677142,-0.0337429053627305,-0.030212130997012476,0.01334634400873802
