split,file,event_index,delay_us,q1,q2,q3,q4,Q,depth,x_parent,child_x1,child_x2,child_common,child_mismatch,child_abs_mismatch,child_coupling,child_interaction,wrong13_24_x1,wrong13_24_x2,wrong14_23_x1,wrong14_23_x2
calibration,6845.2020.0211.0,2741,3.57,0.800000032,0.6875000274999999,0.6666666933333333,0.6315789726315789,2.785745725464912,0.9370489910519824,0.932063292135716,0.9243697478991597,0.972972972972973,-0.05132863956393363,-0.024301612536906658,0.024301612536906658,0.9756983874630933,0.002044060867590274,0.909090909090909,0.9576059850374065,0.8823529411764706,0.9846153846153847
calibration,6845.2020.0211.0,11016,0.4425,1.4666667253333332,1.4375000574999999,1.7333334026666667,1.105263202105263,5.7427633876052635,0.9542393808632783,0.988582120899683,0.9899569583931133,0.7787391841779975,-0.11565192871444463,0.10560888710755789,0.10560888710755789,0.8943911128924421,0.002222131579274075,1.0833333333333333,0.869340232858991,0.8594815825375172,1.0932982917214193
calibration,6845.2020.0211.0,11151,0.605,1.4666667253333332,1.4375000574999999,1.7333334026666667,1.7894737557894735,6.426973941289474,1.065570227818155,1.0962568669601118,0.9899569583931133,1.0159362549800797,0.0029466066865964646,-0.012989648293483202,0.012989648293483202,0.9870103517065167,-0.00016004847182289608,1.0833333333333333,1.1090723751274212,1.0991379310344829,1.0932982917214193
calibration,6845.2020.0211.0,11566,4.14625,1.600000064,1.3125000525,1.6666667333333334,1.736842174736842,6.316009024570175,1.0403573949978588,1.0777403562376306,0.9012875536480686,1.0206185567010309,-0.03904694482545029,-0.059665501526481146,0.059665501526481146,0.9403344984735189,-0.0020353081722047648,1.0204081632653061,1.13915857605178,1.0410094637223974,1.118881118881119
calibration,6845.2020.0211.0,13404,1.345,1.600000064,1.25000005,1.4000000559999999,1.4736842694736842,5.7236844394736845,0.9866666666666667,1.0041379310344827,0.8771929824561402,1.0256410256410255,-0.04858299595141713,-0.07422402159244268,0.07422402159244268,0.9257759784075573,-0.003148897885739984,0.9333333333333332,1.0821256038647342,0.958904109589041,1.0566037735849056
calibration,6845.2020.0211.0,17649,8.58875,1.1333333786666666,1.3750000549999999,1.5333333946666667,1.631579012631579,5.6732458409649125,1.0971266589357043,1.1157325086973329,1.0963455149501662,1.0310421286031042,0.06369382177663518,0.032651693173531005,0.032651693173531005,0.967348306826469,0.002990769865415355,1.15,1.0853391684901532,1.1802030456852792,1.0544412607449858
calibration,6845.2020.0211.0,27343,0.935,1.1333333786666666,1.8125000724999998,1.200000048,2.473684309473684,6.619517808640349,1.1716415438131524,1.1099552757992384,1.2305516265912306,1.346704871060172,0.28862824882570126,-0.05807662223447063,0.05807662223447063,0.9419233777655294,0.07993337197002551,1.0285714285714285,1.1542594013814276,1.3715953307392994,0.7966804979253113
calibration,6845.2020.0211.0,27461,0.5525,1.4666667253333332,1.3750000549999999,1.8666667413333333,1.2631579452631578,5.971491466929825,0.9933651609744154,1.0482556004406902,0.967741935483871,0.8071748878923767,-0.11254158831187616,0.08028352379574716,0.08028352379574716,0.9197164762042529,0.006220164906697521,1.1199999999999999,0.9576059850374065,0.9254498714652957,1.1516709511568124
calibration,6845.2020.0211.0,34202,0.8675,1.4666667253333332,1.1875000475,1.7333334026666667,1.7894737557894735,6.176973931289473,1.0817150092898309,1.1406255547271629,0.8948194662480377,1.0159362549800797,-0.04462213938594134,-0.06055839436602101,0.06055839436602101,0.9394416056339789,-0.0016761838048121474,1.0833333333333333,1.2022099447513812,1.0991379310344829,1.1868758915834523
calibration,6845.2020.0211.0,38347,9.5075,1.4666667253333332,1.5000000599999999,1.800000072,1.4736842694736842,6.240351126807017,1.0171492831037392,1.0491987630025303,1.0112359550561798,0.9003215434083601,-0.044221250767730036,0.05545720582390984,0.05545720582390984,0.9445427941760902,-0.001119982658333035,1.1020408163265305,0.9911504424778761,1.0023866348448687,1.0909090909090908
