shift_samples,shift_us,full_four_landmark_order,quarter_error,as_good_as_real
217,1.0849999999999997,True,0.013568571964850284,False
218,1.0899999999999999,True,0.013461244361700042,False
219,1.0949999999999998,True,0.0133536913416466,False
220,1.0999999999999999,True,0.01324591315137752,False
221,1.1049999999999998,True,0.013137911317966322,False
222,1.1099999999999999,True,0.013029684584731527,False
223,1.1149999999999998,True,0.012921234158599137,False
224,1.1199999999999999,True,0.012812558429659948,False
225,1.1249999999999998,True,0.012703657810477886,False
226,1.13,True,0.012594531445557056,False
227,1.1349999999999998,True,0.012485180789754857,False
228,1.14,True,0.012375604367967807,False
229,1.1449999999999998,True,0.012265802502013534,False
230,1.15,True,0.01215577356801334,False
231,1.1549999999999998,True,0.012045518516886511,False
232,1.16,True,0.011935035148080808,False
233,1.1649999999999998,True,0.01182432367962094,False
234,1.17,True,0.011713382697718877,False
235,1.1749999999999998,True,0.01160221186783894,False
236,1.1799999999999997,True,0.01149081010700248,False
237,1.1849999999999998,True,0.011379177781197014,False
238,1.1899999999999997,True,0.011267312917626837,False
239,1.1949999999999998,True,0.01115521527152169,False
240,1.1999999999999997,True,0.011042883239408163,False
241,1.2049999999999998,True,0.010930315593345452,False
242,1.2099999999999997,True,0.010817510947608633,False
243,1.2149999999999999,True,0.010704468057545935,False
244,1.2199999999999998,True,0.010591185329782538,False
245,1.2249999999999999,True,0.010477661264684912,False
246,1.2299999999999998,True,0.01036389400777138,False
247,1.2349999999999999,True,0.010249882741445782,False
248,1.2399999999999998,True,0.010135626420301969,False
249,1.2449999999999999,True,0.010021123119369646,False
250,1.2499999999999998,True,0.009906371433816785,False
251,1.255,True,0.009791369093767432,False
252,1.2599999999999998,True,0.009676115756507953,False
253,1.265,True,0.00956060923535873,False
254,1.2699999999999998,True,0.009444847961883385,False
255,1.275,True,0.009328830252305353,False
256,1.2799999999999998,True,0.009212555412987156,False
257,1.2849999999999997,True,0.009096021067154847,False
258,1.2899999999999998,True,0.00897922732342793,False
259,1.2949999999999997,True,0.00886217164218761,False
260,1.2999999999999998,True,0.008744853835822242,False
261,1.3049999999999997,True,0.008627270983455781,False
262,1.3099999999999998,True,0.008509422500361796,False
263,1.3149999999999997,True,0.008391305255712522,False
264,1.3199999999999998,True,0.00827291879728731,False
265,1.3249999999999997,True,0.00815425992614316,False
266,1.3299999999999998,True,0.008035328685096266,False
267,1.3349999999999997,True,0.007916122353268717,False
268,1.3399999999999999,True,0.007796639938508154,False
269,1.3449999999999998,True,0.007676878262900866,False
270,1.3499999999999999,True,0.007556836909212439,False
271,1.3549999999999998,True,0.007436512833190689,False
272,1.3599999999999999,True,0.007315904678188934,False
273,1.3649999999999998,True,0.00719500870821177,False
274,1.3699999999999999,True,0.007073824093735248,False
275,1.3749999999999998,True,0.006952347958481653,False
276,1.38,True,0.0068305788354024455,False
277,1.3849999999999998,True,0.006708513395187299,False
278,1.3899999999999997,True,0.006586151959886155,False
279,1.3949999999999998,True,0.006463491113088193,False
280,1.3999999999999997,True,0.00634053135300211,False
281,1.4049999999999998,True,0.006217269898405875,False
282,1.4099999999999997,True,0.006093705656505466,False
283,1.4149999999999998,True,0.0059698349829057085,False
284,1.4199999999999997,True,0.005845657026327888,False
285,1.4249999999999998,True,0.005721168455217529,True
286,1.4299999999999997,True,0.00559636905848826,True
287,1.4349999999999998,True,0.005471256344807607,True
288,1.4399999999999997,True,0.005345828908752459,True
289,1.4449999999999998,True,0.005220083754626903,True
290,1.4499999999999997,True,0.005094021706908536,True
291,1.4549999999999998,True,0.004967639731412732,True
292,1.4599999999999997,True,0.004840937386675348,True
293,1.4649999999999999,True,0.004713912463505998,True
294,1.4699999999999998,True,0.0045865642655299466,True
295,1.4749999999999999,True,0.004458890782620517,True
296,1.4799999999999998,True,0.004330891817321603,True
297,1.4849999999999999,True,0.004202565456446872,True
298,1.4899999999999998,True,0.004073911585219969,True
299,1.4949999999999997,True,0.0039449294468706375,True
300,1.4999999999999998,True,0.003815618888481309,True
301,1.5049999999999997,True,0.003685980420113699,True
302,1.5099999999999998,True,0.003556012860111313,True
303,1.5149999999999997,True,0.0034257168182913467,True
304,1.5199999999999998,True,0.0032950901856466652,True
305,1.5249999999999997,True,0.003164133715760964,True
306,1.5299999999999998,True,0.003032846928536337,True
307,1.5349999999999997,True,0.0029012292391122907,True
308,1.5399999999999998,True,0.0027692792589872894,True
309,1.5449999999999997,True,0.0026369960343184395,True
310,1.5499999999999998,True,0.0025043770278520006,True
311,1.5549999999999997,True,0.0023714208854586083,True
312,1.5599999999999998,True,0.00223812439056853,True
313,1.5649999999999997,True,0.002104488316079567,True
314,1.5699999999999998,True,0.0019705084159217234,True
315,1.5749999999999997,True,0.0018361840169263677,True
316,1.5799999999999998,True,0.001701512736620281,True
317,1.5849999999999997,True,0.0015664937621225894,True
318,1.5899999999999999,True,0.0014311235039280445,True
319,1.5949999999999998,True,0.0012954009860141058,True
320,1.5999999999999996,True,0.0011593231352003963,True
321,1.6049999999999998,True,0.0010228886162415574,True
322,1.6099999999999997,True,0.000886093888798678,True
323,1.6149999999999998,True,0.0007489389398208646,True
324,1.6199999999999997,True,0.0006114192228663384,True
325,1.6249999999999998,True,0.0004735362625987727,True
326,1.6299999999999997,True,0.00033528713239577845,True
327,1.6349999999999998,True,0.00019667221572106097,True
328,1.6399999999999997,True,5.768921715376685e-05,True
329,1.6449999999999998,True,8.166036515783182e-05,True
330,1.6499999999999997,True,0.0002213791279596089,True
331,1.6549999999999998,True,0.0003614656619577161,True
332,1.6599999999999997,True,0.0005019227362568213,True
333,1.6649999999999998,True,0.0006427490346675446,True
334,1.6699999999999997,True,0.0007839469401808019,True
335,1.6749999999999998,True,0.0009255153716237752,True
336,1.6799999999999997,True,0.0010674563481733457,True
337,1.6849999999999998,True,0.001209769743831024,True
338,1.6899999999999997,True,0.0013524580760585492,True
339,1.6949999999999998,True,0.001495520679315132,True
340,1.6999999999999997,True,0.0016389596436291454,True
341,1.7049999999999998,True,0.0017827742897687515,True
342,1.7099999999999997,True,0.0019269660756766616,True
343,1.7149999999999996,True,0.002071534139720055,True
344,1.7199999999999998,True,0.0022164797643448586,True
345,1.7249999999999996,True,0.0023618027460667324,True
346,1.7299999999999998,True,0.002507504431684182,True
347,1.7349999999999997,True,0.0026535836789528533,True
348,1.7399999999999998,True,0.0028000416612941614,True
349,1.7449999999999997,True,0.0029468779982891324,True
350,1.7499999999999998,True,0.0030940939317492533,True
351,1.7549999999999997,True,0.0032416890521098085,True
352,1.7599999999999998,True,0.0033896634044305873,True
353,1.7649999999999997,True,0.003538017678397176,True
354,1.7699999999999998,True,0.0036867517462983446,True
355,1.7749999999999997,True,0.003835865882849232,True
356,1.7799999999999998,True,0.003985362288211669,True
357,1.7849999999999997,True,0.004135241828864766,True
358,1.7899999999999998,True,0.004285504637142001,True
359,1.7949999999999997,True,0.0044361530417224015,True
360,1.7999999999999998,True,0.004587187620350486,True
361,1.8049999999999997,True,0.00473860964006767,True
362,1.8099999999999998,True,0.004890419333700935,True
363,1.8149999999999997,True,0.005042617678458539,True
364,1.8199999999999996,True,0.005195204845025503,True
365,1.8249999999999997,True,0.005348183425996411,True
366,1.8299999999999996,True,0.0055015533163296215,True
367,1.8349999999999997,True,0.005655317252951708,True
368,1.8399999999999996,True,0.005809475193865821,False
369,1.8449999999999998,True,0.005964028765507223,False
370,1.8499999999999996,True,0.006118978113995588,False
371,1.8549999999999998,True,0.006274325834951189,False
372,1.8599999999999997,True,0.006430071554759054,False
373,1.8649999999999998,True,0.00658621677606569,False
374,1.8699999999999997,True,0.006742761651042817,False
375,1.8749999999999998,True,0.006899707945146605,False
376,1.8799999999999997,True,0.007057055929803657,False
377,1.8849999999999998,True,0.0072148084073867524,False
378,1.8899999999999997,True,0.007372965294990541,False
379,1.8949999999999998,True,0.007531530160661659,False
380,1.8999999999999997,True,0.007690502628335372,False
381,1.9049999999999998,True,0.007849886486690272,False
382,1.9099999999999997,True,0.00800968190463941,False
383,1.9149999999999998,True,0.008169892325182393,False
384,1.9199999999999997,True,0.008330516713570935,False
385,1.9249999999999996,True,0.008491559234831081,False
386,1.9299999999999997,True,0.008653019298613618,False
387,1.9349999999999996,True,0.008814900569015571,False
388,1.9399999999999997,True,0.008977203560309566,False
389,1.9449999999999996,True,0.009139931633339149,False
390,1.9499999999999997,True,0.009303085149763246,False
391,1.9549999999999996,True,0.009466666878466756,False
392,1.9599999999999997,True,0.009630677510848784,False
393,1.9649999999999996,True,0.00979512030836388,False
394,1.9699999999999998,True,0.009959995536604316,False
395,1.9749999999999996,True,0.010125306109613874,False
396,1.9799999999999998,True,0.010291053593086963,False
397,1.9849999999999997,True,0.010457241582487953,False
398,1.9899999999999998,True,0.010623871332894885,False
399,1.9949999999999997,True,0.010790944911016342,False
400,1.9999999999999998,True,0.010958464455516959,False
401,2.005,True,0.011126433069100439,False
402,2.01,True,0.011294854302718593,False
403,2.0149999999999997,True,0.01146373146701285,False
404,2.0199999999999996,True,0.011633066805665782,False
405,2.025,True,0.011802863179940948,False
406,2.03,True,0.011973123069554337,False
407,2.0349999999999997,True,0.012143850187469551,False
408,2.0399999999999996,True,0.012315046098039406,False
409,2.0449999999999995,True,0.012486714269258237,False
410,2.05,True,0.012658855925909707,False
411,2.0549999999999997,True,0.012831472761615614,False
412,2.0599999999999996,True,0.013004566036793008,False
413,2.0649999999999995,True,0.013178136788650874,False
414,2.07,True,0.013352187290825657,False
415,2.0749999999999997,True,0.013526717821696954,False
416,2.0799999999999996,True,0.013701730439533877,False
417,2.0849999999999995,True,0.013877226938220688,False
418,2.09,True,0.014053208468772838,False
419,2.0949999999999998,True,0.014229675229669947,False
420,2.0999999999999996,True,0.014406628894121531,False
421,2.1049999999999995,True,0.01458406953764202,False
422,2.11,True,0.014761997986832254,False
423,2.1149999999999998,True,0.014940412730535257,False
424,2.1199999999999997,True,0.015119316091568247,False
425,2.1249999999999996,True,0.015298705574767646,False
426,2.13,True,0.015478582942170804,False
427,2.135,True,0.015658947831453718,False
428,2.1399999999999997,True,0.015839800592955144,False
429,2.1449999999999996,True,0.016021141590663368,False
430,2.1499999999999995,True,0.01620297265741305,False
431,2.155,True,0.01638529392741528,False
432,2.1599999999999997,True,0.01656810720290708,False
433,2.1649999999999996,True,0.01675141219309567,False
434,2.1699999999999995,True,0.01693520985820568,False
435,2.175,True,0.01711950097483661,False
436,2.1799999999999997,True,0.01730428624693736,False
437,2.1849999999999996,True,0.017489565996025358,False
438,2.1899999999999995,True,0.017675341201556005,False
439,2.195,True,0.017861611691060986,False
440,2.1999999999999997,True,0.018048377844890662,False
441,2.2049999999999996,True,0.01823563987704918,False
442,2.2099999999999995,True,0.01842339716447966,False
443,2.215,True,0.018611649827561805,False
444,2.2199999999999998,True,0.018800398862557244,False
445,2.2249999999999996,True,0.018989644949827522,False
446,2.2299999999999995,True,0.019179388718261248,False
447,2.235,True,0.019369630741419175,False
448,2.2399999999999998,True,0.019560372310039154,False
449,2.2449999999999997,True,0.01975161370688594,False
450,2.2499999999999996,True,0.019943356325790695,False
451,2.2549999999999994,True,0.020135600306085633,False
452,2.26,True,0.020328345990034358,False
453,2.2649999999999997,True,0.020521595009729554,False
454,2.2699999999999996,True,0.02071534688854426,False
455,2.2749999999999995,True,0.02090960357502325,False
456,2.28,True,0.02110436392144016,False
457,2.2849999999999997,True,0.021299627214652284,False
458,2.2899999999999996,True,0.021495393370509486,False
459,2.2949999999999995,True,0.02169166380699855,False
460,2.3,True,0.02188843855277467,False
461,2.3049999999999997,True,0.02208571795298503,False
462,2.3099999999999996,True,0.02228350186442385,False
463,2.3149999999999995,True,0.02248179020134039,False
464,2.32,True,0.022680584061770592,False
465,2.3249999999999997,True,0.02287988362295823,False
466,2.3299999999999996,True,0.023079687879535682,False
467,2.3349999999999995,True,0.023279998182125006,False
468,2.34,True,0.02348081390744844,False
469,2.3449999999999998,True,0.0236821353263742,False
470,2.3499999999999996,True,0.023883962258103852,False
471,2.3549999999999995,True,0.02408629544947294,False
472,2.3599999999999994,True,0.02428913487867268,False
473,2.3649999999999998,True,0.024492480739604583,False
474,2.3699999999999997,True,0.02469633447709685,False
475,2.3749999999999996,True,0.024900695084458413,False
476,2.3799999999999994,True,0.02510556453636925,False
477,2.385,True,0.025310943504396832,False
478,2.3899999999999997,True,0.025516832315720883,False
479,2.3949999999999996,True,0.0257232307226003,False
480,2.3999999999999995,True,0.025930140364935572,False
481,2.405,True,0.02613756257894645,False
482,2.4099999999999997,True,0.02634549762710342,False
483,2.4149999999999996,True,0.026553946243776716,False
484,2.4199999999999995,True,0.02676290862042391,False
485,2.425,True,0.026972386641846202,False
486,2.4299999999999997,True,0.02718238024887737,False
487,2.4349999999999996,True,0.027392890524286173,False
488,2.4399999999999995,True,0.027603919418958678,False
489,2.445,True,0.02781546729450013,False
490,2.4499999999999997,True,0.02802753469711189,False
491,2.4549999999999996,True,0.028240122767898446,False
492,2.4599999999999995,True,0.028453232619409297,False
493,2.4649999999999994,True,0.028666865224947935,False
494,2.4699999999999998,True,0.02888102076180793,False
495,2.4749999999999996,True,0.02909570171008502,False
496,2.4799999999999995,True,0.02931090870732883,False
497,2.4849999999999994,True,0.029526643392328578,False
498,2.4899999999999998,True,0.02974290496538423,False
499,2.4949999999999997,True,0.02995969578098623,False
500,2.4999999999999996,True,0.030177016950629465,False
501,2.5049999999999994,True,0.030394869819843573,False
502,2.51,True,0.030613255415607332,False
503,2.5149999999999997,True,0.030832174472503693,False
504,2.5199999999999996,True,0.03105162750253848,False
505,2.5249999999999995,True,0.03127161620703256,False
506,2.53,True,0.03149214178632154,False
507,2.5349999999999997,True,0.03171320458466442,False
508,2.5399999999999996,True,0.03193480521802666,False
509,2.5449999999999995,True,0.03215694521367635,False
510,2.55,False,0.03237962436118885,False
511,2.5549999999999997,False,0.03260284394662594,False
512,2.5599999999999996,False,0.032826606088742716,False
513,2.5649999999999995,False,0.03305091055034226,False
514,2.5699999999999994,False,0.033275759604185995,False
515,2.5749999999999997,False,0.033501154397303334,False
516,2.5799999999999996,False,0.03372709649678024,False
517,2.5849999999999995,False,0.03395358658397868,False
518,2.5899999999999994,False,0.03418062582049203,False
519,2.5949999999999998,False,0.03440821605303934,False
520,2.5999999999999996,False,0.03463635726572728,False
521,2.6049999999999995,False,0.03486504945195035,False
522,2.6099999999999994,False,0.03509429236441747,False
523,2.6149999999999998,False,0.03532408783607671,False
524,2.6199999999999997,False,0.035554436937546896,False
525,2.6249999999999996,False,0.03578533950012114,False
526,2.6299999999999994,False,0.03601679708236605,False
527,2.635,False,0.036248811902922506,False
528,2.6399999999999997,False,0.036481382223615855,False
529,2.6449999999999996,False,0.0367145122581094,False
530,2.6499999999999995,False,0.036948201108923384,False
531,2.655,False,0.037182451984346165,False
532,2.6599999999999997,False,0.0374172649423371,False
533,2.6649999999999996,False,0.0376526416428436,False
534,2.6699999999999995,False,0.037888582529245096,False
535,2.6749999999999994,False,0.038125088921475925,False
536,2.6799999999999997,False,0.0383621602113553,False
537,2.6849999999999996,False,0.03859979874756164,False
538,2.6899999999999995,False,0.03883800299354778,False
539,2.6949999999999994,False,0.03907677568421586,False
540,2.6999999999999997,False,0.03931611621993086,False
541,2.7049999999999996,False,0.03955602748242326,False
542,2.7099999999999995,False,0.039796509459370744,False
543,2.7149999999999994,False,0.04003756528664448,False
544,2.7199999999999998,False,0.04027919491969528,False
545,2.7249999999999996,False,0.04052140149516564,False
546,2.7299999999999995,False,0.04076418487577671,False
547,2.7349999999999994,False,0.041007546989367816,False
548,2.7399999999999998,False,0.041251488451102325,False
549,2.7449999999999997,False,0.04149601128912267,False
550,2.7499999999999996,False,0.04174111589934443,False
551,2.7549999999999994,False,0.041986803707462494,False
552,2.76,False,0.04223307450807284,False
553,2.7649999999999997,False,0.04247993175131648,False
554,2.7699999999999996,False,0.04272737593778636,False
555,2.7749999999999995,False,0.042975410369329115,False
556,2.7799999999999994,False,0.043224035570077646,False
557,2.7849999999999997,False,0.04347325438411248,False
558,2.7899999999999996,False,0.043723068569176904,False
559,2.7949999999999995,False,0.04397348033715043,False
560,2.7999999999999994,False,0.04422449100334436,False
561,2.8049999999999997,False,0.04447610169788485,False
562,2.8099999999999996,False,0.04472831468443511,False
563,2.8149999999999995,False,0.04498113238120138,False
564,2.8199999999999994,False,0.04523455662508996,False
565,2.8249999999999997,False,0.045488589571490434,False
566,2.8299999999999996,False,0.045743234490146334,False
567,2.8349999999999995,False,0.045998494727864325,False
568,2.8399999999999994,False,0.04625437033848534,False
569,2.8449999999999998,False,0.0465108654640673,False
570,2.8499999999999996,False,0.046767981920932455,False
571,2.8549999999999995,False,0.04702572280712686,False
572,2.8599999999999994,False,0.04728409059381039,False
573,2.8649999999999998,False,0.04754308769301674,False
574,2.8699999999999997,False,0.047802717062774336,False
575,2.8749999999999996,False,0.048062980115102905,False
576,2.8799999999999994,False,0.0483238810806777,False
577,2.8849999999999993,False,0.048585420736961205,False
578,2.8899999999999997,False,0.04884760175946512,False
579,2.8949999999999996,False,0.04911042541203353,False
580,2.8999999999999995,False,0.049373895773727916,False
581,2.9049999999999994,False,0.04963801431654552,False
582,2.9099999999999997,False,0.04990278423306027,False
583,2.9149999999999996,False,0.05016820735645322,False
584,2.9199999999999995,False,0.05043428494932184,False
585,2.9249999999999994,False,0.05070101851933739,False
586,2.9299999999999997,False,0.05096841113629402,False
587,2.9349999999999996,False,0.051236462768721736,False
588,2.9399999999999995,False,0.05150517649208425,False
589,2.9449999999999994,False,0.05177455221878946,False
590,2.9499999999999997,False,0.05204459344696116,False
