shift_samples,shift_us,full_four_landmark_order,quarter_error,as_good_as_real
1,0.004999999999999999,True,0.004754614280308989,True
2,0.009999999999999998,True,0.006565189411655903,False
3,0.014999999999999998,True,0.00832292775590876,False
4,0.019999999999999997,True,0.010027791196034419,False
5,0.024999999999999994,True,0.011679712729115,False
6,0.029999999999999995,True,0.013278757185078427,False
7,0.034999999999999996,True,0.014824967591234972,False
8,0.039999999999999994,True,0.016318507088756817,False
9,0.04499999999999999,True,0.017759520792335892,False
10,0.04999999999999999,True,0.019148266456166962,False
11,0.05499999999999999,True,0.020484985343839135,False
12,0.05999999999999999,True,0.021770027769370648,False
13,0.06499999999999999,True,0.023003728846135718,False
14,0.06999999999999999,True,0.024186529604979468,False
15,0.07499999999999998,True,0.02531885198392836,False
16,0.07999999999999999,True,0.02640122446131049,False
17,0.08499999999999999,True,0.02743415323736531,False
18,0.08999999999999998,True,0.028418251007782724,False
19,0.09499999999999999,True,0.02935411147171657,False
20,0.09999999999999998,True,0.030242425038019105,False
21,0.10499999999999998,True,0.031083869077137394,False
22,0.10999999999999999,True,0.03187920686549228,False
23,0.11499999999999998,True,0.03262918819534,False
24,0.11999999999999998,True,0.03333464538930303,False
25,0.12499999999999999,True,0.033996394129572116,False
26,0.12999999999999998,True,0.03461533158367669,False
27,0.13499999999999998,True,0.0351923359639747,False
28,0.13999999999999999,True,0.0357283630499467,False
29,0.145,True,0.036224349563678204,False
30,0.14999999999999997,True,0.0366813017883828,False
31,0.15499999999999997,True,0.03710020820989296,False
32,0.15999999999999998,True,0.03748211641063859,False
33,0.16499999999999998,True,0.03782805559348412,False
34,0.16999999999999998,True,0.03813910546382887,False
35,0.17499999999999996,True,0.03841632819162727,False
36,0.17999999999999997,True,0.0386608236249254,False
37,0.18499999999999997,True,0.038873678924832566,False
38,0.18999999999999997,True,0.03905600380023383,False
39,0.19499999999999998,True,0.039208895206191474,False
40,0.19999999999999996,True,0.03933346039258834,False
41,0.20499999999999996,True,0.039430793657507235,False
42,0.20999999999999996,True,0.03950198718029008,False
43,0.21499999999999997,True,0.03954812496649651,False
44,0.21999999999999997,True,0.03957027130115531,False
45,0.22499999999999998,True,0.039569488354998295,False
46,0.22999999999999995,True,0.03954680085521722,False
47,0.23499999999999996,True,0.03950323767349018,False
48,0.23999999999999996,True,0.039439776782831004,False
49,0.24499999999999997,True,0.03935740498174978,False
50,0.24999999999999997,True,0.03925704706196803,False
51,0.25499999999999995,True,0.03913964465483244,False
52,0.25999999999999995,True,0.03900606692436692,False
53,0.26499999999999996,True,0.03885720251946412,False
54,0.26999999999999996,True,0.0386938671392707,False
55,0.27499999999999997,True,0.0385168929515457,False
56,0.27999999999999997,True,0.03832704425242611,False
57,0.285,True,0.03812509829099886,False
58,0.29,True,0.03791177153794539,False
59,0.29499999999999993,True,0.03768778999608846,False
60,0.29999999999999993,True,0.037453822834285555,False
61,0.30499999999999994,True,0.037210544779305854,False
62,0.30999999999999994,True,0.03695857757627985,False
63,0.31499999999999995,True,0.03669854689779006,False
64,0.31999999999999995,True,0.03643102456911068,False
65,0.32499999999999996,True,0.036156591918461434,False
66,0.32999999999999996,True,0.035875768652500084,False
67,0.33499999999999996,True,0.03558908504931768,False
68,0.33999999999999997,True,0.035297007273115355,False
69,0.345,True,0.035000008036561114,False
70,0.3499999999999999,True,0.034698499018792295,False
71,0.3549999999999999,True,0.034392895788739386,False
72,0.35999999999999993,True,0.034083553329551375,False
73,0.36499999999999994,True,0.033770835809433075,False
74,0.36999999999999994,True,0.033455039560622124,False
75,0.37499999999999994,True,0.033136484480324024,False
76,0.37999999999999995,True,0.03281540981051201,False
77,0.38499999999999995,True,0.0324920815261624,False
78,0.38999999999999996,True,0.03216668856856991,False
79,0.39499999999999996,True,0.03183943560026947,False
80,0.3999999999999999,True,0.03151046951243852,False
81,0.4049999999999999,True,0.031179946611321896,False
82,0.4099999999999999,True,0.030847977657058046,False
83,0.4149999999999999,True,0.030514685097588812,False
84,0.41999999999999993,True,0.030180147432274373,False
85,0.42499999999999993,True,0.029844458235899263,False
86,0.42999999999999994,True,0.029507669132328385,False
87,0.43499999999999994,True,0.029169846279568756,False
88,0.43999999999999995,True,0.0288310212501261,False
89,0.44499999999999995,True,0.02849123580526236,False
90,0.44999999999999996,True,0.02815050865752239,False
91,0.4549999999999999,True,0.02780886225283985,False
92,0.4599999999999999,True,0.027466306845194244,False
93,0.4649999999999999,True,0.02712285289487182,False
94,0.4699999999999999,True,0.026778506190690776,False
95,0.4749999999999999,True,0.026433273514091415,False
96,0.4799999999999999,True,0.026087155942137952,False
97,0.48499999999999993,True,0.025740155958675515,False
98,0.48999999999999994,True,0.025392272746730393,False
99,0.49499999999999994,True,0.02504350461387972,False
100,0.49999999999999994,True,0.024693849619733643,False
101,0.5049999999999999,True,0.0243433049666667,False
102,0.5099999999999999,True,0.024264175256703213,False
103,0.5149999999999999,True,0.02418482707067543,False
104,0.5199999999999999,True,0.024105259495081133,False
105,0.5249999999999999,True,0.02402547240686126,False
106,0.5299999999999999,True,0.023945465022374823,False
107,0.5349999999999999,True,0.023865237985537968,False
108,0.5399999999999999,True,0.02378478957263791,False
109,0.5449999999999999,True,0.023704120196137546,False
110,0.5499999999999999,True,0.023623228638219862,False
111,0.5549999999999999,True,0.0235421152324094,False
112,0.5599999999999999,True,0.02346077885555542,False
113,0.565,True,0.02337921977823154,False
114,0.57,True,0.02329743621187408,False
115,0.575,True,0.023215428072891897,False
116,0.58,True,0.02313319390209906,False
117,0.585,True,0.023050734939358164,False
118,0.5899999999999999,True,0.022968049268530577,False
119,0.5949999999999999,True,0.022885138151472417,False
120,0.5999999999999999,True,0.02280199989372622,False
121,0.6049999999999999,True,0.022718635693040667,False
122,0.6099999999999999,True,0.02263504416386858,False
123,0.6149999999999999,True,0.022551226078985576,False
124,0.6199999999999999,True,0.02246717981512647,False
125,0.6249999999999999,True,0.02238290619002009,False
126,0.6299999999999999,True,0.02229840249317122,False
127,0.6349999999999999,True,0.022213668889450977,False
128,0.6399999999999999,True,0.02212870350665519,False
129,0.6449999999999999,True,0.022043506387813272,False
130,0.6499999999999999,True,0.02195807568112751,False
131,0.6549999999999999,True,0.02187241150232888,False
132,0.6599999999999999,True,0.02178651222744654,False
133,0.6649999999999999,True,0.02170037828560667,False
134,0.6699999999999999,True,0.021614008326003964,False
135,0.6749999999999999,True,0.02152740207065107,False
136,0.6799999999999999,True,0.021440557542203087,False
137,0.6849999999999999,True,0.021353475338831418,False
138,0.69,True,0.021266154047573038,False
139,0.6949999999999998,True,0.021178592829750764,False
140,0.6999999999999998,True,0.021090790787449132,False
141,0.7049999999999998,True,0.021002747069650773,False
142,0.7099999999999999,True,0.020914460321783623,False
143,0.7149999999999999,True,0.02082592990327381,False
144,0.7199999999999999,True,0.02073715443789781,False
145,0.7249999999999999,True,0.020648133134837487,False
146,0.7299999999999999,True,0.02055886492568848,False
147,0.7349999999999999,True,0.02046934965237268,False
148,0.7399999999999999,True,0.020379586294654917,False
149,0.7449999999999999,True,0.020289574090817664,False
150,0.7499999999999999,True,0.020199312934139513,False
151,0.7549999999999999,True,0.02010880164187684,False
152,0.7599999999999999,True,0.02001803901158844,False
153,0.7649999999999999,True,0.019927024240918356,False
154,0.7699999999999999,True,0.019835756902482737,False
155,0.7749999999999999,True,0.01974423523235469,False
156,0.7799999999999999,True,0.019652458507949888,False
157,0.7849999999999999,True,0.01956042494371768,False
158,0.7899999999999999,True,0.01946813476680842,False
159,0.7949999999999999,True,0.019375585147102248,False
160,0.7999999999999998,True,0.019282776012160774,False
161,0.8049999999999998,True,0.019189705394899004,False
162,0.8099999999999998,True,0.019096373702094327,False
163,0.8149999999999998,True,0.019002779626863697,False
164,0.8199999999999998,True,0.01890892404347072,False
165,0.8249999999999998,True,0.018814805933170198,False
166,0.8299999999999998,True,0.01872042556832254,False
167,0.8349999999999999,True,0.01862578209084398,False
168,0.8399999999999999,True,0.018530876843435462,False
169,0.8449999999999999,True,0.01843570899854241,False
170,0.8499999999999999,True,0.018340279191343956,False
171,0.8549999999999999,True,0.018244586801548057,False
172,0.8599999999999999,True,0.018148633106898737,False
173,0.8649999999999999,True,0.018052417227192863,False
174,0.8699999999999999,True,0.01795594047324811,False
175,0.8749999999999999,True,0.017859202386801165,False
176,0.8799999999999999,True,0.017762204620962285,False
177,0.8849999999999999,True,0.017664946516763536,False
178,0.8899999999999999,True,0.01756742944851103,False
179,0.8949999999999999,True,0.0174696532538392,False
180,0.8999999999999999,True,0.01737161818709787,False
181,0.9049999999999999,True,0.017273324275927426,False
182,0.9099999999999998,True,0.0171747730945242,False
183,0.9149999999999998,True,0.017075964506139463,False
184,0.9199999999999998,True,0.01697690006948499,False
185,0.9249999999999998,True,0.016877579592413428,False
186,0.9299999999999998,True,0.0167780042353759,False
187,0.9349999999999998,True,0.016678174458089834,False
188,0.9399999999999998,True,0.016578092182508608,False
189,0.9449999999999998,True,0.01647775628758308,False
190,0.9499999999999998,True,0.016377168390576458,False
191,0.9549999999999998,True,0.01627632839491222,False
192,0.9599999999999999,True,0.01617523698527573,False
193,0.9649999999999999,True,0.01607389469831544,False
194,0.9699999999999999,True,0.015972303509669716,False
195,0.9749999999999999,True,0.01587046274505799,False
196,0.9799999999999999,True,0.015768374489511017,False
197,0.9849999999999999,True,0.015666038678448513,False
198,0.9899999999999999,True,0.015563456682076593,False
199,0.9949999999999999,True,0.01546062804295012,False
200,0.9999999999999999,True,0.015357554092183867,False
201,1.005,True,0.015254235376183534,False
202,1.0099999999999998,True,0.015150671774687763,False
203,1.015,True,0.015046864900035928,False
204,1.0199999999999998,True,0.014942814609813782,False
205,1.025,True,0.014838522415399624,False
206,1.0299999999999998,True,0.014733988543651821,False
207,1.035,True,0.014629215074188961,False
208,1.0399999999999998,True,0.014524202330642555,False
209,1.045,True,0.014418952641881533,False
210,1.0499999999999998,True,0.01431346680747525,False
211,1.055,True,0.014207747246086755,False
212,1.0599999999999998,True,0.014101793312085387,False
213,1.065,True,0.013995608150003891,False
214,1.0699999999999998,True,0.013889191707813997,False
215,1.0749999999999997,True,0.013782546679316332,False
216,1.0799999999999998,True,0.01367567290482985,False
