replicate,shifted_lock_brier,improvement_over_parent_child
0,0.09891493933884773,-0.010027303280257874
1,0.10024090940566426,-0.011353273347074394
2,0.10190973269201922,-0.013022096633429361
3,0.10295491713421687,-0.014067281075627006
4,0.09809396264433684,-0.00920632658574698
5,0.10273292007197861,-0.013845284013388748
6,0.10105271753015535,-0.01216508147156549
7,0.100090748656819,-0.011203112598229134
8,0.10142577288432914,-0.012538136825739274
9,0.09978288380235843,-0.010895247743768571
10,0.10092401589651931,-0.012036379837929448
11,0.10302796717563072,-0.014140331117040855
12,0.10352666751585883,-0.01463903145726897
13,0.10083761118533564,-0.011949975126745782
14,0.10069572987038779,-0.011808093811797926
15,0.10032616599414178,-0.011438529935551917
16,0.09833121831253874,-0.009443582253948882
17,0.10050393465696318,-0.01161629859837332
18,0.09964704336311764,-0.010759407304527777
19,0.10202625820408302,-0.013138622145493162
20,0.10087513278362281,-0.01198749672503295
21,0.10424658425808132,-0.015358948199491462
22,0.10220620743476994,-0.013318571376180074
23,0.10339346494961682,-0.014505828891026959
24,0.09823232701150336,-0.0093446909529135
25,0.10393808241320729,-0.015050446354617428
26,0.09866807237817109,-0.009780436319581226
27,0.10207359927149337,-0.01318596321290351
28,0.10144995150523435,-0.01256231544664449
29,0.09844194398012306,-0.009554307921533195
30,0.10352666716282932,-0.014639031104239461
31,0.10016279961184507,-0.01127516355325521
32,0.10189141421013895,-0.013003778151549086
33,0.09782111042055862,-0.008933474361968757
34,0.10079174813621716,-0.011904112077627302
35,0.10205432381550851,-0.013166687756918649
36,0.10184349664946893,-0.012955860590879067
37,0.09932464102623662,-0.010437004967646754
38,0.10028755875204456,-0.011399922693454703
39,0.10466017282701111,-0.015772536768421247
40,0.09780353817506664,-0.008915902116476776
41,0.09940551923937317,-0.01051788318078331
42,0.10271592233026396,-0.013828286271674095
43,0.10011183285012502,-0.011224196791535163
44,0.10093128337091974,-0.012043647312329875
45,0.09739760998997171,-0.00850997393138185
46,0.1003708375640279,-0.011483201505438037
47,0.10026454640325567,-0.011376910344665814
48,0.09918419678788663,-0.010296560729296772
49,0.09984274693986153,-0.01095511088127167
50,0.10305006992728241,-0.01416243386869255
51,0.0979121611124639,-0.009024525053874036
52,0.10038462910405382,-0.011496993045463963
53,0.10372779800321993,-0.014840161944630073
54,0.09989339497847827,-0.011005758919888406
55,0.10053853385544688,-0.011650897796857018
56,0.10346599575426109,-0.014578359695671228
57,0.10087121049293693,-0.011983574434347069
58,0.10209366047299089,-0.013206024414401024
59,0.1028481971488207,-0.013960561090230833
60,0.09913791764379681,-0.010250281585206952
61,0.09956257929068071,-0.010674943232090853
62,0.1025469023556921,-0.013659266297102235
63,0.10060147712960053,-0.011713841071010672
64,0.1002097145318158,-0.011322078473225944
65,0.1014004545294988,-0.012512818470908946
66,0.09994410867363264,-0.011056472615042778
67,0.10127087769274866,-0.012383241634158798
68,0.10033709113689541,-0.011449455078305554
69,0.10052045262507023,-0.011632816566480367
70,0.0991475335963929,-0.010259897537803042
71,0.10084662931793886,-0.011958993259349002
72,0.09820829804878756,-0.009320661990197696
73,0.09906365186051239,-0.010176015801922525
74,0.1025604753450952,-0.01367283928650534
75,0.09946787330076409,-0.010580237242174231
76,0.10135134093611894,-0.012463704877529083
77,0.09998345088494039,-0.011095814826350525
78,0.09956233249787003,-0.010674696439280165
79,0.10161714536710906,-0.012729509308519196
80,0.09902004382432864,-0.010132407765738774
81,0.10100450766062204,-0.012116871602032175
82,0.10007290660542079,-0.011185270546830925
83,0.10403735742617837,-0.015149721367588506
84,0.10145705826546361,-0.012569422206873751
85,0.10064490947206935,-0.011757273413479485
86,0.10079588055831673,-0.01190824449972687
87,0.1000318155301644,-0.011144179471574533
88,0.10020532854798267,-0.011317692489392808
89,0.10259160398222311,-0.01370396792363325
90,0.1004789578030212,-0.011591321744431338
91,0.09876028585645089,-0.009872649797861024
92,0.09944229302825187,-0.010554656969662013
93,0.10076132331656494,-0.01187368725797508
94,0.10136158811070958,-0.012473952052119722
95,0.10248343852878293,-0.013595802470193069
96,0.09916768281351897,-0.010280046754929106
97,0.10041529716719785,-0.011527661108607992
98,0.10390036990100916,-0.015012733842419301
99,0.1035022333592894,-0.014614597300699542
100,0.10183950711685513,-0.012951871058265271
101,0.10096424282898367,-0.012076606770393808
102,0.10258687456223466,-0.013699238503644795
103,0.10235000165081658,-0.013462365592226716
104,0.10101040824390593,-0.012122772185316072
105,0.10104995030560011,-0.012162314247010253
106,0.0998639822353438,-0.010976346176753943
107,0.09779099259498819,-0.00890335653639833
108,0.10098252426466564,-0.01209488820607578
109,0.10145452538761379,-0.01256688932902393
110,0.09717398551053207,-0.008286349451942204
111,0.10019906729716876,-0.011311431238578903
112,0.1016689042752618,-0.012781268216671943
113,0.10305961267186156,-0.0141719766132717
114,0.10215018682027126,-0.013262550761681396
115,0.10348206951593697,-0.014594433457347109
116,0.1007487931041613,-0.011861157045571433
117,0.10247062267324587,-0.013582986614656012
118,0.10138297967090708,-0.012495343612317217
119,0.10425549850758155,-0.015367862448991687
120,0.10085483762352991,-0.01196720156494005
121,0.0997343954482263,-0.010846759389636446
122,0.10199744710835948,-0.013109811049769618
123,0.10281833229580954,-0.01393069623721968
124,0.1014562990077976,-0.012568662949207735
125,0.10174903409624597,-0.01286139803765611
126,0.1002684069347311,-0.011380770876141241
127,0.09926690162552598,-0.010379265566936122
128,0.10144379148621242,-0.012556155427622562
129,0.10401467296829621,-0.015127036909706348
130,0.10162269049487715,-0.012735054436287294
131,0.10166551503449643,-0.01277787897590657
132,0.10147367846053854,-0.012586042401948674
133,0.10086416089189112,-0.011976524833301264
134,0.10222568796703216,-0.013338051908442297
135,0.10058737465938418,-0.011699738600794318
136,0.1026196768832852,-0.01373204082469534
137,0.09962568538054879,-0.010738049321958931
138,0.10168861565595978,-0.012800979597369921
139,0.10223460689169235,-0.01334697083310249
140,0.0994810299817206,-0.010593393923130745
141,0.10125981052306668,-0.012372174464476818
142,0.10012929247266081,-0.011241656414070947
143,0.09706352280474094,-0.008175886746151079
144,0.09963003385714501,-0.010742397798555153
145,0.10401643950036855,-0.015128803441778693
146,0.10068782848649642,-0.011800192427906558
147,0.10279668294486832,-0.013909046886278462
148,0.10104718041376268,-0.012159544355172816
149,0.09849978338416791,-0.009612147325578052
150,0.09874006303592982,-0.009852426977339956
151,0.10320782839182165,-0.014320192333231785
152,0.1026028624899693,-0.013715226431379443
153,0.10220486879161214,-0.01331723273302228
154,0.1010232751276234,-0.012135639069033533
