replicate,shifted_lock_brier,improvement_over_parent_child
155,0.09932517554265458,-0.010437539484064715
156,0.10299850277189504,-0.014110866713305178
157,0.10063838265579943,-0.011750746597209566
158,0.10198180728638219,-0.013094171227792328
159,0.0991861006109538,-0.01029846455236394
160,0.10033557289611594,-0.011447936837526082
161,0.10226693899996485,-0.013379302941374988
162,0.10218378439091023,-0.013296148332320373
163,0.1003751466490358,-0.011487510590445935
164,0.09979105043026823,-0.010903414371678369
165,0.10028744646697313,-0.011399810408383268
166,0.10286827262151992,-0.013980636562930054
167,0.10051268758946,-0.011625051530870137
168,0.10181159467313518,-0.012923958614545317
169,0.10050055856815414,-0.011612922509564277
170,0.10057749011079939,-0.011689854052209528
171,0.10225918544590903,-0.013371549387319173
172,0.10046899746221159,-0.011581361403621732
173,0.10316981800252033,-0.014282181943930466
174,0.09834959267238542,-0.009461956613795564
175,0.10060490513507486,-0.011717269076485001
176,0.10382825590287253,-0.014940619844282674
177,0.10210792072911332,-0.013220284670523455
178,0.10158320267872828,-0.012695566620138418
179,0.09797942932478289,-0.009091793266193027
180,0.1011170736095135,-0.012229437550923636
181,0.09954320944915047,-0.010655573390560613
182,0.10099061594649747,-0.012102979887907608
183,0.10208243863187673,-0.013194802573286868
184,0.1026380792366531,-0.013750443178063232
185,0.10273842000389317,-0.013850783945303313
186,0.10132168988339223,-0.012434053824802366
187,0.10131486489409051,-0.012427228835500653
188,0.10018378640777144,-0.011296150349181577
189,0.10021831148188921,-0.011330675423299352
190,0.10082844013879766,-0.011940804080207798
191,0.10044611110767433,-0.011558475049084471
192,0.10193210308744842,-0.013044467028858558
193,0.10248236184945984,-0.013594725790869983
194,0.099157060774888,-0.010269424716298145
195,0.0994910477668724,-0.010603411708282537
196,0.10029998385617679,-0.01141234779758693
197,0.10325648932658148,-0.014368853267991616
198,0.10179745656070502,-0.012909820502115157
199,0.10005053548202103,-0.011162899423431169
200,0.10272546803929915,-0.013837831980709286
201,0.0997918389313672,-0.010904202872777338
202,0.10263467783020698,-0.013747041771617119
203,0.09982438880792789,-0.01093675274933803
204,0.1012934575632037,-0.012405821504613834
205,0.09809860898265702,-0.009210972924067154
206,0.09876923209710567,-0.009881596038515808
207,0.10044911439729169,-0.01156147833870183
208,0.10292414173733866,-0.014036505678748798
209,0.0991901515623734,-0.01030251550378354
210,0.09901218992912102,-0.010124553870531156
211,0.10046090748891175,-0.011573271430321885
212,0.10080428422313101,-0.011916648164541147
213,0.10143393438559974,-0.012546298327009875
214,0.10219825621154813,-0.013310620152958266
215,0.10083374188783234,-0.011946105829242479
216,0.10308660861471503,-0.014198972556125164
217,0.09980589377766334,-0.010918257719073482
218,0.1030152136627425,-0.014127577604152633
219,0.10351103590173825,-0.014623399843148394
220,0.09807404723268376,-0.009186411174093898
221,0.10250135307819427,-0.013613717019604413
222,0.09906162417270452,-0.010173988114114657
223,0.10139547502175125,-0.012507838963161391
224,0.09986877827615664,-0.010981142217566783
225,0.10071811864437957,-0.011830482585789712
226,0.09897236931270677,-0.010084733254116907
227,0.1037533645970188,-0.014865728538428935
228,0.10216167533860954,-0.013274039280019675
229,0.10012418473363473,-0.011236548675044866
230,0.10076027575863603,-0.011872639700046164
231,0.10000695114709518,-0.011119315088505319
232,0.10139166976348205,-0.012504033704892184
233,0.1035926544261531,-0.014705018367563244
234,0.10176009613283789,-0.012872460074248027
235,0.10282000056606042,-0.013932364507470554
236,0.10312540281857517,-0.01423776675998531
237,0.10222327052140094,-0.01333563446281108
238,0.10323449789029832,-0.014346861831708455
239,0.09956992985951432,-0.010682293800924461
240,0.10301482248807463,-0.014127186429484767
241,0.10032015030110732,-0.011432514242517455
242,0.10180435232408197,-0.01291671626549211
243,0.09897884853861426,-0.010091212480024397
244,0.10196469580651758,-0.013077059747927722
245,0.1019780288505531,-0.013090392791963237
246,0.10222052801697029,-0.01333289195838043
247,0.09988459125058707,-0.010996955191997212
248,0.10183286897101645,-0.012945232912426594
249,0.10405798371449877,-0.015170347655908911
250,0.10402679752060236,-0.015139161462012496
251,0.10177305917579223,-0.012885423117202366
252,0.10090574323112331,-0.012018107172533446
253,0.0968790264110661,-0.007991390352476244
254,0.10051458063117844,-0.011626944572588574
255,0.10258877088501692,-0.013701134826427055
256,0.09979962272403677,-0.010911986665446904
257,0.1031400210832622,-0.01425238502467234
258,0.10217457753047578,-0.013286941471885916
259,0.09814176964913522,-0.00925413359054536
260,0.09768142636675618,-0.008793790308166322
261,0.09927495014731061,-0.010387314088720748
262,0.10316024391556096,-0.014272607856971098
263,0.10156252821154585,-0.012674892152955988
264,0.10089471551286236,-0.012007079454272498
265,0.09933874681921112,-0.01045111076062126
266,0.10038231840527603,-0.011494682346686172
267,0.10139153838371927,-0.012503902325129407
268,0.09893868047715754,-0.010051044418567676
269,0.10144641328444881,-0.01255877722585895
270,0.1053276649815615,-0.01644002892297164
271,0.10201255948055785,-0.013124923421967985
272,0.10252475556308766,-0.013637119504497794
273,0.10460734250161637,-0.015719706443026504
274,0.10226617186228833,-0.013378535803698466
275,0.10386725826619987,-0.01497962220761001
276,0.09893733427773767,-0.010049698219147807
277,0.09979016287859728,-0.010902526820007419
278,0.09814926361179796,-0.009261627553208099
279,0.10084913669598883,-0.011961500637398967
280,0.09830567274053718,-0.009418036681947323
281,0.10095453790762478,-0.012066901849034917
282,0.10102329634530612,-0.012135660286716254
283,0.10242620368732362,-0.01353856762873376
284,0.1037734736198177,-0.014885837561227841
285,0.09846422005924865,-0.009576584000658792
286,0.10304088947105193,-0.014153253412462069
287,0.09875290974969075,-0.009865273691100893
288,0.10007749363284876,-0.011189857574258902
289,0.09995596538970632,-0.011068329331116455
290,0.10376735306012957,-0.014879717001539713
291,0.10223823054966334,-0.01335059449107348
292,0.10481911652841162,-0.015931480469821763
293,0.10018955895155493,-0.011301922892965069
294,0.10081729000644259,-0.011929653947852725
295,0.10364870432307031,-0.014761068264480454
296,0.10039001965942261,-0.01150238360083275
297,0.09937962356888541,-0.01049198751029555
298,0.09841975777018436,-0.009532121711594496
299,0.10026287113910713,-0.01137523508051727
300,0.09841677407749819,-0.009529138018908326
301,0.10025275775889142,-0.011365121700301559
302,0.10167705100312373,-0.012789414944533867
303,0.09917295908918401,-0.010285323030594151
304,0.10180458074724362,-0.012916944688653759
305,0.09896408181352866,-0.010076445754938795
306,0.09889742287698018,-0.01000978681839032
307,0.10173168206072149,-0.012844046002131626
308,0.10080855377417124,-0.011920917715581375
309,0.10315282542263576,-0.014265189364045902
310,0.09908685054466237,-0.010199214486072514
311,0.1006254641357662,-0.01173782807717634
312,0.10148268324003662,-0.012595047181446758
313,0.10069444793270746,-0.011806811874117598
314,0.10087417018605281,-0.01198653412746295
315,0.09959222498401282,-0.010704588925422961
316,0.10098269005735504,-0.012095053998765176
317,0.10065074284594863,-0.01176310678735877
318,0.09910482057148838,-0.01021718451289852
319,0.1021117133183674,-0.013224077259777534
320,0.10107160610675997,-0.012183970048170109
321,0.1025784263087386,-0.013690790250148743
322,0.10182582072977515,-0.012938184671185293
323,0.10149921415929887,-0.012611578100709009
324,0.10064933367427967,-0.011761697615689806
325,0.09967765534779381,-0.01079001928920395
326,0.10005535587266551,-0.011167719814075647
327,0.101787734267083,-0.012900098208493138
328,0.10002680960691193,-0.01113917354832207
329,0.09972477474061028,-0.010837138682020422
330,0.10235728552582167,-0.013469649467231809
331,0.10136529880751569,-0.012477662748925825
332,0.10011133808400673,-0.011223702025416865
333,0.10543962391792178,-0.016551987859331915
334,0.09962396810645043,-0.010736332047860564
335,0.10372979160717052,-0.014842155548580663
336,0.09888474640781024,-0.009997110349220378
337,0.10345480217218907,-0.014567166113599206
338,0.10125717326506183,-0.012369537206471964
339,0.10349541309665825,-0.014607777038068384
340,0.09841125525947457,-0.009523619200884709
341,0.10284320449029007,-0.013955568431700205
342,0.10105229792579014,-0.012164661867200277
343,0.09913440364962764,-0.010246767591037778
344,0.09808894183479695,-0.009201305776207092
345,0.10233490050474085,-0.013447264446150992
346,0.10164063272061875,-0.012752996662028893
347,0.1018859430849826,-0.012998307026392736
348,0.10486511417239754,-0.015977478113807675
349,0.1032534870970581,-0.014365851038468241
350,0.10106282657313717,-0.01217519051454731
351,0.10110144591340385,-0.01221380985481399
352,0.09881746668045034,-0.00992983062186048
353,0.1017898469128905,-0.012902210854300641
354,0.09862659927210433,-0.009738963213514473
355,0.10199220163555418,-0.013104565576964322
356,0.10178089598323732,-0.01289325992464746
357,0.09929467357090066,-0.010407037512310799
358,0.10193330255319939,-0.013045666494609531
359,0.10259386433391754,-0.013706228275327678
360,0.10173883492071636,-0.012851198862126503
361,0.09894538341835965,-0.01005774735976979
362,0.09920432241293602,-0.010316686354346155
363,0.10209155627978488,-0.013203920221195015
364,0.10294720731819522,-0.014059571259605358
365,0.10365752906349288,-0.014769893004903015
366,0.10078634032603104,-0.011898704267441176
367,0.09676919269827397,-0.00788155663968411
368,0.1013681088142733,-0.012480472755683439
369,0.10175712570196481,-0.012869489643374948
370,0.0990756640016942,-0.010188027943104333
371,0.106149992364269,-0.01726235630567914
372,0.09919664115649891,-0.010309005097909052
373,0.10040782818867057,-0.011520192130080709
374,0.10280778314179213,-0.013920147083202272
375,0.10141616126513804,-0.01252852520654818
376,0.10175180927711117,-0.012864173218521305
377,0.10052008674204777,-0.011632450683457904
378,0.1008546288015072,-0.011966992742917335
379,0.1016516904923753,-0.012764054433785435
380,0.10437434801224531,-0.015486711953655447
381,0.10120061408301446,-0.012312978024424603
382,0.10038636374904737,-0.01149872769045751
383,0.10073474332187231,-0.011847107263282447
384,0.09992663152579634,-0.011038995467206478
385,0.10231282882184031,-0.013425192763250451
386,0.09943165628211831,-0.010544020223528447
387,0.10220771847987668,-0.013320082421286822
388,0.09990413787876838,-0.01101650182017852
389,0.10089802385915962,-0.01201038780056976
390,0.10503433494864897,-0.01614669889005911
391,0.09904603888485461,-0.010158402826264748
392,0.09985036667866415,-0.010962730620074287
393,0.10096778631229074,-0.012080150253700878
394,0.10034653914631765,-0.01145890308772779
395,0.10063235400215054,-0.011744717943560676
396,0.10170654700424324,-0.012818910945653378
397,0.1034138643567621,-0.014526228298172239
398,0.10135355256607356,-0.012465916507483701
399,0.10246063521064645,-0.013572999152056592
400,0.09889641430965525,-0.010008778251065387
401,0.10270543864777772,-0.013817802589187855
402,0.10347601686656883,-0.014588380807978973
403,0.10082070938015228,-0.011933073321562418
404,0.09848087778134147,-0.009593241722751611
405,0.1010122549449587,-0.012124618886368843
406,0.10102049656331402,-0.01213286050472416
407,0.10144012969769482,-0.012552493639104961
408,0.10064825424612958,-0.01176061818753972
409,0.10322389243358245,-0.014336256374992584
410,0.10057421721677896,-0.011686581158189102
411,0.10148691545734441,-0.012599279398754548
412,0.10055900862816379,-0.011671372569573929
413,0.09897006256598019,-0.01008242650739033
414,0.09686971142276524,-0.007982075364175376
415,0.102010560797593,-0.013122924739003144
416,0.10193572581982428,-0.013048089761234422
417,0.09998112098680494,-0.011093484928215075
418,0.10241562783829397,-0.01352799177970411
419,0.10149461327841613,-0.012606977219826274
420,0.10339532242666157,-0.014507686368071704
421,0.10000643558322474,-0.011118799524634876
422,0.10129476408516849,-0.012407128026578632
423,0.0998566709465159,-0.01096903488792604
424,0.10116406239218483,-0.012276426333594964
425,0.10533798868731732,-0.01645035262872746
426,0.10282082214849018,-0.013933186089900323
427,0.10223452432620715,-0.01334688826761729
428,0.10081923424817592,-0.011931598189586057
429,0.10127499426015377,-0.012387358201563906
430,0.10242808762779435,-0.013540451569204484
431,0.100876361356051,-0.011988725297461145
432,0.09873160960917952,-0.009843973550589663
433,0.10400507558417639,-0.015117439525586529
434,0.10184552324026716,-0.0129578871816773
435,0.10386723875034576,-0.014979602691755897
436,0.09897307653701194,-0.01008544047842208
437,0.10220975573808491,-0.01332211967949505
438,0.10154554730579096,-0.0126579112472011
439,0.10224245020614812,-0.013354814147558264
440,0.10084915075259952,-0.011961514694009662
441,0.10086748458364116,-0.011979848525051295
442,0.10068065101535138,-0.011793014956761522
443,0.10020424252409602,-0.011316606465506154
444,0.0999276043518941,-0.01103996829330424
445,0.10167507865585683,-0.012787442597266968
446,0.10175513118682329,-0.01286749512823343
447,0.10208527723320135,-0.013197641174611488
448,0.10214579891250379,-0.01325816285391393
449,0.10051099552924055,-0.011623359470650685
450,0.10165647494533106,-0.012768838886741199
451,0.10130620704579829,-0.01241857098720843
452,0.10031425887343923,-0.011426622814849366
453,0.10221911296742502,-0.013331476908835155
454,0.1010425244730205,-0.012154888414430645
455,0.10274298734603647,-0.01385535128744661
456,0.10193159402017106,-0.013043957961581198
457,0.10310585340335145,-0.014218217344761586
458,0.09922233155606901,-0.010334695497479146
459,0.09888307476502624,-0.009995438706436377
460,0.10055438770811684,-0.011666751649526977
461,0.10269009123345471,-0.01380245517486485
462,0.09984421347957273,-0.010956577420982869
463,0.10078902643763647,-0.011901390379046611
464,0.10131006332515398,-0.012422427266564118
465,0.10238952556706368,-0.013501889508473822
466,0.10186041813486651,-0.012972782076276654
467,0.10208841064713044,-0.013200774588540576
468,0.09967743251219173,-0.010789796453601869
469,0.1010861977069485,-0.012198561648358641
470,0.10145221445366458,-0.012564578395074716
471,0.09993693466865985,-0.011049298610069994
472,0.10309434566749966,-0.014206709608909796
473,0.10462225990635943,-0.015734623847769566
474,0.10020715270093761,-0.011319516642347746
475,0.10161948613008065,-0.012731850071490788
476,0.10025986525205241,-0.011372229193462549
477,0.10252780812145351,-0.01364017206286365
478,0.10147128871987462,-0.012583652661284764
479,0.10374730732237539,-0.014859671263785526
480,0.09766338548103651,-0.008775749422446646
481,0.09966299057151679,-0.010775354512926924
482,0.10067555364091099,-0.01178791758232113
483,0.0990726514049348,-0.010185015346344944
484,0.10243512494821998,-0.013547488889630116
485,0.10428951363484112,-0.015401877576251263
486,0.10064795217749832,-0.01176031611890846
487,0.10088749998527748,-0.011999863926687615
488,0.09942156709589138,-0.01053393103730152
489,0.10157871995590782,-0.012691083897317962
490,0.10183641648688414,-0.012948780428294282
491,0.0981897863182738,-0.009302150259683936
492,0.10052396599986498,-0.011636329941275114
493,0.10307402195566313,-0.014186385897073273
494,0.10065131324950558,-0.011763677190915714
495,0.09798282568513403,-0.009095189626544167
496,0.10293154351378311,-0.014043907455193252
497,0.10051141287710322,-0.011623776818513357
498,0.1024870733404554,-0.013599437281865537
499,0.09784555416956371,-0.00895791811097385
500,0.10264731947177624,-0.013759683413186383
501,0.1010081904828465,-0.012120554424256635
502,0.10138698952659764,-0.012499353468007776
503,0.10322149183960232,-0.014333855781012456
504,0.10308593604895942,-0.014198299990369562
505,0.10168644754186977,-0.01279881148327991
506,0.10066677357825964,-0.011779137519669775
507,0.10388775697985833,-0.01500012092126847
508,0.10251220053055173,-0.013624564471961864
509,0.10165679689756817,-0.012769160838978305
510,0.10224091503111467,-0.013353278972524807
511,0.09994861234756804,-0.011060976288978175
512,0.10156655867197757,-0.012678922613387711
513,0.10317401635129882,-0.014286380292708956
514,0.10444562393980632,-0.015557987881216456
515,0.10207310734494984,-0.013185471286359982
516,0.09877604641924828,-0.00988841036065842
517,0.09788679700492786,-0.008999160946338
518,0.10334757555072797,-0.014459939492138113
519,0.10330673566552213,-0.014419099606932273
520,0.10207675015005714,-0.01318911409146728
521,0.10201655018204207,-0.013128914123452212
522,0.09970905750791303,-0.010821421449323174
523,0.09941438958816085,-0.010526753529570984
524,0.10144923505680116,-0.012561598998211299
525,0.10174983669233086,-0.012862200633740994
526,0.1015054282686323,-0.012617792210042444
527,0.10234512968103285,-0.013457493622442987
528,0.1032517216889458,-0.014364085630355933
529,0.10177846925318217,-0.012890833194592305
530,0.09906889515101404,-0.010181259092424177
531,0.09989467459000237,-0.011007038531412508
532,0.10156366179954233,-0.012676025740952473
533,0.09991087944583504,-0.011023243387245182
534,0.10135725763506066,-0.012469621576470802
535,0.10012870680492095,-0.011241070746331086
536,0.10133007878387446,-0.012442442725284594
537,0.09811710376381742,-0.009229467705227562
538,0.10017105951870278,-0.01128342346011292
539,0.1001915023791537,-0.011303866320563835
540,0.10057998062044383,-0.011692344561853973
541,0.10106140426258464,-0.012173768203994781
542,0.10069312997759065,-0.011805493919000792
543,0.10348279575160717,-0.014595159693017307
544,0.10215302071925363,-0.013265384660663765
545,0.10145188721901165,-0.012564251160421785
546,0.10083268245813495,-0.011945046399545092
547,0.10169506261968597,-0.01280742656109611
548,0.09978458079799869,-0.010896944739408831
549,0.10391302453336036,-0.015025388474770501
550,0.09865889709675356,-0.009771261038163698
551,0.09712342927625824,-0.008235793217668375
552,0.10110151688197869,-0.012213880823388826
553,0.10095207337097553,-0.01206443731238567
554,0.10188520072185839,-0.012997564663268527
555,0.09889746897484729,-0.010009832916257427
556,0.09957941832400521,-0.010691782265415353
557,0.10239920214529796,-0.013511566086708102
558,0.09985693011716784,-0.01096929405857798
559,0.09997137572034481,-0.011083739661754952
560,0.09997013063063305,-0.011082494572043189
561,0.10097045078872874,-0.012082814730138877
562,0.10221409289740374,-0.01332645683881388
563,0.10260201597344347,-0.013714379914853608
564,0.09856265966234332,-0.009675023603753455
565,0.09873210918189587,-0.00984447312330601
566,0.10047978278540687,-0.011592146726817007
567,0.0994384536117664,-0.010550817553176536
568,0.10306696721200487,-0.014179331153415006
569,0.10320284312078724,-0.014315207062197383
570,0.10043539192073771,-0.011547755862147846
571,0.1010418421300249,-0.01215420607143504
572,0.10146914938342876,-0.012581513324838894
573,0.10199916730131288,-0.013111531242723018
574,0.09803388371703964,-0.009146247658449777
575,0.1007179649569123,-0.011830328898322445
576,0.10342852644345404,-0.014540890384864183
577,0.10493198477932944,-0.01604434872073958
578,0.10424073654634886,-0.015353100487758994
579,0.1032030027893418,-0.014315366730751941
580,0.09894041266080991,-0.010052776602220051
581,0.10047145178523709,-0.011583815726647226
582,0.10179230947796322,-0.012904673419373361
583,0.10210036919693893,-0.013212733138349073
584,0.10116137822991826,-0.0122737421713284
585,0.09826886193536322,-0.009381225876773355
586,0.1007563135627325,-0.011868677504142638
587,0.10098673735322006,-0.012099101294630196
588,0.10011254409784368,-0.011224908039253814
589,0.10022029050914437,-0.011332654450554508
590,0.09935487990546493,-0.010467243846875071
591,0.10091466652448756,-0.012027030465897703
592,0.09999119053080899,-0.011103554472219127
593,0.09847949683165477,-0.009591860773064911
594,0.10314924654823178,-0.014261610489641918
595,0.10229478216428904,-0.01340714610569918
596,0.10257212207964915,-0.013684486021059289
597,0.09891009568474747,-0.01002245962615761
598,0.1011497046654128,-0.01226206860682294
599,0.10061187657539374,-0.011724240516803874
600,0.10424324322375503,-0.015355607165165167
601,0.10156886126349422,-0.012681225204904362
602,0.10375975345181235,-0.014872117393222486
603,0.10373380626927346,-0.014846170210683601
604,0.1011333073246573,-0.012245671266067445
605,0.09909186823282291,-0.010204232174233052
606,0.10149198067318264,-0.012604344614592783
607,0.09925919099008541,-0.010371554931495552
608,0.10100133907104081,-0.012113703012450946
609,0.10542910661810254,-0.016541470559512675
610,0.10569247170099157,-0.016804835642401705
611,0.0994861432197105,-0.010598507161120638
612,0.0959448381449333,-0.007057202086343445
613,0.09699885640319443,-0.00811122034460457
614,0.10204545767264366,-0.013157821614053794
615,0.10068374148525062,-0.011796105426660763
616,0.10167121305095234,-0.012783576992362475
617,0.10070924828473769,-0.011821612226147832
618,0.1022426200735564,-0.013354984014966542
619,0.09896580266158345,-0.010078166602993585
620,0.10175252415970885,-0.012864888101118993
621,0.0984659368302419,-0.009578300771652046
622,0.10149762101758467,-0.012609984958994805
623,0.10073197963245224,-0.011844343573862381
624,0.10106743369608301,-0.012179797637493148
625,0.10035789192081063,-0.011470255862220766
626,0.1016190527274946,-0.012731416668904733
627,0.10342383984321944,-0.014536203784629581
628,0.09963833063724359,-0.010750694578653727
629,0.10094654293233442,-0.012058906873744557
630,0.1011971093683788,-0.012309473309788932
631,0.09809988256474649,-0.009212246506156624
632,0.0990791536945797,-0.010191517635989841
633,0.1051046446121343,-0.016217008553544437
634,0.10187471729125328,-0.012987081232663414
635,0.09924637650232133,-0.010358740443731473
636,0.10115334272902518,-0.01226570667043532
637,0.10503787577600433,-0.016150239717414472
638,0.10259993582921864,-0.01371229977062878
639,0.10146046637199357,-0.012572830313403713
640,0.10222742260435837,-0.013339786545768506
641,0.1021976310569179,-0.013309994998328037
642,0.1036738451309232,-0.014786209072333342
643,0.10154959117791731,-0.012661955119327453
644,0.10152181137793798,-0.012634175319348115
645,0.10060458489185348,-0.011716948833263616
646,0.10231046765563932,-0.013422831597049462
647,0.10255379068089444,-0.013666154622304583
648,0.1003588966463081,-0.011471260587718232
649,0.10168101151414716,-0.012793375455557296
650,0.10435505716220322,-0.015467421103613363
651,0.10126487844574446,-0.012377242387154597
652,0.09960081064747768,-0.01071317458888782
653,0.10397303116727949,-0.015085395108689628
654,0.10170125749914033,-0.012813621440550468
655,0.10073810055157116,-0.0118504644929813
656,0.10468583232791544,-0.015798196269325576
657,0.10060502478300508,-0.011717388724415218
658,0.09981516681599764,-0.01092753075740778
659,0.100213025047085,-0.011325388988495139
660,0.10212426507325606,-0.013236629014666199
661,0.10094411633103,-0.012056480272440134
662,0.0998945264618342,-0.011006890403244332
663,0.10224526481862899,-0.013357628760039125
