0.34585274783137876,0.3173349730522978,0.2755167184982861,0.22877653755031988,0.1418274392510416,0.1029073307487583,0.08872770753330854,0.02921838206309354,0.012183110528103891,0.03287472278514553,0.02555428728051783
0.34605865458532187,0.31605852814227176,0.2822692947319695,0.227045173980222,0.1517803686339031,0.10637703153330624,0.05630191359285661,0.03469954998252225,0.03247256086750316,0.03483317118224295,0.009531050144628277
0.3384848481325313,0.3305898042692195,0.29822484069750127,0.2114611593362366,0.21032417025478947,0.13205619721112632,0.09194212642433233,0.05250929334507244,0.046725679587001905,0.012799571620535943,0.022805386484184058
0.34008657970021444,0.32117844407269214,0.2995811807335898,0.19562469270615257,0.18278906300157166,0.12723288735940916,0.07530599987738776,0.05524035158178185,0.020714118760188235,0.012728501378244696,0.026577052375744842
,,,,,,,,,,
"[0.25, 0.003680733851922618, 0.008205528535009837, 0.0033039112343053456, 0.004980219301761545, 0.2417068135910937, -0.014592268283462217, 0.018529160454760357, -0.008801961486707201, -0.01164266916095884, -0.2466646577994251, -0.03776760927522616, 0.001312507937525298, -0.020447004559234903, -0.03674235939539309, 0.23927664193494413]","[0.25, -0.015252274505065062, -0.02240638426607799, -0.0010982265847607336, -0.006286491140266567, -0.10672468643147245, 0.196486405648488, -0.02070685495352951, -0.030778166238056123, 0.19580091241565914, 0.11120441322510385, 0.021496869981067302, 0.00019904005229995358, -0.02771338418687238, 0.014010466867566827, 0.24499958775584202]","[0.25, -0.022992104530617175, 0.008390346020406642, -0.002511647070970832, 0.016356239386276707, -0.13498523358292, -0.1406647156593684, 0.027321305804825616, -0.0038055937148602243, -0.14274155486238368, 0.13238857643530458, -0.007817011551219825, -0.007705552167380433, 0.028260987892382974, 0.019247612087755567, 0.24244729919307872]","[0.25, 0.011415343904997226, -0.01726097970515239, 0.020239238733474912, 0.0055753226406897345, 0.13919527929718842, -0.08171008529937121, -0.0063361177284630785, 0.018291852998562605, -0.08818434962300317, -0.1360527868028731, -0.009105329271822508, 0.022076793575824705, 0.011825530023167599, -0.002690322599833962, 0.23927564418906397]","[0.25000000000000006, -0.032353748109150426, -0.011500171072320837, 0.028305994408247784, -0.010082856211739946, 0.032752043941081, 0.09728483070752661, 0.03211307336860071, 0.017550946603374234, 0.09461544264689717, -0.025018110822541993, 0.05369867604321001, 0.020717882739486784, 0.0019813621134005064, 0.013938742411929838, 0.23454861338148947]","[0.25, -0.05203737742537308, -0.016032853926583397, 0.004769886458839578, 0.02443874133450196, -0.07422729590635443, 0.017521054206318033, 0.0068898958763920735, -0.025872992595705944, 0.02128374782500595, 0.06572854784859963, -0.009487705313098845, 0.006627561167572266, -0.011466167907325062, -0.014679355208076528, 0.2345871203658903]","[0.24999999999999997, -0.026515926816778876, -0.016301547710757005, 0.007785709568938384, 0.031239742632441465, -5.9267632769362624e-05, -0.06013593431434299, -0.008181524391104901, -0.02829946727392399, -0.06520171890668547, -0.0022378175123641863, -0.010323476349837516, 0.007383886971884718, 0.00016146703053559856, -0.004571310910235064, 0.23258511702539453]","[0.25, -0.013839666987293057, -0.03444289868966091, 0.016263962286197725, 0.013188852877613899, 0.020048696525685344, -0.0025252186811070988, 0.010600884640388544, 0.005153358161928802, -0.0006911250861516177, -0.021092871656883474, 0.008832540326606585, 0.015298059417448606, 0.004282866755373909, -0.0008194419302490208, 0.2463935901244729]","[0.25, -0.03416842294760736, -0.020521313248884076, 0.009898526376007827, 0.001775170606467512, 0.010499141219397875, -0.003871876386113508, -0.010236289120006582, -0.02235631402073191, -0.003955104625995021, -0.002749897533222968, 0.03279810235015483, 0.013392654666490617, -0.0016011713147396078, -0.0005924035653905001, 0.23601456884578012]","[0.25, -0.00822595617006941, -0.006613663182823158, -0.02883415413528513, -0.018251308980036886, -0.0010029164843624499, 0.026046240953219696, -0.0122828708412078, -0.003994455128308355, 0.019978315706004956, 0.0014838431465547188, -0.008711642396183161, -0.030213350477449538, 0.013380783671455603, -0.006685726827863708, 0.24322089923544443]","[0.24999999999999997, -0.04253118125355785, -0.026393070608202077, 0.019247837846688653, -0.018667467965468757, 0.019362745265298464, -0.009878741907597981, -0.01115665333114279, -0.03550302579225664, -0.005315615596102839, -0.012339383427219242, -0.008333218963170269, 0.016610086720074385, 0.00040454923739179777, 0.0030673926593077216, 0.24092915492392702]"
"[0.25, 0.022937405321457587, -0.0056589648048805145, -0.012443903955047297, -0.023062853860205394, -0.24532269707062077, -0.00299008339508456, -0.004511199112391656, -0.006561153125175433, -0.003677766158952235, 0.2440305311897879, 0.011370183695026022, -0.012600570456308108, -0.007071034569767449, -0.011966179341941899, 0.248307607830847]","[0.25000000000000006, -0.021705247535814307, 0.008395373448012718, -0.009701934797551257, 0.010930209415597511, 0.10479157131748318, -0.188709136300061, 0.023930495979531438, 0.014764064984106495, -0.19913878108360733, -0.11680893603527148, -0.0199611838197024, 0.000660196064098853, -0.02406911969799043, 0.02579726833297934, 0.23085534149398862]","[0.25, -0.011020970280511608, 0.005515009686300799, 0.00398195722860363, -0.019072629301305634, 0.13369468524029293, 0.1476909790407423, -0.021769775944286893, -0.023154681291441662, 0.14811912064785782, -0.13434949458585554, 0.009118145753100063, 0.0020900330267449863, -0.00018565421584816697, 0.01466220447676984, 0.24569814577108262]","[0.25, -0.010933431627798883, -0.021430613839430308, 0.009641012346495989, -0.018544613407501145, -0.11708653831800256, 0.10933193619443067, 0.019980029831888846, -0.013730765633674796, 0.10542859555686646, 0.12153844058280416, 0.01829716279738563, 0.009337694838505536, 0.02679855917205609, -0.013946602820196021, 0.23706306814250505]","[0.25, -0.005545326546802454, -0.053491360666277764, 0.009325861277200934, 0.02393401083723807, -0.04041035560980657, -0.09959958071296936, -0.009541578844950434, -0.03412180384810751, -0.09605773105845336, 0.047509149517067084, -0.006420070708027626, 0.014742505566367456, 0.0011763904137906582, -0.03431244072585033, 0.23982893697283358]","[0.25, -0.033407937520905776, 0.0006146073646434592, 0.0006461171758641304, 0.004748313996498347, 0.06923832341904872, -0.027521628763547086, -0.010879954432217964, 0.013871131836890876, -0.030275229785683866, -0.06962828318709846, 0.024352401085043194, 0.0014392155793111344, -0.007322644477712827, 0.005736327109848005, 0.2452537881883285]","[0.25, 0.005855130377308564, -0.018491160886045105, 0.017699195140040855, 0.016206118892417437, 0.02373032329493162, 0.03221256385126759, 0.014508509462845357, -0.006171789993096163, 0.03238719479793039, -0.022807840182367936, -0.018759617934436472, 0.0186702521641101, 0.010326724046930719, -0.028849475567947286, 0.24321429173081693]","[0.25, -0.010415897869189415, -0.023842720487323422, -0.0027606074961610966, -0.004491723754064394, -0.02112615084096221, 0.006829601668670962, 0.009767001028363451, -0.044355938846923744, 0.008533273082168046, 0.025264289247610042, 0.012926000817103631, 0.0015248496909058967, -0.015588108856845681, -0.016054743766350396, 0.2418843245859616]","[0.25, -0.03680457322291618, -0.008237431178047995, 0.030038834710730974, 0.010810188184033188, 0.008609699680671112, -0.023900810679214634, 0.012814100721000626, -0.036204530321534714, -0.01797848497844503, -0.009266369702235901, 0.0016366531747166943, 0.031647719168667, -0.012540473267581943, 0.004165077718290151, 0.2431234812784226]","[0.25, -0.03112155205122391, -0.0328667215447187, 0.007554474114787144, -0.02012144424482882, 0.01230781306847813, -0.019009577582785486, -0.013930240921056257, -0.028828979399221577, -0.025563204019479223, -0.006857558783224582, 0.005109479449273771, 0.0019096938992808066, 0.03309598630409, 0.0015009861199365877, 0.23132659801808947]","[0.25, -0.016406264817849184, -0.034933187428679666, 0.029362468935784397, -0.006270485565913178, 0.0037924380847278592, -0.005467745386413773, 0.017634998886841842, 0.007883526961112863, -0.00670994810087133, -0.0012404382716961464, -0.009269616256426454, 0.024008980537966046, 0.041421060823585445, 0.017592352974655306, 0.23708836875093023]"
"[0.25, 0.002396323248258564, -0.018320685417259515, 0.030804736808520278, 0.003767309610229355, 0.2408849578879676, -0.02640935369845689, -0.0064858775411515395, -0.026504733099027292, 0.02612156266416005, 0.23487579585778312, 0.015592637696924507, -0.032808608956873736, -0.004722582038412301, 0.018859690148422543, -0.2417630907170549]","[0.25, -0.016200833834519632, 0.003720362125253037, -0.005182662503182625, -0.013609557782339979, 0.17920089381607468, 0.15042846201739413, 0.01940072676128169, 0.008884286673899375, -0.1558215018762244, 0.17397584806633365, -0.01823318460224481, 0.007245938044382325, 0.019500129626503437, 0.008410829161165749, -0.23423825737093673]","[0.24999999999999997, 0.005339171075329872, 0.02847128105667251, -0.01040863559576588, 0.0302829747271573, 0.034037782933314775, 0.2141424074954138, -0.04296538993366844, 0.01601099171086083, -0.20139221692972276, 0.036928162887343796, -0.0074224384930512664, 0.004678316762846441, -0.0018688863433099986, -0.006576146030540995, -0.2339080891648756]","[0.25, 0.008569763783254393, 0.005522867162025477, 0.013122342136136292, -0.0025352445824235736, -0.11700429106237611, 0.08858765594612453, 0.02837195765343424, -0.01882861392482402, -0.08087026749697658, -0.12898854534319912, 0.010643841566205462, -0.014637345096972718, -0.023450761339393396, 0.018710693762485065, -0.2335808505790225]","[0.25, 0.04226664893310364, 0.014444457598167324, 0.0008409855356635021, -0.0329152133975863, -0.13806659949945477, -0.021482557537331977, -0.0080750132036327, 0.018331598886256045, 0.020384405862514596, -0.15587445722539123, -0.03142651292873698, -0.0028176159884132496, 0.022269207664077556, -0.005839906552789582, -0.21604399529885338]","[0.25, 0.029936156758005067, 0.028950550131223787, -0.009743366807849027, -0.014604259682503366, -0.04438084827337861, -0.08661429679668427, -0.022744789532969767, -0.0022120334154552765, 0.07818843439541197, -0.04305475404191139, 0.03764787174646843, 0.009077293341667556, 0.022160706459898316, -0.01974741697520662, -0.2383533996491058]","[0.25, 0.027269539757603926, 0.0401619717403846, 0.0015995318514450824, -0.03991728429847835, 0.03340380952536327, -0.04775439443614414, 0.037876019059610806, 0.04567929428231157, 0.04797486115684978, 0.05249257690035146, -0.027183381408496677, -0.006667096901861999, 0.024019497273770625, 0.023176205921971206, -0.2277387265886538]","[0.25, 0.023940439564941116, 0.027065358889895842, -0.0073527612754992755, -0.04800846194546035, 0.0350003857340488, -0.0023859409892231765, -0.0181037337443669, 0.015410994711358567, -0.011789297188992229, 0.03724941131685475, 0.03262477413429636, 0.01913350290494259, 0.017312046472930456, 0.04483330751808617, -0.21725673654397293]","[0.25, 0.009992442034898774, 0.01873099502454314, -0.026330064087570965, -0.0008639913020995309, -0.009982710599403057, 0.034139363692492555, 0.06187749457034887, 0.016175308048818067, -0.030219637214161512, 0.0022163021616915064, 0.009015403823267277, 0.024402541317474102, -0.008432278260102332, -0.021863813652805437, -0.22493822685895484]","[0.25, -0.003261353221199014, 0.0331535852433217, 0.018001794436657753, 0.004607121289837077, -0.003928630079900085, -0.008077648224426921, -0.016538452880089358, 0.03191866000542476, -0.008050764229094239, 0.004281552738724894, 0.005832908005249912, -0.01483760198532981, 0.0026061197523174233, 0.01792300262777915, -0.22575951171784697]","[0.25, 0.04013549858228482, 0.03155880270886222, 0.009256859032779147, -0.0271175031865027, 0.005692116788769656, 0.012406094062684886, 0.011706608957584547, -0.0029609039095813616, -0.0019087522138497483, -0.01816950616417381, -0.013912067448681608, -0.009523336898618798, -0.0032273136244764383, 0.007467758453754518, -0.2093498140629434]"
"[0.25, 0.011395931106359647, -0.035961888538660246, -0.019787910135016407, -0.007569690349082462, -0.23797511918983905, -0.004859565843327873, 0.01540942105951773, 0.03886319450212578, 0.014063752694920346, -0.24249808209287488, -0.0016244878272906813, 0.019755676634762964, -0.008867390473936159, -0.008845867968325588, -0.23887946499202622]","[0.25, -0.014565640224172234, -0.0041210492329322255, 0.0333226114936257, 0.003811460972140022, -0.171200324997153, -0.14846672403189298, -0.03879895812384916, -0.01793045900097988, 0.1480735245686996, -0.172852263030789, 0.008983880463386936, -0.030667280877778313, 0.03911890071217026, 0.0072168695757526095, -0.2412293392136417]","[0.25, 0.026963702841133412, 0.03019261876542232, -0.00857288415748067, -0.027744875083573078, -0.021261379707189144, -0.22190803071294735, 0.04965868531795381, 0.01885814819390954, 0.1994161374294175, -0.016937166838400596, 0.005876805026763178, 0.01045768844784141, 0.005064442243070741, -0.006466446066313497, -0.22089284717606322]","[0.25, 0.024274111423023666, 0.0297780296256241, -0.007095533165020221, 0.016116645316615413, 0.10770643263743016, -0.08377875788512501, 0.005173637642514011, 0.07505327373124952, 0.09082467363200522, 0.10677238946357193, 0.0047794727606354885, 0.00917341220434953, 0.005069746357369552, -0.004601458893908986, -0.23003395358040535]","[0.25, 0.008470976612339469, 0.012380315448170226, -0.0267938308363819, 0.000499609759790731, 0.12230722612996275, 0.030548698517920535, 0.03147480415905905, 0.011343881682338816, -0.02795683976371758, 0.12937533040991128, 0.029438011526439906, 0.028818420976169323, 0.0410771535595519, -0.007108055224318121, -0.23438612440174092]","[0.24999999999999997, 0.01916415918520351, 0.030938947821103728, -5.475307027213994e-09, -0.002450794607799876, 0.04269998343529323, 0.08517864970685757, 0.007978842069198615, 0.022651435312678846, -0.07203714563384299, 0.04381970245771569, -0.024642661702900394, 0.0009372251949778809, 0.0265930701140509, 0.0026595345978248554, -0.21312455460616253]","[0.25, 0.015762181057372964, 0.03154218403216828, -0.01760642356328508, -0.0038991822009283093, -0.029753304692391395, 0.042084140909588286, 0.006272140465435474, 0.005478054150299918, -0.03354418182883634, -0.04346777457784938, 0.04055370937050372, 0.013694480686944843, -0.02043860617048005, -0.02673667658712969, -0.22161355148078649]","[0.25, 0.017372105105293988, 0.01035262530443078, -0.010000056509922625, -0.009883921662326118, -0.04606632673700014, 0.026026479518746128, 0.003057583820829464, 0.01809377759881585, -0.013619935056091222, -0.008155348966596119, -0.005766198691675559, 0.010030187619196398, 0.006688901280248035, 0.0030546613618751346, -0.21004625773100227]","[0.25, 0.04040593001873892, 0.013035399832888414, -0.012876820172527864, -0.022423827728958567, -0.009708513585278276, -0.009710849728638069, -0.018555931919822653, 0.02902279858947309, -0.0014698634293568201, -0.015438859382172595, 0.0004992048305964948, 0.016638058109270062, 0.009449640661927904, 0.010684805863535238, -0.22379001304229773]","[0.25, 0.014877913047144847, 0.04824001830550567, -0.031925457471096166, -0.020989431788719096, -0.0009833666363566404, -0.008470793023903416, 0.007581534694191051, 0.0271493603995412, -0.008658048311147316, 0.0037857102877143236, -0.0021895927296236616, 0.03136965558051065, 0.030346003659585567, -0.004874669850561498, -0.22528100105219068]","[0.25, 0.02913502339897439, 0.04668202632592536, 0.025076394184499542, -0.012991153783077053, 0.018707396004770758, 0.00457590399779946, -0.015261449717667052, 0.02957757566476217, -0.011263233715914422, 0.014442081448578774, -0.05182869917249944, -0.03004677212604702, -0.00960418022465283, 0.0040587174629024, -0.2175026855518048]"
