run,field_g,t_star_us,parent_ara,signal_counts_per_bin,background_counts_per_bin,snr,amplitude_valid_fraction,admissible,open_loop_child_ara,observed_child_ara,reconstructed_child_ara,distance_observed_to_pole_2,distance_reconstructed_to_pole_2,fallbacks
EMU00066578,63.0,8.625833492697605,1.9608580374535072,7188.664450236205,191.63111111111112,83.67800837748882,0.8823529411764706,True,2.0,1.6589827200326874,1.1264229035239985,0.34101727996731257,0.8735770964760015,0
EMU00066579,160.0,8.625833492697605,1.9608580374535072,7222.465833461806,192.37955555555556,83.87536945724423,0.5882352941176471,False,0.07799446562570278,,,,,0
EMU00066580,400.0,8.625833492697605,1.9608580374535072,7180.753256533532,191.152,83.63347289759777,0.8235294117647058,True,1.4627055628914574,1.5702851167172007,0.0,0.4297148832827993,2.0,0
