run,split,field_g,cycle,t0_us,t1_us,native_bins,valid_fraction,method,fallbacks,rmse,mae,waveform_r,direction_agreement,quadrant_agreement,turn_error,endpoint_error
EMU00066572,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,open_loop_t382,0,0.14958762031944708,0.12037235335943042,0.9829106142052425,0.9375,0.9375,0.0625,0.0002783442875661235
EMU00066572,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,linear_persistence,0,1.0753011661861511,0.8282332154620637,-0.044287588190758474,0.4375,0.4375,1.0,0.3741234524015208
EMU00066572,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,state_only,0,0.4386783017012243,0.34430659448675227,0.9427889742867509,1.0,1.0,0.0,0.0002783442875661235
EMU00066572,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,direction_only,0,0.26600756454358776,0.22707936555120428,0.9483760598530291,0.875,0.875,0.125,0.11936136237930284
EMU00066572,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,wrong_relation,0,1.0411244209529456,0.8198204348947836,0.07978866438378847,0.4375,0.4375,1.0,1.9264514941212147
EMU00066572,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,full_irrationality,0,0.21758748562795557,0.15527656529368172,0.9886448172876264,0.9375,0.9375,0.0625,0.0002783442875661235
EMU00066574,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,open_loop_t382,0,0.1472007769211243,0.11700092244278432,0.983959170064266,0.9375,0.9375,0.0625,0.003604099143570294
EMU00066574,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,linear_persistence,0,1.0700763525927417,0.8261337648962751,-0.048173993579291106,0.4375,0.4375,1.0,0.4194775660253822
EMU00066574,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,state_only,0,0.44480957804257265,0.34356778370417834,0.9435882291041338,1.0,1.0,0.0,0.003604099143570294
EMU00066574,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,direction_only,0,0.2686851603021499,0.22169778546983487,0.9487779526192316,0.875,0.875,0.125,0.11491903447656537
EMU00066574,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,wrong_relation,0,1.0452382933660336,0.8211132078047003,0.07704113638826772,0.4375,0.4375,1.0,1.9220091662184773
EMU00066574,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,full_irrationality,0,0.2207241066374557,0.15798490668910203,0.9903326913932697,0.9375,0.9375,0.0625,0.003604099143570294
EMU00066576,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,open_loop_t382,0,0.16028060065476965,0.1279946483248778,0.9801561621241967,0.9375,0.9375,0.0625,0.010621747025576278
EMU00066576,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,linear_persistence,0,1.1753928313572815,0.8870046055370745,-0.05708554996617255,0.4375,0.4375,1.0,0.08334995107212939
EMU00066576,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,state_only,0,0.45117848351358864,0.3484108030500906,0.9474175086225831,1.0,1.0,0.0,0.010621747025576278
EMU00066576,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,direction_only,0,0.2821184977744001,0.22540309845139972,0.9418566120692589,0.875,0.875,0.125,0.09438358818426129
EMU00066576,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,wrong_relation,0,1.0481514414295685,0.8315518614394087,0.06280544061792759,0.4375,0.4375,1.0,1.8999874503262306
EMU00066576,calibration,20.0,1,3.654732954964134,7.27267796220003,226,1.0,full_irrationality,0,0.23735507873789816,0.1641234208693395,0.9874533158300978,0.9375,0.9375,0.0625,0.010621747025576278
EMU00066577,calibration,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,open_loop_t382,0,0.5033406004713992,0.369061859890418,0.7480188590186589,0.625,0.625,0.25,1.4810974227943992
EMU00066577,calibration,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,linear_persistence,0,1.170768593635592,1.0458300733443737,-0.5969817896637437,0.375,0.375,1.0,1.4810974227943992
EMU00066577,calibration,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,state_only,0,0.45476050764368403,0.3552444954582342,0.7320412214869715,0.75,0.75,0.125,0.8253770801742034
EMU00066577,calibration,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,direction_only,0,0.7721710457968207,0.6851951614675191,0.2576020974197824,0.5,0.5,0.125,0.3027090701716273
EMU00066577,calibration,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,wrong_relation,0,0.8217074823875614,0.7226132386894638,0.19669497708455258,0.5625,0.5625,0.375,0.4567230248821619
EMU00066577,calibration,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,full_irrationality,0,0.7509136508332721,0.6522573367363852,0.26894344635882933,0.5625,0.5625,0.125,0.77793405040947
EMU00066571,validation,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,open_loop_t382,0,0.4633920471187849,0.35853576257572867,0.7893505948568088,0.8125,0.8125,0.3125,1.3158369032772874
EMU00066571,validation,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,linear_persistence,0,1.1710338671003557,1.021394489526031,-0.20481355000586848,0.5625,0.5625,1.0,1.3158369032772874
EMU00066571,validation,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,state_only,0,0.3333664411275341,0.25981220988285364,0.846991765850203,0.75,0.75,0.125,0.7563324257071743
EMU00066571,validation,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,direction_only,0,0.667932743551659,0.5503321786135311,0.5646585811374792,0.375,0.375,0.125,0.6841630967227126
EMU00066571,validation,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,wrong_relation,0,0.7911251914478773,0.6579010290931439,0.28832627884711104,0.375,0.375,0.125,0.6219835443992736
EMU00066571,validation,25.0,1,2.923786363971307,5.818142369760023,180,0.7647058823529411,full_irrationality,0,0.650213876115826,0.5337589793674756,0.5704389113659466,0.375,0.375,0.125,0.6609461092764941
EMU00066584,validation,20.0,1,3.654732954964134,7.27267796220003,226,1.0,open_loop_t382,0,0.1323407976143342,0.10612428257864172,0.9865510512986748,0.9375,0.9375,0.0625,0.00010928103594376459
