# tToFail   Slip
   -75.070     0.004
   -75.070     0.004
   -75.070     0.004
   -75.070     0.004
   -75.070     0.004
   -74.970     0.007
   -74.970     0.007
   -74.970     0.007
   -74.970     0.007
   -74.970     0.007
   -74.870     0.008
   -74.870     0.008
   -74.870     0.008
   -74.870     0.008
   -74.870     0.008
   -74.770     0.014
   -74.770     0.014
   -74.770     0.014
   -74.770     0.014
   -74.770     0.014
   -74.670     0.022
   -74.670     0.022
   -74.670     0.022
   -74.670     0.022
   -74.670     0.022
   -74.570     0.023
   -74.570     0.023
   -74.570     0.023
   -74.570     0.024
   -74.570     0.024
   -74.469     0.024
   -74.469     0.024
   -74.469     0.024
   -74.469     0.024
   -74.469     0.024
   -74.370     0.023
   -74.370     0.023
   -74.370     0.023
   -74.370     0.023
   -74.370     0.023
   -74.270     0.024
   -74.270     0.024
   -74.270     0.024
   -74.270     0.024
   -74.270     0.024
   -74.170     0.020
   -74.170     0.020
   -74.170     0.020
   -74.170     0.020
   -74.170     0.020
   -74.070     0.010
   -74.070     0.010
   -74.070     0.010
   -74.070     0.010
   -74.070     0.010
   -73.969     0.005
   -73.969     0.005
   -73.969     0.005
   -73.969     0.005
   -73.969     0.005
   -73.870     0.004
   -73.870     0.004
   -73.870     0.004
   -73.870     0.004
   -73.870     0.004
   -73.770     0.006
   -73.770     0.006
   -73.770     0.006
   -73.770     0.006
   -73.770     0.006
   -73.670     0.009
   -73.670     0.009
   -73.670     0.009
   -73.670     0.009
   -73.670     0.009
   -73.570     0.020
   -73.570     0.020
   -73.570     0.020
   -73.570     0.020
   -73.570     0.020
   -73.469     0.024
   -73.469     0.024
   -73.469     0.024
   -73.469     0.024
   -73.469     0.024
   -73.370     0.023
   -73.370     0.023
   -73.370     0.023
   -73.370     0.023
   -73.370     0.023
   -73.270     0.019
   -73.270     0.019
   -73.270     0.019
   -73.270     0.019
   -73.270     0.019
   -73.170     0.008
   -73.170     0.008
   -73.170     0.007
   -73.170     0.007
   -73.170     0.007
   -73.070     0.005
   -73.070     0.005
   -73.070     0.005
   -73.070     0.005
   -73.070     0.005
   -72.970     0.005
   -72.970     0.005
   -72.970     0.005
   -72.970     0.005
   -72.970     0.005
   -72.870     0.006
   -72.870     0.006
   -72.870     0.006
   -72.870     0.006
   -72.870     0.006
   -72.770     0.007
   -72.770     0.007
   -72.770     0.007
   -72.770     0.007
   -72.770     0.007
   -72.670     0.012
   -72.670     0.012
   -72.670     0.012
   -72.670     0.012
   -72.670     0.012
   -72.570     0.021
   -72.570     0.021
   -72.570     0.021
   -72.570     0.021
   -72.570     0.021
   -72.470     0.024
   -72.470     0.024
   -72.470     0.024
   -72.470     0.024
   -72.470     0.024
   -72.370     0.022
   -72.370     0.022
   -72.370     0.023
   -72.370     0.023
   -72.370     0.023
   -72.270     0.016
   -72.270     0.016
   -72.270     0.015
   -72.270     0.015
   -72.270     0.015
   -72.170     0.005
   -72.170     0.005
   -72.170     0.005
   -72.170     0.005
   -72.170     0.005
   -72.070     0.005
   -72.070     0.005
   -72.070     0.005
   -72.070     0.005
   -72.070     0.005
   -71.970     0.004
   -71.970     0.004
   -71.970     0.004
   -71.970     0.004
   -71.970     0.004
   -71.870     0.006
   -71.870     0.006
   -71.870     0.006
   -71.870     0.006
   -71.870     0.006
   -71.770     0.011
   -71.770     0.011
   -71.770     0.011
   -71.770     0.011
   -71.770     0.011
   -71.669     0.022
   -71.669     0.023
   -71.669     0.023
   -71.669     0.023
   -71.669     0.023
   -71.570     0.023
   -71.570     0.024
   -71.570     0.024
   -71.570     0.024
   -71.570     0.024
   -71.470     0.023
   -71.470     0.023
   -71.470     0.023
   -71.470     0.023
   -71.470     0.023
   -71.370     0.018
   -71.370     0.018
   -71.370     0.018
   -71.370     0.018
   -71.370     0.018
   -71.270     0.006
   -71.270     0.006
   -71.270     0.005
   -71.270     0.005
   -71.270     0.005
   -71.169     0.006
   -71.169     0.006
   -71.169     0.006
   -71.169     0.006
   -71.169     0.006
   -71.070     0.004
   -71.070     0.005
   -71.070     0.005
   -71.070     0.005
   -71.070     0.005
   -70.970     0.004
   -70.970     0.004
   -70.970     0.004
   -70.970     0.004
   -70.970     0.004
   -70.870     0.004
   -70.870     0.004
   -70.870     0.004
   -70.870     0.004
   -70.870     0.004
   -70.770     0.005
   -70.770     0.005
   -70.770     0.005
   -70.770     0.005
   -70.770     0.005
   -70.670     0.006
   -70.670     0.006
   -70.670     0.006
   -70.670     0.006
   -70.670     0.006
   -70.570     0.006
   -70.570     0.006
   -70.570     0.005
   -70.570     0.005
   -70.570     0.005
   -70.470     0.005
   -70.470     0.005
   -70.470     0.005
   -70.470     0.005
   -70.470     0.005
   -70.370     0.005
   -70.370     0.005
   -70.370     0.005
   -70.370     0.005
   -70.370     0.005
   -70.270     0.004
   -70.270     0.004
   -70.270     0.004
   -70.270     0.004
   -70.270     0.004
   -70.170     0.008
   -70.170     0.008
   -70.170     0.008
   -70.170     0.008
   -70.170     0.008
   -70.070     0.018
   -70.070     0.018
   -70.070     0.018
   -70.070     0.018
   -70.070     0.018
   -69.970     0.023
   -69.970     0.023
   -69.970     0.023
   -69.970     0.023
   -69.970     0.023
   -69.869     0.023
   -69.869     0.023
   -69.869     0.023
   -69.869     0.023
   -69.869     0.023
   -69.770     0.017
   -69.770     0.017
   -69.770     0.017
   -69.770     0.016
   -69.770     0.016
   -69.670     0.006
   -69.670     0.005
   -69.670     0.005
   -69.670     0.005
   -69.670     0.005
   -69.570     0.005
   -69.570     0.005
   -69.570     0.005
   -69.570     0.005
   -69.570     0.005
   -69.470     0.004
   -69.470     0.004
   -69.470     0.004
   -69.470     0.004
   -69.470     0.004
   -69.369     0.005
   -69.369     0.005
   -69.369     0.005
   -69.369     0.005
   -69.369     0.005
   -69.270     0.007
   -69.270     0.007
   -69.270     0.007
   -69.270     0.007
   -69.270     0.007
   -69.170     0.007
   -69.170     0.007
   -69.170     0.007
   -69.170     0.007
   -69.170     0.007
   -69.070     0.009
   -69.070     0.009
   -69.070     0.009
   -69.070     0.009
   -69.070     0.009
   -68.970     0.014
   -68.970     0.014
   -68.970     0.014
   -68.970     0.014
   -68.970     0.014
   -68.870     0.022
   -68.870     0.023
   -68.870     0.023
   -68.870     0.023
   -68.870     0.023
   -68.770     0.023
   -68.770     0.023
   -68.770     0.023
   -68.770     0.023
   -68.770     0.023
   -68.670     0.023
   -68.670     0.023
   -68.670     0.023
   -68.670     0.023
   -68.670     0.023
   -68.570     0.023
   -68.570     0.023
   -68.570     0.023
   -68.570     0.023
   -68.570     0.023
   -68.470     0.023
   -68.470     0.023
   -68.470     0.023
   -68.470     0.023
   -68.470     0.023
   -68.370     0.021
   -68.370     0.021
   -68.370     0.021
   -68.370     0.021
   -68.370     0.021
   -68.270     0.018
   -68.270     0.018
   -68.270     0.018
   -68.270     0.018
   -68.270     0.018
   -68.170     0.009
   -68.170     0.009
   -68.170     0.009
   -68.170     0.009
   -68.170     0.009
   -68.069     0.005
   -68.069     0.005
   -68.069     0.005
   -68.069     0.005
   -68.069     0.005
   -67.970     0.005
   -67.970     0.005
   -67.970     0.005
   -67.970     0.005
   -67.970     0.005
   -67.870     0.006
   -67.870     0.006
   -67.870     0.006
   -67.870     0.006
   -67.870     0.006
   -67.770     0.007
   -67.770     0.007
   -67.770     0.007
   -67.770     0.007
   -67.770     0.007
   -67.670     0.011
   -67.670     0.011
   -67.670     0.011
   -67.670     0.011
   -67.670     0.011
   -67.569     0.016
   -67.569     0.016
   -67.569     0.016
   -67.569     0.016
   -67.569     0.016
   -67.470     0.023
   -67.470     0.023
   -67.470     0.023
   -67.470     0.023
   -67.470     0.023
   -67.370     0.025
   -67.370     0.025
   -67.370     0.025
   -67.370     0.025
   -67.370     0.025
   -67.270     0.025
   -67.270     0.025
   -67.270     0.025
   -67.270     0.025
   -67.270     0.025
   -67.170     0.023
   -67.170     0.023
   -67.170     0.023
   -67.170     0.023
   -67.170     0.023
   -67.069     0.017
   -67.069     0.017
   -67.069     0.017
   -67.069     0.017
   -67.069     0.017
   -66.970     0.007
   -66.970     0.007
   -66.970     0.007
   -66.970     0.007
   -66.970     0.007
   -66.870     0.006
   -66.870     0.006
   -66.870     0.006
   -66.870     0.006
   -66.870     0.006
   -66.770     0.006
   -66.770     0.006
   -66.770     0.006
   -66.770     0.006
   -66.770     0.006
   -66.670     0.005
   -66.670     0.005
   -66.670     0.005
   -66.670     0.005
   -66.670     0.005
   -66.570     0.005
   -66.570     0.005
   -66.570     0.005
   -66.570     0.005
   -66.570     0.005
   -66.470     0.005
   -66.470     0.005
   -66.470     0.005
   -66.470     0.005
   -66.470     0.005
   -66.370     0.009
   -66.370     0.009
   -66.370     0.009
   -66.370     0.009
   -66.370     0.009
   -66.270     0.014
   -66.270     0.014
   -66.270     0.014
   -66.270     0.014
   -66.270     0.014
   -66.170     0.022
   -66.170     0.022
   -66.170     0.022
   -66.170     0.022
   -66.170     0.022
   -66.070     0.024
   -66.070     0.024
   -66.070     0.024
   -66.070     0.024
   -66.070     0.024
   -65.970     0.021
   -65.970     0.021
   -65.970     0.021
   -65.970     0.021
   -65.970     0.021
   -65.870     0.013
   -65.870     0.013
   -65.870     0.013
   -65.870     0.013
   -65.870     0.013
   -65.770     0.006
   -65.770     0.006
   -65.770     0.006
   -65.770     0.006
   -65.770     0.006
   -65.670     0.006
   -65.670     0.006
   -65.670     0.006
   -65.670     0.006
   -65.670     0.006
   -65.570     0.006
   -65.570     0.006
   -65.570     0.006
   -65.570     0.006
   -65.570     0.006
   -65.470     0.005
   -65.470     0.005
   -65.470     0.005
   -65.470     0.005
   -65.470     0.005
   -65.370     0.007
   -65.370     0.007
   -65.370     0.007
   -65.370     0.007
   -65.370     0.007
   -65.270     0.008
   -65.270     0.008
   -65.270     0.008
   -65.270     0.008
   -65.270     0.008
   -65.170     0.010
   -65.170     0.010
   -65.170     0.010
   -65.170     0.010
   -65.170     0.010
   -65.070     0.012
   -65.070     0.012
   -65.070     0.012
   -65.070     0.012
   -65.070     0.012
   -64.970     0.019
   -64.970     0.019
   -64.970     0.019
   -64.970     0.019
   -64.970     0.019
   -64.870     0.023
   -64.870     0.024
   -64.870     0.024
   -64.870     0.024
   -64.870     0.024
   -64.770     0.022
   -64.770     0.022
   -64.770     0.022
   -64.770     0.022
   -64.770     0.022
   -64.670     0.017
   -64.670     0.017
   -64.670     0.017
   -64.670     0.017
   -64.670     0.016
   -64.570     0.008
   -64.570     0.008
   -64.570     0.008
   -64.570     0.008
   -64.570     0.008
   -64.470     0.007
   -64.470     0.007
   -64.470     0.006
   -64.470     0.006
   -64.470     0.006
   -64.370     0.008
   -64.370     0.008
   -64.370     0.008
   -64.370     0.008
   -64.370     0.008
   -64.270     0.013
   -64.270     0.013
   -64.270     0.013
   -64.270     0.013
   -64.270     0.013
   -64.170     0.022
   -64.170     0.022
   -64.170     0.022
   -64.170     0.022
   -64.170     0.022
   -64.070     0.024
   -64.070     0.025
   -64.070     0.025
   -64.070     0.025
   -64.070     0.025
   -63.970     0.025
   -63.970     0.025
   -63.970     0.025
   -63.970     0.025
   -63.970     0.025
   -63.870     0.020
   -63.870     0.020
   -63.870     0.020
   -63.870     0.020
   -63.870     0.020
   -63.770     0.013
   -63.770     0.013
   -63.770     0.013
   -63.770     0.013
   -63.770     0.013
   -63.670     0.007
   -63.670     0.007
   -63.670     0.006
   -63.670     0.006
   -63.670     0.006
   -63.570     0.006
   -63.570     0.006
   -63.570     0.006
   -63.570     0.006
   -63.570     0.006
   -63.470     0.005
   -63.470     0.005
   -63.470     0.005
   -63.470     0.005
   -63.470     0.005
   -63.370     0.006
   -63.370     0.006
   -63.370     0.006
   -63.370     0.006
   -63.370     0.006
   -63.270     0.007
   -63.270     0.007
   -63.270     0.007
   -63.270     0.007
   -63.270     0.007
   -63.170     0.010
   -63.170     0.010
   -63.170     0.010
   -63.170     0.010
   -63.170     0.010
   -63.070     0.016
   -63.070     0.016
   -63.070     0.016
   -63.070     0.016
   -63.070     0.016
   -62.970     0.022
   -62.970     0.022
   -62.970     0.022
   -62.970     0.023
   -62.970     0.023
   -62.870     0.024
   -62.870     0.024
   -62.870     0.024
   -62.870     0.024
   -62.870     0.024
   -62.770     0.021
   -62.770     0.021
   -62.770     0.021
   -62.770     0.021
   -62.770     0.021
   -62.670     0.015
   -62.670     0.015
   -62.670     0.015
   -62.670     0.015
   -62.670     0.015
   -62.570     0.008
   -62.570     0.008
   -62.570     0.008
   -62.570     0.008
   -62.570     0.008
   -62.470     0.007
   -62.470     0.007
   -62.470     0.007
   -62.470     0.007
   -62.470     0.007
   -62.370     0.007
   -62.370     0.007
   -62.370     0.007
   -62.370     0.007
   -62.370     0.007
   -62.270     0.006
   -62.270     0.006
   -62.270     0.006
   -62.270     0.006
   -62.270     0.006
   -62.170     0.007
   -62.170     0.007
   -62.170     0.007
   -62.170     0.007
   -62.170     0.007
   -62.070     0.009
   -62.070     0.009
   -62.070     0.009
   -62.070     0.009
   -62.070     0.009
   -61.970     0.011
   -61.970     0.011
   -61.970     0.011
   -61.970     0.011
   -61.970     0.011
   -61.870     0.015
   -61.870     0.015
   -61.870     0.015
   -61.870     0.015
   -61.870     0.015
   -61.770     0.021
   -61.770     0.021
   -61.770     0.021
   -61.770     0.021
   -61.770     0.022
   -61.670     0.024
   -61.670     0.025
   -61.670     0.025
   -61.670     0.025
   -61.670     0.025
   -61.570     0.024
   -61.570     0.024
   -61.570     0.024
   -61.570     0.024
   -61.570     0.024
   -61.470     0.024
   -61.470     0.024
   -61.470     0.024
   -61.470     0.024
   -61.470     0.024
   -61.370     0.022
   -61.370     0.022
   -61.370     0.022
   -61.370     0.022
   -61.370     0.022
   -61.270     0.018
   -61.270     0.018
   -61.270     0.018
   -61.270     0.018
   -61.270     0.018
   -61.170     0.011
   -61.170     0.011
   -61.170     0.011
   -61.170     0.011
   -61.170     0.011
   -61.070     0.006
   -61.070     0.006
   -61.070     0.006
   -61.070     0.006
   -61.070     0.006
   -60.970     0.006
   -60.970     0.006
   -60.970     0.006
   -60.970     0.006
   -60.970     0.006
   -60.870     0.007
   -60.870     0.007
   -60.870     0.007
   -60.870     0.007
   -60.870     0.007
   -60.770     0.010
   -60.770     0.010
   -60.770     0.010
   -60.770     0.010
   -60.770     0.010
   -60.670     0.018
   -60.670     0.018
   -60.670     0.018
   -60.670     0.018
   -60.670     0.018
   -60.570     0.024
   -60.570     0.024
   -60.570     0.024
   -60.570     0.024
   -60.570     0.024
   -60.470     0.025
   -60.470     0.025
   -60.470     0.025
   -60.470     0.025
   -60.470     0.025
   -60.370     0.026
   -60.370     0.026
   -60.370     0.026
   -60.370     0.026
   -60.370     0.026
   -60.270     0.025
   -60.270     0.025
   -60.270     0.025
   -60.270     0.025
   -60.270     0.025
   -60.170     0.022
   -60.170     0.022
   -60.170     0.022
   -60.170     0.022
   -60.170     0.022
   -60.070     0.014
   -60.070     0.014
   -60.070     0.014
   -60.070     0.014
   -60.070     0.014
   -59.970     0.008
   -59.970     0.008
   -59.970     0.008
   -59.970     0.008
   -59.970     0.008
   -59.870     0.006
   -59.870     0.006
   -59.870     0.006
   -59.870     0.006
   -59.870     0.006
   -59.770     0.006
   -59.770     0.006
   -59.770     0.006
   -59.770     0.006
   -59.770     0.006
   -59.670     0.007
   -59.670     0.007
   -59.670     0.007
   -59.670     0.007
   -59.670     0.007
   -59.570     0.007
   -59.570     0.007
   -59.570     0.007
   -59.570     0.007
   -59.570     0.007
   -59.470     0.007
   -59.470     0.007
   -59.470     0.007
   -59.470     0.007
   -59.470     0.007
   -59.470     0.007
   -59.370     0.007
   -59.370     0.007
   -59.370     0.007
   -59.370     0.007
   -59.270     0.010
   -59.270     0.010
   -59.270     0.010
   -59.270     0.010
   -59.270     0.010
   -59.170     0.016
   -59.170     0.016
   -59.170     0.016
   -59.170     0.016
   -59.170     0.016
   -59.170     0.016
   -59.070     0.022
   -59.070     0.022
   -59.070     0.022
   -59.070     0.023
   -58.970     0.026
   -58.970     0.026
   -58.970     0.026
   -58.970     0.026
   -58.970     0.026
   -58.970     0.026
   -58.870     0.027
   -58.870     0.027
   -58.870     0.027
   -58.870     0.027
   -58.770     0.027
   -58.770     0.027
   -58.770     0.027
   -58.770     0.027
   -58.770     0.027
   -58.670     0.025
   -58.670     0.025
   -58.670     0.025
   -58.670     0.025
   -58.670     0.025
   -58.670     0.025
   -58.570     0.018
   -58.570     0.018
   -58.570     0.018
   -58.570     0.018
   -58.470     0.010
   -58.470     0.010
   -58.470     0.010
   -58.470     0.010
   -58.470     0.010
   -58.470     0.010
   -58.370     0.007
   -58.370     0.007
   -58.370     0.007
   -58.370     0.007
   -58.370     0.007
   -58.270     0.006
   -58.270     0.006
   -58.270     0.006
   -58.270     0.006
   -58.170     0.007
   -58.170     0.007
   -58.170     0.007
   -58.170     0.007
   -58.170     0.007
   -58.170     0.007
   -58.070     0.008
   -58.070     0.008
   -58.070     0.008
   -58.070     0.008
   -57.970     0.011
   -57.970     0.011
   -57.970     0.011
   -57.970     0.011
   -57.970     0.011
   -57.970     0.011
   -57.870     0.019
   -57.870     0.019
   -57.870     0.019
   -57.870     0.019
   -57.870     0.019
   -57.770     0.024
   -57.770     0.025
   -57.770     0.025
   -57.770     0.025
   -57.670     0.026
   -57.670     0.026
   -57.670     0.026
   -57.670     0.026
   -57.670     0.026
   -57.670     0.026
   -57.570     0.026
   -57.570     0.026
   -57.570     0.026
   -57.570     0.026
   -57.470     0.025
   -57.470     0.025
   -57.470     0.025
   -57.470     0.025
   -57.470     0.025
   -57.470     0.025
   -57.370     0.019
   -57.370     0.019
   -57.370     0.019
   -57.370     0.019
   -57.370     0.019
   -57.270     0.011
   -57.270     0.011
   -57.270     0.011
   -57.270     0.011
   -57.170     0.009
   -57.170     0.009
   -57.170     0.009
   -57.170     0.009
   -57.170     0.009
   -57.170     0.009
   -57.070     0.008
   -57.070     0.008
   -57.070     0.008
   -57.070     0.008
   -56.970     0.007
   -56.970     0.007
   -56.970     0.007
   -56.970     0.007
   -56.970     0.007
   -56.970     0.007
   -56.870     0.008
   -56.870     0.008
   -56.870     0.008
   -56.870     0.008
   -56.770     0.013
   -56.770     0.013
   -56.770     0.013
   -56.770     0.013
   -56.770     0.013
   -56.670     0.021
   -56.670     0.021
   -56.670     0.021
   -56.670     0.021
   -56.670     0.021
   -56.670     0.021
   -56.570     0.026
   -56.570     0.026
   -56.570     0.027
   -56.570     0.027
   -56.470     0.026
   -56.470     0.026
   -56.470     0.026
   -56.470     0.026
   -56.470     0.026
   -56.470     0.026
   -56.370     0.019
   -56.370     0.019
   -56.370     0.019
   -56.370     0.019
   -56.270     0.010
   -56.270     0.010
   -56.270     0.010
   -56.270     0.010
   -56.270     0.010
   -56.170     0.009
   -56.170     0.008
   -56.170     0.008
   -56.170     0.008
   -56.170     0.008
   -56.170     0.008
   -56.070     0.013
   -56.070     0.013
   -56.070     0.013
   -56.070     0.013
   -55.970     0.020
   -55.970     0.020
   -55.970     0.021
   -55.970     0.021
   -55.970     0.021
   -55.970     0.021
   -55.870     0.025
   -55.870     0.025
   -55.870     0.025
   -55.870     0.025
   -55.870     0.025
   -55.770     0.026
   -55.770     0.026
   -55.770     0.026
   -55.770     0.026
   -55.670     0.025
   -55.670     0.025
   -55.670     0.025
   -55.670     0.025
   -55.670     0.025
   -55.670     0.025
   -55.570     0.022
   -55.570     0.022
   -55.570     0.022
   -55.570     0.022
   -55.470     0.015
   -55.470     0.015
   -55.470     0.015
   -55.470     0.015
   -55.470     0.015
   -55.470     0.015
   -55.370     0.009
   -55.370     0.009
   -55.370     0.009
   -55.370     0.009
   -55.370     0.009
   -55.270     0.007
   -55.270     0.007
   -55.270     0.007
   -55.270     0.007
   -55.170     0.008
   -55.170     0.008
   -55.170     0.008
   -55.170     0.008
   -55.170     0.008
   -55.170     0.008
   -55.070     0.009
   -55.070     0.008
   -55.070     0.009
   -55.070     0.009
   -54.970     0.008
   -54.970     0.008
   -54.970     0.008
   -54.970     0.008
   -54.970     0.008
   -54.970     0.008
   -54.870     0.009
   -54.870     0.009
   -54.870     0.009
   -54.870     0.009
   -54.870     0.009
   -54.770     0.013
   -54.770     0.013
   -54.770     0.013
   -54.770     0.014
   -54.670     0.022
   -54.670     0.022
   -54.670     0.022
   -54.670     0.022
   -54.670     0.022
   -54.670     0.022
   -54.570     0.026
   -54.570     0.026
   -54.570     0.026
   -54.570     0.026
   -54.470     0.026
   -54.470     0.026
   -54.470     0.026
   -54.470     0.026
   -54.470     0.026
   -54.470     0.026
   -54.370     0.025
   -54.370     0.025
   -54.370     0.025
   -54.370     0.025
   -54.370     0.025
   -54.270     0.023
   -54.270     0.023
   -54.270     0.023
   -54.270     0.023
   -54.170     0.015
   -54.170     0.015
   -54.170     0.015
   -54.170     0.015
   -54.170     0.015
   -54.170     0.015
   -54.070     0.010
   -54.070     0.010
   -54.070     0.010
   -54.070     0.009
   -53.970     0.009
   -53.970     0.008
   -53.970     0.008
   -53.970     0.008
   -53.970     0.008
   -53.970     0.008
   -53.870     0.009
   -53.870     0.009
   -53.870     0.009
   -53.870     0.009
   -53.770     0.008
   -53.770     0.008
   -53.770     0.008
   -53.770     0.008
   -53.770     0.008
   -53.670     0.008
   -53.670     0.008
   -53.670     0.008
   -53.670     0.008
   -53.670     0.008
   -53.670     0.008
   -53.570     0.011
   -53.570     0.011
   -53.570     0.011
   -53.570     0.011
   -53.470     0.019
   -53.470     0.019
   -53.470     0.019
   -53.470     0.019
   -53.470     0.019
   -53.470     0.019
   -53.370     0.025
   -53.370     0.026
   -53.370     0.026
   -53.370     0.026
   -53.370     0.026
   -53.270     0.027
   -53.270     0.027
   -53.270     0.027
   -53.270     0.027
   -53.170     0.024
   -53.170     0.024
   -53.170     0.024
   -53.170     0.024
   -53.170     0.024
   -53.170     0.024
   -53.070     0.017
   -53.070     0.017
   -53.070     0.017
   -53.070     0.017
   -52.970     0.010
   -52.970     0.010
   -52.970     0.010
   -52.970     0.010
   -52.970     0.010
   -52.970     0.010
   -52.870     0.009
   -52.870     0.009
   -52.870     0.009
   -52.870     0.009
   -52.870     0.009
   -52.770     0.012
   -52.770     0.012
   -52.770     0.012
   -52.770     0.012
   -52.670     0.021
   -52.670     0.021
   -52.670     0.021
   -52.670     0.021
   -52.670     0.021
   -52.670     0.021
   -52.570     0.026
   -52.570     0.026
   -52.570     0.026
   -52.570     0.026
   -52.470     0.027
   -52.470     0.027
   -52.470     0.027
   -52.470     0.027
   -52.470     0.027
   -52.470     0.027
   -52.370     0.028
   -52.370     0.028
   -52.370     0.028
   -52.370     0.028
   -52.270     0.028
   -52.270     0.028
   -52.270     0.028
   -52.270     0.028
   -52.270     0.028
   -52.170     0.026
   -52.170     0.026
   -52.170     0.026
   -52.170     0.026
   -52.170     0.026
   -52.170     0.026
   -52.070     0.017
   -52.070     0.017
   -52.070     0.017
   -52.070     0.017
   -51.970     0.010
   -51.970     0.010
   -51.970     0.010
   -51.970     0.010
   -51.970     0.010
   -51.970     0.010
   -51.870     0.008
   -51.870     0.008
   -51.870     0.008
   -51.870     0.008
   -51.870     0.008
   -51.770     0.010
   -51.770     0.010
   -51.770     0.010
   -51.770     0.010
   -51.670     0.012
   -51.670     0.012
   -51.670     0.012
   -51.670     0.012
   -51.670     0.012
   -51.670     0.012
   -51.570     0.022
   -51.570     0.022
   -51.570     0.022
   -51.570     0.022
   -51.470     0.026
   -51.470     0.026
   -51.470     0.026
   -51.470     0.027
   -51.470     0.027
   -51.470     0.027
   -51.370     0.027
   -51.370     0.027
   -51.370     0.027
   -51.370     0.027
   -51.370     0.027
   -51.270     0.023
   -51.270     0.023
   -51.270     0.023
   -51.270     0.023
   -51.170     0.013
   -51.170     0.013
   -51.170     0.013
   -51.170     0.013
   -51.170     0.013
   -51.170     0.013
   -51.070     0.009
   -51.070     0.009
   -51.070     0.009
   -51.070     0.009
   -50.970     0.010
   -50.970     0.010
   -50.970     0.010
   -50.970     0.010
   -50.970     0.010
   -50.970     0.010
   -50.870     0.010
   -50.870     0.010
   -50.870     0.010
   -50.870     0.010
   -50.870     0.010
   -50.769     0.011
   -50.769     0.011
   -50.769     0.011
   -50.769     0.011
   -50.670     0.012
   -50.670     0.012
   -50.670     0.012
   -50.670     0.012
   -50.670     0.012
   -50.670     0.012
   -50.570     0.013
   -50.570     0.013
   -50.570     0.013
   -50.570     0.013
   -50.470     0.019
   -50.470     0.019
   -50.470     0.019
   -50.470     0.020
   -50.470     0.020
   -50.470     0.020
   -50.370     0.027
   -50.370     0.027
   -50.370     0.027
   -50.370     0.027
   -50.370     0.027
   -50.269     0.028
   -50.269     0.028
   -50.269     0.028
   -50.269     0.028
   -50.170     0.026
   -50.170     0.026
   -50.170     0.026
   -50.170     0.026
   -50.170     0.026
   -50.170     0.025
   -50.070     0.020
   -50.070     0.020
   -50.070     0.020
   -50.070     0.020
   -49.970     0.011
   -49.970     0.011
   -49.970     0.011
   -49.970     0.011
   -49.970     0.011
   -49.970     0.011
   -49.870     0.010
   -49.870     0.009
   -49.870     0.009
   -49.870     0.009
   -49.870     0.009
   -49.770     0.010
   -49.770     0.010
   -49.770     0.010
   -49.770     0.010
   -49.670     0.009
   -49.670     0.009
   -49.670     0.009
   -49.670     0.009
   -49.670     0.009
   -49.670     0.009
   -49.570     0.009
   -49.570     0.009
   -49.570     0.009
   -49.570     0.009
   -49.470     0.009
   -49.470     0.009
   -49.470     0.009
   -49.470     0.009
   -49.470     0.009
   -49.470     0.009
   -49.370     0.009
   -49.370     0.009
   -49.370     0.009
   -49.370     0.009
   -49.270     0.011
   -49.270     0.011
   -49.270     0.011
   -49.270     0.011
   -49.270     0.011
   -49.170     0.016
   -49.170     0.016
   -49.170     0.016
   -49.170     0.016
   -49.170     0.016
   -49.170     0.016
   -49.070     0.025
   -49.070     0.025
   -49.070     0.025
   -49.070     0.025
   -48.969     0.028
   -48.969     0.028
   -48.969     0.028
   -48.969     0.028
   -48.969     0.028
   -48.969     0.028
   -48.870     0.027
   -48.870     0.027
   -48.870     0.027
   -48.870     0.027
   -48.870     0.027
   -48.770     0.026
   -48.770     0.026
   -48.770     0.026
   -48.770     0.026
   -48.670     0.024
   -48.670     0.024
   -48.670     0.024
   -48.670     0.024
   -48.670     0.024
   -48.670     0.024
   -48.570     0.013
   -48.570     0.013
   -48.570     0.013
   -48.570     0.013
   -48.469     0.009
   -48.469     0.009
   -48.469     0.009
   -48.469     0.009
   -48.469     0.009
   -48.469     0.009
   -48.370     0.011
   -48.370     0.011
   -48.370     0.011
   -48.370     0.011
   -48.370     0.011
   -48.270     0.014
   -48.270     0.014
   -48.270     0.014
   -48.270     0.014
   -48.170     0.024
   -48.170     0.024
   -48.170     0.024
   -48.170     0.024
   -48.170     0.024
   -48.170     0.024
   -48.070     0.028
   -48.070     0.028
   -48.070     0.028
   -48.070     0.028
   -47.969     0.027
   -47.969     0.027
   -47.969     0.027
   -47.969     0.027
   -47.969     0.027
   -47.969     0.027
   -47.870     0.027
   -47.870     0.027
   -47.870     0.027
   -47.870     0.027
   -47.870     0.027
   -47.770     0.022
   -47.770     0.022
   -47.770     0.022
   -47.770     0.022
   -47.670     0.011
   -47.670     0.011
   -47.670     0.011
   -47.670     0.011
   -47.670     0.011
   -47.670     0.011
   -47.570     0.010
   -47.570     0.010
   -47.570     0.010
   -47.570     0.010
   -47.470     0.010
   -47.470     0.010
   -47.470     0.010
   -47.470     0.010
   -47.470     0.010
   -47.470     0.010
   -47.370     0.011
   -47.370     0.011
   -47.370     0.011
   -47.370     0.011
   -47.370     0.011
   -47.270     0.013
   -47.270     0.013
   -47.270     0.013
   -47.270     0.013
   -47.170     0.015
   -47.170     0.015
   -47.170     0.015
   -47.170     0.015
