# tToFail   Slip
   -47.170     0.015
   -47.170     0.015
   -47.070     0.020
   -47.070     0.020
   -47.070     0.020
   -47.070     0.020
   -46.970     0.026
   -46.970     0.026
   -46.970     0.026
   -46.970     0.026
   -46.970     0.026
   -46.970     0.026
   -46.870     0.028
   -46.870     0.028
   -46.870     0.028
   -46.870     0.028
   -46.770     0.028
   -46.770     0.028
   -46.770     0.028
   -46.770     0.028
   -46.770     0.028
   -46.670     0.027
   -46.670     0.027
   -46.670     0.027
   -46.670     0.027
   -46.670     0.027
   -46.670     0.027
   -46.570     0.022
   -46.570     0.022
   -46.570     0.022
   -46.570     0.022
   -46.470     0.010
   -46.470     0.010
   -46.470     0.010
   -46.470     0.010
   -46.470     0.010
   -46.470     0.010
   -46.370     0.010
   -46.370     0.010
   -46.370     0.009
   -46.370     0.009
   -46.270     0.010
   -46.270     0.010
   -46.270     0.010
   -46.270     0.010
   -46.270     0.010
   -46.169     0.010
   -46.169     0.010
   -46.169     0.010
   -46.169     0.010
   -46.169     0.010
   -46.169     0.010
   -46.070     0.009
   -46.070     0.009
   -46.070     0.009
   -46.070     0.009
   -45.970     0.011
   -45.970     0.011
   -45.970     0.011
   -45.970     0.010
   -45.970     0.010
   -45.970     0.010
   -45.870     0.011
   -45.870     0.011
   -45.870     0.011
   -45.870     0.011
   -45.870     0.011
   -45.770     0.013
   -45.770     0.013
   -45.770     0.013
   -45.770     0.013
   -45.669     0.022
   -45.669     0.022
   -45.669     0.022
   -45.669     0.022
   -45.669     0.022
   -45.669     0.022
   -45.570     0.028
   -45.570     0.028
   -45.570     0.028
   -45.570     0.028
   -45.470     0.027
   -45.470     0.027
   -45.470     0.027
   -45.470     0.027
   -45.470     0.027
   -45.470     0.027
   -45.370     0.022
   -45.370     0.022
   -45.370     0.022
   -45.370     0.022
   -45.370     0.022
   -45.270     0.011
   -45.270     0.011
   -45.270     0.011
   -45.270     0.011
   -45.170     0.009
   -45.170     0.009
   -45.170     0.009
   -45.170     0.009
   -45.170     0.009
   -45.170     0.009
   -45.070     0.011
   -45.070     0.011
   -45.070     0.011
   -45.070     0.011
   -44.970     0.012
   -44.970     0.012
   -44.970     0.012
   -44.970     0.012
   -44.970     0.012
   -44.970     0.012
   -44.870     0.016
   -44.870     0.016
   -44.870     0.016
   -44.870     0.016
   -44.870     0.016
   -44.770     0.024
   -44.770     0.024
   -44.770     0.024
   -44.770     0.024
   -44.670     0.029
   -44.670     0.029
   -44.670     0.029
   -44.670     0.030
   -44.670     0.030
   -44.670     0.030
   -44.570     0.027
   -44.570     0.027
   -44.570     0.027
   -44.570     0.027
   -44.470     0.023
   -44.470     0.023
   -44.470     0.023
   -44.470     0.023
   -44.470     0.023
   -44.470     0.023
   -44.369     0.013
   -44.369     0.013
   -44.369     0.013
   -44.369     0.013
   -44.270     0.010
   -44.270     0.010
   -44.270     0.010
   -44.270     0.010
   -44.270     0.010
   -44.170     0.010
   -44.170     0.010
   -44.170     0.010
   -44.170     0.010
   -44.170     0.010
   -44.170     0.010
   -44.070     0.012
   -44.070     0.012
   -44.070     0.012
   -44.070     0.012
   -43.970     0.016
   -43.970     0.016
   -43.970     0.016
   -43.970     0.016
   -43.970     0.016
   -43.970     0.016
   -43.869     0.026
   -43.869     0.026
   -43.869     0.026
   -43.869     0.026
   -43.770     0.029
   -43.770     0.029
   -43.770     0.029
   -43.770     0.029
   -43.770     0.029
   -43.670     0.030
   -43.670     0.030
   -43.670     0.030
   -43.670     0.030
   -43.670     0.030
   -43.670     0.030
   -43.570     0.027
   -43.570     0.027
   -43.570     0.027
   -43.570     0.027
   -43.470     0.021
   -43.470     0.021
   -43.470     0.021
   -43.470     0.021
   -43.470     0.021
   -43.470     0.021
   -43.370     0.011
   -43.370     0.011
   -43.370     0.011
   -43.370     0.011
   -43.370     0.011
   -43.270     0.009
   -43.270     0.009
   -43.270     0.009
   -43.270     0.009
   -43.170     0.011
   -43.170     0.011
   -43.170     0.011
   -43.170     0.011
   -43.170     0.011
   -43.170     0.011
   -43.070     0.016
   -43.070     0.016
   -43.070     0.016
   -43.070     0.016
   -42.970     0.025
   -42.970     0.025
   -42.970     0.025
   -42.970     0.025
   -42.970     0.025
   -42.970     0.025
   -42.870     0.029
   -42.870     0.029
   -42.870     0.029
   -42.870     0.029
   -42.870     0.029
   -42.770     0.028
   -42.770     0.028
   -42.770     0.028
   -42.770     0.028
   -42.670     0.024
   -42.670     0.024
   -42.670     0.024
   -42.670     0.024
   -42.670     0.024
   -42.670     0.024
   -42.569     0.013
   -42.569     0.013
   -42.569     0.013
   -42.569     0.013
   -42.470     0.010
   -42.470     0.010
   -42.470     0.010
   -42.470     0.010
   -42.470     0.010
   -42.470     0.010
   -42.370     0.011
   -42.370     0.011
   -42.370     0.011
   -42.370     0.011
   -42.370     0.011
   -42.270     0.011
   -42.270     0.011
   -42.270     0.011
   -42.270     0.011
   -42.170     0.012
   -42.170     0.012
   -42.170     0.012
   -42.170     0.012
   -42.170     0.012
   -42.170     0.012
   -42.069     0.015
   -42.069     0.015
   -42.069     0.015
   -42.069     0.015
   -41.970     0.021
   -41.970     0.021
   -41.970     0.021
   -41.970     0.021
   -41.970     0.021
   -41.970     0.021
   -41.870     0.028
   -41.870     0.028
   -41.870     0.028
   -41.870     0.028
   -41.870     0.028
   -41.770     0.029
   -41.770     0.029
   -41.770     0.029
   -41.770     0.029
   -41.670     0.028
   -41.670     0.028
   -41.670     0.028
   -41.670     0.028
   -41.670     0.028
   -41.670     0.028
   -41.569     0.023
   -41.569     0.023
   -41.569     0.023
   -41.569     0.023
   -41.470     0.012
   -41.470     0.012
   -41.470     0.012
   -41.470     0.012
   -41.470     0.012
   -41.470     0.012
   -41.370     0.010
   -41.370     0.010
   -41.370     0.010
   -41.370     0.010
   -41.270     0.012
   -41.270     0.012
   -41.270     0.012
   -41.270     0.012
   -41.270     0.012
   -41.170     0.013
   -41.170     0.013
   -41.170     0.013
   -41.170     0.013
   -41.170     0.013
   -41.170     0.013
   -41.070     0.016
   -41.070     0.016
   -41.070     0.016
   -41.070     0.016
   -40.970     0.024
   -40.970     0.024
   -40.970     0.024
   -40.970     0.024
   -40.970     0.024
   -40.970     0.024
   -40.870     0.029
   -40.870     0.029
   -40.870     0.029
   -40.870     0.029
   -40.870     0.029
   -40.770     0.028
   -40.770     0.028
   -40.770     0.028
   -40.770     0.028
   -40.670     0.026
   -40.670     0.026
   -40.670     0.026
   -40.670     0.026
   -40.670     0.026
   -40.670     0.026
   -40.570     0.017
   -40.570     0.017
   -40.570     0.017
   -40.570     0.017
   -40.470     0.010
   -40.470     0.010
   -40.470     0.010
   -40.470     0.010
   -40.470     0.010
   -40.470     0.010
   -40.370     0.010
   -40.370     0.010
   -40.370     0.010
   -40.370     0.010
   -40.370     0.010
   -40.270     0.011
   -40.270     0.011
   -40.270     0.011
   -40.270     0.011
   -40.170     0.014
   -40.170     0.014
   -40.170     0.014
   -40.170     0.014
   -40.170     0.014
   -40.170     0.014
   -40.070     0.020
   -40.070     0.020
   -40.070     0.020
   -40.070     0.020
   -39.970     0.028
   -39.970     0.028
   -39.970     0.028
   -39.970     0.028
   -39.970     0.028
   -39.970     0.028
   -39.870     0.028
   -39.870     0.028
   -39.870     0.028
   -39.870     0.028
   -39.870     0.028
   -39.770     0.024
   -39.770     0.024
   -39.770     0.024
   -39.770     0.024
   -39.670     0.016
   -39.670     0.016
   -39.670     0.016
   -39.670     0.016
   -39.670     0.016
   -39.670     0.016
   -39.570     0.011
   -39.570     0.011
   -39.570     0.011
   -39.570     0.011
   -39.470     0.011
   -39.470     0.011
   -39.470     0.011
   -39.470     0.011
   -39.470     0.011
   -39.470     0.011
   -39.370     0.014
   -39.370     0.014
   -39.370     0.014
   -39.370     0.014
   -39.370     0.014
   -39.270     0.019
   -39.270     0.019
   -39.270     0.019
   -39.270     0.019
   -39.170     0.027
   -39.170     0.027
   -39.170     0.028
   -39.170     0.028
   -39.170     0.028
   -39.170     0.028
   -39.070     0.031
   -39.070     0.031
   -39.070     0.031
   -39.070     0.031
   -38.970     0.031
   -38.970     0.031
   -38.970     0.031
   -38.970     0.031
   -38.970     0.031
   -38.970     0.031
   -38.870     0.026
   -38.870     0.026
   -38.870     0.026
   -38.870     0.026
   -38.770     0.016
   -38.770     0.016
   -38.770     0.016
   -38.770     0.016
   -38.770     0.016
   -38.670     0.011
   -38.670     0.011
   -38.670     0.011
   -38.670     0.011
   -38.670     0.010
   -38.670     0.010
   -38.570     0.011
   -38.570     0.011
   -38.570     0.011
   -38.570     0.011
   -38.470     0.012
   -38.470     0.012
   -38.470     0.012
   -38.470     0.012
   -38.470     0.012
   -38.470     0.012
   -38.370     0.012
   -38.370     0.012
   -38.370     0.012
   -38.370     0.012
   -38.370     0.012
   -38.270     0.013
   -38.270     0.013
   -38.270     0.013
   -38.270     0.013
   -38.170     0.015
   -38.170     0.015
   -38.170     0.015
   -38.170     0.015
   -38.170     0.015
   -38.170     0.015
   -38.070     0.021
   -38.070     0.021
   -38.070     0.021
   -38.070     0.021
   -37.970     0.029
   -37.970     0.029
   -37.970     0.029
   -37.970     0.029
   -37.970     0.029
   -37.970     0.029
   -37.870     0.030
   -37.870     0.030
   -37.870     0.030
   -37.870     0.030
   -37.770     0.029
   -37.770     0.029
   -37.770     0.029
   -37.770     0.029
   -37.770     0.029
   -37.670     0.026
   -37.670     0.026
   -37.670     0.026
   -37.670     0.026
   -37.670     0.026
   -37.670     0.026
   -37.570     0.018
   -37.570     0.018
   -37.570     0.018
   -37.570     0.018
   -37.470     0.011
   -37.470     0.011
   -37.470     0.011
   -37.470     0.011
   -37.470     0.011
   -37.470     0.011
   -37.370     0.011
   -37.370     0.011
   -37.370     0.011
   -37.370     0.011
   -37.370     0.011
   -37.270     0.013
   -37.270     0.013
   -37.270     0.013
   -37.270     0.013
   -37.170     0.014
   -37.170     0.014
   -37.170     0.014
   -37.170     0.014
   -37.170     0.014
   -37.170     0.014
   -37.070     0.015
   -37.070     0.015
   -37.070     0.016
   -37.070     0.016
   -36.970     0.019
   -36.970     0.019
   -36.970     0.019
   -36.970     0.019
   -36.970     0.019
   -36.970     0.019
   -36.870     0.024
   -36.870     0.024
   -36.870     0.024
   -36.870     0.024
   -36.870     0.024
   -36.770     0.030
   -36.770     0.030
   -36.770     0.030
   -36.770     0.030
   -36.670     0.031
   -36.670     0.031
   -36.670     0.031
   -36.670     0.031
   -36.670     0.031
   -36.670     0.031
   -36.570     0.031
   -36.570     0.031
   -36.570     0.031
   -36.570     0.031
   -36.470     0.030
   -36.470     0.030
   -36.470     0.030
   -36.470     0.030
   -36.470     0.030
   -36.470     0.030
   -36.370     0.028
   -36.370     0.028
   -36.370     0.028
   -36.370     0.028
   -36.270     0.022
   -36.270     0.022
   -36.270     0.022
   -36.270     0.022
   -36.270     0.022
   -36.170     0.014
   -36.170     0.014
   -36.170     0.014
   -36.170     0.014
   -36.170     0.014
   -36.170     0.014
   -36.070     0.012
   -36.070     0.012
   -36.070     0.012
   -36.070     0.012
   -35.970     0.015
   -35.970     0.015
   -35.970     0.015
   -35.970     0.015
   -35.970     0.015
   -35.970     0.015
   -35.870     0.022
   -35.870     0.022
   -35.870     0.022
   -35.870     0.022
   -35.870     0.022
   -35.770     0.029
   -35.770     0.029
   -35.770     0.030
   -35.770     0.030
   -35.670     0.031
   -35.670     0.031
   -35.670     0.031
   -35.670     0.031
   -35.670     0.031
   -35.670     0.031
   -35.570     0.031
   -35.570     0.031
   -35.570     0.031
   -35.570     0.031
   -35.470     0.028
   -35.470     0.028
   -35.470     0.028
   -35.470     0.028
   -35.470     0.028
   -35.470     0.028
   -35.370     0.021
   -35.370     0.021
   -35.370     0.021
   -35.370     0.021
   -35.370     0.021
   -35.270     0.015
   -35.270     0.015
   -35.270     0.015
   -35.270     0.014
   -35.170     0.013
   -35.170     0.013
   -35.170     0.013
   -35.170     0.013
   -35.170     0.013
   -35.170     0.013
   -35.070     0.016
   -35.070     0.016
   -35.070     0.016
   -35.070     0.016
   -34.970     0.023
   -34.970     0.023
   -34.970     0.023
   -34.970     0.023
   -34.970     0.023
   -34.970     0.023
   -34.870     0.030
   -34.870     0.031
   -34.870     0.031
   -34.870     0.031
   -34.770     0.033
   -34.770     0.033
   -34.770     0.033
   -34.770     0.033
   -34.770     0.033
   -34.670     0.033
   -34.670     0.033
   -34.670     0.033
   -34.670     0.033
   -34.670     0.033
   -34.670     0.033
   -34.570     0.032
   -34.570     0.032
   -34.570     0.032
   -34.570     0.032
   -34.470     0.028
   -34.470     0.028
   -34.470     0.028
   -34.470     0.028
   -34.470     0.028
   -34.470     0.028
   -34.370     0.020
   -34.370     0.020
   -34.370     0.020
   -34.370     0.020
   -34.370     0.020
   -34.270     0.013
   -34.270     0.013
   -34.270     0.013
   -34.270     0.013
   -34.170     0.013
   -34.170     0.013
   -34.170     0.013
   -34.170     0.013
   -34.170     0.013
   -34.170     0.013
   -34.070     0.015
   -34.070     0.015
   -34.070     0.015
   -34.070     0.015
   -33.970     0.017
   -33.970     0.017
   -33.970     0.017
   -33.970     0.017
   -33.970     0.017
   -33.970     0.017
   -33.870     0.020
   -33.870     0.020
   -33.870     0.020
   -33.870     0.020
   -33.770     0.026
   -33.770     0.026
   -33.770     0.026
   -33.770     0.026
   -33.770     0.026
   -33.670     0.031
   -33.670     0.031
   -33.670     0.031
   -33.670     0.031
   -33.670     0.031
   -33.670     0.031
   -33.570     0.032
   -33.570     0.032
   -33.570     0.032
   -33.570     0.032
   -33.470     0.032
   -33.470     0.032
   -33.470     0.032
   -33.470     0.032
   -33.470     0.032
   -33.470     0.032
   -33.370     0.029
   -33.370     0.029
   -33.370     0.029
   -33.370     0.029
   -33.370     0.029
   -33.270     0.021
   -33.270     0.021
   -33.270     0.021
   -33.270     0.021
   -33.170     0.014
   -33.170     0.014
   -33.170     0.014
   -33.170     0.014
   -33.170     0.014
   -33.170     0.014
   -33.070     0.012
   -33.070     0.012
   -33.070     0.012
   -33.070     0.012
   -32.970     0.013
   -32.970     0.013
   -32.970     0.013
   -32.970     0.013
   -32.970     0.013
   -32.970     0.013
   -32.870     0.014
   -32.870     0.014
   -32.870     0.014
   -32.870     0.014
   -32.870     0.014
   -32.770     0.020
   -32.770     0.020
   -32.770     0.020
   -32.770     0.020
   -32.670     0.027
   -32.670     0.027
   -32.670     0.027
   -32.670     0.028
   -32.670     0.028
   -32.670     0.028
   -32.570     0.031
   -32.570     0.031
   -32.570     0.031
   -32.570     0.031
   -32.470     0.032
   -32.470     0.032
   -32.470     0.032
   -32.470     0.032
   -32.470     0.032
   -32.470     0.032
   -32.370     0.031
   -32.370     0.031
   -32.370     0.031
   -32.370     0.031
   -32.270     0.024
   -32.270     0.024
   -32.270     0.024
   -32.270     0.024
   -32.270     0.024
   -32.170     0.016
   -32.170     0.016
   -32.170     0.016
   -32.170     0.016
   -32.170     0.016
   -32.170     0.016
   -32.070     0.013
   -32.070     0.013
   -32.070     0.013
   -32.070     0.013
   -31.970     0.014
   -31.970     0.014
   -31.970     0.014
   -31.970     0.014
   -31.970     0.014
   -31.970     0.014
   -31.870     0.017
   -31.870     0.017
   -31.870     0.017
   -31.870     0.017
   -31.770     0.026
   -31.770     0.026
   -31.770     0.026
   -31.770     0.026
   -31.770     0.026
   -31.670     0.031
   -31.670     0.031
   -31.670     0.031
   -31.670     0.031
   -31.670     0.031
   -31.670     0.031
   -31.570     0.030
   -31.570     0.030
   -31.570     0.030
   -31.570     0.030
   -31.470     0.028
   -31.470     0.028
   -31.470     0.028
   -31.470     0.028
   -31.470     0.028
   -31.470     0.028
   -31.370     0.020
   -31.370     0.020
   -31.370     0.020
   -31.370     0.020
   -31.370     0.020
   -31.270     0.014
   -31.270     0.014
   -31.270     0.014
   -31.270     0.014
   -31.170     0.014
   -31.170     0.014
   -31.170     0.014
   -31.170     0.014
   -31.170     0.014
   -31.170     0.014
   -31.070     0.017
   -31.070     0.017
   -31.070     0.017
   -31.070     0.017
   -30.970     0.018
   -30.970     0.018
   -30.970     0.018
   -30.970     0.018
   -30.970     0.018
   -30.970     0.018
   -30.870     0.020
   -30.870     0.020
   -30.870     0.020
   -30.870     0.020
   -30.870     0.020
   -30.770     0.028
   -30.770     0.028
   -30.770     0.028
   -30.770     0.029
   -30.670     0.033
   -30.670     0.033
   -30.670     0.033
   -30.670     0.034
   -30.670     0.034
   -30.670     0.034
   -30.570     0.033
   -30.570     0.033
   -30.570     0.033
   -30.570     0.033
   -30.470     0.030
   -30.470     0.030
   -30.470     0.030
   -30.470     0.030
   -30.470     0.030
   -30.470     0.030
   -30.370     0.020
   -30.370     0.020
   -30.370     0.020
   -30.370     0.020
   -30.370     0.020
   -30.270     0.014
   -30.270     0.014
   -30.270     0.014
   -30.270     0.014
   -30.170     0.013
   -30.170     0.013
   -30.170     0.013
   -30.170     0.013
   -30.170     0.013
   -30.170     0.013
   -30.070     0.014
   -30.070     0.014
   -30.070     0.014
   -30.070     0.014
   -29.970     0.016
   -29.970     0.016
   -29.970     0.016
   -29.970     0.016
   -29.970     0.016
   -29.970     0.016
   -29.870     0.019
   -29.870     0.019
   -29.870     0.019
   -29.870     0.019
   -29.870     0.019
   -29.770     0.027
   -29.770     0.027
   -29.770     0.027
   -29.770     0.027
   -29.670     0.032
   -29.670     0.032
   -29.670     0.032
   -29.670     0.032
   -29.670     0.032
   -29.670     0.032
   -29.570     0.032
   -29.570     0.032
   -29.570     0.032
   -29.570     0.032
   -29.470     0.026
   -29.470     0.026
   -29.470     0.026
   -29.470     0.026
   -29.470     0.026
   -29.470     0.026
   -29.370     0.019
   -29.370     0.019
   -29.370     0.019
   -29.370     0.019
   -29.270     0.015
   -29.270     0.015
   -29.270     0.015
   -29.270     0.015
   -29.270     0.015
   -29.170     0.015
   -29.170     0.015
   -29.170     0.015
   -29.170     0.015
   -29.170     0.015
   -29.170     0.015
   -29.070     0.015
   -29.070     0.015
   -29.070     0.015
   -29.070     0.015
   -28.970     0.015
   -28.970     0.015
   -28.970     0.015
   -28.970     0.015
   -28.970     0.015
   -28.970     0.015
   -28.870     0.014
   -28.870     0.014
   -28.870     0.014
   -28.870     0.014
   -28.770     0.015
   -28.770     0.015
   -28.770     0.014
   -28.770     0.014
   -28.770     0.014
   -28.670     0.017
   -28.670     0.017
   -28.670     0.017
   -28.670     0.017
   -28.670     0.017
   -28.670     0.017
   -28.570     0.024
   -28.570     0.024
   -28.570     0.024
   -28.570     0.024
   -28.470     0.031
   -28.470     0.031
   -28.470     0.031
   -28.470     0.031
   -28.470     0.032
   -28.470     0.032
   -28.370     0.034
   -28.370     0.034
   -28.370     0.034
   -28.370     0.034
   -28.370     0.034
   -28.270     0.035
   -28.270     0.035
   -28.270     0.035
   -28.270     0.035
   -28.170     0.034
   -28.170     0.034
   -28.170     0.034
   -28.170     0.034
   -28.170     0.034
   -28.170     0.034
   -28.070     0.033
   -28.070     0.033
   -28.070     0.033
   -28.070     0.033
   -27.970     0.029
   -27.970     0.029
   -27.970     0.029
   -27.970     0.029
   -27.970     0.029
   -27.970     0.029
   -27.870     0.020
   -27.870     0.020
   -27.870     0.019
   -27.870     0.019
   -27.870     0.019
   -27.770     0.016
   -27.770     0.016
   -27.770     0.016
   -27.770     0.016
   -27.670     0.016
   -27.670     0.016
   -27.670     0.016
   -27.670     0.016
   -27.670     0.016
   -27.670     0.016
   -27.570     0.015
   -27.570     0.015
   -27.570     0.015
   -27.570     0.015
   -27.470     0.015
   -27.470     0.015
   -27.470     0.015
   -27.470     0.015
   -27.470     0.015
   -27.470     0.015
   -27.370     0.018
   -27.370     0.018
   -27.370     0.018
   -27.370     0.018
   -27.370     0.018
   -27.270     0.025
   -27.270     0.025
   -27.270     0.025
   -27.270     0.025
   -27.170     0.033
   -27.170     0.033
   -27.170     0.033
   -27.170     0.033
   -27.170     0.033
   -27.170     0.033
   -27.070     0.035
   -27.070     0.035
   -27.070     0.036
   -27.070     0.036
   -26.970     0.035
   -26.970     0.035
   -26.970     0.035
   -26.970     0.035
   -26.970     0.035
   -26.970     0.035
   -26.870     0.033
   -26.870     0.033
   -26.870     0.033
   -26.870     0.033
   -26.870     0.033
   -26.770     0.025
   -26.770     0.025
   -26.770     0.025
   -26.770     0.025
   -26.670     0.018
   -26.670     0.018
   -26.670     0.018
   -26.670     0.018
   -26.670     0.018
   -26.670     0.018
   -26.570     0.017
   -26.570     0.017
   -26.570     0.017
   -26.570     0.017
   -26.470     0.019
   -26.470     0.019
   -26.470     0.019
   -26.470     0.019
   -26.470     0.019
   -26.470     0.019
   -26.370     0.026
   -26.370     0.026
   -26.370     0.026
   -26.370     0.026
   -26.270     0.034
   -26.270     0.035
   -26.270     0.035
   -26.270     0.035
   -26.270     0.035
   -26.170     0.036
   -26.170     0.036
   -26.170     0.036
   -26.170     0.036
   -26.170     0.036
   -26.170     0.036
   -26.070     0.035
   -26.070     0.035
   -26.070     0.035
   -26.070     0.035
   -25.970     0.034
   -25.970     0.034
   -25.970     0.034
   -25.970     0.034
   -25.970     0.034
   -25.970     0.034
   -25.870     0.028
   -25.870     0.028
   -25.870     0.028
   -25.870     0.028
   -25.870     0.028
   -25.770     0.019
   -25.770     0.019
   -25.770     0.019
   -25.770     0.019
   -25.670     0.017
   -25.670     0.017
   -25.670     0.017
   -25.670     0.017
   -25.670     0.017
   -25.670     0.017
   -25.570     0.018
   -25.570     0.018
   -25.570     0.018
   -25.570     0.018
   -25.470     0.021
   -25.470     0.021
   -25.470     0.021
   -25.470     0.021
   -25.470     0.021
   -25.470     0.021
   -25.370     0.030
   -25.370     0.030
   -25.370     0.030
   -25.370     0.030
   -25.370     0.030
   -25.269     0.035
   -25.269     0.035
   -25.269     0.035
   -25.269     0.035
   -25.170     0.036
   -25.170     0.036
   -25.170     0.036
   -25.170     0.036
   -25.170     0.036
   -25.170     0.036
   -25.070     0.036
   -25.070     0.036
   -25.070     0.036
   -25.070     0.036
   -24.970     0.034
   -24.970     0.034
   -24.970     0.034
   -24.970     0.034
   -24.970     0.034
   -24.970     0.034
   -24.870     0.028
   -24.870     0.028
   -24.870     0.028
   -24.870     0.028
   -24.870     0.028
   -24.769     0.019
   -24.769     0.019
   -24.769     0.019
   -24.769     0.019
   -24.670     0.017
   -24.670     0.017
   -24.670     0.017
   -24.670     0.017
   -24.670     0.017
   -24.670     0.017
   -24.570     0.017
   -24.570     0.017
   -24.570     0.017
   -24.570     0.017
   -24.470     0.019
   -24.470     0.019
   -24.470     0.019
   -24.470     0.019
   -24.470     0.019
   -24.470     0.019
   -24.370     0.024
   -24.370     0.024
   -24.370     0.024
   -24.370     0.024
   -24.270     0.033
   -24.270     0.033
   -24.270     0.033
   -24.270     0.033
   -24.270     0.033
   -24.170     0.036
   -24.170     0.036
   -24.170     0.036
   -24.170     0.036
   -24.170     0.036
   -24.170     0.036
   -24.070     0.036
   -24.070     0.036
   -24.070     0.036
   -24.070     0.036
   -23.970     0.036
   -23.970     0.036
   -23.970     0.036
   -23.970     0.036
   -23.970     0.036
   -23.970     0.036
   -23.870     0.035
   -23.870     0.035
   -23.870     0.035
   -23.870     0.035
   -23.870     0.035
   -23.770     0.034
   -23.770     0.034
   -23.770     0.034
   -23.770     0.034
   -23.670     0.028
   -23.670     0.028
   -23.670     0.028
   -23.670     0.028
   -23.670     0.028
   -23.670     0.028
   -23.570     0.020
   -23.570     0.020
   -23.570     0.020
   -23.570     0.020
   -23.469     0.017
   -23.469     0.017
   -23.469     0.017
   -23.469     0.017
   -23.469     0.017
   -23.469     0.017
   -23.370     0.017
   -23.370     0.017
   -23.370     0.017
   -23.370     0.017
   -23.370     0.017
   -23.270     0.018
   -23.270     0.018
   -23.270     0.018
   -23.270     0.018
   -23.170     0.019
   -23.170     0.019
   -23.170     0.019
   -23.170     0.019
   -23.170     0.019
   -23.170     0.019
   -23.070     0.019
   -23.070     0.019
   -23.070     0.019
   -23.070     0.019
   -22.969     0.026
   -22.969     0.026
   -22.969     0.026
   -22.969     0.026
   -22.969     0.026
   -22.969     0.026
   -22.870     0.034
   -22.870     0.034
   -22.870     0.034
   -22.870     0.034
   -22.870     0.035
   -22.770     0.037
   -22.770     0.037
   -22.770     0.037
   -22.770     0.037
   -22.670     0.035
   -22.670     0.035
   -22.670     0.035
   -22.670     0.035
   -22.670     0.035
   -22.670     0.035
   -22.570     0.029
   -22.570     0.029
   -22.570     0.029
   -22.570     0.029
   -22.469     0.017
   -22.469     0.017
   -22.469     0.017
   -22.469     0.017
   -22.469     0.017
   -22.469     0.017
   -22.370     0.017
   -22.370     0.017
   -22.370     0.017
   -22.370     0.017
   -22.370     0.017
   -22.270     0.023
   -22.270     0.023
   -22.270     0.023
   -22.270     0.023
   -22.170     0.037
   -22.170     0.037
   -22.170     0.037
   -22.170     0.037
   -22.170     0.037
   -22.170     0.037
   -22.070     0.037
   -22.070     0.037
   -22.070     0.037
   -22.070     0.037
   -21.970     0.034
   -21.970     0.034
   -21.970     0.034
   -21.970     0.034
   -21.970     0.034
   -21.970     0.034
   -21.870     0.024
   -21.870     0.024
   -21.870     0.024
   -21.870     0.024
   -21.870     0.024
   -21.770     0.017
   -21.770     0.017
   -21.770     0.017
   -21.770     0.017
   -21.670     0.016
   -21.670     0.016
   -21.670     0.016
   -21.670     0.016
   -21.670     0.016
   -21.670     0.016
   -21.570     0.018
   -21.570     0.018
   -21.570     0.018
   -21.570     0.018
   -21.470     0.019
   -21.470     0.019
   -21.470     0.019
   -21.470     0.019
   -21.470     0.019
   -21.470     0.019
   -21.370     0.025
   -21.370     0.025
   -21.370     0.025
   -21.370     0.025
   -21.270     0.034
   -21.270     0.034
   -21.270     0.034
   -21.270     0.034
   -21.270     0.034
   -21.170     0.037
   -21.170     0.037
   -21.170     0.037
   -21.170     0.037
   -21.170     0.037
   -21.170     0.037
   -21.070     0.035
   -21.070     0.035
   -21.070     0.035
   -21.070     0.035
   -20.970     0.032
   -20.970     0.032
   -20.970     0.032
   -20.970     0.032
   -20.970     0.032
   -20.970     0.032
   -20.870     0.021
   -20.870     0.021
   -20.870     0.021
   -20.870     0.021
   -20.870     0.021
   -20.770     0.017
   -20.770     0.017
   -20.770     0.017
   -20.770     0.017
   -20.669     0.020
   -20.669     0.020
   -20.669     0.020
   -20.669     0.020
   -20.669     0.020
   -20.669     0.020
   -20.570     0.027
   -20.570     0.027
   -20.570     0.027
   -20.570     0.027
   -20.470     0.037
   -20.470     0.037
   -20.470     0.037
   -20.470     0.037
   -20.470     0.037
   -20.470     0.037
   -20.370     0.038
   -20.370     0.038
   -20.370     0.038
   -20.370     0.038
   -20.370     0.038
   -20.270     0.039
   -20.270     0.039
   -20.270     0.039
   -20.270     0.039
   -20.270     0.039
   -20.169     0.036
   -20.169     0.036
   -20.169     0.036
   -20.169     0.036
   -20.169     0.036
   -20.070     0.033
   -20.070     0.033
   -20.070     0.033
   -20.070     0.033
   -19.970     0.021
   -19.970     0.021
   -19.970     0.021
   -19.970     0.021
   -19.970     0.021
   -19.970     0.021
   -19.870     0.019
   -19.870     0.019
   -19.870     0.019
   -19.870     0.019
   -19.870     0.019
   -19.770     0.021
   -19.770     0.021
   -19.770     0.021
   -19.770     0.021
   -19.770     0.021
   -19.670     0.022
   -19.670     0.022
   -19.670     0.022
   -19.670     0.022
   -19.670     0.022
   -19.570     0.022
   -19.570     0.022
   -19.570     0.022
   -19.570     0.022
   -19.570     0.022
   -19.470     0.022
   -19.470     0.022
   -19.470     0.022
   -19.470     0.022
   -19.470     0.022
   -19.370     0.022
   -19.370     0.022
   -19.370     0.022
   -19.370     0.022
   -19.370     0.022
   -19.270     0.020
   -19.270     0.019
   -19.270     0.019
   -19.270     0.019
   -19.270     0.019
   -19.170     0.020
   -19.170     0.020
