# Time  Stress
 2844.1650 0.660
 2844.2646 0.660
 2844.3643 0.660
 2844.4639 0.660
 2844.5635 0.660
 2844.6631 0.660
 2844.7627 0.660
 2844.8623 0.660
 2844.9619 0.660
 2845.0615 0.660
 2845.1611 0.661
 2845.2607 0.661
 2845.3604 0.661
 2845.4600 0.661
 2845.5596 0.661
 2845.6592 0.661
 2845.7588 0.661
 2845.8584 0.661
 2845.9580 0.661
 2846.0576 0.661
 2846.1572 0.661
 2846.2568 0.661
 2846.3564 0.661
 2846.4561 0.661
 2846.5557 0.661
 2846.6553 0.661
 2846.7549 0.661
 2846.8545 0.662
 2846.9541 0.662
 2847.0537 0.662
 2847.1533 0.662
 2847.2529 0.662
 2847.3525 0.662
 2847.4521 0.662
 2847.5518 0.662
 2847.6514 0.662
 2847.7510 0.662
 2847.8506 0.662
 2847.9502 0.662
 2848.0498 0.661
 2848.1494 0.661
 2848.2490 0.661
 2848.3486 0.661
 2848.4482 0.661
 2848.5479 0.661
 2848.6475 0.661
 2848.7471 0.661
 2848.8467 0.661
 2848.9463 0.662
 2849.0459 0.662
 2849.1455 0.662
 2849.2451 0.662
 2849.3447 0.662
 2849.4443 0.662
 2849.5439 0.662
 2849.6436 0.662
 2849.7432 0.662
 2849.8428 0.662
 2849.9424 0.662
 2850.0420 0.662
 2850.1416 0.662
 2850.2412 0.662
 2850.3408 0.662
 2850.4404 0.662
 2850.5400 0.662
 2850.6396 0.662
 2850.7393 0.662
 2850.8389 0.662
 2850.9385 0.662
 2851.0381 0.662
 2851.1377 0.662
 2851.2373 0.662
 2851.3369 0.662
 2851.4365 0.662
 2851.5361 0.662
 2851.6357 0.662
 2851.7354 0.663
 2851.8350 0.663
 2851.9346 0.663
 2852.0342 0.663
 2852.1338 0.663
 2852.2334 0.663
 2852.3330 0.663
 2852.4326 0.663
 2852.5322 0.663
 2852.6318 0.662
 2852.7314 0.662
 2852.8311 0.662
 2852.9307 0.662
 2853.0303 0.662
 2853.1299 0.662
 2853.2295 0.662
 2853.3291 0.662
 2853.4287 0.662
 2853.5283 0.663
 2853.6279 0.663
 2853.7275 0.663
 2853.8271 0.663
 2853.9268 0.663
 2854.0264 0.663
 2854.1260 0.663
 2854.2256 0.663
 2854.3252 0.663
 2854.4248 0.663
 2854.5244 0.663
 2854.6240 0.663
 2854.7236 0.663
 2854.8232 0.663
 2854.9229 0.663
 2855.0225 0.664
 2855.1221 0.664
 2855.2217 0.664
 2855.3213 0.664
 2855.4209 0.664
 2855.5205 0.664
 2855.6201 0.664
 2855.7197 0.664
 2855.8193 0.664
 2855.9189 0.664
 2856.0186 0.663
 2856.1182 0.663
 2856.2178 0.663
 2856.3174 0.663
 2856.4170 0.663
 2856.5166 0.663
 2856.6162 0.663
 2856.7158 0.663
 2856.8154 0.664
 2856.9150 0.664
 2857.0146 0.664
 2857.1143 0.664
 2857.2139 0.664
 2857.3135 0.664
 2857.4131 0.664
 2857.5127 0.664
 2857.6123 0.664
 2857.7119 0.664
 2857.8115 0.664
 2857.9111 0.664
 2858.0107 0.664
 2858.1104 0.664
 2858.2100 0.664
 2858.3096 0.664
 2858.4092 0.664
 2858.5088 0.664
 2858.6084 0.664
 2858.7080 0.664
 2858.8076 0.664
 2858.9072 0.664
 2859.0068 0.664
 2859.1064 0.664
 2859.2061 0.665
 2859.3057 0.665
 2859.4053 0.665
 2859.5049 0.665
 2859.6045 0.665
 2859.7041 0.665
 2859.8037 0.665
 2859.9033 0.665
 2860.0029 0.664
 2860.1025 0.664
 2860.2021 0.664
 2860.3018 0.664
 2860.4014 0.664
 2860.5010 0.664
 2860.6006 0.664
 2860.7002 0.664
 2860.7998 0.664
 2860.8994 0.664
 2860.9990 0.664
 2861.0986 0.664
 2861.1982 0.664
 2861.2979 0.664
 2861.3975 0.665
 2861.4971 0.665
 2861.5967 0.665
 2861.6963 0.665
 2861.7959 0.665
 2861.8955 0.665
 2861.9951 0.665
 2862.0947 0.665
 2862.1943 0.665
 2862.2939 0.665
 2862.3936 0.665
 2862.4932 0.665
 2862.5928 0.664
 2862.6924 0.664
 2862.7920 0.664
 2862.8916 0.664
 2862.9912 0.664
 2863.0908 0.664
 2863.1904 0.664
 2863.2900 0.664
 2863.3896 0.665
 2863.4893 0.665
 2863.5889 0.665
 2863.6885 0.665
 2863.7881 0.665
 2863.8877 0.665
 2863.9873 0.666
 2864.0869 0.666
 2864.1865 0.666
 2864.2861 0.665
 2864.3857 0.665
 2864.4854 0.665
 2864.5850 0.665
 2864.6846 0.665
 2864.7842 0.665
 2864.8838 0.665
 2864.9834 0.665
 2865.0830 0.665
 2865.1826 0.665
 2865.2822 0.666
 2865.3818 0.666
 2865.4814 0.666
 2865.5811 0.666
 2865.6807 0.666
 2865.7803 0.666
 2865.8799 0.666
 2865.9795 0.666
 2866.0791 0.666
 2866.1787 0.666
 2866.2783 0.666
 2866.3779 0.666
 2866.4775 0.666
 2866.5771 0.666
 2866.6768 0.666
 2866.7764 0.666
 2866.8760 0.666
 2866.9756 0.666
 2867.0752 0.665
 2867.1748 0.666
 2867.2744 0.666
 2867.3740 0.666
 2867.4736 0.666
 2867.5732 0.666
 2867.6729 0.666
 2867.7725 0.666
 2867.8721 0.666
 2867.9717 0.666
 2868.0713 0.666
 2868.1709 0.666
 2868.2705 0.666
 2868.3701 0.666
 2868.4697 0.666
 2868.5693 0.666
 2868.6689 0.666
 2868.7686 0.666
 2868.8682 0.666
 2868.9678 0.666
 2869.0674 0.666
 2869.1670 0.667
 2869.2666 0.667
 2869.3662 0.667
 2869.4658 0.667
 2869.5654 0.667
 2869.6650 0.667
 2869.7646 0.667
 2869.8643 0.667
 2869.9639 0.666
 2870.0635 0.666
 2870.1631 0.666
 2870.2627 0.666
 2870.3623 0.666
 2870.4619 0.666
 2870.5615 0.666
 2870.6611 0.666
 2870.7607 0.666
 2870.8604 0.666
 2870.9600 0.666
 2871.0596 0.666
 2871.1592 0.667
 2871.2588 0.667
 2871.3584 0.667
 2871.4580 0.667
 2871.5576 0.667
 2871.6572 0.667
 2871.7568 0.667
 2871.8564 0.667
 2871.9561 0.667
 2872.0557 0.667
 2872.1553 0.667
 2872.2549 0.667
 2872.3545 0.667
 2872.4541 0.667
 2872.5537 0.667
 2872.6533 0.667
 2872.7529 0.667
 2872.8525 0.667
 2872.9521 0.667
 2873.0518 0.667
 2873.1514 0.667
 2873.2510 0.667
 2873.3506 0.667
 2873.4502 0.667
 2873.5498 0.667
 2873.6494 0.667
 2873.7490 0.667
 2873.8486 0.667
 2873.9482 0.667
 2874.0479 0.667
 2874.1475 0.668
 2874.2471 0.668
 2874.3467 0.668
 2874.4463 0.668
 2874.5459 0.668
 2874.6455 0.668
 2874.7451 0.668
 2874.8447 0.668
 2874.9443 0.668
 2875.0439 0.668
 2875.1436 0.668
 2875.2432 0.668
 2875.3428 0.668
 2875.4424 0.668
 2875.5420 0.668
 2875.6416 0.668
 2875.7412 0.668
 2875.8408 0.668
 2875.9404 0.668
 2876.0400 0.668
 2876.1396 0.668
 2876.2393 0.668
 2876.3389 0.668
 2876.4385 0.668
 2876.5381 0.668
 2876.6377 0.668
 2876.7373 0.669
 2876.8369 0.669
 2876.9365 0.669
 2877.0361 0.669
 2877.1357 0.669
 2877.2354 0.669
 2877.3350 0.669
 2877.4346 0.669
 2877.5342 0.669
 2877.6338 0.669
 2877.7334 0.668
 2877.8330 0.668
 2877.9326 0.668
 2878.0322 0.668
 2878.1318 0.668
 2878.2314 0.668
 2878.3311 0.668
 2878.4307 0.668
 2878.5303 0.668
 2878.6299 0.668
 2878.7295 0.669
 2878.8291 0.669
 2878.9287 0.669
 2879.0283 0.669
 2879.1279 0.669
 2879.2275 0.669
 2879.3271 0.669
 2879.4268 0.669
 2879.5264 0.669
 2879.6260 0.669
 2879.7256 0.669
 2879.8252 0.669
 2879.9248 0.669
 2880.0244 0.669
 2880.1240 0.669
 2880.2236 0.670
 2880.3232 0.670
 2880.4229 0.670
 2880.5225 0.669
 2880.6221 0.669
 2880.7217 0.669
 2880.8213 0.669
 2880.9209 0.669
 2881.0205 0.669
 2881.1201 0.669
 2881.2197 0.669
 2881.3193 0.669
 2881.4189 0.669
 2881.5186 0.669
 2881.6182 0.669
 2881.7178 0.669
 2881.8174 0.669
 2881.9170 0.669
 2882.0166 0.669
 2882.1162 0.670
 2882.2158 0.670
 2882.3154 0.670
 2882.4150 0.670
 2882.5146 0.670
 2882.6143 0.670
 2882.7139 0.670
 2882.8135 0.670
 2882.9131 0.669
 2883.0127 0.669
 2883.1123 0.669
 2883.2119 0.669
 2883.3115 0.669
 2883.4111 0.669
 2883.5107 0.669
 2883.6104 0.669
 2883.7100 0.670
 2883.8096 0.670
 2883.9092 0.670
 2884.0088 0.670
 2884.1084 0.670
 2884.2080 0.670
 2884.3076 0.670
 2884.4072 0.670
 2884.5068 0.670
 2884.6064 0.670
 2884.7061 0.670
 2884.8057 0.670
 2884.9053 0.670
 2885.0049 0.670
 2885.1045 0.670
 2885.2041 0.670
 2885.3037 0.670
 2885.4033 0.670
 2885.5029 0.670
 2885.6025 0.670
 2885.7021 0.670
 2885.8018 0.670
 2885.9014 0.671
 2886.0010 0.671
 2886.1006 0.671
 2886.2002 0.671
 2886.2998 0.671
 2886.3994 0.671
 2886.4990 0.671
 2886.5986 0.671
 2886.6982 0.671
 2886.7979 0.671
 2886.8975 0.671
 2886.9971 0.670
 2887.0967 0.670
 2887.1963 0.670
 2887.2959 0.670
 2887.3955 0.670
 2887.4951 0.670
 2887.5947 0.670
 2887.6943 0.670
 2887.7939 0.670
 2887.8936 0.671
 2887.9932 0.671
 2888.0928 0.671
 2888.1924 0.671
 2888.2920 0.671
 2888.3916 0.671
 2888.4912 0.671
 2888.5908 0.671
 2888.6904 0.671
 2888.7900 0.671
 2888.8896 0.671
 2888.9893 0.670
 2889.0889 0.670
 2889.1885 0.670
 2889.2881 0.670
 2889.3877 0.670
 2889.4873 0.670
 2889.5869 0.670
 2889.6865 0.670
 2889.7861 0.670
 2889.8857 0.671
 2889.9854 0.671
 2890.0850 0.671
 2890.1846 0.671
 2890.2842 0.671
 2890.3838 0.671
 2890.4834 0.671
 2890.5830 0.671
 2890.6826 0.671
 2890.7822 0.671
 2890.8818 0.672
 2890.9814 0.672
 2891.0811 0.672
 2891.1807 0.672
 2891.2803 0.672
 2891.3799 0.672
 2891.4795 0.672
 2891.5791 0.672
 2891.6787 0.672
 2891.7783 0.672
 2891.8779 0.672
 2891.9775 0.672
 2892.0771 0.672
 2892.1768 0.672
 2892.2764 0.672
 2892.3760 0.672
 2892.4756 0.672
 2892.5752 0.672
 2892.6748 0.672
 2892.7744 0.671
 2892.8740 0.671
 2892.9736 0.671
 2893.0732 0.671
 2893.1729 0.671
 2893.2725 0.671
 2893.3721 0.672
 2893.4717 0.672
 2893.5713 0.672
 2893.6709 0.672
 2893.7705 0.672
 2893.8701 0.672
 2893.9697 0.672
 2894.0693 0.672
 2894.1689 0.672
 2894.2686 0.672
 2894.3682 0.672
 2894.4678 0.672
 2894.5674 0.673
 2894.6670 0.673
 2894.7666 0.673
 2894.8662 0.673
 2894.9658 0.673
 2895.0654 0.673
 2895.1650 0.673
 2895.2646 0.673
 2895.3643 0.673
 2895.4639 0.673
 2895.5635 0.673
 2895.6631 0.673
 2895.7627 0.673
 2895.8623 0.673
 2895.9619 0.673
 2896.0615 0.673
 2896.1611 0.673
 2896.2607 0.673
 2896.3604 0.673
 2896.4600 0.673
 2896.5596 0.673
 2896.6592 0.673
 2896.7588 0.673
 2896.8584 0.673
 2896.9580 0.673
 2897.0576 0.673
 2897.1572 0.672
 2897.2568 0.672
 2897.3564 0.672
 2897.4561 0.672
 2897.5557 0.673
 2897.6553 0.673
 2897.7549 0.673
 2897.8545 0.673
 2897.9541 0.673
 2898.0537 0.673
 2898.1533 0.673
 2898.2529 0.673
 2898.3525 0.673
 2898.4521 0.673
 2898.5518 0.673
 2898.6514 0.673
 2898.7510 0.673
 2898.8506 0.673
 2898.9502 0.673
 2899.0498 0.673
 2899.1494 0.673
 2899.2490 0.673
 2899.3486 0.673
 2899.4482 0.673
 2899.5479 0.673
 2899.6475 0.673
 2899.7471 0.673
 2899.8467 0.673
 2899.9463 0.673
 2900.0459 0.673
 2900.1455 0.674
 2900.2451 0.674
 2900.3447 0.674
 2900.4443 0.674
 2900.5439 0.674
 2900.6436 0.674
 2900.7432 0.674
 2900.8428 0.674
 2900.9424 0.673
 2901.0420 0.673
 2901.1416 0.673
 2901.2412 0.673
 2901.3408 0.673
 2901.4404 0.673
 2901.5400 0.673
 2901.6396 0.673
 2901.7393 0.673
 2901.8389 0.673
 2901.9385 0.674
 2902.0381 0.674
 2902.1377 0.674
 2902.2373 0.674
 2902.3369 0.674
 2902.4365 0.674
 2902.5361 0.674
 2902.6357 0.674
 2902.7354 0.674
 2902.8350 0.674
 2902.9346 0.674
 2903.0342 0.674
 2903.1338 0.673
 2903.2334 0.673
 2903.3330 0.673
 2903.4326 0.674
 2903.5322 0.674
 2903.6318 0.674
 2903.7314 0.674
 2903.8311 0.674
 2903.9307 0.674
 2904.0303 0.674
 2904.1299 0.674
 2904.2295 0.674
 2904.3291 0.674
 2904.4287 0.674
 2904.5283 0.674
 2904.6279 0.674
 2904.7275 0.674
 2904.8271 0.674
 2904.9268 0.674
 2905.0264 0.674
 2905.1260 0.674
 2905.2256 0.674
 2905.3252 0.675
 2905.4248 0.675
 2905.5244 0.675
 2905.6240 0.675
 2905.7236 0.675
 2905.8232 0.675
 2905.9229 0.675
 2906.0225 0.675
 2906.1221 0.675
 2906.2217 0.675
 2906.3213 0.675
 2906.4209 0.675
 2906.5205 0.675
 2906.6201 0.675
 2906.7197 0.675
 2906.8193 0.675
 2906.9189 0.675
 2907.0186 0.675
 2907.1182 0.675
 2907.2178 0.675
 2907.3174 0.675
 2907.4170 0.675
 2907.5166 0.675
 2907.6162 0.675
 2907.7158 0.675
 2907.8154 0.675
 2907.9150 0.675
 2908.0146 0.675
 2908.1143 0.675
 2908.2139 0.675
 2908.3135 0.675
 2908.4131 0.676
 2908.5127 0.676
 2908.6123 0.676
 2908.7119 0.676
 2908.8115 0.676
 2908.9111 0.676
 2909.0107 0.676
 2909.1104 0.676
 2909.2100 0.676
 2909.3096 0.676
 2909.4092 0.676
 2909.5088 0.676
 2909.6084 0.676
 2909.7080 0.676
 2909.8076 0.676
 2909.9072 0.676
 2910.0068 0.676
 2910.1064 0.676
 2910.2061 0.676
 2910.3057 0.676
 2910.4053 0.676
 2910.5049 0.676
 2910.6045 0.676
 2910.7041 0.676
 2910.8037 0.676
 2910.9033 0.676
 2911.0029 0.676
 2911.1025 0.676
 2911.2021 0.676
 2911.3018 0.676
 2911.4014 0.676
 2911.5010 0.676
 2911.6006 0.676
 2911.7002 0.676
 2911.7998 0.676
 2911.8994 0.676
 2911.9990 0.676
 2912.0986 0.676
 2912.1982 0.676
 2912.2979 0.676
 2912.3975 0.677
 2912.4971 0.677
 2912.5967 0.677
 2912.6963 0.677
 2912.7959 0.677
 2912.8955 0.677
 2912.9951 0.677
 2913.0947 0.677
 2913.1943 0.677
 2913.2939 0.676
 2913.3936 0.676
 2913.4932 0.676
 2913.5928 0.676
 2913.6924 0.676
 2913.7920 0.676
 2913.8916 0.676
 2913.9912 0.676
 2914.0908 0.676
 2914.1904 0.676
 2914.2900 0.677
 2914.3896 0.677
 2914.4893 0.677
 2914.5889 0.677
 2914.6885 0.677
 2914.7881 0.677
 2914.8877 0.677
 2914.9873 0.677
 2915.0869 0.677
 2915.1865 0.677
 2915.2861 0.677
 2915.3857 0.676
 2915.4854 0.676
 2915.5850 0.676
 2915.6846 0.676
 2915.7842 0.676
 2915.8838 0.676
 2915.9834 0.676
 2916.0830 0.677
 2916.1826 0.677
 2916.2822 0.677
 2916.3818 0.677
 2916.4814 0.677
 2916.5811 0.677
 2916.6807 0.677
 2916.7803 0.677
 2916.8799 0.677
 2916.9795 0.677
 2917.0791 0.677
 2917.1787 0.677
 2917.2783 0.677
 2917.3779 0.677
 2917.4775 0.677
 2917.5771 0.677
 2917.6768 0.677
 2917.7764 0.677
 2917.8760 0.677
 2917.9756 0.677
 2918.0752 0.677
 2918.1748 0.678
 2918.2744 0.678
 2918.3740 0.678
 2918.4736 0.678
 2918.5732 0.678
 2918.6729 0.678
 2918.7725 0.678
 2918.8721 0.678
 2918.9717 0.678
 2919.0713 0.678
 2919.1709 0.678
 2919.2705 0.678
 2919.3701 0.678
 2919.4697 0.678
 2919.5693 0.678
 2919.6689 0.678
 2919.7686 0.678
 2919.8682 0.678
 2919.9678 0.678
 2920.0674 0.678
 2920.1670 0.678
 2920.2666 0.678
 2920.3662 0.678
 2920.4658 0.678
 2920.5654 0.678
 2920.6650 0.678
 2920.7646 0.678
 2920.8643 0.678
 2920.9639 0.678
 2921.0635 0.678
 2921.1631 0.678
 2921.2627 0.678
 2921.3623 0.678
 2921.4619 0.678
 2921.5615 0.678
 2921.6611 0.678
 2921.7607 0.678
 2921.8604 0.678
 2921.9600 0.679
 2922.0596 0.679
 2922.1592 0.679
 2922.2588 0.679
 2922.3584 0.679
 2922.4580 0.679
 2922.5576 0.679
 2922.6572 0.679
 2922.7568 0.678
 2922.8564 0.678
 2922.9561 0.678
 2923.0557 0.678
 2923.1553 0.678
 2923.2549 0.678
 2923.3545 0.678
 2923.4541 0.678
 2923.5537 0.678
 2923.6533 0.679
 2923.7529 0.679
 2923.8525 0.679
 2923.9521 0.679
 2924.0518 0.679
 2924.1514 0.679
 2924.2510 0.679
 2924.3506 0.679
 2924.4502 0.679
 2924.5498 0.679
 2924.6494 0.679
 2924.7490 0.679
 2924.8486 0.679
 2924.9482 0.679
 2925.0479 0.680
 2925.1475 0.680
 2925.2471 0.680
 2925.3467 0.680
 2925.4463 0.679
 2925.5459 0.679
 2925.6455 0.679
 2925.7451 0.679
 2925.8447 0.679
 2925.9443 0.679
 2926.0439 0.679
 2926.1436 0.679
 2926.2432 0.679
 2926.3428 0.679
 2926.4424 0.679
 2926.5420 0.679
 2926.6416 0.680
 2926.7412 0.680
 2926.8408 0.680
 2926.9404 0.680
 2927.0400 0.680
 2927.1396 0.680
 2927.2393 0.680
 2927.3389 0.680
 2927.4385 0.680
 2927.5381 0.680
 2927.6377 0.680
 2927.7373 0.680
 2927.8369 0.680
 2927.9365 0.680
 2928.0361 0.680
 2928.1357 0.680
 2928.2354 0.680
 2928.3350 0.680
 2928.4346 0.680
 2928.5342 0.680
 2928.6338 0.680
 2928.7334 0.680
 2928.8330 0.680
 2928.9326 0.680
 2929.0322 0.680
 2929.1318 0.680
 2929.2314 0.680
 2929.3311 0.680
 2929.4307 0.680
 2929.5303 0.680
 2929.6299 0.680
 2929.7295 0.680
 2929.8291 0.681
 2929.9287 0.681
 2930.0283 0.681
 2930.1279 0.681
 2930.2275 0.681
 2930.3271 0.680
 2930.4268 0.680
 2930.5264 0.680
 2930.6260 0.680
 2930.7256 0.680
 2930.8252 0.680
 2930.9248 0.680
 2931.0244 0.680
 2931.1240 0.680
 2931.2236 0.680
 2931.3232 0.681
 2931.4229 0.681
 2931.5225 0.681
 2931.6221 0.681
 2931.7217 0.681
 2931.8213 0.681
 2931.9209 0.681
 2932.0205 0.681
 2932.1201 0.680
 2932.2197 0.680
 2932.3193 0.680
 2932.4189 0.680
 2932.5186 0.680
 2932.6182 0.680
 2932.7178 0.680
 2932.8174 0.681
 2932.9170 0.681
 2933.0166 0.681
 2933.1162 0.681
 2933.2158 0.681
 2933.3154 0.681
 2933.4150 0.681
 2933.5146 0.681
 2933.6143 0.681
 2933.7139 0.681
 2933.8135 0.681
 2933.9131 0.681
 2934.0127 0.681
 2934.1123 0.680
 2934.2119 0.680
 2934.3115 0.680
 2934.4111 0.680
 2934.5107 0.680
 2934.6104 0.680
 2934.7100 0.681
 2934.8096 0.681
 2934.9092 0.681
 2935.0088 0.681
 2935.1084 0.681
 2935.2080 0.681
 2935.3076 0.681
 2935.4072 0.682
 2935.5068 0.682
 2935.6064 0.682
 2935.7061 0.682
 2935.8057 0.682
 2935.9053 0.681
 2936.0049 0.681
 2936.1045 0.681
 2936.2041 0.681
 2936.3037 0.681
 2936.4033 0.681
 2936.5029 0.681
 2936.6025 0.681
 2936.7021 0.681
 2936.8018 0.682
 2936.9014 0.682
 2937.0010 0.682
 2937.1006 0.682
 2937.2002 0.682
 2937.2998 0.682
 2937.3994 0.682
 2937.4990 0.682
 2937.5986 0.682
 2937.6982 0.682
 2937.7979 0.682
 2937.8975 0.682
 2937.9971 0.682
 2938.0967 0.682
 2938.1963 0.682
 2938.2959 0.682
 2938.3955 0.682
 2938.4951 0.682
 2938.5947 0.682
 2938.6943 0.682
 2938.7939 0.682
 2938.8936 0.682
 2938.9932 0.682
 2939.0928 0.682
 2939.1924 0.682
 2939.2920 0.682
 2939.3916 0.682
 2939.4912 0.682
 2939.5908 0.682
 2939.6904 0.682
 2939.7900 0.682
 2939.8896 0.682
 2939.9893 0.683
 2940.0889 0.683
 2940.1885 0.683
 2940.2881 0.683
 2940.3877 0.683
 2940.4873 0.683
 2940.5869 0.683
 2940.6865 0.683
 2940.7861 0.683
 2940.8857 0.682
 2940.9854 0.682
 2941.0850 0.682
 2941.1846 0.682
 2941.2842 0.682
 2941.3838 0.682
 2941.4834 0.682
 2941.5830 0.682
 2941.6826 0.683
 2941.7822 0.683
 2941.8818 0.683
 2941.9814 0.683
 2942.0811 0.683
 2942.1807 0.683
 2942.2803 0.683
 2942.3799 0.683
 2942.4795 0.683
 2942.5791 0.683
 2942.6787 0.683
 2942.7783 0.683
 2942.8779 0.683
 2942.9775 0.683
 2943.0771 0.683
 2943.1768 0.683
 2943.2764 0.683
 2943.3760 0.684
 2943.4756 0.684
 2943.5752 0.684
 2943.6748 0.684
 2943.7744 0.684
 2943.8740 0.684
 2943.9736 0.684
 2944.0732 0.684
 2944.1729 0.684
 2944.2725 0.683
 2944.3721 0.683
 2944.4717 0.683
 2944.5713 0.683
 2944.6709 0.683
 2944.7705 0.683
 2944.8701 0.683
 2944.9697 0.683
 2945.0693 0.683
 2945.1689 0.684
 2945.2686 0.684
 2945.3682 0.684
 2945.4678 0.684
 2945.5674 0.684
 2945.6670 0.684
 2945.7666 0.684
 2945.8662 0.684
 2945.9658 0.684
 2946.0654 0.684
 2946.1650 0.684
 2946.2646 0.684
 2946.3643 0.684
 2946.4639 0.684
 2946.5635 0.684
 2946.6631 0.684
 2946.7627 0.684
 2946.8623 0.684
 2946.9619 0.683
 2947.0615 0.683
 2947.1611 0.683
 2947.2607 0.683
 2947.3604 0.683
 2947.4600 0.684
 2947.5596 0.684
 2947.6592 0.684
 2947.7588 0.684
 2947.8584 0.684
 2947.9580 0.684
 2948.0576 0.684
 2948.1572 0.685
 2948.2568 0.685
 2948.3564 0.685
 2948.4561 0.685
 2948.5557 0.684
 2948.6553 0.684
 2948.7549 0.684
 2948.8545 0.684
 2948.9541 0.684
 2949.0537 0.684
 2949.1533 0.684
 2949.2529 0.684
 2949.3525 0.685
 2949.4521 0.685
 2949.5518 0.685
 2949.6514 0.685
 2949.7510 0.685
 2949.8506 0.685
 2949.9502 0.685
 2950.0498 0.685
 2950.1494 0.685
 2950.2490 0.685
 2950.3486 0.685
 2950.4482 0.685
 2950.5479 0.685
 2950.6475 0.685
 2950.7471 0.685
 2950.8467 0.685
 2950.9463 0.685
 2951.0459 0.685
 2951.1455 0.685
 2951.2451 0.685
 2951.3447 0.685
 2951.4443 0.685
 2951.5439 0.685
 2951.6436 0.685
 2951.7432 0.686
 2951.8428 0.686
 2951.9424 0.685
 2952.0420 0.685
 2952.1416 0.685
 2952.2412 0.685
 2952.3408 0.686
 2952.4404 0.686
 2952.5400 0.686
 2952.6396 0.686
 2952.7393 0.686
 2952.8389 0.686
 2952.9385 0.686
 2953.0381 0.686
 2953.1377 0.686
 2953.2373 0.686
 2953.3369 0.686
 2953.4365 0.686
 2953.5361 0.686
 2953.6357 0.686
 2953.7354 0.686
 2953.8350 0.686
 2953.9346 0.686
 2954.0342 0.686
 2954.1338 0.686
 2954.2334 0.685
 2954.3330 0.685
 2954.4326 0.685
 2954.5322 0.685
 2954.6318 0.685
 2954.7314 0.685
 2954.8311 0.685
 2954.9307 0.685
 2955.0303 0.686
 2955.1299 0.686
 2955.2295 0.686
 2955.3291 0.686
 2955.4287 0.686
 2955.5283 0.686
 2955.6279 0.686
 2955.7275 0.686
 2955.8271 0.686
 2955.9268 0.686
 2956.0264 0.686
 2956.1260 0.686
 2956.2256 0.686
 2956.3252 0.686
 2956.4248 0.687
 2956.5244 0.687
 2956.6240 0.687
 2956.7236 0.687
 2956.8232 0.687
 2956.9229 0.687
 2957.0225 0.687
 2957.1221 0.686
 2957.2217 0.686
 2957.3213 0.686
 2957.4209 0.686
 2957.5205 0.686
 2957.6201 0.686
 2957.7197 0.686
 2957.8193 0.686
 2957.9189 0.686
 2958.0186 0.686
 2958.1182 0.687
 2958.2178 0.687
 2958.3174 0.687
 2958.4170 0.687
 2958.5166 0.687
 2958.6162 0.687
 2958.7158 0.687
 2958.8154 0.687
 2958.9150 0.687
 2959.0146 0.687
 2959.1143 0.687
 2959.2139 0.686
 2959.3135 0.686
 2959.4131 0.686
 2959.5127 0.686
 2959.6123 0.686
 2959.7119 0.686
 2959.8115 0.686
 2959.9111 0.687
 2960.0107 0.687
 2960.1104 0.687
 2960.2100 0.687
 2960.3096 0.687
 2960.4092 0.687
 2960.5088 0.687
 2960.6084 0.687
 2960.7080 0.687
 2960.8076 0.687
 2960.9072 0.687
