# Time  Volume
   2962.82     0.019
   2963.30     0.019
   2963.84     0.019
   2964.32     0.019
   2964.86     0.019
   2965.34     0.019
   2965.88     0.019
   2966.36     0.019
   2966.90     0.019
   2967.38     0.019
   2967.92     0.019
   2968.40     0.019
   2968.88     0.019
   2969.42     0.019
   2969.90     0.019
   2970.44     0.019
   2970.92     0.019
   2971.46     0.019
   2971.94     0.019
   2972.42     0.019
   2972.96     0.019
   2973.44     0.019
   2973.98     0.019
   2974.46     0.019
   2975.00     0.019
   2975.48     0.019
   2976.02     0.019
   2976.50     0.019
   2977.04     0.019
   2977.52     0.019
   2978.06     0.019
   2978.54     0.019
   2979.02     0.019
   2979.56     0.019
   2980.04     0.019
   2980.58     0.019
   2981.06     0.019
   2981.60     0.019
   2982.08     0.019
   2982.62     0.019
   2983.10     0.019
   2983.64     0.019
   2984.12     0.019
   2984.66     0.019
   2985.14     0.019
   2985.62     0.019
   2986.16     0.019
   2986.64     0.019
   2987.18     0.019
   2987.66     0.019
   2988.20     0.019
   2988.68     0.019
   2989.16     0.019
   2989.70     0.019
   2990.18     0.019
   2990.72     0.019
   2991.20     0.019
   2991.74     0.019
   2992.22     0.019
   2992.76     0.019
   2993.24     0.019
   2993.78     0.019
   2994.26     0.019
   2994.80     0.019
   2995.28     0.019
   2995.76     0.019
   2996.30     0.019
   2996.78     0.019
   2997.32     0.019
   2997.80     0.019
   2998.34     0.019
   2998.82     0.019
   2999.30     0.019
   2999.84     0.019
   3000.32     0.019
   3000.86     0.019
   3001.34     0.019
   3001.88     0.019
   3002.36     0.019
   3002.90     0.019
   3003.38     0.019
   3003.92     0.019
   3004.40     0.019
   3004.94     0.019
   3005.42     0.019
   3005.90     0.019
   3006.44     0.019
   3006.92     0.019
   3007.46     0.019
   3007.94     0.019
   3008.48     0.019
   3008.96     0.019
   3009.50     0.020
   3009.98     0.020
   3010.52     0.020
   3011.00     0.020
   3011.54     0.020
   3012.02     0.020
   3012.50     0.020
   3013.04     0.020
   3013.52     0.020
   3014.06     0.020
   3014.54     0.020
   3015.08     0.020
   3015.56     0.020
   3016.04     0.020
   3016.58     0.020
   3017.06     0.020
   3017.60     0.020
   3018.08     0.020
   3018.62     0.020
   3019.10     0.020
   3019.64     0.020
   3020.12     0.020
   3020.66     0.020
   3021.14     0.020
   3021.68     0.020
   3022.16     0.020
   3022.64     0.020
   3023.18     0.020
   3023.66     0.020
   3024.20     0.020
   3024.68     0.020
   3025.22     0.020
   3025.70     0.020
   3026.18     0.020
   3026.72     0.020
   3027.20     0.020
   3027.74     0.020
   3028.22     0.020
   3028.76     0.020
   3029.24     0.020
   3029.78     0.020
   3030.26     0.020
   3030.80     0.020
   3031.28     0.020
   3031.82     0.020
   3032.30     0.020
   3032.78     0.020
   3033.32     0.020
   3033.80     0.020
   3034.34     0.020
   3034.82     0.020
   3035.36     0.020
   3035.84     0.020
   3036.32     0.020
   3036.86     0.020
   3037.34     0.020
   3037.88     0.020
   3038.36     0.020
   3038.90     0.020
   3039.38     0.020
   3039.92     0.020
   3040.40     0.020
   3040.94     0.020
   3041.42     0.020
   3041.96     0.020
   3042.44     0.020
   3042.92     0.020
   3043.46     0.020
   3043.94     0.020
   3044.48     0.020
   3044.96     0.020
   3045.50     0.020
   3045.98     0.020
   3046.52     0.020
   3047.00     0.020
   3047.54     0.020
   3048.02     0.020
   3048.56     0.020
   3049.04     0.020
   3049.52     0.020
   3050.06     0.020
   3050.54     0.020
   3051.08     0.020
   3051.56     0.020
   3052.10     0.020
   3052.58     0.020
   3053.06     0.020
   3053.60     0.020
   3054.08     0.020
   3054.62     0.020
   3055.10     0.020
   3055.64     0.020
   3056.12     0.020
   3056.66     0.020
   3057.14     0.020
   3057.68     0.020
   3058.16     0.020
   3058.70     0.020
   3059.18     0.020
   3059.66     0.020
   3060.20     0.020
   3060.68     0.020
   3061.22     0.020
   3061.70     0.020
   3062.24     0.020
   3062.72     0.020
   3063.20     0.020
   3063.74     0.020
   3064.22     0.020
   3064.76     0.020
   3065.24     0.020
   3065.78     0.020
   3066.26     0.020
   3066.80     0.020
   3067.28     0.020
   3067.82     0.020
   3068.30     0.020
   3068.84     0.020
   3069.32     0.020
   3069.80     0.020
   3070.34     0.020
   3070.82     0.020
   3071.36     0.020
   3071.84     0.020
   3072.38     0.020
   3072.86     0.020
   3073.40     0.020
   3073.88     0.020
   3074.42     0.021
   3074.90     0.021
   3075.44     0.021
   3075.92     0.021
   3076.40     0.021
   3076.94     0.021
   3077.42     0.021
   3077.96     0.021
   3078.44     0.021
   3078.98     0.021
   3079.46     0.021
   3079.94     0.021
   3080.48     0.021
   3080.96     0.021
   3081.50     0.021
   3081.98     0.021
   3082.52     0.021
   3083.00     0.021
   3083.54     0.021
   3084.02     0.021
   3084.56     0.021
   3085.04     0.021
   3085.58     0.021
   3086.06     0.021
   3086.54     0.021
   3087.08     0.021
   3087.56     0.021
   3088.10     0.021
   3088.58     0.021
   3089.12     0.021
   3089.60     0.021
   3090.08     0.021
   3090.62     0.021
   3091.10     0.021
   3091.64     0.021
   3092.12     0.021
   3092.66     0.021
   3093.14     0.021
   3093.68     0.021
   3094.16     0.021
   3094.70     0.021
   3095.18     0.021
   3095.72     0.021
   3096.20     0.021
   3096.68     0.021
   3097.22     0.021
   3097.70     0.021
   3098.24     0.021
   3098.72     0.021
   3099.26     0.021
   3099.74     0.021
   3100.22     0.021
   3100.76     0.021
   3101.30     0.021
   3101.78     0.021
   3102.32     0.020
   3102.80     0.020
   3103.28     0.020
   3103.82     0.020
   3104.30     0.020
   3104.84     0.020
   3105.32     0.020
   3105.86     0.020
   3106.34     0.020
   3106.82     0.020
   3107.36     0.020
   3107.84     0.020
   3108.38     0.020
   3108.86     0.020
   3109.40     0.021
   3109.88     0.021
   3110.42     0.020
   3110.90     0.021
   3111.44     0.021
   3111.92     0.021
   3112.40     0.021
   3112.94     0.021
   3113.42     0.021
   3113.96     0.021
   3114.44     0.021
   3114.98     0.021
   3115.46     0.021
   3116.00     0.021
   3116.48     0.021
   3116.96     0.021
   3117.50     0.021
   3117.98     0.021
   3118.52     0.021
   3119.00     0.021
   3119.54     0.021
   3120.02     0.021
   3120.56     0.021
   3121.04     0.021
   3121.58     0.021
   3122.06     0.021
   3122.60     0.021
   3123.08     0.021
   3123.56     0.021
   3124.10     0.021
   3124.64     0.021
   3125.12     0.021
   3125.60     0.021
   3126.14     0.021
   3126.62     0.021
   3127.10     0.021
   3127.64     0.021
   3128.12     0.021
   3128.66     0.021
   3129.14     0.021
   3129.68     0.021
   3130.16     0.021
   3130.70     0.021
   3131.18     0.021
   3131.72     0.021
   3132.20     0.021
   3132.68     0.021
   3133.22     0.021
   3133.70     0.021
   3134.24     0.021
   3134.72     0.021
   3135.26     0.021
   3135.74     0.021
   3136.28     0.021
   3136.76     0.021
   3137.30     0.022
   3137.78     0.022
   3138.32     0.022
   3138.80     0.022
   3139.28     0.022
   3139.82     0.022
   3140.30     0.022
   3140.84     0.022
   3141.32     0.022
   3141.86     0.022
   3142.34     0.022
   3142.88     0.022
   3143.36     0.022
   3143.84     0.022
   3144.38     0.022
   3144.86     0.022
   3145.40     0.022
   3145.88     0.022
   3146.42     0.022
   3146.90     0.022
   3147.44     0.022
   3147.92     0.022
   3148.46     0.022
   3148.94     0.022
   3149.42     0.022
   3149.96     0.022
   3150.44     0.022
   3150.98     0.022
   3151.46     0.022
   3152.00     0.022
   3152.48     0.021
   3152.96     0.021
   3153.50     0.021
   3153.98     0.021
   3154.52     0.022
   3155.00     0.022
   3155.54     0.022
   3156.02     0.022
   3156.56     0.022
   3157.04     0.022
   3157.58     0.022
   3158.06     0.022
   3158.60     0.022
   3159.08     0.022
   3159.56     0.022
   3160.10     0.022
   3160.58     0.022
   3161.12     0.022
   3161.60     0.022
   3162.14     0.022
   3162.62     0.021
   3163.16     0.021
   3163.64     0.021
   3164.18     0.021
   3164.66     0.021
   3165.20     0.021
   3165.68     0.021
   3166.16     0.021
   3166.70     0.021
   3167.18     0.021
   3167.72     0.021
   3168.20     0.021
   3168.74     0.021
   3169.22     0.021
   3169.70     0.021
   3170.24     0.021
   3170.72     0.021
   3171.26     0.021
   3171.74     0.021
   3172.28     0.021
   3172.76     0.021
   3173.30     0.021
   3173.78     0.021
   3174.32     0.021
   3174.80     0.021
   3175.34     0.021
   3175.82     0.021
   3176.30     0.021
   3176.84     0.021
   3177.32     0.021
   3177.86     0.021
   3178.34     0.021
   3178.88     0.021
   3179.36     0.020
   3179.84     0.020
   3180.38     0.020
   3180.86     0.020
   3181.40     0.020
   3181.88     0.020
   3182.42     0.020
   3182.90     0.020
   3183.44     0.020
   3183.92     0.020
   3184.46     0.020
   3184.94     0.020
   3185.48     0.020
   3185.96     0.020
   3186.44     0.019
   3186.98     0.019
   3187.46     0.019
   3188.00     0.019
   3188.48     0.019
   3189.02     0.019
   3189.50     0.019
   3189.98     0.019
   3190.52     0.019
   3191.00     0.019
   3191.54     0.019
   3192.02     0.019
   3192.56     0.019
   3193.04     0.019
   3193.58     0.019
   3194.06     0.019
   3194.60     0.019
   3195.08     0.019
   3195.62     0.019
   3196.10     0.019
   3196.64     0.019
   3197.12     0.019
   3197.60     0.019
   3198.14     0.019
   3198.62     0.019
   3199.16     0.019
   3199.64     0.019
   3200.18     0.019
   3200.66     0.019
   3201.20     0.019
   3201.68     0.019
   3202.22     0.019
