# Time  Volume
   2493.74     0.034
   2494.22     0.034
   2494.76     0.034
   2495.24     0.034
   2495.78     0.034
   2496.26     0.034
   2496.80     0.034
   2497.28     0.034
   2497.76     0.034
   2498.30     0.034
   2498.78     0.034
   2499.32     0.034
   2499.80     0.034
   2500.34     0.034
   2500.82     0.034
   2501.30     0.034
   2501.84     0.034
   2502.32     0.034
   2502.86     0.034
   2503.34     0.034
   2503.88     0.034
   2504.36     0.034
   2504.90     0.034
   2505.38     0.034
   2505.92     0.034
   2506.40     0.034
   2506.94     0.034
   2507.42     0.034
   2507.90     0.033
   2508.44     0.033
   2508.92     0.033
   2509.46     0.034
   2509.94     0.034
   2510.48     0.034
   2510.96     0.033
   2511.50     0.033
   2511.98     0.033
   2512.52     0.033
   2513.00     0.033
   2513.48     0.033
   2514.02     0.033
   2514.50     0.033
   2515.04     0.033
   2515.52     0.033
   2516.06     0.033
   2516.54     0.033
   2517.08     0.033
   2517.56     0.033
   2518.04     0.033
   2518.58     0.033
   2519.06     0.033
   2519.60     0.033
   2520.08     0.033
   2520.62     0.033
   2521.10     0.033
   2521.64     0.033
   2522.12     0.033
   2522.66     0.033
   2523.14     0.033
   2523.68     0.033
   2524.16     0.033
   2524.64     0.033
   2525.18     0.033
   2525.66     0.033
   2526.20     0.033
   2526.68     0.033
   2527.22     0.033
   2527.70     0.033
   2528.18     0.033
   2528.72     0.033
   2529.20     0.033
   2529.74     0.033
   2530.22     0.033
   2530.76     0.033
   2531.24     0.033
   2531.78     0.033
   2532.26     0.033
   2532.80     0.033
   2533.28     0.033
   2533.76     0.033
   2534.30     0.033
   2534.78     0.033
   2535.32     0.033
   2535.80     0.033
   2536.34     0.033
   2536.82     0.033
   2537.36     0.033
   2537.84     0.033
   2538.32     0.033
   2538.86     0.033
   2539.40     0.033
   2539.88     0.032
   2540.36     0.032
   2540.90     0.032
   2541.38     0.032
   2541.92     0.032
   2542.40     0.032
   2542.94     0.032
   2543.42     0.032
   2543.96     0.032
   2544.44     0.032
   2544.92     0.032
   2545.46     0.032
   2545.94     0.032
   2546.48     0.032
   2546.96     0.032
   2547.50     0.032
   2547.98     0.032
   2548.52     0.032
   2549.00     0.032
   2549.54     0.032
   2550.02     0.032
   2550.50     0.032
   2551.04     0.032
   2551.52     0.032
   2552.06     0.032
   2552.54     0.032
   2553.08     0.032
   2553.56     0.032
   2554.10     0.032
   2554.58     0.032
   2555.12     0.032
   2555.60     0.032
   2556.08     0.032
   2556.62     0.032
   2557.10     0.032
   2557.64     0.032
   2558.12     0.032
   2558.66     0.032
   2559.14     0.032
   2559.68     0.032
   2560.16     0.031
   2560.64     0.032
   2561.18     0.031
   2561.66     0.031
   2562.20     0.031
   2562.68     0.031
   2563.22     0.031
   2563.70     0.031
   2564.24     0.031
   2564.72     0.031
   2565.20     0.031
   2565.74     0.031
   2566.22     0.031
   2566.76     0.031
   2567.24     0.031
   2567.78     0.031
   2568.26     0.031
   2568.80     0.031
   2569.28     0.031
   2569.82     0.031
   2570.30     0.031
   2570.78     0.031
   2571.32     0.031
   2571.80     0.031
   2572.34     0.031
   2572.82     0.031
   2573.36     0.031
   2573.84     0.031
   2574.38     0.031
   2574.86     0.031
   2575.40     0.031
   2575.88     0.031
   2576.42     0.031
   2576.90     0.031
   2577.38     0.031
   2577.92     0.031
   2578.40     0.031
   2578.94     0.031
   2579.42     0.031
   2579.96     0.031
   2580.44     0.031
   2580.98     0.031
   2581.46     0.031
   2581.94     0.031
   2582.48     0.031
   2582.96     0.031
   2583.50     0.031
   2583.98     0.031
   2584.52     0.031
   2585.00     0.031
   2585.54     0.031
   2586.02     0.031
   2586.56     0.031
   2587.04     0.031
   2587.52     0.031
   2588.06     0.031
   2588.54     0.031
   2589.08     0.031
   2589.56     0.031
   2590.10     0.031
   2590.58     0.031
   2591.06     0.031
   2591.60     0.031
   2592.08     0.031
   2592.62     0.031
   2593.10     0.031
   2593.64     0.031
   2594.12     0.031
   2594.66     0.031
   2595.14     0.031
   2595.68     0.031
   2596.16     0.031
   2596.70     0.031
   2597.18     0.031
   2597.66     0.031
   2598.20     0.031
   2598.68     0.031
   2599.22     0.031
   2599.70     0.031
   2600.24     0.031
   2600.72     0.031
   2601.26     0.031
   2601.74     0.031
   2602.28     0.031
   2602.76     0.031
   2603.30     0.031
   2603.78     0.031
   2604.26     0.031
   2604.80     0.031
   2605.28     0.031
   2605.82     0.031
   2606.30     0.031
   2606.84     0.031
   2607.32     0.031
   2607.80     0.031
   2608.34     0.031
   2608.82     0.031
   2609.36     0.031
   2609.84     0.031
   2610.38     0.031
   2610.86     0.031
   2611.40     0.031
   2611.88     0.031
   2612.42     0.031
   2612.90     0.031
   2613.44     0.031
   2613.92     0.031
   2614.40     0.031
   2614.94     0.031
   2615.42     0.031
   2615.96     0.031
   2616.44     0.031
   2616.98     0.031
   2617.46     0.031
   2617.94     0.031
   2618.48     0.031
   2618.96     0.031
   2619.50     0.031
   2619.98     0.031
   2620.52     0.031
   2621.00     0.031
   2621.54     0.031
   2622.02     0.030
   2622.56     0.030
   2623.04     0.030
   2623.58     0.030
   2624.06     0.030
   2624.54     0.030
   2625.08     0.030
   2625.56     0.030
   2626.10     0.030
   2626.58     0.030
   2627.12     0.030
   2627.60     0.030
   2628.14     0.030
   2628.62     0.030
   2629.10     0.030
   2629.64     0.030
   2630.12     0.030
   2630.66     0.030
   2631.14     0.030
   2631.68     0.030
   2632.16     0.030
   2632.70     0.030
   2633.18     0.030
   2633.72     0.030
   2634.20     0.030
   2634.68     0.030
   2635.22     0.030
   2635.70     0.030
   2636.24     0.030
   2636.72     0.030
   2637.26     0.030
   2637.74     0.030
   2638.28     0.030
   2638.76     0.030
   2639.30     0.030
   2639.78     0.030
   2640.32     0.029
   2640.80     0.029
   2641.28     0.029
   2641.82     0.029
   2642.30     0.029
   2642.84     0.029
   2643.32     0.029
   2643.86     0.029
   2644.34     0.029
   2644.82     0.029
   2645.36     0.029
   2645.84     0.029
   2646.38     0.029
   2646.86     0.029
   2647.40     0.029
   2647.88     0.029
   2648.42     0.029
   2648.90     0.029
   2649.44     0.029
   2649.92     0.029
   2650.46     0.029
   2650.94     0.029
   2651.42     0.029
   2651.96     0.029
   2652.44     0.029
   2652.98     0.029
   2653.46     0.029
   2654.00     0.029
   2654.48     0.029
   2654.96     0.028
   2655.50     0.028
   2655.98     0.028
   2656.52     0.028
   2657.00     0.028
   2657.54     0.028
   2658.02     0.028
   2658.56     0.028
   2659.04     0.028
   2659.58     0.028
   2660.06     0.028
   2660.60     0.028
   2661.08     0.028
   2661.56     0.028
   2662.10     0.028
   2662.58     0.028
   2663.12     0.028
   2663.60     0.028
   2664.14     0.028
   2664.62     0.028
   2665.16     0.028
   2665.64     0.028
   2666.18     0.028
   2666.66     0.028
   2667.20     0.028
   2667.68     0.028
   2668.16     0.028
   2668.70     0.028
   2669.18     0.028
   2669.72     0.028
   2670.20     0.028
   2670.74     0.028
   2671.22     0.028
   2671.70     0.028
   2672.24     0.028
   2672.72     0.028
   2673.26     0.028
   2673.74     0.028
   2674.28     0.028
   2674.76     0.028
   2675.30     0.028
   2675.78     0.028
   2676.32     0.028
   2676.80     0.028
   2677.34     0.028
   2677.82     0.028
   2678.30     0.028
   2678.84     0.028
   2679.32     0.028
   2679.86     0.028
   2680.34     0.028
   2680.88     0.028
   2681.36     0.028
   2681.90     0.028
   2682.38     0.028
   2682.86     0.028
   2683.40     0.028
   2683.88     0.028
   2684.42     0.028
   2684.90     0.028
   2685.44     0.028
   2685.92     0.028
   2686.46     0.028
   2686.94     0.028
   2687.48     0.028
   2687.96     0.028
   2688.50     0.028
   2688.98     0.027
   2689.46     0.028
   2690.00     0.027
   2690.48     0.027
   2691.02     0.027
   2691.50     0.027
   2691.98     0.027
   2692.52     0.027
   2693.00     0.027
   2693.54     0.027
   2694.02     0.027
   2694.56     0.027
   2695.04     0.027
   2695.58     0.027
   2696.06     0.027
   2696.60     0.027
   2697.08     0.027
   2697.62     0.027
   2698.10     0.027
   2698.58     0.027
   2699.12     0.027
   2699.60     0.027
   2700.14     0.027
   2700.62     0.027
   2701.16     0.027
   2701.64     0.027
   2702.18     0.027
   2702.66     0.027
   2703.20     0.027
   2703.68     0.027
   2704.22     0.027
   2704.70     0.027
   2705.18     0.027
   2705.72     0.027
   2706.20     0.027
   2706.74     0.027
   2707.22     0.027
   2707.76     0.027
   2708.24     0.027
   2708.72     0.027
   2709.26     0.027
   2709.74     0.027
   2710.28     0.027
   2710.76     0.027
   2711.30     0.027
   2711.78     0.027
   2712.32     0.027
   2712.80     0.027
   2713.34     0.027
   2713.82     0.027
   2714.30     0.027
   2714.84     0.027
   2715.32     0.027
   2715.86     0.027
   2716.34     0.027
   2716.88     0.027
   2717.36     0.027
   2717.90     0.027
   2718.38     0.026
   2718.86     0.026
   2719.40     0.026
   2719.88     0.026
   2720.42     0.026
   2720.90     0.026
   2721.44     0.026
   2721.92     0.027
   2722.46     0.027
   2722.94     0.026
   2723.48     0.026
   2723.96     0.026
   2724.50     0.026
   2724.98     0.027
   2725.46     0.027
   2726.00     0.026
   2726.48     0.026
   2727.02     0.026
   2727.50     0.026
   2728.04     0.026
   2728.52     0.026
   2729.06     0.026
   2729.54     0.026
   2730.08     0.026
   2730.56     0.026
   2731.04     0.026
   2731.58     0.026
   2732.06     0.026
   2732.60     0.026
   2733.08     0.026
   2733.62     0.026
   2734.10     0.026
   2734.64     0.026
   2735.12     0.026
   2735.60     0.026
   2736.14     0.026
   2736.62     0.026
   2737.16     0.026
   2737.64     0.026
   2738.18     0.026
   2738.66     0.026
   2739.20     0.026
   2739.68     0.026
   2740.22     0.026
   2740.70     0.026
   2741.18     0.026
   2741.72     0.026
   2742.20     0.026
   2742.74     0.026
   2743.22     0.025
   2743.76     0.025
   2744.24     0.026
   2744.78     0.026
   2745.26     0.026
   2745.80     0.026
   2746.28     0.026
   2746.76     0.026
   2747.30     0.026
   2747.78     0.026
   2748.32     0.026
   2748.80     0.026
   2749.34     0.026
   2749.82     0.026
   2750.36     0.026
   2750.84     0.026
   2751.38     0.026
   2751.86     0.026
   2752.34     0.026
   2752.88     0.026
   2753.36     0.026
   2753.90     0.026
   2754.38     0.026
   2754.92     0.026
   2755.40     0.025
   2755.88     0.025
   2756.42     0.025
   2756.90     0.025
   2757.44     0.025
   2757.92     0.025
   2758.46     0.025
   2758.94     0.025
   2759.48     0.025
   2759.96     0.025
   2760.50     0.025
   2760.98     0.025
   2761.52     0.025
   2762.00     0.025
   2762.48     0.025
   2763.02     0.025
   2763.50     0.025
   2764.04     0.025
   2764.52     0.025
   2765.06     0.025
   2765.54     0.025
   2766.08     0.025
   2766.56     0.025
   2767.10     0.025
   2767.58     0.025
   2768.06     0.025
   2768.60     0.025
   2769.08     0.025
   2769.62     0.025
   2770.10     0.025
   2770.64     0.025
   2771.12     0.025
   2771.66     0.025
   2772.14     0.025
   2772.62     0.025
   2773.16     0.025
   2773.64     0.025
   2774.18     0.025
   2774.66     0.025
   2775.20     0.025
   2775.68     0.025
   2776.22     0.025
   2776.70     0.025
   2777.24     0.025
   2777.72     0.025
   2778.20     0.025
   2778.74     0.025
   2779.22     0.025
   2779.76     0.025
   2780.24     0.025
   2780.78     0.025
   2781.26     0.025
   2781.80     0.025
   2782.28     0.025
   2782.76     0.025
   2783.30     0.025
   2783.78     0.025
   2784.32     0.025
   2784.80     0.025
   2785.34     0.025
   2785.82     0.025
   2786.36     0.025
   2786.84     0.025
   2787.38     0.025
   2787.86     0.025
   2788.34     0.025
   2788.88     0.025
   2789.36     0.025
   2789.90     0.025
   2790.38     0.025
   2790.92     0.025
   2791.40     0.025
   2791.94     0.025
   2792.42     0.025
   2792.96     0.025
   2793.44     0.025
   2793.98     0.025
   2794.46     0.025
   2794.94     0.025
   2795.48     0.025
   2795.96     0.025
   2796.50     0.025
   2796.98     0.025
   2797.52     0.025
   2798.00     0.025
   2798.48     0.025
   2799.02     0.025
   2799.50     0.025
   2800.04     0.025
   2800.52     0.025
   2801.06     0.025
   2801.54     0.025
   2802.08     0.026
   2802.56     0.026
   2803.10     0.026
   2803.58     0.026
   2804.12     0.026
   2804.60     0.026
   2805.08     0.026
   2805.62     0.026
   2806.10     0.026
   2806.64     0.026
   2807.12     0.026
   2807.66     0.026
   2808.14     0.026
   2808.68     0.026
   2809.16     0.026
   2809.64     0.026
   2810.18     0.025
   2810.66     0.026
   2811.20     0.025
   2811.68     0.025
   2812.22     0.025
   2812.70     0.025
   2813.24     0.025
   2813.72     0.025
   2814.26     0.025
   2814.74     0.025
   2815.28     0.025
   2815.76     0.025
   2816.24     0.025
   2816.78     0.025
   2817.26     0.025
   2817.80     0.025
   2818.28     0.025
   2818.76     0.025
   2819.30     0.025
   2819.78     0.025
   2820.32     0.025
   2820.86     0.025
   2821.34     0.025
   2821.82     0.025
   2822.36     0.025
   2822.84     0.025
   2823.38     0.025
   2823.86     0.025
   2824.40     0.025
   2824.88     0.025
   2825.36     0.025
   2825.90     0.025
   2826.38     0.025
   2826.92     0.025
   2827.40     0.025
   2827.94     0.025
   2828.42     0.025
   2828.96     0.025
   2829.44     0.025
   2829.98     0.025
   2830.46     0.025
   2831.00     0.025
   2831.48     0.025
   2831.96     0.024
   2832.50     0.024
   2832.98     0.024
   2833.52     0.024
   2834.00     0.024
   2834.54     0.024
   2835.02     0.024
   2835.50     0.024
   2836.04     0.024
   2836.52     0.024
   2837.06     0.024
   2837.54     0.024
   2838.08     0.024
   2838.56     0.024
   2839.10     0.024
   2839.58     0.024
   2840.12     0.024
   2840.60     0.024
   2841.14     0.024
   2841.62     0.024
   2842.10     0.024
   2842.64     0.024
   2843.12     0.024
   2843.66     0.024
   2844.14     0.024
   2844.68     0.024
   2845.16     0.024
   2845.64     0.024
   2846.18     0.024
   2846.66     0.024
   2847.20     0.024
   2847.68     0.024
   2848.22     0.024
   2848.70     0.024
   2849.24     0.024
   2849.72     0.024
   2850.26     0.024
   2850.74     0.024
   2851.28     0.024
   2851.76     0.024
   2852.24     0.024
   2852.78     0.024
   2853.26     0.024
   2853.80     0.024
   2854.28     0.024
   2854.82     0.024
   2855.30     0.024
   2855.84     0.024
   2856.32     0.024
   2856.86     0.024
   2857.34     0.025
   2857.88     0.025
   2858.36     0.024
   2858.84     0.025
   2859.38     0.024
   2859.86     0.024
   2860.40     0.024
   2860.88     0.024
   2861.42     0.024
   2861.90     0.025
   2862.38     0.024
   2862.92     0.024
   2863.40     0.024
   2863.94     0.024
   2864.42     0.024
   2864.96     0.024
   2865.44     0.024
   2865.98     0.024
   2866.46     0.024
   2867.00     0.024
   2867.48     0.024
   2868.02     0.024
   2868.50     0.024
   2868.98     0.024
   2869.52     0.024
   2870.00     0.024
   2870.54     0.024
   2871.02     0.024
   2871.56     0.024
   2872.04     0.024
   2872.52     0.024
   2873.06     0.024
   2873.54     0.024
   2874.08     0.024
   2874.56     0.024
   2875.10     0.024
   2875.58     0.024
   2876.12     0.024
   2876.60     0.024
   2877.14     0.024
   2877.62     0.024
   2878.16     0.024
   2878.64     0.024
   2879.12     0.024
   2879.66     0.024
   2880.14     0.024
   2880.68     0.024
   2881.16     0.024
   2881.70     0.024
   2882.18     0.024
   2882.72     0.024
   2883.20     0.024
   2883.74     0.024
   2884.22     0.024
   2884.76     0.024
   2885.24     0.024
   2885.72     0.024
   2886.26     0.024
   2886.74     0.024
   2887.28     0.024
   2887.76     0.024
   2888.30     0.024
   2888.78     0.024
   2889.26     0.024
   2889.80     0.024
   2890.28     0.024
   2890.82     0.024
   2891.30     0.024
   2891.84     0.024
   2892.32     0.024
   2892.86     0.024
   2893.34     0.024
   2893.88     0.024
   2894.36     0.024
   2894.90     0.024
   2895.38     0.024
   2895.86     0.024
   2896.40     0.024
   2896.88     0.024
   2897.42     0.024
   2897.90     0.024
   2898.44     0.024
   2898.92     0.024
   2899.46     0.024
   2899.94     0.024
   2900.42     0.024
   2900.96     0.024
   2901.44     0.024
   2901.98     0.024
   2902.46     0.024
   2903.00     0.024
   2903.48     0.024
   2904.02     0.024
   2904.50     0.024
   2905.04     0.024
   2905.52     0.024
   2906.00     0.024
   2906.54     0.024
   2907.02     0.023
   2907.56     0.023
   2908.04     0.023
   2908.58     0.023
   2909.06     0.023
   2909.54     0.023
   2910.08     0.023
   2910.56     0.023
   2911.10     0.023
   2911.58     0.023
   2912.12     0.023
   2912.60     0.023
   2913.14     0.023
   2913.62     0.023
   2914.16     0.023
   2914.64     0.023
   2915.18     0.023
   2915.66     0.023
   2916.14     0.023
   2916.68     0.023
   2917.16     0.023
   2917.70     0.023
   2918.18     0.022
   2918.72     0.022
   2919.20     0.022
   2919.74     0.022
   2920.22     0.022
   2920.76     0.022
   2921.24     0.022
   2921.72     0.022
   2922.26     0.022
   2922.74     0.022
   2923.28     0.022
   2923.76     0.022
   2924.30     0.022
   2924.78     0.022
   2925.32     0.022
   2925.80     0.022
   2926.28     0.022
   2926.82     0.022
   2927.30     0.022
   2927.84     0.022
   2928.32     0.022
   2928.86     0.022
   2929.34     0.022
   2929.88     0.022
   2930.36     0.022
   2930.90     0.022
   2931.38     0.022
   2931.86     0.022
   2932.40     0.022
   2932.88     0.022
   2933.42     0.022
   2933.90     0.022
   2934.44     0.022
   2934.92     0.022
   2935.46     0.021
   2935.94     0.022
   2936.42     0.022
   2936.96     0.022
   2937.44     0.022
   2937.98     0.021
   2938.46     0.021
   2939.00     0.021
   2939.48     0.021
   2940.02     0.021
   2940.50     0.021
   2941.04     0.021
   2941.52     0.021
   2942.06     0.021
   2942.54     0.021
   2943.02     0.021
   2943.56     0.021
   2944.04     0.021
   2944.58     0.021
   2945.06     0.021
   2945.60     0.021
   2946.08     0.021
   2946.62     0.021
   2947.10     0.021
   2947.64     0.021
   2948.12     0.021
   2948.60     0.021
   2949.14     0.021
   2949.62     0.021
   2950.16     0.021
   2950.64     0.021
   2951.18     0.021
   2951.66     0.020
   2952.14     0.020
   2952.68     0.020
   2953.16     0.020
   2953.70     0.020
   2954.18     0.020
   2954.72     0.020
   2955.20     0.020
   2955.74     0.020
   2956.22     0.020
   2956.76     0.020
   2957.24     0.020
   2957.78     0.020
   2958.26     0.020
   2958.74     0.020
   2959.28     0.020
   2959.76     0.020
   2960.30     0.020
   2960.78     0.020
   2961.32     0.020
   2961.80     0.020
   2962.34     0.020
