# Time  Volume
   2889.70     0.000
   2889.82     0.000
   2889.94     0.000
   2890.06     0.000
   2890.12     0.000
   2890.24     0.000
   2890.36     0.000
   2890.48     0.000
   2890.60     0.000
   2890.72     0.000
   2890.78     0.000
   2890.90     0.000
   2891.02     0.000
   2891.14     0.000
   2891.26     0.000
   2891.32     0.000
   2891.44     0.000
   2891.56     0.000
   2891.68     0.000
   2891.80     0.000
   2891.92     0.000
   2891.98     0.000
   2892.10     0.000
   2892.22     0.000
   2892.34     0.000
   2892.46     0.000
   2892.52     0.000
   2892.64     0.000
   2892.76     0.000
   2892.88     0.000
   2893.00     0.000
   2893.12     0.000
   2893.18     0.000
   2893.30     0.000
   2893.42     0.000
   2893.54     0.000
   2893.66     0.000
   2893.78     0.000
   2893.84     0.000
   2893.96     0.000
   2894.08     0.000
   2894.20     0.000
   2894.32     0.000
   2894.38     0.000
   2894.50     0.000
   2894.62     0.000
   2894.74     0.000
   2894.86     0.000
   2894.98     0.000
   2895.04     0.000
   2895.16     0.000
   2895.28     0.000
   2895.40     0.000
   2895.52     0.000
   2895.58     0.000
   2895.70     0.000
   2895.82     0.000
   2895.94     0.000
   2896.06     0.000
   2896.18     0.000
   2896.24     0.000
   2896.36     0.000
   2896.48     0.000
   2896.60     0.000
   2896.72     0.000
   2896.78     0.000
   2896.90     0.000
   2897.02     0.000
   2897.14     0.000
   2897.26     0.000
   2897.38     0.000
   2897.44     0.000
   2897.56     0.000
   2897.68     0.000
   2897.80     0.000
   2897.92     0.000
   2897.98     0.000
   2898.10     0.000
   2898.22     0.000
   2898.34     0.000
   2898.46     0.000
   2898.58     0.000
   2898.64     0.000
   2898.76     0.000
   2898.88     0.000
   2899.00     0.000
   2899.12     0.000
   2899.24     0.000
   2899.30     0.000
   2899.42     0.000
   2899.54     0.000
   2899.66     0.000
   2899.78     0.000
   2899.84     0.000
   2899.96     0.000
   2900.08     0.000
   2900.20     0.000
   2900.32     0.000
   2900.44     0.000
   2900.50     0.001
   2900.62     0.001
   2900.74     0.001
   2900.86     0.001
   2900.98     0.001
   2901.04     0.001
   2901.16     0.001
   2901.28     0.001
   2901.40     0.001
   2901.52     0.001
   2901.64     0.001
   2901.70     0.001
   2901.82     0.001
   2901.94     0.001
   2902.06     0.001
   2902.18     0.001
   2902.30     0.001
   2902.36     0.001
   2902.48     0.001
   2902.60     0.001
   2902.72     0.001
   2902.84     0.001
   2902.90     0.001
   2903.02     0.001
   2903.14     0.001
   2903.26     0.001
   2903.38     0.001
   2903.44     0.001
   2903.56     0.001
   2903.68     0.001
   2903.80     0.001
   2903.92     0.001
   2904.04     0.001
   2904.10     0.001
   2904.22     0.001
   2904.34     0.001
   2904.46     0.001
   2904.58     0.001
   2904.70     0.001
   2904.76     0.001
   2904.88     0.001
   2905.00     0.001
   2905.12     0.001
   2905.24     0.001
   2905.30     0.001
   2905.42     0.001
   2905.54     0.001
   2905.66     0.001
   2905.78     0.001
   2905.90     0.001
   2905.96     0.001
   2906.08     0.001
   2906.20     0.001
   2906.32     0.001
   2906.44     0.000
   2906.50     0.000
   2906.62     0.000
   2906.74     0.000
   2906.86     0.000
   2906.98     0.000
   2907.10     0.000
   2907.16     0.000
   2907.28     0.000
   2907.40     0.000
   2907.52     0.000
   2907.64     0.000
   2907.76     0.000
   2907.82     0.000
   2907.94     0.000
   2908.06     0.000
   2908.18     0.000
   2908.30     0.000
   2908.36     0.000
   2908.48     0.000
   2908.60     0.000
   2908.72     0.000
   2908.84     0.000
   2908.90     0.000
   2909.02     0.000
   2909.14     0.000
   2909.26     0.000
   2909.38     0.000
   2909.50     0.000
   2909.56     0.000
   2909.68     0.000
   2909.80     0.000
   2909.92     0.000
   2910.04     0.000
   2910.16     0.000
   2910.22     0.000
   2910.34     0.000
   2910.46     0.000
   2910.58     0.000
   2910.70     0.000
   2910.76     0.000
   2910.88     0.000
   2911.00     0.000
   2911.12     0.000
   2911.24     0.000
   2911.36     0.000
   2911.42     0.000
   2911.54     0.000
   2911.66     0.000
   2911.78     0.000
   2911.90     0.000
   2911.96     0.000
   2912.08     0.000
   2912.20     0.000
   2912.32     0.000
   2912.44     0.000
   2912.56     0.000
   2912.62     0.000
   2912.74     0.000
   2912.86     0.000
   2912.98     0.000
   2913.10     0.000
   2913.16     0.000
   2913.28     0.000
   2913.40     0.000
   2913.52     0.000
   2913.64     0.000
   2913.76     0.000
   2913.82     0.000
   2913.94     0.000
   2914.06     0.000
   2914.18     0.000
   2914.30     0.000
   2914.36     0.000
   2914.48     0.000
   2914.60     0.000
   2914.72     0.000
   2914.84     0.000
   2914.96     0.000
   2915.02     0.000
   2915.14     0.000
   2915.26     0.000
   2915.38     0.000
   2915.50     0.000
   2915.62     0.000
   2915.68     0.000
   2915.80     0.000
   2915.92     0.000
   2916.04     0.000
   2916.16     0.000
   2916.22     0.000
   2916.34     0.000
   2916.46     0.000
   2916.58     0.000
   2916.70     0.000
   2916.82     0.000
   2916.88     0.000
   2917.00     0.000
   2917.12     0.000
   2917.24     0.000
   2917.36     0.000
   2917.42     0.000
   2917.54     0.000
   2917.66     0.000
   2917.78     0.000
   2917.90     0.000
   2918.02     0.000
   2918.08     0.000
   2918.20     0.000
   2918.32     0.000
   2918.44     0.000
   2918.56     0.000
   2918.62     0.000
   2918.74     0.000
   2918.86     0.000
   2918.98     0.000
   2919.10     0.000
   2919.22     0.000
   2919.28     0.000
   2919.40     0.000
   2919.52     0.000
   2919.64     0.000
   2919.76     0.000
   2919.82     0.000
   2919.94     0.000
   2920.06     0.000
   2920.18     0.000
   2920.30     0.000
   2920.42     0.000
   2920.48     0.000
   2920.60     0.000
   2920.72     0.000
   2920.84     0.000
   2920.96     0.000
   2921.08     0.000
   2921.14     0.000
   2921.26     0.000
   2921.38     0.000
   2921.50     0.000
   2921.62     0.000
   2921.68     0.001
   2921.80     0.001
   2921.92     0.001
   2922.04     0.001
   2922.16     0.001
   2922.28     0.001
   2922.34     0.001
   2922.46     0.001
   2922.58     0.001
   2922.70     0.001
   2922.82     0.001
   2922.88     0.001
   2923.00     0.001
   2923.12     0.001
   2923.24     0.001
   2923.36     0.001
   2923.48     0.001
   2923.54     0.001
   2923.66     0.001
   2923.78     0.001
   2923.90     0.001
   2924.02     0.001
   2924.08     0.001
   2924.20     0.001
   2924.32     0.001
   2924.44     0.001
   2924.56     0.001
   2924.68     0.001
   2924.74     0.001
   2924.86     0.001
   2924.98     0.001
   2925.10     0.001
   2925.22     0.001
   2925.28     0.001
   2925.40     0.001
   2925.52     0.001
   2925.64     0.001
   2925.76     0.001
   2925.88     0.001
   2925.94     0.001
   2926.06     0.001
   2926.18     0.001
   2926.30     0.001
   2926.42     0.001
   2926.48     0.001
   2926.60     0.001
   2926.72     0.001
   2926.84     0.000
   2926.96     0.000
   2927.08     0.000
   2927.14     0.000
   2927.26     0.000
   2927.38     0.000
   2927.50     0.000
   2927.62     0.000
   2927.74     0.000
   2927.80     0.000
   2927.92     0.000
   2928.04     0.001
   2928.16     0.000
   2928.28     0.000
   2928.34     0.001
   2928.46     0.000
   2928.58     0.000
   2928.70     0.000
   2928.82     0.000
   2928.94     0.000
   2929.00     0.000
   2929.12     0.000
   2929.24     0.000
   2929.36     0.000
   2929.48     0.000
   2929.54     0.000
   2929.66     0.000
   2929.78     0.000
   2929.90     0.000
   2930.02     0.000
   2930.14     0.000
   2930.20     0.000
   2930.32     0.000
   2930.44     0.000
   2930.56     0.000
   2930.68     0.000
   2930.74     0.000
   2930.86     0.000
   2930.98     0.000
   2931.10     0.000
   2931.22     0.000
   2931.34     0.000
   2931.40     0.000
   2931.52     0.000
   2931.64     0.001
   2931.76     0.001
   2931.88     0.001
   2932.00     0.001
   2932.06     0.001
   2932.18     0.001
   2932.30     0.001
   2932.42     0.001
   2932.54     0.001
   2932.60     0.001
   2932.72     0.001
   2932.84     0.001
   2932.96     0.001
   2933.08     0.001
   2933.20     0.001
   2933.26     0.001
   2933.38     0.001
   2933.50     0.001
   2933.62     0.001
   2933.74     0.001
   2933.80     0.001
   2933.92     0.001
   2934.04     0.001
   2934.16     0.001
   2934.28     0.001
   2934.40     0.001
   2934.46     0.001
   2934.58     0.001
   2934.70     0.001
   2934.82     0.001
   2934.94     0.001
   2935.06     0.001
   2935.12     0.001
   2935.24     0.001
   2935.36     0.001
   2935.48     0.001
   2935.60     0.001
   2935.66     0.001
   2935.78     0.001
   2935.90     0.001
   2936.02     0.001
   2936.14     0.001
   2936.20     0.001
   2936.32     0.001
   2936.44     0.001
   2936.56     0.001
   2936.68     0.001
   2936.80     0.001
   2936.86     0.001
   2936.98     0.001
   2937.10     0.001
   2937.22     0.001
   2937.34     0.001
   2937.46     0.001
   2937.52     0.001
   2937.64     0.001
   2937.76     0.001
   2937.88     0.001
   2938.00     0.001
   2938.06     0.001
   2938.18     0.001
   2938.30     0.001
   2938.42     0.001
   2938.54     0.001
   2938.66     0.001
   2938.72     0.001
   2938.84     0.001
   2938.96     0.001
   2939.08     0.001
   2939.20     0.001
   2939.26     0.001
   2939.38     0.001
   2939.50     0.001
   2939.62     0.001
   2939.74     0.001
   2939.86     0.001
   2939.92     0.001
   2940.04     0.001
   2940.16     0.001
   2940.28     0.001
   2940.40     0.001
   2940.52     0.001
   2940.58     0.001
   2940.70     0.001
   2940.82     0.001
   2940.94     0.001
   2941.06     0.001
   2941.12     0.001
   2941.24     0.001
   2941.36     0.001
   2941.48     0.001
   2941.60     0.000
   2941.66     0.000
   2941.78     0.000
   2941.90     0.000
   2942.02     0.000
   2942.14     0.000
   2942.26     0.000
   2942.32     0.000
   2942.44     0.000
   2942.56     0.000
   2942.68     0.000
   2942.80     0.000
   2942.92     0.000
   2942.98     0.000
   2943.10     0.000
   2943.22     0.000
   2943.34     0.000
   2943.46     0.000
   2943.52     0.000
   2943.64     0.000
   2943.76     0.000
   2943.88     0.000
   2944.00     0.000
   2944.12     0.000
   2944.18     0.000
   2944.30     0.000
   2944.42     0.000
   2944.54     0.000
   2944.66     0.000
   2944.72     0.000
   2944.84     0.000
   2944.96     0.000
   2945.08     0.000
   2945.20     0.000
   2945.32     0.000
   2945.38     0.000
   2945.50     0.000
   2945.62     0.000
   2945.74     0.000
   2945.86     0.000
   2945.92     0.000
   2946.04     0.000
   2946.16     0.000
   2946.28     0.000
   2946.40     0.000
   2946.52     0.000
   2946.58     0.000
   2946.70     0.000
   2946.82     0.000
   2946.94     0.000
   2947.06     0.000
   2947.12     0.000
   2947.24     0.000
   2947.36     0.000
   2947.48     0.000
   2947.60     0.000
   2947.72     0.000
   2947.78     0.000
   2947.90     0.000
   2948.02     0.000
   2948.14     0.000
   2948.26     0.000
   2948.38     0.000
   2948.44     0.000
   2948.56     0.000
   2948.68     0.000
   2948.80     0.000
   2948.92     0.000
   2948.98     0.000
   2949.10     0.000
   2949.22     0.000
   2949.34     0.000
   2949.46     0.000
   2949.58     0.000
   2949.64     0.000
   2949.76     0.001
   2949.88     0.001
   2950.00     0.001
   2950.12     0.001
   2950.18     0.001
   2950.30     0.001
   2950.42     0.001
   2950.54     0.001
   2950.66     0.001
   2950.78     0.001
   2950.84     0.001
   2950.96     0.001
   2951.08     0.001
   2951.20     0.001
   2951.32     0.001
   2951.44     0.001
   2951.50     0.001
   2951.62     0.001
   2951.74     0.001
   2951.86     0.001
   2951.98     0.001
   2952.04     0.001
   2952.16     0.001
   2952.28     0.001
   2952.40     0.001
   2952.52     0.001
   2952.64     0.001
   2952.70     0.001
   2952.82     0.001
   2952.94     0.001
   2953.06     0.001
   2953.18     0.001
   2953.24     0.001
   2953.36     0.001
   2953.48     0.001
   2953.60     0.001
   2953.72     0.001
   2953.84     0.001
   2953.90     0.001
   2954.02     0.001
   2954.14     0.001
   2954.26     0.001
   2954.38     0.001
   2954.44     0.001
   2954.56     0.001
   2954.68     0.001
   2954.80     0.001
   2954.92     0.001
   2955.04     0.001
   2955.10     0.001
   2955.22     0.001
   2955.34     0.001
   2955.46     0.001
   2955.58     0.001
   2955.70     0.001
   2955.76     0.001
   2955.88     0.001
   2956.00     0.001
   2956.12     0.001
   2956.24     0.001
   2956.30     0.001
   2956.42     0.001
   2956.54     0.001
   2956.66     0.001
   2956.78     0.001
   2956.84     0.001
   2956.96     0.001
   2957.08     0.001
   2957.20     0.001
   2957.32     0.001
   2957.44     0.001
   2957.50     0.001
   2957.62     0.001
   2957.74     0.001
   2957.86     0.001
   2957.98     0.000
   2958.04     0.000
   2958.16     0.000
   2958.28     0.001
   2958.40     0.000
   2958.52     0.000
   2958.64     0.000
   2958.70     0.000
   2958.82     0.000
   2958.94     0.000
   2959.06     0.000
   2959.18     0.001
   2959.24     0.001
   2959.36     0.000
   2959.48     0.000
   2959.60     0.000
   2959.72     0.000
   2959.84     0.000
   2959.90     0.000
   2960.02     0.000
   2960.14     0.000
   2960.26     0.000
   2960.38     0.000
   2960.50     0.000
   2960.56     0.000
   2960.68     0.000
   2960.80     0.000
   2960.92     0.000
   2961.04     0.000
   2961.16     0.000
   2961.22     0.000
   2961.34     0.000
   2961.46     0.000
   2961.58     0.000
   2961.70     0.000
   2961.76     0.000
   2961.88     0.000
   2962.00     0.000
   2962.12     0.000
   2962.24     0.000
   2962.30     0.000
   2962.42     0.000
   2962.54     0.000
   2962.66     0.001
   2962.78     0.001
   2962.90     0.001
   2962.96     0.001
   2963.08     0.001
   2963.20     0.001
   2963.32     0.001
   2963.44     0.001
   2963.56     0.001
   2963.62     0.001
   2963.74     0.001
   2963.86     0.001
   2963.98     0.001
   2964.10     0.001
   2964.16     0.001
   2964.28     0.001
   2964.40     0.001
   2964.52     0.001
   2964.64     0.001
   2964.76     0.001
   2964.82     0.001
   2964.94     0.001
   2965.06     0.001
   2965.18     0.001
   2965.30     0.001
   2965.36     0.001
   2965.48     0.001
   2965.60     0.001
   2965.72     0.001
   2965.84     0.001
   2965.96     0.001
   2966.02     0.001
   2966.14     0.001
   2966.26     0.001
   2966.38     0.001
   2966.50     0.001
   2966.56     0.001
   2966.68     0.001
   2966.80     0.001
   2966.92     0.001
   2967.04     0.001
   2967.16     0.001
   2967.22     0.001
   2967.34     0.001
   2967.46     0.001
   2967.58     0.001
   2967.70     0.001
   2967.76     0.001
   2967.88     0.001
   2968.00     0.001
   2968.12     0.001
   2968.24     0.001
   2968.36     0.001
   2968.42     0.001
   2968.54     0.001
   2968.66     0.001
   2968.78     0.001
   2968.90     0.001
   2969.02     0.001
   2969.08     0.001
   2969.20     0.001
   2969.32     0.001
   2969.44     0.001
   2969.56     0.001
   2969.62     0.001
   2969.74     0.001
   2969.86     0.001
   2969.98     0.001
   2970.10     0.001
   2970.22     0.001
   2970.28     0.001
   2970.40     0.001
   2970.52     0.001
   2970.64     0.001
   2970.76     0.001
   2970.82     0.001
   2970.94     0.001
   2971.06     0.001
   2971.18     0.001
   2971.30     0.001
   2971.42     0.001
   2971.48     0.001
   2971.60     0.001
   2971.72     0.001
   2971.84     0.001
   2971.96     0.001
   2972.08     0.001
   2972.14     0.001
   2972.26     0.001
   2972.38     0.001
   2972.50     0.001
   2972.62     0.001
   2972.68     0.001
   2972.80     0.000
   2972.92     0.000
   2973.04     0.000
   2973.16     0.000
   2973.28     0.000
   2973.34     0.000
   2973.46     0.000
   2973.58     0.000
   2973.70     0.000
   2973.82     0.000
   2973.88     0.000
   2974.00     0.000
   2974.12     0.000
   2974.24     0.000
   2974.36     0.000
   2974.42     0.000
   2974.54     0.000
   2974.66     0.000
   2974.78     0.000
   2974.90     0.000
   2975.02     0.000
   2975.08     0.000
   2975.20     0.000
   2975.32     0.000
   2975.44     0.000
   2975.56     0.000
   2975.68     0.000
   2975.74     0.000
   2975.86     0.000
   2975.98     0.000
   2976.10     0.000
   2976.22     0.000
   2976.28     0.000
   2976.40     0.000
   2976.52     0.000
   2976.64     0.000
   2976.76     0.000
   2976.88     0.000
   2976.94     0.000
   2977.06     0.000
   2977.18     0.000
   2977.30     0.000
   2977.42     0.000
   2977.54     0.000
   2977.60     0.000
   2977.72     0.000
   2977.84     0.000
   2977.96     0.000
   2978.08     0.000
   2978.14     0.000
   2978.26     0.000
   2978.38     0.000
   2978.50     0.000
   2978.62     0.000
   2978.68     0.000
   2978.80     0.000
   2978.92     0.000
   2979.04     0.000
   2979.16     0.000
   2979.28     0.000
   2979.34     0.000
   2979.46     0.000
   2979.58     0.000
   2979.70     0.000
   2979.82     0.000
   2979.94     0.000
   2980.00     0.000
   2980.12     0.000
   2980.24     0.000
   2980.36     0.000
   2980.48     0.000
   2980.54     0.000
   2980.66     0.000
   2980.78     0.000
   2980.90     0.000
   2981.02     0.000
   2981.14     0.000
   2981.20     0.000
   2981.32     0.000
   2981.44     0.000
   2981.56     0.000
   2981.68     0.000
   2981.74     0.000
   2981.86     0.000
   2981.98     0.000
   2982.10     0.000
   2982.22     0.000
   2982.34     0.000
   2982.40     0.000
   2982.52     0.000
   2982.64     0.000
   2982.76     0.000
   2982.88     0.000
   2982.94     0.000
   2983.06     0.000
   2983.18     0.000
   2983.30     0.000
   2983.42     0.000
   2983.54     0.000
   2983.60     0.000
   2983.72     0.000
   2983.84     0.000
   2983.96     0.000
   2984.08     0.000
   2984.20     0.000
   2984.26     0.000
   2984.38     0.000
   2984.50     0.000
   2984.62     0.000
   2984.74     0.000
   2984.80     0.000
   2984.92     0.000
   2985.04     0.000
   2985.16     0.000
   2985.28     0.000
   2985.34     0.000
   2985.46     0.000
   2985.58     0.000
   2985.70     0.000
   2985.82     0.000
   2985.94     0.000
   2986.00     0.000
   2986.12     0.000
   2986.24     0.000
   2986.36     0.000
   2986.48     0.000
   2986.60     0.000
   2986.66     0.000
   2986.78     0.000
   2986.90     0.000
   2987.02     0.000
