split,alias_class,run,period,field_G,frequency_MHz,phase_bin,x_spin_mid,direction_cos,direction_sin,release_residual,parent_release_ARA,time_us,count_weight,sample_bins
development,primary,EMU00069983,RF on,50.0,0.67745,13,0.84375,-0.06595865421517064,0.029804291363760418,0.12533567361684525,0.9036511110641883,1.6958804759965944,274538.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,14,0.90625,-0.0800280215365482,0.02668089919650742,0.29346191749665645,0.9547699302455435,1.776501128586278,295744.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,15,0.96875,-0.08377456394378843,0.02135928164692348,0.07990109614653491,0.9466332678427837,1.737076720823571,275769.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,16,1.03125,-0.1216788924808553,-0.01644738997877398,0.028296449220707467,1.000732250973559,1.875672863637147,282638.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,17,1.09375,-0.06866640248969816,-0.027581979914890028,0.10951516853683498,1.0028151814207735,1.8433597978040277,270324.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,18,1.15625,-0.10396022432318063,-0.08078210854746191,0.19437965526100964,1.0434664246426102,1.9724772498187,270990.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,19,1.21875,-0.07051609973558047,-0.0668622734952537,0.002723493093964398,1.1417177528050142,2.244999080795482,219170.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,20,1.28125,-0.056779943557213525,-0.09502099445315601,-0.27319139097876294,1.0765645678510007,2.0509611750347285,259918.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,21,1.34375,-0.05999102421125281,-0.10574458664513946,-0.6623068123905349,1.0702340047126377,2.0569033742096265,231398.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,22,1.40625,-0.018420081224502893,-0.08536627726855187,-0.03134879249318046,1.116260715454854,2.1471549583022536,249499.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,23,1.46875,0.022761774421030362,-0.10727056462936181,0.20989629793909995,1.1342670865576485,2.1925418021222027,244692.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,24,1.53125,0.022777676278818167,-0.13282885158162203,-0.5262010440644658,1.1276961804572543,2.1525517116531017,227327.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,25,1.59375,0.05093632258641671,-0.09578917410598328,0.37176847647091754,1.1719888638938831,2.290312517255198,234670.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,26,1.65625,0.07028541058412453,-0.08405458987784976,-0.10798780588799622,1.1734109467796854,2.2556012053196364,223690.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,27,1.71875,0.07853788294770574,-0.08749487881715666,0.24396186427055264,1.2073117406132483,2.3867556494667417,224547.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,28,1.78125,0.08369359279114409,-0.09799233323606873,0.0488973327817325,1.2916675641592834,2.668281450022218,181260.0,11
