split,event_id,run,period,field_G,direction,lag_reads,offset_reads,offset_us,child_U,child_R,parent_H,signed_parent_Q
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,-5,-0.31999993324279785,0.7965244454358185,1.1130981654446914,0.71146893948631,1.7447579633790726
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,-4,-0.25600002722064064,0.8064006568651816,1.0872130606983719,0.7169491865080186,1.7399270043406687
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,-3,-0.1919999122619629,0.8356416808631301,1.0353322805467982,0.7340354412491845,1.7379900794250491
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,-2,-0.12800000623980567,0.8679260284988143,0.9833422226390666,0.7565335176530502,1.7356463782029397
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,-1,-0.06400011495867775,0.8626950156582306,0.9519193157410413,0.7709621965850745,1.7269658291100265
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,0,0.0,0.9073373558334006,0.9073373558334006,0.7822590961154735,1.725919336788403
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,1,0.06399990602215722,0.9081939066059518,0.8491470398741141,0.7968828870238336,1.727928060440215
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,2,0.12800002098083496,0.8922320943567262,0.8022765116390493,0.804995850085359,1.7312104677386602
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,3,0.192000150680542,0.8895694186017268,0.76205702913355,0.7996566008357321,1.7284865987891094
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,4,0.2559998330251494,0.8966858605342726,0.7208635491037808,0.7819596382855238,1.7276935580966666
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,5,0.3200001569203472,0.9158239000256161,0.6733296413805299,0.7893395028813356,1.728779681879576
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,6,0.384000301361084,0.9596891219366936,0.6550985620635943,0.7815275632924478,1.728248344808175
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,7,0.448000431060791,1.003284393829735,0.6331373478354917,0.780314522602794,1.7275845417740028
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,50.0,R_to_U,-6,8,0.5120001134053984,0.9876245073325157,0.5965063526046867,0.8040904801098077,1.7297746582516085
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-8,-0.5119998987806764,0.8579401408308696,1.120948994499109,1.2501155153989372,1.4572648609202545
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-7,-0.4479999542236328,0.8257235333783893,1.0999749887416126,1.2597661599026517,1.4561534489284773
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-6,-0.38399987779984146,0.7798513749013937,1.072820479134842,1.2590835002673444,1.4587429897728694
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-5,-0.31999993324279785,0.7435354618266968,1.0421492993835075,1.2538864277636392,1.4652716437332358
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-4,-0.2559998568190065,0.7306323959275465,0.9901400905133115,1.2428689281695038,1.4758396752927605
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-3,-0.1919999122619629,0.8096203046003694,0.9387215836781241,1.2378460051415348,1.4816455028765776
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-2,-0.12799983583817154,0.8352104740207265,0.9097114116310436,1.2214846564363342,1.4873626875102297
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,-1,-0.06399989128112793,0.8486400713412475,0.8935886657622704,1.2100867623516738,1.4972209902974725
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,0,0.0,0.8584166874385406,0.8584166874385406,1.237197930238745,1.5027804266518139
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,1,0.06400007642379135,0.8716507575789042,0.8495950062951183,1.2415849848716518,1.502533584553115
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,2,0.12800002098083496,0.8717383000611361,0.8197640489765465,1.2456572677755922,1.5005111093312138
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,3,0.1920000974046263,0.9031810149804917,0.7678291206147686,1.2651967099707129,1.4873895180937018
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,4,0.25600022710433334,0.9193983927684365,0.7508409368207866,1.2598695625896525,1.476746083225888
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,5,0.31999998651871353,0.9052544706127839,0.7452383623883194,1.2693998678365193,1.4598162067328746
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,6,0.3840001948092526,0.866694358045314,0.7369329018289423,1.2773391004794077,1.4397442866579546
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,7,0.4480003777848758,0.8292771265677329,0.7387144973483298,1.2568804680837564,1.4352759679979934
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,86.0,R_to_U,-6,8,0.5120005074845828,0.8283303540371753,0.7021548617001274,1.2448990896904253,1.4387839815532137
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-8,-0.5120000839233398,0.845355614120695,1.156414461277132,1.2128132774132796,1.4766399368174385
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-7,-0.44800011040524,0.8385142081056871,1.1276446345128879,1.2138755932608933,1.4746762330573262
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-6,-0.3840000629425049,0.868053258845612,1.0890204515185673,1.2034045023692546,1.4786764712250842
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-5,-0.32000008942440505,0.8855478161157757,1.0501205150017259,1.2015489096973686,1.4827045636716156
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-4,-0.2560000419616699,0.9035897893700977,1.0049676578831341,1.2015045425819135,1.4879273972506715
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-3,-0.1920000684435701,0.8893618407506089,0.9713222424145298,1.2027104747365953,1.4914188734986418
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-2,-0.12800002098083496,0.8620503751510167,0.9560902356091528,1.2039908295102186,1.4912281054980432
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,-1,-0.06400004746273513,0.8636342083886508,0.9366479840358406,1.1805747412530212,1.4883171530018748
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,0,0.0,0.8939696942427272,0.8939696942427272,1.160868348074563,1.4863977143218645
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,1,0.06399997351809983,0.9015269623018293,0.8374535967042207,1.1447124246334501,1.4811984861516816
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,2,0.12800002098083496,0.893189170009232,0.8104651747864254,1.155939766751688,1.474050192640956
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,3,0.1919999122619629,0.8426408066779576,0.7951552317354076,1.1744069519132447,1.465063303828829
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,4,0.2559998857800627,0.8294621994016409,0.7648571670385828,1.1953255066157968,1.4657214512223835
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,5,0.31999993324279785,0.891567521466355,0.743596405871629,1.2152594858431307,1.4682617569148775
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,6,0.3839999067608977,0.9400123651216883,0.7280407899139731,1.1965077881325517,1.4726836359652073
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,7,0.4480000364606047,0.9265143594604064,0.717126881498049,1.1850177906799362,1.472248947621896
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,86.0,R_to_U,-6,8,0.512000001686368,0.890727841645783,0.7040597036095011,1.1731434766757718,1.4679929761185448
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-8,-0.5120000310485273,0.7447310371593263,1.1062639049298106,1.1527133142448789,1.066504297260057
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-7,-0.4479999542236328,0.8078149529258846,1.0768801341559562,1.1525775852227285,1.0658672968913891
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-6,-0.38400001006769235,0.8037025018858198,1.0386898029528273,1.168744109936932,1.0732322116303152
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-5,-0.3200001187865644,0.758356633597791,1.0045981231333572,1.1919842787033255,1.0846897050826019
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-4,-0.2560000419616699,0.7521764237234494,0.974375618776602,1.1946788606998175,1.0898420736060812
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-3,-0.19200009780572946,0.7556547161567062,0.943405028844301,1.1908426094179403,1.0927265410103626
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-2,-0.12800002098083496,0.740234461021466,0.8995476690222564,1.188263200518811,1.0929726930210504
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,-1,-0.0640000768248945,0.7553874627794436,0.8496915246997674,1.1852916484961977,1.0888388904779924
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,0,0.0,0.8065543893030944,0.8065543893030945,1.1800874837118946,1.0836535897678217
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,1,0.06399994415594046,0.8497853267470853,0.7684247524419923,1.148989978044215,1.0821464436257362
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,2,0.12800002098083496,0.8417612182614584,0.7366508872151909,1.1389870770248387,1.0843123954026614
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,3,0.19199996513677542,0.8470104109552746,0.707673371470498,1.139266903812449,1.0868843970798976
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,4,0.2560000419616699,0.8868406877137073,0.6505170382443475,1.1224167740690312,1.0910246895563918
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,5,0.3199999861176104,0.8850519814511495,0.6336191467520002,1.1389139565452817,1.0883631513705498
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,6,0.3839998773987383,0.9167512221658527,0.5878212479983962,1.1578733168462088,1.0956694588656837
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,7,0.4479999542236328,0.9709188293065045,0.5428985102810084,1.1480416722050883,1.1085892888064024
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,122.0,R_to_U,-6,8,0.5119998983795733,0.9406360784552834,0.500690462404874,1.1661930954562951,1.1230259691666622
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-8,-0.5120000839233398,0.8088152456255931,1.0732045092470213,1.1820497055881398,1.0610208728330717
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-7,-0.4480000601386278,0.8528423896530866,1.0347436211863914,1.1942287623768357,1.0609984232193743
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-6,-0.3840000629425049,0.8757094062593996,1.010657546998259,1.2021093283398083,1.0598966196577293
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-5,-0.32000003915779285,0.8877692479026941,0.9824747868337323,1.1961626941715304,1.0599700006718837
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-4,-0.2560000419616699,0.8588058984426276,0.9449136859605697,1.1941649882372893,1.0591959020145165
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-3,-0.1920000181769579,0.8288438245354226,0.9090335032732336,1.2017024539959147,1.057468622620809
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-2,-0.12800002098083496,0.8233028886010042,0.8765723963466596,1.2185000493387432,1.0585872503689302
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,-1,-0.06399999719612293,0.805763114091682,0.8479777708830417,1.2296709183164225,1.0608465781991703
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,0,0.0,0.8213368653278821,0.8213368653278822,1.2299640028187906,1.061624451611153
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,1,0.06399989128112793,0.8672619963499847,0.7898104696417878,1.238366531408724,1.0640454660598353
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,2,0.12799991506583996,0.8961337616937294,0.7581225475705341,1.238236202496141,1.0684187260340259
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,3,0.1919999122619629,0.9259872125897073,0.7337395368054201,1.238448355032432,1.0757100564354065
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,4,0.2559999360466749,0.9314401478566978,0.697047107380699,1.2438810340595976,1.0825869129154266
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,5,0.32000006574638196,0.9335727748554387,0.6618643996062331,1.2479081555753786,1.085376992447352
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,6,0.38399993043892033,0.9081837529894369,0.6314910928265451,1.250756460177728,1.0865014166599574
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,7,0.44799998081222236,0.8758483450891573,0.5794434551534996,1.2520128617390787,1.0781149756322814
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,122.0,R_to_U,-6,8,0.512000216426924,0.848018673632892,0.5343770275526483,1.2379534141803847,1.0572430715922738
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,-7,-0.4479999542236328,0.7174566171883808,1.071702316273683,0.9022439943600109,1.029612053007015
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,-6,-0.3840000015033662,0.7635639658130386,1.0329602988677062,0.8921071724532282,1.0306228517994167
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,-5,-0.31999993324279785,0.8211747895156458,1.0048191578475967,0.8973487733313597,1.039200767119703
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,-4,-0.2560000419616699,0.890341689439101,0.9711634152959941,0.8964507368411352,1.0482089897081701
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,-3,-0.19200008924140333,0.8705100127411622,0.928184759908159,0.8995818814643246,1.0507061590372915
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,-2,-0.12800002098083496,0.8528044581079247,0.9041987503369395,0.9010628648190443,1.0518994809348476
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,-1,-0.06400006826056837,0.8394696472295317,0.8858870813269488,0.9076291358337246,1.0529456684984428
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,0,0.0,0.8575607161146059,0.857560716114606,0.9078212362974801,1.0471481335479047
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,1,0.0639999527202666,0.9578663206930017,0.8243679924025168,0.9086315681862741,1.0499424170940477
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,2,0.12800002098083496,0.9968846388308401,0.7926123468612445,0.9124422107814055,1.049315820537933
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,3,0.19199997370110156,0.9832519697390012,0.7553528572382853,0.9176769775587963,1.0435073927845298
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,4,0.2560000419616699,0.9693788404915551,0.7108534250137495,0.9046237963187616,1.0353484504972217
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,5,0.3199999946819365,0.9710444262677977,0.6807922705708632,0.9187825122352463,1.0285798735881537
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,6,0.3840000629425049,0.9657636815075149,0.6258239598620106,0.9416662680406427,1.0295174804194012
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,7,0.4479999542236328,0.9560806548519333,0.5937113485659923,0.9386377706750038,1.035333520318026
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,158.0,R_to_U,-6,8,0.5119999069438994,0.9599062942999801,0.5770840403064235,0.9404813078269483,1.036226129187095
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-8,-0.5120000839233398,0.6940908909855559,1.1336620361476848,0.8777904442428114,1.0429999973662634
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-7,-0.44800011906514703,0.73026493991405,1.1367223621176277,0.8757937134933313,1.0473244072294239
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-6,-0.3840000629425049,0.8338191903495831,1.0980185115348013,0.883169030548274,1.0519675878163484
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-5,-0.32000009808431207,0.8993831165944667,1.0505723239468554,0.882950146113543,1.054608409156492
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-4,-0.2560000419616699,0.9049460666263676,1.024697963899621,0.8798361052096831,1.0528016797902593
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-3,-0.1920000771034771,0.8066348984432217,0.987699273709969,0.8806954156303594,1.047868066336228
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-2,-0.12800002098083496,0.819856692454825,0.9532696484724779,0.8914193677771134,1.0475805528273194
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,-1,-0.06400005612264215,0.8634517358262065,0.9220700502666849,0.9081049220461154,1.042823784041657
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,0,0.0,0.891453950614495,0.8914539506144948,0.9036862285116193,1.0379818941597971
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,1,0.06399996485819281,0.8927141909005601,0.8712433523467527,0.9005007081316568,1.038879499736368
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,2,0.12799985613932074,0.9280999083522863,0.846633915173056,0.9023316842165541,1.0458730284631734
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,3,0.1919999122619629,0.9358648617394044,0.8365894900266215,0.8974344692401274,1.050136332205057
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,4,0.2559998771201557,0.8954146802085665,0.8142728847615481,0.8956704976305286,1.047383729093675
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,5,0.31999993324279785,0.9079030834236368,0.7698120922584433,0.8742607958500296,1.0453821585858853
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,6,0.3840000629425049,0.9397162356493244,0.7450549470599143,0.866983253995172,1.0403602287956835
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,7,0.44799986295918304,0.9797790076070668,0.7435581714833042,0.8515608829910633,1.0429071981089582
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,158.0,R_to_U,-6,8,0.5120000103462754,1.0030976199638595,0.702914483953214,0.8574465274249137,1.052868010865982
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-8,-0.5119998606512537,0.6463494204756072,1.1639344862227876,0.9381378454905329,1.199206858954552
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-7,-0.4479999542236328,0.6776629898446453,1.151824841606057,0.9317357525501954,1.1991286778041639
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-6,-0.38399983967041873,0.7473076260918464,1.1409780292555933,0.9319919630576962,1.1986531291015685
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-5,-0.3199999483892908,0.84182637911693,1.1018661282973456,0.9417642226281303,1.198290559523754
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-4,-0.2560000419616699,0.8335103877141476,1.0701824408755645,0.9349647111180456,1.2038932879059525
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-3,-0.19199992740845584,0.6967699577287617,1.0389127867903798,0.9470405779802581,1.2048350964530696
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-2,-0.12800002098083496,0.7506335986118535,1.0013616975119672,0.9511392033283499,1.2054457964847254
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,-1,-0.06399990642762088,0.836714874774306,0.9685915415239971,0.9607627156215653,1.2020257345383727
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,0,0.0,0.9468087299563805,0.9468087299563805,0.9503688611789186,1.1999171852735595
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,1,0.06400011455321408,0.949309541570647,0.9241335889006953,0.9510248663782501,1.2010867016716615
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,2,0.12800002098083496,0.9405061363938984,0.8700135579437104,0.9511531713944676,1.1962840246412234
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,3,0.19200013553404904,0.8780689891622097,0.824075024427891,0.9541359690074626,1.1978686770799822
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,4,0.2560000419616699,0.8814064258448278,0.7651791611956458,0.9662853823922304,1.1946639981560117
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,5,0.320000156514884,0.8962560875482695,0.7414715922440682,0.9624852879119956,1.1979154756177588
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,6,0.38400004779601193,0.9731604878497785,0.6851097700606134,0.9648041974922617,1.2069946277026482
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,7,0.4479999542236328,1.009894851051912,0.6413022645099302,0.9724521983424678,1.2061181748684033
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,194.0,R_to_U,-6,8,0.5120000687768469,0.9832778205992905,0.6088595647643851,0.9764834893702043,1.2015112492461146
