split,event_id,run,period,rf_flag,temperature_K,field_G,direction,lag_reads,child_position,parent_position,crossing_time_us,parent_time_us,crossing_U,crossing_R,parent_H,signed_parent_Q,parent_ridge_distance,history_parent_distance,ridge_exposure,wrong_parent_H,wrong_parent_distance,wrong_minus_correct_distance,mismatch_parent_H,mismatch_parent_distance,mismatch_minus_correct_distance,branch_eligible,delta_Q,raw_oriented_branch,oriented_branch,wrong_oriented_branch,shifted_oriented_branch,correct_minus_wrong_branch,correct_minus_shifted_branch
development,EMU00070013|RF off|0|lag-6,EMU00070013,RF off,0,300.0,230.0,R_to_U,-6,14.570958746623067,8.570958746623067,3.2155413346549295,2.8315413740038307,0.8263160446509384,0.8263160446509384,1.1084634604931907,1.1637684014245377,0.10846346049319067,0.12649226418871318,0.01802880369552251,0.9666730867344311,0.033326913265568914,-0.07513654722762175,0.8846973510593633,0.11530264894063669,0.006839188447446021,1,-0.012759343219997277,-0.012759343219997277,0.012759343219997277,-0.01238694452440603,0.007135912270788136,0.025146287744403306,0.0056234309492091406
development,EMU00070013|RF on|0|lag-6,EMU00070013,RF on,1,300.0,230.0,R_to_U,-6,14.135705792766585,8.135705792766585,3.1876850891559343,2.803685232277226,0.9509250122529299,0.9509250122529299,1.1016175169173383,1.1699404225080525,0.10161751691733834,0.1064209441731423,0.00480342725580396,0.9493648560917846,0.05063514390821544,-0.050982373009122894,1.0311434278074987,0.03114342780749868,-0.07047408910983965,1,0.0031768771792692885,0.0031768771792692885,-0.0031768771792692885,0.010355267105574661,-0.0006800790609249319,-0.01353214428484395,-0.0024967981183443566
development,EMU00070019|RF off|0|lag-6,EMU00070019,RF off,0,300.0,266.0,R_to_U,-6,12.380496145709323,6.380496145709323,3.075351682512671,2.6913517672713954,0.7332482935838275,0.7332482935838271,1.057128470004707,1.0204003522670209,0.057128470004707,0.7309631095933252,0.6738346395886182,0.9719982901278406,0.02800170987215944,-0.029126760132547558,0.902409386823785,0.09759061317621498,0.04046214317150798,1,-0.01517144349721411,-0.01517144349721411,0.01517144349721411,0.007858903638913839,-0.001599404195235743,0.007312539858300271,0.016770847692449853
development,EMU00070019|RF on|0|lag-6,EMU00070019,RF on,1,300.0,266.0,R_to_U,-6,14.25158655752248,8.25158655752248,3.1951014731300127,2.811101588623177,0.8414994116223026,0.8414994116223025,1.0364728523283235,1.0206724559035298,0.036472852328323535,0.31926041430168417,0.28278756197336063,0.9831225301261095,0.016877469873890494,-0.01959538245443304,0.968738985487936,0.03126101451206398,-0.005211837816259557,1,0.00415099652303641,0.00415099652303641,-0.00415099652303641,-0.009775313508398664,0.002944506660660373,0.005624316985362254,-0.007095503183696783
development,EMU00070025|RF off|0|lag-6,EMU00070025,RF off,0,300.0,302.0,R_to_U,-6,7.345811629996955,1.3458116299969554,2.7531319357657105,2.3691318728232056,0.891131996682187,0.8911319966821871,0.9659036434577205,1.0266636622624299,0.03409635654227949,0.2324330467340664,0.1983366901917869,1.074630845932764,0.07463084593276403,0.04053448939048454,0.9815763119815357,0.01842368801846428,-0.015672668523815214,0,nan,nan,nan,nan,nan,nan,nan
development,EMU00070025|RF on|0|lag-6,EMU00070025,RF on,1,300.0,302.0,R_to_U,-6,8.139345991415281,2.139345991415281,2.8039182045949844,2.4199181416524795,0.8586072136395166,0.8586072136395166,0.9841158464125732,1.0195217210141576,0.015884153587426786,0.11470547311204182,0.09882131952461504,1.078362931059444,0.07836293105944403,0.062478777472017244,0.9933365081027284,0.006663491897271556,-0.00922066169015523,0,nan,nan,nan,nan,nan,nan,nan
development,EMU00070031|RF off|0|lag-6,EMU00070031,RF off,0,300.0,338.0,R_to_U,-6,11.156511995256423,5.156511995256423,2.997016739236512,2.6130167136093743,0.814786398319749,0.814786398319749,0.9873988107807647,1.1098963575250016,0.012601189219235254,0.05487619759461837,0.042275008375383116,1.0777868401761435,0.07778684017614346,0.0651856509569082,1.1232658997053906,0.12326589970539059,0.11066471048615534,1,-0.012565897905561618,-0.012565897905561618,0.012565897905561618,-0.02949470217786132,0.010999539586122431,0.04206060008342294,0.0015663583194391872
development,EMU00070037|RF on|2|lag-6,EMU00070037,RF on,1,300.0,374.0,R_to_U,-6,7.0269205008530555,1.0269205008530555,2.732722862140415,2.34872279919791,0.817766630956299,0.817766630956299,1.0871833354165783,1.104104616309458,0.0871833354165783,0.5332400880890925,0.4460567526725142,0.986914068861951,0.013085931138049012,-0.07409740427852929,1.0036870836696565,0.0036870836696565323,-0.08349625174692177,0,nan,nan,nan,nan,nan,nan,nan
development,EMU00070043|RF on|0|lag-6,EMU00070043,RF on,1,300.0,410.0,R_to_U,-6,8.697491439927983,2.6974914399279832,2.8396394526188535,2.4556393896763486,0.799633294131995,0.7996332941319949,1.0026564430010785,0.9916615782163015,0.002656443001078479,0.6884821442219592,0.6858257012208807,0.9944717307686234,0.005528269231376615,0.0028718262302981357,0.9203045259856488,0.07969547401435118,0.0770390310132727,0,nan,nan,nan,nan,nan,nan,nan
development,EMU00070049|RF off|0|lag-6,EMU00070049,RF off,0,300.0,446.0,R_to_U,-6,7.374049589970111,1.3740495899701113,2.7549391688664477,2.370939105923943,0.7749185074186529,0.7749185074186529,0.9537613891506295,1.0195949450472659,0.04623861084937053,0.12135106643228122,0.07511245558291069,1.068295432685874,0.06829543268587401,0.022056821836503482,0.999437545394361,0.0005624546056389734,-0.04567615624373156,0,nan,nan,nan,nan,nan,nan,nan
development,EMU00070055|RF off|0|lag-6,EMU00070055,RF off,0,300.0,482.0,R_to_U,-6,6.258713136980592,0.2587131369805924,2.6835576679528677,2.2995576050103628,0.8446188376631637,0.8446188376631637,0.9826648662839262,1.0850367398424157,0.01733513371607376,0.1908866961901612,0.17355156247408743,1.0516282515977549,0.05162825159775486,0.0342931178816811,0.7131335791240613,0.2868664208759387,0.26953128715986496,0,nan,nan,nan,nan,nan,nan,nan
