split,event_id,run,period,rf_flag,temperature_K,field_G,direction,lag_reads,child_position,parent_position,crossing_time_us,parent_time_us,crossing_U,crossing_R,parent_H,signed_parent_Q,parent_ridge_distance,history_parent_distance,ridge_exposure,wrong_parent_H,wrong_parent_distance,wrong_minus_correct_distance,mismatch_parent_H,mismatch_parent_distance,mismatch_minus_correct_distance,branch_eligible,delta_Q,raw_oriented_branch,oriented_branch,wrong_oriented_branch,shifted_oriented_branch,correct_minus_wrong_branch,correct_minus_shifted_branch
development,EMU00069983|RF off|0|lag-6,EMU00069983,RF off,0,300.0,50.0,R_to_U,-6,15.736108214084474,9.736108214084474,3.2901108761901297,2.9061108132476248,1.0124051385463764,1.0124051385463764,0.7419185461936977,1.7287390752923015,0.2580814538063023,0.30487317918945833,0.04679172538315601,1.0493472022957469,0.04934720229574685,-0.20873425151055547,1.2417924163448109,0.24179241634481086,-0.016289037461491462,1,-0.011464393081739743,-0.011464393081739743,0.011464393081739743,-0.05573981195814204,0.009670129393946736,0.06720420503988178,0.0017942636877930074
development,EMU00069983|RF on|0|lag-6,EMU00069983,RF on,1,300.0,50.0,R_to_U,-6,21.938171641256886,15.938171641256886,3.6870429617625318,3.303042913561056,0.9073373558334006,0.9073373558334006,0.7822590961154735,1.725919336788403,0.2177409038845265,0.2656400418412488,0.04789913795672229,0.7848841480766571,0.21511585192334293,-0.0026250519611835665,1.1848137271921586,0.1848137271921586,-0.03292717669236789,1,-0.008610899199332334,-0.008610899199332334,0.008610899199332334,-0.043885328043600236,-0.00044586053873973963,0.05249622724293257,0.009056759738072073
development,EMU00069989|RF off|0|lag-6,EMU00069989,RF off,0,300.0,86.0,R_to_U,-6,20.776544614139993,14.776544614139993,3.612698734640281,3.2286988568404396,0.8584166874385406,0.8584166874385406,1.237197930238745,1.5027804266518139,0.23719793023874503,0.21696071345437318,-0.020237216784371848,1.092002765545126,0.0920027655451261,-0.14519516469361893,1.1645512632658483,0.16455126326584835,-0.07264666697289668,1,0.009446218519054028,0.009446218519054028,-0.009446218519054028,0.10495492262861972,0.007199873444043159,-0.11440114114767375,-0.016646091963097187
development,EMU00069989|RF on|0|lag-6,EMU00069989,RF on,1,300.0,86.0,R_to_U,-6,17.344926860373672,11.344926860373672,3.393075333062269,3.009075270119764,0.8939696942427272,0.8939696942427272,1.160868348074563,1.4863977143218645,0.16086834807456296,0.1859981009637317,0.025129752889168744,0.8952749098288298,0.10472509017117015,-0.05614325790339281,1.2436118831189282,0.24361188311892823,0.08274353504436527,1,-0.0198868073182894,-0.0198868073182894,0.0198868073182894,-0.013384675576533445,0.005093961369229683,0.033271482894822846,0.014792845949059719
development,EMU00069995|RF off|0|lag-6,EMU00069995,RF off,0,300.0,122.0,R_to_U,-6,14.77822696262059,8.77822696262059,3.2288065273613977,2.8448065172937054,0.8065543893030944,0.8065543893030945,1.1800874837118946,1.0836535897678217,0.18008748371189465,0.1627439659176757,-0.017343517794218943,0.8618659009796427,0.13813409902035734,-0.04195338469153731,0.9384124267167052,0.06158757328329478,-0.11849991042859986,1,-0.005685911066942495,-0.005685911066942495,0.005685911066942495,0.04757039639290084,-0.015176757106957872,-0.04188448532595834,0.020862668173900367
development,EMU00069995|RF on|0|lag-6,EMU00069995,RF on,1,300.0,122.0,R_to_U,-6,19.555760314315915,13.555760314315915,3.5345686721738323,3.1505686092313274,0.8213368653278821,0.8213368653278822,1.2299640028187906,1.061624451611153,0.2299640028187906,0.13192764641473476,-0.09803635640405584,0.9350168128579635,0.06498318714203655,-0.16498081567675404,0.8547977520576433,0.1452022479423567,-0.08476175487643389,1,0.013172815042993058,0.013172815042993058,-0.013172815042993058,0.06341658622533997,0.002958241526981542,-0.07658940126833302,-0.0161310565699746
development,EMU00070001|RF off|0|lag-6,EMU00070001,RF off,0,300.0,158.0,R_to_U,-6,13.257694425224464,7.257694425224464,3.1314924247348617,2.7474924232314955,0.8575607161146059,0.857560716114606,0.9078212362974801,1.0471481335479047,0.09217876370251987,0.14726852314121053,0.055089759438690655,0.9120907732775799,0.08790922672242008,-0.004269536980099797,0.9628626040415413,0.03713739595845866,-0.05504136774406121,1,-0.004891213324837995,-0.004891213324837995,0.004891213324837995,-0.0073569752921143206,0.0022299590497948385,0.012248188616952316,0.0026612542750431567
development,EMU00070001|RF on|0|lag-6,EMU00070001,RF on,1,300.0,158.0,R_to_U,-6,18.691395423615663,12.691395423615663,3.4792493395647273,3.0952492766222224,0.891453950614495,0.8914539506144948,0.9036862285116193,1.0379818941597971,0.09631377148838072,0.16633524755997886,0.07002147607159814,0.9639320386741866,0.03606796132581336,-0.06024581016256736,0.8962729679543853,0.10372703204561473,0.007413260557234014,1,-0.0010959308033493542,-0.0010959308033493542,0.0010959308033493542,0.03879011139039079,-0.0013895378180011075,-0.03769418058704144,0.0024854686213504618
development,EMU00070007|RF off|0|lag-6,EMU00070007,RF off,0,300.0,194.0,R_to_U,-6,14.063528995442613,8.063528995442613,3.1830657647658906,2.799065925095472,0.9468087299563805,0.9468087299563805,0.9503688611789186,1.1999171852735595,0.04963113882108139,0.04268318998443332,-0.006947948836648066,1.0641162170509897,0.06411621705098969,0.0144850782299083,1.1249685189704597,0.12496851897045969,0.0753373801493783,1,-0.007287841318908139,-0.007287841318908139,0.007287841318908139,-0.051074615658299294,-0.006212459493703637,0.05836245697720743,0.013500300812611776
development,EMU00070007|RF on|0|lag-6,EMU00070007,RF on,1,300.0,194.0,R_to_U,-6,17.71700164098931,11.71700164098931,3.416888078570119,3.032888015627614,0.826612113271516,0.826612113271516,0.9502807509287176,1.193841803516103,0.049719249071282445,0.38377157231903225,0.3340523232477498,1.0012915047938316,0.001291504793831555,-0.04842774427745089,1.0888819739970579,0.08888197399705788,0.03916272492577544,1,-0.011253482740265941,-0.011253482740265941,0.011253482740265941,-0.03823641395558419,0.007121251883902335,0.04948989669585013,0.004132230856363606
