split,run,period,rf_flag,temperature_K,field_G,frequency_MHz,turns_per_lifetime,field_turn_log2,time_us,parent_lifespan_ARA,openness_U,closure_R,parent_H,signed_parent_Q,Q_concentration,child_distance,parent_ridge_distance,wrong_parent_H,wrong_signed_Q,cycle_bins,history_native_bins
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.2829999923706055,1.290480240652085,0.6284928771647461,1.4889175935288748,0.721267431801063,1.7335908243754483,0.8177751066713332,0.8604247163641286,0.278732568198937,1.0893739907844702,1.2371461877077945,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.3469998836517334,1.3107961426068178,0.583858391837276,1.4931403891016894,0.7394674672450181,1.7378134523380808,0.8136587604190187,0.9092819972644135,0.2605325327549819,1.1039607067554322,1.2352890626567206,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.4110000133514404,1.3305304054176792,0.5673567016294974,1.511550139667754,0.7337498200264934,1.7373178409148777,0.8092696620679102,0.9441934380382566,0.26625017997350664,1.077896248786134,1.2427067673488277,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.4749999046325684,1.3496995384347905,0.6057055399505322,1.515409567141726,0.7363709036534855,1.7363052504957155,0.8077626833590047,0.9097040271911938,0.26362909634651455,1.0314785244027846,1.2609429686784268,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.5390000343322754,1.3683198640131937,0.6018446576475645,1.4512082262065564,0.7343599581587512,1.7309370974661469,0.8083474271567722,0.849363568558992,0.2656400418412488,1.0253885703710433,1.264056800701932,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.6029999256134033,1.3864069596019823,0.5060361424628298,1.4405743979467598,0.7293694850248214,1.735636976114654,0.8107362634303071,0.93453825548393,0.27063051497517865,0.9960722549494595,1.2629217169713671,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.6670000553131104,1.4039762262104571,0.4984365336054393,1.4342276258372646,0.716498444182488,1.7372898557593932,0.8154932962501291,0.9357910922318253,0.283501555817512,0.9516172691783309,1.2564550568866153,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.7309999465942383,1.4210423619895745,0.5336707061096637,1.4169982625735615,0.7079290732598305,1.7372771020385689,0.8190586021826226,0.8833275564638978,0.29207092674016955,0.9158169158240235,1.2670955303933849,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.7950000762939453,1.4376198986099702,0.577290418855044,1.3947654921229162,0.7011114409038772,1.7313966659302857,0.8246929314641814,0.8174750732678723,0.2988885590961228,0.8835249948529413,1.281800850490027,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.8589999675750732,1.4537227045580847,0.5571010203241373,1.3719579086064384,0.7018278527818176,1.7374639699299583,0.829779537120262,0.8148568882823011,0.2981721472181824,0.8939627665783718,1.298879048193466,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.922999858856201,1.4693644338095633,0.6227070207359853,1.3518030143464417,0.7138013640237861,1.7420943403238212,0.8304440207836421,0.7290959936104564,0.28619863597621387,0.914401559851743,1.3465262476097486,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.986999988555908,1.4845583443015913,0.5976007803476577,1.3071540063131097,0.7113152256298017,1.7449335042231722,0.8275842520699856,0.709553225965452,0.28868477437019835,0.888549008924027,1.382991395115225,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.050999879837036,1.4993171470024178,0.7477662873546614,1.2757509794367823,0.7173204816303658,1.7395970608024394,0.8216004834413878,0.5279846920821208,0.28267951836963423,0.853846288104324,1.3967402190464981,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.115000009536743,1.5136534089080294,0.8289980304542426,1.2216997458731174,0.7351370078221247,1.737884174474691,0.8127100220227403,0.3927017154188748,0.26486299217787534,0.8256029489594049,1.3707401231579304,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.178999900817871,1.5275791234923892,0.7583179381829249,1.2011633744169279,0.7579436125946375,1.735498900636363,0.7981742492431375,0.44284543623400296,0.2420563874053625,0.8148455866100703,1.363436025336462,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.243000030517578,1.5411061483839812,0.8058075957389316,1.1762964992893266,0.7718201607846848,1.7264034737964464,0.7855947919774909,0.370488903550395,0.22817983921531515,0.8145105968804636,1.405772777205596,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.306999921798706,1.5542458000627855,0.8230393289200919,1.1470196889252553,0.7829470536385377,1.7258874306900966,0.7793963073431879,0.3239803600051634,0.21705294636146233,0.782931675176845,1.4393575006107704,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.371000051498413,1.5670092668313529,0.7947770341349384,1.110862634087061,0.7978013007426452,1.7280625441345667,0.7795732184365465,0.3160855999521227,0.20219869925735479,0.7618357761314227,1.4025151339250006,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.434999942779541,1.5794072263898669,0.8071666888836908,1.0856544820297196,0.8054699927242907,1.731417925458901,0.7797191783495327,0.2784877931460288,0.19453000727570935,0.6812985455250651,1.4154078319537087,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.499000072479248,1.5914502354962952,0.8375182692632585,1.0320158947286753,0.7992734806651858,1.7282934154642646,0.7860518754820258,0.19449762546541682,0.20072651933481422,0.6320054133641236,1.4436013659857863,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.562999963760376,1.60314836912814,0.8699299921275501,0.9801344799116598,0.780818603520886,1.7276540256754256,0.7902845208168253,0.11020448778410974,0.21918139647911405,0.637513556420315,1.4412525535143357,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.626999855041504,1.614511546428203,0.8622182087489493,0.9500598507821563,0.7899010560122383,1.728853866040076,0.794266312775343,0.08784164203320699,0.21009894398776174,0.622851105016434,1.4617569376987285,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.690999984741211,1.6255493988309917,0.9103108445740999,0.904521813742879,0.7809757247065804,1.728208439121085,0.8005967188606786,0.005789030831220954,0.2190242752934196,0.571753445853053,1.4535068583877995,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.754999876022339,1.6362711604169293,0.9080543939684176,0.8454976741999503,0.7802709473772416,1.7275434250451465,0.8026217418089479,0.06255671976846733,0.21972905262275844,0.4831409800389721,1.3901903365424135,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.819000005722046,1.6466859606755517,0.891189356787701,0.7994281058393071,0.8056602596150904,1.729921703292262,0.8011059316483907,0.09176125094839382,0.19433974038490964,0.38892239195298484,1.3270349442249203,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.883000135421753,1.6568025495947836,0.8894626597583557,0.7595941617481274,0.8104888280351287,1.7380432183670846,0.8028254981500309,0.12986849801022826,0.18951117196487133,0.33734938530390113,1.298741829165498,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.9469997882843018,1.666629393827122,0.8971618913896166,0.7183110841734754,0.787233420626877,1.7277566418842913,0.8078080769339001,0.1788508072161411,0.21276657937312304,0.3129383548518883,1.2046851080859524,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.011000156402588,1.6761749691148449,0.9170537830385666,0.6703652277706075,0.8193655633001757,1.7345981800363863,0.8047407019958396,0.24668855526795908,0.18063443669982426,0.25618815322075006,1.1883223521920487,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.075000286102295,1.6854471869001517,0.9624989201789386,0.6540924424553743,0.8154728476486283,1.7291829909560503,0.7962369976594347,0.3084064777235642,0.18452715235137174,0.20251544641823516,1.144342732580824,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.139000415802002,1.6944539093887445,1.0059722803373798,0.6317563434961171,0.7803913920678711,1.7098046528772421,0.7862442641440863,0.37421593684126275,0.21960860793212889,0.195339748077957,1.1683329641439832,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.203000068664551,1.703202674377213,0.9864153334014404,0.5941832712124512,0.8077904977164347,1.7146615797378288,0.7777127105612655,0.3922320621889892,0.19220950228356526,0.2184094587916537,1.2107743915239488,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.267000198364258,1.7117009965536942,1.0697136187957355,0.5490932295360282,0.8047839421387744,1.6984078504087334,0.7695253119858949,0.5206203892597072,0.19521605786122564,0.2288920339278412,1.175769096353966,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.331000328063965,1.7199559827106756,1.0586147524266722,0.5254094555363508,0.8155845120470315,1.6948165739777183,0.7672813634549385,0.5332052968903215,0.18441548795296847,0.24334425776903815,1.1119794407330568,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.394999980926514,1.7279745415107228,0.9653990153782274,0.495435573057602,0.8258225751252624,1.7040386743734643,0.7586149631340686,0.46996344232062537,0.17417742487473764,0.2533449767857783,1.078424860804908,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.459000110626221,1.7357635604366717,0.9854198440443421,0.4999923334529944,0.8575987247261365,1.7141974878423214,0.7592337067863525,0.48542751059134776,0.14240127527386348,0.30481122878684264,1.0853675480349572,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.523000240325928,1.7433295531202766,0.9318412761001945,0.4803860827116524,0.8632909147037297,1.7221849701712977,0.7653090335288047,0.4514551933885421,0.13670908529627035,0.31582297866806897,1.0632223254038227,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.587000370025635,1.750678905565378,0.8813086924518427,0.5168041120314122,0.875927685960578,1.7174325526050107,0.7673240451166466,0.36450458042043055,0.12407231403942198,0.2931308897406024,1.0230787455793384,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.651000022888184,1.7578177685025949,0.8519796193454752,0.49459981380784745,0.8846543504885904,1.7310609302841842,0.7756745358069627,0.3573798055376277,0.11534564951140958,0.3195646651138253,0.9516263068841272,92,128
