split,run,period,rf_flag,temperature_K,field_G,frequency_MHz,turns_per_lifetime,field_turn_log2,time_us,parent_lifespan_ARA,openness_U,closure_R,parent_H,signed_parent_Q,Q_concentration,child_distance,parent_ridge_distance,wrong_parent_H,wrong_signed_Q,cycle_bins,history_native_bins
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.715000152587891,1.7647522738063923,0.858107788690206,0.46301296555500365,0.8104998912404391,1.7400143497835616,0.7862957220611161,0.39509482313520233,0.18950010875956091,0.3266235319267455,0.8982787681753694,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.779000282287598,1.7714882205144122,0.848874906509712,0.46288828888755523,0.7825340685570895,1.734471755436872,0.7949405594320524,0.38598661762215675,0.2174659314429105,0.3283754386137857,0.8643092417964349,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.843000411987305,1.7780312940381195,0.8504021101882047,0.4650397541114557,0.7174072654531369,1.7198518719824327,0.8154560795330034,0.38536235607674896,0.28259273454686307,0.29041559717141424,0.8528370249746524,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.9070000648498535,1.7843869703269897,0.9500522305761058,0.47364217785956125,0.6828433127703308,1.7171173779324462,0.8212311225136968,0.4764100527165445,0.31715668722966917,0.2940543778856901,0.8598565842684578,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.9710001945495605,1.7905607085430049,0.9794429198411938,0.48250735728628313,0.6672750029562309,1.7081516281220352,0.8196827180205074,0.49693556255491067,0.3327249970437691,0.2572136802086276,0.8477888366547466,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.035000324249268,1.7965576715260125,0.9780201086618138,0.482604615217629,0.6671042303665531,1.6911230925953211,0.8157808750943584,0.4954154934441848,0.3328957696334469,0.21837807724713856,0.906050027235307,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.098999977111816,1.8023828781812998,0.9564757721852796,0.46509421920980465,0.7151731448426262,1.7130965114082461,0.8195807178700374,0.4913815529754749,0.2848268551573738,0.25044618109382377,0.9302712187885149,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.163000106811523,1.8080413320278101,0.9512639791671943,0.5160289642298361,0.6900738184063546,1.7176342624301997,0.8183440361121176,0.43523501493735817,0.3099261815936454,0.2518656696245446,0.9205814717937629,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.2270002365112305,1.8135377649945588,0.8761869799690256,0.5158047659290526,0.7252045409527432,1.7439502830340015,0.8163852460890473,0.36038221403997306,0.2747954590472568,0.2662851413722471,0.943617248349159,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.2910003662109375,1.818876816293279,0.8849290130555332,0.503367968635793,0.7123149756064436,1.7315303677409013,0.8131403933417892,0.38156104441974015,0.28768502439355637,0.254104429271808,0.9785425103347825,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.355000019073486,1.8240629542178166,0.8661797833896903,0.4944502844107921,0.7226943203600273,1.7255288766192902,0.8153222212551848,0.3717294989788982,0.27730567963997266,0.25490555612486987,1.1215763342365466,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.419000148773193,1.8291006333636712,0.8704372844256513,0.461694438532756,0.7093792371341043,1.7257817274764482,0.8129325805240286,0.4087428458928953,0.29062076286589567,0.271241951425864,1.1284661730239907,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.4830002784729,1.8339940665318595,0.867575750769781,0.44480533523787713,0.701812740414157,1.735315260222765,0.809712330548704,0.42277041553190386,0.298187259585843,0.25644238147939885,1.0143438085112535,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.547000408172607,1.838747383977896,0.9263679795107792,0.45138960313430504,0.6699880482325875,1.7191361078574077,0.7974418145961846,0.47497837637647417,0.3300119517674125,0.24722690977995201,1.0671972628947803,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.611000061035156,1.8433645637903782,0.9090432222395961,0.4538752501022716,0.6797510893426241,1.7322170688918954,0.8197314911682979,0.4551679721373245,0.32024891065737593,0.2321381816549988,1.0918686729232345,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.675000190734863,1.8478495718623675,0.9747752512443032,0.42031470491701706,0.6241146482640807,1.7253704937124983,0.8161944732092055,0.5544605463272861,0.3758853517359193,0.22346838125073518,1.0448931073980932,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.73900032043457,1.8522061588191063,0.9707346455208233,0.40501688493101484,0.6208100649921033,1.7216712117539825,0.8190543329197967,0.5657177605898085,0.37918993500789666,0.22287522583825783,0.9830974612491513,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.802999973297119,1.8564379707223382,0.9921937142724161,0.41619950176418086,0.6187002729782658,1.7110336876857333,0.8109679785731201,0.5759942125082352,0.3812997270217342,0.20232483571023646,1.0043400099492787,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.867000102996826,1.8605486424561584,1.0078089292637709,0.3787422351772072,0.7153328469411808,1.713500396948733,0.7883404537785255,0.6290666940865637,0.2846671530588192,0.22970991388007392,1.0285558341493704,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.931000232696533,1.8645416116039377,1.0045078739527407,0.3645210265896721,0.6962733969688535,1.7155398811549825,0.7975893176325246,0.6399868473630685,0.3037266030311465,0.26325193420866505,1.1008861959273357,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.99500036239624,1.8684202483931376,1.0267879120251928,0.36700765548650716,0.7152979736787494,1.6995403340861825,0.792661700780391,0.6597802565386857,0.28470202632125063,0.27787318643904646,1.133745704092902,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.2829999923706055,1.290480240652085,0.6589090869574782,1.5023715667005957,0.7047967055798452,1.7297117784009757,0.8140221077729257,0.8434624797431175,0.2952032944201548,1.1395455446359848,1.173952855526117,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.3469998836517334,1.3107961426068178,0.6985146448903555,1.4743462676939703,0.7230253117110456,1.7339288058266646,0.8135916452285898,0.7758316228036147,0.27697468828895444,1.124653293513919,1.1852305159953602,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.4110000133514404,1.3305304054176792,0.7077821550725584,1.447225110335392,0.7291369513888135,1.7344498658121508,0.8121454527391818,0.7394429552628335,0.2708630486111865,1.1172437635720294,1.207505625169365,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.4749999046325684,1.3496995384347905,0.7641661122062149,1.4216291803958847,0.7387992517673043,1.7371374099705144,0.8126638586065068,0.6574630681896698,0.2612007482326957,1.1024038459493295,1.214032676747394,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.5390000343322754,1.3683198640131937,0.6873748331364582,1.3722907226646088,0.7235367049294377,1.736147984098598,0.8121280164811102,0.6849158895281506,0.27646329507056233,1.0907251950878636,1.2194431112660897,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.6029999256134033,1.3864069596019823,0.6518069296083738,1.358117166296343,0.7061523060293998,1.733764891764563,0.8117158230963222,0.7063102366879691,0.2938476939706002,1.0704364459534927,1.2416514808630372,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.6670000553131104,1.4039762262104571,0.7148391108346488,1.3021102721302396,0.7093333382054805,1.733975639302065,0.8093017728714823,0.5872711612955908,0.2906666617945195,1.0634776434534434,1.2372874177926563,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.7309999465942383,1.4210423619895745,0.7346606320138382,1.252080479238269,0.724022352311733,1.7330042681669704,0.8065432874578587,0.5174198472244307,0.27597764768826705,1.089295941467391,1.2665242002477055,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.7950000762939453,1.4376198986099702,0.759632243414191,1.215117174254195,0.7592342352622277,1.7363934302325703,0.8022109567104952,0.4554849308400041,0.24076576473777234,1.0844558888991913,1.28822963118105,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.8589999675750732,1.4537227045580847,0.8110109262039775,1.1926760909923801,0.7564056908726919,1.7343586016806412,0.7963003857533844,0.3816651647884026,0.24359430912730806,1.0691887600970844,1.3031883982832513,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.922999858856201,1.4693644338095633,0.8433950285363611,1.1644832936436926,0.7367249640423136,1.7267244980518304,0.7894155557624585,0.32108826510733157,0.2632750359576864,1.042234084926104,1.320122954303095,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.986999988555908,1.4845583443015913,0.8277493136509217,1.1286368714232153,0.7318319414180625,1.724882473463434,0.7851415990020641,0.3008875577722936,0.2681680585819375,1.041813137145086,1.316476493314712,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.050999879837036,1.4993171470024178,0.8458717079867982,1.1014732647204495,0.7419509020113016,1.7189536885566528,0.7796263963161344,0.25560155673365126,0.25804909798869835,1.0266749413722924,1.3020339361308848,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.115000009536743,1.5136534089080294,0.9044486422647248,1.0772684569406865,0.7527513412647133,1.720798903667733,0.7763027884684889,0.17281981467596175,0.24724865873528667,0.9607121280846096,1.3472956551144617,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.178999900817871,1.5275791234923892,0.9558589725283848,1.0565072072386057,0.7902164112292971,1.7283217155222452,0.7782309885869294,0.10064823471022089,0.2097835887707029,0.9551237087719431,1.3651059360648028,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.243000030517578,1.5411061483839812,1.0023922715191418,1.0432689261449015,0.7652800190035072,1.7247566616083878,0.7781808951984674,0.040876654625759734,0.23471998099649283,0.9533082457489005,1.376580733170988,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.306999921798706,1.5542458000627855,1.0159947104481626,1.0013405968476778,0.766167783931621,1.7213790811873113,0.7798255239717394,0.014654113600484742,0.233832216068379,0.943749872032504,1.381050321380056,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.371000051498413,1.5670092668313529,1.0296156687514495,0.9518329953400164,0.7224433458549325,1.7118980841853124,0.7780149077644287,0.07778267341143308,0.27755665414506747,0.9004756408798409,1.4029608250341052,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.434999942779541,1.5794072263898669,1.0023297607277015,0.8841649961529321,0.6942967416352273,1.6931176595296082,0.7732885455062183,0.11816476457476943,0.30570325836477275,0.884867623459195,1.3923293758903563,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.499000072479248,1.5914502354962952,1.0095557279470015,0.8522539744560362,0.6951268208105417,1.697504907913911,0.7745165336564985,0.1573017534909653,0.30487317918945833,0.9112006555195205,1.4031623174456913,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.562999963760376,1.60314836912814,0.970886784738491,0.8412392343079824,0.7209422489117505,1.71051509920974,0.7855656549927695,0.12964755043050857,0.2790577510882495,0.9667959005345134,1.406502722795945,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.626999855041504,1.614511546428203,0.8778364997841944,0.8111121204362569,0.7079038651889941,1.7136606652008777,0.7872852528294099,0.06672437934793751,0.29209613481100594,0.9695109003638893,1.3964691416788164,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.690999984741211,1.6255493988309917,0.8784636886642062,0.7988587878330429,0.7672510936693333,1.7269734491070565,0.79129836551572,0.07960490083116334,0.2327489063306667,0.9433376817671213,1.4683754095476762,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.754999876022339,1.6362711604169293,0.8488199736827496,0.7518536491357786,0.7585237415924744,1.725983813823989,0.7930012429575068,0.09696632454697107,0.24147625840752562,0.9716945255819878,1.518535875565512,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.819000005722046,1.6466859606755517,0.8466980330504386,0.6969922516502303,0.7331397526741239,1.7253980634295387,0.8019884761665858,0.1497057814002083,0.2668602473258761,0.9262139700122961,1.5550287593976937,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.883000135421753,1.6568025495947836,0.8796578111465116,0.6791952025820186,0.7010357069560851,1.7227108172623158,0.807409168262413,0.20046260856449305,0.2989642930439149,0.7670869337538326,1.5801180410572293,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.9469997882843018,1.666629393827122,0.9275230339217208,0.6329914588965696,0.6701030279519906,1.718034597904782,0.813009089151892,0.29453157502515115,0.3298969720480094,0.5781833266578881,1.4996874794852137,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.011000156402588,1.6761749691148449,0.926128133924119,0.6386737692416413,0.675117732978824,1.7171479841650616,0.8165926304993121,0.28745436468247765,0.32488226702117595,0.482615686515129,1.43615817427152,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.075000286102295,1.6854471869001517,0.8690184679511065,0.604994086561115,0.6785562706918613,1.7110859429118135,0.8175351767917876,0.2640243813899915,0.3214437293081387,0.4960086357488751,1.316548561870818,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.139000415802002,1.6944539093887445,0.8613687173157839,0.5668785580245668,0.687468628176158,1.704802234761253,0.8054855444759371,0.29449015929121714,0.31253137182384205,0.5005076248801332,1.2703913571403889,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.203000068664551,1.703202674377213,0.9393316957036388,0.5505848699276499,0.6934488584943739,1.7036638770400985,0.7950321742025726,0.38874682577598896,0.3065511415056261,0.5470030883688255,1.2110115726412938,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.267000198364258,1.7117009965536942,0.9881991739779229,0.5220301032917161,0.7416235058573833,1.6982203708312191,0.7921524917121026,0.46616907068620683,0.25837649414261665,0.6130943757520889,1.2824216507130535,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.331000328063965,1.7199559827106756,1.0350044045436801,0.4756586392316627,0.7300434360848258,1.718232010330306,0.8128912670151791,0.5593457653120175,0.2699565639151742,0.5750247914690995,1.2502485248773771,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.394999980926514,1.7279745415107228,1.0277354950066815,0.4562338971014894,0.7543948600232842,1.7237300083320584,0.8177137555682127,0.5715015979051921,0.24560513997671585,0.5873362731886987,1.239560880217617,92,128
