lag_frames,run_id,sector,share
3,SN103_ToyouraSand_060_g3,contracting forward,0.0
3,SN103_ToyouraSand_060_g4,contracting reverse,0.37142857142857144
3,SN103_ToyouraSand_060_g4,expanding reverse,0.17142857142857143
3,SN103_ToyouraSand_060_g4,expanding forward,0.45714285714285713
3,SN103_ToyouraSand_060_g4,contracting forward,0.0
3,SN103_ToyouraSand_060_g5,contracting reverse,0.4225352112676056
3,SN103_ToyouraSand_060_g5,expanding reverse,0.11267605633802817
3,SN103_ToyouraSand_060_g5,expanding forward,0.4647887323943662
3,SN103_ToyouraSand_060_g5,contracting forward,0.0
3,SN103_ToyouraSand_060_g6,contracting reverse,0.24468085106382978
3,SN103_ToyouraSand_060_g6,expanding reverse,0.23404255319148937
3,SN103_ToyouraSand_060_g6,expanding forward,0.48936170212765956
3,SN103_ToyouraSand_060_g6,contracting forward,0.031914893617021274
3,SN103_ToyouraSand_060_g7,contracting reverse,0.08
3,SN103_ToyouraSand_060_g7,expanding reverse,0.53
3,SN103_ToyouraSand_060_g7,expanding forward,0.26
3,SN103_ToyouraSand_060_g7,contracting forward,0.13
3,SN103_ToyouraSand_120_g0,contracting reverse,0.31137724550898205
3,SN103_ToyouraSand_120_g0,expanding reverse,0.18562874251497005
3,SN103_ToyouraSand_120_g0,expanding forward,0.41317365269461076
3,SN103_ToyouraSand_120_g0,contracting forward,0.08982035928143713
3,SN103_ToyouraSand_120_g1,contracting reverse,0.3492063492063492
3,SN103_ToyouraSand_120_g1,expanding reverse,0.047619047619047616
3,SN103_ToyouraSand_120_g1,expanding forward,0.5873015873015873
3,SN103_ToyouraSand_120_g1,contracting forward,0.015873015873015872
3,SN103_ToyouraSand_120_g2,contracting reverse,0.3037974683544304
3,SN103_ToyouraSand_120_g2,expanding reverse,0.17088607594936708
3,SN103_ToyouraSand_120_g2,expanding forward,0.44936708860759494
3,SN103_ToyouraSand_120_g2,contracting forward,0.0759493670886076
3,SN103_ToyouraSand_120_g3,contracting reverse,0.3333333333333333
3,SN103_ToyouraSand_120_g3,expanding reverse,0.16666666666666666
3,SN103_ToyouraSand_120_g3,expanding forward,0.4305555555555556
3,SN103_ToyouraSand_120_g3,contracting forward,0.06944444444444445
3,SN103_ToyouraSand_120_g4,contracting reverse,0.273972602739726
3,SN103_ToyouraSand_120_g4,expanding reverse,0.0410958904109589
3,SN103_ToyouraSand_120_g4,expanding forward,0.6712328767123288
3,SN103_ToyouraSand_120_g4,contracting forward,0.0136986301369863
3,SN103_ToyouraSand_120_g5,contracting reverse,0.4090909090909091
3,SN103_ToyouraSand_120_g5,expanding reverse,0.0
3,SN103_ToyouraSand_120_g5,expanding forward,0.5909090909090909
3,SN103_ToyouraSand_120_g5,contracting forward,0.0
3,SN103_ToyouraSand_120_g6,contracting reverse,0.3076923076923077
3,SN103_ToyouraSand_120_g6,expanding reverse,0.0
3,SN103_ToyouraSand_120_g6,expanding forward,0.6923076923076923
3,SN103_ToyouraSand_120_g6,contracting forward,0.0
3,SN103_ToyouraSand_120_g7,contracting reverse,0.3853211009174312
3,SN103_ToyouraSand_120_g7,expanding reverse,0.03669724770642202
3,SN103_ToyouraSand_120_g7,expanding forward,0.5504587155963303
3,SN103_ToyouraSand_120_g7,contracting forward,0.027522935779816515
6,SN103_ToyouraSand_060_g0,contracting reverse,0.18840579710144928
6,SN103_ToyouraSand_060_g0,expanding reverse,0.18840579710144928
6,SN103_ToyouraSand_060_g0,expanding forward,0.5217391304347826
6,SN103_ToyouraSand_060_g0,contracting forward,0.10144927536231885
6,SN103_ToyouraSand_060_g1,contracting reverse,0.2619047619047619
6,SN103_ToyouraSand_060_g1,expanding reverse,0.19047619047619047
6,SN103_ToyouraSand_060_g1,expanding forward,0.38095238095238093
6,SN103_ToyouraSand_060_g1,contracting forward,0.16666666666666666
6,SN103_ToyouraSand_060_g2,contracting reverse,0.2891566265060241
6,SN103_ToyouraSand_060_g2,expanding reverse,0.14457831325301204
6,SN103_ToyouraSand_060_g2,expanding forward,0.4939759036144578
6,SN103_ToyouraSand_060_g2,contracting forward,0.07228915662650602
6,SN103_ToyouraSand_060_g3,contracting reverse,0.359375
6,SN103_ToyouraSand_060_g3,expanding reverse,0.109375
6,SN103_ToyouraSand_060_g3,expanding forward,0.515625
6,SN103_ToyouraSand_060_g3,contracting forward,0.015625
6,SN103_ToyouraSand_060_g4,contracting reverse,0.2835820895522388
6,SN103_ToyouraSand_060_g4,expanding reverse,0.22388059701492538
6,SN103_ToyouraSand_060_g4,expanding forward,0.44776119402985076
6,SN103_ToyouraSand_060_g4,contracting forward,0.04477611940298507
6,SN103_ToyouraSand_060_g5,contracting reverse,0.3235294117647059
6,SN103_ToyouraSand_060_g5,expanding reverse,0.14705882352941177
6,SN103_ToyouraSand_060_g5,expanding forward,0.4852941176470588
6,SN103_ToyouraSand_060_g5,contracting forward,0.04411764705882353
6,SN103_ToyouraSand_060_g6,contracting reverse,0.23076923076923078
6,SN103_ToyouraSand_060_g6,expanding reverse,0.24175824175824176
6,SN103_ToyouraSand_060_g6,expanding forward,0.42857142857142855
6,SN103_ToyouraSand_060_g6,contracting forward,0.0989010989010989
6,SN103_ToyouraSand_060_g7,contracting reverse,0.061224489795918366
6,SN103_ToyouraSand_060_g7,expanding reverse,0.5510204081632653
6,SN103_ToyouraSand_060_g7,expanding forward,0.20408163265306123
6,SN103_ToyouraSand_060_g7,contracting forward,0.1836734693877551
6,SN103_ToyouraSand_120_g0,contracting reverse,0.3006134969325153
6,SN103_ToyouraSand_120_g0,expanding reverse,0.2331288343558282
6,SN103_ToyouraSand_120_g0,expanding forward,0.3374233128834356
6,SN103_ToyouraSand_120_g0,contracting forward,0.12883435582822086
6,SN103_ToyouraSand_120_g1,contracting reverse,0.203125
6,SN103_ToyouraSand_120_g1,expanding reverse,0.140625
6,SN103_ToyouraSand_120_g1,expanding forward,0.640625
6,SN103_ToyouraSand_120_g1,contracting forward,0.015625
6,SN103_ToyouraSand_120_g2,contracting reverse,0.23648648648648649
6,SN103_ToyouraSand_120_g2,expanding reverse,0.22297297297297297
6,SN103_ToyouraSand_120_g2,expanding forward,0.40540540540540543
6,SN103_ToyouraSand_120_g2,contracting forward,0.13513513513513514
6,SN103_ToyouraSand_120_g3,contracting reverse,0.34782608695652173
6,SN103_ToyouraSand_120_g3,expanding reverse,0.21739130434782608
6,SN103_ToyouraSand_120_g3,expanding forward,0.30434782608695654
6,SN103_ToyouraSand_120_g3,contracting forward,0.13043478260869565
6,SN103_ToyouraSand_120_g4,contracting reverse,0.3
6,SN103_ToyouraSand_120_g4,expanding reverse,0.0
6,SN103_ToyouraSand_120_g4,expanding forward,0.6428571428571429
6,SN103_ToyouraSand_120_g4,contracting forward,0.05714285714285714
6,SN103_ToyouraSand_120_g5,contracting reverse,0.4036697247706422
6,SN103_ToyouraSand_120_g5,expanding reverse,0.0
6,SN103_ToyouraSand_120_g5,expanding forward,0.5963302752293578
6,SN103_ToyouraSand_120_g5,contracting forward,0.0
6,SN103_ToyouraSand_120_g6,contracting reverse,0.30612244897959184
6,SN103_ToyouraSand_120_g6,expanding reverse,0.0
6,SN103_ToyouraSand_120_g6,expanding forward,0.6938775510204082
6,SN103_ToyouraSand_120_g6,contracting forward,0.0
6,SN103_ToyouraSand_120_g7,contracting reverse,0.32710280373831774
6,SN103_ToyouraSand_120_g7,expanding reverse,0.009345794392523364
6,SN103_ToyouraSand_120_g7,expanding forward,0.6261682242990654
6,SN103_ToyouraSand_120_g7,contracting forward,0.037383177570093455
12,SN103_ToyouraSand_060_g0,contracting reverse,0.10344827586206896
12,SN103_ToyouraSand_060_g0,expanding reverse,0.22413793103448276
12,SN103_ToyouraSand_060_g0,expanding forward,0.46551724137931033
12,SN103_ToyouraSand_060_g0,contracting forward,0.20689655172413793
12,SN103_ToyouraSand_060_g1,contracting reverse,0.1111111111111111
12,SN103_ToyouraSand_060_g1,expanding reverse,0.2777777777777778
12,SN103_ToyouraSand_060_g1,expanding forward,0.5
12,SN103_ToyouraSand_060_g1,contracting forward,0.1111111111111111
12,SN103_ToyouraSand_060_g2,contracting reverse,0.3974358974358974
12,SN103_ToyouraSand_060_g2,expanding reverse,0.16666666666666666
12,SN103_ToyouraSand_060_g2,expanding forward,0.358974358974359
12,SN103_ToyouraSand_060_g2,contracting forward,0.07692307692307693
12,SN103_ToyouraSand_060_g3,contracting reverse,0.27586206896551724
12,SN103_ToyouraSand_060_g3,expanding reverse,0.06896551724137931
12,SN103_ToyouraSand_060_g3,expanding forward,0.603448275862069
12,SN103_ToyouraSand_060_g3,contracting forward,0.05172413793103448
12,SN103_ToyouraSand_060_g4,contracting reverse,0.22950819672131148
12,SN103_ToyouraSand_060_g4,expanding reverse,0.21311475409836064
12,SN103_ToyouraSand_060_g4,expanding forward,0.4098360655737705
12,SN103_ToyouraSand_060_g4,contracting forward,0.14754098360655737
12,SN103_ToyouraSand_060_g5,contracting reverse,0.3870967741935484
12,SN103_ToyouraSand_060_g5,expanding reverse,0.12903225806451613
12,SN103_ToyouraSand_060_g5,expanding forward,0.3709677419354839
12,SN103_ToyouraSand_060_g5,contracting forward,0.11290322580645161
12,SN103_ToyouraSand_060_g6,contracting reverse,0.25882352941176473
12,SN103_ToyouraSand_060_g6,expanding reverse,0.21176470588235294
12,SN103_ToyouraSand_060_g6,expanding forward,0.36470588235294116
12,SN103_ToyouraSand_060_g6,contracting forward,0.16470588235294117
12,SN103_ToyouraSand_060_g7,contracting reverse,0.07526881720430108
12,SN103_ToyouraSand_060_g7,expanding reverse,0.5053763440860215
12,SN103_ToyouraSand_060_g7,expanding forward,0.12903225806451613
12,SN103_ToyouraSand_060_g7,contracting forward,0.2903225806451613
12,SN103_ToyouraSand_120_g0,contracting reverse,0.2727272727272727
12,SN103_ToyouraSand_120_g0,expanding reverse,0.2792207792207792
12,SN103_ToyouraSand_120_g0,expanding forward,0.33116883116883117
12,SN103_ToyouraSand_120_g0,contracting forward,0.11688311688311688
12,SN103_ToyouraSand_120_g1,contracting reverse,0.1896551724137931
12,SN103_ToyouraSand_120_g1,expanding reverse,0.1206896551724138
12,SN103_ToyouraSand_120_g1,expanding forward,0.6551724137931034
12,SN103_ToyouraSand_120_g1,contracting forward,0.034482758620689655
12,SN103_ToyouraSand_120_g2,contracting reverse,0.26811594202898553
12,SN103_ToyouraSand_120_g2,expanding reverse,0.2246376811594203
12,SN103_ToyouraSand_120_g2,expanding forward,0.38405797101449274
12,SN103_ToyouraSand_120_g2,contracting forward,0.12318840579710146
12,SN103_ToyouraSand_120_g3,contracting reverse,0.359375
12,SN103_ToyouraSand_120_g3,expanding reverse,0.234375
12,SN103_ToyouraSand_120_g3,expanding forward,0.328125
12,SN103_ToyouraSand_120_g3,contracting forward,0.078125
12,SN103_ToyouraSand_120_g4,contracting reverse,0.24615384615384617
12,SN103_ToyouraSand_120_g4,expanding reverse,0.03076923076923077
12,SN103_ToyouraSand_120_g4,expanding forward,0.7076923076923077
12,SN103_ToyouraSand_120_g4,contracting forward,0.015384615384615385
12,SN103_ToyouraSand_120_g5,contracting reverse,0.29523809523809524
12,SN103_ToyouraSand_120_g5,expanding reverse,0.0
12,SN103_ToyouraSand_120_g5,expanding forward,0.7047619047619048
12,SN103_ToyouraSand_120_g5,contracting forward,0.0
12,SN103_ToyouraSand_120_g6,contracting reverse,0.18181818181818182
12,SN103_ToyouraSand_120_g6,expanding reverse,0.0
12,SN103_ToyouraSand_120_g6,expanding forward,0.8181818181818182
12,SN103_ToyouraSand_120_g6,contracting forward,0.0
12,SN103_ToyouraSand_120_g7,contracting reverse,0.37623762376237624
12,SN103_ToyouraSand_120_g7,expanding reverse,0.009900990099009901
12,SN103_ToyouraSand_120_g7,expanding forward,0.6138613861386139
12,SN103_ToyouraSand_120_g7,contracting forward,0.0
