delta_r,pair,method,transitions,delta_RMSE_ARA,next_position_RMSE_ARA,direction_agreement
100,38,direction_blind,1860,0.11796549744818284,0.11791686685068903,0.6294793779580797
100,38,wrong_lineage,1860,0.0425404349325193,0.04234947855539986,0.9438810006761326
100,39,primary,1860,0.04441475904711383,0.04430707597772229,0.9429147078576225
100,39,direction_blind,1860,0.11633030556141788,0.11628497521840088,0.6433848220282069
100,39,wrong_lineage,1860,0.04556881038925185,0.04547255643903588,0.9442578912021491
100,40,primary,1860,0.045695641076810456,0.045353254581395525,0.9315254237288135
100,40,direction_blind,1860,0.12088711987832397,0.12070841271242601,0.6271186440677966
100,40,wrong_lineage,1860,0.04583765808866596,0.045611886703276795,0.9213559322033898
150,1,primary,1922,0.03615886463533583,0.022295021885328403,0.9389002036659878
150,1,direction_blind,1922,0.03924188322273878,0.027040518786817347,0.93346911065852
150,1,wrong_lineage,1922,0.10780089849238021,0.10734572514323645,0.6524100475220638
150,2,primary,1922,0.021518944449256953,0.02130444885821672,0.973384030418251
150,2,direction_blind,1922,0.05742366768689013,0.05740473505580049,0.9575411913814955
150,2,wrong_lineage,1922,0.11819266819183591,0.10413339912811513,0.3637515842839037
150,3,primary,1922,0.0289109299848222,0.025629002264389626,0.9448656099241902
150,3,direction_blind,1922,0.032028604388218945,0.029098653255856585,0.9427980702963473
150,3,wrong_lineage,1922,0.054213343562534336,0.044901927632986754,0.943487250172295
150,4,primary,1922,0.03080374075944989,0.0267868013458174,0.9502385821404227
150,4,direction_blind,1922,0.03140425113032114,0.029369425754055142,0.94546693933197
150,4,wrong_lineage,1922,0.023388486778385422,0.023234353203073797,0.9679618268575324
150,5,primary,1922,0.040313084619019536,0.024197231654233875,0.948563794255177
150,5,direction_blind,1922,0.04281648297990626,0.028197477703367325,0.9438877755511023
150,5,wrong_lineage,1922,0.0575875305166746,0.03415738857831204,0.9452237808951236
150,6,primary,1922,0.027420602591975665,0.0238117546320249,0.953125
150,6,direction_blind,1922,0.030313127507370415,0.027122706930560566,0.951766304347826
150,6,wrong_lineage,1922,0.09140429678608383,0.052703743180800185,0.936141304347826
150,7,primary,1922,0.03179033216888981,0.02208296101911153,0.9569965870307168
150,7,direction_blind,1922,0.03563800679804376,0.02803782401417607,0.957679180887372
150,7,wrong_lineage,1922,0.10339740291771828,0.0994131382333898,0.5795221843003413
150,8,primary,1922,0.02928886168756929,0.023147983275496713,0.9649122807017544
150,8,direction_blind,1922,0.05876006771265297,0.058738119475875504,0.9538661468486029
150,8,wrong_lineage,1922,0.024531586282982985,0.02428716840538039,0.9571150097465887
150,9,primary,1922,0.026254294449622215,0.025983788123769024,0.9585760517799353
150,9,direction_blind,1922,0.0670364711472228,0.0669878504321488,0.9449838187702265
150,9,wrong_lineage,1922,0.025820109179180865,0.025262355128485556,0.9585760517799353
150,10,primary,1922,0.024206275003364103,0.02374626590535421,0.9590643274853801
150,10,direction_blind,1922,0.07045590288598547,0.07030294051059924,0.9389213775178687
150,10,wrong_lineage,1922,0.02374590711774644,0.023675897559412917,0.9740090968161144
150,11,primary,1922,0.02283553103105452,0.022728661792345783,0.9624595469255663
150,11,direction_blind,1922,0.049181684464556265,0.04912931679678001,0.9514563106796117
150,11,wrong_lineage,1922,0.025592269949528974,0.024405561509134588,0.9799352750809062
150,12,primary,1922,0.018120514071333537,0.01590927911851377,0.9741538461538461
150,12,direction_blind,1922,0.054248979423875535,0.054248845336448456,0.9569230769230769
150,12,wrong_lineage,1922,0.11707296732387829,0.10677694279867565,0.41107692307692306
150,13,primary,1922,0.034040850022103476,0.02502764811414514,0.9514824797843666
150,13,direction_blind,1922,0.036280910571252614,0.028063668539089412,0.9420485175202157
150,13,wrong_lineage,1922,0.1136058059016591,0.11202709399746616,0.4110512129380054
150,14,primary,1922,0.022397500450894378,0.022089164282805385,0.9646529562982005
150,14,direction_blind,1922,0.05477433423906689,0.054427113968520846,0.9537275064267352
150,14,wrong_lineage,1922,0.11266849043174797,0.10694903539657882,0.5886889460154242
150,15,primary,1922,0.0451915955624174,0.02630578835125787,0.9522184300341296
150,15,direction_blind,1922,0.048954738327227805,0.03237576645885237,0.9358361774744027
150,15,wrong_lineage,1922,0.10729848663376894,0.10627249668310916,0.5692832764505119
150,16,primary,1922,0.023317713012233232,0.023108481169351377,0.962468193384224
150,16,direction_blind,1922,0.053705437633841724,0.05344452961684696,0.9548346055979644
150,16,wrong_lineage,1922,0.0308176107828099,0.026977554907358748,0.9573791348600509
150,17,primary,1922,0.024634128422552515,0.024465905452695225,0.9704724409448819
150,17,direction_blind,1922,0.048496546357532436,0.04846033648386461,0.9645669291338582
150,17,wrong_lineage,1922,0.14965324521896436,0.14088615721832587,0.4822834645669291
150,18,primary,1922,0.03980105084131737,0.02780603931195153,0.946712802768166
150,18,direction_blind,1922,0.044823740794169585,0.03481470042211988,0.9328719723183391
150,18,wrong_lineage,1922,0.021028339799449514,0.020326137941883142,0.9626297577854671
150,19,primary,1922,0.032458031214368514,0.028007703216285963,0.949528936742934
150,19,direction_blind,1922,0.035361485378587555,0.031350303820914485,0.9454912516823688
150,19,wrong_lineage,1922,0.10203760576333691,0.09930878174899503,0.8438761776581427
150,20,primary,1922,0.021402910584097094,0.021034409180751956,0.9657794676806084
150,20,direction_blind,1922,0.05789696875218362,0.057684854709817476,0.9505703422053232
150,20,wrong_lineage,1922,0.024568090044375653,0.02407983295637941,0.9531051964512041
150,21,primary,1922,0.021790570290007336,0.021270656922332636,0.9554423933800127
150,21,direction_blind,1922,0.07198275914426593,0.07190946177513222,0.9357097390197326
150,21,wrong_lineage,1922,0.12434740300389455,0.12017908793628317,0.4513049013367282
150,22,primary,1922,0.027777216958745382,0.020768887716803307,0.953232462173315
150,22,direction_blind,1922,0.02931383842499422,0.023026536908154035,0.9497936726272352
150,22,wrong_lineage,1922,0.02759446035581024,0.02756749423619714,0.969050894085282
150,23,primary,1922,0.02768405769345364,0.026235926453156116,0.9466848940533151
150,23,direction_blind,1922,0.03154167352141924,0.0302760460218313,0.9425837320574163
150,23,wrong_lineage,1922,0.016522685354940277,0.014853450789024919,0.9596719070403281
150,24,primary,1922,0.037420094642089494,0.024884336772784767,0.9437199725463281
150,24,direction_blind,1922,0.039076692149774106,0.027306327596421407,0.9368565545641729
150,24,wrong_lineage,1922,0.11119860054308595,0.11047554831631556,0.5614275909402883
150,25,primary,1922,0.021597025256757822,0.021291619629387516,0.9615384615384616
150,25,direction_blind,1922,0.059972649244243705,0.059875774233459834,0.95
150,25,wrong_lineage,1922,0.02351568364165997,0.023131375594951667,0.9538461538461539
150,26,primary,1922,0.020524380991113762,0.02047725799730516,0.9604022627278441
150,26,direction_blind,1922,0.05136454617032814,0.051309823643442325,0.9459459459459459
150,26,wrong_lineage,1922,0.029772351295718806,0.023852346716839026,0.9522313010685104
150,27,primary,1922,0.02121529720371804,0.019675607031052093,0.9636479591836735
150,27,direction_blind,1922,0.03980147238173209,0.039790627396553695,0.9566326530612245
150,27,wrong_lineage,1922,0.11335769203246046,0.10038584080874399,0.8188775510204082
150,28,primary,1922,0.039579551290176776,0.02418919864590966,0.9486139283299526
150,28,direction_blind,1922,0.04302414426081351,0.029504967144541747,0.940500338066261
150,28,wrong_lineage,1922,0.10535496567019063,0.05884968078549255,0.9499661933739013
150,29,primary,1922,0.037153827062412645,0.02249603138807516,0.956021650879567
150,29,direction_blind,1922,0.04105045104269634,0.0270573144844458,0.9553450608930988
150,29,wrong_lineage,1922,0.04750689957963775,0.02888002092920695,0.945872801082544
150,30,primary,1922,0.02829769043241506,0.021694491966908338,0.9477966101694916
150,30,direction_blind,1922,0.03399099818695861,0.02843947145732879,0.9423728813559322
150,30,wrong_lineage,1922,0.10010281180317857,0.09783797271820514,0.6006779661016949
150,31,primary,1922,0.028701338226666838,0.023123528498022773,0.9746753246753247
150,31,direction_blind,1922,0.03646152238512971,0.036443549421701874,0.9688311688311688
150,31,wrong_lineage,1922,0.12618378619510565,0.11001312542484447,0.36038961038961037
150,32,primary,1922,0.02547260413031275,0.025416146594726588,0.95260663507109
150,32,direction_blind,1922,0.028609947223834004,0.028574566284160663,0.949221394719025
150,32,wrong_lineage,1922,0.11661150818879991,0.11387103577209795,0.5741367637102234
150,33,primary,1922,0.024679606150058528,0.02460786450291853,0.9642620780939775
150,33,direction_blind,1922,0.04301947334531077,0.04301818175143836,0.9616148246194574
150,33,wrong_lineage,1922,0.030584565153014193,0.03049227206524146,0.972203838517538
150,34,primary,1922,0.021466715008923498,0.01986136718929461,0.9650711513583441
150,34,direction_blind,1922,0.04480877102031943,0.04453767655152801,0.9547218628719275
150,34,wrong_lineage,1922,0.11732062192210255,0.10658304824247845,0.3958602846054334
150,35,primary,1922,0.024700952900137317,0.02453414615688925,0.9470108695652174
150,35,direction_blind,1922,0.026592751066435886,0.026465013992434908,0.9408967391304348
150,35,wrong_lineage,1922,0.11962929006048076,0.11771562279878671,0.5597826086956522
150,36,primary,1922,0.02308540606676149,0.022763548298344913,0.9651457541191382
150,36,direction_blind,1922,0.05663523382581039,0.056567186311674685,0.9562737642585551
150,36,wrong_lineage,1922,0.11819819686527393,0.11413597157561467,0.7401774397972116
150,37,primary,1922,0.029056754444650237,0.028943779538611575,0.9486467730742539
150,37,direction_blind,1922,0.03733173555512588,0.037273202412677904,0.9340735600277585
150,37,wrong_lineage,1922,0.1272503330296471,0.12217376673012771,0.732824427480916
150,38,primary,1922,0.02153805713982641,0.020240633472335463,0.9785435630689207
150,38,direction_blind,1922,0.053692163281395026,0.053679354455188774,0.9648894668400521
150,38,wrong_lineage,1922,0.021797161253801604,0.019803940235309816,0.9622886866059818
150,39,primary,1922,0.022165274115794723,0.021647872093286058,0.9743260590500642
150,39,direction_blind,1922,0.04736846330510239,0.04709505143363392,0.9646983311938383
150,39,wrong_lineage,1922,0.02052809002163507,0.02047515345282107,0.9865211810012837
150,40,primary,1922,0.023365425953802622,0.023230782743209843,0.9674690956408588
150,40,direction_blind,1922,0.054891214735789895,0.05479778450171034,0.9583604424202993
150,40,wrong_lineage,1922,0.12024570157220807,0.1075501050749302,0.4033832140533507
170,1,primary,1922,0.013473084460620946,0.013220334634158119,0.968944099378882
170,1,direction_blind,1922,0.013635748457470058,0.01346709894787287,0.9682539682539683
170,1,wrong_lineage,1922,0.12205428800735094,0.12056139132652313,0.6031746031746031
170,2,primary,1922,0.01887573098108807,0.018533761052288433,0.9811676082862524
170,2,direction_blind,1922,0.04754941186162551,0.047499137490308846,0.970495919648462
170,2,wrong_lineage,1922,0.11393145541001848,0.10016620242459444,0.42310106716886375
170,3,primary,1922,0.013098495071788879,0.012913115417891094,0.9745704467353952
170,3,direction_blind,1922,0.013454174487618834,0.013305911822615759,0.9752577319587629
170,3,wrong_lineage,1922,0.05771229615961722,0.03197959277189335,0.9560137457044674
170,4,primary,1922,0.022858626251123004,0.016828827908901327,0.9596994535519126
170,4,direction_blind,1922,0.022674089746931986,0.016630213300284004,0.9590163934426229
170,4,wrong_lineage,1922,0.04685254355577417,0.04681907131042758,0.9542349726775956
170,5,primary,1922,0.015217776628999601,0.013230898561703746,0.9714479945615228
170,5,direction_blind,1922,0.01627164120263148,0.014482966956773112,0.9673691366417403
170,5,wrong_lineage,1922,0.0322027531900097,0.032112816097146744,0.9394969408565602
170,6,primary,1922,0.015137317638601074,0.01501465083748334,0.9685577580314423
170,6,direction_blind,1922,0.015890194003518456,0.01578910348955574,0.9665071770334929
170,6,wrong_lineage,1922,0.06581122727523328,0.037077925025075203,0.9439507860560492
170,7,primary,1922,0.01622288623737998,0.011825076736491304,0.9535040431266847
170,7,direction_blind,1922,0.017650487263490548,0.013705582946150341,0.9535040431266847
170,7,wrong_lineage,1922,0.09728007230643025,0.09541146182945502,0.6199460916442049
170,8,primary,1922,0.02686573827891291,0.024502207284337087,0.9725239616613418
170,8,direction_blind,1922,0.042726905772580905,0.04272293903857938,0.9699680511182108
170,8,wrong_lineage,1922,0.026645824353009717,0.026198422244083,0.9642172523961662
170,9,primary,1922,0.022969046279704707,0.02205686960877595,0.9752066115702479
170,9,direction_blind,1922,0.05544124990671625,0.05541448757490295,0.9656706929434202
170,9,wrong_lineage,1922,0.0221538254515417,0.021660398621403773,0.9643992371265099
170,10,primary,1922,0.021183763686325463,0.02070795392393496,0.9785082174462706
170,10,direction_blind,1922,0.06613567196445398,0.06596353158780562,0.965865992414665
170,10,wrong_lineage,1922,0.02088799257979536,0.020623456111026308,0.9804045512010113
170,11,primary,1922,0.021473484709248376,0.02137447395110519,0.9884984025559106
170,11,direction_blind,1922,0.06208802786624644,0.062055113975117676,0.9712460063897763
170,11,wrong_lineage,1922,0.024780766163305153,0.02470659324494547,0.9884984025559106
170,12,primary,1922,0.020505683122350026,0.020397724915680218,0.9817407181984176
170,12,direction_blind,1922,0.051058311936034856,0.05102334105447671,0.9671332927571515
170,12,wrong_lineage,1922,0.13094676029440613,0.12164682877951061,0.44735240413877053
170,13,primary,1922,0.023716316899663224,0.02001050668352209,0.9629120879120879
170,13,direction_blind,1922,0.02482140757535512,0.021180887417983452,0.9663461538461539
170,13,wrong_lineage,1922,0.0954095579798471,0.09330099660244814,0.6215659340659341
170,14,primary,1922,0.02148549019107197,0.021009655796134116,0.979746835443038
170,14,direction_blind,1922,0.07282625266083682,0.07265184324140761,0.9537974683544304
170,14,wrong_lineage,1922,0.11638073033845239,0.10702882598369097,0.4158227848101266
170,15,primary,1922,0.016691368785858467,0.01649732950768444,0.9744298548721493
170,15,direction_blind,1922,0.016512633552774134,0.01635481500345453,0.9785763648928818
170,15,wrong_lineage,1922,0.12990958317185577,0.12519992453759662,0.5411195577055978
170,16,primary,1922,0.02487109687945404,0.023358527784659276,0.9816571790006325
170,16,direction_blind,1922,0.05449473454266485,0.05448620569864134,0.9734345351043643
170,16,wrong_lineage,1922,0.030018951270965495,0.028464446661361057,0.9544592030360531
170,17,primary,1922,0.02453374450288689,0.023273632727868507,0.9844458846403111
170,17,direction_blind,1922,0.0694334982421946,0.06942310327236065,0.9688917692806222
170,17,wrong_lineage,1922,0.14594037698930454,0.13438836786689748,0.524303305249514
170,18,primary,1922,0.01517601187488692,0.013812191179372756,0.9669876203576341
170,18,direction_blind,1922,0.016632882140962507,0.01541763391035819,0.96767537826685
170,18,wrong_lineage,1922,0.02708457920108018,0.027074707440381974,0.9704264099037139
170,19,primary,1922,0.022284435668543368,0.018125492351278236,0.973990417522245
170,19,direction_blind,1922,0.02263428867702012,0.018589766365702278,0.9774127310061602
170,19,wrong_lineage,1922,0.09850478045722456,0.09583754278210627,0.8631074606433949
170,20,primary,1922,0.018238493331677454,0.01804386493821814,0.9844816883923029
170,20,direction_blind,1922,0.05250383914754325,0.05250355689693873,0.9702048417132216
170,20,wrong_lineage,1922,0.019023362917773477,0.018724328251834316,0.9869646182495344
170,21,primary,1922,0.019380760953075088,0.019276857248094064,0.979565772669221
170,21,direction_blind,1922,0.06684352863183146,0.06684348318206958,0.9572158365261814
170,21,wrong_lineage,1922,0.14306438735797772,0.13610978300244825,0.48531289910600256
170,22,primary,1922,0.01762224482634121,0.013907651811128673,0.9627586206896551
170,22,direction_blind,1922,0.017913502517727654,0.014325575942404179,0.9627586206896551
170,22,wrong_lineage,1922,0.06301472458118286,0.06301450745556032,0.9462068965517242
170,23,primary,1922,0.01775370932465399,0.017723417921284533,0.9543252595155709
170,23,direction_blind,1922,0.018250159585169907,0.018219980638400034,0.9515570934256056
170,23,wrong_lineage,1922,0.011903851805799306,0.011872784860259842,0.9674740484429065
170,24,primary,1922,0.017825001711461053,0.017739464810779298,0.9653259361997226
170,24,direction_blind,1922,0.02008056425829814,0.020034496512878933,0.9667128987517337
170,24,wrong_lineage,1922,0.12183806040514038,0.12028670520283768,0.5644937586685159
170,25,primary,1922,0.02175273973716944,0.02170850548294902,0.9755944931163955
170,25,direction_blind,1922,0.05358715609749007,0.05357939306530051,0.9630788485607009
170,25,wrong_lineage,1922,0.023017846970288594,0.022447316142192933,0.9624530663329162
170,26,primary,1922,0.019258902530642594,0.0190230962900947,0.9792583280955374
170,26,direction_blind,1922,0.04881547193069161,0.04879634229125693,0.9692017598994344
170,26,wrong_lineage,1922,0.03531962602787889,0.024319113668214293,0.9660590823381521
170,27,primary,1922,0.02122179151163573,0.021131394031732552,0.9790343074968234
170,27,direction_blind,1922,0.05461916154050275,0.054557178636777046,0.968869123252859
170,27,wrong_lineage,1922,0.11279449883958742,0.10081061727045362,0.6435832274459975
170,28,primary,1922,0.015277129812614636,0.015188515431206927,0.9661246612466124
170,28,direction_blind,1922,0.015993592422961687,0.01591178296827485,0.9654471544715447
170,28,wrong_lineage,1922,0.08340948618130843,0.0535368670339453,0.9444444444444444
170,29,primary,1922,0.011171577096422244,0.010083654468087951,0.9712722298221614
170,29,direction_blind,1922,0.01184248561581618,0.01085057836700377,0.9719562243502052
170,29,wrong_lineage,1922,0.022162606972368954,0.01865924650398797,0.9671682626538988
170,30,primary,1922,0.017463298485545287,0.016001058394661722,0.9737931034482759
170,30,direction_blind,1922,0.01744811123779187,0.016017907373469555,0.9758620689655172
170,30,wrong_lineage,1922,0.11175838578336242,0.10966303397024753,0.663448275862069
170,31,primary,1922,0.02104984810037841,0.018946851914243536,0.9841772151898734
170,31,direction_blind,1922,0.06342472067546974,0.06339102032674633,0.9670886075949368
170,31,wrong_lineage,1922,0.11760601500774381,0.10419202030219243,0.460126582278481
170,32,primary,1922,0.01622598784738977,0.01208037393515429,0.9618788291354663
170,32,direction_blind,1922,0.017851551381674845,0.014293639104501326,0.9652825051055139
170,32,wrong_lineage,1922,0.10291210188959884,0.10007938554120058,0.7474472430224642
170,33,primary,1922,0.018065853339168342,0.01770491081845635,0.982421875
170,33,direction_blind,1922,0.07132571037779903,0.07130213164550543,0.955078125
170,33,wrong_lineage,1922,0.029576286633364417,0.029447814861939214,0.9947916666666666
170,34,primary,1922,0.02257200749968876,0.02132433040892597,0.9782051282051282
170,34,direction_blind,1922,0.05267206616035297,0.052634416470793484,0.967948717948718
170,34,wrong_lineage,1922,0.12335275614046494,0.10732573670768773,0.3685897435897436
170,35,primary,1922,0.015970204903227696,0.013939406341839322,0.9676975945017182
170,35,direction_blind,1922,0.01646564201940512,0.014440968288665446,0.9663230240549828
170,35,wrong_lineage,1922,0.12124799016502681,0.11640849125963808,0.8006872852233677
170,36,primary,1922,0.023741498375943085,0.02372382779475595,0.9749530369442705
170,36,direction_blind,1922,0.05289253727783198,0.052890383543564616,0.965560425798372
170,36,wrong_lineage,1922,0.1203124463816458,0.11120797817909622,0.43894802755165935
170,37,primary,1922,0.01725860557819394,0.014070935889332184,0.9717436250861475
170,37,direction_blind,1922,0.01787453695994095,0.014244429668822311,0.9751895244658856
170,37,wrong_lineage,1922,0.10276760306943442,0.09984600752362242,0.5430737422467264
170,38,primary,1922,0.02373427374967641,0.021365622074243286,0.9787096774193549
170,38,direction_blind,1922,0.05664321357463666,0.05661957336349871,0.9658064516129032
170,38,wrong_lineage,1922,0.02531256988008369,0.022481242052774002,0.9638709677419355
170,39,primary,1922,0.027749659992314518,0.023066716784019163,0.9829113924050633
170,39,direction_blind,1922,0.03883268424460117,0.03877749153939197,0.9778481012658228
170,39,wrong_lineage,1922,0.023833559074257535,0.021677672493673757,0.9810126582278481
170,40,primary,1922,0.02053487640537351,0.01973390223255962,0.9788461538461538
170,40,direction_blind,1922,0.04676160317732052,0.04663389779609901,0.9717948717948718
170,40,wrong_lineage,1922,0.11959596265219359,0.10659237439438232,0.33974358974358976
190,1,primary,1922,0.028493990995850968,0.028446117198979493,0.9723684210526315
190,1,direction_blind,1922,0.03362579892334801,0.03362494922662864,0.9717105263157895
190,1,wrong_lineage,1922,0.09897615764731153,0.09629105021875692,0.625
190,2,primary,1922,0.020229336123306085,0.01911995705818648,0.9787234042553191
190,2,direction_blind,1922,0.04619079908025318,0.04614051757208667,0.9699624530663329
190,2,wrong_lineage,1922,0.021933268285092823,0.02187892190416446,0.9499374217772215
190,3,primary,1922,0.019551332734543,0.019491113313449875,0.9737683941138836
190,3,direction_blind,1922,0.06548660385325966,0.06548247081148696,0.9552143314139475
190,3,wrong_lineage,1922,0.019793421731995994,0.01956843736763985,0.9878438899552143
190,4,primary,1922,0.020238604951173328,0.020139997526800596,0.971830985915493
190,4,direction_blind,1922,0.05998701122392276,0.059986115285882484,0.9577464788732394
190,4,wrong_lineage,1922,0.1138970051952533,0.10342888886712061,0.41293213828425096
190,5,primary,1922,0.02224620941643066,0.022159801034875665,0.9857972885732731
190,5,direction_blind,1922,0.02464120434971311,0.024607795774053275,0.9877340219496449
190,5,wrong_lineage,1922,0.021122252871161967,0.020975348101475756,0.9845061329890252
190,6,primary,1922,0.03353816024189585,0.03351074592783739,0.9742233972240582
190,6,direction_blind,1922,0.03528906820688871,0.03528406578474158,0.969596827495043
190,6,wrong_lineage,1922,0.04329596430278842,0.024000397737836115,0.9682749504296101
190,7,primary,1922,0.02758527126233782,0.027535863210851393,0.9749357326478149
190,7,direction_blind,1922,0.03204977435972164,0.032029274667237366,0.9723650385604113
190,7,wrong_lineage,1922,0.1010828801564573,0.09969946262171976,0.6304627249357326
190,8,primary,1922,0.025647640782416405,0.02506991257778126,0.9684542586750788
190,8,direction_blind,1922,0.054392812800051434,0.05439044945702838,0.9583596214511041
190,8,wrong_lineage,1922,0.13688229549961312,0.1262206560668726,0.6580441640378549
190,9,primary,1922,0.03770088121127397,0.037645315339531506,0.9623908663532572
190,9,direction_blind,1922,0.04021706151861741,0.04019653038870499,0.9664204163868368
190,9,wrong_lineage,1922,0.03859702601542673,0.0385617073316697,0.9617192746809939
190,10,primary,1922,0.035880077815366805,0.03580067269226015,0.9654255319148937
190,10,direction_blind,1922,0.03730922000904076,0.03724953584918766,0.9674202127659575
190,10,wrong_lineage,1922,0.05150226913603719,0.05150196274232386,0.9594414893617021
190,11,primary,1922,0.037953769351627406,0.03795329486867496,0.9664654594232059
190,11,direction_blind,1922,0.040708498177682725,0.04070811533468843,0.9698189134808853
190,11,wrong_lineage,1922,0.10324599717357776,0.10154278113235063,0.6961770623742455
190,12,primary,1922,0.020252193471169737,0.02015228058744893,0.9658385093167702
190,12,direction_blind,1922,0.057112209284498776,0.05699936123261991,0.9503105590062112
190,12,wrong_lineage,1922,0.02658975109226304,0.0264656303437466,0.9527950310559006
190,13,primary,1922,0.020478656882327494,0.020446253926133993,0.980806142034549
190,13,direction_blind,1922,0.05087826777645259,0.05087215982072951,0.9712092130518234
190,13,wrong_lineage,1922,0.11178803308739467,0.09952787160932759,0.7434420985284709
190,14,primary,1922,0.03646048280395176,0.036451705385623326,0.9626168224299065
190,14,direction_blind,1922,0.03704553315120184,0.037036894384921276,0.9639519359145527
190,14,wrong_lineage,1922,0.09829299920426231,0.0963300675370568,0.6662216288384513
190,15,primary,1922,0.020058971725433174,0.019990248463099058,0.9771428571428571
190,15,direction_blind,1922,0.06478030214566181,0.06476184487120867,0.9593650793650793
190,15,wrong_lineage,1922,0.20652359356786787,0.20034204550418605,0.7974603174603174
190,16,primary,1922,0.04020620226422457,0.0401719430518794,0.973132372214941
190,16,direction_blind,1922,0.03542022077612852,0.035392271446090605,0.9659239842726082
190,16,wrong_lineage,1922,0.10993562459380975,0.1080273934698519,0.6788990825688074
190,17,primary,1922,0.026751718970806197,0.024472762466401933,0.9664516129032258
190,17,direction_blind,1922,0.06331003878252088,0.06331003878252088,0.9567741935483871
190,17,wrong_lineage,1922,0.1991849410922156,0.1911643971816361,0.7367741935483871
190,18,primary,1922,0.03845875068069462,0.038381099424842816,0.9681274900398407
190,18,direction_blind,1922,0.036037880514164636,0.03599912265146795,0.9741035856573705
190,18,wrong_lineage,1922,0.045208035646076374,0.04518946778234417,0.9760956175298805
190,19,primary,1922,0.03332049358134371,0.03331562417152755,0.96913985554826
190,19,direction_blind,1922,0.03721048792606868,0.03720930997477433,0.9711096520026264
190,19,wrong_lineage,1922,0.09973447542921463,0.08958639769978902,0.9441891004596191
190,20,primary,1922,0.02107685186399175,0.020629042204763495,0.9800498753117207
190,20,direction_blind,1922,0.06078362024715695,0.06078126971331132,0.963216957605985
190,20,wrong_lineage,1922,0.11686709498042004,0.09846458886978945,0.4270573566084788
190,21,primary,1922,0.04973969729114648,0.04969087969659676,0.9629380053908356
190,21,direction_blind,1922,0.046860490897536716,0.04685401348620152,0.965633423180593
190,21,wrong_lineage,1922,0.0339238147200766,0.023994889542546513,0.9683288409703504
190,22,primary,1922,0.03172276372057267,0.031671517633891734,0.9787375415282392
190,22,direction_blind,1922,0.03371357030501182,0.03368799145075444,0.9800664451827242
190,22,wrong_lineage,1922,0.08989430584492622,0.08847450763735597,0.9435215946843853
190,23,primary,1922,0.020491776471742874,0.02019790582790433,0.9809281627463445
190,23,direction_blind,1922,0.05965364652113458,0.059483399502964204,0.9637635092180546
190,23,wrong_lineage,1922,0.024384485723589266,0.024344633721422204,0.9713922441195169
190,24,primary,1922,0.02276457603294268,0.022660157300469327,0.9801536491677336
190,24,direction_blind,1922,0.07084629668237998,0.07077862350255645,0.9628681177976952
190,24,wrong_lineage,1922,0.018551389974193064,0.01823056474840501,0.9846350832266325
190,25,primary,1922,0.019693151200298367,0.0191947127465064,0.9857673267326733
190,25,direction_blind,1922,0.060048456262999234,0.06002858201888518,0.9721534653465347
190,25,wrong_lineage,1922,0.023119254403598737,0.02299479016757184,0.9839108910891089
190,26,primary,1922,0.018524637935462017,0.018502914139254978,0.9711779448621554
190,26,direction_blind,1922,0.06212583536671604,0.06212583536671603,0.9555137844611529
190,26,wrong_lineage,1922,0.12799106633432766,0.11654105204745632,0.4855889724310777
190,27,primary,1922,0.03298420992627307,0.032931663996328575,0.9769433465085638
190,27,direction_blind,1922,0.03549018383957481,0.03545016738871618,0.9795783926218709
190,27,wrong_lineage,1922,0.09346271874189967,0.08601304037601207,0.733201581027668
190,28,primary,1922,0.01956334388888374,0.019504646661789672,0.985633978763273
190,28,direction_blind,1922,0.06328036642104709,0.06320032961487432,0.9675202998126171
190,28,wrong_lineage,1922,0.03253749909800809,0.021073915465638242,0.9612742036227357
190,29,primary,1922,0.023906435421150035,0.02011165071904329,0.969811320754717
190,29,direction_blind,1922,0.049231759166589256,0.049230254334990495,0.9591194968553459
190,29,wrong_lineage,1922,0.127779787727642,0.1152094028036973,0.8245283018867925
190,30,primary,1922,0.03370402866315647,0.033656152083214735,0.9705111402359109
190,30,direction_blind,1922,0.035244859732640986,0.03522867686801425,0.9757536041939712
190,30,wrong_lineage,1922,0.11170073917944129,0.11011488702593748,0.555045871559633
190,31,primary,1922,0.0180130338045433,0.017714737322276075,0.9721166032953105
190,31,direction_blind,1922,0.062494785908243554,0.06249110452058647,0.9537389100126743
190,31,wrong_lineage,1922,0.11415168220257553,0.10029149859883295,0.9043092522179975
190,32,primary,1922,0.04379843804022145,0.043781493606586085,0.9717847769028871
190,32,direction_blind,1922,0.0467408616478912,0.046732425935103045,0.9704724409448819
190,32,wrong_lineage,1922,0.04011422125286957,0.03508861347864954,0.9612860892388452
190,33,primary,1922,0.034716595415989766,0.03468344005557053,0.9684351914036265
190,33,direction_blind,1922,0.037646790316815386,0.03762027797204777,0.9691067830758898
190,33,wrong_lineage,1922,0.07091469659924723,0.07091316898647652,0.9576897246474144
190,34,primary,1922,0.028948678636456275,0.028941789269383837,0.9754316069057105
190,34,direction_blind,1922,0.03549670304434521,0.035494749276249876,0.9780876494023905
190,34,wrong_lineage,1922,0.10503491811333572,0.1035713057429541,0.6148738379814077
190,35,primary,1922,0.023155683606564406,0.022950062706386144,0.9747952110901071
190,35,direction_blind,1922,0.057246523253354505,0.05724609455190931,0.9678638941398866
190,35,wrong_lineage,1922,0.022542780825983384,0.02245888609992282,0.9779458097038437
