delta_r,pair,method,transitions,delta_RMSE_ARA,next_position_RMSE_ARA,direction_agreement
0,35,primary,1736,0.03791668803892858,0.037262332407130894,0.9178598342125094
0,35,direction_blind,1736,0.13613285773242967,0.13612383577140133,0.6548605877920121
0,35,wrong_lineage,1736,0.04152493502896922,0.039488560583744586,0.9148455162019593
0,36,primary,1736,0.04389028940922327,0.042941070606203766,0.9261492087415222
0,36,direction_blind,1736,0.13446416815135248,0.13445748916491773,0.640542577241899
0,36,wrong_lineage,1736,0.04674660792272016,0.04330666939369668,0.9291635267520724
0,37,primary,1736,0.046322268929088854,0.04499632705210022,0.9409647228221742
0,37,direction_blind,1736,0.13614606809328364,0.13614083381179434,0.6594672426205903
0,37,wrong_lineage,1736,0.042397187657935195,0.041799328860460484,0.9409647228221742
0,38,primary,1736,0.044111662559978275,0.04185113891754659,0.9325108853410741
0,38,direction_blind,1736,0.13700683972246072,0.13699406417043897,0.6451378809869376
0,38,wrong_lineage,1736,0.04393345230154366,0.04175036268430359,0.93033381712627
0,39,primary,1736,0.04136123027434745,0.03988178866757036,0.9388335704125178
0,39,direction_blind,1736,0.13686407546033214,0.13683698941818245,0.6486486486486487
0,39,wrong_lineage,1736,0.043124323845205204,0.040333151647965755,0.933854907539118
0,40,primary,1736,0.04348345374495317,0.041912810882930675,0.9339019189765458
0,40,direction_blind,1736,0.13578059661935607,0.13577014842189303,0.6787491115849325
0,40,wrong_lineage,1736,0.04387456060519004,0.04278007456956896,0.9317697228144989
50,1,primary,1798,0.033217742950247243,0.032991209727478585,0.9224694903086863
50,1,direction_blind,1798,0.13034222655313965,0.13033815460031276,0.6137832017229002
50,1,wrong_lineage,1798,0.03554477922325638,0.03531133753655759,0.9332376166547021
50,2,primary,1860,0.038818683816109444,0.03866999610290186,0.9436619718309859
50,2,direction_blind,1860,0.12296584263854815,0.12293859513566767,0.6552649228705567
50,2,wrong_lineage,1860,0.03952779906359302,0.03869427675042075,0.9382964453386988
50,3,primary,1860,0.03432298227146282,0.033750738476173374,0.9255393180236604
50,3,direction_blind,1860,0.13554625411922785,0.13553975650209826,0.6374391092553932
50,3,wrong_lineage,1860,0.03403740832257961,0.03359022947219321,0.929714683368128
50,4,primary,1860,0.033826991575591284,0.03331526275747391,0.9318341531974701
50,4,direction_blind,1860,0.12750680261518688,0.12750062235737203,0.6500351370344343
50,4,wrong_lineage,1860,0.03736739824660086,0.03457876398049195,0.9318341531974701
50,5,primary,1860,0.03098076167573482,0.0295385736469817,0.9266620973269363
50,5,direction_blind,1860,0.12356051799453492,0.12354786211461746,0.6141192597669637
50,5,wrong_lineage,1860,0.037387107003751405,0.036211221106653715,0.9259766963673749
50,6,primary,1798,0.04308368612368554,0.04159058044483423,0.936
50,6,direction_blind,1798,0.125642120394571,0.12563153394609625,0.6436363636363637
50,6,wrong_lineage,1798,0.04205864846446943,0.04126636449050248,0.9381818181818182
50,7,primary,1798,0.03746946423427485,0.03606787830851185,0.926241134751773
50,7,direction_blind,1798,0.12961656538272606,0.12960333825571496,0.6390070921985815
50,7,wrong_lineage,1798,0.0375837217244103,0.03639629360130826,0.9347517730496454
50,8,primary,1798,0.04268106937992074,0.04168242933810809,0.9471488178025035
50,8,direction_blind,1798,0.13341571612116115,0.13340204508241685,0.6696801112656467
50,8,wrong_lineage,1798,0.04185478486227393,0.04170378781129421,0.9471488178025035
50,9,primary,1798,0.041116740772925695,0.04102212462064392,0.9357344632768362
50,9,direction_blind,1798,0.1399936699368228,0.13998573845180276,0.6581920903954802
50,9,wrong_lineage,1798,0.04263100430274995,0.042473593574193724,0.9371468926553672
50,10,primary,1798,0.040135351660631945,0.039861232969643605,0.94109396914446
50,10,direction_blind,1798,0.1338390948738763,0.13373699317637214,0.6514726507713885
50,10,wrong_lineage,1798,0.04282639164889481,0.04044379055016786,0.9361851332398317
50,11,primary,1798,0.041373190377474826,0.03996723303084088,0.9404761904761905
50,11,direction_blind,1798,0.13056432078966393,0.13054881235173738,0.6400560224089635
50,11,wrong_lineage,1798,0.04282719900385943,0.041793452269337124,0.9502801120448179
50,12,primary,1798,0.0363255843705287,0.03525643010505206,0.9350033852403521
50,12,direction_blind,1798,0.12269832373707389,0.12265360968579463,0.6181448882870684
50,12,wrong_lineage,1798,0.03963986350904036,0.039295725665512767,0.9275558564658091
50,13,primary,1798,0.04097868682627262,0.03963447523443222,0.9156028368794327
50,13,direction_blind,1798,0.13526586482318617,0.1352557193469456,0.6276595744680851
50,13,wrong_lineage,1798,0.04313898194924291,0.04047429349907365,0.9304964539007092
50,14,primary,1798,0.04406392449304425,0.041338258891458826,0.9431179775280899
50,14,direction_blind,1798,0.1279226550678458,0.12789563512381508,0.6439606741573034
50,14,wrong_lineage,1798,0.040375274678636996,0.03984244593340584,0.9360955056179775
50,15,primary,1798,0.03531039770900528,0.03457853738338575,0.9283646888567294
50,15,direction_blind,1798,0.13476293748762827,0.13475212260936245,0.6295224312590448
50,15,wrong_lineage,1798,0.03672484721282767,0.0363618392021218,0.934876989869754
50,16,primary,1798,0.04096026635317298,0.040683095764544354,0.9429763560500696
50,16,direction_blind,1798,0.13313924375230224,0.13313082747520208,0.6613351877607788
50,16,wrong_lineage,1798,0.0407840418009394,0.04043751257935721,0.9381084840055632
50,17,primary,1860,0.04480890301989238,0.0443365797981762,0.9411764705882353
50,17,direction_blind,1860,0.14291430136678976,0.14290669826445343,0.6685121107266436
50,17,wrong_lineage,1860,0.04668690123518326,0.045588320123939666,0.9418685121107266
50,18,primary,1798,0.041528721477444956,0.040204499028459476,0.9311827956989247
50,18,direction_blind,1798,0.14062136065847805,0.1406101182549266,0.6401433691756272
50,18,wrong_lineage,1798,0.04309538331481737,0.04222411876458272,0.9254480286738351
50,19,primary,1798,0.03432088154940616,0.033320280297880006,0.9285714285714286
50,19,direction_blind,1798,0.12647393134954218,0.12646121699994778,0.64002828854314
50,19,wrong_lineage,1798,0.04324768856443597,0.039382397356307754,0.9356435643564357
50,20,primary,1860,0.04527904587736725,0.04159184166046802,0.9494086727989488
50,20,direction_blind,1860,0.12127861540025871,0.1211302255536626,0.6399474375821288
50,20,wrong_lineage,1860,0.044587324591542334,0.042350341212007175,0.9461235216819974
50,21,primary,1860,0.047967966680822094,0.043121948381851204,0.9436141304347826
50,21,direction_blind,1860,0.12229614351418634,0.12228653542073323,0.6589673913043478
50,21,wrong_lineage,1860,0.040168884772039753,0.03982665479493916,0.9334239130434783
50,22,primary,1860,0.036822937845176866,0.03651884068663792,0.926605504587156
50,22,direction_blind,1860,0.1266858679795657,0.12667485202631507,0.6414961185603387
50,22,wrong_lineage,1860,0.04444971128028506,0.042337251370488806,0.9251940719830628
50,23,primary,1798,0.040420976648386356,0.03918080793982487,0.9407027818448024
50,23,direction_blind,1798,0.1234009238393129,0.12331471693161762,0.6442166910688141
50,23,wrong_lineage,1798,0.04892237550409787,0.04812230243983746,0.9267935578330894
50,24,primary,1860,0.05150692866562422,0.051173521931253095,0.9217081850533808
50,24,direction_blind,1860,0.12350330241458075,0.12339409954789372,0.6334519572953736
50,24,wrong_lineage,1860,0.05104795408316423,0.05006498206554577,0.9281138790035587
50,25,primary,1798,0.045897792159346605,0.043516865623707206,0.9479095270733379
50,25,direction_blind,1798,0.12171279919796954,0.12165974737573756,0.6449623029472241
50,25,wrong_lineage,1798,0.041705637270494415,0.04054057302721192,0.9472241261137766
50,26,primary,1860,0.03830876283022348,0.03669903987469148,0.9470198675496688
50,26,direction_blind,1860,0.1297783051338758,0.1297596103247408,0.652317880794702
50,26,wrong_lineage,1860,0.039371942994767484,0.03895717230058035,0.9403973509933775
50,27,primary,1798,0.040428154392425725,0.04003839321840133,0.9447895100069013
50,27,direction_blind,1798,0.1336660221913928,0.13364750097501796,0.6514837819185645
50,27,wrong_lineage,1798,0.049307737982651645,0.04916724434944732,0.937888198757764
50,28,primary,1860,0.05223019088375113,0.05147658707973472,0.9298969072164949
50,28,direction_blind,1860,0.1312649505445753,0.1312376351130123,0.6323024054982818
50,28,wrong_lineage,1860,0.050050841834205086,0.04986136421387535,0.9305841924398626
50,29,primary,1798,0.03622429419539217,0.03586297839441694,0.9385838150289018
50,29,direction_blind,1798,0.13393651788643213,0.13392389438321142,0.6315028901734104
50,29,wrong_lineage,1798,0.03603822697598257,0.03559220577823749,0.9378612716763006
50,30,primary,1798,0.04049060292139929,0.039608938178998174,0.9241672572643516
50,30,direction_blind,1798,0.13289935531963504,0.13289125062669108,0.6371367824238129
50,30,wrong_lineage,1798,0.04224016317029517,0.04202507890032342,0.9227498228206945
50,31,primary,1860,0.04069005683229578,0.04055436332557593,0.941970310391363
50,31,direction_blind,1860,0.12376572770118889,0.12353520734591832,0.6673414304993253
50,31,wrong_lineage,1860,0.042300691578625337,0.040068733748324856,0.9460188933873145
50,32,primary,1860,0.03587524623376286,0.03534460827266155,0.9271117166212534
50,32,direction_blind,1860,0.1323203336100146,0.13231358151602723,0.6403269754768393
50,32,wrong_lineage,1860,0.03892772075675684,0.03855589234975328,0.9298365122615804
50,33,primary,1860,0.047362401568598146,0.04715498435191206,0.9386503067484663
50,33,direction_blind,1860,0.14243611784412066,0.14241804763949548,0.65439672801636
50,33,wrong_lineage,1860,0.0519126517494726,0.050178814649089847,0.9393319700068167
50,34,primary,1860,0.04404881106421411,0.04258959735364917,0.9348556077904634
50,34,direction_blind,1860,0.1305922724041178,0.13058143674019693,0.6635325721961047
50,34,wrong_lineage,1860,0.042472741455643406,0.04210628194937606,0.9241101410342512
50,35,primary,1798,0.03929331674837116,0.03866325396899593,0.9215406562054208
50,35,direction_blind,1798,0.12806141574621127,0.12801212069864926,0.6326676176890157
50,35,wrong_lineage,1798,0.04322589691450537,0.03983103372322435,0.9400855920114123
50,36,primary,1798,0.0464831636555931,0.04418651216307935,0.9393939393939394
50,36,direction_blind,1798,0.11824875680953352,0.11822815979670201,0.6432506887052342
50,36,wrong_lineage,1798,0.051620832772228405,0.04516009612027961,0.9338842975206612
50,37,primary,1798,0.043790484907222225,0.04026309246912706,0.9291970802919708
50,37,direction_blind,1798,0.12943529828586764,0.12942919961608115,0.6525547445255474
50,37,wrong_lineage,1798,0.04204582185654078,0.04180339947858728,0.935036496350365
50,38,primary,1860,0.043825018638145176,0.04342531710861893,0.9344594594594594
50,38,direction_blind,1860,0.12567240655834216,0.12565858776732589,0.6574324324324324
50,38,wrong_lineage,1860,0.043966756746348035,0.043804943251664376,0.9290540540540541
50,39,primary,1860,0.041806396434534814,0.04167352019330003,0.938337801608579
50,39,direction_blind,1860,0.1320198983391916,0.1320030396239595,0.6601876675603218
50,39,wrong_lineage,1860,0.04383703498776348,0.04179559603680902,0.9423592493297587
50,40,primary,1798,0.04198979372717149,0.04093361204338474,0.9369306236860546
50,40,direction_blind,1798,0.12905036196280567,0.12890387827140834,0.6713384723195515
50,40,wrong_lineage,1798,0.04258392219723684,0.04233974481075872,0.9257182901191311
100,1,primary,1860,0.03261993882197977,0.03251760221222826,0.8877338877338877
100,1,direction_blind,1860,0.13127835887653894,0.13117264360576233,0.5661815661815662
100,1,wrong_lineage,1860,0.028443700863243295,0.02803221858677126,0.9306999306999307
100,2,primary,1860,0.0395964949705691,0.039471094769896006,0.9400399733510992
100,2,direction_blind,1860,0.1147397322185621,0.11464889933603062,0.6162558294470353
100,2,wrong_lineage,1860,0.04025158221644276,0.040028270118318894,0.9340439706862091
100,3,primary,1860,0.035107431708739235,0.035003124730741714,0.9232394366197183
100,3,direction_blind,1860,0.13772991394370135,0.13762902053204568,0.5823943661971831
100,3,wrong_lineage,1860,0.042979280214125185,0.039677072420168706,0.9154929577464789
100,4,primary,1860,0.0440933697628498,0.04136851578397229,0.919276270006959
100,4,direction_blind,1860,0.13472608262195293,0.1335782044029002,0.5789839944328462
100,4,wrong_lineage,1860,0.03391015912764885,0.03370107774432963,0.9157967988865693
100,5,primary,1860,0.03011360148116463,0.02966251084467969,0.9174757281553398
100,5,direction_blind,1860,0.12950479071927914,0.12933922198219747,0.5533980582524272
100,5,wrong_lineage,1860,0.03648691349948611,0.03601260541862423,0.9084604715672677
100,6,primary,1860,0.03840972582125141,0.037505800764961524,0.8947001394700139
100,6,direction_blind,1860,0.13949790035572673,0.13945982800774856,0.5739191073919108
100,6,wrong_lineage,1860,0.04383056668235154,0.04046300592580812,0.9086471408647141
100,7,primary,1860,0.04297806004881556,0.03908800522367428,0.9144050104384134
100,7,direction_blind,1860,0.13352712169877015,0.13131786847063343,0.5866388308977035
100,7,wrong_lineage,1860,0.02654707983272369,0.026154488660267716,0.9387613082811412
100,8,primary,1860,0.04209394523862866,0.04177293353033446,0.9471925133689839
100,8,direction_blind,1860,0.11791923507059404,0.11786906511698683,0.6316844919786097
100,8,wrong_lineage,1860,0.043514540677226966,0.043417080925142466,0.9418449197860963
100,9,primary,1860,0.044080821534153915,0.04394927861486309,0.9497964721845319
100,9,direction_blind,1860,0.11803464367611778,0.11799744768796311,0.6397557666214383
100,9,wrong_lineage,1860,0.04562640980511567,0.045556800905290844,0.9436906377204884
100,10,primary,1860,0.0451763390661781,0.045103361257971424,0.9405405405405406
100,10,direction_blind,1860,0.12183794517207112,0.12179277890749335,0.6304054054054054
100,10,wrong_lineage,1860,0.046893393694935025,0.04679776821811012,0.9391891891891891
100,11,primary,1860,0.04461904148015271,0.044507280772243196,0.9349429912810194
100,11,direction_blind,1860,0.11635140435964011,0.11629282455576363,0.6130114017437961
100,11,wrong_lineage,1860,0.046420925751614196,0.04633124928545237,0.9403085177733065
100,12,primary,1860,0.04025518847365907,0.04012606061897599,0.9418680600914435
100,12,direction_blind,1860,0.10997064059558287,0.10992133404298138,0.5996080992815154
100,12,wrong_lineage,1860,0.048623128942042924,0.04536545145941865,0.9235793598954931
100,13,primary,1860,0.04560704941980682,0.04379412755350865,0.8982456140350877
100,13,direction_blind,1860,0.13329658320124724,0.131357441801073,0.5936842105263158
100,13,wrong_lineage,1860,0.02778314871488732,0.027511064260731573,0.9333333333333333
100,14,primary,1860,0.043212591405333116,0.04312333167940573,0.9256254225828262
100,14,direction_blind,1860,0.11874664944635811,0.11870094259156533,0.6213657876943881
100,14,wrong_lineage,1860,0.040667792384379384,0.040434056661850216,0.922920892494929
100,15,primary,1860,0.03372280582745973,0.0334820810852946,0.9046610169491526
100,15,direction_blind,1860,0.13607983276775767,0.1359436065886287,0.5734463276836158
100,15,wrong_lineage,1860,0.03223408710129387,0.03194364414390484,0.9392655367231638
100,16,primary,1860,0.046320281077544406,0.04622783339367891,0.936
100,16,direction_blind,1860,0.12088112995317529,0.120828497688968,0.6226666666666667
100,16,wrong_lineage,1860,0.04090511144103149,0.04076046756480078,0.9373333333333334
100,17,primary,1860,0.047093262174154826,0.04685272931151469,0.946969696969697
100,17,direction_blind,1860,0.1251740463978039,0.12501298956207826,0.6322314049586777
100,17,wrong_lineage,1860,0.0510343467210378,0.048737156113675795,0.9373278236914601
100,18,primary,1860,0.05293044524995382,0.04499977920479505,0.9084604715672677
100,18,direction_blind,1860,0.14051988279029137,0.135981385309641,0.6054091539528432
100,18,wrong_lineage,1860,0.04401904016197056,0.04181484898305595,0.9070735090152566
100,19,primary,1860,0.04403148530492117,0.04095864960713636,0.9058988764044944
100,19,direction_blind,1860,0.13551201006356473,0.1341625000878563,0.5926966292134831
100,19,wrong_lineage,1860,0.031330892428851134,0.030838567970915373,0.9389044943820225
100,20,primary,1860,0.03935877191404713,0.039222442051356554,0.9414858645627876
100,20,direction_blind,1860,0.11157934016615154,0.11152872360854603,0.6351084812623274
100,20,wrong_lineage,1860,0.03983920216942429,0.039789959112600734,0.9368836291913215
100,21,primary,1860,0.04354756053778624,0.0434319908367015,0.9353301565690946
100,21,direction_blind,1860,0.12366491052105805,0.12362404964156985,0.6106194690265486
100,21,wrong_lineage,1860,0.05104923650699155,0.04587480517222765,0.9189925119128659
100,22,primary,1860,0.04551457004100193,0.03967753955763985,0.8887323943661972
100,22,direction_blind,1860,0.13532525463540535,0.13286374777017826,0.5866197183098592
100,22,wrong_lineage,1860,0.035902635653251316,0.034569750820016995,0.8873239436619719
100,23,primary,1860,0.03721868279515779,0.03634171248062712,0.874037788663401
100,23,direction_blind,1860,0.13430207826855134,0.13428092143254602,0.5787263820853744
100,23,wrong_lineage,1860,0.03571788289438952,0.034990819412507645,0.893631910426872
100,24,primary,1860,0.033598454747283776,0.03332055270340623,0.895397489539749
100,24,direction_blind,1860,0.1356070740727737,0.13494032179293275,0.5794979079497908
100,24,wrong_lineage,1860,0.02810347988138418,0.027741847140029967,0.9372384937238494
100,25,primary,1860,0.03998932611865164,0.03984171894987953,0.9442988204456094
100,25,direction_blind,1860,0.11851347164978118,0.11845877828548199,0.6074705111402359
100,25,wrong_lineage,1860,0.04022508543688117,0.04011604825370354,0.9456094364351245
100,26,primary,1860,0.040835326311968616,0.04070737056760698,0.9376640419947506
100,26,direction_blind,1860,0.11103709040535588,0.11099480173067393,0.6207349081364829
100,26,wrong_lineage,1860,0.042837384331053226,0.04151612771829268,0.9409448818897638
100,27,primary,1860,0.043436345755726004,0.042588955171988886,0.9453227931488801
100,27,direction_blind,1860,0.11485149800738376,0.11479318306707377,0.6297760210803689
100,27,wrong_lineage,1860,0.04332948944638918,0.04330291532587088,0.919631093544137
100,28,primary,1860,0.033955022664210084,0.03363800939367661,0.8850415512465374
100,28,direction_blind,1860,0.13967194598884394,0.1396608548679042,0.5720221606648199
100,28,wrong_lineage,1860,0.03695494897023169,0.03681719144815474,0.8940443213296398
100,29,primary,1860,0.04883033917285874,0.043581226925311,0.9078212290502793
100,29,direction_blind,1860,0.13444163420790076,0.13137922844192954,0.6019553072625698
100,29,wrong_lineage,1860,0.049341875860860626,0.04404397789381942,0.9182960893854749
100,30,primary,1860,0.05334072363465187,0.04498595546587571,0.9168413696715584
100,30,direction_blind,1860,0.1410005639291922,0.1366503133729063,0.5856044723969253
100,30,wrong_lineage,1860,0.02956657674966676,0.029302569240987876,0.9350104821802935
100,31,primary,1860,0.04321547424325836,0.0430420475955603,0.9463087248322147
100,31,direction_blind,1860,0.11935768943045139,0.11931290890302261,0.6208053691275168
100,31,wrong_lineage,1860,0.04537287599539705,0.04453369445804678,0.9315436241610738
100,32,primary,1860,0.03995853806516298,0.03840583664228583,0.9011667810569663
100,32,direction_blind,1860,0.13992956855761166,0.13915815161426112,0.5854495538778312
100,32,wrong_lineage,1860,0.07200520897195174,0.037874227125742295,0.9347975291695264
100,33,primary,1860,0.07451120375675295,0.04390471846382867,0.9428379287155346
100,33,direction_blind,1860,0.12911665487749574,0.129029519152071,0.6375252185608608
100,33,wrong_lineage,1860,0.05345135016567504,0.053364598271119404,0.9340954942837929
100,34,primary,1860,0.0466855898708599,0.04657401418938199,0.929718875502008
100,34,direction_blind,1860,0.11750197052757098,0.11744718716774279,0.6258366800535475
100,34,wrong_lineage,1860,0.04381576648700067,0.04353403610542701,0.9170013386880856
100,35,primary,1860,0.03638369718823527,0.03510573150084972,0.8824742268041237
100,35,direction_blind,1860,0.13522612439684287,0.13495506940462507,0.5752577319587628
100,35,wrong_lineage,1860,0.028455196607796253,0.027861987980502205,0.9360824742268041
100,36,primary,1860,0.041642272742747274,0.0415500841945236,0.9385847797062751
100,36,direction_blind,1860,0.11761143902679923,0.11756434201881603,0.6214953271028038
100,36,wrong_lineage,1860,0.04803374206241564,0.04649736949484125,0.9132176234979973
100,37,primary,1860,0.04288911055457767,0.041611400358033526,0.8776520509193777
100,37,direction_blind,1860,0.14003371318751784,0.13915928401930652,0.6053748231966054
100,37,wrong_lineage,1860,0.03302268550384533,0.0326663305478816,0.9328147100424328
100,38,primary,1860,0.04314315160269731,0.04301213613217146,0.9418526031102096
