identity,delta_r_ohm,pair,window,sample,cycle,landmark,phase,ara_phase,physical_time
coupled_50,50.0,1,0,25,3,1,0.4999241549609068,0.9998483099218136,5.3362129100692295
coupled_50,50.0,1,0,26,3,2,0.5017892663642827,1.0035785327285653,5.337625789507054
coupled_50,50.0,1,0,27,3,3,0.5036543777676599,1.0073087555353197,5.3390386689448786
coupled_50,50.0,1,0,28,3,4,0.5098576667807109,1.0197153335614217,5.343137489790612
coupled_50,50.0,1,0,29,3,5,0.37585707240511423,0.7517141448102285,6.676077283331051
coupled_50,50.0,1,0,30,3,6,0.27560856264445466,0.5512171252889093,6.677406804893274
coupled_50,50.0,1,0,31,3,7,0.17536005288379464,0.3507201057675893,6.678736326455497
coupled_50,50.0,1,1,0,0,0,0.521760436364826,1.043520872729652,7.826436186935257
coupled_50,50.0,1,1,1,0,1,0.5928496723278056,1.1856993446556112,7.956002652641846
coupled_50,50.0,1,1,2,0,2,0.5936478219076009,1.1872956438152018,7.957261227711365
coupled_50,50.0,1,1,3,0,3,0.5944459714873966,1.1888919429747933,7.958519802780884
coupled_50,50.0,1,1,4,0,4,0.5952441210671928,1.1904882421343856,7.959778377850404
coupled_50,50.0,1,1,5,0,5,0.6285647024082475,1.257129404816495,7.961046539584588
coupled_50,50.0,1,1,6,0,6,0.6688361212449396,1.3376722424898793,7.9623167502230086
coupled_50,50.0,1,1,7,0,7,0.7091075400816322,1.4182150801632645,7.963586960861429
coupled_50,50.0,1,1,8,1,0,0.7493789589183244,1.4987579178366488,7.964857171499849
coupled_50,50.0,1,1,9,1,1,0.7223168490201637,1.4446336980403274,7.9710772104355625
coupled_50,50.0,1,1,10,1,2,0.6844753952584544,1.3689507905169087,7.9723675766359445
coupled_50,50.0,1,1,11,1,3,0.6466339414967446,1.2932678829934892,7.973657942836327
coupled_50,50.0,1,1,12,1,4,0.6087924877350348,1.2175849754700696,7.974948309036709
coupled_50,50.0,1,1,13,1,5,0.6752630672016684,1.3505261344033368,7.981073747855597
coupled_50,50.0,1,1,14,1,6,0.700530728943372,1.401061457886744,7.982335216725628
coupled_50,50.0,1,1,15,1,7,0.7257983906850938,1.4515967813701875,7.983596685595659
coupled_50,50.0,1,1,16,2,0,0.7510660524268151,1.5021321048536302,7.98485815446569
coupled_50,50.0,1,1,17,2,1,0.8329416926648965,1.665883385329793,8.000905574026223
coupled_50,50.0,1,1,18,2,2,0.7550679498156656,1.5101358996313312,8.002221075608038
coupled_50,50.0,1,1,19,2,3,0.6771942069663295,1.354388413932659,8.003536577189854
coupled_50,50.0,1,1,20,2,4,0.5993204641170986,1.1986409282341972,8.004852078771668
coupled_50,50.0,1,1,21,2,5,0.3734621947419532,0.7469243894839064,9.291075735060499
coupled_50,50.0,1,1,22,2,6,0.37586451228475326,0.7517290245695065,9.292339538554168
coupled_50,50.0,1,1,23,2,7,0.37826682982755333,0.7565336596551067,9.293603342047838
coupled_50,50.0,1,1,24,3,0,0.38066914737034985,0.7613382947406997,9.294867145541506
coupled_50,50.0,1,1,25,3,1,0.31206781665138106,0.6241356333027621,9.296125452949596
coupled_50,50.0,1,1,26,3,2,0.2351255696333885,0.470251139266777,9.297383114723399
coupled_50,50.0,1,1,27,3,3,0.15818332261539592,0.31636664523079183,9.298640776497201
coupled_50,50.0,1,1,28,3,4,0.08124107559740334,0.1624821511948067,9.299898438271004
coupled_50,50.0,1,1,29,3,5,0.09134606634387765,0.1826921326877553,9.312059237707667
coupled_50,50.0,1,1,30,3,6,0.07226240035682618,0.14452480071365237,9.314619067945031
coupled_50,50.0,1,1,31,3,7,0.1533067839589357,0.3066135679178714,9.332628656073613
coupled_50,50.0,1,2,0,0,0,0.34108407352685255,0.6821681470537051,9.379144358513951
coupled_50,50.0,1,2,1,0,1,0.7627161629275694,1.5254323258551388,10.552147441845948
coupled_50,50.0,1,2,2,0,2,0.627461691056781,1.254923382113562,10.554630493480424
coupled_50,50.0,1,2,3,0,3,0.6379298884354405,1.275859776870881,10.557017477537682
coupled_50,50.0,1,2,4,0,4,0.6738744647936654,1.3477489295873308,10.559387666308266
coupled_50,50.0,1,2,5,0,5,0.7235153102570813,1.4470306205141625,10.560935687844568
coupled_50,50.0,1,2,6,0,6,0.7779271332175224,1.5558542664350448,10.56219731449892
coupled_50,50.0,1,2,7,0,7,0.8323389561778862,1.6646779123557724,10.563458941153272
coupled_50,50.0,1,2,8,1,0,0.8867507791383273,1.7735015582766547,10.564720567807624
coupled_50,50.0,1,2,9,1,1,0.8596994300999885,1.719398860199977,10.5659946052576
coupled_50,50.0,1,2,10,1,2,0.809471985460748,1.618943970921496,10.567272173551991
coupled_50,50.0,1,2,11,1,3,0.7592445408214372,1.5184890816428744,10.568549741846384
coupled_50,50.0,1,2,12,1,4,0.7090170961821967,1.4180341923643933,10.569827310140775
coupled_50,50.0,1,2,13,1,5,0.20325374468948532,0.40650748937897063,11.910930550525197
coupled_50,50.0,1,2,14,1,6,0.18109357143177096,0.3621871428635419,11.912297455492425
coupled_50,50.0,1,2,15,1,7,0.15893339817408503,0.31786679634817006,11.91366436045965
coupled_50,50.0,1,2,16,2,0,0.6435119988230706,1.2870239976461413,12.86159157202601
coupled_50,50.0,1,2,17,2,1,0.6879949638676113,1.3759899277352226,13.136076458047565
coupled_50,50.0,1,2,18,2,2,0.6936342523167607,1.3872685046335214,13.137332166945422
coupled_50,50.0,1,2,19,2,3,0.699273540765911,1.398547081531822,13.138587875843278
coupled_50,50.0,1,2,20,2,4,0.7049128292150684,1.4098256584301367,13.139843584741136
coupled_50,50.0,1,2,21,2,5,0.8279277250444341,1.6558554500888683,13.146000822816973
coupled_50,50.0,1,2,22,2,6,0.833215351542882,1.666430703085764,13.147278935281376
coupled_50,50.0,1,2,23,2,7,0.8385029780413369,1.6770059560826738,13.148557047745781
coupled_50,50.0,1,2,24,3,0,0.8437906045397838,1.6875812090795677,13.149835160210184
coupled_50,50.0,1,2,25,3,1,0.8008775701070743,1.6017551402141486,13.151098311390836
coupled_50,50.0,1,2,26,3,2,0.7508275718394302,1.5016551436788603,13.152359247287736
coupled_50,50.0,1,2,27,3,3,0.7007775735718553,1.4015551471437107,13.153620183184634
coupled_50,50.0,1,2,28,3,4,0.6507275753042814,1.3014551506085628,13.154881119081532
coupled_50,50.0,1,2,29,3,5,0.7200354220528764,1.4400708441057528,13.160927199490875
coupled_50,50.0,1,2,30,3,6,0.7691916551256579,1.5383833102513158,13.1622234478361
coupled_50,50.0,1,2,31,3,7,0.8183478881985069,1.6366957763970138,13.163519696181327
coupled_50,50.0,1,3,0,0,0,0.8675041212712893,1.7350082425425786,13.164815944526552
coupled_50,50.0,1,3,1,0,1,0.8271601131407555,1.654320226281511,13.181003821427659
coupled_50,50.0,1,3,2,0,2,0.8326442762798143,1.6652885525596286,13.182308411305064
coupled_50,50.0,1,3,3,0,3,0.838128439418866,1.676256878837732,13.183613001182467
coupled_50,50.0,1,3,4,0,4,0.8436126025579167,1.6872252051158334,13.18491759105987
coupled_50,50.0,1,3,5,0,5,0.13233328923329157,0.26466657846658315,14.477099178806592
coupled_50,50.0,1,3,6,0,6,0.12016961067841958,0.24033922135683916,14.47962424172087
coupled_50,50.0,1,3,7,0,7,0.12381979621578498,0.24763959243156997,14.51029130257521
coupled_50,50.0,1,3,8,1,0,0.8497046088900158,1.6994092177800315,15.549302858709368
coupled_50,50.0,1,3,9,1,1,0.8237872621394358,1.6475745242788715,15.717147426925345
coupled_50,50.0,1,3,10,1,2,0.8237872621394358,1.6475745242788715,15.719630491547683
coupled_50,50.0,1,3,11,1,3,0.7405918308590698,1.4811836617181395,15.732208211357735
coupled_50,50.0,1,3,12,1,4,0.6678384001031876,1.3356768002063752,15.73480247952946
coupled_50,50.0,1,3,13,1,5,0.7031320657113413,1.4062641314226827,15.737228673332819
coupled_50,50.0,1,3,14,1,6,0.7473300950552995,1.494660190110599,15.739641015812442
coupled_50,50.0,1,3,15,1,7,0.7645679084530572,1.5291358169061144,15.742082535811544
coupled_50,50.0,1,3,16,2,0,0.7770923256280238,1.5541846512560475,15.744529156853249
coupled_50,50.0,1,3,17,2,1,0.6490577343941712,1.2981154687883425,15.751034827583876
coupled_50,50.0,1,3,18,2,2,0.6487831691340578,1.2975663382681155,15.752316262581056
coupled_50,50.0,1,3,19,2,3,0.6485086038739452,1.2970172077478903,15.753597697578234
coupled_50,50.0,1,3,20,2,4,0.6482340386138317,1.2964680772276633,15.754879132575415
coupled_50,50.0,1,3,21,2,5,0.7502883576153696,1.5005767152307392,15.760775188318203
coupled_50,50.0,1,3,22,2,6,0.7845577836267559,1.5691155672535118,15.762106147997038
coupled_50,50.0,1,3,23,2,7,0.8188272096381883,1.6376544192763767,15.763437107675875
coupled_50,50.0,1,3,24,3,0,0.8530966356495746,1.7061932712991492,15.76476806735471
coupled_50,50.0,1,3,25,3,1,0.8468845061066492,1.6937690122132985,15.766059543784637
coupled_50,50.0,1,3,26,3,2,0.8321293708153457,1.6642587416306913,15.767342687885984
coupled_50,50.0,1,3,27,3,3,0.8173742355240625,1.634748471048125,15.768625831987329
coupled_50,50.0,1,3,28,3,4,0.8026191002327785,1.605238200465557,15.769908976088674
coupled_50,50.0,1,3,29,3,5,0.1083554523331074,0.2167109046662148,17.091363648268448
coupled_50,50.0,1,3,30,3,6,0.09523314821200124,0.19046629642400248,17.094528964669706
coupled_50,50.0,1,3,31,3,7,0.0900027069247411,0.1800054138494822,17.112567144677183
coupled_50,50.0,1,4,0,0,0,0.7550087018325975,1.510017403665195,17.9639654318012
coupled_50,50.0,1,4,1,0,1,0.880623804357402,1.761247608714804,18.280976370782973
coupled_50,50.0,1,4,2,0,2,0.8624383911708193,1.7248767823416387,18.282254195536257
coupled_50,50.0,1,4,3,0,3,0.8442529779842385,1.688505955968477,18.28353202028954
coupled_50,50.0,1,4,4,0,4,0.8260675647976559,1.6521351295953117,18.284809845042826
coupled_50,50.0,1,4,5,0,5,0.7579881586543831,1.5159763173087661,18.292077211292302
coupled_50,50.0,1,4,6,0,6,0.732922544429023,1.465845088858046,18.294621396155833
coupled_50,50.0,1,4,7,0,7,0.694444387949849,1.388888775899698,18.29717412007486
coupled_50,50.0,1,4,8,1,0,0.6536213457277764,1.3072426914555528,18.299728336858486
coupled_50,50.0,1,4,9,1,1,0.8385713647233981,1.6771427294467962,18.316000398473076
coupled_50,50.0,1,4,10,1,2,0.7660214775285379,1.5320429550570758,18.317285428678414
coupled_50,50.0,1,4,11,1,3,0.6934715903334752,1.3869431806669503,18.318570458883755
coupled_50,50.0,1,4,12,1,4,0.6209217031384142,1.2418434062768284,18.319855489089097
coupled_50,50.0,1,4,13,1,5,0.5844695636902149,1.1689391273804297,18.340955929587665
coupled_50,50.0,1,4,14,1,6,0.5944826265450711,1.1889652530901422,18.3422436807315
coupled_50,50.0,1,4,15,1,7,0.604495689399899,1.208991378799798,18.34353143187533
coupled_50,50.0,1,4,16,2,0,0.6145087522547268,1.2290175045094536,18.344819183019162
coupled_50,50.0,1,4,17,2,1,0.6892908421595543,1.3785816843191085,18.35104110497686
coupled_50,50.0,1,4,18,2,2,0.6657018949892173,1.3314037899784346,18.352331888263894
coupled_50,50.0,1,4,19,2,3,0.6421129478188146,1.2842258956376291,18.35362267155093
coupled_50,50.0,1,4,20,2,4,0.6185240006484776,1.2370480012969551,18.354913454837963
coupled_50,50.0,1,4,21,2,5,0.7262045152907337,1.4524090305814674,18.37108702873226
coupled_50,50.0,1,4,22,2,6,0.6940706516495556,1.3881413032991112,18.372347929893998
coupled_50,50.0,1,4,23,2,7,0.6619367880084699,1.3238735760169398,18.373608831055734
coupled_50,50.0,1,4,24,3,0,0.6298029243672918,1.2596058487345836,18.374869732217473
coupled_50,50.0,1,4,25,3,1,0.7764131432131745,1.552826286426349,18.381051156623382
coupled_50,50.0,1,4,26,3,2,0.7767153061203125,1.553430612240625,18.38235010489566
coupled_50,50.0,1,4,27,3,3,0.7770174690274505,1.554034938054901,18.383649053167943
coupled_50,50.0,1,4,28,3,4,0.7773196319345903,1.5546392638691806,18.384948001440222
coupled_50,50.0,1,4,29,3,5,0.7923307766575967,1.5846615533151933,18.41096840300268
coupled_50,50.0,1,4,30,3,6,0.8147039217481709,1.6294078434963417,18.412226962264054
coupled_50,50.0,1,4,31,3,7,0.837077066838745,1.67415413367749,18.413485521525427
coupled_50,50.0,20,0,0,0,0,0.8616666776100209,1.7233333552200418,0.1154949808913173
coupled_50,50.0,20,0,1,0,1,0.949458106141375,1.89891621228275,0.3010886280049072
coupled_50,50.0,20,0,2,0,2,0.9394248935425838,1.8788497870851677,0.3023983891558
coupled_50,50.0,20,0,3,0,3,0.9293916809437927,1.8587833618875853,0.30370815030669274
coupled_50,50.0,20,0,4,0,4,0.9148150355356973,1.8296300710713946,0.30534564546258863
coupled_50,50.0,20,0,5,0,5,0.8707986088721262,1.7415972177442525,0.3110290065473381
coupled_50,50.0,20,0,6,0,6,0.8941014034723254,1.7882028069446507,0.31229027301699036
coupled_50,50.0,20,0,7,0,7,0.9174041980725245,1.834808396145049,0.3135515394866426
coupled_50,50.0,20,0,8,1,0,0.9407069926727226,1.8814139853454452,0.3148128059562948
coupled_50,50.0,20,0,9,1,1,0.8680718501621713,1.7361437003243425,0.320979941156271
coupled_50,50.0,20,0,10,1,2,0.8083677556982711,1.6167355113965423,0.3222526652871478
coupled_50,50.0,20,0,11,1,3,0.7486636612343737,1.4973273224687473,0.32352538941802456
coupled_50,50.0,20,0,12,1,4,0.6889595667704762,1.3779191335409524,0.3247981135489013
coupled_50,50.0,20,0,13,1,5,0.7333357697577838,1.4666715395155676,0.3260653008593967
coupled_50,50.0,20,0,14,1,6,0.7973343695644429,1.5946687391288858,0.3273314443057862
coupled_50,50.0,20,0,15,1,7,0.861332969371102,1.722665938742204,0.3285975877521757
coupled_50,50.0,20,0,16,2,0,0.9253315691777612,1.8506631383555223,0.32986373119856516
coupled_50,50.0,20,0,17,2,1,0.9358609565750221,1.8717219131500442,0.3360217244867219
coupled_50,50.0,20,0,18,2,2,0.8927340037424752,1.7854680074849505,0.33731033047267267
coupled_50,50.0,20,0,19,2,3,0.8496070509099284,1.6992141018198568,0.33859893645862343
coupled_50,50.0,20,0,20,2,4,0.8064800980773833,1.6129601961547666,0.33988754244457414
coupled_50,50.0,20,0,21,2,5,0.42159840602788945,0.8431968120557789,1.4909113322393892
coupled_50,50.0,20,0,22,2,6,0.4126507250823557,0.8253014501647113,1.4944094040544555
coupled_50,50.0,20,0,23,2,7,0.3981329631827313,0.7962659263654626,1.497390572481634
coupled_50,50.0,20,0,24,3,0,0.7682556332033283,1.5365112664066567,2.165750328781007
coupled_50,50.0,20,0,25,3,1,0.7456524451191626,1.4913048902383252,2.5220521180065654
coupled_50,50.0,20,0,26,3,2,0.699321775728849,1.398643551457698,2.524574187179003
coupled_50,50.0,20,0,27,3,3,0.8156063710663526,1.6312127421327052,2.5321212112632576
coupled_50,50.0,20,0,28,3,4,0.810385416737869,1.620770833475738,2.5346733044419443
coupled_50,50.0,20,0,29,3,5,0.7656494781356968,1.5312989562713937,2.5409100918528496
coupled_50,50.0,20,0,30,3,6,0.7984816999242224,1.5969633998484447,2.5421936692015166
coupled_50,50.0,20,0,31,3,7,0.8313139217127479,1.6626278434254957,2.5434772465501836
coupled_50,50.0,20,1,0,0,0,0.8641461435012736,1.7282922870025472,2.5447608238988506
coupled_50,50.0,20,1,1,0,1,0.8230597226434166,1.6461194452868333,2.5608941963788654
coupled_50,50.0,20,1,2,0,2,0.8397103817763338,1.6794207635526677,2.562241854057626
coupled_50,50.0,20,1,3,0,3,0.8563610409092564,1.7127220818185127,2.5635895117363874
coupled_50,50.0,20,1,4,0,4,0.8730117000421733,1.7460234000843466,2.564937169415148
coupled_50,50.0,20,1,5,0,5,0.3933083787838947,0.7866167575677894,3.9319185915664705
coupled_50,50.0,20,1,6,0,6,0.39239416268342264,0.7847883253668453,3.934554899680297
coupled_50,50.0,20,1,7,0,7,0.44661762728982746,0.8932352545796549,4.032715856227948
coupled_50,50.0,20,1,8,1,0,0.027827855107505073,0.055655710215010146,5.395298395011962
coupled_50,50.0,20,1,9,1,1,0.04544031612345378,0.09088063224690757,5.516072552659486
coupled_50,50.0,20,1,10,1,2,0.047383937278041355,0.09476787455608271,5.517336362555373
coupled_50,50.0,20,1,11,1,3,0.049327558432627594,0.09865511686525519,5.518600172451259
coupled_50,50.0,20,1,12,1,4,0.051271179587215165,0.10254235917443033,5.519863982347146
coupled_50,50.0,20,1,13,1,5,0.3092431068058805,0.618486213611761,5.526023742936924
coupled_50,50.0,20,1,14,1,6,0.2330068174217521,0.4660136348435042,5.527309577208024
coupled_50,50.0,20,1,15,1,7,0.1567705280376237,0.3135410560752474,5.528595411479125
coupled_50,50.0,20,1,16,2,0,0.0805342386534953,0.1610684773069906,5.529881245750225
coupled_50,50.0,20,1,17,2,1,0.22075616648616947,0.44151233297233894,5.556026533613876
coupled_50,50.0,20,1,18,2,2,0.17720952183124794,0.3544190436624959,5.557292689668181
coupled_50,50.0,20,1,19,2,3,0.1336628771763264,0.2673257543526528,5.5585588457224855
coupled_50,50.0,20,1,20,2,4,0.09011623252143597,0.18023246504287194,5.559825001776789
coupled_50,50.0,20,1,21,2,5,0.08647063814118772,0.17294127628237543,5.5621219793212795
coupled_50,50.0,20,1,22,2,6,0.08922431314553636,0.17844862629107272,5.564584278438953
coupled_50,50.0,20,1,23,2,7,0.13652999910132246,0.2730599982026449,5.567063323130208
coupled_50,50.0,20,1,24,3,0,0.192885540744534,0.385771081489068,5.569545769351969
coupled_50,50.0,20,1,25,3,1,0.21434072968205564,0.4286814593641113,5.571053966185117
coupled_50,50.0,20,1,26,3,2,0.22797978209476533,0.45595956418953065,5.572343974213846
coupled_50,50.0,20,1,27,3,3,0.24161883450748434,0.4832376690149687,5.573633982242575
coupled_50,50.0,20,1,28,3,4,0.25525788692020335,0.5105157738404067,5.574923990271305
coupled_50,50.0,20,1,29,3,5,0.35180405571560636,0.7036081114312127,5.590998028447932
coupled_50,50.0,20,1,30,3,6,0.2558359140223043,0.5116718280446086,5.592260944288131
coupled_50,50.0,20,1,31,3,7,0.15986777232900273,0.31973554465800547,5.59352386012833
coupled_50,50.0,20,2,0,0,0,0.0638996306357007,0.1277992612714014,5.594786775968529
coupled_50,50.0,20,2,1,0,1,0.1502888038537069,0.3005776077074138,5.600918116971229
coupled_50,50.0,20,2,2,0,2,0.23005049205940153,0.46010098411880307,5.602231622594181
coupled_50,50.0,20,2,3,0,3,0.3098121802650957,0.6196243605301914,5.603545128217133
coupled_50,50.0,20,2,4,0,4,0.38957386847079034,0.7791477369415807,5.604858633840085
coupled_50,50.0,20,2,5,0,5,0.6020673082017423,1.2041346164034845,6.726034243098052
coupled_50,50.0,20,2,6,0,6,0.6087908238343704,1.2175816476687409,6.727295481767659
coupled_50,50.0,20,2,7,0,7,0.6155143394670035,1.231028678934007,6.728556720437267
coupled_50,50.0,20,2,8,1,0,0.6222378550996321,1.2444757101992643,6.7298179591068745
coupled_50,50.0,20,2,9,1,1,0.6451614957030616,1.2903229914061232,6.732113275172865
coupled_50,50.0,20,2,10,1,2,0.6708178005898131,1.3416356011796262,6.7345830211505
coupled_50,50.0,20,2,11,1,3,0.641643837021157,1.283287674042314,6.737070450050828
coupled_50,50.0,20,2,12,1,4,0.6013321940026439,1.2026643880052879,6.739561470885507
coupled_50,50.0,20,2,13,1,5,0.7738291155745713,1.5476582311491427,6.745895989903563
coupled_50,50.0,20,2,14,1,6,0.8007192778862753,1.6014385557725506,6.747252015921269
coupled_50,50.0,20,2,15,1,7,0.827609440197997,1.655218880395994,6.748608041938977
coupled_50,50.0,20,2,16,2,0,0.8544996025097187,1.7089992050194374,6.749964067956684
coupled_50,50.0,20,2,17,2,1,0.958847359394313,1.917694718788626,7.666071679713517
coupled_50,50.0,20,2,18,2,2,0.952549358283945,1.90509871656789,7.667361049864421
coupled_50,50.0,20,2,19,2,3,0.9462513571735771,1.8925027143471542,7.668650420015324
coupled_50,50.0,20,2,20,2,4,0.9399533560632132,1.8799067121264263,7.669939790166227
coupled_50,50.0,20,2,21,2,5,0.9647614420540269,1.9295228841080538,7.68099165415787
coupled_50,50.0,20,2,22,2,6,0.9661090051187338,1.9322180102374675,7.682265145800432
coupled_50,50.0,20,2,23,2,7,0.9674565681834411,1.9349131363668821,7.683538637442995
coupled_50,50.0,20,2,24,3,0,0.9688041312481479,1.9376082624962958,7.684812129085557
coupled_50,50.0,20,2,25,3,1,0.9430334363090234,1.8860668726180467,7.68610049716678
coupled_50,50.0,20,2,26,3,2,0.9125698207233861,1.8251396414467722,7.687391439673918
coupled_50,50.0,20,2,27,3,3,0.8821062051377693,1.7642124102755385,7.688682382181054
coupled_50,50.0,20,2,28,3,4,0.8516425895521524,1.7032851791043049,7.68997332468819
coupled_50,50.0,20,2,29,3,5,0.8867159664206024,1.7734319328412047,7.695988374242308
coupled_50,50.0,20,2,30,3,6,0.8936527525403215,1.787305505080643,7.697255279084492
coupled_50,50.0,20,2,31,3,7,0.9005895386600407,1.8011790773200813,7.698522183926675
coupled_50,50.0,20,3,0,0,0,0.9075263247797549,1.8150526495595098,7.699789088768858
coupled_50,50.0,20,3,1,0,1,0.7295447746166657,1.4590895492333313,7.705920890229172
coupled_50,50.0,20,3,2,0,2,0.7696549533234203,1.5393099066468405,7.707242157509555
coupled_50,50.0,20,3,3,0,3,0.8097651320301478,1.6195302640602955,7.708563424789936
coupled_50,50.0,20,3,4,0,4,0.8498753107368753,1.6997506214737506,7.709884692070318
coupled_50,50.0,20,3,5,0,5,0.6995040135824264,1.3990080271648528,7.726046318292011
coupled_50,50.0,20,3,6,0,6,0.7772434026593662,1.5544868053187324,7.727318570122405
coupled_50,50.0,20,3,7,0,7,0.8549827917362518,1.7099655834725036,7.728590821952798
coupled_50,50.0,20,3,8,1,0,0.9327221808131911,1.8654443616263823,7.729863073783192
coupled_50,50.0,20,3,9,1,1,0.9890375369787945,1.978075073957589,7.75079394706861
coupled_50,50.0,20,3,10,1,2,0.9837056227580931,1.9674112455161863,7.752141515145908
coupled_50,50.0,20,3,11,1,3,0.9783737085373883,1.9567474170747765,7.753489083223207
coupled_50,50.0,20,3,12,1,4,0.9730417943166869,1.9460835886333738,7.754836651300505
coupled_50,50.0,20,3,13,1,5,0.5635186413273026,1.1270372826546051,9.156063634630229
coupled_50,50.0,20,3,14,1,6,0.5846532092687529,1.1693064185375057,9.157347110110729
coupled_50,50.0,20,3,15,1,7,0.6057877772102023,1.2115755544204045,9.15863058559123
coupled_50,50.0,20,3,16,2,0,0.6269223451516526,1.2538446903033051,9.15991406107173
coupled_50,50.0,20,3,17,2,1,0.687629474207446,1.375258948414892,9.165910362918586
coupled_50,50.0,20,3,18,2,2,0.6492659512776369,1.2985319025552737,9.167194322573545
coupled_50,50.0,20,3,19,2,3,0.6109024283478277,1.2218048566956554,9.168478282228504
coupled_50,50.0,20,3,20,2,4,0.5725389054180186,1.145077810836037,9.169762241883463
coupled_50,50.0,20,3,21,2,5,0.5813538576673087,1.1627077153346175,9.206152811715526
coupled_50,50.0,20,3,22,2,6,0.6050800497721331,1.2101600995442663,9.209444285049413
coupled_50,50.0,20,3,23,2,7,0.7811726693158487,1.5623453386316974,9.213746649691151
coupled_50,50.0,20,3,24,3,0,0.10982642888655914,0.21965285777311827,10.630802412032669
coupled_50,50.0,20,3,25,3,1,0.16906513404355739,0.33813026808711477,10.821033261999121
coupled_50,50.0,20,3,26,3,2,0.16602830813901903,0.33205661627803806,10.822299744430383
coupled_50,50.0,20,3,27,3,3,0.16299148223448068,0.32598296446896136,10.823566226861645
coupled_50,50.0,20,3,28,3,4,0.1599546563299432,0.3199093126598864,10.824832709292908
coupled_50,50.0,20,3,29,3,5,0.14664229710894627,0.29328459421789255,10.826097180409224
coupled_50,50.0,20,3,30,3,6,0.13176606036191085,0.2635321207238217,10.827361345414884
coupled_50,50.0,20,3,31,3,7,0.11688982361487632,0.23377964722975264,10.828625510420544
coupled_50,50.0,20,4,0,0,0,0.1020135868678409,0.2040271737356818,10.829889675426204
coupled_50,50.0,20,4,1,0,1,0.16208959371095233,0.32417918742190466,10.836028568726181
coupled_50,50.0,20,4,2,0,2,0.19795938666728752,0.39591877333457504,10.837309661085992
coupled_50,50.0,20,4,3,0,3,0.23382917962367245,0.4676583592473449,10.838590753445805
coupled_50,50.0,20,4,4,0,4,0.2696989725800574,0.5393979451601147,10.839871845805618
coupled_50,50.0,20,4,5,0,5,0.6384617823623273,1.2769235647246546,11.956003205567853
coupled_50,50.0,20,4,6,0,6,0.6691542722609833,1.3383085445219667,11.957272672590802
coupled_50,50.0,20,4,7,0,7,0.6998467621596811,1.3996935243193622,11.958542139613753
coupled_50,50.0,20,4,8,1,0,0.7305392520583789,1.4610785041167578,11.959811606636704
coupled_50,50.0,20,4,9,1,1,0.8727077299989903,1.7454154599979805,11.96595537509428
coupled_50,50.0,20,4,10,1,2,0.8286859155890349,1.6573718311780699,11.967236708001176
coupled_50,50.0,20,4,11,1,3,0.7846641011790183,1.5693282023580366,11.968518040908073
coupled_50,50.0,20,4,12,1,4,0.7406422867690017,1.4812845735380034,11.96979937381497
coupled_50,50.0,20,4,13,1,5,0.7018201290636732,1.4036402581273464,11.991836866800554
