path_id,split,family,parameter,parameter_index,replicate,horizon,control,x_p,x_r,local_loss,null_loss,occupied_16,occupied_32,occupied_64,occupied_128,occupied_256
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,256,chronological,0.0,0.0,0.0,1.0103072204281494,5,5,5,5,5
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,1024,chronological,0.0,0.0,0.0,1.0015832035114969,5,5,5,5,5
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,2048,chronological,0.0,0.0,0.0,0.9995112414467253,5,5,5,5,5
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,4096,chronological,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,4096,shuffled,0.0,1.9639379163144248,1.0009612239039922,1.0193410042028428,5,5,5,5,5
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,4096,reversed,0.0,0.0,0.0,1.0006394807007204,5,5,5,5,5
calibration:periodic rational:0:0,calibration,periodic rational,5,0,0,4096,broken_lineage,0.1158026468779929,0.24586326344305767,0.12305796848489835,1.0010276993935596,9,11,11,11,11
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,256,chronological,0.0,0.0,0.0,0.9984961968061019,5,5,5,5,5
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,1024,chronological,0.0,0.0,0.0,0.9993952700697164,5,5,5,5,5
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,2048,chronological,0.0,0.0,0.0,1.0004887585532747,5,5,5,5,5
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,4096,chronological,0.0,0.0,0.0,0.9999067010231436,5,5,5,5,5
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,4096,shuffled,0.0,1.9984930522510804,1.0150012885054298,1.0157666421328246,5,5,5,5,5
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,4096,reversed,0.0,0.0,0.0,0.9999067010231435,5,5,5,5,5
calibration:periodic rational:0:1,calibration,periodic rational,5,0,1,4096,broken_lineage,0.1158026468779929,0.5888575970738374,0.294354066386981,0.9997461792110381,9,11,11,11,11
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,256,chronological,0.0,0.0,0.0,0.9984961968061019,5,5,5,5,5
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,1024,chronological,0.0,0.0,0.0,0.9993952700697162,5,5,5,5,5
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,2048,chronological,0.0,0.0,0.0,1.0004887585532747,5,5,5,5,5
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,4096,chronological,0.0,0.0,0.0,0.9999067010231435,5,5,5,5,5
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,4096,shuffled,0.0,1.9769525810318385,0.9970561461466035,1.0086798800466992,5,5,5,5,5
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,4096,reversed,0.0,0.0,0.0,0.9999067010231435,5,5,5,5,5
calibration:periodic rational:0:2,calibration,periodic rational,5,0,2,4096,broken_lineage,0.1158026468779929,1.1112958041716963,0.5558517035496384,1.0003667816669968,9,11,11,11,11
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,256,chronological,0.0,0.0,0.0,1.0103072204281494,5,5,5,5,5
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,1024,chronological,0.0,0.0,0.0,1.0015832035114969,5,5,5,5,5
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,2048,chronological,0.0,0.0,0.0,0.9995112414467254,5,5,5,5,5
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,4096,chronological,0.0,0.0,0.0,1.0006394807007204,5,5,5,5,5
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,4096,shuffled,0.0,1.9782938107150294,1.0075716373631318,1.0186268914211056,5,5,5,5,5
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,4096,reversed,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:3,calibration,periodic rational,5,0,3,4096,broken_lineage,0.1158026468779929,1.7488367235416395,0.8740976411464368,0.9996332183330032,9,11,11,11,11
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,256,chronological,0.0,0.0,0.0,1.0103072204281494,5,5,5,5,5
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,1024,chronological,0.0,0.0,0.0,1.0015832035114969,5,5,5,5,5
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,2048,chronological,0.0,0.0,0.0,0.9995112414467253,5,5,5,5,5
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,4096,chronological,0.0,0.0,0.0,1.0006394807007204,5,5,5,5,5
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,4096,shuffled,0.0,2.0,1.0256475154360984,1.0139744521446947,5,5,5,5,5
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,4096,reversed,0.0,0.0,0.0,1.0006394807007204,5,5,5,5,5
calibration:periodic rational:0:4,calibration,periodic rational,5,0,4,4096,broken_lineage,0.1158026468779929,2.0,1.9329902169718562,0.9999878367843441,9,11,11,11,11
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,256,chronological,0.0,0.0,0.0,0.998496196806102,5,5,5,5,5
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,1024,chronological,0.0,0.0,0.0,0.9993952700697164,5,5,5,5,5
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,2048,chronological,0.0,0.0,0.0,1.0004887585532747,5,5,5,5,5
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,4096,chronological,0.0,0.0,0.0,0.9999067010231436,5,5,5,5,5
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,4096,shuffled,0.0,2.0,1.0156181453843833,1.0139640148813207,5,5,5,5,5
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,4096,reversed,0.0,0.0,0.0,0.9999067010231434,5,5,5,5,5
calibration:periodic rational:0:5,calibration,periodic rational,5,0,5,4096,broken_lineage,0.1158026468779929,2.0,1.9030182793247774,1.0000492478547738,9,11,11,11,11
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,256,chronological,0.0,0.0,0.0,0.9984961968061019,5,5,5,5,5
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,1024,chronological,0.0,0.0,0.0,0.9993952700697164,5,5,5,5,5
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,2048,chronological,0.0,0.0,0.0,1.0004887585532747,5,5,5,5,5
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,4096,chronological,0.0,0.0,0.0,0.9999067010231435,5,5,5,5,5
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,4096,shuffled,0.0,1.952804799735507,0.9889818822977642,1.0128835021623406,5,5,5,5,5
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,4096,reversed,0.0,0.0,0.0,0.9999067010231436,5,5,5,5,5
calibration:periodic rational:0:6,calibration,periodic rational,5,0,6,4096,broken_lineage,0.1158026468779929,2.0,1.903063199634268,0.999173357975451,9,11,11,11,11
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,256,chronological,0.0,0.0,0.0,1.0103072204281494,5,5,5,5,5
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,1024,chronological,0.0,0.0,0.0,1.0015832035114969,5,5,5,5,5
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,2048,chronological,0.0,0.0,0.0,0.9995112414467253,5,5,5,5,5
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,4096,chronological,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,4096,shuffled,0.0,1.8799619214294845,0.9607972786000959,1.0221454675736468,5,5,5,5,5
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,4096,reversed,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:7,calibration,periodic rational,5,0,7,4096,broken_lineage,0.1158026468779929,2.0,1.932930161069061,1.0002041637196393,9,11,11,11,11
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,256,chronological,0.0,0.0,0.0,1.0103072204281494,5,5,5,5,5
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,1024,chronological,0.0,0.0,0.0,1.0015832035114969,5,5,5,5,5
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,2048,chronological,0.0,0.0,0.0,0.9995112414467253,5,5,5,5,5
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,4096,chronological,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,4096,shuffled,0.0,1.9541252392658066,1.0012358606415723,1.02474072850904,5,5,5,5,5
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,4096,reversed,0.0,0.0,0.0,1.0006394807007204,5,5,5,5,5
calibration:periodic rational:0:8,calibration,periodic rational,5,0,8,4096,broken_lineage,0.1158026468779929,1.7486064452673125,0.8744378412423964,1.0001539724494377,9,11,11,11,11
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,256,chronological,0.0,0.0,0.0,0.9984961968061019,5,5,5,5,5
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,512,chronological,0.0,0.0,0.0,1.0000000000000002,5,5,5,5,5
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,1024,chronological,0.0,0.0,0.0,0.9993952700697164,5,5,5,5,5
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,2048,chronological,0.0,0.0,0.0,1.0004887585532747,5,5,5,5,5
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,4096,chronological,0.0,0.0,0.0,0.9999067010231434,5,5,5,5,5
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,4096,shuffled,0.0,1.9912382144851706,1.0057008446412876,1.0101260987513832,5,5,5,5,5
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,4096,reversed,0.0,0.0,0.0,0.9999067010231436,5,5,5,5,5
calibration:periodic rational:0:9,calibration,periodic rational,5,0,9,4096,broken_lineage,0.1158026468779929,1.1114987972856538,0.5556638285466442,0.9998460275505621,9,11,11,11,11
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,256,chronological,0.0,0.0,0.0,0.9984961968061019,5,5,5,5,5
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,1024,chronological,0.0,0.0,0.0,0.9993952700697164,5,5,5,5,5
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,2048,chronological,0.0,0.0,0.0,1.000488758553275,5,5,5,5,5
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,4096,chronological,0.0,0.0,0.0,0.9999067010231434,5,5,5,5,5
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,4096,shuffled,0.0,2.0,1.0261278353203804,1.016637622465037,5,5,5,5,5
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,4096,reversed,0.0,0.0,0.0,0.9999067010231436,5,5,5,5,5
calibration:periodic rational:0:10,calibration,periodic rational,5,0,10,4096,broken_lineage,0.1158026468779929,0.5891315697556879,0.2945971715223595,1.0001065522410504,9,11,11,11,11
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,256,chronological,0.0,0.0,0.0,1.0103072204281494,5,5,5,5,5
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,1024,chronological,0.0,0.0,0.0,1.0015832035114969,5,5,5,5,5
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,2048,chronological,0.0,0.0,0.0,0.9995112414467253,5,5,5,5,5
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,4096,chronological,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,4096,shuffled,0.0,1.9774864481630718,1.0170609933265453,1.028640165166557,5,5,5,5,5
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,4096,reversed,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:11,calibration,periodic rational,5,0,11,4096,broken_lineage,0.1158026468779929,0.24603517670414488,0.12296451595447266,0.9995685787836461,9,11,11,11,11
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,256,chronological,0.0,0.0,0.0,1.0103072204281494,5,5,5,5,5
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,1024,chronological,0.0,0.0,0.0,1.0015832035114969,5,5,5,5,5
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,2048,chronological,0.0,0.0,0.0,0.9995112414467254,5,5,5,5,5
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,4096,chronological,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,4096,shuffled,0.0,1.9885797823587925,1.0146731480537152,1.0205003159090162,5,5,5,5,5
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,4096,reversed,0.0,0.0,0.0,1.0006394807007206,5,5,5,5,5
calibration:periodic rational:0:12,calibration,periodic rational,5,0,12,4096,broken_lineage,0.1158026468779929,0.2459660582443558,0.12288973723167973,0.9992414246814048,9,11,11,11,11
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,256,chronological,0.0,0.0,0.0,0.9984961968061019,5,5,5,5,5
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,1024,chronological,0.0,0.0,0.0,0.9993952700697163,5,5,5,5,5
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,2048,chronological,0.0,0.0,0.0,1.0004887585532747,5,5,5,5,5
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,4096,chronological,0.0,0.0,0.0,0.9999067010231435,5,5,5,5,5
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,4096,shuffled,0.0,1.965924783217015,1.0031185853207567,1.0205055594032095,5,5,5,5,5
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,4096,reversed,0.0,0.0,0.0,0.9999067010231435,5,5,5,5,5
calibration:periodic rational:0:13,calibration,periodic rational,5,0,13,4096,broken_lineage,0.1158026468779929,0.5887767817886068,0.29444354533404304,1.0001873526315765,9,11,11,11,11
calibration:periodic rational:0:14,calibration,periodic rational,5,0,14,256,chronological,0.0,0.0,0.0,0.998496196806102,5,5,5,5,5
calibration:periodic rational:0:14,calibration,periodic rational,5,0,14,512,chronological,0.0,0.0,0.0,1.0,5,5,5,5,5
calibration:periodic rational:0:14,calibration,periodic rational,5,0,14,1024,chronological,0.0,0.0,0.0,0.9993952700697164,5,5,5,5,5
calibration:periodic rational:0:14,calibration,periodic rational,5,0,14,2048,chronological,0.0,0.0,0.0,1.0004887585532747,5,5,5,5,5
calibration:periodic rational:0:14,calibration,periodic rational,5,0,14,4096,chronological,0.0,0.0,0.0,0.9999067010231436,5,5,5,5,5
