time_s,time_to_slip_s,stress_mpa,smoothed_stress_mpa,displacement_micrometre,displacement_increment,stress_change_mpa,accumulation_A,release_R,transfer_activity,x_S,x_F,quadrant,child_u,child_v,child_handover,active_Ab_child
7730.45037,-44.22800000000007,1.85218491,1.85218491,-0.189664,0.019711,0.0,0.0,0.0,0.0,0.0,1.0,Ba,-2.0,0.0,,False
7730.45237,-44.22600000000057,1.85658146,1.854383185,-0.169953,0.032083,0.002198275,0.002198275,0.0,0.002198275,0.0,0.0,bA,-2.0,-2.0,,False
7730.45437,-44.22400000000016,1.85565081,1.8548057266666664,-0.13787,0.0316439999999999,0.0004225416666665,0.0026208166666665,0.0,0.0026208166666665,0.0,0.0,bA,-2.0,-2.0,,False
7730.45637,-44.22200000000066,1.85688835,1.8553263825,-0.106226,-0.0222379999999999,0.0005206558333334,0.0031414725,0.0,0.0031414725,0.0,0.0,bA,-2.0,-2.0,,False
7730.45837,-44.220000000000255,1.85652539,1.855566184,-0.128464,0.0043229999999999,0.0002398015,0.0033812740000001,0.0,0.0033812740000001,0.0,0.0,bA,-2.0,-2.0,,False
7730.460370000001,-44.21799999999985,1.86311909,1.8568250016666663,-0.124141,-0.054046,0.0012588176666665,0.0046400916666666,0.0,0.0046400916666666,0.0,0.0,bA,-2.0,-2.0,,False
7730.46237,-44.21600000000035,1.85687837,1.8568326257142855,-0.178187,0.004065,7.624047619225749e-06,0.0046477157142859,0.0,0.0046477157142859,0.0,0.0,bA,-2.0,-2.0,,False
7730.464370000001,-44.21399999999994,1.85623601,1.85675804875,-0.174122,0.008461,-7.457696428581073e-05,0.0046477157142859,7.457696428581073e-05,0.0047222926785717,0.0,0.0315850665606634,bA,-2.0,-1.9368298668786732,,False
7730.46637,-44.21200000000045,1.85423163,1.8564773355555555,-0.165661,0.0369349999999999,-0.0002807131944444,0.0046477157142859,0.0003552901587302,0.0050030058730161,0.0,0.1420306782554566,bA,-2.0,-1.7159386434890869,,False
7730.46837,-44.21000000000004,1.85343655,1.856173257,-0.128726,-0.036994,-0.0003040785555554,0.0046477157142859,0.0006593687142857,0.0053070844285716,0.0,0.2484862350166903,bA,-2.0,-1.5030275299666194,,False
7730.47037,-44.20800000000054,1.85136362,1.8560911280000003,-0.16572,0.006824,-8.21289999997088e-05,0.0046477157142859,0.0007414977142854,0.0053892134285713,0.0,0.2751784556738221,bA,-2.0,-1.4496430886523557,,False
7730.47237,-44.20600000000013,1.85472178,1.85590516,-0.158896,0.04927,-0.0001859680000002,0.0046477157142859,0.0009274657142857,0.0055751814285716,0.0,0.3327122986644487,bA,-2.0,-1.3345754026711028,,False
7730.47437,-44.20400000000063,1.85619611,1.85595969,-0.109626,0.036764,5.452999999988606e-05,0.0047022457142857,0.0009274657142857,0.0056297114285714,0.0,0.3294896109874112,bA,-2.0,-1.3410207780251775,,False
7730.47637,-44.20200000000023,1.85623613,1.855894468,-0.072862,-0.081746,-6.522200000036449e-05,0.0047022457142857,0.000992687714286,0.0056949334285718,0.0,0.3486213585239423,bA,-2.0,-1.3027572829521152,,False
7730.478370000001,-44.19999999999982,1.85636365,1.855878294,-0.154608,-0.005278,-1.6173999999979927e-05,0.0047022457142857,0.001008861714286,0.0057111074285718,0.0,0.3532981044057615,bA,-2.0,-1.293403791188477,,False
7730.48037,-44.19800000000032,1.86116512,1.855682897,-0.159886,-0.0081979999999999,-0.0001953969999997,0.0047022457142857,0.0012042587142857,0.0059065044285715,0.0,0.407773744640025,bA,-2.0,-1.18445251071995,,False
7730.482370000001,-44.19599999999991,1.8564733,1.85564239,-0.168084,0.001291,-4.050700000002294e-05,0.0047022457142857,0.0012447657142857,0.0059470114285715,0.0,0.4186189077443096,bA,-2.0,-1.1627621845113807,,False
7730.48437,-44.194000000000415,1.85575346,1.855594135,-0.166793,-0.046783,-4.825500000005256e-05,0.0047022457142857,0.0012930207142858,0.0059952664285716,0.0,0.4313472068976571,bA,-2.0,-1.1373055862046857,,False
7730.48637,-44.19200000000001,1.85368429,1.8555394009999997,-0.213576,0.059086,-5.473400000055584e-05,0.0047022457142857,0.0013477547142863,0.0060500004285721,0.0,0.445538716963186,bA,-2.0,-1.1089225660736282,,False
7730.48837,-44.19000000000051,1.85246348,1.855442093999999,-0.15449,0.042409,-9.7307000000324e-05,0.0047022457142857,0.0014450617142867,0.0061473074285725,0.0,0.4701446059359604,bA,-2.0,-1.0597107881280792,,False
7730.49037,-44.1880000000001,1.84997732,1.855303463999999,-0.112081,-0.0344939999999999,-0.0001386299999999,0.0047022457142857,0.0015836917142866,0.0062859374285724,0.0,0.5038840212083675,bA,-2.0,-0.992231957583265,,False
7730.49237,-44.18600000000061,1.8550295,1.8553342359999991,-0.1465749999999999,0.02856,3.0772000000123256e-05,0.0047330177142859,0.0015836917142866,0.0063167094285725,0.0,0.5014293382320462,bA,-2.0,-0.9971413235359077,,False
