medium,event,r-2_active_share_pre128,r-2_h_at_-128,r-2_h_at_-1,r-2_h_at_0,r-2_pre_min,r-2_pre_max,r-1_active_share_pre128,r-1_h_at_-128,r-1_h_at_-1,r-1_h_at_0,r-1_pre_min,r-1_pre_max,r0_active_share_pre128,r0_h_at_-128,r0_h_at_-1,r0_h_at_0,r0_pre_min,r0_pre_max
dry,1,0.046511627906976744,,1.2685079860627564,1.4117210696825189,0.13396745488158404,1.4117210696825189,0.015503875968992248,,1.2332479022839968,1.3207940930114033,1.2332479022839968,1.3207940930114033,0.015503875968992248,,1.1688552213331818,1.2466313900078165,1.1688552213331818,1.2466313900078165
dry,2,0.015503875968992248,,1.0890399824068437,1.2519759170150664,1.0890399824068437,1.2519759170150664,0.015503875968992248,,1.0338740569091498,1.144943962511913,1.0338740569091498,1.144943962511913,0.015503875968992248,,0.9127180852692863,1.0474620916875412,0.9127180852692863,1.0474620916875412
dry,3,0.015503875968992248,,0.9788148233021424,1.119603941578788,0.9788148233021424,1.119603941578788,0.015503875968992248,,0.916383094837269,1.052402242553037,0.916383094837269,1.052402242553037,0.015503875968992248,,0.6630929077006675,0.9707389841550194,0.6630929077006675,0.9707389841550194
dry,4,0.015503875968992248,,0.9911480465230889,1.1358250859148378,0.9911480465230889,1.1358250859148378,0.015503875968992248,,0.9749970691958968,1.0369099926269412,0.9749970691958968,1.0369099926269412,0.015503875968992248,,0.9019869044171619,0.9706542322074553,0.9019869044171619,0.9706542322074553
dry,5,0.015503875968992248,,0.9825110911043199,1.092095229675948,0.9825110911043199,1.092095229675948,0.015503875968992248,,0.9413318928576511,1.012645164744973,0.9413318928576511,1.012645164744973,0.015503875968992248,,0.7855590321069829,0.9549886557199893,0.7855590321069829,0.9549886557199893
dry,6,0.015503875968992248,,0.992433208099657,1.0906734154277853,0.992433208099657,1.0906734154277853,0.015503875968992248,,0.9681091133440812,1.013456310395148,0.9681091133440812,1.013456310395148,0.015503875968992248,,0.8689857315080388,0.9730796351262757,0.8689857315080388,0.9730796351262757
dry,7,0.015503875968992248,,1.0223846670479562,1.1907540774779901,1.0223846670479562,1.1907540774779901,0.015503875968992248,,0.9842265052424467,1.0856459798404903,0.9842265052424467,1.0856459798404903,0.015503875968992248,,0.9045256640980315,0.9976653020767402,0.9045256640980315,0.9976653020767402
dry,8,0.015503875968992248,,1.0037572288762278,1.138615613563721,1.0037572288762278,1.138615613563721,0.015503875968992248,,0.9417695080810198,1.0678338347941956,0.9417695080810198,1.0678338347941956,0.015503875968992248,,0.7405130648557052,0.9947505691040763,0.7405130648557052,0.9947505691040763
dry,9,0.015503875968992248,,1.0724122762731463,1.2338248521392632,1.0724122762731463,1.2338248521392632,0.015503875968992248,,1.0384500068625941,1.1321545458918034,1.0384500068625941,1.1321545458918034,0.015503875968992248,,0.9790424051503779,1.0542653245191034,0.9790424051503779,1.0542653245191034
dry,10,0.015503875968992248,,1.0488077216343719,1.1924552069448275,1.0488077216343719,1.1924552069448275,0.015503875968992248,,1.0196946709249768,1.1094578998814226,1.0196946709249768,1.1094578998814226,0.015503875968992248,,0.9476681694434295,1.0399389287755292,0.9476681694434295,1.0399389287755292
fluid,1,0.6511627906976745,0.19205186212660605,1.1589482721270026,1.2316168062420376,0.011701592515090268,1.2316168062420376,0.5503875968992248,,1.1545570235893088,1.1970021392443881,0.0037672294256248556,1.1970021392443881,0.4186046511627907,,1.1506303829009512,1.1714989450776574,0.006670383554864818,1.1714989450776574
fluid,2,0.689922480620155,,1.1198953620882452,1.222845273650373,0.0054237026418610095,1.222845273650373,0.627906976744186,,1.101882076013418,1.1597000284112249,0.016906734990928714,1.1597000284112249,0.5116279069767442,,1.0884129438229726,1.115987927299668,0.022155017425934963,1.115987927299668
fluid,3,0.6201550387596899,,1.0413341102089821,1.1353167360951844,0.019425441965491105,1.1353167360951844,0.5581395348837209,,1.0293404477813815,1.0826479665483872,0.012598382503120597,1.0826479665483872,0.5038759689922481,,1.0129426093594829,1.0435482842562158,0.032744960077605904,1.0435482842562158
fluid,4,0.5271317829457365,,1.0,1.0319134464052258,0.013468013730003933,1.0319134464052258,0.3953488372093023,,1.0,1.0,0.03867542955102625,1.0,0.29457364341085274,,0.9928689356813128,0.9988548547208135,0.11849247586799612,0.9988548547208135
fluid,5,0.3953488372093023,,0.9923574613292951,0.9996377303988505,0.005706547466786109,0.9996377303988505,0.3333333333333333,,0.99486636883705,1.0,0.03489119429737477,1.0,0.20930232558139536,,0.9761004230766864,0.9976923505632989,0.02004380686578527,0.9976923505632989
