pair_id,q,d,duration,replicate,condition,direction,window,true_center,predicted,first_x_p,last_x_p,endpoint_separation,ridge_level_x_p,predicted_ridge,transition_width,x_r_peak_center,x_r_peak,signed_error,abs_error
q19:d59:t288:r0,19,59,288,0,clean,irrational_to_rational,128,1376,True,1.1996012752274867,0.09917100537743269,1.100430269850054,0.6493861403024597,1556.0517395236775,64.0,1344.0,0.5898166183067024,180.0517395236775,180.0517395236775
q19:d59:t288:r0,19,59,288,0,clean,irrational_to_rational,256,1376,True,1.4378683968772994,0.09917100537743269,1.3386973914998668,0.768519701127366,1611.310277425542,64.0,1376.0,1.8228110553334045,235.31027742554193,235.31027742554193
q19:d59:t288:r0,19,59,288,0,clean,irrational_to_rational,384,1376,True,1.6202570332862032,0.09917100537743269,1.5210860279087706,0.8597140193318179,1668.6188659489626,96.0,1312.0,2.0,292.6188659489626,292.6188659489626
q19:d59:t288:r0,19,59,288,0,clean,irrational_to_rational,512,1376,True,1.7722755485227673,0.09917100537743269,1.6731045431453346,0.9357232769500999,1726.591135710577,64.0,1248.0,2.0,350.59113571057696,350.59113571057696
q19:d59:t288:r0,19,59,288,0,clean,rational_to_irrational,128,1376,True,0.09917100537743269,1.1996012752274867,1.100430269850054,0.6493861403024597,1197.2077323771096,64.0,1440.0,0.5836021772179921,-178.79226762289045,178.79226762289045
q19:d59:t288:r0,19,59,288,0,clean,rational_to_irrational,256,1376,True,0.09917100537743269,1.4378683968772994,1.3386973914998668,0.768519701127366,1143.6674192553019,64.0,1376.0,1.8400568746357062,-232.33258074469813,232.33258074469813
q19:d59:t288:r0,19,59,288,0,clean,rational_to_irrational,384,1376,True,0.09917100537743269,1.6202570332862032,1.5210860279087706,0.8597140193318179,1087.6740968605377,96.0,1280.0,2.0,-288.3259031394623,288.3259031394623
q19:d59:t288:r0,19,59,288,0,clean,rational_to_irrational,512,1376,True,0.09917100537743269,1.7722755485227673,1.6731045431453346,0.9357232769500999,1033.5093359850923,96.0,1248.0,2.0,-342.4906640149077,342.4906640149077
q19:d59:t288:r0,19,59,288,0,asymmetric,irrational_to_rational,128,1376,True,1.1996012752274867,0.09917100537743269,1.100430269850054,0.6493861403024597,1600.0,32.0,1344.0,0.851997248946062,224.0,224.0
q19:d59:t288:r0,19,59,288,0,asymmetric,irrational_to_rational,256,1376,True,1.4378683968772994,0.09917100537743269,1.3386973914998668,0.768519701127366,1653.812291513999,64.0,1408.0,1.8401816017766373,277.81229151399907,277.81229151399907
q19:d59:t288:r0,19,59,288,0,asymmetric,irrational_to_rational,384,1376,True,1.6202570332862032,0.09917100537743269,1.5210860279087706,0.8597140193318179,1710.3014596824257,96.0,1344.0,2.0,334.30145968242573,334.30145968242573
q19:d59:t288:r0,19,59,288,0,asymmetric,irrational_to_rational,512,1376,True,1.7722755485227673,0.09917100537743269,1.6731045431453346,0.9357232769500999,1768.0412807277048,96.0,1280.0,2.0,392.0412807277048,392.0412807277048
q19:d59:t288:r0,19,59,288,0,asymmetric,rational_to_irrational,128,1376,True,0.09917100537743269,1.1996012752274867,1.100430269850054,0.6493861403024597,1165.8079733638951,64.0,1408.0,0.697057927727152,-210.19202663610486,210.19202663610486
q19:d59:t288:r0,19,59,288,0,asymmetric,rational_to_irrational,256,1376,True,0.09917100537743269,1.4378683968772994,1.3386973914998668,0.768519701127366,1109.8985541053335,64.0,1344.0,1.789117924161953,-266.10144589466654,266.10144589466654
q19:d59:t288:r0,19,59,288,0,asymmetric,rational_to_irrational,384,1376,True,0.09917100537743269,1.6242232208322358,1.5250522154548032,0.8616971131048342,1056.0,64.0,1312.0,2.0,-320.0,320.0
q19:d59:t288:r0,19,59,288,0,asymmetric,rational_to_irrational,512,1376,True,0.09917100537743269,1.7722755485227673,1.6731045431453346,0.9357232769500999,994.5471514917097,96.0,1248.0,2.0,-381.45284850829034,381.45284850829034
q19:d59:t288:r1,19,59,288,1,clean,irrational_to_rational,128,1395,True,1.1996012752274867,0.09917100537743269,1.100430269850054,0.6493861403024597,1568.0,32.0,1408.0,0.3172007685231239,173.0,173.0
q19:d59:t288:r1,19,59,288,1,clean,irrational_to_rational,256,1395,True,1.4378683968772994,0.09917100537743269,1.3386973914998668,0.768519701127366,1632.0,32.0,1408.0,1.0469366731763705,237.0,237.0
q19:d59:t288:r1,19,59,288,1,clean,irrational_to_rational,384,1395,True,1.6202570332862032,0.09917100537743269,1.5210860279087706,0.8597140193318179,1689.5998129736465,64.0,1408.0,1.788623481314933,294.5998129736465,294.5998129736465
q19:d59:t288:r1,19,59,288,1,clean,irrational_to_rational,512,1395,True,1.769920114967497,0.09917100537743269,1.6707491095900644,0.9345455601724648,1745.8789888691758,96.0,1344.0,2.0,350.8789888691758,350.8789888691758
q19:d59:t288:r1,19,59,288,1,clean,rational_to_irrational,128,1395,True,0.09917100537743269,1.1996012752274867,1.100430269850054,0.6493861403024597,1216.0,32.0,1408.0,0.32507688821895386,-179.0,179.0
q19:d59:t288:r1,19,59,288,1,clean,rational_to_irrational,256,1395,True,0.09917100537743269,1.4378683968772994,1.3386973914998668,0.768519701127366,1159.3926157796925,64.0,1408.0,1.0452791081634178,-235.6073842203075,235.6073842203075
q19:d59:t288:r1,19,59,288,1,clean,rational_to_irrational,384,1395,True,0.09917100537743269,1.6202570332862032,1.5210860279087706,0.8597140193318179,1103.7134470085934,96.0,1408.0,1.769851180200719,-291.28655299140655,291.28655299140655
q19:d59:t288:r1,19,59,288,1,clean,rational_to_irrational,512,1395,True,0.09917100537743269,1.769920114967497,1.6707491095900644,0.9345455601724648,1046.5412914861154,96.0,1344.0,2.0,-348.45870851388463,348.45870851388463
q19:d59:t288:r1,19,59,288,1,asymmetric,irrational_to_rational,128,1395,True,1.1996012752274867,0.09917100537743269,1.100430269850054,0.6493861403024597,1615.1669601170893,64.0,1376.0,0.3434304897489411,220.16696011708927,220.16696011708927
q19:d59:t288:r1,19,59,288,1,asymmetric,irrational_to_rational,256,1395,True,1.4378683968772994,0.09917100537743269,1.3386973914998668,0.768519701127366,1664.0,32.0,1408.0,1.1911857848488063,269.0,269.0
q19:d59:t288:r1,19,59,288,1,asymmetric,irrational_to_rational,384,1395,True,1.6202570332862032,0.09917100537743269,1.5210860279087706,0.8597140193318179,1728.0,64.0,1408.0,1.923343107639539,333.0,333.0
q19:d59:t288:r1,19,59,288,1,asymmetric,irrational_to_rational,512,1395,True,1.7722755485227673,0.09917100537743269,1.6731045431453346,0.9357232769500999,1784.6072018028392,64.0,1344.0,2.0,389.6072018028392,389.6072018028392
q19:d59:t288:r1,19,59,288,1,asymmetric,rational_to_irrational,128,1395,True,0.09917100537743269,1.1996012752274867,1.100430269850054,0.6493861403024597,1184.0,32.0,1440.0,0.3969319681926229,-211.0,211.0
q19:d59:t288:r1,19,59,288,1,asymmetric,rational_to_irrational,256,1395,True,0.09917100537743269,1.4378683968772994,1.3386973914998668,0.768519701127366,1121.4966792562564,64.0,1376.0,1.0939514727559843,-273.50332074374364,273.50332074374364
q19:d59:t288:r1,19,59,288,1,asymmetric,rational_to_irrational,384,1395,True,0.09917100537743269,1.6202570332862032,1.5210860279087706,0.8597140193318179,1068.4961018320569,96.0,1376.0,1.861041498282746,-326.50389816794313,326.50389816794313
q19:d59:t288:r1,19,59,288,1,asymmetric,rational_to_irrational,512,1395,True,0.09917100537743269,1.769920114967497,1.6707491095900644,0.9345455601724648,1013.5219244481018,96.0,1344.0,2.0,-381.4780755518982,381.4780755518982
q19:d59:t288:r2,19,59,288,2,clean,irrational_to_rational,128,1414,True,1.1996012752274867,0.09917100537743269,1.100430269850054,0.6493861403024597,1594.0280188228153,64.0,1440.0,0.10289013593967106,180.02801882281528,180.02801882281528
q19:d59:t288:r2,19,59,288,2,clean,irrational_to_rational,256,1414,True,1.4378683968772994,0.09917100537743269,1.3386973914998668,0.768519701127366,1641.9722755180032,96.0,1440.0,0.34271506148643643,227.97227551800324,227.97227551800324
q19:d59:t288:r2,19,59,288,2,clean,irrational_to_rational,384,1414,True,1.6202570332862032,0.09917100537743269,1.5210860279087706,0.8597140193318179,1693.2117925984621,96.0,1408.0,0.6675743155745879,279.2117925984621,279.2117925984621
q19:d59:t288:r2,19,59,288,2,clean,irrational_to_rational,512,1414,True,1.7722755485227673,0.09917100537743269,1.6731045431453346,0.9357232769500999,1744.8903542028643,128.0,1408.0,0.8676202642778138,330.8903542028643,330.8903542028643
q19:d59:t288:r2,19,59,288,2,clean,rational_to_irrational,128,1414,True,0.09917100537743269,1.1996012752274867,1.100430269850054,0.6493861403024597,1248.0,64.0,1344.0,0.1108102616518907,-166.0,166.0
q19:d59:t288:r2,19,59,288,2,clean,rational_to_irrational,256,1414,True,0.09917100537743269,1.4378683968772994,1.3386973914998668,0.768519701127366,1184.0,64.0,1376.0,0.3518302794838319,-230.0,230.0
q19:d59:t288:r2,19,59,288,2,clean,rational_to_irrational,384,1414,True,0.09917100537743269,1.6202570332862032,1.5210860279087706,0.8597140193318179,1146.9932986507001,96.0,1408.0,0.6631073097466949,-267.0067013492999,267.0067013492999
q19:d59:t288:r2,19,59,288,2,clean,rational_to_irrational,512,1414,True,0.09917100537743269,1.769920114967497,1.6707491095900644,0.9345455601724648,1095.3147393924426,96.0,1408.0,0.8848837042928923,-318.68526060755744,318.68526060755744
q19:d59:t288:r2,19,59,288,2,asymmetric,irrational_to_rational,128,1414,True,1.1996012752274867,0.09917100537743269,1.100430269850054,0.6493861403024597,1632.0,32.0,1376.0,0.14359902959032025,218.0,218.0
