split,duration,turns,amplitude,seed,variant,progress,prefix_n,x_p,x_r,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
calibration,513,6,0.3,2,early burst,0.5,257,1.6465505814548864,0.014895733845384828,0.9629641964999094,0.8562124568050077,0.49605587177331306,0.34199866161218195,0.08819454193727787,0.29526628852527836
calibration,513,6,0.3,2,early burst,0.625,321,1.7875805006092451,0.0204112614609064,0.9538447701310792,0.8234926534765318,0.42946258552148797,0.3646354011816651,0.2033247673597166,0.482629918300888
calibration,513,6,0.3,2,early burst,0.75,385,1.8695289771566124,0.00805031139160124,0.9450922800485493,0.7952648105286441,0.4021432752886673,0.21314362848688123,0.3387330974054462,0.2520550845675371
calibration,513,6,0.3,2,early burst,0.875,449,1.9506067786260008,0.0025529563781853206,0.9365954710388655,0.7704566493852026,0.3983869381776906,0.21756078689910202,0.4139320167302074,0.22666438636553538
calibration,513,6,0.3,2,early burst,0.96875,497,2.0,0.0023505055366993374,0.9260450792150836,0.7410032025431692,0.4063362826155981,0.32278540461569216,0.47110479062831806,0.3501555140493085
calibration,513,6,0.3,2,early burst,1.0,513,2.0,0.002401486919440238,0.9283877172781426,0.7492947967798445,0.4105260322606522,0.36094866533950165,0.49049986275828483,0.3759466454066381
calibration,513,6,0.3,2,positive detour,0.125,96,1.21711368259406,0.041149344521852385,0.999802548710333,0.9983060747152519,0.9937174724501585,0.97866522635369,0.9413099121782401,0.9101319798272368
calibration,513,6,0.3,2,positive detour,0.25,129,1.376421132765699,0.0015992841424906973,0.9991115786584481,0.996632541696416,0.9879784051299311,0.9625820508387908,0.9172461619365033,0.935900640094147
calibration,513,6,0.3,2,positive detour,0.375,193,1.5650841572001333,0.007374773926773484,0.9902442417450087,0.9618160425208918,0.8571489478519189,0.547860471050584,0.36589458206171893,0.42636103964805827
calibration,513,6,0.3,2,positive detour,0.5,257,1.742102100906354,0.006560612926760268,0.9806179051790292,0.9225496644268841,0.7009861414853094,0.025269501789934538,0.54709989489055,0.051097007737656554
calibration,513,6,0.3,2,positive detour,0.625,321,1.811044437201007,0.006688000142628035,0.9758295831289966,0.9043184465195542,0.6439728754982638,0.055031287696873724,0.2548205403575629,0.3151997053537865
calibration,513,6,0.3,2,positive detour,0.75,385,1.9099148238404713,0.003308536349113733,0.9710921347765078,0.8868810150914915,0.5978949384482711,0.07494700413435015,0.13827829431876304,0.44175926958449324
calibration,513,6,0.3,2,positive detour,0.875,449,1.9603467231923006,0.0022779596009570545,0.9664151930955738,0.8703622935624747,0.5632215701475342,0.15011360476718713,0.31195576854678736,0.16416070113389786
calibration,513,6,0.3,2,positive detour,0.96875,497,1.995473874708867,0.0012963191451646498,0.9605586764504015,0.8500531316692959,0.5448058967499249,0.23191266909483202,0.3923636934622985,0.17556212404200983
calibration,513,6,0.3,2,positive detour,1.0,513,2.0,0.0010195393058462874,0.9618083015596577,0.8548802937826541,0.5400926885133024,0.26096968258196657,0.4123143068555937,0.19909125032792552
calibration,513,6,0.3,2,negative detour,0.125,96,1.7065703855328815,0.1722928003216362,0.9998025487103331,0.9983060747152517,0.9937174724501586,0.9786652263536901,0.9413099121782401,0.9101319798272367
calibration,513,6,0.3,2,negative detour,0.25,129,1.6586281076395748,0.9212110221301305,0.9991115786584481,0.996632541696416,0.9879784051299312,0.9625820508387907,0.9172461619365031,0.9359006400941469
calibration,513,6,0.3,2,negative detour,0.375,193,1.5931605200020424,0.9792296316136003,0.9902442417450087,0.9618160425208918,0.8571489478519189,0.547860471050584,0.3658945820617188,0.4263610396480583
calibration,513,6,0.3,2,negative detour,0.5,257,1.742102100906354,0.30956220819678654,0.9806179051790292,0.922549664426884,0.7009861414853095,0.025269501789934493,0.5470998948905499,0.05109700773765655
calibration,513,6,0.3,2,negative detour,0.625,321,1.8069057959939683,0.004290107122094064,0.9758295831289967,0.9043184465195543,0.6439728754982638,0.05503128769687364,0.25482054035756296,0.3151997053537866
calibration,513,6,0.3,2,negative detour,0.75,385,1.8579395073147558,0.002046734892274669,0.9710921347765077,0.8868810150914916,0.5978949384482712,0.07494700413435022,0.138278294318763,0.44175926958449335
calibration,513,6,0.3,2,negative detour,0.875,449,1.9381960203777513,0.001220767811576109,0.9664151930955737,0.8703622935624747,0.5632215701475342,0.1501136047671871,0.31195576854678725,0.1641607011338979
calibration,513,6,0.3,2,negative detour,0.96875,497,1.977005802135696,0.0012290304484156138,0.9605586764504016,0.850053131669296,0.5448058967499249,0.231912669094832,0.3923636934622985,0.17556212404200983
calibration,513,6,0.3,2,negative detour,1.0,513,2.0,0.0009892384393931745,0.9618083015596577,0.8548802937826542,0.5400926885133024,0.2609696825819665,0.4123143068555937,0.1990912503279256
calibration,513,6,0.3,2,oscillatory detour,0.125,96,1.270290205740182,0.07679579974034487,0.9982147609658344,0.98375779850571,0.9348041893403177,0.7502342500668505,0.27380108333065334,0.1150325357927089
calibration,513,6,0.3,2,oscillatory detour,0.25,129,1.3007212865102715,0.08316461062005501,0.9849590155153968,0.9426378450634892,0.8004968836389967,0.45945292136385574,0.03671105658542297,0.3081658889111099
calibration,513,6,0.3,2,oscillatory detour,0.375,193,1.5434281763273405,0.05871530746500659,0.9564584805476619,0.8340840067916307,0.462662486702873,0.18966000632262628,0.08549969824184557,0.5267539170314558
calibration,513,6,0.3,2,oscillatory detour,0.5,257,1.6912499245158683,0.015989111535026485,0.9398698474045594,0.7778125438597897,0.3689262850649889,0.09354886761881086,0.12693474669759908,0.5220870824443496
calibration,513,6,0.3,2,oscillatory detour,0.625,321,1.767599254822385,0.010819099712662835,0.9261097891246713,0.7408171414803326,0.3780008345918703,0.24419542688669632,0.09632311336082437,0.1826674929048737
calibration,513,6,0.3,2,oscillatory detour,0.75,385,1.8654394729506638,0.00754595032347905,0.9131925331854245,0.7137666531927527,0.42086451175239437,0.3876563042319347,0.04248434913799278,0.23498041557763433
calibration,513,6,0.3,2,oscillatory detour,0.875,449,1.9506067786260008,0.006448177200241315,0.9012412645136195,0.6964736315313865,0.4799252875648174,0.46557879718926515,0.31337295556397426,0.18467771589428858
calibration,513,6,0.3,2,oscillatory detour,0.96875,497,1.977005802135696,0.004876714684965226,0.8867716659232144,0.6778176963869673,0.5267874586285283,0.4978400597011628,0.42823193327244646,0.2587789561821499
calibration,513,6,0.3,2,oscillatory detour,1.0,513,2.0,0.0032389249914697308,0.8903566386199817,0.6880952508940738,0.5420423151624973,0.5054496426183138,0.43331631141834753,0.2818523384644534
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.125,96,1.6021196072177835,0.8417535377020765,0.9997471231289594,0.9978688859043446,0.9923741933148932,0.9769824155424871,0.9620636132367709,0.9813953194004695
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.25,129,1.2812995514713594,0.6287358050652981,0.9913287544365949,0.9663534877357468,0.8791983307055036,0.6848720552905703,0.6546451819190744,0.47475528564476227
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.375,193,1.5736979015785095,0.8780819878940509,0.9756910386821939,0.9078286429274903,0.6921691438038498,0.3619089797079223,0.5340479839256913,0.5631257889827777
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.5,257,1.7146170008727484,0.016152275666075456,0.9352729239663554,0.7602555032641929,0.31605052318427496,0.3303543333782302,0.3145091957433964,0.48200015839322125
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.625,321,1.767599254822385,0.009364152161520348,0.919881302646252,0.7131295121164892,0.26433401792118266,0.20360560076013393,0.277593657505432,0.12500308934342952
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.75,385,1.8644261214885824,0.009980094517705075,0.9056190840898658,0.6792768473573488,0.29509146100096745,0.15059237783497462,0.10249176100994872,0.255373073942864
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.875,449,1.945674457861713,0.006285776359632927,0.8922626489136135,0.6550772788922175,0.343692592749806,0.22983860423028965,0.4904410849144599,0.1015357549061853
calibration,513,6,0.3,2,pseudo-stochastic bridge,0.96875,497,1.9863137138648352,0.0038958969185056013,0.8759807999030449,0.6281339553040349,0.384381442317002,0.2960358394804537,0.6076767654375584,0.1372932708171777
calibration,513,6,0.3,2,pseudo-stochastic bridge,1.0,513,2.0,0.0035383527476244023,0.8799087605929513,0.6400193736954204,0.39802859104886645,0.31615434828108596,0.5918928642129838,0.16848388595429145
calibration,1025,2,0.18,0,gradual reference,0.125,129,1.8550697108396659,0.7394307592618463,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0
calibration,1025,2,0.18,0,gradual reference,0.25,257,1.9235018959480004,0.7782982453859333,1.0,0.9999999999999998,1.0,0.9999999999999997,1.0000000000000002,1.0
calibration,1025,2,0.18,0,gradual reference,0.375,385,1.948018258133277,0.868938057365307,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002
calibration,1025,2,0.18,0,gradual reference,0.5,513,2.0,0.4739721678484109,0.9999999999999999,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0
calibration,1025,2,0.18,0,gradual reference,0.625,641,2.0,0.20655967248376664,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999998,1.0
calibration,1025,2,0.18,0,gradual reference,0.75,769,2.0,0.07225764394146852,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0
calibration,1025,2,0.18,0,gradual reference,0.875,897,2.0,0.009461159620674542,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999999,1.0000000000000002
calibration,1025,2,0.18,0,gradual reference,0.96875,993,2.0,0.0001860872861633822,1.0,1.0,1.0,1.0,1.0,1.0
calibration,1025,2,0.18,0,gradual reference,1.0,1025,2.0,2.2352865750247322e-07,0.9999999999999999,0.9999999999999999,1.0000000000000004,1.0,1.0,1.0
calibration,1025,2,0.18,0,front-loaded,0.125,129,1.993957243043918,0.654932950715217,0.9999840160478101,0.9999379165167369,0.9997663142815606,0.9991792591913153,0.9975648607300216,0.9956849236661602
calibration,1025,2,0.18,0,front-loaded,0.25,257,1.9235018959480004,0.3451887447475883,0.9996617027364468,0.9986701625072337,0.9948830370609528,0.981363908123761,0.9422186224054565,0.898390838135408
calibration,1025,2,0.18,0,front-loaded,0.375,385,1.9416738697201046,0.2663265161400646,0.9993055513401828,0.9972590427043542,0.9893915628773906,0.9612628912805146,0.8831896548580478,0.8235437252177046
calibration,1025,2,0.18,0,front-loaded,0.5,513,2.0,0.4677621063618578,0.9986512168467423,0.9947192179263127,0.9800051034427438,0.9316868043650295,0.8346352646165142,0.8947223790301607
calibration,1025,2,0.18,0,front-loaded,0.625,641,2.0,0.2837061830011751,0.9983082300776729,0.9933449907988119,0.9745525753915346,0.9106005548824556,0.7524154576656689,0.8255200712517781
calibration,1025,2,0.18,0,front-loaded,0.75,769,2.0,0.14678221071163428,0.9979818071578974,0.9921237483859074,0.9704976855197592,0.9018416647432541,0.7577608723551208,0.8120642877032901
calibration,1025,2,0.18,0,front-loaded,0.875,897,2.0,0.025205592665962905,0.9976598280334509,0.990943495494106,0.9668163626234775,0.8957272253889904,0.7739836918920815,0.839289741251985
calibration,1025,2,0.18,0,front-loaded,0.96875,993,2.0,0.0005771145883525331,0.9972553803620688,0.9900859133220774,0.9643002466079771,0.8926820990582651,0.7901463080877069,0.8585839743496847
calibration,1025,2,0.18,0,front-loaded,1.0,1025,2.0,6.750005530754876e-05,0.9973424051914003,0.9898053967715418,0.9635078393731976,0.8919327969755538,0.7961486550343709,0.8631156988930445
calibration,1025,2,0.18,0,back-loaded,0.125,129,1.7541070854842709,1.1009293644844886,0.99998401604781,0.9999379165167368,0.9997663142815605,0.9991792591913154,0.9975648607300215,0.9956849236661602
calibration,1025,2,0.18,0,back-loaded,0.25,257,1.9235018959480004,1.2815469836526054,0.9996617027364468,0.9986701625072337,0.994883037060953,0.981363908123761,0.9422186224054564,0.898390838135408
calibration,1025,2,0.18,0,back-loaded,0.375,385,1.9974179911450811,1.0474611334119075,0.9993055513401831,0.9972590427043542,0.9893915628773907,0.9612628912805147,0.8831896548580478,0.8235437252177046
calibration,1025,2,0.18,0,back-loaded,0.5,513,2.0,0.4697039868243659,0.9986512168467425,0.9947192179263126,0.9800051034427437,0.9316868043650294,0.8346352646165144,0.8947223790301607
calibration,1025,2,0.18,0,back-loaded,0.625,641,2.0,0.17271477191317705,0.9983082300776728,0.9933449907988121,0.9745525753915346,0.9106005548824556,0.7524154576656689,0.8255200712517784
calibration,1025,2,0.18,0,back-loaded,0.75,769,2.0,0.030151230614312907,0.9979818071578973,0.9921237483859074,0.9704976855197592,0.9018416647432541,0.7577608723551209,0.8120642877032901
calibration,1025,2,0.18,0,back-loaded,0.875,897,2.0,0.0008824823820601037,0.997659828033451,0.990943495494106,0.9668163626234776,0.8957272253889904,0.7739836918920816,0.839289741251985
calibration,1025,2,0.18,0,back-loaded,0.96875,993,2.0,7.217696950761477e-05,0.9972553803620688,0.9900859133220775,0.9643002466079772,0.8926820990582651,0.790146308087707,0.8585839743496848
calibration,1025,2,0.18,0,back-loaded,1.0,1025,2.0,6.586014247710308e-05,0.9973424051914003,0.9898053967715416,0.9635078393731977,0.8919327969755538,0.7961486550343709,0.8631156988930445
calibration,1025,2,0.18,0,early burst,0.125,129,1.893290696614095,1.1395158643345047,0.9998786885106968,0.999526536810577,0.9982018975732566,0.9935889093081146,0.9805911839390414,0.965320258120485
calibration,1025,2,0.18,0,early burst,0.25,257,1.9121403559196846,0.8189245766810589,0.9995118666355419,0.9981023632119801,0.9928773968524718,0.9756021484334194,0.936730392102214,0.9418854345556004
calibration,1025,2,0.18,0,early burst,0.375,385,1.9384365539208566,0.1570517139173085,0.9980244080264687,0.9921785066358296,0.9695952973036412,0.8887658446289453,0.6733953479647664,0.6056725458978434
calibration,1025,2,0.18,0,early burst,0.5,513,1.945674457861713,0.4505197702280179,0.9958419972037313,0.9833799579525418,0.9343454320936699,0.7540575497526509,0.2489643593265619,0.11484922905024823
calibration,1025,2,0.18,0,early burst,0.625,641,1.945674457861713,0.008374267444570182,0.9947859649009125,0.9791154997387302,0.9175718246657787,0.697426236179693,0.25661011293825225,0.19289358625661213
calibration,1025,2,0.18,0,early burst,0.75,769,1.9793468926338718,0.00047309570832304256,0.9937568918612848,0.9751178211018456,0.9034492986933732,0.6655305455715501,0.30623861339442043,0.39652293815836365
calibration,1025,2,0.18,0,early burst,0.875,897,2.0,0.00024657887259873265,0.9927345867354854,0.9712065567724646,0.8904110464967591,0.6443036946158064,0.3482769877702976,0.5902038641785055
calibration,1025,2,0.18,0,early burst,0.96875,993,2.0,0.00024093367271395415,0.9914485290242868,0.9683354357821885,0.8813881475811842,0.635000016928526,0.38566331154658734,0.6399548321250428
calibration,1025,2,0.18,0,early burst,1.0,1025,2.0,0.00024514186781897027,0.9917197338728848,0.9673910019188888,0.8785290296868907,0.6330763558586113,0.3993226369224901,0.634921702408095
calibration,1025,2,0.18,0,positive detour,0.125,129,1.9497876471664581,0.8656114717540567,0.9999910090066728,0.999965077736142,0.9998685474836193,0.9995382806089101,0.9986297761967677,0.9975713635677216
calibration,1025,2,0.18,0,positive detour,0.25,257,1.996711797278014,0.9378043014567705,0.9999649064198988,0.9998669178928612,0.9995238971678078,0.9985078052701211,0.9966582878574465,0.9974530597673836
calibration,1025,2,0.18,0,positive detour,0.375,385,1.9790130320423471,0.5739649476837481,0.9996093356040013,0.9984576281717548,0.9940238068630926,0.9780849261735457,0.9330373167597668,0.897813028861425
calibration,1025,2,0.18,0,positive detour,0.5,513,2.0,0.21930585713262477,0.999219588712505,0.9968380329965064,0.9871030182552352,0.9478554541381358,0.814314893936866,0.7038124104467055
calibration,1025,2,0.18,0,positive detour,0.625,641,2.0,0.06379511418728921,0.9990246423133,0.996054661858685,0.9840112619601636,0.9369455110812566,0.7960447523005846,0.7657811467433174
calibration,1025,2,0.18,0,positive detour,0.75,769,2.0,0.02130691012939987,0.9988300757175722,0.9952777464614622,0.9810330902116028,0.9280228445751885,0.8027521650554876,0.8815238528896975
calibration,1025,2,0.18,0,positive detour,0.875,897,2.0,0.004470403876874678,0.9986359566662018,0.9945082272537215,0.9781773271070073,0.9209191938351223,0.8203442022909867,0.9260356288148822
calibration,1025,2,0.18,0,positive detour,0.96875,993,2.0,0.00018133501165350002,0.998391343773115,0.9939366986826443,0.9761272509859298,0.916847420091978,0.837522337228783,0.9239859379909592
calibration,1025,2,0.18,0,positive detour,1.0,1025,2.0,4.201136121655255e-05,0.9984423615670027,0.9937473625278311,0.9754628726197412,0.9157320861654951,0.8435962809347565,0.9214897218690381
calibration,1025,2,0.18,0,negative detour,0.125,129,1.8705067859702935,0.5214324391672679,0.9999910090066727,0.999965077736142,0.9998685474836192,0.9995382806089101,0.9986297761967675,0.9975713635677216
calibration,1025,2,0.18,0,negative detour,0.25,257,1.8886598787549296,0.7258897715666135,0.9999649064198988,0.9998669178928611,0.999523897167808,0.998507805270121,0.9966582878574464,0.9974530597673836
calibration,1025,2,0.18,0,negative detour,0.375,385,1.9665709905580373,1.261109861898217,0.9996093356040014,0.9984576281717548,0.9940238068630924,0.9780849261735457,0.9330373167597669,0.8978130288614249
calibration,1025,2,0.18,0,negative detour,0.5,513,2.0,0.8644323419823393,0.9992195887125049,0.9968380329965063,0.9871030182552352,0.9478554541381358,0.814314893936866,0.7038124104467056
calibration,1025,2,0.18,0,negative detour,0.625,641,2.0,0.48746193284861666,0.9990246423132999,0.9960546618586849,0.9840112619601636,0.9369455110812567,0.7960447523005845,0.7657811467433172
calibration,1025,2,0.18,0,negative detour,0.75,769,2.0,0.1564284885384375,0.9988300757175721,0.9952777464614624,0.9810330902116028,0.9280228445751886,0.8027521650554875,0.8815238528896974
calibration,1025,2,0.18,0,negative detour,0.875,897,2.0,0.013460655227350252,0.9986359566662018,0.9945082272537217,0.9781773271070073,0.9209191938351224,0.8203442022909868,0.9260356288148822
calibration,1025,2,0.18,0,negative detour,0.96875,993,2.0,0.00021965098655120507,0.9983913437731151,0.9939366986826442,0.97612725098593,0.9168474200919778,0.8375223372287829,0.9239859379909591
calibration,1025,2,0.18,0,negative detour,1.0,1025,2.0,4.346745021687132e-05,0.9984423615670027,0.9937473625278312,0.9754628726197411,0.9157320861654951,0.8435962809347564,0.9214897218690381
calibration,1025,2,0.18,0,oscillatory detour,0.125,129,1.8550697108396659,0.641741755654011,0.9999753570313963,0.9999057504226042,0.9996570757705994,0.9988877848133921,0.9972986893959844,0.9968885884033013
calibration,1025,2,0.18,0,oscillatory detour,0.25,257,1.9770058021356967,0.5821562217073116,0.9993980436992521,0.997661597056398,0.9912936402698169,0.9712500593997627,0.9332855115215613,0.964065739926606
calibration,1025,2,0.18,0,oscillatory detour,0.375,385,1.9141532993055237,1.2172399463990822,0.9982293493352347,0.9929381263488912,0.972536835207944,0.9044852043093722,0.7714626961652286,0.856208914093277
calibration,1025,2,0.18,0,oscillatory detour,0.5,513,1.9746551756010302,0.716398600984645,0.9975257777576702,0.9901109911765453,0.9617554055714627,0.8734521914173181,0.7698721615646548,0.978093055208326
calibration,1025,2,0.18,0,oscillatory detour,0.625,641,1.9746551756010302,0.0728876439031002,0.9969157230189566,0.9877876445663895,0.9544622057736492,0.8680829487119124,0.8429231383507668,0.9099684281051857
calibration,1025,2,0.18,0,oscillatory detour,0.75,769,1.9886174215803099,0.07102590938325216,0.9963120955687728,0.9855631260310695,0.9484851514314597,0.872522093698643,0.9109122946139695,0.9239726773970418
calibration,1025,2,0.18,0,oscillatory detour,0.875,897,2.0,0.012040026864177924,0.9957161192808698,0.9834534531530825,0.9439001003176567,0.8837014786211952,0.9497493661206543,0.9348586188484861
calibration,1025,2,0.18,0,oscillatory detour,0.96875,993,2.0,0.00029619362964468355,0.9949694431332575,0.9819551833150846,0.9413837923349413,0.8948031468520937,0.9571406546541444,0.9411419497926001
calibration,1025,2,0.18,0,oscillatory detour,1.0,1025,2.0,0.000133870709127236,0.9951289848691071,0.9814728282849293,0.9407180740535254,0.8988150525815476,0.9570726053941602,0.9429776875190513
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.125,129,1.7586664710381485,0.6149974316063365,0.9997062321637983,0.9988636192908309,0.9957652076358104,0.9855188883970617,0.9599597392612335,0.9343520222446892
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.25,257,1.797623361675668,1.5848263794135704,0.9976802509255396,0.990953040547987,0.9662329758155361,0.8896555376242181,0.7400325472152037,0.70211422325959
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.375,385,1.8419622265069822,0.4152418503883441,0.9962810905735617,0.9856972870510498,0.9486373615625042,0.847190722085852,0.6977520412001579,0.8939684225840241
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.5,513,1.922941968823042,0.3647298163378558,0.9949418446230981,0.9809234276114998,0.9348642698618518,0.8266112939378483,0.7169800530860667,0.6674641364122378
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.625,641,1.9506067786260008,0.16215259063882287,0.9937714151906633,0.9770682562806443,0.9266128279942318,0.8316732863241469,0.770244473012468,0.7825944812030856
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.75,769,2.0,0.018118303239125135,0.9926551012960162,0.9736968469638086,0.9215348882664786,0.8443869561331202,0.8028883707308696,0.8392807383257976
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.875,897,2.0,0.002017739877085043,0.9915882939891748,0.9707556609694661,0.9188672275014028,0.8598861806431727,0.8385221586025348,0.8450463690302326
calibration,1025,2,0.18,0,pseudo-stochastic bridge,0.96875,993,2.0,0.000338321154394457,0.9902639506673983,0.9688255685362702,0.9181624217427898,0.8713421523220158,0.8578678514095184,0.8528036009252121
calibration,1025,2,0.18,0,pseudo-stochastic bridge,1.0,1025,2.0,0.0003247212491196746,0.9905725433353412,0.9682333709484039,0.9181366625817428,0.8749027989896042,0.8632137865230705,0.8572797952449408
calibration,1025,2,0.18,1,gradual reference,0.125,129,1.8550697108396659,0.7394307592618463,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0
calibration,1025,2,0.18,1,gradual reference,0.25,257,1.9235018959480004,0.7782982453859333,1.0,0.9999999999999998,1.0,0.9999999999999997,1.0000000000000002,1.0
calibration,1025,2,0.18,1,gradual reference,0.375,385,1.948018258133277,0.868938057365307,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002
calibration,1025,2,0.18,1,gradual reference,0.5,513,2.0,0.4739721678484109,0.9999999999999999,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0
calibration,1025,2,0.18,1,gradual reference,0.625,641,2.0,0.20655967248376664,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999998,1.0
calibration,1025,2,0.18,1,gradual reference,0.75,769,2.0,0.07225764394146852,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0
calibration,1025,2,0.18,1,gradual reference,0.875,897,2.0,0.009461159620674542,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999999,1.0000000000000002
calibration,1025,2,0.18,1,gradual reference,0.96875,993,2.0,0.0001860872861633822,1.0,1.0,1.0,1.0,1.0,1.0
calibration,1025,2,0.18,1,gradual reference,1.0,1025,2.0,2.2352865750247322e-07,0.9999999999999999,0.9999999999999999,1.0000000000000004,1.0,1.0,1.0
calibration,1025,2,0.18,1,front-loaded,0.125,129,1.993957243043918,0.654932950715217,0.9999840160478101,0.9999379165167369,0.9997663142815606,0.9991792591913153,0.9975648607300216,0.9956849236661602
calibration,1025,2,0.18,1,front-loaded,0.25,257,1.9235018959480004,0.3451887447475883,0.9996617027364468,0.9986701625072337,0.9948830370609528,0.981363908123761,0.9422186224054565,0.898390838135408
calibration,1025,2,0.18,1,front-loaded,0.375,385,1.9416738697201046,0.2663265161400646,0.9993055513401828,0.9972590427043542,0.9893915628773906,0.9612628912805146,0.8831896548580478,0.8235437252177046
calibration,1025,2,0.18,1,front-loaded,0.5,513,2.0,0.4677621063618578,0.9986512168467423,0.9947192179263127,0.9800051034427438,0.9316868043650295,0.8346352646165142,0.8947223790301607
calibration,1025,2,0.18,1,front-loaded,0.625,641,2.0,0.2837061830011751,0.9983082300776729,0.9933449907988119,0.9745525753915346,0.9106005548824556,0.7524154576656689,0.8255200712517781
calibration,1025,2,0.18,1,front-loaded,0.75,769,2.0,0.14678221071163428,0.9979818071578974,0.9921237483859074,0.9704976855197592,0.9018416647432541,0.7577608723551208,0.8120642877032901
calibration,1025,2,0.18,1,front-loaded,0.875,897,2.0,0.025205592665962905,0.9976598280334509,0.990943495494106,0.9668163626234775,0.8957272253889904,0.7739836918920815,0.839289741251985
calibration,1025,2,0.18,1,front-loaded,0.96875,993,2.0,0.0005771145883525331,0.9972553803620688,0.9900859133220774,0.9643002466079771,0.8926820990582651,0.7901463080877069,0.8585839743496847
calibration,1025,2,0.18,1,front-loaded,1.0,1025,2.0,6.750005530754876e-05,0.9973424051914003,0.9898053967715418,0.9635078393731976,0.8919327969755538,0.7961486550343709,0.8631156988930445
calibration,1025,2,0.18,1,back-loaded,0.125,129,1.7541070854842709,1.1009293644844886,0.99998401604781,0.9999379165167368,0.9997663142815605,0.9991792591913154,0.9975648607300215,0.9956849236661602
calibration,1025,2,0.18,1,back-loaded,0.25,257,1.9235018959480004,1.2815469836526054,0.9996617027364468,0.9986701625072337,0.994883037060953,0.981363908123761,0.9422186224054564,0.898390838135408
calibration,1025,2,0.18,1,back-loaded,0.375,385,1.9974179911450811,1.0474611334119075,0.9993055513401831,0.9972590427043542,0.9893915628773907,0.9612628912805147,0.8831896548580478,0.8235437252177046
calibration,1025,2,0.18,1,back-loaded,0.5,513,2.0,0.4697039868243659,0.9986512168467425,0.9947192179263126,0.9800051034427437,0.9316868043650294,0.8346352646165144,0.8947223790301607
calibration,1025,2,0.18,1,back-loaded,0.625,641,2.0,0.17271477191317705,0.9983082300776728,0.9933449907988121,0.9745525753915346,0.9106005548824556,0.7524154576656689,0.8255200712517784
calibration,1025,2,0.18,1,back-loaded,0.75,769,2.0,0.030151230614312907,0.9979818071578973,0.9921237483859074,0.9704976855197592,0.9018416647432541,0.7577608723551209,0.8120642877032901
calibration,1025,2,0.18,1,back-loaded,0.875,897,2.0,0.0008824823820601037,0.997659828033451,0.990943495494106,0.9668163626234776,0.8957272253889904,0.7739836918920816,0.839289741251985
calibration,1025,2,0.18,1,back-loaded,0.96875,993,2.0,7.217696950761477e-05,0.9972553803620688,0.9900859133220775,0.9643002466079772,0.8926820990582651,0.790146308087707,0.8585839743496848
calibration,1025,2,0.18,1,back-loaded,1.0,1025,2.0,6.586014247710308e-05,0.9973424051914003,0.9898053967715416,0.9635078393731977,0.8919327969755538,0.7961486550343709,0.8631156988930445
calibration,1025,2,0.18,1,early burst,0.125,129,1.893290696614095,1.1395158643345047,0.9998786885106968,0.999526536810577,0.9982018975732566,0.9935889093081146,0.9805911839390414,0.965320258120485
calibration,1025,2,0.18,1,early burst,0.25,257,1.9121403559196846,0.8189245766810589,0.9995118666355419,0.9981023632119801,0.9928773968524718,0.9756021484334194,0.936730392102214,0.9418854345556004
calibration,1025,2,0.18,1,early burst,0.375,385,1.9384365539208566,0.1570517139173085,0.9980244080264687,0.9921785066358296,0.9695952973036412,0.8887658446289453,0.6733953479647664,0.6056725458978434
calibration,1025,2,0.18,1,early burst,0.5,513,1.945674457861713,0.4505197702280179,0.9958419972037313,0.9833799579525418,0.9343454320936699,0.7540575497526509,0.2489643593265619,0.11484922905024823
calibration,1025,2,0.18,1,early burst,0.625,641,1.945674457861713,0.008374267444570182,0.9947859649009125,0.9791154997387302,0.9175718246657787,0.697426236179693,0.25661011293825225,0.19289358625661213
