medium,event,relative_row,x_S,x_F,child_u,child_v,child_handover,active_Ab_child
dry,10,-61,1.9735316613309297,0.0,1.9470633226618594,-2.0,,False
dry,10,-60,1.973576075029584,0.0,1.9471521500591682,-2.0,,False
dry,10,-59,1.9736233833184709,0.0,1.9472467666369417,-2.0,,False
dry,10,-58,1.9736740631781007,0.0,1.9473481263562014,-2.0,,False
dry,10,-57,1.9737161546631123,0.0,1.9474323093262247,-2.0,,False
dry,10,-56,1.9737507316610265,0.0,1.947501463322053,-2.0,,False
dry,10,-55,1.973787581811724,0.0,1.9475751636234482,-2.0,,False
dry,10,-54,1.9738365908767859,0.0,1.9476731817535717,-2.0,,False
dry,10,-53,1.9738846105480163,0.0,1.9477692210960327,-2.0,,False
dry,10,-52,1.9739318861296757,0.0,1.9478637722593515,-2.0,,False
dry,10,-51,1.9739905901641401,0.0,1.9479811803282803,-2.0,,False
dry,10,-50,1.9740413299870383,0.0,1.9480826599740766,-2.0,,False
dry,10,-49,1.9740852885100193,0.0,1.9481705770200386,-2.0,,False
dry,10,-48,1.9741291652649133,0.0,1.9482583305298267,-2.0,,False
dry,10,-47,1.974176560773092,0.0,1.9483531215461838,-2.0,,False
dry,10,-46,1.9742237927451147,0.0,1.9484475854902295,-2.0,,False
dry,10,-45,1.9742751294750418,0.0,1.9485502589500836,-2.0,,False
dry,10,-44,1.9743249180625408,0.0,1.9486498361250817,-2.0,,False
dry,10,-43,1.9743736327625008,0.0,1.9487472655250015,-2.0,,False
dry,10,-42,1.974422265694392,0.0,1.9488445313887839,-2.0,,False
dry,10,-41,1.974471495533312,0.0,1.948942991066624,-2.0,,False
dry,10,-40,1.9745068956633,0.0,1.9490137913266001,-2.0,,False
dry,10,-39,1.9745356534991059,0.0,1.9490713069982117,-2.0,,False
dry,10,-38,1.9745737437991,0.0,1.9491474875982,-2.0,,False
dry,10,-37,1.9746162223197097,0.0,1.9492324446394194,-2.0,,False
dry,10,-36,1.9746590061078486,0.0,1.9493180122156972,-2.0,,False
dry,10,-35,1.9747028474298944,0.0,1.9494056948597889,-2.0,,False
dry,10,-34,1.9747513304536233,0.0,1.9495026609072466,-2.0,,False
dry,10,-33,1.974796981575972,0.0,1.949593963151944,-2.0,,False
dry,10,-32,1.974836813536212,0.0,1.949673627072424,-2.0,,False
dry,10,-31,1.9748827999077152,0.0,1.9497655998154304,-2.0,,False
