delta_r,fraction_index,fraction,actual_parent_child,recovered_parent_child,parent_RMSE_ARA,parent_waveform_r
0,0,0.0,0.38092015535251644,0.38092015535251644,0.8383694867734177,0.06309816931694419
0,1,0.015873015873015872,0.37372322173730577,0.37372322173730577,0.8383694867734177,0.06309816931694419
0,2,0.031746031746031744,0.371559122128003,0.3757386956244508,0.8383694867734177,0.06309816931694419
0,3,0.047619047619047616,0.3656004379390382,0.3668509086214231,0.8383694867734177,0.06309816931694419
0,4,0.06349206349206349,0.3677039683763478,0.36318313299999894,0.8383694867734177,0.06309816931694419
0,5,0.07936507936507936,0.37447830827043604,0.36975800741675413,0.8383694867734177,0.06309816931694419
0,6,0.09523809523809523,0.37224382375539233,0.37457193636403296,0.8383694867734177,0.06309816931694419
0,7,0.1111111111111111,0.3622320995135243,0.3788883724693924,0.8383694867734177,0.06309816931694419
0,8,0.12698412698412698,0.367254689949565,0.40382934833496564,0.8383694867734177,0.06309816931694419
0,9,0.14285714285714285,0.36691121601121557,0.43024556763833544,0.8383694867734177,0.06309816931694419
0,10,0.15873015873015872,0.3663849408937253,0.4594944452526306,0.8383694867734177,0.06309816931694419
0,11,0.1746031746031746,0.3668576574014345,0.48945471830946097,0.8383694867734177,0.06309816931694419
0,12,0.19047619047619047,0.36034905627732905,0.5194680067386657,0.8383694867734177,0.06309816931694419
0,13,0.20634920634920634,0.36184870620802545,0.5501246078476956,0.8383694867734177,0.06309816931694419
0,14,0.2222222222222222,0.36849768756284296,0.5847671082185797,0.8383694867734177,0.06309816931694419
0,15,0.23809523809523808,0.36601612365937075,0.6187436925383241,0.8383694867734177,0.06309816931694419
0,16,0.25396825396825395,0.36389032361805695,0.6535069407159284,0.8383694867734177,0.06309816931694419
0,17,0.2698412698412698,0.36813632161041476,0.6918780307326349,0.8383694867734177,0.06309816931694419
0,18,0.2857142857142857,0.37018139258159644,0.7315964581142566,0.8383694867734177,0.06309816931694419
0,19,0.30158730158730157,0.37412232832616166,0.7806913299111085,0.8383694867734177,0.06309816931694419
0,20,0.31746031746031744,0.369900023449355,0.8350356421247751,0.8383694867734177,0.06309816931694419
0,21,0.3333333333333333,0.36212559471175987,0.9002533937012023,0.8383694867734177,0.06309816931694419
0,22,0.3492063492063492,0.37107730431476527,0.980725940780367,0.8383694867734177,0.06309816931694419
0,23,0.36507936507936506,0.36478700860638474,1.1004626970233198,0.8383694867734177,0.06309816931694419
0,24,0.38095238095238093,0.36470993785312333,1.2758709847136553,0.8383694867734177,0.06309816931694419
0,25,0.3968253968253968,0.3718789148204177,1.583330038070717,0.8383694867734177,0.06309816931694419
0,26,0.4126984126984127,0.36569981948753416,1.8032110293897894,0.8383694867734177,0.06309816931694419
0,27,0.42857142857142855,0.36993274618557687,1.8714919365792508,0.8383694867734177,0.06309816931694419
0,28,0.4444444444444444,0.37208973194347694,1.9018588653613326,0.8383694867734177,0.06309816931694419
0,29,0.4603174603174603,0.37804434932785713,1.9128245496056826,0.8383694867734177,0.06309816931694419
0,30,0.47619047619047616,0.37137209685044853,1.913549072514213,0.8383694867734177,0.06309816931694419
0,31,0.49206349206349204,0.3740619431933821,1.9147482353202594,0.8383694867734177,0.06309816931694419
0,32,0.5079365079365079,0.3706029851713405,1.9147482353202594,0.8383694867734177,0.06309816931694419
0,33,0.5238095238095238,0.3732424407377497,1.9153525368205329,0.8383694867734177,0.06309816931694419
0,34,0.5396825396825397,0.38297174097461806,1.9150041906908228,0.8383694867734177,0.06309816931694419
0,35,0.5555555555555556,0.3760019716318685,1.9135256466945094,0.8383694867734177,0.06309816931694419
0,36,0.5714285714285714,0.37620236543397056,1.9129747223481328,0.8383694867734177,0.06309816931694419
0,37,0.5873015873015873,0.3750881870105489,1.9086121096616804,0.8383694867734177,0.06309816931694419
0,38,0.6031746031746031,0.3742444722222448,1.9019906086773828,0.8383694867734177,0.06309816931694419
0,39,0.6190476190476191,0.3791272314576676,1.8979972067351893,0.8383694867734177,0.06309816931694419
0,40,0.6349206349206349,0.3793746458355234,1.8829553977209428,0.8383694867734177,0.06309816931694419
0,41,0.6507936507936508,0.37129224921283965,1.8563099311697844,0.8383694867734177,0.06309816931694419
0,42,0.6666666666666666,0.37785212146179703,1.6114704835444535,0.8383694867734177,0.06309816931694419
0,43,0.6825396825396826,0.376777530645802,1.3181204237248796,0.8383694867734177,0.06309816931694419
0,44,0.6984126984126984,0.373100403135357,1.0670928851495272,0.8383694867734177,0.06309816931694419
0,45,0.7142857142857143,0.36783797144496383,0.8416105102017031,0.8383694867734177,0.06309816931694419
0,46,0.7301587301587301,0.36790522781631363,0.6474053257758617,0.8383694867734177,0.06309816931694419
0,47,0.746031746031746,0.36971561791173646,0.5155929560052817,0.8383694867734177,0.06309816931694419
0,48,0.7619047619047619,0.376930662273842,0.4642576283322978,0.8383694867734177,0.06309816931694419
0,49,0.7777777777777778,0.37677358571310254,0.44274740328303075,0.8383694867734177,0.06309816931694419
0,50,0.7936507936507936,0.37536253803858366,0.41161159404684144,0.8383694867734177,0.06309816931694419
0,51,0.8095238095238095,0.38048476432089773,0.38223188633362765,0.8383694867734177,0.06309816931694419
0,52,0.8253968253968254,0.37312613752790885,0.35950382434150074,0.8383694867734177,0.06309816931694419
