identity,family,stratum,condition,window,window_id,x_p,x_r,local_loss,null_loss,occupied_b4,occupied_b8,occupied_b16,occupied_b32,cycle_rho,cycle_miss_signed,cycle_miss_abs,cycle_closure,best_rho,best_lag,best_miss_abs,any_coherent_return,median_rho,orientation
double:free,double,free,shuffled,16,double:free:w016,1.7141371736342068,2.0,1.0019059144233744,0.9352137671987929,4,8,16,23,0.1515076753679798,0.09101179300120368,0.09101179300120368,False,0.45789203815353696,2,0.35071278001350675,False,0.16913474274214446,0.2624177510068071
double:free,double,free,reversed,16,double:free:w016,1.7141371736342068,0.5569282522813387,0.3388142991651049,1.2167251267186532,4,8,16,23,0.7629425897410523,0.011465551379104258,0.011465551379104258,False,0.9516256827117229,7,0.12712984766848195,True,0.7311347589059118,-0.11917164195901413
double:free,double,free,broken_lineage,16,double:free:w016,1.7141371736342068,0.08692084697805354,0.041348691349304106,0.951410226357876,4,8,16,23,0.9626301301371648,-0.4874184577978586,0.4874184577978586,False,0.9848776082793924,7,0.4476012794277678,True,0.9578587530017233,0.06463729701843962
double:free,double,free,chronological,17,double:free:w017,1.6570370903040814,0.18524481477124502,0.10883750461435096,1.175066678640934,4,8,15,22,0.8975070864528539,-0.0024452342512095724,0.0024452342512095724,True,0.9793584678591617,13,0.37279531782816083,True,0.8856274534295853,0.12349904895582169
double:free,double,free,shuffled,17,double:free:w017,1.6570370903040814,1.7648041299650994,1.1818755835156411,1.3393844262354642,4,8,15,22,0.32726195970732674,-0.3801981478121506,0.3801981478121506,False,0.32726195970732674,8,0.3801981478121506,False,0.18356705918472893,0.4057380861138395
double:free,double,free,reversed,17,double:free:w017,1.6570370903040814,0.24941582464444637,0.1382104440353803,1.108273255976485,4,8,15,22,0.8975070864528537,0.002445234251209573,0.002445234251209573,True,0.9793584678591616,13,0.37279531782816083,True,0.8856274534295852,-0.12349904895582169
double:free,double,free,broken_lineage,17,double:free:w017,1.7141371736342068,0.07919644657096095,0.03508076687977514,0.8859176995609862,4,8,16,23,0.9907414935942012,0.4835342617385445,0.4835342617385445,False,0.9907414935942012,8,0.4835342617385445,True,0.9730412085151714,0.05964381908284159
double:free,double,free,chronological,18,double:free:w018,1.7509775004326928,0.09225398993606557,0.04854171646484731,1.0523494213851996,4,8,16,24,0.9732608537862538,-0.0029519030618119072,0.0029519030618119072,True,0.9941973781619236,13,0.37403535594454895,True,0.9668713112782101,0.12415790573530407
double:free,double,free,shuffled,18,double:free:w018,1.7509775004326928,1.9671193379004037,1.2270753610659213,1.2475860893885928,4,8,16,24,0.12401180093521344,-0.23142835157759742,0.23142835157759742,False,0.44646489742839335,16,0.4320032315652325,False,0.2537002770792167,0.1613560087509045
double:free,double,free,reversed,18,double:free:w018,1.7509775004326928,0.07177730714238671,0.03756176457909218,1.046619497847135,4,8,16,24,0.9732608537862538,0.0029519030618119072,0.0029519030618119072,True,0.9941973781619237,13,0.37403535594454906,True,0.9668713112782101,-0.12415790573530407
double:free,double,free,broken_lineage,18,double:free:w018,1.7323556195543965,0.11190944563984284,0.046646418649783854,0.8336457817851337,4,8,15,24,0.9887469936925005,0.4481932391076634,0.4481932391076634,False,0.9943941230179212,9,0.49421675913930607,True,0.9537836890270823,0.05764339788480894
double:free,double,free,chronological,19,double:free:w019,1.501955000865386,0.05084632287765968,0.024801031813998915,0.9755290219775452,4,8,16,18,0.9941342867286239,-0.0014901074619992807,0.0014901074619992807,True,0.9960329811378795,7,0.12469659961102598,True,0.9890376847132608,0.12477507507688629
double:free,double,free,shuffled,19,double:free:w019,1.501955000865386,2.0,1.2023930259732647,1.1975552144875568,4,8,16,18,0.08423733765417163,0.31133545565731774,0.31133545565731774,False,0.40188032563053194,14,0.3404701497758144,False,0.15595105975442197,-0.3675097652741572
double:free,double,free,reversed,19,double:free:w019,1.501955000865386,0.05438320150299858,0.025748479432044724,0.9469276806230323,4,8,16,18,0.9941342867286239,0.0014901074619992805,0.0014901074619992805,True,0.9960329811378795,7,0.124696599611026,True,0.9890376847132608,-0.12477507507688629
double:free,double,free,broken_lineage,19,double:free:w019,1.5745349760541199,0.04770866092608125,0.021471535914264636,0.9001106087438573,4,8,15,20,0.9958083629793258,0.46858920103360935,0.46858920103360935,False,0.9958083629793258,8,0.46858920103360935,True,0.9756527801604464,0.05874302335294579
double:free,double,free,chronological,20,double:free:w020,1.0679700005769244,0.04745118124425686,0.022509873510612777,0.948759247730517,4,8,12,12,0.998625491780347,-0.000751768389019051,0.000751768389019051,True,0.998625491780347,8,0.000751768389019051,True,0.9948061702657847,0.1251558517665577
double:free,double,free,shuffled,20,double:free:w020,1.0679700005769244,2.0,1.1605602040512621,0.9737047765064195,4,8,12,12,0.14294106819023897,0.4924819242906096,0.4924819242906096,False,0.35558003405903577,15,0.465433169966419,False,0.156797171826631,0.007432917861459514
double:free,double,free,reversed,20,double:free:w020,1.0679700005769244,0.06371287497935978,0.02896360140047909,0.9091914753450397,4,8,12,12,0.998625491780347,0.000751768389019051,0.000751768389019051,True,0.998625491780347,8,0.000751768389019051,True,0.9948061702657847,-0.12515585176655766
double:free,double,free,broken_lineage,20,double:free:w020,1.786313713864834,0.03958434807994239,0.01878644208368156,0.9491853722456909,4,8,16,25,0.9985378835156139,-0.4890183982547105,0.4890183982547105,False,0.9985378835156139,8,0.4890183982547105,True,0.9948470743670219,0.06361692054016775
double:free,double,free,chronological,21,double:free:w021,0.9675452949098372,0.08265227527330798,0.03874836969241962,0.9376237874708128,4,8,11,11,0.9996934932812656,-0.00042821811233202146,0.00042821811233202146,True,0.9996934932812656,8,0.00042821811233202146,True,0.9961162117273653,0.1253806807357958
double:free,double,free,shuffled,21,double:free:w021,0.9675452949098372,2.0,1.0469726629945573,1.0364126056112013,4,8,11,11,0.17452908089079322,0.33750430316806984,0.33750430316806984,False,0.4618553553440466,14,0.3662225226340384,False,0.16806140470375586,-0.479635418228637
double:free,double,free,reversed,21,double:free:w021,0.9675452949098372,0.07896884207852038,0.036266729613356,0.9185073165260604,4,8,11,11,0.9996934932812657,0.0004282181123320214,0.0004282181123320214,True,0.9996934932812657,8,0.0004282181123320214,True,0.9961162117273654,-0.1253806807357958
double:free,double,free,broken_lineage,21,double:free:w021,1.5931568569324164,0.03784302436875952,0.01611718694704846,0.8517916956105469,4,8,16,20,0.9955633981516533,0.4693562536217288,0.4693562536217288,False,0.9966456515591894,9,0.4721981150476419,True,0.9735349377855476,0.05863281162728979
double:free,double,free,chronological,22,double:free:w022,0.9675452949098372,0.08092319647629959,0.037839819166497826,0.9352032745661543,4,8,11,11,0.9999155157031371,-9.673560178573054e-05,9.673560178573054e-05,True,0.9999155157031371,8,9.673560178573054e-05,True,0.9958845293709246,0.12544746642205332
double:free,double,free,shuffled,22,double:free:w022,0.9675452949098372,2.0,1.5170798105254477,1.2249587650079996,4,8,11,11,0.5363472277623139,-0.21600123200265794,0.21600123200265794,False,0.5372052653130618,14,0.27954717364788884,False,0.22699173446782478,0.3147711934544433
double:free,double,free,reversed,22,double:free:w022,0.9675452949098372,0.06623588444176699,0.030585699777769666,0.9235386538745438,4,8,11,11,0.9999155157031371,9.673560178573053e-05,9.673560178573053e-05,True,0.9999155157031371,8,9.673560178573053e-05,True,0.9958845293709246,-0.12544746642205332
double:free,double,free,broken_lineage,22,double:free:w022,1.5546278413439376,0.034601383962741775,0.015388122962535843,0.88945129935297,4,8,14,20,0.991577212003751,0.4541779336066262,0.4541779336066262,False,0.9986860587824821,9,0.4909693760849291,True,0.9571605924642052,0.05555780422798734
double:free,double,free,chronological,23,double:free:w023,0.857542475909889,0.08429223860597107,0.039264334298563394,0.9316239537095886,4,8,10,10,0.999969723885977,0.00023061912417424705,0.00023061912417424705,True,0.999969723885977,8,0.00023061912417424705,True,0.9957484189473187,0.12544816076410495
double:free,double,free,shuffled,23,double:free:w023,0.857542475909889,1.7363128899107334,0.8858172426432077,1.0203428745941625,4,8,10,10,0.08802771976024439,0.3037868468237289,0.3037868468237289,False,0.38381085821686173,11,0.2251329407699629,False,0.1300937523655109,0.3857233657871764
double:free,double,free,reversed,23,double:free:w023,0.857542475909889,0.0828727375470824,0.03827049201795373,0.9235966652172232,4,8,10,10,0.9999697238859769,-0.00023061912417424708,0.00023061912417424708,True,0.9999697238859769,8,0.00023061912417424708,True,0.9957484189473185,-0.12544816076410492
double:free,double,free,broken_lineage,23,double:free:w023,1.6353904536672548,0.036916711701767926,0.016925250658152608,0.916942483657994,4,8,16,21,0.9965613618126303,0.4781480794424016,0.4781480794424016,False,0.9965613618126303,8,0.4781480794424016,True,0.9804854585956246,0.06187145672999189
double:free,double,free,chronological,24,double:free:w024,0.7744690167423286,0.08346576218909399,0.03890004773848964,0.9321198709085171,4,7,9,9,0.9999161301864171,-0.0001967246764362081,0.0001967246764362081,True,0.9999303041832602,16,0.00025029268320121137,True,0.995668555190873,0.1254458690466919
double:free,double,free,shuffled,24,double:free:w024,0.7744690167423286,2.0,1.3241156719280631,1.2089429177303868,4,7,9,9,0.31178866330153493,0.3716361828597298,0.3716361828597298,False,0.31178866330153493,8,0.3716361828597298,False,0.17404323170473213,0.14892219014369784
double:free,double,free,reversed,24,double:free:w024,0.7744690167423286,0.08312288598894921,0.038403635546883766,0.924020745670196,4,7,9,9,0.9999161301864173,0.00019672467643620808,0.00019672467643620808,True,0.9999303041832602,16,0.00025029268320121137,True,0.995668555190873,-0.1254458690466919
double:free,double,free,broken_lineage,24,double:free:w024,1.6353904536672548,0.02474107003375088,0.01135347833262581,0.9177839371650298,4,8,16,21,0.998858735849477,-0.4984459837930951,0.4984459837930951,False,0.998858735849477,8,0.4984459837930951,True,0.9923534048900577,0.06297903382174137
double:free,double,free,chronological,25,double:free:w025,0.8960714914983691,0.08395781287099364,0.038999748919421574,0.9290320361095421,4,7,10,10,0.9999494979426838,1.655625445090711e-05,1.655625445090711e-05,True,0.9999496571617742,16,0.0002736095712796335,True,0.9954520263802646,0.12541390215651227
double:free,double,free,shuffled,25,double:free:w025,0.8960714914983691,1.8188391977053604,1.1844327114747784,1.3024050866828178,4,7,10,10,0.1483900037685967,0.18817395152288732,0.18817395152288732,False,0.33816134501020506,9,0.48385821419510416,False,0.1292390183716227,-0.10439209001407763
double:free,double,free,reversed,25,double:free:w025,0.8960714914983691,0.08527503620569085,0.03955326380752918,0.927663371777955,4,7,10,10,0.9999494979426838,-1.6556254450907097e-05,1.6556254450907097e-05,True,0.9999496571617741,16,0.0002736095712796335,True,0.9954520263802646,-0.12541390215651227
double:free,double,free,broken_lineage,25,double:free:w025,1.786313713864834,0.02644047307091917,0.011049477775073042,0.8358003085221593,4,8,16,25,0.9954241202777061,0.46186717955338497,0.46186717955338497,False,0.9967202503420639,9,0.47822384218915526,True,0.969471463812176,0.05943923254817941
double:free,double,free,chronological,26,double:free:w026,0.9675452949098372,0.08202924837144125,0.03820047986044417,0.9313868069951448,4,8,11,11,0.9999047281687878,-0.00034115673687206517,0.00034115673687206517,True,0.9999791253359817,16,0.0004535640709489941,True,0.9950589610138265,0.12544988154081516
double:free,double,free,shuffled,26,double:free:w026,0.9675452949098372,1.5132980763935016,0.9333409222419281,1.2335189435597118,4,8,11,11,0.12161480565108376,0.14839141649118806,0.14839141649118806,False,0.37505297849877156,10,0.23607275097653363,False,0.17626765981813677,0.16645374704525778
double:free,double,free,reversed,26,double:free:w026,0.9675452949098372,0.08423846059741322,0.038988556602947,0.9256711560596647,4,8,11,11,0.9999047281687878,0.00034115673687206517,0.00034115673687206517,True,0.9999791253359815,16,0.0004535640709489941,True,0.9950589610138265,-0.12544988154081516
double:free,double,free,broken_lineage,26,double:free:w026,1.6353904536672548,0.05577702288280816,0.024945010734658647,0.8944547215103267,4,8,16,21,0.9940064311234742,0.4587072939321075,0.4587072939321075,False,0.9974368086159692,9,0.4856820836152484,True,0.9630373136275321,0.05522786847562179
double:free,double,free,chronological,27,double:free:w027,0.857542475909889,0.08012163132962659,0.03733124398165924,0.9318643008671558,4,8,10,10,0.9999385308294789,-4.227875747431238e-05,4.227875747431238e-05,True,0.9999385308294789,8,4.227875747431238e-05,True,0.9947733346213217,0.12545697914997705
double:free,double,free,shuffled,27,double:free:w027,0.857542475909889,1.5678090357990566,0.811612167278504,1.035345694209313,4,8,10,10,0.16492230592540935,-0.19066295487946788,0.19066295487946788,False,0.4929627347793483,15,0.3796716623724243,False,0.17156338699528073,-0.27086255296670503
double:free,double,free,reversed,27,double:free:w027,0.857542475909889,0.08608263579247918,0.03975981393469052,0.9237592127299669,4,8,10,10,0.9999385308294789,4.227875747431235e-05,4.227875747431235e-05,True,0.9999385308294789,8,4.227875747431235e-05,True,0.9947733346213217,-0.12545697914997705
double:free,double,free,broken_lineage,27,double:free:w027,1.7509775004326928,0.04400270844986134,0.020281994894980667,0.9218521136302728,4,8,16,24,0.9976167231528666,0.4853687228905061,0.4853687228905061,False,0.9976167231528666,8,0.4853687228905061,True,0.9867842888154794,0.06086265023090411
double:free,double,free,chronological,28,double:free:w028,0.9675452949098372,0.08349282408330728,0.038850612562273526,0.9306335721381097,4,8,11,11,0.9998799489252547,-0.00010945605037211469,0.00010945605037211469,True,0.9999316500827793,16,0.0006141418896115404,True,0.9946563546390275,0.12543642309514066
double:free,double,free,shuffled,28,double:free:w028,0.9675452949098372,1.5289581738438334,0.7798694979128041,1.0201318927543919,4,8,11,11,0.23451541505959445,-0.46673530397386903,0.46673530397386903,False,0.4357418736410205,12,0.4750366222633165,False,0.1984954442851928,-0.24310970060271897
double:free,double,free,reversed,28,double:free:w028,0.9675452949098372,0.08334203650771069,0.03861637425302434,0.9266961996891354,4,8,11,11,0.9998799489252549,0.00010945605037211467,0.00010945605037211467,True,0.9999316500827793,16,0.0006141418896115404,True,0.9946563546390276,-0.1254364230951407
double:free,double,free,broken_lineage,28,double:free:w028,1.786313713864834,0.022624564788099374,0.010121595435428706,0.8947438795156593,4,8,16,25,0.9986156560032171,0.4896434679961691,0.4896434679961691,False,0.9986156560032171,8,0.4896434679961691,True,0.991017354132392,0.06090990026744394
double:free,double,free,chronological,29,double:free:w029,0.7744690167423286,0.0866429620798526,0.040071230216831115,0.9249736909940899,4,7,9,9,0.9999596011822592,0.00022773299351788094,0.00022773299351788094,True,0.9999596011822592,8,0.00022773299351788094,True,0.9943847330294693,0.1254821578216183
double:free,double,free,shuffled,29,double:free:w029,0.7744690167423286,1.8457136766074296,1.1888766353171676,1.288256841117869,4,7,9,9,0.2261560546833995,0.38217066533956046,0.38217066533956046,False,0.38050523006202946,16,0.4100761640313251,False,0.19141404658478808,-0.09988542585220592
double:free,double,free,reversed,29,double:free:w029,0.7744690167423286,0.08257070180721476,0.03822390963096993,0.9258467905532576,4,7,9,9,0.9999596011822592,-0.00022773299351788091,0.00022773299351788091,True,0.9999596011822592,8,0.00022773299351788091,True,0.9943847330294693,-0.1254821578216183
double:free,double,free,broken_lineage,29,double:free:w029,1.7509775004326928,0.0542423875834872,0.022675860571087465,0.8360937481295749,4,8,16,24,0.9958791847031702,0.45857159053452373,0.45857159053452373,False,0.9969900253846976,9,0.4808195040225488,True,0.9678903661418885,0.06022866254822365
double:free,double,free,chronological,30,double:free:w030,0.857542475909889,0.08303284675642407,0.03853019493812944,0.9280711536040029,4,8,10,10,0.9999170160369887,-0.00013696747147059032,0.00013696747147059032,True,0.9999427186624636,16,0.00019523501701149726,True,0.994231978893424,0.12542805766407245
double:free,double,free,shuffled,30,double:free:w030,0.857542475909889,1.413640397939563,0.8728595229657697,1.2349102703035328,4,8,10,10,0.2960963095465459,0.35367135842420877,0.35367135842420877,False,0.4179475278549026,15,0.24925421466141212,False,0.28839963309997374,0.2704539080054543
double:free,double,free,reversed,30,double:free:w030,0.857542475909889,0.08556549157829518,0.0393426287080677,0.9195910169479463,4,8,10,10,0.9999170160369887,0.00013696747147059037,0.00013696747147059037,True,0.9999427186624636,16,0.00019523501701149726,True,0.994231978893424,-0.12542805766407245
double:free,double,free,broken_lineage,30,double:free:w030,1.7509775004326928,0.06385514052704906,0.02858553886435106,0.8953245933972134,4,8,16,24,0.9960474814967948,0.46383806182509746,0.46383806182509746,False,0.9969145044475385,9,0.4797141266093859,True,0.9720299035725527,0.057056219734911845
double:free,double,free,chronological,31,double:free:w031,0.9675452949098372,0.08268241550495405,0.038395028669600276,0.9287350504969167,4,8,11,11,0.9997911734923679,8.746444716065681e-05,8.746444716065681e-05,True,0.9997911734923679,8,8.746444716065681e-05,True,0.9936879726346476,0.1254809663406277
double:free,double,free,shuffled,31,double:free:w031,0.9675452949098372,1.7862479315481625,1.077415440983286,1.2063447878139482,4,8,11,11,0.2030036837811546,0.4782078889151007,0.4782078889151007,False,0.47669559421806595,14,0.17108402102691303,False,0.20686216567760862,0.026029336222127098
double:free,double,free,reversed,31,double:free:w031,0.9675452949098372,0.08108799808384956,0.03751866504328376,0.9253814603854776,4,8,11,11,0.9997911734923679,-8.746444716065684e-05,8.746444716065684e-05,True,0.9997911734923679,8,8.746444716065684e-05,True,0.9936879726346475,-0.1254809663406277
double:free,double,free,broken_lineage,31,double:free:w031,1.7509775004326928,0.05094936150202408,0.02353869584023037,0.9240035653555831,4,8,16,24,0.9991627602644174,0.49032416724665795,0.49032416724665795,False,0.9991627602644174,8,0.49032416724665795,True,0.9862037024035368,0.061148703643578266
double:free,double,free,chronological,32,double:free:w032,0.9675452949098372,0.0838353780459567,0.03899994817009356,0.9303935660363969,4,8,11,11,0.9996412030633579,-0.00035358287016818514,0.00035358287016818514,True,0.9997735956631761,16,0.0011287745759584133,True,0.9931088623821802,0.12543201800866344
double:free,double,free,shuffled,32,double:free:w032,0.9675452949098372,1.6299735362526415,1.0740450661728689,1.3178681031130492,4,8,11,11,0.14925110695191293,0.36463909613237866,0.36463909613237866,False,0.24626493303675334,5,0.25851389121839263,False,0.15055472850700846,-0.17372269306571247
double:free,double,free,reversed,32,double:free:w032,0.9675452949098372,0.08099338522500311,0.037150678228142435,0.9173756134513023,4,8,11,11,0.9996412030633579,0.00035358287016818514,0.00035358287016818514,True,0.999773595663176,16,0.0011287745759584135,True,0.9931088623821803,-0.12543201800866344
double:free,double,free,broken_lineage,32,double:free:w032,1.7509775004326928,0.027161479134295504,0.011974985197142803,0.8817623766315849,4,8,16,24,0.9981457792784778,0.4808022904511172,0.4808022904511172,False,0.9981457792784778,8,0.4808022904511172,True,0.9831091554229743,0.05922057461685387
double:free,double,free,chronological,33,double:free:w033,0.9675452949098372,0.08422309616483813,0.03929729696359727,0.9331715112131748,4,8,11,11,0.9997569512420298,-0.0003382285354526368,0.0003382285354526368,True,0.9997569512420298,8,0.0003382285354526368,True,0.9907227799924185,0.12551057479659494
double:free,double,free,shuffled,33,double:free:w033,0.9675452949098372,1.8848297606526925,1.088813198017842,1.1553438095552988,4,8,11,11,0.11869314443786387,0.2715101707417032,0.2715101707417032,False,0.42696998909636613,6,0.361093596715658,False,0.1533584637557489,-0.4798256563620792
double:free,double,free,reversed,33,double:free:w033,0.9675452949098372,0.08609153800320553,0.038994470701214985,0.905883937159145,4,8,11,11,0.9997569512420296,0.00033822853545263675,0.00033822853545263675,True,0.9997569512420296,8,0.00033822853545263675,True,0.9907227799924185,-0.12551057479659494
double:free,double,free,broken_lineage,33,double:free:w033,1.786313713864834,0.046427458871580465,0.01996776843514813,0.8601706369663472,4,8,16,25,0.9958248977075901,0.45774186615168283,0.45774186615168283,False,0.997480322626479,9,0.48354973835788073,True,0.9708593766979987,0.058805981260910314
double:free,double,free,chronological,34,double:free:w034,0.7359400011538492,0.07930787221352376,0.03655488196743126,0.9218475025786365,4,8,9,9,0.9996663263833601,-0.0011251933615574986,0.0011251933615574986,True,0.9998395039580515,16,0.0015349201084518447,True,0.9890671861758014,0.125450099188184
double:free,double,free,shuffled,34,double:free:w034,0.7359400011538492,1.7144671946006191,0.9557817095309645,1.1149606274660875,4,8,9,9,0.14842258453284082,-0.381389641972885,0.381389641972885,False,0.299782564991912,5,0.39302470310429566,False,0.14963347991259573,0.17591438960478742
double:free,double,free,reversed,34,double:free:w034,0.7359400011538492,0.08090177238929029,0.03646481834888556,0.9014590724519836,4,8,9,9,0.9996663263833601,0.0011251933615574984,0.0011251933615574984,True,0.9998395039580517,16,0.0015349201084518447,True,0.9890671861758014,-0.125450099188184
double:free,double,free,broken_lineage,34,double:free:w034,1.5301346271878542,0.025946858283248025,0.011498127323049024,0.8862828167888455,4,8,15,19,0.9973145893016448,0.4682692384236527,0.4682692384236527,False,0.9973145893016448,8,0.4682692384236527,True,0.9755906267706752,0.05960073441999411
double:free,double,free,chronological,35,double:free:w035,0.865670872809359,0.08417272811591034,0.03800398944928189,0.9030000642713724,4,7,9,10,0.9994184491326307,-0.0009840490588623571,0.0009840490588623571,True,0.9996354150187676,16,0.0035999214352594165,True,0.9826336004073107,0.125417297461998
double:free,double,free,shuffled,35,double:free:w035,0.865670872809359,1.7625568741056363,0.961984551184445,1.0915784509621331,4,7,9,10,0.1729550714481784,0.3573314086860631,0.3573314086860631,False,0.3483695931875406,15,0.20196666957915546,False,0.2109579635419618,0.46558382750908756
double:free,double,free,reversed,35,double:free:w035,0.865670872809359,0.07999567934670856,0.03540590123180732,0.8851953385720975,4,7,9,10,0.9994184491326307,0.0009840490588623571,0.0009840490588623571,True,0.9996354150187676,16,0.0035999214352594165,True,0.9826336004073108,-0.125417297461998
double:free,double,free,broken_lineage,35,double:free:w035,1.85293250129808,0.06155186755628727,0.02800971885987822,0.9101175958394505,4,8,16,27,0.9998288360817805,0.48874693442378186,0.48874693442378186,False,0.9998288360817805,8,0.48874693442378186,True,0.9871824992235774,0.060618009050353534
double:free,double,free,chronological,36,double:free:w036,0.9675452949098372,0.08949701013718106,0.040188321714880265,0.8980930570368683,4,8,11,11,0.9991199371076311,-0.0031250152669823244,0.0031250152669823244,True,0.9998424642715545,16,0.0045601182086293015,True,0.9760078905993215,0.125049275355913
double:free,double,free,shuffled,36,double:free:w036,0.9675452949098372,2.0,1.1074444516421251,1.0520811245510069,4,8,11,11,0.12784230607297,0.06179784769078079,0.06179784769078079,False,0.35839770500705787,15,0.3776767588513098,False,0.18145765374345724,-0.4983660295717638
double:free,double,free,reversed,36,double:free:w036,0.9675452949098372,0.08285483756739528,0.036045117095256,0.8700787583087444,4,8,11,11,0.9991199371076311,0.0031250152669823244,0.0031250152669823244,True,0.9998424642715545,16,0.004560118208629301,True,0.9760078905993215,-0.125049275355913
double:free,double,free,broken_lineage,36,double:free:w036,1.6570370903040814,0.04115417056897924,0.017918431938405026,0.8707954353433813,4,8,15,22,0.997742197247063,0.47196646260886643,0.47196646260886643,False,0.997742197247063,8,0.47196646260886643,True,0.975072250014339,0.05812977772465194
double:free,double,free,chronological,37,double:free:w037,1.0927778467615963,0.10500813259785945,0.044579066775489076,0.8490593189807435,4,7,9,13,0.9986210692758577,-0.005733429986239253,0.005733429986239253,True,0.9986210692758577,8,0.005733429986239253,True,0.9524458061976363,0.12575013106134966
double:free,double,free,shuffled,37,double:free:w037,1.0927778467615963,2.0,0.9870084801163262,0.9851519286317242,4,7,9,13,0.27351697414421333,-0.274270317041715,0.274270317041715,False,0.33331565225178666,13,0.024593145062066647,False,0.19368717350214149,-0.11433148884083434
double:free,double,free,reversed,37,double:free:w037,1.0927778467615963,0.06102232838602254,0.026057849633678055,0.8540431125091822,4,7,9,13,0.9986210692758577,0.005733429986239254,0.005733429986239254,True,0.9986210692758577,8,0.005733429986239254,True,0.9524458061976362,-0.12575013106134966
double:free,double,free,broken_lineage,37,double:free:w037,1.6353904536672548,0.041647708292532046,0.017917025229442645,0.8604086978132908,4,8,16,21,0.9953252480805147,0.45378992230019105,0.45378992230019105,False,0.996286114805296,9,0.4894005120197488,True,0.9742853192467746,0.0571551447877619
double:free,double,free,chronological,38,double:free:w038,1.3304153393159381,0.11817235339190543,0.03969116224273976,0.6717503900613445,4,7,11,16,0.9912436542569629,0.014821207163529535,0.014821207163529535,True,0.9912436542569629,8,0.014821207163529535,True,0.8161843717566528,0.1281135374024426
double:free,double,free,shuffled,38,double:free:w038,1.3304153393159381,1.8097413193532277,0.7170765560037606,0.7924630424640271,4,7,11,16,0.16550592836998765,0.22021930618557345,0.22021930618557345,False,0.49280819035479123,10,0.14022059291429487,False,0.22545700587819462,0.2977648907996769
double:free,double,free,reversed,38,double:free:w038,1.3304153393159381,0.19168322262884427,0.0743874810967736,0.7761501510313178,4,7,11,16,0.9912436542569628,-0.014821207163529537,0.014821207163529537,True,0.9912436542569628,8,0.014821207163529537,True,0.8161843717566528,-0.1281135374024426
double:free,double,free,broken_lineage,38,double:free:w038,1.7509775004326928,0.06599792614252317,0.028145696917742682,0.8529267073320387,4,8,16,24,0.9965649153591677,0.45801836376504124,0.45801836376504124,False,0.9965649153591677,8,0.45801836376504124,True,0.972914409422289,0.05885318357129721
double:free,double,free,chronological,39,double:free:w039,1.5030348341128579,2.0,0.09896736656896711,0.06081084401843999,3,5,9,14,0.8961588101003877,0.0008032245910826882,0.0008032245910826882,True,0.8961588101003877,8,0.0008032245910826882,True,0.6233778528000795,0.03385213727454731
double:free,double,free,shuffled,39,double:free:w039,1.5030348341128579,1.994752535229887,0.3029087818751648,0.30370562415678876,3,5,9,14,0.5849535659297516,0.0124713870126681,0.0124713870126681,False,0.7391665768287166,10,0.04188438371515318,False,0.6059713539120783,0.01553133724808897
double:free,double,free,reversed,39,double:free:w039,1.5030348341128579,1.7049040339874457,0.32385346839499746,0.37990814959545366,3,5,9,14,0.8961588101003877,-0.0008032245910826907,0.0008032245910826907,True,0.8961588101003877,8,0.0008032245910826907,True,0.6233778528000795,-0.03385213727454732
double:free,double,free,broken_lineage,39,double:free:w039,1.6167685727889596,0.08223211341105532,0.03430859369496362,0.8344329793268126,4,8,15,21,0.9953363998376621,0.45648200440918646,0.45648200440918646,False,0.9953363998376621,8,0.45648200440918646,True,0.954837977400764,0.05619495638458802
double:driven1,double,driven1,chronological,0,double:driven1:w000,1.4888444516943686,0.44244942771156615,0.1412275425006663,0.6383895363188621,4,8,13,19,0.8845582584382959,0.0029748900001222317,0.0029748900001222317,True,0.8845582584382959,8,0.0029748900001222317,True,0.7932929229277008,0.11667184285587942
double:driven1,double,driven1,shuffled,0,double:driven1:w000,1.4888444516943686,1.4936643263709029,0.6703218727558223,0.8975535679887019,4,8,13,19,0.47747354600646336,-0.4848364076067125,0.4848364076067125,False,0.47747354600646336,8,0.4848364076067125,False,0.13001057481158063,-0.11433202449963759
double:driven1,double,driven1,reversed,0,double:driven1:w000,1.4888444516943686,0.5017930484528988,0.22825591747725177,0.9097611781629819,4,8,13,19,0.8845582584382955,-0.002974890000122234,0.002974890000122234,True,0.8845582584382955,8,0.002974890000122234,True,0.7932929229277008,-0.1166718428558794
double:driven1,double,driven1,broken_lineage,0,double:driven1:w000,1.6167685727889596,0.6839617947089017,0.37825399352736194,1.1060676091954789,4,8,15,21,0.36536585993149795,-0.0773591470159665,0.0773591470159665,False,0.6938388533144633,1,0.22060176237377646,False,0.344497280745849,0.22060176237377646
double:driven1,double,driven1,chronological,1,double:driven1:w001,1.510227492477671,0.244824309650036,0.11893358962079412,0.971583171547006,4,8,14,19,0.9376605665167568,0.021715770731567482,0.021715770731567482,True,0.9376605665167568,8,0.021715770731567482,True,0.812688863531527,0.12221097990025105
double:driven1,double,driven1,shuffled,1,double:driven1:w001,1.510227492477671,2.0,1.2280927921466842,0.7481042724900138,4,8,14,19,0.3954320139451439,-0.1110386996444853,0.1110386996444853,False,0.4397423477698641,10,0.28776396316833036,False,0.20375589131560878,-0.17279242252996313
