path_id,direction,duration,duration_hat,absolute_error,abrupt_intercept,abrupt_slope,abrupt_r2,positive_window_count
q22:d41:t320:r8:rational_to_irrational,rational_to_irrational,320,160.0,160.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,4
q22:d41:t320:r9:irrational_to_rational,irrational_to_rational,320,176.0,144.0,32.000000000000135,0.6499999999999999,0.9657142857142857,4
q22:d41:t320:r9:rational_to_irrational,rational_to_irrational,320,160.0,160.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,4
q22:d41:t448:r0:irrational_to_rational,irrational_to_rational,448,144.0,304.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t448:r0:rational_to_irrational,rational_to_irrational,448,112.0,336.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q22:d41:t448:r10:irrational_to_rational,irrational_to_rational,448,144.0,304.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t448:r10:rational_to_irrational,rational_to_irrational,448,112.0,336.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q22:d41:t448:r11:irrational_to_rational,irrational_to_rational,448,0.0,448.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t448:r11:rational_to_irrational,rational_to_irrational,448,-32.0,480.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q22:d41:t448:r1:irrational_to_rational,irrational_to_rational,448,0.0,448.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t448:r1:rational_to_irrational,rational_to_irrational,448,-32.0,480.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q22:d41:t448:r2:irrational_to_rational,irrational_to_rational,448,-144.0,592.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t448:r2:rational_to_irrational,rational_to_irrational,448,-144.0,592.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t448:r3:irrational_to_rational,irrational_to_rational,448,-32.0,480.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t448:r3:rational_to_irrational,rational_to_irrational,448,-32.0,480.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t448:r4:irrational_to_rational,irrational_to_rational,448,0.0,448.0,0.0,0.0,1.0,0
q22:d41:t448:r4:rational_to_irrational,rational_to_irrational,448,0.0,448.0,0.0,0.0,1.0,0
q22:d41:t448:r5:irrational_to_rational,irrational_to_rational,448,-96.0,544.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t448:r5:rational_to_irrational,rational_to_irrational,448,-96.0,544.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t448:r6:irrational_to_rational,irrational_to_rational,448,0.0,448.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t448:r6:rational_to_irrational,rational_to_irrational,448,48.0,400.0,-15.999999999999893,0.8499999999999998,0.996551724137931,3
q22:d41:t448:r7:irrational_to_rational,irrational_to_rational,448,144.0,304.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t448:r7:rational_to_irrational,rational_to_irrational,448,144.0,304.0,-15.999999999999893,0.8499999999999998,0.996551724137931,3
q22:d41:t448:r8:irrational_to_rational,irrational_to_rational,448,208.0,240.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t448:r8:rational_to_irrational,rational_to_irrational,448,192.0,256.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,3
q22:d41:t448:r9:irrational_to_rational,irrational_to_rational,448,240.0,208.0,32.000000000000135,0.6499999999999999,0.9657142857142857,4
q22:d41:t448:r9:rational_to_irrational,rational_to_irrational,448,240.0,208.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,4
q22:d41:t576:r0:irrational_to_rational,irrational_to_rational,576,64.0,512.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t576:r0:rational_to_irrational,rational_to_irrational,576,176.0,400.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q22:d41:t576:r10:irrational_to_rational,irrational_to_rational,576,64.0,512.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t576:r10:rational_to_irrational,rational_to_irrational,576,176.0,400.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,3
q22:d41:t576:r11:irrational_to_rational,irrational_to_rational,576,0.0,576.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t576:r11:rational_to_irrational,rational_to_irrational,576,0.0,576.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q22:d41:t576:r1:irrational_to_rational,irrational_to_rational,576,0.0,576.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t576:r1:rational_to_irrational,rational_to_irrational,576,0.0,576.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q22:d41:t576:r2:irrational_to_rational,irrational_to_rational,576,-208.0,784.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t576:r2:rational_to_irrational,rational_to_irrational,576,-208.0,784.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t576:r3:irrational_to_rational,irrational_to_rational,576,-32.0,608.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t576:r3:rational_to_irrational,rational_to_irrational,576,-32.0,608.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t576:r4:irrational_to_rational,irrational_to_rational,576,0.0,576.0,0.0,0.0,1.0,0
q22:d41:t576:r4:rational_to_irrational,rational_to_irrational,576,0.0,576.0,0.0,0.0,1.0,0
q22:d41:t576:r5:irrational_to_rational,irrational_to_rational,576,-144.0,720.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t576:r5:rational_to_irrational,rational_to_irrational,576,-160.0,736.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t576:r6:irrational_to_rational,irrational_to_rational,576,16.0,560.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t576:r6:rational_to_irrational,rational_to_irrational,576,0.0,576.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q22:d41:t576:r7:irrational_to_rational,irrational_to_rational,576,208.0,368.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t576:r7:rational_to_irrational,rational_to_irrational,576,208.0,368.0,-15.999999999999893,0.8499999999999998,0.996551724137931,3
q22:d41:t576:r8:irrational_to_rational,irrational_to_rational,576,272.0,304.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t576:r8:rational_to_irrational,rational_to_irrational,576,272.0,304.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,3
q22:d41:t576:r9:irrational_to_rational,irrational_to_rational,576,320.0,256.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t576:r9:rational_to_irrational,rational_to_irrational,576,304.0,272.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,3
q22:d41:t704:r0:irrational_to_rational,irrational_to_rational,704,96.0,608.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t704:r0:rational_to_irrational,rational_to_irrational,704,64.0,640.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q22:d41:t704:r10:irrational_to_rational,irrational_to_rational,704,96.0,608.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t704:r10:rational_to_irrational,rational_to_irrational,704,64.0,640.0,-31.999999999999883,0.9249999999999999,0.9956363636363637,2
q22:d41:t704:r11:irrational_to_rational,irrational_to_rational,704,-160.0,864.0,32.000000000000135,0.6499999999999999,0.9657142857142857,1
q22:d41:t704:r11:rational_to_irrational,rational_to_irrational,704,-144.0,848.0,-15.999999999999893,0.8499999999999998,0.996551724137931,1
q22:d41:t704:r1:irrational_to_rational,irrational_to_rational,704,-160.0,864.0,32.000000000000135,0.6499999999999999,0.9657142857142857,1
q22:d41:t704:r1:rational_to_irrational,rational_to_irrational,704,-144.0,848.0,-15.999999999999893,0.8499999999999998,0.996551724137931,1
q22:d41:t704:r2:irrational_to_rational,irrational_to_rational,704,-224.0,928.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t704:r2:rational_to_irrational,rational_to_irrational,704,-224.0,928.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t704:r3:irrational_to_rational,irrational_to_rational,704,-32.0,736.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t704:r3:rational_to_irrational,rational_to_irrational,704,-32.0,736.0,31.999999999999996,-1.2290720991197284e-17,1.0,0
q22:d41:t704:r4:irrational_to_rational,irrational_to_rational,704,0.0,704.0,0.0,0.0,1.0,0
q22:d41:t704:r4:rational_to_irrational,rational_to_irrational,704,0.0,704.0,0.0,0.0,1.0,0
q22:d41:t704:r5:irrational_to_rational,irrational_to_rational,704,-224.0,928.0,32.00000000000008,0.575,0.9887850467289719,0
q22:d41:t704:r5:rational_to_irrational,rational_to_irrational,704,-224.0,928.0,6.266975364216438e-14,0.7249999999999999,0.9836257309941521,0
q22:d41:t704:r6:irrational_to_rational,irrational_to_rational,704,-160.0,864.0,32.000000000000135,0.6499999999999999,0.9657142857142857,1
q22:d41:t704:r6:rational_to_irrational,rational_to_irrational,704,-144.0,848.0,-15.999999999999893,0.8499999999999998,0.996551724137931,1
q22:d41:t704:r7:irrational_to_rational,irrational_to_rational,704,96.0,608.0,32.000000000000135,0.6499999999999999,0.9657142857142857,2
q22:d41:t704:r7:rational_to_irrational,rational_to_irrational,704,80.0,624.0,-15.999999999999893,0.8499999999999998,0.996551724137931,2
q22:d41:t704:r8:irrational_to_rational,irrational_to_rational,704,352.0,352.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t704:r8:rational_to_irrational,rational_to_irrational,704,336.0,368.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,3
q22:d41:t704:r9:irrational_to_rational,irrational_to_rational,704,400.0,304.0,32.000000000000135,0.6499999999999999,0.9657142857142857,3
q22:d41:t704:r9:rational_to_irrational,rational_to_irrational,704,384.0,320.0,-15.999999999999877,0.8249999999999997,0.9945205479452055,3
