split,case_id,seed,duration,teeth,width,rate_on,noise,regime,mode,connection_share_at_80,final_connection_response,post_front_response,geometry_score,response_score,lock_order_spearman,median_k_minus_g_onset_lag,pause_connection_gain,pause_front_velocity,reverse_unlock_spearman
calibration,5,5,897,36,0.055,0.05,0.32,progressive,pause,0.7606575287667809,0.8675691271130247,0.9999999801908841,0.4378955570084706,0.8675691271130247,0.5563414818601519,0.0033482142857142855,-6.650449173489781e-05,0.0,
calibration,5,5,897,36,0.055,0.05,0.32,progressive,reverse,3.453604568826181,0.17162756085859948,,0.43776725507768044,0.17162756085859948,0.314516129032258,0.008928571428571428,,,-0.2847061210153799
calibration,6,6,641,36,0.095,0.075,0.24,progressive,forward,0.7908963421218533,0.8799449323738504,0.9999999991778263,0.40291987412938807,0.8799449323738504,0.4588235294117647,-0.0703125,,,
calibration,6,6,641,36,0.095,0.075,0.24,memory-only,forward,0.5104392614154717,0.17405507955841046,0.09648947321576984,0.40291987412938807,0.17405507955841046,-0.07587976539589442,-0.24531250000000002,,,
calibration,6,6,641,36,0.095,0.075,0.24,late-snap,forward,0.15973261705860564,0.5562079172772164,0.7995518180134441,0.40291987412938807,0.5562079172772164,0.020168067226890758,-0.1546875,,,
calibration,6,6,641,36,0.095,0.075,0.24,false-seam,forward,0.8279458840489787,0.1691757471516778,0.0,0.40291987412938807,0.1691757471516778,0.05228031145717464,-0.27421875,,,
calibration,6,6,641,36,0.095,0.075,0.24,progressive,pause,0.7385753951971316,0.848303933117243,0.9999999990192194,0.39967886995621776,0.848303933117243,0.31064425770308124,-0.1765625,0.09105697547214625,0.0,
calibration,6,6,641,36,0.095,0.075,0.24,progressive,reverse,3.7849219761497723,0.15851291720068178,,0.40294517868760193,0.15851291720068178,0.46481778728367684,-0.00859375,,,-0.493805653030616
calibration,7,7,897,36,0.075,0.1,0.4,progressive,forward,0.8175481190726033,0.9183217424488068,0.9999999999999898,0.41678799536668354,0.9183217424488068,0.6694214941707274,-0.03571428571428571,,,
calibration,7,7,897,36,0.075,0.1,0.4,memory-only,forward,1.1880721977353859,0.09067533538849246,0.0,0.41678799536668354,0.09067533538849246,0.004518497779730494,-0.06249999999999999,,,
calibration,7,7,897,36,0.075,0.1,0.4,late-snap,forward,0.22270610549521766,0.4837265002495083,0.7803244389395645,0.41678799536668354,0.4837265002495083,-0.0339231721717938,0.18526785714285715,,,
calibration,7,7,897,36,0.075,0.1,0.4,false-seam,forward,1.3942620649689308,0.142421713309628,0.03229220275452404,0.41678799536668354,0.142421713309628,0.14285714285714288,-0.09040178571428571,,,
calibration,7,7,897,36,0.075,0.1,0.4,progressive,pause,0.7531639742813153,0.8768145856934385,0.9999999999999871,0.417479968153495,0.8768145856934385,0.5918767507002801,-0.015625,0.018706401147501328,0.0,
calibration,7,7,897,36,0.075,0.1,0.4,progressive,reverse,3.4621691767974787,0.1614293273179991,,0.42102978260119617,0.1614293273179991,0.798495637301444,0.0016741071428571428,,,-0.7903050812562753
calibration,8,8,641,36,0.055,0.05,0.32,progressive,forward,0.8002751569629395,0.874127707271193,0.9999996759427163,0.44039229323289975,0.874127707271193,0.6046332046332047,0.003125,,,
calibration,8,8,641,36,0.055,0.05,0.32,memory-only,forward,0.7771984392498729,0.14513982758600588,0.1223422211009496,0.44039229323289975,0.14513982758600588,0.09193548387096774,-0.13203125,,,
calibration,8,8,641,36,0.055,0.05,0.32,late-snap,forward,0.22226508873508924,0.5075131146992009,0.7592333975870442,0.44039229323289975,0.5075131146992009,-0.0072829131652661075,-0.024999999999999998,,,
calibration,8,8,641,36,0.055,0.05,0.32,false-seam,forward,0.6343658014238532,0.1629790696664309,0.0,0.44039229323289975,0.1629790696664309,0.23152709359605908,-0.17734375000000002,,,
