pair_id,q,d,duration,replicate,condition,window,true_center,irrational_to_rational,rational_to_irrational,parent_ridge,forward_error,reverse_error,parent_error,parent_abs_error,better_single_error,wrong_reverse_ridge,wrong_pair_parent,wrong_pair_abs_error
q19:d59:t480:r7,19,59,480,7,asymmetric,384,1660,2115.368627219604,1216.8085763799243,1666.088601799764,455.36862721960415,-443.19142362007574,6.088601799764092,6.088601799764092,443.19142362007574,2043.6379678143119,2079.503297516958,419.5032975169579
q19:d59:t480:r7,19,59,480,7,asymmetric,512,1660,2171.7755147759135,1161.4975834926656,1666.6365491342895,511.7755147759135,-498.5024165073344,6.636549134289453,6.636549134289453,498.5024165073344,1980.7931613577928,2076.2843380668533,416.28433806685325
q19:d59:t480:r7,19,59,480,7,clean,128,1660,1933.8530330333467,1388.9860647651324,1661.4195488992395,273.8530330333467,-271.01393523486763,1.419548899239544,1.419548899239544,271.01393523486763,2176.0,2054.9265165166735,394.9265165166735
q19:d59:t480:r7,19,59,480,7,clean,256,1660,1984.0,1335.5160071141866,1659.7580035570932,324.0,-324.48399288581345,-0.24199644290683864,0.24199644290683864,324.0,2132.937405085541,2058.46870254277,398.4687025427702
q19:d59:t480:r7,19,59,480,7,clean,384,1660,2045.4826402455599,1279.5764638537073,1662.5295520496336,385.4826402455599,-380.4235361462927,2.529552049633594,2.529552049633594,380.4235361462927,2072.0692544884355,2058.7759473669976,398.77594736699757
q19:d59:t480:r7,19,59,480,7,clean,512,1660,2099.8742185523715,1225.2330755188916,1662.5536470356315,439.87421855237153,-434.7669244811084,2.5536470356314567,2.5536470356314567,434.7669244811084,2009.1930516240702,2054.5336350882208,394.53363508822076
q19:d59:t672:r0,19,59,672,0,asymmetric,128,1679,2144.0,1248.0,1696.0,465.0,-431.0,17.0,17.0,431.0,2159.6041756543564,2151.802087827178,472.8020878271782
q19:d59:t672:r0,19,59,672,0,asymmetric,256,1679,2201.311204218076,1184.0,1692.655602109038,522.311204218076,-495.0,13.655602109038,13.655602109038,495.0,2120.9733057748704,2161.142254996473,482.1422549964732
q19:d59:t672:r0,19,59,672,0,asymmetric,384,1679,2255.8120495812927,1120.0,1687.9060247906464,576.8120495812927,-559.0,8.90602479064637,8.90602479064637,559.0,2060.8462636835366,2158.3291566324147,479.32915663241465
q19:d59:t672:r0,19,59,672,0,asymmetric,512,1679,2312.0173054333027,1061.889852308355,1686.953578870829,633.0173054333027,-617.1101476916449,7.953578870829006,7.953578870829006,617.1101476916449,1998.2359917465046,2155.1266485899037,476.12664858990365
q19:d59:t672:r0,19,59,672,0,clean,128,1679,2048.0,1312.0,1680.0,369.0,-367.0,1.0,1.0,367.0,2192.3199728076834,2120.1599864038417,441.1599864038417
q19:d59:t672:r0,19,59,672,0,clean,256,1679,2106.9718529112606,1253.6604349435647,1680.3161439274127,427.9718529112606,-425.3395650564353,1.3161439274126678,1.3161439274126678,425.3395650564353,2154.4703425386997,2130.72109772498,451.72109772498015
q19:d59:t672:r0,19,59,672,0,clean,384,1679,2161.8923061328337,1199.3407614812297,1680.6165338070318,482.8923061328337,-479.6592385187703,1.6165338070318285,1.6165338070318285,479.6592385187703,2094.335033630263,2128.113669881548,449.11366988154805
q19:d59:t672:r0,19,59,672,0,clean,512,1679,2218.566058175625,1143.4091855685822,1680.9876218721038,539.5660581756251,-535.5908144314178,1.987621872103773,1.987621872103773,535.5908144314178,2031.7217953228262,2125.1439267492256,446.14392674922556
q19:d59:t672:r1,19,59,672,1,asymmetric,128,1698,2176.0,1248.0,1712.0,478.0,-450.0,14.0,14.0,450.0,2178.6444206135425,2177.322210306771,479.322210306771
q19:d59:t672:r1,19,59,672,1,asymmetric,256,1698,2220.2888948780164,1196.4122571185756,1708.3505759982959,522.2888948780164,-501.58774288142445,10.35057599829588,10.35057599829588,501.58774288142445,2141.0743347533044,2180.6816148156604,482.6816148156604
q19:d59:t672:r1,19,59,672,1,asymmetric,384,1698,2277.6104747647382,1139.4664446522163,1708.5384597084771,579.6104747647382,-558.5335553477837,10.538459708477149,10.538459708477149,558.5335553477837,2080.1409344150147,2178.8757045898765,480.8757045898765
q19:d59:t672:r1,19,59,672,1,asymmetric,512,1698,2336.0,1081.2549162688115,1708.6274581344057,638.0,-616.7450837311885,10.627458134405742,10.627458134405742,616.7450837311885,2018.00445002499,2177.002225012495,479.0022250124948
q19:d59:t672:r1,19,59,672,1,clean,128,1698,2080.0,1327.3094185555276,1703.6547092777637,382.0,-370.6905814444724,5.654709277763686,5.654709277763686,370.6905814444724,2208.0,2144.0,446.0
q19:d59:t672:r1,19,59,672,1,clean,256,1698,2128.219090146243,1280.0,1704.1095450731216,430.21909014624316,-418.0,6.109545073121581,6.109545073121581,418.0,2174.6199368318644,2151.4195134890538,453.41951348905377
q19:d59:t672:r1,19,59,672,1,clean,384,1698,2184.986183075006,1216.0,1700.493091537503,486.986183075006,-482.0,2.4930915375030054,2.4930915375030054,482.0,2114.5108699193856,2149.7485264971956,451.7485264971956
q19:d59:t672:r1,19,59,672,1,clean,512,1698,2242.9576507307625,1156.3013681142247,1699.6295094224936,544.9576507307625,-541.6986318857753,1.6295094224935838,1.6295094224935838,541.6986318857753,2051.9599854522253,2147.458818091494,449.45881809149387
q19:d59:t672:r2,19,59,672,2,asymmetric,128,1717,2176.0,1280.0,1728.0,459.0,-437.0,11.0,11.0,437.0,2202.759993905307,2189.3799969526535,472.3799969526535
q19:d59:t672:r2,19,59,672,2,asymmetric,256,1717,2240.0,1217.1092331810876,1728.554616590544,523.0,-499.8907668189124,11.554616590543901,11.554616590543901,499.8907668189124,2170.723417439999,2205.3617087199996,488.36170871999957
q19:d59:t672:r2,19,59,672,2,asymmetric,384,1717,2297.374963069272,1162.5166788374843,1729.9458209533782,580.3749630692719,-554.4833211625157,12.945820953378188,12.945820953378188,554.4833211625157,2110.6569502980424,2204.0159566836574,487.01595668365735
q19:d59:t672:r2,19,59,672,2,asymmetric,512,1717,2354.1957696718187,1106.3576603208255,1730.276714996322,637.1957696718187,-610.6423396791745,13.27671499632197,13.27671499632197,610.6423396791745,2048.0842039387235,2201.1399868052713,484.1399868052713
q19:d59:t672:r2,19,59,672,2,clean,128,1717,2080.0,1344.0,1712.0,363.0,-373.0,-5.0,5.0,363.0,2230.858094714947,2155.429047357474,438.4290473574738
q19:d59:t672:r2,19,59,672,2,clean,256,1717,2144.0,1290.518687218937,1717.2593436094685,427.0,-426.481312781063,0.25934360946848756,0.25934360946848756,426.481312781063,2191.339408731243,2167.6697043656213,450.6697043656213
q19:d59:t672:r2,19,59,672,2,clean,384,1717,2202.5523365167264,1234.2735312939237,1718.4129339053252,485.5523365167264,-482.7264687060763,1.4129339053251897,1.4129339053251897,482.7264687060763,2130.5217259500455,2166.537031233386,449.5370312333862
q19:d59:t672:r2,19,59,672,2,clean,512,1717,2259.1578010830676,1176.7370912249687,1717.947446154018,542.1578010830676,-540.2629087750313,0.9474461540180528,0.9474461540180528,540.2629087750313,2067.6636323813905,2163.410716732229,446.41071673222905
q19:d59:t672:r3,19,59,672,3,asymmetric,128,1736,2176.0,1312.0,1744.0,440.0,-424.0,8.0,8.0,424.0,2214.5190689464816,2195.259534473241,459.2595344732408
q19:d59:t672:r3,19,59,672,3,asymmetric,256,1736,2240.0,1248.0,1744.0,504.0,-488.0,8.0,8.0,488.0,2174.2103820775274,2207.1051910387637,471.1051910387637
q19:d59:t672:r3,19,59,672,3,asymmetric,384,1736,2304.0,1184.0,1744.0,568.0,-552.0,8.0,8.0,552.0,2113.6430753095706,2208.821537654785,472.82153765478506
q19:d59:t672:r3,19,59,672,3,asymmetric,512,1736,2366.9103388918757,1123.2563726228336,1745.0833557573546,630.9103388918757,-612.7436273771664,9.083355757354639,9.083355757354639,612.7436273771664,2051.3715165727617,2209.1409277323187,473.1409277323187
q19:d59:t672:r3,19,59,672,3,clean,128,1736,2112.0,1376.0,1744.0,376.0,-360.0,8.0,8.0,360.0,2254.0900285573507,2183.0450142786754,447.04501427867535
q19:d59:t672:r3,19,59,672,3,clean,256,1736,2159.6869543725466,1312.8451757334353,1736.266065052991,423.68695437254655,-423.1548242665647,0.26606505299105265,0.26606505299105265,423.1548242665647,2214.9357083668206,2187.3113313696836,451.31133136968356
q19:d59:t672:r3,19,59,672,3,clean,384,1736,2216.312489649805,1257.6410722320397,1736.9767809409223,480.3124896498048,-478.35892776796027,0.9767809409222536,0.9767809409222536,478.35892776796027,2154.517542437275,2185.41501604354,449.41501604354016
q19:d59:t672:r3,19,59,672,3,clean,512,1736,2274.1659708760017,1200.8587421595646,1737.5123565177832,538.1659708760017,-535.1412578404354,1.512356517783246,1.512356517783246,535.1412578404354,2091.8028069410457,2182.9843889085237,446.98438890852367
q19:d59:t672:r4,19,59,672,4,asymmetric,128,1755,2208.0,1312.0,1760.0,453.0,-443.0,5.0,5.0,443.0,2123.8427043848037,2165.921352192402,410.9213521924021
q19:d59:t672:r4,19,59,672,4,asymmetric,256,1755,2272.0,1254.4815611723982,1763.240780586199,517.0,-500.5184388276018,8.24078058619898,8.24078058619898,500.5184388276018,2093.1851056636483,2182.592552831824,427.5925528318239
q19:d59:t672:r4,19,59,672,4,asymmetric,384,1755,2336.0,1199.066178646798,1767.533089323399,581.0,-555.9338213532019,12.533089323399054,12.533089323399054,555.9338213532019,2033.006186686568,2184.503093343284,429.50309334328404
q19:d59:t672:r4,19,59,672,4,asymmetric,512,1755,2393.5933589626,1142.221343727403,1767.9073513450016,638.5933589626002,-612.7786562725969,12.907351345001643,12.907351345001643,612.7786562725969,1970.3772998392683,2181.9853294009345,426.98532940093446
q19:d59:t672:r4,19,59,672,4,clean,128,1755,2112.0,1376.0,1744.0,357.0,-379.0,-11.0,11.0,357.0,2176.0,2144.0,389.0
q19:d59:t672:r4,19,59,672,4,clean,256,1755,2176.0,1331.2211300473632,1753.6105650236816,421.0,-423.7788699526368,-1.3894349763183982,1.3894349763183982,421.0,2134.346267454779,2155.1731337273895,400.17313372738954
q19:d59:t672:r4,19,59,672,4,clean,384,1755,2238.6435723684754,1273.365079117034,1756.0043257427546,483.64357236847536,-481.63492088296607,1.004325742754645,1.004325742754645,481.63492088296607,2073.334225359884,2155.9888988641796,400.98889886417965
q19:d59:t672:r4,19,59,672,4,clean,512,1755,2294.303896358315,1216.0,1755.1519481791574,539.3038963583149,-539.0,0.15194817915744352,0.15194817915744352,539.0,2010.4063901108614,2152.355143234588,397.355143234588
q19:d59:t672:r5,19,59,672,5,asymmetric,128,1774,2240.0,1344.0,1792.0,466.0,-430.0,18.0,18.0,430.0,2156.6378236524174,2198.318911826209,424.31891182620893
q19:d59:t672:r5,19,59,672,5,asymmetric,256,1774,2295.248007896069,1280.0,1787.6240039480344,521.2480078960689,-494.0,13.624003948034442,13.624003948034442,494.0,2112.0,2203.6240039480344,429.62400394803444
q19:d59:t672:r5,19,59,672,5,asymmetric,384,1774,2350.8553794694208,1217.9181653084815,1784.3867723889512,576.8553794694208,-556.0818346915185,10.386772388951158,10.386772388951158,556.0818346915185,2048.0,2199.4276897347104,425.4276897347104
q19:d59:t672:r5,19,59,672,5,asymmetric,512,1774,2407.860234719882,1162.651980989894,1785.256107854888,633.8602347198821,-611.3480190101061,11.256107854887887,11.256107854887887,611.3480190101061,1984.0,2195.930117359941,421.93011735994105
q19:d59:t672:r5,19,59,672,5,clean,128,1774,2144.0,1408.0,1776.0,370.0,-366.0,2.0,2.0,366.0,2208.0,2176.0,402.0
q19:d59:t672:r5,19,59,672,5,clean,256,1774,2205.8438669501775,1345.608390928239,1775.7261289392081,431.84386695017747,-428.39160907176097,1.726128939208138,1.726128939208138,428.39160907176097,2156.7153055042186,2181.279586227198,407.2795862271978
q19:d59:t672:r5,19,59,672,5,clean,384,1774,2259.6019002121157,1290.6241710417091,1775.1130356269123,485.60190021211565,-483.37582895829087,1.1130356269122785,1.1130356269122785,483.37582895829087,2096.808819508537,2178.205359860326,404.2053598603261
q19:d59:t672:r5,19,59,672,5,clean,512,1774,2315.065356448875,1234.138704477204,1774.6020304630395,541.0653564488748,-539.8612955227959,0.6020304630394548,0.6020304630394548,539.8612955227959,2034.2776894064575,2174.671522927666,400.67152292766605
q19:d59:t672:r6,19,59,672,6,asymmetric,128,1792,2272.0,1344.0,1808.0,480.0,-448.0,16.0,16.0,448.0,2156.0107480684874,2214.0053740342437,422.0053740342437
q19:d59:t672:r6,19,59,672,6,asymmetric,256,1792,2316.130690543656,1285.575017495745,1800.8528540197003,524.1306905436559,-506.424982504255,8.852854019700317,8.852854019700317,506.424982504255,2114.5313001367094,2215.3309953401827,423.33099534018265
q19:d59:t672:r6,19,59,672,6,asymmetric,384,1792,2373.6368306399168,1230.0371046458104,1801.8369676428636,581.6368306399168,-561.9628953541896,9.836967642863556,9.836967642863556,561.9628953541896,2054.714195845595,2214.175513242756,422.1755132427561
q19:d59:t672:r6,19,59,672,6,asymmetric,512,1792,2432.0,1172.8651270361115,1802.4325635180558,640.0,-619.1348729638885,10.432563518055758,10.432563518055758,619.1348729638885,1992.2151384554022,2212.107569227701,420.1075692277009
q19:d59:t672:r6,19,59,672,6,clean,128,1792,2162.206818602852,1422.8406604092684,1792.52373950606,370.20681860285185,-369.15933959073163,0.5237395060601102,0.5237395060601102,369.15933959073163,2218.5248831286754,2190.3658508657636,398.3658508657636
q19:d59:t672:r6,19,59,672,6,clean,256,1792,2217.605402284646,1367.7645163825039,1792.684959333575,425.60540228464606,-424.23548361749613,0.6849593335750797,0.6849593335750797,424.23548361749613,2180.7770588182084,2199.191230551427,407.191230551427
q19:d59:t672:r6,19,59,672,6,clean,384,1792,2272.0,1312.0,1792.0,480.0,-480.0,0.0,0.0,480.0,2121.564176244282,2196.782088122141,404.782088122141
q19:d59:t672:r6,19,59,672,6,clean,512,1792,2331.9444765390294,1254.5040092637184,1793.224242901374,539.9444765390294,-537.4959907362816,1.2242429013740548,1.2242429013740548,537.4959907362816,2059.281930886761,2195.6132037128955,403.6132037128955
q19:d59:t672:r7,19,59,672,7,asymmetric,128,1811,2272.0,1376.0,1824.0,461.0,-435.0,13.0,13.0,435.0,2176.0,2224.0,413.0
q19:d59:t672:r7,19,59,672,7,asymmetric,256,1811,2336.0,1312.0,1824.0,525.0,-499.0,13.0,13.0,499.0,2136.556003535796,2236.278001767898,425.2780017678979
q19:d59:t672:r7,19,59,672,7,asymmetric,384,1811,2391.5833920529894,1248.0,1819.7916960264947,580.5833920529894,-563.0,8.79169602649472,8.79169602649472,563.0,2075.777417252592,2233.6804046527905,422.68040465279046
q19:d59:t672:r7,19,59,672,7,asymmetric,512,1811,2448.3486214376167,1192.2857351757214,1820.3171783066691,637.3486214376167,-618.7142648242786,9.31717830666912,9.31717830666912,618.7142648242786,2012.933352625564,2230.64098703159,419.64098703159016
q19:d59:t672:r7,19,59,672,7,clean,128,1811,2176.0,1440.0,1808.0,365.0,-371.0,-3.0,3.0,365.0,2240.0,2208.0,397.0
q19:d59:t672:r7,19,59,672,7,clean,256,1811,2240.0,1382.3276803157694,1811.1638401578848,429.0,-428.6723196842306,0.1638401578848061,0.1638401578848061,428.6723196842306,2186.4648106632003,2213.2324053316,402.23240533160015
q19:d59:t672:r7,19,59,672,7,clean,384,1811,2297.9382365077367,1326.84442881699,1812.3913326623633,486.93823650773675,-484.1555711830099,1.391332662363311,1.391332662363311,484.1555711830099,2125.7247547378843,2211.8314956228105,400.8314956228105
q19:d59:t672:r7,19,59,672,7,clean,512,1811,2355.0030889163645,1269.9430260064344,1812.4730574613995,544.0030889163645,-541.0569739935656,1.4730574613995486,1.4730574613995486,541.0569739935656,2063.106479187852,2209.0547840521085,398.0547840521085
q29:d61:t288:r0,29,61,288,0,asymmetric,128,1830,2037.653728417447,1632.0,1834.8268642087235,207.65372841744693,-198.0,4.826864208723464,4.826864208723464,198.0,2194.9354874620576,2116.2946079397525,286.2946079397525
q29:d61:t288:r0,29,61,288,0,asymmetric,256,1830,2081.4028188387742,1587.371118747693,1834.3869687932336,251.40281883877424,-242.6288812523071,4.386968793233564,4.386968793233564,242.6288812523071,2161.2343552289863,2121.3185870338802,291.31858703388025
q29:d61:t288:r0,29,61,288,0,asymmetric,384,1830,2140.4638549072683,1527.56574584778,1834.0148003775241,310.46385490726834,-302.4342541522201,4.014800377524125,4.014800377524125,302.4342541522201,2101.599545924486,2121.031700415877,291.0317004158769
q29:d61:t288:r0,29,61,288,0,asymmetric,512,1830,2202.776714859828,1464.8504436457272,1833.8135792527778,372.7767148598282,-365.1495563542728,3.8135792527777994,3.8135792527777994,365.1495563542728,2039.1659011890677,2120.971308024448,290.9713080244478
q29:d61:t288:r0,29,61,288,0,clean,128,1830,1996.767682835655,1664.0,1830.3838414178276,166.76768283565502,-166.0,0.38384141782762526,0.38384141782762526,166.0,2246.4327602424783,2121.6002215390668,291.60022153906675
q29:d61:t288:r0,29,61,288,0,clean,256,1830,2044.02292143151,1619.3100125060673,1831.6664669687887,214.02292143150999,-210.68998749393268,1.6664669687886544,1.6664669687886544,210.68998749393268,2205.8104140842515,2124.9166677578805,294.91666775788053
q29:d61:t288:r0,29,61,288,0,clean,384,1830,2101.672223794464,1559.3366992158235,1830.5044615051438,271.6722237944641,-270.6633007841765,0.5044615051438086,0.5044615051438086,270.6633007841765,2144.954742987486,2123.3134833909753,293.3134833909753
q29:d61:t288:r0,29,61,288,0,clean,512,1830,2163.655537165087,1496.6153879067926,1830.13546253594,333.655537165087,-333.38461209320735,0.1354625359399506,0.1354625359399506,333.38461209320735,2082.8264893178175,2123.2410132414525,293.2410132414525
q29:d61:t288:r1,29,61,288,1,asymmetric,128,1849,2055.627816294604,1653.1652717292036,1854.3965440119039,206.62781629460414,-195.8347282707964,5.39654401190387,5.39654401190387,195.8347282707964,2209.5232716642968,2132.5755439794502,283.57554397945023
q29:d61:t288:r1,29,61,288,1,asymmetric,256,1849,2097.422848152807,1607.7242332931855,1852.5735407229963,248.4228481528071,-241.27576670681447,3.573540722996313,3.573540722996313,241.27576670681447,2172.328973549299,2134.875910851053,285.87591085105305
q29:d61:t288:r1,29,61,288,1,asymmetric,384,1849,2154.9446503603685,1548.2095500856935,1851.577100223031,305.94465036036854,-300.79044991430646,2.5771002230310387,2.5771002230310387,300.79044991430646,2111.3790072288916,2133.1618287946303,284.1618287946303
q29:d61:t288:r1,29,61,288,1,asymmetric,512,1849,2216.9605582730314,1485.5832780641142,1851.271918168573,367.96055827303144,-363.4167219358858,2.271918168572938,2.271918168572938,363.4167219358858,2048.650439215675,2132.805498744353,283.8054987443529
q29:d61:t288:r1,29,61,288,1,clean,128,1849,2012.466845250721,1683.8426071589251,1848.154726204823,163.466845250721,-165.15739284107485,-0.8452737951770359,0.8452737951770359,163.466845250721,2272.0,2142.2334226253606,293.2334226253606
q29:d61:t288:r1,29,61,288,1,clean,256,1849,2050.8357250812724,1640.4561407274284,1845.6459329043505,201.83572508127236,-208.54385927257158,-3.354067095649498,3.354067095649498,201.83572508127236,2233.315123469298,2142.0754242752855,293.0754242752855
q29:d61:t288:r1,29,61,288,1,clean,384,1849,2109.58277346962,1581.827482811848,1845.705128140734,260.58277346961995,-267.1725171881519,-3.2948718592660953,3.2948718592660953,260.58277346961995,2172.027526459863,2140.8051499647418,291.80514996474176
q29:d61:t288:r1,29,61,288,1,clean,512,1849,2171.9351346708404,1519.5331716011033,1845.7341531359718,322.9351346708404,-329.4668283988967,-3.2658468640281626,3.2658468640281626,322.9351346708404,2109.0008142267225,2140.467974448781,291.4679744487812
q29:d61:t288:r2,29,61,288,2,asymmetric,128,1868,2078.594740759029,1670.8684685863811,1874.731604672705,210.5947407590288,-197.13153141361886,6.731604672705089,6.731604672705089,197.13153141361886,2234.075141369552,2156.3349410642904,288.33494106429043
q29:d61:t288:r2,29,61,288,2,asymmetric,256,1868,2119.294835296863,1629.6472234180371,1874.4710293574499,251.29483529686286,-238.35277658196287,6.471029357449879,6.471029357449879,238.35277658196287,2195.1757940794746,2157.2353146881687,289.2353146881687
q29:d61:t288:r2,29,61,288,2,asymmetric,384,1868,2178.468579493186,1570.639324187266,1874.553951840226,310.4685794931861,-297.3606758127339,6.553951840226091,6.553951840226091,297.3606758127339,2134.176675755819,2156.3226276245023,288.3226276245023
q29:d61:t288:r2,29,61,288,2,asymmetric,512,1868,2240.935984791707,1508.3110591118445,1874.6235219517757,372.93598479170714,-359.68894088815546,6.623521951775729,6.623521951775729,359.68894088815546,2071.253477925533,2156.0947313586203,288.09473135862027
q29:d61:t288:r2,29,61,288,2,clean,128,1868,2037.6812895844378,1701.8785639653984,1869.779926774918,169.68128958443776,-166.12143603460163,1.7799267749180672,1.7799267749180672,166.12143603460163,2287.890202957326,2162.7857462708816,294.78574627088165
q29:d61:t288:r2,29,61,288,2,clean,256,1868,2084.364656522677,1658.3545954115352,1871.359625967106,216.3646565226768,-209.64540458846477,3.3596259671060125,3.3596259671060125,209.64540458846477,2248.1313520728204,2166.2480042977486,298.2480042977486
q29:d61:t288:r2,29,61,288,2,clean,384,1868,2144.77775352214,1598.5959244488422,1871.686838985491,276.77775352213985,-269.4040755511578,3.686838985491022,3.686838985491022,269.4040755511578,2188.0851142638776,2166.431433893009,298.43143389300894
q29:d61:t288:r2,29,61,288,2,clean,512,1868,2207.4361441616766,1535.9427735745871,1871.6894588681319,339.43614416167657,-332.05722642541286,3.689458868131851,3.689458868131851,332.05722642541286,2125.5038372143435,2166.46999068801,298.46999068801006
q29:d61:t288:r3,29,61,288,3,asymmetric,128,1887,2096.428984655522,1696.0,1896.214492327761,209.42898465552207,-191.0,9.214492327761036,9.214492327761036,191.0,2252.6134392719955,2174.521211963759,287.521211963759
q29:d61:t288:r3,29,61,288,3,asymmetric,256,1887,2142.1008053164524,1644.484147971229,1893.2924766438407,255.10080531645235,-242.51585202877095,6.2924766438407005,6.2924766438407005,242.51585202877095,2215.738153248022,2178.9194792822373,291.91947928223726
q29:d61:t288:r3,29,61,288,3,asymmetric,384,1887,2200.671976360803,1586.2165559686455,1893.4442661647242,313.671976360803,-300.7834440313545,6.44426616472424,6.44426616472424,300.7834440313545,2155.2053132452093,2177.9386448030064,290.93864480300635
q29:d61:t288:r3,29,61,288,3,asymmetric,512,1887,2263.0092768076984,1524.036902523186,1893.523089665442,376.00927680769837,-362.963097476814,6.523089665442058,6.523089665442058,362.963097476814,2092.44942941185,2177.729353109774,290.7293531097739
q29:d61:t288:r3,29,61,288,3,clean,128,1887,2053.283092199625,1723.786683510614,1888.5348878551195,166.28309219962512,-163.213316489386,1.5348878551194503,1.5348878551194503,163.213316489386,2560.0,2306.6415460998123,419.64154609981233
q29:d61:t288:r3,29,61,288,3,clean,256,1887,2092.6981943388037,1683.7249789959924,1888.211586667398,205.69819433880366,-203.2750210040076,1.2115866673980236,1.2115866673980236,203.2750210040076,2263.311547692861,2178.0048710158326,291.0048710158326
q29:d61:t288:r3,29,61,288,3,clean,384,1887,2150.649327858687,1625.1070950647204,1887.8782114617036,263.6493278586868,-261.8929049352796,0.8782114617035859,0.8782114617035859,261.8929049352796,2202.0506150717815,2176.3499714652344,289.3499714652344
q29:d61:t288:r3,29,61,288,3,clean,512,1887,2212.728488787058,1562.8162051710249,1887.7723469790412,325.7284887870578,-324.1837948289751,0.772346979041231,0.772346979041231,324.1837948289751,2139.0334707837756,2175.8809797854165,288.88097978541646
q29:d61:t288:r4,29,61,288,4,asymmetric,128,1906,2112.0,1709.2526951798231,1910.6263475899116,206.0,-196.74730482017685,4.626347589911575,4.626347589911575,196.74730482017685,2155.5374868258364,2133.7687434129184,227.7687434129184
q29:d61:t288:r4,29,61,288,4,asymmetric,256,1906,2156.899425828116,1664.377243983592,1910.638334905854,250.8994258281159,-241.62275601640795,4.638334905853981,4.638334905853981,241.62275601640795,2111.4975832963623,2134.198504562239,228.19850456223912
q29:d61:t288:r4,29,61,288,4,asymmetric,384,1906,2216.1709364679655,1605.569057428417,1910.8699969481913,310.1709364679655,-300.43094257158305,4.869996948191329,4.869996948191329,300.43094257158305,2051.632571624698,2133.901754046332,227.90175404633192
q29:d61:t288:r4,29,61,288,4,asymmetric,512,1906,2278.6693878484657,1543.2177362594357,1910.9435620539507,372.6693878484657,-362.7822637405643,4.9435620539507,4.9435620539507,362.7822637405643,1989.306305212228,2133.987846530347,227.98784653034681
q29:d61:t288:r4,29,61,288,4,clean,128,1906,2074.096275257915,1742.4385543927544,1908.2674148253345,168.09627525791484,-163.56144560724556,2.2674148253345265,2.2674148253345265,163.56144560724556,2231.4086705889104,2152.752472923413,246.75247292341282
q29:d61:t288:r4,29,61,288,4,clean,256,1906,2118.6664044617783,1695.4925750256639,1907.079489743721,212.66640446177826,-210.50742497433612,1.0794897437210693,1.0794897437210693,210.50742497433612,2197.6535405802006,2158.1599725209894,252.1599725209894
q29:d61:t288:r4,29,61,288,4,clean,384,1906,2178.4614460578728,1637.2288566196394,1907.845151338756,272.46144605787276,-268.7711433803606,1.845151338756068,1.845151338756068,268.7711433803606,2137.60820438343,2158.0348252206513,252.03482522065133
q29:d61:t288:r4,29,61,288,4,clean,512,1906,2241.173584068461,1575.1678199852447,1908.1707020268527,335.17358406846097,-330.8321800147553,2.170702026852723,2.170702026852723,330.8321800147553,2075.0272508581293,2158.1004174632953,252.10041746329534
q29:d61:t288:r5,29,61,288,5,asymmetric,128,1925,2129.560791528115,1728.0,1928.7803957640574,204.5607915281148,-197.0,3.7803957640574026,3.7803957640574026,197.0,2196.139210580968,2162.8500010545413,237.85000105454128
q29:d61:t288:r5,29,61,288,5,asymmetric,256,1925,2172.923218351169,1686.6603620503681,1929.7917902007684,247.923218351169,-238.33963794963188,4.791790200768446,4.791790200768446,238.33963794963188,2150.5413466790687,2161.7322825151186,236.73228251511864
q29:d61:t288:r5,29,61,288,5,asymmetric,384,1925,2232.144226609419,1627.3548475689902,1929.7495370892048,307.1442266094191,-297.6451524310098,4.74953708920475,4.74953708920475,297.6451524310098,2088.976009637326,2160.5601181233724,235.56011812337238
q29:d61:t288:r5,29,61,288,5,asymmetric,512,1925,2294.6266407789635,1564.8455981476327,1929.736119463298,369.6266407789635,-360.1544018523673,4.73611946329811,4.73611946329811,360.1544018523673,2026.0079394066063,2160.317290092785,235.3172900927848
q29:d61:t288:r5,29,61,288,5,clean,128,1925,2090.5500983289444,1760.0,1925.2750491644722,165.5500983289444,-165.0,0.2750491644721933,0.2750491644721933,165.0,2257.6495522401756,2174.09982528456,249.0998252845602
q29:d61:t288:r5,29,61,288,5,clean,256,1925,2133.848002890928,1716.1153146811175,1924.9816587860228,208.848002890928,-208.88468531888248,-0.018341213977237203,0.018341213977237203,208.848002890928,2210.1355812894885,2171.991792090208,246.99179209020804
q29:d61:t288:r5,29,61,288,5,clean,384,1925,2192.0606706353715,1656.6539932867381,1924.3573319610548,267.0606706353715,-268.3460067132619,-0.6426680389452031,0.6426680389452031,267.0606706353715,2149.5153393187047,2170.7880049770383,245.78800497703833
q29:d61:t288:r5,29,61,288,5,clean,512,1925,2254.2228826872474,1594.0952668258217,1924.1590747565347,329.2228826872474,-330.9047331741783,-0.8409252434653354,0.8409252434653354,329.2228826872474,2086.72809315957,2170.4754879234088,245.47548792340876
q29:d61:t288:r6,29,61,288,6,asymmetric,128,1944,2139.5261209651953,1753.2965908552085,1946.411355910202,195.52612096519533,-190.70340914479152,2.411355910202019,2.411355910202019,190.70340914479152,2193.1874966475093,2166.356808806352,222.3568088063521
q29:d61:t288:r6,29,61,288,6,asymmetric,256,1944,2183.416754888918,1709.3397248384617,1946.37823986369,239.41675488891815,-234.66027516153827,2.3782398636899416,2.3782398636899416,234.66027516153827,2152.68734091168,2168.052047900299,224.05204790029893
