record,grandchild_half_index,child_half_index,current_full_or_failure_index,current_full_observed,ordered,grandchild_half_lead_s,child_half_lead_s,current_full_or_failure_lead_s
Wgn23,25090,25092,25098,False,True,0.7969000000002779,0.5976000000000568,0.0
