split,duration,turns,amplitude,seed,variant,suffix_error,recent_tick_error,final_history_distance,peak_history_distance,retention_ratio,emergence_progress,closure_jump_share
holdout,769,7,0.36,11,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.36,11,negative detour,0.0,0.0,0.4157592779933874,0.5386443133659002,0.7718623731407757,0.375,0.019115671787182893
holdout,769,7,0.36,11,oscillatory detour,0.0,0.0,0.4262860640313981,0.6084795465734251,0.7005758310726691,0.25,0.023486469680686187
holdout,769,7,0.36,11,positive detour,0.0,0.0,0.4157592753253424,0.5386044212778934,0.7719195366776075,0.375,0.019117133881235742
holdout,769,7,0.36,11,pseudo-stochastic bridge,0.0,0.0,0.38500148623952024,0.5620854558592916,0.6849518738230771,0.25,0.013680842188499015
holdout,769,7,0.36,12,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.36,12,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
holdout,769,7,0.36,12,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.36,12,negative detour,0.0,0.0,0.4157592779933874,0.5386443133659002,0.7718623731407757,0.375,0.019115671787182893
holdout,769,7,0.36,12,oscillatory detour,0.0,0.0,0.4262860640313981,0.6084795465734251,0.7005758310726691,0.25,0.023486469680686187
holdout,769,7,0.36,12,positive detour,0.0,0.0,0.4157592753253424,0.5386044212778934,0.7719195366776075,0.375,0.019117133881235742
holdout,769,7,0.36,12,pseudo-stochastic bridge,0.0,0.0,0.5481398776782054,0.717751389331196,0.7636904446663135,0.125,0.02678471227551082
holdout,769,7,0.36,13,back-loaded,0.0,0.0,0.4641686442138296,0.4641686442138296,1.0,0.25,0.011975141899054347
holdout,769,7,0.36,13,early burst,0.0,0.0,0.46650013608406526,0.5466590035643606,0.8533658698427385,0.25,0.025602301981085603
holdout,769,7,0.36,13,front-loaded,0.0,0.0,0.4641686415796939,0.4641686415796939,1.0,0.25,0.011975148282485026
holdout,769,7,0.36,13,negative detour,0.0,0.0,0.4157592779933874,0.5386443133659002,0.7718623731407757,0.375,0.019115671787182893
holdout,769,7,0.36,13,oscillatory detour,0.0,0.0,0.4262860640313981,0.6084795465734251,0.7005758310726691,0.25,0.023486469680686187
holdout,769,7,0.36,13,positive detour,0.0,0.0,0.4157592753253424,0.5386044212778934,0.7719195366776075,0.375,0.019117133881235742
holdout,769,7,0.36,13,pseudo-stochastic bridge,0.0,0.0,0.5083229526008921,0.5954276800998243,0.8537106513349716,0.125,0.013630877793676341
holdout,1537,3,0.24,10,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.24,10,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.24,10,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.24,10,negative detour,0.0,0.0,0.23189832922700968,0.41704387238276475,0.5560525992195189,0.375,0.00578500606060849
holdout,1537,3,0.24,10,oscillatory detour,0.0,0.0,0.16301183602232666,0.3356544051284358,0.4856537960821677,0.25,0.010009671493100971
holdout,1537,3,0.24,10,positive detour,0.0,0.0,0.2318983291511129,0.40742883721145523,0.5691750508831996,0.375,0.005921528345289805
holdout,1537,3,0.24,10,pseudo-stochastic bridge,0.0,0.0,0.32973425047892807,0.4835094152012938,0.6819603509512916,0.125,0.017691181534377917
holdout,1537,3,0.24,11,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.24,11,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.24,11,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.24,11,negative detour,0.0,0.0,0.23189832922700968,0.41704387238276475,0.5560525992195189,0.375,0.00578500606060849
holdout,1537,3,0.24,11,oscillatory detour,0.0,0.0,0.16301183602232666,0.3356544051284358,0.4856537960821677,0.25,0.010009671493100971
holdout,1537,3,0.24,11,positive detour,0.0,0.0,0.2318983291511129,0.40742883721145523,0.5691750508831996,0.375,0.005921528345289805
holdout,1537,3,0.24,11,pseudo-stochastic bridge,0.0,0.0,0.27036500572899097,0.44523766474209275,0.6072374983944854,0.5,0.01563185422273357
holdout,1537,3,0.24,12,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.24,12,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.24,12,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.24,12,negative detour,0.0,0.0,0.23189832922700968,0.41704387238276475,0.5560525992195189,0.375,0.00578500606060849
holdout,1537,3,0.24,12,oscillatory detour,0.0,0.0,0.16301183602232666,0.3356544051284358,0.4856537960821677,0.25,0.010009671493100971
holdout,1537,3,0.24,12,positive detour,0.0,0.0,0.2318983291511129,0.40742883721145523,0.5691750508831996,0.375,0.005921528345289805
holdout,1537,3,0.24,12,pseudo-stochastic bridge,0.0,0.0,0.31475832161574735,0.44269754084967095,0.7110008359468873,0.25,0.015903598987044992
holdout,1537,3,0.24,13,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.24,13,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.24,13,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.24,13,negative detour,0.0,0.0,0.23189832922700968,0.41704387238276475,0.5560525992195189,0.375,0.00578500606060849
holdout,1537,3,0.24,13,oscillatory detour,0.0,0.0,0.16301183602232666,0.3356544051284358,0.4856537960821677,0.25,0.010009671493100971
holdout,1537,3,0.24,13,positive detour,0.0,0.0,0.2318983291511129,0.40742883721145523,0.5691750508831996,0.375,0.005921528345289805
holdout,1537,3,0.24,13,pseudo-stochastic bridge,0.0,0.0,0.2041645792454975,0.359960254255127,0.567186451370803,0.125,0.0018876213096617406
holdout,1537,3,0.36,10,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.36,10,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.36,10,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.36,10,negative detour,0.0,0.0,0.40005835076308804,0.4426639664243312,0.9037517871504318,0.375,0.001816290874502477
holdout,1537,3,0.36,10,oscillatory detour,0.0,0.0,0.2791260276174474,0.4626253521002492,0.6033522078940495,0.25,0.010936902798807819
holdout,1537,3,0.36,10,positive detour,0.0,0.0,0.40005835065954215,0.404232911497812,0.9896728823420098,0.375,0.0019889690435466257
holdout,1537,3,0.36,10,pseudo-stochastic bridge,0.0,0.0,0.42440632253677896,0.4827433235343356,0.879155240158578,0.125,0.01652162579736557
holdout,1537,3,0.36,11,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.36,11,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.36,11,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.36,11,negative detour,0.0,0.0,0.40005835076308804,0.4426639664243312,0.9037517871504318,0.375,0.001816290874502477
holdout,1537,3,0.36,11,oscillatory detour,0.0,0.0,0.2791260276174474,0.4626253521002492,0.6033522078940495,0.25,0.010936902798807819
holdout,1537,3,0.36,11,positive detour,0.0,0.0,0.40005835065954215,0.404232911497812,0.9896728823420098,0.375,0.0019889690435466257
holdout,1537,3,0.36,11,pseudo-stochastic bridge,0.0,0.0,0.25375419978083724,0.398759766684327,0.6363585822381085,0.25,0.015757620894200085
holdout,1537,3,0.36,12,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.36,12,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.36,12,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.36,12,negative detour,0.0,0.0,0.40005835076308804,0.4426639664243312,0.9037517871504318,0.375,0.001816290874502477
holdout,1537,3,0.36,12,oscillatory detour,0.0,0.0,0.2791260276174474,0.4626253521002492,0.6033522078940495,0.25,0.010936902798807819
holdout,1537,3,0.36,12,positive detour,0.0,0.0,0.40005835065954215,0.404232911497812,0.9896728823420098,0.375,0.0019889690435466257
holdout,1537,3,0.36,12,pseudo-stochastic bridge,2.220446049250313e-16,0.0,0.5292328864991274,0.6229033683017152,0.8496227720553652,0.125,0.022550814642662568
holdout,1537,3,0.36,13,back-loaded,0.0,0.0,0.19637953823827786,0.23593010636688366,0.8323631996880356,0.25,0.020380737437042256
holdout,1537,3,0.36,13,early burst,0.0,0.0,0.44935790629785577,0.44935790629785577,1.0,0.375,0.006919383411076942
holdout,1537,3,0.36,13,front-loaded,0.0,0.0,0.1963795380738865,0.23593021785972398,0.832362805643858,0.25,0.02038072779458189
holdout,1537,3,0.36,13,negative detour,0.0,0.0,0.40005835076308804,0.4426639664243312,0.9037517871504318,0.375,0.001816290874502477
holdout,1537,3,0.36,13,oscillatory detour,0.0,0.0,0.2791260276174474,0.4626253521002492,0.6033522078940495,0.25,0.010936902798807819
holdout,1537,3,0.36,13,positive detour,0.0,0.0,0.40005835065954215,0.404232911497812,0.9896728823420098,0.375,0.0019889690435466257
holdout,1537,3,0.36,13,pseudo-stochastic bridge,0.0,0.0,0.3148197178464893,0.4367690966448406,0.720792107923527,0.5,0.0018160458003782735
holdout,1537,5,0.24,10,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.24,10,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.24,10,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.24,10,negative detour,0.0,0.0,0.44582330840655704,0.44647543991985617,0.9985393787541457,0.375,0.0014606212458543866
holdout,1537,5,0.24,10,oscillatory detour,0.0,0.0,0.3120226199183197,0.4752174976992988,0.6565890806397807,0.25,0.011877736567707759
holdout,1537,5,0.24,10,positive detour,0.0,0.0,0.44582330840207574,0.4464754399585581,0.9985393786575519,0.375,0.001460621342448067
holdout,1537,5,0.24,10,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.4685893245820767,0.5615618862782974,0.8344393307879416,0.25,0.02650149300673442
holdout,1537,5,0.24,11,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.24,11,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.24,11,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.24,11,negative detour,0.0,0.0,0.44582330840655704,0.44647543991985617,0.9985393787541457,0.375,0.0014606212458543866
holdout,1537,5,0.24,11,oscillatory detour,0.0,0.0,0.3120226199183197,0.4752174976992988,0.6565890806397807,0.25,0.011877736567707759
holdout,1537,5,0.24,11,positive detour,0.0,0.0,0.44582330840207574,0.4464754399585581,0.9985393786575519,0.375,0.001460621342448067
holdout,1537,5,0.24,11,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.4545061354277172,0.48470129557679437,0.9377035703749358,0.625,0.027655088723229842
holdout,1537,5,0.24,12,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.24,12,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.24,12,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.24,12,negative detour,0.0,0.0,0.44582330840655704,0.44647543991985617,0.9985393787541457,0.375,0.0014606212458543866
holdout,1537,5,0.24,12,oscillatory detour,0.0,0.0,0.3120226199183197,0.4752174976992988,0.6565890806397807,0.25,0.011877736567707759
holdout,1537,5,0.24,12,positive detour,0.0,0.0,0.44582330840207574,0.4464754399585581,0.9985393786575519,0.375,0.001460621342448067
holdout,1537,5,0.24,12,pseudo-stochastic bridge,0.0,0.0,0.2982130592286209,0.4550442662521291,0.6553495590325452,0.25,0.004892778748687996
holdout,1537,5,0.24,13,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.24,13,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.24,13,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.24,13,negative detour,0.0,0.0,0.44582330840655704,0.44647543991985617,0.9985393787541457,0.375,0.0014606212458543866
holdout,1537,5,0.24,13,oscillatory detour,0.0,0.0,0.3120226199183197,0.4752174976992988,0.6565890806397807,0.25,0.011877736567707759
holdout,1537,5,0.24,13,positive detour,0.0,0.0,0.44582330840207574,0.4464754399585581,0.9985393786575519,0.375,0.001460621342448067
holdout,1537,5,0.24,13,pseudo-stochastic bridge,0.0,0.0,0.410410832971099,0.5375672758545389,0.7634594801528668,0.25,0.007715005333480261
holdout,1537,5,0.36,10,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.36,10,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.36,10,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.36,10,negative detour,0.0,0.0,0.470498016293773,0.5364573347798479,0.8770464784247132,0.375,0.024400408444000612
holdout,1537,5,0.36,10,oscillatory detour,0.0,0.0,0.41916194731467993,0.5618315441734453,0.7460633915301822,0.25,0.014900308833447158
holdout,1537,5,0.36,10,positive detour,0.0,0.0,0.47049801634526534,0.5201951863099358,0.9044643793857398,0.375,0.025163205943646665
holdout,1537,5,0.36,10,pseudo-stochastic bridge,0.0,0.0,0.4011226529474218,0.5021057288490559,0.7988808529767006,0.25,0.016796968591183802
holdout,1537,5,0.36,11,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.36,11,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.36,11,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.36,11,negative detour,0.0,0.0,0.470498016293773,0.5364573347798479,0.8770464784247132,0.375,0.024400408444000612
holdout,1537,5,0.36,11,oscillatory detour,0.0,0.0,0.41916194731467993,0.5618315441734453,0.7460633915301822,0.25,0.014900308833447158
holdout,1537,5,0.36,11,positive detour,0.0,0.0,0.47049801634526534,0.5201951863099358,0.9044643793857398,0.375,0.025163205943646665
holdout,1537,5,0.36,11,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.5004090326014545,0.5630642837082672,0.8887245152646276,0.125,0.011397108853829574
holdout,1537,5,0.36,12,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.36,12,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.36,12,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.36,12,negative detour,0.0,0.0,0.470498016293773,0.5364573347798479,0.8770464784247132,0.375,0.024400408444000612
holdout,1537,5,0.36,12,oscillatory detour,0.0,0.0,0.41916194731467993,0.5618315441734453,0.7460633915301822,0.25,0.014900308833447158
holdout,1537,5,0.36,12,positive detour,0.0,0.0,0.47049801634526534,0.5201951863099358,0.9044643793857398,0.375,0.025163205943646665
holdout,1537,5,0.36,12,pseudo-stochastic bridge,0.0,0.0,0.40572853120475116,0.5412930230082469,0.749554333713571,0.125,0.004876148411957106
holdout,1537,5,0.36,13,back-loaded,0.0,0.0,0.3909045938865619,0.4477629967381696,0.8730167448721633,0.25,0.020151835842805086
holdout,1537,5,0.36,13,early burst,0.0,0.0,0.4446597464504944,0.48471095898201905,0.9173709366595724,0.375,0.02034093991941446
holdout,1537,5,0.36,13,front-loaded,0.0,0.0,0.39090459367131297,0.44776299576201284,0.8730167462946843,0.25,0.02015183575846053
holdout,1537,5,0.36,13,negative detour,0.0,0.0,0.470498016293773,0.5364573347798479,0.8770464784247132,0.375,0.024400408444000612
holdout,1537,5,0.36,13,oscillatory detour,0.0,0.0,0.41916194731467993,0.5618315441734453,0.7460633915301822,0.25,0.014900308833447158
holdout,1537,5,0.36,13,positive detour,0.0,0.0,0.47049801634526534,0.5201951863099358,0.9044643793857398,0.375,0.025163205943646665
holdout,1537,5,0.36,13,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.44338934232304755,0.48678944324857504,0.9108442027092901,0.25,0.007828917882392733
holdout,1537,7,0.24,10,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.24,10,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.24,10,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.24,10,negative detour,0.0,0.0,0.49513684071338904,0.5242515636729909,0.944464213410029,0.375,0.023909940862524095
holdout,1537,7,0.24,10,oscillatory detour,0.0,0.0,0.40621178706508954,0.5555881874960672,0.7311382714881154,0.25,0.014246115043917179
holdout,1537,7,0.24,10,positive detour,0.0,0.0,0.4951368407268461,0.5242515641856412,0.944464212512134,0.375,0.023909940858271545
holdout,1537,7,0.24,10,pseudo-stochastic bridge,0.0,0.0,0.39933533466864896,0.5196145172594314,0.7685222822003454,0.125,0.0015780122120292053
holdout,1537,7,0.24,11,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.24,11,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.24,11,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.24,11,negative detour,0.0,0.0,0.49513684071338904,0.5242515636729909,0.944464213410029,0.375,0.023909940862524095
holdout,1537,7,0.24,11,oscillatory detour,0.0,0.0,0.40621178706508954,0.5555881874960672,0.7311382714881154,0.25,0.014246115043917179
holdout,1537,7,0.24,11,positive detour,0.0,0.0,0.4951368407268461,0.5242515641856412,0.944464212512134,0.375,0.023909940858271545
holdout,1537,7,0.24,11,pseudo-stochastic bridge,4.440892098500626e-16,0.0,0.41418369545990386,0.5408806581181874,0.7657580082469891,0.25,0.00734333651809838
holdout,1537,7,0.24,12,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.24,12,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.24,12,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.24,12,negative detour,0.0,0.0,0.49513684071338904,0.5242515636729909,0.944464213410029,0.375,0.023909940862524095
holdout,1537,7,0.24,12,oscillatory detour,0.0,0.0,0.40621178706508954,0.5555881874960672,0.7311382714881154,0.25,0.014246115043917179
holdout,1537,7,0.24,12,positive detour,0.0,0.0,0.4951368407268461,0.5242515641856412,0.944464212512134,0.375,0.023909940858271545
holdout,1537,7,0.24,12,pseudo-stochastic bridge,0.0,0.0,0.49321003586161816,0.49321003586161816,1.0,0.375,0.009438346123321836
holdout,1537,7,0.24,13,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.24,13,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.24,13,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.24,13,negative detour,0.0,0.0,0.49513684071338904,0.5242515636729909,0.944464213410029,0.375,0.023909940862524095
holdout,1537,7,0.24,13,oscillatory detour,0.0,0.0,0.40621178706508954,0.5555881874960672,0.7311382714881154,0.25,0.014246115043917179
holdout,1537,7,0.24,13,positive detour,0.0,0.0,0.4951368407268461,0.5242515641856412,0.944464212512134,0.375,0.023909940858271545
holdout,1537,7,0.24,13,pseudo-stochastic bridge,0.0,0.0,0.587837294867121,0.6683592664380842,0.8795229218559467,0.125,0.00024675349733231753
holdout,1537,7,0.36,10,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.36,10,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.36,10,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.36,10,negative detour,0.0,0.0,0.41583598719546844,0.5384118045339559,0.772338168839764,0.375,0.021169932036203192
holdout,1537,7,0.36,10,oscillatory detour,0.0,0.0,0.42667275050111086,0.6079545617056666,0.7018168418772043,0.25,0.02190572505088059
holdout,1537,7,0.36,10,positive detour,0.0,0.0,0.41583598766483043,0.5384118133372982,0.7723381570833443,0.375,0.021169934392618498
holdout,1537,7,0.36,10,pseudo-stochastic bridge,8.881784197001252e-16,0.0,0.4257707570625525,0.5134427003168872,0.8292468795442506,0.25,0.019337101286855427
holdout,1537,7,0.36,11,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.36,11,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.36,11,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.36,11,negative detour,0.0,0.0,0.41583598719546844,0.5384118045339559,0.772338168839764,0.375,0.021169932036203192
holdout,1537,7,0.36,11,oscillatory detour,0.0,0.0,0.42667275050111086,0.6079545617056666,0.7018168418772043,0.25,0.02190572505088059
holdout,1537,7,0.36,11,positive detour,0.0,0.0,0.41583598766483043,0.5384118133372982,0.7723381570833443,0.375,0.021169934392618498
holdout,1537,7,0.36,11,pseudo-stochastic bridge,0.0,0.0,0.3849688729637879,0.5611977958628228,0.6859771649172484,0.25,0.013739413617447616
holdout,1537,7,0.36,12,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.36,12,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.36,12,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.36,12,negative detour,0.0,0.0,0.41583598719546844,0.5384118045339559,0.772338168839764,0.375,0.021169932036203192
holdout,1537,7,0.36,12,oscillatory detour,0.0,0.0,0.42667275050111086,0.6079545617056666,0.7018168418772043,0.25,0.02190572505088059
holdout,1537,7,0.36,12,positive detour,0.0,0.0,0.41583598766483043,0.5384118133372982,0.7723381570833443,0.375,0.021169934392618498
holdout,1537,7,0.36,12,pseudo-stochastic bridge,0.0,0.0,0.5484257557991191,0.7171110550442892,0.7647710238761387,0.125,0.023950752991621888
holdout,1537,7,0.36,13,back-loaded,0.0,0.0,0.4638096942944869,0.4638096942944869,1.0,0.25,0.010809348716422815
holdout,1537,7,0.36,13,early burst,0.0,0.0,0.4665353930140782,0.5467177282447221,0.8533386954762282,0.25,0.026144013242314412
holdout,1537,7,0.36,13,front-loaded,0.0,0.0,0.46380969411523554,0.46380969411523554,1.0,0.25,0.010809349178755276
holdout,1537,7,0.36,13,negative detour,0.0,0.0,0.41583598719546844,0.5384118045339559,0.772338168839764,0.375,0.021169932036203192
holdout,1537,7,0.36,13,oscillatory detour,0.0,0.0,0.42667275050111086,0.6079545617056666,0.7018168418772043,0.25,0.02190572505088059
holdout,1537,7,0.36,13,positive detour,0.0,0.0,0.41583598766483043,0.5384118133372982,0.7723381570833443,0.375,0.021169934392618498
holdout,1537,7,0.36,13,pseudo-stochastic bridge,0.0,0.0,0.5086131198716161,0.5939957483417891,0.8562571723643999,0.125,0.011522065865802917
