x_P,x_R,successor_loss,successor_null_loss,radius_mean,history_coherence_mean,history_coherence_peak,history_peak_lag,end_index,end_position,quadrant,parent_step
1.6833079048888149,0.801095300999409,0.01479976091981549,0.036948814707443677,1.1301184330647742,0.9294142743013767,0.9982370630186979,1,255,7730.960370000001,aB,0.0
1.7976304195381083,0.8063638000445715,0.012837304485086923,0.03183998211322816,1.1122862530951176,0.946681951635468,0.9993887152065453,1,271,7730.99237,aB,0.11444384840578715
1.6761643567881865,0.634582650164157,0.01416105348867284,0.04463107677151144,1.106683842815853,0.966944741577445,0.9993798878055098,1,287,7731.02437,aB,0.21038718557508526
1.551977636644367,0.9342324701313791,0.028624231696820136,0.06127860594011418,1.1069986214060252,0.9835297520569719,0.9993555457895318,1,303,7731.05637,aB,0.32436454193772163
1.5849625007211563,1.3664791593678045,0.04886649325335891,0.0715217541641349,1.0999674044830499,0.9883756487842925,0.9996138425307572,1,319,7731.08837,Ab,0.43350340438572704
1.6465641242106754,1.0245995858739778,0.037144918528813416,0.07250621421465636,1.087444772437479,0.9876673308570091,0.9995737455501073,1,335,7731.120370000001,Ab,0.3473850929283888
1.6465641242106754,0.9754022984718086,0.03571566851355031,0.07323269295040026,1.0746712796427151,0.9875004719439152,0.999540315039839,1,351,7731.152370000001,aB,0.04919728740216922
1.6465641242106754,0.31803152910952603,0.010468984364106187,0.06583614142546729,1.0621551369404068,0.986847061615626,0.9995005746935562,1,367,7731.18437,aB,0.6573707693622826
1.6465641242106754,0.33755828357644896,0.009289494816627988,0.05503935331229481,1.0505516200728575,0.9863106020375734,0.9994697984753613,1,383,7731.21637,aB,0.019526754466922924
1.6465641242106754,0.4444683603328988,0.011469526536501896,0.05161009223653817,1.0418529963777938,0.9863516597051296,0.9994679200847628,1,399,7731.24837,aB,0.10691007675644987
1.6153631194101663,0.6024348394740551,0.01372567033662163,0.04556731927590569,1.0300118923077006,0.9860991980036524,0.9994242897113274,1,415,7731.28037,aB,0.16101835681938487
