path_id,q,d,duration,replicate,direction,mode,window,start,end,center,region,x_r,local_loss,null_loss
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1664,1792,1728,pre,0.003037108214421266,0.00152704992952191,1.0055946786953034
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1696,1824,1760,pre,0.003037108214413207,0.0015270499295178621,1.0055946786953063
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1728,1856,1792,pre,0.0030371082144084924,0.001527049929515483,1.0055946786953005
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1760,1888,1824,pre,0.003037108214406138,0.001527049929514297,1.0055946786952992
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1792,1920,1856,handover,0.017050300502041323,0.008502363897184699,0.9973271610276623
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1824,1952,1888,handover,0.11611234172233584,0.05837858229433223,1.0055534395118015
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1856,1984,1920,handover,0.3104849215265011,0.1539042671244804,0.991379976636605
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1888,2016,1952,handover,0.41774741215592215,0.20938454586574054,1.0024456873838816
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1920,2048,1984,handover,0.3646564485666566,0.182201509728846,0.9993050195328761
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1952,2080,2016,handover,0.38092934890373703,0.18964256445600117,0.9956836615596395
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,1984,2112,2048,handover,0.39523035178729765,0.19594771825306645,0.9915620972273923
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2016,2144,2080,handover,0.37698672890244644,0.18600217779288764,0.9867836904201461
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2048,2176,2112,handover,0.39742292925050754,0.1948933333989243,0.9807855513846169
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2080,2208,2144,handover,0.3866745926091719,0.1878179952253187,0.9714524761400817
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2112,2240,2176,handover,0.2971152882840965,0.1493169290461074,1.0051110456714913
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2144,2272,2208,handover,0.09314680277373265,0.04616664399984487,0.9912663156456474
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2176,2304,2240,handover,0.011400897493693222,0.005777251371361724,1.0134730839493293
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2208,2336,2272,post,0.026846709736790465,0.013185920499115501,0.9823118459127709
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2240,2368,2304,post,0.026846709736790448,0.01318592049911549,0.9823118459127708
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2272,2400,2336,post,0.026846709736790483,0.013185920499115506,0.9823118459127707
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,128,2304,2432,2368,post,0.02684670973679048,0.013185920499115504,0.9823118459127707
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1536,1792,1664,pre,0.00029247778467774837,0.00014641634348339224,1.0012134333191396
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1568,1824,1696,pre,0.0002924777846777061,0.00014641634348337126,1.001213433319141
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1600,1856,1728,pre,0.0002924777846758105,0.0001464163434824219,1.001213433319138
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1632,1888,1760,pre,0.0002924777846724844,0.00014641634348075658,1.0012134333191363
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1664,1920,1792,handover,0.006829627738703812,0.0034044220592883236,0.9969568443665848
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1696,1952,1824,handover,0.05473258416815262,0.027397943744499186,1.001156592947471
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1728,1984,1856,handover,0.18745981404659004,0.09346348646264689,0.9971575714826868
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1760,2016,1888,handover,0.43195501398331426,0.21626442997011192,1.0013284854633768
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1792,2048,1920,handover,0.7677118939785965,0.38412978120229996,1.000713377544752
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1824,2080,1952,handover,1.1012680506839556,0.5504066600028247,0.9995870844722828
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1856,2112,1984,handover,1.273000079886141,0.6356418268012543,0.9986516683614144
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1888,2144,2016,handover,1.3332274696927222,0.6632429698200415,0.9949434509820045
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1920,2176,2048,handover,1.290341983499218,0.6402194794496955,0.992325271341655
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1952,2208,2080,handover,1.3629603704596212,0.6722052752152137,0.9863900518083748
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,1984,2240,2112,handover,1.2732526218137508,0.6339767315475288,0.995838093220539
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2016,2272,2144,handover,1.0428305604176051,0.5152227686638902,0.9881236477334676
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2048,2304,2176,handover,0.7449422862405949,0.37814109226089443,1.0152225192349082
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2080,2336,2208,handover,0.36833788162367026,0.18670545059090293,1.013772733707902
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2112,2368,2240,handover,0.07510736986184746,0.038444125891101216,1.0237111474364065
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2144,2400,2272,handover,0.009526223987582925,0.004842550420583125,1.016677841481621
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2176,2432,2304,handover,0.0,0.0,1.0268013306644206
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2208,2464,2336,post,0.0,0.0,1.0181161142254738
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2240,2496,2368,post,0.0,0.0,1.0181161142254738
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2272,2528,2400,post,0.0,0.0,1.0181161142254738
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,256,2304,2560,2432,post,0.0,0.0,1.0181161142254738
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1408,1792,1600,pre,0.00015387971004359154,7.653524233996081e-05,0.9947411821646878
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1440,1824,1632,pre,0.00015387971004173818,7.653524233903892e-05,0.9947411821646867
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1472,1856,1664,pre,0.0001538797100409268,7.653524233863551e-05,0.9947411821646885
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1504,1888,1696,pre,0.0001538797100414911,7.653524233891627e-05,0.9947411821646898
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1536,1920,1728,handover,0.004446498860649972,0.002218072732358293,0.9976715622205573
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1568,1952,1760,handover,0.03706493475197815,0.018436156465413862,0.99480312531401
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1600,1984,1792,handover,0.12453170407320498,0.062112692451518424,0.997540231441882
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1632,2016,1824,handover,0.28981537816010283,0.14413299250767278,0.994653861521795
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1664,2048,1856,handover,0.5485359255585128,0.2730520032683695,0.995566527353158
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1696,2080,1888,handover,0.9040905120817527,0.4503886702244109,0.9963353540506669
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1728,2112,1920,handover,1.3185661351372882,0.6575112248922318,0.9973124705250711
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1760,2144,1952,handover,1.7066126178560115,0.8551168965704603,1.0021218495908335
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1792,2176,1984,handover,2.0,1.004336743636705,1.0034337216971556
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1824,2208,2016,handover,2.0,1.122693176873519,0.9943482246843629
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1856,2240,2048,handover,2.0,1.1676892022790508,0.9939900501669675
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1888,2272,2080,handover,2.0,1.1352516367095107,1.001463784857056
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1920,2304,2112,handover,2.0,1.014037387061587,1.007952521527229
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1952,2336,2144,handover,1.7526978690275705,0.8869058229923007,1.012046444130582
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,1984,2368,2176,handover,1.2179367045975535,0.6123781252970046,1.0055992614154026
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,2016,2400,2208,handover,0.7408212760343498,0.37611233023730295,1.0153928954380185
q11:d31:t320:r0:irrational_to_rational,11,31,320,0,irrational_to_rational,ordered,384,2048,2432,2240,handover,0.21870341407828658,0.11119895957408354,1.0168927635878515
