delta_r,pair,x_P,x_R,occupied_8,occupied_16,occupied_32,occupied_64,successor_loss,null_loss,rho_cycle,miss_cycle,abs_miss_cycle,best_rho
0,1,1.9999999999999996,0.14229314714129418,8,16,32,64,0.022042745143499173,0.30982159838816664,0.9183570633721053,-0.00015047331208358806,0.00015047331208358806,0.9829782208323975
0,2,1.9863679540999497,0.1469371394770658,8,16,32,63,0.02219897714383905,0.30215610869849424,0.918299085860901,-0.00048125096141883253,0.00048125096141883253,0.9815811410217651
0,3,1.9863679540999497,0.16962567481547308,8,16,32,63,0.025469719323875345,0.30030500219477413,0.8929993640742622,-0.0005834582310505843,0.0005834582310505843,0.9806523383259824
0,4,1.9725177862321253,0.1501559276985305,8,16,32,62,0.021995265034992047,0.2929656573951866,0.9147456616723059,-0.00022610255660520252,0.00022610255660520252,0.9818586052721042
0,5,1.9999999999999996,0.13532541176150228,8,16,32,64,0.020951502267065197,0.30964623708650013,0.9201277357024863,0.00012847262735627148,0.00012847262735627148,0.9838477844579753
0,6,1.9863679540999497,0.16612809328986972,8,16,32,63,0.02569747227958516,0.3093693760121204,0.8031300368178766,-0.0013036771168323197,0.0013036771168323197,0.9801526898683244
0,7,1.9863679540999497,0.1591060424061845,8,16,32,63,0.024111204469308773,0.3030834543386463,0.9177781430864257,-0.0008674451515464403,0.0008674451515464403,0.9817087901055129
0,8,1.9863679540999497,0.16182140301236733,8,16,32,63,0.023750335060982956,0.2935376238107121,0.9101025851405417,-9.04632162480842e-05,9.04632162480842e-05,0.9824709638485799
0,9,1.9863679540999497,0.15016847692655144,8,16,32,63,0.02291540226900822,0.30519590713058,0.9117408829396432,-0.0004201740454112836,0.0004201740454112836,0.9802632493321075
0,10,1.9863679540999497,0.14134951741778937,8,16,32,63,0.02270513588730855,0.3212623049882592,0.9115197143469976,-0.00036205105938352924,0.00036205105938352924,0.9811430621763727
0,11,1.9863679540999497,0.1334404697144603,8,16,32,63,0.020874181286431592,0.31286132806784567,0.9167911303163743,-0.00047725377827729923,0.00047725377827729923,0.9824562072073129
0,12,1.9863679540999497,0.12866772290550885,8,16,32,63,0.020219054736415033,0.3142832449325854,0.9207885392668256,-0.00015334064556757007,0.00015334064556757007,0.983763413611372
0,13,1.9999999999999996,0.1531280044192094,8,16,32,64,0.02377886422220088,0.3105749900208051,0.91448007541235,-0.00022451217065667004,0.00022451217065667004,0.9808320625748761
0,14,1.9725177862321253,0.13967753107695413,8,16,32,62,0.020859440734916853,0.29867997485471764,0.9048681935404704,4.8466331606895534e-05,4.8466331606895534e-05,0.9830755270310414
0,15,1.9999999999999996,0.15744256765884812,8,16,32,64,0.02396445581310241,0.3044215572630828,0.8879904312551354,-0.0009112044761972552,0.0009112044761972552,0.9814111237703518
0,16,1.9999999999999996,0.17486894106604386,8,16,32,64,0.026223803524187475,0.29992522816597106,0.9085468280646112,-0.0011553674490608966,0.0011553674490608966,0.9794575694004819
0,17,1.9999999999999996,0.15714811426190886,8,16,32,64,0.02364008853386335,0.3008637888516295,0.9097883354836953,-0.0002604675578340988,0.0002604675578340988,0.9807948221510135
0,18,1.9863679540999497,0.15401922256816875,8,16,32,63,0.0232453612193713,0.30185013054565873,0.9112647421855264,-0.0002518691319908902,0.0002518691319908902,0.9799502465868644
0,19,1.9584424025377316,0.14705584151607992,8,16,32,61,0.02209202191829608,0.3004575906749058,0.9179626707430236,-0.00020552239914038933,0.00020552239914038933,0.9816730259866444
0,20,1.9999999999999996,0.15912074944818982,8,16,32,64,0.025047268886776542,0.31482090140521873,0.7679561051530179,0.0009286342115756654,0.0009286342115756654,0.9792635760230589
0,21,1.9863679540999497,0.1538733459178028,8,16,32,63,0.023191564876173514,0.30143706485153254,0.9142975549077698,-0.0008542017625669691,0.0008542017625669691,0.9809249292225529
0,22,1.9725177862321253,0.1402729255517584,8,16,32,62,0.02116521094970563,0.3017718617680932,0.9179486022136677,-0.0004938452369640228,0.0004938452369640228,0.9816845406268643
0,23,1.9863679540999497,0.16023875694509393,8,16,32,63,0.024041215308139904,0.30006742147129445,0.8924129555340967,-0.0014840600068124932,0.0014840600068124932,0.9805934851882876
0,24,1.9863679540999497,0.1569703998823084,8,16,32,63,0.02362103393537232,0.3009616329331218,0.8093198355681454,0.00048359691110901027,0.00048359691110901027,0.9808681728056676
0,25,1.9584424025377316,0.16092451652108664,8,16,32,61,0.024476244140197036,0.3041953416338499,0.8407182928092619,-0.00031084325787303867,0.00031084325787303867,0.980983379597034
0,26,1.9999999999999996,0.14214148114392255,8,16,32,64,0.02229155470000614,0.3136530521647691,0.8844212082593456,-0.000953770585439917,0.000953770585439917,0.9807272369816867
0,27,1.9863679540999497,0.14912940225758956,8,16,32,63,0.022371608376129094,0.3000294782579074,0.9161890755225901,-0.00023115899392636317,0.00023115899392636317,0.9824250827938511
0,28,1.9999999999999996,0.14355542148752115,8,16,32,64,0.02220193759391851,0.3093152089118203,0.7229195086740771,-4.4831743066768365e-05,4.4831743066768365e-05,0.981249345594516
0,29,1.9999999999999996,0.145325122715534,8,16,32,64,0.022262212621192344,0.3063780329952917,0.9168069991903868,-0.00018421701070403388,0.00018421701070403388,0.9828081961247864
0,30,1.9584424025377316,0.1415168500202098,8,16,32,61,0.021583954400184898,0.3050372361609593,0.9159853152065107,-6.855875235581228e-05,6.855875235581228e-05,0.9832646857289651
0,31,1.9863679540999497,0.14911188764700603,8,16,32,63,0.023198170289260116,0.31115118526535407,0.9131989505132692,-0.0006359400413837524,0.0006359400413837524,0.9808420484460416
0,32,1.9863679540999497,0.1581136331767949,8,16,32,63,0.02359447820149315,0.29844963685213616,0.8297987664151989,-0.0005201253571160351,0.0005201253571160351,0.9810698050182948
0,33,1.9725177862321253,0.18585000570361201,8,16,32,62,0.02704657195772061,0.291058069708684,0.8975292338337741,-0.00011531772901367096,0.00011531772901367096,0.9781858107744072
0,34,1.9999999999999996,0.14855949518058953,8,16,32,64,0.023206699228575805,0.3124229683247866,0.9135414561070534,-0.0003766790505637278,0.0003766790505637278,0.9812629784459246
0,35,1.9584424025377316,0.15428943276512405,8,16,32,61,0.02274395282847611,0.2948219125686903,0.9151209072218027,-0.0006192176028846701,0.0006192176028846701,0.9813569056135267
0,36,1.9999999999999996,0.14244113202454714,8,16,32,64,0.021422375620854844,0.3007891795912305,0.852410979154095,-0.00023262553520581367,0.00023262553520581367,0.9838033981276127
0,37,1.9999999999999996,0.17464296767314158,8,16,32,64,0.026836654172240147,0.3073316324132457,0.8452139347087677,-0.001325987570458356,0.001325987570458356,0.9795081759855817
0,38,1.9999999999999996,0.16224953271732315,8,16,32,64,0.02454935910383196,0.3026123859056373,0.9135585982865774,-0.0007243851665843515,0.0007243851665843515,0.9803187003403036
0,39,1.9863679540999497,0.15442266636188295,8,16,32,63,0.02388384806499584,0.30933085961649,0.9131699846371151,-0.000830631343261311,0.000830631343261311,0.9803724749269074
0,40,1.9863679540999497,0.15516267654919638,8,16,32,63,0.02348480386189294,0.30271202307401257,0.9125246840399936,-0.0008147664016366593,0.0008147664016366593,0.980427193024909
50,1,1.9863679540999497,0.12674830826331795,8,16,32,63,0.020736631043634216,0.3272095908460433,0.9597353811490892,0.00030098015205012245,0.00030098015205012245,0.9835569944427963
50,2,1.9863679540999497,0.12476817086283051,8,16,32,63,0.0196761036161632,0.3154026139855013,0.9552586822372076,0.001316111749724901,0.001316111749724901,0.9827191013293917
50,3,1.9863679540999497,0.1486924971498672,8,16,32,63,0.022975207255996652,0.3090298124839471,0.9580842715929223,-0.00017097469128136704,0.00017097469128136704,0.9829634716207738
50,4,1.9725177862321253,0.1490917069018123,8,16,32,62,0.0232576510536279,0.31199121046946965,0.9587508549307723,-3.757111666487404e-05,3.757111666487404e-05,0.9831626121406067
50,5,1.9863679540999497,0.12087757430504895,8,16,32,63,0.019549509078339217,0.3234596523090992,0.9477731374201566,5.478475079235282e-05,5.478475079235282e-05,0.9841345028538632
50,6,1.9999999999999996,0.17121993589572132,8,16,32,64,0.026858336756738377,0.3137290831961998,0.8211781289256811,0.00044047648162956444,0.00044047648162956444,0.9816136945995441
50,7,1.9863679540999497,0.1261790454886964,8,16,32,63,0.02011325777586825,0.3188050392673175,0.9576230730553894,-0.00024456207637767814,0.00024456207637767814,0.9835274981318006
50,8,1.9863679540999497,0.1508319524516132,8,16,32,63,0.022617917416884434,0.2999088329661482,0.9518694042073008,0.0012836742042057468,0.0012836742042057468,0.9816616857741471
50,9,1.9999999999999996,0.14810664271583673,8,16,32,64,0.022672882360165156,0.30616968887298657,0.9529113513896512,0.001200604959656033,0.001200604959656033,0.9821923509149968
50,10,1.9863679540999497,0.13218917849620046,8,16,32,63,0.021191538940878725,0.3206244139188419,0.9535458158194609,0.0016322040070438507,0.0016322040070438507,0.9826350199862076
50,11,1.9999999999999996,0.12919881721904006,8,16,32,64,0.02092708210631339,0.32395160508062854,0.9544046711922548,0.00142797384165143,0.00142797384165143,0.9825009672962123
50,12,1.9999999999999996,0.12251604005995921,8,16,32,64,0.02033306572403,0.3319249579741399,0.9573814275607713,0.0010188408909329331,0.0010188408909329331,0.9826063444468424
50,13,1.9863679540999497,0.13142951536378003,8,16,32,63,0.020777050090696445,0.3161702306089806,0.9573415599894184,-6.514748194261522e-05,6.514748194261522e-05,0.9830829871969355
50,14,1.9999999999999996,0.1514069596980575,8,16,32,64,0.02373984123791734,0.31358982817250125,0.8739972710526631,0.0007612026781573928,0.0007612026781573928,0.9805753289878903
50,15,1.9863679540999497,0.13466979932551304,8,16,32,63,0.02134824683725394,0.31704579563013485,0.9584048760300491,0.0003553308224402666,0.0003553308224402666,0.9835921113760397
50,16,1.9999999999999996,0.1458301138860694,8,16,32,64,0.02190371987223219,0.3004005042380286,0.9523411547526596,0.001245108459787321,0.001245108459787321,0.9819320798183091
50,17,1.9863679540999497,0.14825601149306417,8,16,32,63,0.0222530376210163,0.3001974408580034,0.9525648199254456,0.0009180415565849353,0.0009180415565849353,0.9813969538143288
50,18,1.9725177862321253,0.14815842343671629,8,16,32,62,0.022564961722274318,0.30460585633745774,0.9548045260364274,-0.00042378689270746416,0.00042378689270746416,0.9826000213018445
50,19,1.9725177862321253,0.13318038557264927,8,16,32,62,0.021057370952303738,0.3162233066342497,0.9582172722776219,7.126192396394052e-05,7.126192396394052e-05,0.983134832377311
50,20,1.9999999999999996,0.14079925195335596,8,16,32,64,0.022209680987606225,0.3154800992119455,0.8435225875883754,0.0009871803720773468,0.0009871803720773468,0.9819329055133185
50,21,1.9999999999999996,0.14480846545852205,8,16,32,64,0.02217572102702383,0.30627658344153497,0.8862640778440528,0.0005768514474055078,0.0005768514474055078,0.9823532138123938
50,22,1.9863679540999497,0.12415663545494536,8,16,32,63,0.019811133129913328,0.3191312821472599,0.9589839932734111,-0.0003519753970345786,0.0003519753970345786,0.983907479458788
50,23,1.9725177862321253,0.1591839820585715,8,16,32,62,0.02483212755335148,0.3119927926443571,0.8136183876007261,0.0005830627442597587,0.0005830627442597587,0.9815725677469551
50,24,1.9863679540999497,0.15249504786871668,8,16,32,63,0.024369669971237566,0.31961260790865115,0.6351718775571278,0.0001442658547695762,0.0001442658547695762,0.9810745780331545
50,25,1.9863679540999497,0.16225405145510635,8,16,32,63,0.025756367388065842,0.317481963095292,0.8801485412650585,0.0006429659259714564,0.0006429659259714564,0.9795915459015805
50,26,1.9999999999999996,0.137713776628494,8,16,32,64,0.021453612539880963,0.31156813886174484,0.956831533326789,0.00156163137875021,0.00156163137875021,0.9820870926159231
50,27,1.9999999999999996,0.1498969626708901,8,16,32,64,0.023387868180467702,0.3120525961799173,0.9540724967916205,0.0015072323975157203,0.0015072323975157203,0.9821399638251734
50,28,1.9863679540999497,0.14544148072550697,8,16,32,63,0.02385555366860369,0.328043327798986,0.6070676017240603,-5.5278262121209004e-05,5.5278262121209004e-05,0.9810007471133589
50,29,1.9999999999999996,0.14437000977020412,8,16,32,64,0.023330400851059526,0.323202871402376,0.9574797563520048,-0.0006004681694001961,0.0006004681694001961,0.982831437140703
50,30,1.9863679540999497,0.1378014149172978,8,16,32,63,0.022155041057702787,0.32155026958176364,0.9570720135118428,-0.0003797033283491173,0.0003797033283491173,0.9827961903862856
50,31,1.9863679540999497,0.13904303445635868,8,16,32,63,0.021793863344241722,0.31348371285844084,0.9549764372473152,0.0012729306400426138,0.0012729306400426138,0.9822002914333131
50,32,1.9863679540999497,0.1536311969779628,8,16,32,63,0.023425962815812496,0.3049636177627747,0.9412940318309945,-0.00024202361897095466,0.00024202361897095466,0.9812507064227419
50,33,1.9863679540999497,0.1663667103829803,8,16,32,63,0.024140385207864525,0.2902069188276039,0.9534458536415622,0.0014208696364244675,0.0014208696364244675,0.9804678599951702
50,34,1.9725177862321253,0.1433086732328986,8,16,32,62,0.02247898173293462,0.313714183877801,0.9553233730770863,0.0013504164113437016,0.0013504164113437016,0.982361702662426
50,35,1.9863679540999497,0.15361487430237553,8,16,32,63,0.023835188392290405,0.31032396440169224,0.9560914497154386,0.00018536101470271075,0.00018536101470271075,0.9824812391340151
50,36,1.9999999999999996,0.15776252858839804,8,16,32,64,0.02567053339091684,0.3254325804816578,0.7789737752630785,0.0019137361388957145,0.0019137361388957145,0.980015500102359
50,37,1.9863679540999497,0.1570688442493327,8,16,32,63,0.02397023669862029,0.3052194954789339,0.8743283875170983,0.00031961946719630225,0.00031961946719630225,0.9829942404866908
50,38,1.9999999999999996,0.13840368389025803,8,16,32,64,0.0211535537335127,0.30567905620612834,0.9540169357272071,0.0008655225527468265,0.0008655225527468265,0.9821031492364605
50,39,1.9999999999999996,0.1460116706056394,8,16,32,64,0.022909782256363465,0.31380754923680215,0.9549949881187594,0.000799999547544558,0.000799999547544558,0.9820370674206078
50,40,1.9863679540999497,0.15619088965803207,8,16,32,63,0.023593229599705282,0.30210762806154495,0.9522935960258739,0.0009091521238477762,0.0009091521238477762,0.9819235975818815
100,1,1.7275357309756405,0.11421627050623193,8,15,26,49,0.018870571358557332,0.33043578248385735,0.9889878399568441,0.0012925318324408426,0.0012925318324408426,0.9889878399568441
100,2,1.9999999999999996,0.12494436878548411,8,16,32,64,0.021255986368709037,0.3402472088230443,0.9853452482045838,0.0034795741812953603,0.0034795741812953603,0.9859016189944578
100,3,1.7929617212040705,0.11441853236498414,8,14,27,51,0.017845707601965785,0.3119373624727101,0.9880811517439715,0.002029097025576646,0.002029097025576646,0.9880811517439715
100,4,1.8590339080186067,0.10795761924179684,8,15,29,55,0.01727743396009354,0.3200780840006597,0.9897472225570728,0.002265075222333839,0.002265075222333839,0.9897472225570728
100,5,1.7295944596493915,0.11471000932376237,8,14,26,48,0.01890342694818524,0.3295863553603489,0.988280009846923,0.0018991356444621674,0.0018991356444621674,0.9904403166228719
100,6,1.7559130951758257,0.12951020200653843,8,15,27,50,0.02003592436173537,0.3094107499071593,0.9861074823177151,0.0017476204594460921,0.0017476204594460921,0.9875461236816757
100,7,1.8811121276205485,0.1210662109293457,8,16,30,57,0.01963916572441977,0.3244367784150971,0.9892551474888774,0.0022886203117665925,0.0022886203117665925,0.9892551474888774
100,8,1.9999999999999996,0.1520971150731959,8,16,32,64,0.024331499761201664,0.3199468937920652,0.9835093287545527,0.003781762458733247,0.003781762458733247,0.9845995822234634
100,9,1.9999999999999996,0.13253320813381814,8,16,32,64,0.021953319563737177,0.33128783152326646,0.9845406601459753,0.0035045320618082385,0.0035045320618082385,0.9847167536937311
100,10,1.9999999999999996,0.13382822305917183,8,16,32,64,0.022995336173971266,0.3436545094647776,0.985852943789597,0.003168875669383488,0.003168875669383488,0.985852943789597
100,11,1.9999999999999996,0.12025625173556483,8,16,32,64,0.021153472539733497,0.3518066168609432,0.9858902824384133,0.003799418597681834,0.003799418597681834,0.9858902824384133
100,12,1.9863679540999497,0.12083287396677059,8,16,32,63,0.02182733963852707,0.3612814778291155,0.9851186835737313,0.004047945078417283,0.004047945078417283,0.9861190774343025
100,13,1.8752522153119373,0.11383113294301123,8,16,31,56,0.01844891732971977,0.3241453695968412,0.9883776559971259,0.0022545080434484377,0.0022545080434484377,0.9883776559971259
100,14,1.9999999999999996,0.14656543175889475,8,16,32,64,0.024232007738706787,0.33066470651236896,0.9812320842633582,0.0034211341197685746,0.0034211341197685746,0.9829750965729125
100,15,1.8156406113154437,0.11684735017931726,7,14,25,47,0.018499308617810968,0.3166406185407098,0.9889193219273011,0.0014015027972126197,0.0014015027972126197,0.9897348637539626
100,16,1.9999999999999996,0.13415607889067807,8,16,32,64,0.021966258735478715,0.32747317776600665,0.983988170078813,0.003109623497652818,0.003109623497652818,0.9843581243211449
100,17,1.9863679540999497,0.16524769324973862,8,16,32,63,0.026148713979062255,0.31647901964408953,0.9839432627946214,0.0022494236578666717,0.0022494236578666717,0.9853978294691703
100,18,1.9147885970765433,0.10991552224307799,8,16,32,58,0.017367707541981633,0.31601919706250364,0.9892693476727119,0.0022137662364553256,0.0022137662364553256,0.9892693476727119
100,19,1.8501939472364997,0.10985115119492082,8,16,30,55,0.0176991768194067,0.32223925970518286,0.9892183244776023,0.002247488982346979,0.002247488982346979,0.9892183244776023
100,20,1.9999999999999996,0.12943967734935677,8,16,32,64,0.021317457324318907,0.32938056955725004,0.9819546550095293,0.003667806886998623,0.003667806886998623,0.9849783428428283
100,21,1.9999999999999996,0.13607445813951252,8,16,32,64,0.02239249374136397,0.32912118920077865,0.9829544413715898,0.0034976356424111527,0.0034976356424111527,0.9844953718496045
100,22,1.9147885970765433,0.11175544044737794,8,16,32,58,0.018280645302780202,0.32715445851404384,0.9897038642494755,0.0022900171452044722,0.0022900171452044722,0.9897038642494755
100,23,1.8451815064148291,0.11375720660785948,7,14,26,48,0.01739470161704204,0.3058215322920955,0.9883936335364196,0.0014138925525977808,0.0014138925525977808,0.9889582137555251
100,24,1.7590657906538676,0.1269863540877235,7,12,23,43,0.019159371875599667,0.30175481473173366,0.9872687508883506,0.0011302043045714806,0.0011302043045714806,0.9886003937041552
